Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites
Tondemo Skill de Isekai Hourou Meshi,Campfire Cooking in Another World with My Absurd Skill,7.66,1070,1328,229,TV,12,Finished Airing,"Jan 11, 2023 to Mar 29, 2023",Winter 2023,Wednesdays at 00:00 (JST),dugout,"None found, add some",MAPPA,Light novel,"Adventure, Comedy, Fantasy, Gourmet",Isekai,,23 min. per ep.,PG-13 - Teens 13 or older,"1,776"
ACCA: 13-ku Kansatsu-ka,ACCA: 13-Territory Inspection Dept.,7.66,1429,1329,165,TV,12,Finished Airing,"Jan 10, 2017 to Mar 28, 2017",Winter 2017,Tuesdays at 23:00 (JST),"Bandai Visual,       Square Enix,       Lantis,       Nihon Ad Systems,       Banpresto,       Medicos Entertainment,       BS11,       Sony PCL,       Contents Seed",Funimation,Madhouse,Manga,"Drama, Fantasy, Mystery","Adult Cast, Detective",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"1,493"
Bungou Stray Dogs: Hitori Ayumu,Bungo Stray Dogs 2 - Walking Alone,7.66,1365,1331,175,OVA,1,Finished Airing,"Aug 4, 2017",,,"None found, add some",Funimation,Bones,Manga,"Action, Mystery, Supernatural","Adult Cast, Detective, Organized Crime, Super Power",Seinen,23 min.,PG-13 - Teens 13 or older,365
Bokura wa Minna Kawai-sou,The Kawai Complex Guide to Manors and Hostel Behavior,7.66,609,1330,385,TV,12,Finished Airing,"Apr 4, 2014 to Jun 20, 2014",Spring 2014,Unknown,TBS,Sentai Filmworks,Brain's Base,Manga,Slice of Life,"Romantic Subtext, School",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"2,251"
Doupo Cangqiong 2nd Season Specials,Fights Break Sphere 2nd Season Specials: Song of Desert,7.66,9105,1334,4,ONA,3,Finished Airing,"Apr 14, 2019 to Apr 28, 2019",,,"Tencent Penguin Pictures,       China Literature Limited","None found, add some",Motion Magic,Novel,"Action, Adventure, Fantasy",Mythology,,28 min. per ep.,PG-13 - Teens 13 or older,14
Dekiru Neko wa Kyou mo Yuuutsu,The Masterful Cat Is Depressed Again Today,7.66,2075,1333,101,TV,13,Finished Airing,"Jul 8, 2023 to Sep 30, 2023",Summer 2023,Saturdays at 02:23 (JST),"Frontier Works,       Mainichi Broadcasting System,       Kodansha,       Movic,       Hakuhodo DY Music & Pictures,       DMM.com","None found, add some",GoHands,Web manga,"Comedy, Supernatural","Adult Cast, Anthropomorphic",,23 min. per ep.,PG-13 - Teens 13 or older,643
Cardcaptor Sakura: Clear Card-hen,Cardcaptor Sakura: Clear Card,7.66,1795,1332,123,TV,22,Finished Airing,"Jan 7, 2018 to Jun 10, 2018",Winter 2018,Sundays at 07:30 (JST),"NHK,       Kodansha,       NHK Enterprises",Funimation,Madhouse,Manga,"Adventure, Comedy, Fantasy, Romance",Mahou Shoujo,Shoujo,25 min. per ep.,PG - Children,670
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Durarara!! x2 Shou: My Heart Is in the Pattern of a Hot Pot,7.66,2673,1335,67,Special,1,Finished Airing,"Jul 22, 2015",,,"None found, add some",Aniplex of America,Shuka,Light novel,"Action, Mystery, Supernatural",,,23 min.,R - 17+ (violence & profanity),54
Giovanni no Shima,Giovanni's Island,7.66,3910,1336,33,Movie,1,Finished Airing,"Feb 22, 2014",,,Warner Bros. Japan,GKIDS,Production I.G,Original,"Award Winning, Drama",Historical,,1 hr. 42 min.,PG-13 - Teens 13 or older,71
Hanma Baki: Son of Ogre,Baki Hanma,7.66,1456,1337,162,ONA,12,Finished Airing,"Sep 30, 2021",,,"None found, add some","None found, add some",TMS Entertainment,Manga,Sports,"Combat Sports, Gore",Shounen,24 min. per ep.,R - 17+ (violence & profanity),668
Hayate no Gotoku!!,Hayate the Combat Butler!!,7.66,1888,1338,115,TV,25,Finished Airing,"Apr 4, 2009 to Sep 19, 2009",Spring 2009,Saturdays at 01:23 (JST),"TV Tokyo,       Geneon Universal Entertainment,       Shogakukan-Shueisha Productions,       Shogakukan Music & Digital Entertainment",Sentai Filmworks,J.C.Staff,Manga,"Action, Comedy, Romance","Harem, Parody",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,477
Initial D Battle Stage 2,,7.66,3977,1339,32,OVA,1,Finished Airing,"May 30, 2007",,,OB Planning,"None found, add some",A.C.G.T.,Manga,"Action, Drama",Racing,Seinen,1 hr. 20 min.,PG-13 - Teens 13 or older,45
30-sai made Doutei dato Mahoutsukai ni Nareru Rashii,Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?!,7.65,3039,1340,53,TV,12,Finished Airing,"Jan 11, 2024 to Mar 28, 2024",Winter 2024,Thursdays at 00:00 (JST),"TV Tokyo,       Square Enix,       Sotsu,       TV Osaka,       DAX Production,       Avex Pictures,       TV Aichi,       BS TV Tokyo,       MAGNET","None found, add some",Satelight,Manga,"Boys Love, Comedy, Supernatural","Adult Cast, Workplace",,23 min. per ep.,PG-13 - Teens 13 or older,469
Ansatsu Kyoushitsu: Kagaijugyou-hen,Assassination Classroom: Extracurricular Lesson,7.65,2557,1341,72,ONA,8,Finished Airing,"Mar 11, 2016 to May 20, 2016",,,"None found, add some","None found, add some",Lerche,Manga,"Action, Comedy",School,Shounen,5 min. per ep.,PG-13 - Teens 13 or older,175
Code Geass: Hangyaku no Lelouch II - Handou,Code Geass: Lelouch of the Rebellion II - Transgression,7.65,2505,1343,75,Movie,1,Finished Airing,"Feb 10, 2018",,,"None found, add some",Funimation,Sunrise,Original,"Action, Sci-Fi","Mecha, Military, School, Super Power",,2 hr. 12 min.,R - 17+ (violence & profanity),113
Arslan Senki (TV),The Heroic Legend of Arslan,7.65,626,1342,376,TV,25,Finished Airing,"Apr 5, 2015 to Sep 27, 2015",Spring 2015,Sundays at 17:00 (JST),"Dentsu,       Mainichi Broadcasting System,       Kodansha,       Magic Capsule,       Ultra Super Pictures,       Graphinica,       NBCUniversal Entertainment Japan",Funimation,"SANZIGEN,       LIDENFILMS",Manga,"Action, Adventure, Drama, Fantasy","Historical, Military",Shounen,24 min. per ep.,R - 17+ (violence & profanity),"1,740"
Evangelion Movie 3: Q,Evangelion: 3.0 You Can (Not) Redo,7.65,506,1344,448,Movie,1,Finished Airing,"Nov 17, 2012",,,"None found, add some",Funimation,Khara,Original,"Action, Award Winning, Drama, Sci-Fi, Suspense","Mecha, Psychological",,1 hr. 35 min.,PG-13 - Teens 13 or older,"2,053"
Free! Movie 2: Timeless Medley - Yakusoku,Free! The Movie -Timeless Medley- the Promise,7.65,3399,1346,43,Movie,1,Finished Airing,"Jul 1, 2017",,,"None found, add some",Funimation,"Kyoto Animation,       Animation Do",Original,Sports,School,,1 hr. 37 min.,PG-13 - Teens 13 or older,56
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Full Metal Panic! The Second Raid: A Relatively Leisurely Day in the Life of a Fleet Captain,7.65,2588,1347,71,Special,1,Finished Airing,"May 26, 2006",,,"Kadokawa Shoten,       Happinet Pictures","Funimation,       Kadokawa Pictures USA",Kyoto Animation,Manga,Comedy,,,30 min.,PG-13 - Teens 13 or older,97
Fairy Tail (2014),Fairy Tail Series 2,7.65,157,1345,1,TV,102,Finished Airing,"Apr 5, 2014 to Mar 26, 2016",Spring 2014,Saturdays at 10:30 (JST),"TV Tokyo,       Dentsu",Funimation,"A-1 Pictures,       Bridge",Manga,"Action, Adventure, Fantasy",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"12,316"
Gokinjo Monogatari,Neighborhood Stories,7.65,4316,1348,26,TV,50,Finished Airing,"Sep 10, 1995 to Sep 1, 1996",Fall 1995,Unknown,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Drama, Romance",Visual Arts,Shoujo,25 min. per ep.,PG-13 - Teens 13 or older,364
Kami nomi zo Shiru Sekai,The World God Only Knows,7.65,344,1350,630,TV,12,Finished Airing,"Oct 7, 2010 to Dec 23, 2010",Fall 2010,Thursdays at 01:50 (JST),"TV Tokyo,       Geneon Universal Entertainment",Sentai Filmworks,Manglobe,Manga,"Comedy, Romance, Supernatural","Harem, Otaku Culture",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"5,770"
Hai to Gensou no Grimgar,Grimgar: Ashes and Illusions,7.65,269,1349,737,TV,12,Finished Airing,"Jan 11, 2016 to Mar 28, 2016",Winter 2016,Mondays at 00:30 (JST),TOHO animation,Funimation,A-1 Pictures,Light novel,"Action, Adventure, Drama, Fantasy",Isekai,,24 min. per ep.,R - 17+ (violence & profanity),"6,283"
