Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites
Psycho-Pass,,8.33,62,237,1,TV,22,Finished Airing,"Oct 12, 2012 to Mar 22, 2013",Fall 2012,Fridays at 00:45 (JST),"Dentsu,       Fuji TV,       Nitroplus,       Sony Music Entertainment,       TOHO animation,       Kyoraku Industrial Holdings",Funimation,Production I.G,Original,"Action, Mystery, Sci-Fi, Suspense","Adult Cast, Detective, Psychological",,23 min. per ep.,R - 17+ (violence & profanity),"38,955"
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,Re:ZERO -Starting Life in Another World- Season 2,8.33,135,238,1,TV,13,Finished Airing,"Jul 8, 2020 to Sep 30, 2020",Summer 2020,Wednesdays at 22:30 (JST),"AT-X,       Memory-Tech,       Hakuhodo DY Music & Pictures,       Kadokawa Media House,       Kadokawa","None found, add some",White Fox,Light novel,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",,26 min. per ep.,R - 17+ (violence & profanity),"11,636"
Tensei shitara Slime Datta Ken 2nd Season Part 2,That Time I Got Reincarnated as a Slime Season 2 Part 2,8.33,251,239,771,TV,12,Finished Airing,"Jul 6, 2021 to Sep 21, 2021",Summer 2021,Tuesdays at 23:00 (JST),"Kodansha,       BS11,       Bandai Namco Arts,       Micro Magazine Publishing,       Bandai Spirits,       Sony Music Solutions,       ADK Marketing Solutions",Crunchyroll,8bit,Manga,"Action, Adventure, Comedy, Fantasy","Isekai, Reincarnation",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"10,906"
Versailles no Bara,The Rose of Versailles,8.33,2104,240,99,TV,40,Finished Airing,"Oct 10, 1979 to Sep 3, 1980",Fall 1979,Wednesdays at 19:00 (JST),Nippon Television Network,"Nozomi Entertainment,       Discotek Media",Tokyo Movie Shinsha,Manga,"Drama, Romance","Historical, Military",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"3,028"
Douluo Dalu 2nd Season,,8.32,4861,243,20,ONA,237,Finished Airing,"Dec 1, 2018 to Jun 10, 2023",,,"Tencent Penguin Pictures,       Xuanshi Tangmen","None found, add some",Sparkly Key Animation Studio,Novel,"Action, Adventure, Fantasy, Supernatural","Historical, Martial Arts",,20 min. per ep.,PG-13 - Teens 13 or older,438
Uchuu Senkan Yamato 2199,Star Blazers: Space Battleship Yamato 2199,8.32,1883,241,116,OVA,26,Finished Airing,"May 25, 2012 to Oct 25, 2013",,,"Production I.G,       Bandai Visual,       OLM,       Lantis,       Shochiku,       Bandai,       Tohokushinsha Film Corporation,       Bandai Namco Games,       Voyager Entertainment",Funimation,"Xebec,       AIC",Original,"Action, Drama, Sci-Fi","Adult Cast, Military, Space",,25 min. per ep.,PG-13 - Teens 13 or older,"1,763"
Bakemonogatari,,8.32,91,242,1,TV,15,Finished Airing,"Jul 3, 2009 to Jun 25, 2010",Summer 2009,Fridays at 23:00 (JST),"Aniplex,       Kodansha",Aniplex of America,Shaft,Light novel,"Mystery, Romance, Supernatural",Vampire,,25 min. per ep.,R - 17+ (violence & profanity),"49,119"
Fate/stay night: Unlimited Blade Works 2nd Season,Fate/stay night [Unlimited Blade Works] Season 2,8.32,210,244,857,TV,13,Finished Airing,"Apr 5, 2015 to Jun 28, 2015",Spring 2015,Sundays at 00:00 (JST),"Aniplex,       Notes",Aniplex of America,ufotable,Visual novel,"Action, Fantasy, Supernatural",,,24 min. per ep.,R - 17+ (violence & profanity),"9,251"
Major S6,,8.32,2776,246,63,TV,25,Finished Airing,"Apr 3, 2010 to Sep 25, 2010",Spring 2010,Unknown,"Shogakukan-Shueisha Productions,       NHK","None found, add some",SynergySP,Manga,Sports,Team Sports,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,474
Hibike! Euphonium 2,Sound! Euphonium 2,8.32,1047,245,233,TV,13,Finished Airing,"Oct 6, 2016 to Dec 29, 2016",Fall 2016,Thursdays at 00:00 (JST),"Lantis,       Pony Canyon,       Rakuonsha",Ponycan USA,Kyoto Animation,Novel,Drama,"Music, Performing Arts, School",,23 min. per ep.,PG-13 - Teens 13 or older,"3,713"
Ore dake Level Up na Ken,Solo Leveling,8.32,310,248,668,TV,12,Finished Airing,"Jan 7, 2024 to Mar 31, 2024",Winter 2024,Sundays at 00:00 (JST),"Aniplex,       Crunchyroll,       Netmarble,       Kakao piccoma,       D&C Media","None found, add some",A-1 Pictures,Web manga,"Action, Adventure, Fantasy",Adult Cast,,23 min. per ep.,R - 17+ (violence & profanity),"12,867"
Romeo no Aoi Sora,Romeo and the Black Brothers,8.32,3111,249,50,TV,33,Finished Airing,"Jan 15, 1995 to Dec 17, 1995",Winter 1995,Sundays at 19:30 (JST),"None found, add some","None found, add some",Nippon Animation,Novel,"Adventure, Drama",Historical,,23 min. per ep.,PG-13 - Teens 13 or older,658
Natsume Yuujinchou Go Specials,Natsume's Book of Friends Season 5 Specials,8.32,3253,247,46,Special,2,Finished Airing,"Mar 30, 2017 to Apr 26, 2017",,,"None found, add some","None found, add some",Shuka,Manga,"Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,58
Kingdom 2nd Season,Kingdom: Season 2,8.31,1752,250,128,TV,39,Finished Airing,"Jun 8, 2013 to Mar 2, 2014",Summer 2013,Sundays at 23:45 (JST),"NHK,       NHK Enterprises",Funimation,Pierrot,Manga,Action,"Historical, Military",Seinen,25 min. per ep.,R - 17+ (violence & profanity),870
Luo Xiao Hei Zhan Ji (Movie),The Legend of Hei,8.31,4295,251,27,Movie,1,Finished Airing,"Sep 7, 2019",,,"None found, add some","None found, add some",HMCH,Original,"Adventure, Drama, Fantasy",,,1 hr. 41 min.,G - All Ages,381
Natsume Yuujinchou,Natsume's Book of Friends,8.31,411,252,543,TV,13,Finished Airing,"Jul 8, 2008 to Sep 30, 2008",Summer 2008,Tuesdays at 01:00 (JST),"Aniplex,       Nihon Ad Systems,       TV Tokyo Music,       Sony Music Entertainment","NIS America, Inc.,       Crunchyroll",Brain's Base,Manga,"Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"15,826"
NHK ni Youkoso!,Welcome to the N.H.K.,8.31,265,253,749,TV,24,Finished Airing,"Jul 10, 2006 to Dec 18, 2006",Summer 2006,Unknown,"NHK,       Victor Entertainment","ADV Films,       Funimation",Gonzo,Novel,"Comedy, Drama, Romance, Suspense","Adult Cast, Otaku Culture, Psychological",,23 min. per ep.,R+ - Mild Nudity,"26,909"
Ookami to Koushinryou II,Spice and Wolf II,8.31,454,254,496,TV,12,Finished Airing,"Jul 9, 2009 to Sep 24, 2009",Summer 2009,Thursdays at 01:15 (JST),"Imagin,       Pony Canyon,       Movic,       Kadokawa Pictures Japan,       flying DOG,       ASCII Media Works",Funimation,"Brain's Base,       Marvy Jack",Light novel,"Adventure, Drama, Fantasy, Romance",Adult Cast,,23 min. per ep.,PG-13 - Teens 13 or older,"4,286"
Sasaki to Miyano Movie: Sotsugyou-hen,Sasaki and Miyano: Graduation,8.31,3384,255,43,Movie,1,Finished Airing,"Feb 17, 2023",,,"Frontier Works,       Movic,       Nippon Columbia,       U-NEXT,       BS NTV,       Kadokawa,       TVA advance ,       Cinema Sunshine","None found, add some",Studio Deen,Manga,Boys Love,"Otaku Culture, School",,51 min.,PG-13 - Teens 13 or older,329
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,Legend of the Galactic Heroes: Die Neue These - Collision,8.31,4746,256,21,Movie,12,Finished Airing,"Mar 4, 2022 to May 13, 2022",,,"Shochiku,       Wright Staff,       Aiming","None found, add some",Production I.G,Novel,"Drama, Sci-Fi","Adult Cast, Military, Space",,25 min. per ep.,R - 17+ (violence & profanity),122
Given,,8.31,382,257,575,TV,11,Finished Airing,"Jul 12, 2019 to Sep 20, 2019",Summer 2019,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Movic,       Fuji TV,       Shinshokan","None found, add some",Lerche,Manga,"Boys Love, Drama","Music, School",,22 min. per ep.,PG-13 - Teens 13 or older,"17,235"
Hunter x Hunter: Original Video Animation,,8.31,1754,258,127,OVA,8,Finished Airing,"Jan 17, 2002 to Apr 17, 2002",,,"None found, add some","None found, add some",Nippon Animation,Manga,"Action, Adventure, Fantasy",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,415
86,86 Eighty-Six,8.30,245,259,784,TV,11,Finished Airing,"Apr 11, 2021 to Jun 20, 2021",Spring 2021,Sundays at 00:00 (JST),"Aniplex,       Kadokawa,       Bandai Spirits","None found, add some",A-1 Pictures,Light novel,"Action, Drama, Sci-Fi","Mecha, Military",,23 min. per ep.,R - 17+ (violence & profanity),"20,585"
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Anohana: The Flower We Saw That Day,8.30,66,260,1,TV,11,Finished Airing,"Apr 15, 2011 to Jun 24, 2011",Spring 2011,Fridays at 01:15 (JST),"Aniplex,       Dentsu,       Fuji TV,       Fujipacific Music","NIS America, Inc.,       Aniplex of America",A-1 Pictures,Original,"Drama, Supernatural",,,22 min. per ep.,PG-13 - Teens 13 or older,"32,580"
Ashita no Joe,Tomorrow's Joe,8.30,2191,261,93,TV,79,Finished Airing,"Apr 1, 1970 to Sep 29, 1971",Spring 1970,Wednesdays at 19:00 (JST),Fuji TV,"None found, add some",Mushi Production,Manga,"Drama, Sports",Combat Sports,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,"2,010"
Boku dake ga Inai Machi,Erased,8.30,28,262,2,TV,12,Finished Airing,"Jan 8, 2016 to Mar 25, 2016",Winter 2016,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Kadokawa Shoten,       Fuji TV,       DAX Production,       Kyoraku Industrial Holdings,       Kansai Telecasting,       Lawson,       Kanetsu Investment,       C-one",Aniplex of America,A-1 Pictures,Manga,"Mystery, Supernatural, Suspense","Psychological, Time Travel",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"48,440"
Evangelion Movie 2: Ha,Evangelion: 2.0 You Can (Not) Advance,8.30,410,264,546,Movie,1,Finished Airing,"Jul 27, 2009",,,"None found, add some",Funimation,Khara,Original,"Action, Drama, Sci-Fi, Suspense","Mecha, Psychological",,1 hr. 52 min.,R+ - Mild Nudity,"3,462"
Diamond no Ace: Second Season,Ace of Diamond: Second Season,8.30,1643,263,138,TV,51,Finished Airing,"Apr 6, 2015 to Mar 28, 2016",Spring 2015,Mondays at 18:00 (JST),"TV Tokyo,       Sotsu,       Pony Canyon,       Kodansha,       AT-X","None found, add some","Production I.G,       Madhouse",Manga,Sports,"School, Team Sports",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,072"
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,Legend of the Galactic Heroes: Die Neue These - Intrigue,8.30,5531,265,14,Movie,12,Finished Airing,"Sep 30, 2022 to Nov 25, 2022",,,"Shochiku,       Wright Staff,       Aiming","None found, add some",Production I.G,Novel,"Drama, Sci-Fi","Adult Cast, Military, Space",,25 min. per ep.,R - 17+ (violence & profanity),59
Suzume no Tojimari,Suzume,8.30,658,266,361,Movie,1,Finished Airing,"Nov 11, 2022",,,"Aniplex,       TOHO,       JR East Marketing & Communications,       Kadokawa,       voque ting,       STORY,       Lawson Entertainment",Crunchyroll,CoMix Wave Films,Original,"Adventure, Fantasy",Mythology,,2 hr. 1 min.,PG-13 - Teens 13 or older,"4,583"
Katanagatari,,8.30,389,267,564,TV,12,Finished Airing,"Jan 26, 2010 to Dec 11, 2010",Winter 2010,Tuesdays at 01:10 (JST),"Aniplex,       Lantis,       Kodansha,       Movic,       Fuji TV","NIS America, Inc.",White Fox,Light novel,"Action, Adventure, Romance","Historical, Martial Arts",,49 min. per ep.,R - 17+ (violence & profanity),"10,792"
Kemono no Souja Erin,The Beast Player Erin,8.30,2290,268,87,TV,50,Finished Airing,"Jan 10, 2009 to Dec 26, 2009",Winter 2009,Unknown,NHK,"None found, add some","Production I.G,       Trans Arts",Novel,"Drama, Fantasy",,,25 min. per ep.,PG-13 - Teens 13 or older,"1,481"
Kage no Jitsuryokusha ni Naritakute!,The Eminence in Shadow,8.29,327,270,651,TV,20,Finished Airing,"Oct 5, 2022 to Feb 15, 2023",Fall 2022,Wednesdays at 22:30 (JST),"AT-X,       BS NTV,       Kadokawa,       NewGin,       Aiming",Sentai Filmworks,Nexus,Light novel,"Action, Comedy, Fantasy","Isekai, Reincarnation",,23 min. per ep.,R - 17+ (violence & profanity),"15,028"
Kuroko no Basket 3rd Season,Kuroko's Basketball 3,8.29,256,271,766,TV,25,Finished Airing,"Jan 11, 2015 to Jun 30, 2015",Winter 2015,Sundays at 01:58 (JST),"Bandai Visual,       Lantis,       Nihon Ad Systems,       Banpresto,       Shueisha,       BS11","None found, add some",Production I.G,Manga,Sports,"School, Team Sports",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"5,101"
Sakamichi no Apollon,Kids on the Slope,8.30,602,269,387,TV,12,Finished Airing,"Apr 13, 2012 to Jun 29, 2012",Spring 2012,Fridays at 00:45 (JST),"Dentsu,       Fuji TV,       TOHO,       DAX Production,       Sony Music Entertainment",Sentai Filmworks,"Tezuka Productions,       MAPPA",Manga,"Drama, Romance","Historical, Love Polygon, Music, School",Josei,22 min. per ep.,PG-13 - Teens 13 or older,"7,000"
Meitantei Conan Movie 06: Baker Street no Bourei,Case Closed Movie 06: The Phantom of Baker Street,8.29,2439,272,78,Movie,1,Finished Airing,"Apr 20, 2002",,,"None found, add some",Funimation,TMS Entertainment,Manga,"Adventure, Mystery",Detective,Shounen,1 hr. 47 min.,PG-13 - Teens 13 or older,261
Beck,Beck: Mongolian Chop Squad,8.29,688,273,343,TV,26,Finished Airing,"Oct 7, 2004 to Mar 31, 2005",Fall 2004,Thursdays at 01:30 (JST),"Marvelous Entertainment,       Starchild Records,       Asatsu DK,       Kodansha",Funimation,Madhouse,Manga,"Comedy, Drama",Music,Shounen,25 min. per ep.,R - 17+ (violence & profanity),"8,519"
