Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics,Premiered,Broadcast
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World! 2 - God's Blessing on This Wonderful Art!,8.02,628,608,374,OVA,1,Finished Airing,"Jul 24, 2017","Half H.P Studio,       Nippon Columbia",Discotek Media,Studio Deen,Light novel,"Adventure, Comedy, Fantasy","Isekai, Parody",28 min.,PG-13 - Teens 13 or older,744,,,
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,The Garden of Sinners Chapter 3: Remaining Sense of Pain,8.02,1066,607,230,Movie,1,Finished Airing,"Feb 9, 2008",Notes,Aniplex of America,ufotable,Light novel,"Action, Drama, Mystery, Supernatural, Suspense",,59 min.,R+ - Mild Nudity,677,,,
Summer Wars,,8.02,427,610,522,Movie,1,Finished Airing,"Aug 1, 2009","VAP,       Yomiuri Telecasting,       Kadokawa Shoten,       Warner Bros. Japan,       Nippon Television Network",Funimation,Madhouse,Original,"Award Winning, Comedy, Sci-Fi",,1 hr. 54 min.,PG-13 - Teens 13 or older,"3,948",,,
Black Clover: Mahou Tei no Ken,Black Clover: Sword of the Wizard King,8.02,1112,612,219,Movie,1,Finished Airing,"Jun 16, 2023",Shochiku,"None found, add some",Pierrot,Manga,"Action, Comedy, Fantasy",,1 hr. 53 min.,PG-13 - Teens 13 or older,"2,705",Shounen,,
Omae Umasou da na,Heart and Yummie,8.02,4843,609,20,Movie,1,Finished Airing,"Oct 16, 2010","TMS Entertainment,       MediaNet,       Kids Station,       Happinet Pictures,       Tokyo Theatres",Discotek Media,Ajia-do,Picture book,"Action, Adventure, Fantasy","Anthropomorphic, Childcare",1 hr. 30 min.,G - All Ages,182,Kids,,
Wan Sheng Jie 2,All Saints Street 2,8.02,5821,611,12,ONA,12,Finished Airing,"Oct 14, 2020 to Dec 16, 2020",Tencent Penguin Pictures,"None found, add some","Fenz,       HMCH",Web manga,"Comedy, Fantasy",Mythology,4 min. per ep.,PG-13 - Teens 13 or older,60,,,
Black Lagoon: Roberta's Blood Trail,,8.02,805,613,302,OVA,5,Finished Airing,"Jun 27, 2010 to Jun 22, 2011","Shogakukan-Shueisha Productions,       NBCUniversal Entertainment Japan",Funimation,Madhouse,Manga,Action,"Adult Cast, Organized Crime",33 min. per ep.,R+ - Mild Nudity,"1,358",Seinen,,
Full Metal Panic? Fumoffu,,8.02,823,614,297,TV,12,Finished Airing,"Aug 26, 2003 to Nov 18, 2003","Tatsunoko Production,       Kadokawa Shoten,       Fuji TV,       Imagica,       Rakuonsha,       Kadokawa Pictures Japan,       KlockWorx,       Happinet Pictures,       Animation Do","ADV Films,       Funimation",Kyoto Animation,Light novel,"Action, Comedy","Gag Humor, School",24 min. per ep.,PG-13 - Teens 13 or older,"2,950",,Summer 2003,Tuesdays at 02:28 (JST)
Ginga Nagareboshi Gin,Silver Fang,8.02,4239,615,27,TV,21,Finished Airing,"Apr 7, 1986 to Aug 22, 1986",TV Asahi,"None found, add some",Toei Animation,Manga,"Action, Adventure, Drama",Anthropomorphic,23 min. per ep.,PG-13 - Teens 13 or older,847,Shounen,Spring 1986,Saturdays at Unknown
Baby Steps 2nd Season,,8.01,2221,616,91,TV,25,Finished Airing,"Apr 5, 2015 to Sep 20, 2015",NHK,"None found, add some",Pierrot,Manga,Sports,School,24 min. per ep.,PG-13 - Teens 13 or older,312,Shounen,Spring 2015,Sundays at 17:30 (JST)
Boku no Hero Academia 3rd Season,My Hero Academia Season 3,8.01,26,618,2,TV,25,Finished Airing,"Apr 7, 2018 to Sep 29, 2018","Dentsu,       Yomiuri Telecasting,       Movic,       Sony Music Entertainment,       TOHO animation,       Shueisha",Funimation,Bones,Manga,Action,"School, Super Power",23 min. per ep.,PG-13 - Teens 13 or older,"12,593",Shounen,Spring 2018,Saturdays at 17:30 (JST)
BanG Dream! 3rd Season,,8.01,3675,617,37,TV,13,Finished Airing,"Jan 23, 2020 to Apr 23, 2020","Ultra Super Pictures,       Bushiroad,       Tokyo MX,       Good Smile Company,       HoriPro International,       Cloud22",Sentai Filmworks,SANZIGEN,Mixed media,,"CGDCT, Music, School",23 min. per ep.,PG-13 - Teens 13 or older,578,,Winter 2020,Thursdays at 23:00 (JST)
D.Gray-man,,8.01,289,619,694,TV,103,Finished Airing,"Oct 3, 2006 to Sep 30, 2008","TV Tokyo,       Aniplex,       Dentsu,       Half H.P Studio,       Sony Music Entertainment,       Studio Jack",Funimation,TMS Entertainment,Manga,"Action, Adventure, Fantasy","Mythology, Super Power",23 min. per ep.,PG-13 - Teens 13 or older,"13,821",Shounen,Fall 2006,Tuesdays at 18:00 (JST)
Hibike! Euphonium,Sound! Euphonium,8.01,487,621,465,TV,13,Finished Airing,"Apr 8, 2015 to Jul 1, 2015","Lantis,       Pony Canyon,       Rakuonsha",Ponycan USA,Kyoto Animation,Novel,Drama,"Music, Performing Arts, School",23 min. per ep.,PG-13 - Teens 13 or older,"7,306",,Spring 2015,Wednesdays at 00:30 (JST)
Date A Live V,,8.01,2183,620,94,TV,12,Currently Airing,"Apr 10, 2024 to Jun 26, 2024","AT-X,       Nippon Columbia,       Docomo Anime Store,       Kadokawa Media House,       Kadokawa,       Geek Pictures","None found, add some",Geek Toys,Light novel,"Action, Fantasy, Romance, Sci-Fi","Harem, School",23 min. per ep.,R - 17+ (violence & profanity),"1,037",,Spring 2024,Wednesdays at 23:30 (JST)
Juuni Kokuki,The Twelve Kingdoms,8.01,1515,622,154,TV,45,Finished Airing,"Apr 9, 2002 to Aug 30, 2003","NHK,       Sogo Vision","Media Blasters,       Discotek Media",Pierrot,Novel,"Action, Adventure, Fantasy",Isekai,25 min. per ep.,PG-13 - Teens 13 or older,"2,498",,Spring 2002,Unknown
Kimi ni Todoke,Kimi ni Todoke: From Me to You,8.01,166,623,955,TV,25,Finished Airing,"Oct 7, 2009 to Mar 31, 2010","VAP,       Nippon Television Network,       Shueisha","NIS America, Inc.",Production I.G,Manga,"Drama, Romance",School,22 min. per ep.,PG-13 - Teens 13 or older,"14,106",Shoujo,Fall 2009,Wednesdays at 00:59 (JST)
Magi: The Labyrinth of Magic,,8.01,146,624,1,TV,25,Finished Airing,"Oct 7, 2012 to Mar 31, 2013","Aniplex,       Dentsu,       Shogakukan-Shueisha Productions,       Mainichi Broadcasting System,       Movic,       GYAO!",Aniplex of America,A-1 Pictures,Manga,"Action, Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"9,263",Shounen,Fall 2012,Sundays at 17:00 (JST)
Pui Pui Molcar,,8.01,5211,625,17,TV,12,Finished Airing,"Jan 5, 2021 to Mar 23, 2021","None found, add some",Muse Communication,Shin-Ei Animation,Other,Comedy,Anthropomorphic,2 min. per ep.,G - All Ages,290,Kids,Winter 2021,Tuesdays at 07:30 (JST)
Saiunkoku Monogatari 2nd Season,Tales of Saiunkoku,8.01,3470,626,41,TV,39,Finished Airing,"Apr 7, 2007 to Mar 8, 2008","NHK,       Sogo Vision","None found, add some",Madhouse,Light novel,"Adventure, Fantasy, Romance","Historical, Reverse Harem",25 min. per ep.,PG-13 - Teens 13 or older,202,Shoujo,Spring 2007,Unknown
SK∞,SK8 the Infinity,8.01,392,628,562,TV,12,Finished Airing,"Jan 10, 2021 to Apr 4, 2021","Aniplex,       Movic,       ABC Animation",Aniplex of America,Bones,Original,Sports,Racing,23 min. per ep.,PG-13 - Teens 13 or older,"13,138",,Winter 2021,Sundays at 02:00 (JST)
Shadows House 2nd Season,,8.01,1824,627,121,TV,12,Finished Airing,"Jul 9, 2022 to Sep 24, 2022","Aniplex,       WOWOW,       Tokyo MX,       Shueisha,       BS Asahi","None found, add some",CloverWorks,Manga,"Fantasy, Mystery",,23 min. per ep.,PG-13 - Teens 13 or older,668,Seinen,Summer 2022,Saturdays at 00:00 (JST)
Slayers Next,,8.01,2590,629,71,TV,26,Finished Airing,"Apr 5, 1996 to Sep 27, 1996","J.C.Staff,       TV Tokyo,       SoftX","Funimation,       Central Park Media,       Enoki Films",E&G Films,Light novel,"Action, Adventure, Comedy, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,857,,Spring 1996,Fridays at 18:30 (JST)
Tensei shitara Slime Datta Ken 3rd Season,That Time I Got Reincarnated as a Slime Season 3,8.01,863,630,284,TV,24,Currently Airing,"Apr 5, 2024 to ?","Kodansha,       Nippon Television Network,       BS11,       Micro Magazine Publishing,       Bandai Spirits,       Sony Music Solutions,       ADK Marketing Solutions,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",8bit,Manga,"Action, Adventure, Comedy, Fantasy","Isekai, Reincarnation",24 min. per ep.,PG-13 - Teens 13 or older,"3,329",Shounen,Spring 2024,Fridays at 23:00 (JST)
Toaru Kagaku no Railgun S,A Certain Scientific Railgun S,8.01,599,631,390,TV,24,Finished Airing,"Apr 12, 2013 to Sep 27, 2013","Geneon Universal Entertainment,       Movic,       AT-X,       Warner Bros. Japan,       ASCII Media Works",Funimation,J.C.Staff,Manga,"Action, Fantasy, Sci-Fi",Super Power,24 min. per ep.,R - 17+ (violence & profanity),"3,763",,Spring 2013,Fridays at 23:30 (JST)
Wan Sheng Jie 3,All Saints Street 3,8.01,6976,632,8,ONA,12,Finished Airing,"Jan 26, 2022 to Apr 6, 2022",Tencent Penguin Pictures,"None found, add some","Fenz,       HMCH",Web manga,"Comedy, Fantasy",Mythology,4 min. per ep.,PG-13 - Teens 13 or older,44,,,
Tokyo Magnitude 8.0,,8.00,821,633,298,TV,11,Finished Airing,"Jul 10, 2009 to Sep 18, 2009","Dentsu,       Fuji TV,       Asmik Ace,       Sony Music Entertainment,       Sakura Create",Maiden Japan,"Bones,       Kinema Citrus",Original,"Award Winning, Drama",,22 min. per ep.,PG-13 - Teens 13 or older,"1,768",,Summer 2009,Fridays at 00:45 (JST)
Tsumiki no Ie,La Maison en Petits Cubes,8.00,2131,634,97,Movie,1,Finished Airing,"Jun 10, 2008",Robot Communications,"None found, add some",Oh! Production,Original,"Award Winning, Drama",,12 min.,G - All Ages,476,,,
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,My Teen Romantic Comedy SNAFU,8.00,86,635,1,TV,13,Finished Airing,"Apr 5, 2013 to Jun 28, 2013","Geneon Universal Entertainment,       TBS,       Delfi Sound,       Marvelous AQL,       Atelier Musa",Sentai Filmworks,Brain's Base,Light novel,"Comedy, Romance","Love Polygon, School",24 min. per ep.,PG-13 - Teens 13 or older,"28,781",,Spring 2013,Fridays at 01:28 (JST)
Zombieland Saga Revenge,,8.00,1128,636,217,TV,12,Finished Airing,"Apr 8, 2021 to Jun 24, 2021","AT-X,       Avex Pictures,       CyberAgent,       dugout",Funimation,MAPPA,Original,"Comedy, Supernatural","Idols (Female), Music, Parody",23 min. per ep.,R - 17+ (violence & profanity),"1,588",,Spring 2021,Thursdays at 23:30 (JST)
Evangelion Movie 1: Jo,Evangelion: 1.0 You Are (Not) Alone,8.00,387,637,568,Movie,1,Finished Airing,"Sep 1, 2007","None found, add some",Funimation,Khara,Original,"Action, Award Winning, Drama, Sci-Fi, Suspense","Mecha, Psychological",1 hr. 41 min.,R+ - Mild Nudity,"1,951",,,
Fullmetal Alchemist: Brotherhood Specials,Fullmetal Alchemist: Brotherhood OVA Collection,8.00,1479,639,159,Special,4,Finished Airing,"Aug 26, 2009 to Aug 25, 2010","Aniplex,       Square Enix","Funimation,       Aniplex of America",Bones,Manga,"Action, Adventure, Drama, Fantasy",Military,15 min. per ep.,PG-13 - Teens 13 or older,195,Shounen,,
Eve no Jikan,Time of Eve,8.00,1294,638,186,ONA,6,Finished Airing,"Aug 1, 2008 to Sep 18, 2009","Directions,       Code,       Trick Block","None found, add some",Studio Rikka,Original,"Sci-Fi, Slice of Life",,18 min. per ep.,PG-13 - Teens 13 or older,"1,254",,,
Kaichou wa Maid-sama!,Maid Sama!,8.00,107,640,1,TV,26,Finished Airing,"Apr 2, 2010 to Sep 24, 2010","Geneon Universal Entertainment,       TBS,       Hakusensha,       Half H.P Studio",Sentai Filmworks,J.C.Staff,Manga,"Comedy, Romance",School,24 min. per ep.,PG-13 - Teens 13 or older,"23,058",Shoujo,Spring 2010,Fridays at 01:55 (JST)
Kidou Senshi Gundam: Dai 08 MS Shoutai,Mobile Suit Gundam: The 08th MS Team,8.00,2316,642,85,OVA,12,Finished Airing,"Jan 25, 1996 to Jul 25, 1999",Atelier Musa,"Nozomi Entertainment,       Bandai Entertainment",Sunrise,Original,"Action, Adventure, Drama, Romance, Sci-Fi","Mecha, Military",25 min. per ep.,PG-13 - Teens 13 or older,"1,111",,,
Kara no Kyoukai Movie: Mirai Fukuin,The Garden of Sinners: Future Gospel,8.00,1870,641,117,Movie,1,Finished Airing,"Sep 28, 2013",Notes,Aniplex of America,ufotable,Light novel,"Drama, Mystery, Supernatural",,1 hr. 30 min.,R - 17+ (violence & profanity),284,,,
Meitantei Conan Movie 15: Chinmoku no Quarter,Detective Conan Movie 15: Quarter of Silence,8.00,3164,643,49,Movie,1,Finished Airing,"Apr 16, 2011","Shogakukan-Shueisha Productions,       Tokyo Movie Shinsha,       TOHO","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,1 hr. 49 min.,G - All Ages,54,Shounen,,
Romantic Killer,,8.00,1130,645,216,ONA,12,Finished Airing,"Oct 27, 2022","Shueisha,       Netflix","None found, add some",domerica,Manga,"Comedy, Romance, Supernatural","Parody, Reverse Harem",26 min. per ep.,PG-13 - Teens 13 or older,"2,828",Shounen,,
Naruto,,8.00,8,644,2,TV,220,Finished Airing,"Oct 3, 2002 to Feb 8, 2007","TV Tokyo,       Aniplex,       Shueisha",VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy",Martial Arts,23 min. per ep.,PG-13 - Teens 13 or older,"80,229",Shounen,Fall 2002,Thursdays at 19:30 (JST)
Kami nomi zo Shiru Sekai: Megami-hen,The World God Only Knows: Goddesses,7.99,683,646,348,TV,12,Finished Airing,"Jul 9, 2013 to Sep 24, 2013","TV Tokyo,       Geneon Universal Entertainment,       Shogakukan,       Imagine",Sentai Filmworks,Manglobe,Manga,"Comedy, Romance, Supernatural","Harem, Otaku Culture",24 min. per ep.,PG-13 - Teens 13 or older,"2,089",Shounen,Summer 2013,Tuesdays at 01:35 (JST)
Kidou Keisatsu Patlabor 2 the Movie,Patlabor 2: The Movie,7.99,3615,647,38,Movie,1,Finished Airing,"Aug 7, 1993","Bandai Visual,       VAP,       Shochiku,       Tohokushinsha Film Corporation","Maiden Japan,       Manga Entertainment,       Bandai Visual USA",Production I.G,Original,"Action, Award Winning, Drama, Mystery, Sci-Fi","Detective, Mecha, Military",1 hr. 53 min.,PG-13 - Teens 13 or older,809,,,
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,7.99,4087,649,29,OVA,1,Finished Airing,"Jan 27, 2006","Bandai Visual,       Tokuma Shoten","Bandai Entertainment,       Manga Entertainment",Production I.G,Manga,"Action, Sci-Fi","Adult Cast, Mecha",2 hr. 41 min.,R - 17+ (violence & profanity),44,,,
Kimi ni Todoke 2nd Season,Kimi ni Todoke: From Me to You Season 2,7.99,463,648,488,TV,12,Finished Airing,"Jan 12, 2011 to Mar 30, 2011","VAP,       Nippon Television Network,       Shueisha","NIS America, Inc.",Production I.G,Manga,"Drama, Romance",School,23 min. per ep.,PG-13 - Teens 13 or older,"1,756",Shoujo,Winter 2011,Wednesdays at 00:59 (JST)
Shokugeki no Souma: San no Sara,Food Wars! The Third Plate,7.99,160,650,978,TV,12,Finished Airing,"Oct 4, 2017 to Dec 20, 2017","Lantis,       Warner Bros. Japan,       KlockWorx,       Shueisha",Sentai Filmworks,J.C.Staff,Manga,"Gourmet, Ecchi",School,24 min. per ep.,PG-13 - Teens 13 or older,"2,639",Shounen,Fall 2017,Wednesdays at 00:30 (JST)
