Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Yagate Kimi ni Naru,Bloom Into You,7.89,687,810,344,TV,13,Finished Airing,"Oct 5, 2018 to Dec 28, 2018","AT-X,       Sony Music Communications,       Docomo Anime Store,       Kadokawa Media House,       Kadokawa",Sentai Filmworks,TROYCA,Manga,"Drama, Girls Love",School,,24 min. per ep.,PG-13 - Teens 13 or older,"6,443",Fall 2018,Fridays at 21:30 (JST)
Zoku Sayonara Zetsubou Sensei,,7.89,1701,812,133,TV,13,Finished Airing,"Jan 6, 2008 to Mar 30, 2008",Starchild Records,"None found, add some",Shaft,Manga,Comedy,"Gag Humor, Parody, School",Shounen,23 min. per ep.,R - 17+ (violence & profanity),506,Winter 2008,Sundays at Unknown
Shijou Saikyou no Deshi Kenichi OVA,KenIchi: The Mightiest Disciple OVA,7.88,2909,813,57,OVA,11,Finished Airing,"Mar 14, 2012 to May 16, 2014","None found, add some",Discotek Media,Brain's Base,Manga,"Action, Comedy","Martial Arts, School",Shounen,27 min. per ep.,R+ - Mild Nudity,114,,
Shingeki no Kyojin OVA,Attack on Titan OAD,7.88,483,814,468,OVA,3,Finished Airing,"Dec 9, 2013 to Aug 8, 2014","Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Pony Canyon Enterprises",Funimation,Wit Studio,Manga,"Action, Drama, Suspense","Gore, Survival",Shounen,23 min. per ep.,R - 17+ (violence & profanity),953,,
Tennis no Oujisama: Zenkoku Taikai-hen,The Prince of Tennis: National Championship Chapter,7.88,3247,816,46,OVA,13,Finished Airing,"Mar 24, 2006 to Mar 23, 2007","Production I.G,       Shueisha","None found, add some",M.S.C,Manga,Sports,,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,64,,
Space☆Dandy,Space Dandy,7.88,661,815,358,TV,13,Finished Airing,"Jan 5, 2014 to Mar 27, 2014","Bandai Visual,       flying DOG,       Bandai Namco Entertainment",Funimation,Bones,Original,"Comedy, Sci-Fi","Adult Cast, Space",,24 min. per ep.,PG-13 - Teens 13 or older,"5,503",Winter 2014,Unknown
Boku no Hero Academia 4th Season,My Hero Academia Season 4,7.88,54,818,1,TV,25,Finished Airing,"Oct 12, 2019 to Apr 4, 2020","Dentsu,       Yomiuri Telecasting,       Movic,       Sony Music Entertainment,       TOHO animation,       Shueisha",Funimation,Bones,Manga,Action,"School, Super Power",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"8,167",Fall 2019,Saturdays at 17:30 (JST)
Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,The Prince of Tennis: The National Tournament Semifinals,7.88,3666,817,37,OVA,6,Finished Airing,"Jun 22, 2007 to Jan 25, 2008",Production I.G,"None found, add some",M.S.C,Manga,Sports,,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,40,,
Code Geass: Hangyaku no Lelouch I - Koudou,Code Geass: Lelouch of the Rebellion I - Initiation,7.88,2057,819,102,Movie,1,Finished Airing,"Oct 21, 2017","None found, add some",Funimation,Sunrise,Original,"Action, Sci-Fi","Mecha, Military, School, Super Power",,2 hr. 15 min.,R+ - Mild Nudity,193,,
Death Billiards,,7.88,1010,820,240,Movie,1,Finished Airing,"Mar 2, 2013",Three S Studio,Funimation,Madhouse,Original,"Drama, Supernatural, Suspense","Adult Cast, High Stakes Game, Psychological",,25 min.,R - 17+ (violence & profanity),338,,
Free! Eternal Summer: Kindan no All Hard!,,7.88,2179,821,94,Special,1,Finished Airing,"Mar 18, 2015","None found, add some",Funimation,"Kyoto Animation,       Animation Do",Original,Comedy,School,,23 min.,PG-13 - Teens 13 or older,198,,
Ginga Sengoku Gunyuuden Rai,Galaxy Warring State Chronicle Rai,7.88,5296,822,16,TV,52,Finished Airing,"Apr 8, 1994 to Mar 31, 1995","TV Tokyo,       SoftX",Enoki Films,E&G Films,Manga,"Adventure, Romance, Sci-Fi",Space,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,88,Spring 1994,Fridays at 18:30 (JST)
Golden Kamuy,,7.88,589,823,394,TV,12,Finished Airing,"Apr 9, 2018 to Jun 25, 2018","Magic Capsule,       NBCUniversal Entertainment Japan,       Tokyo MX,       Good Smile Company,       Sammy,       Shueisha,       JR East Marketing & Communications,       Twin Engine",Funimation,Geno Studio,Manga,"Action, Adventure","Adult Cast, Historical, Military",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"4,430",Spring 2018,Mondays at 23:00 (JST)
Higurashi no Naku Koro ni,Higurashi: When They Cry,7.88,233,824,808,TV,26,Finished Airing,"Apr 5, 2006 to Sep 27, 2006","Frontier Works,       Sotsu,       DAX Production","Sentai Filmworks,       Geneon Entertainment USA",Studio Deen,Visual novel,"Horror, Mystery, Supernatural, Suspense","Gore, Psychological",,24 min. per ep.,R - 17+ (violence & profanity),"21,298",Spring 2006,Wednesdays at 01:30 (JST)
Hoozuki no Reitetsu 2nd Season,Hozuki's Coolheadedness 2,7.88,3215,825,47,TV,13,Finished Airing,"Oct 8, 2017 to Dec 31, 2017","Kodansha,       King Records",Sentai Filmworks,Studio Deen,Manga,"Comedy, Fantasy",Mythology,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,111,Fall 2017,Sundays at 01:00 (JST)
JoJo no Kimyou na Bouken (TV),JoJo's Bizarre Adventure (2012),7.88,59,827,1,TV,26,Finished Airing,"Oct 6, 2012 to Apr 6, 2013","Yomiko Advertising,       Warner Bros. Japan,       KlockWorx,       Medicos Entertainment,       Shueisha","VIZ Media,       Warner Bros. Pictures",David Production,Manga,"Action, Adventure, Supernatural","Historical, Vampire",Shounen,24 min. per ep.,R - 17+ (violence & profanity),"37,196",Fall 2012,Saturdays at 00:30 (JST)
Jigoku Shoujo Futakomori,Hell Girl: Two Mirrors,7.88,1453,826,162,TV,26,Finished Airing,"Oct 7, 2006 to Apr 7, 2007","Aniplex,       SKY Perfect Well Think",Sentai Filmworks,Studio Deen,Original,"Horror, Mystery, Supernatural",Psychological,,25 min. per ep.,R - 17+ (violence & profanity),699,Fall 2006,Saturdays at 19:30 (JST)
Kidou Senshi Zeta Gundam,Mobile Suit Zeta Gundam,7.88,2476,829,76,TV,50,Finished Airing,"Mar 2, 1985 to Feb 22, 1986","Sotsu,       Nagoya Broadcasting Network","Nozomi Entertainment,       Bandai Entertainment",Sunrise,Original,"Action, Drama, Romance, Sci-Fi","Mecha, Military, Space",,24 min. per ep.,PG-13 - Teens 13 or older,"2,271",Spring 1985,Unknown
Kidou Senshi Gundam: Suisei no Majo - Prologue,Mobile Suit Gundam: The Witch from Mercury - Prologue,7.88,3245,828,46,Special,1,Finished Airing,"Jul 14, 2022","Sotsu,       Mainichi Broadcasting System,       Bandai Namco Filmworks","None found, add some",Sunrise,Original,"Action, Sci-Fi","Mecha, Space",,24 min.,R - 17+ (violence & profanity),73,,
Kotonoha no Niwa,The Garden of Words,7.88,202,830,868,Movie,1,Finished Airing,"May 31, 2013","The Answer Studio,       TOHO animation",Sentai Filmworks,CoMix Wave Films,Original,"Award Winning, Drama, Romance",Visual Arts,,46 min.,PG-13 - Teens 13 or older,"7,061",,
Megalo Box,,7.88,437,831,511,TV,13,Finished Airing,"Apr 6, 2018 to Jun 29, 2018","TBS,       Kodansha,       Bandai Namco Arts,       TMS Music",VIZ Media,TMS Entertainment,Original,"Sci-Fi, Sports","Adult Cast, Combat Sports",,24 min. per ep.,R - 17+ (violence & profanity),"3,603",Spring 2018,Fridays at 01:28 (JST)
One Piece Film: Gold,,7.88,1101,833,222,Movie,1,Finished Airing,"Jul 23, 2016","None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Fantasy",,Shounen,2 hr.,PG-13 - Teens 13 or older,438,,
Meitantei Conan Movie 02: 14-banme no Target,Case Closed Movie 02: The Fourteenth Target,7.88,2735,832,64,Movie,1,Finished Airing,"Apr 18, 1998","None found, add some",Funimation,TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,Shounen,1 hr. 39 min.,PG-13 - Teens 13 or older,72,,
Ookiku Furikabutte,Big Windup!,7.88,2078,834,101,TV,25,Finished Airing,"Apr 13, 2007 to Sep 28, 2007","Aniplex,       Mainichi Broadcasting System,       TBS,       Kodansha,       Movic,       Rakuonsha",Funimation,A-1 Pictures,Manga,Sports,Team Sports,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"1,730",Spring 2007,Unknown
Saiunkoku Monogatari,The Story of Saiunkoku,7.88,2125,835,97,TV,39,Finished Airing,"Apr 8, 2006 to Feb 24, 2007","NHK,       Sogo Vision","Funimation,       Geneon Entertainment USA",Madhouse,Light novel,"Adventure, Fantasy, Romance","Historical, Reverse Harem",Shoujo,25 min. per ep.,PG-13 - Teens 13 or older,"1,157",Spring 2006,Unknown
Kami nomi zo Shiru Sekai II,The World God Only Knows II,7.87,596,836,392,TV,12,Finished Airing,"Apr 12, 2011 to Jun 28, 2011","TV Tokyo,       Geneon Universal Entertainment",Sentai Filmworks,Manglobe,Manga,"Comedy, Romance, Supernatural","Harem, Otaku Culture",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,019",Spring 2011,Tuesdays at 01:30 (JST)
Mahou Shoujo Lyrical Nanoha: The Movie 1st,Magical Girl Lyrical Nanoha: The Movie 1st,7.87,3994,837,31,Movie,1,Finished Airing,"Jan 23, 2010",Aniplex,"None found, add some",Seven Arcs,Original,"Action, Comedy, Drama, Sci-Fi",Mahou Shoujo,,2 hr. 10 min.,R+ - Mild Nudity,195,,
New Initial D Movie: Legend 3 - Mugen,Initial D Legend 3: Dream,7.87,4177,838,28,Movie,1,Finished Airing,"Feb 6, 2016","Shochiku,       Kodansha,       Ultra Super Pictures,       Avex Pictures",Sentai Filmworks,"SANZIGEN,       LIDENFILMS",Manga,,Racing,Seinen,1 hr.,PG-13 - Teens 13 or older,58,,
Osomatsu-san Movie,Mr. Osomatsu the Movie,7.87,5418,839,15,Movie,1,Finished Airing,"Mar 15, 2019",Shochiku,"None found, add some",Pierrot,Manga,Comedy,"Gag Humor, Parody",,1 hr. 48 min.,R - 17+ (violence & profanity),81,,
Quanzhi Gaoshou,The King's Avatar,7.87,638,840,370,ONA,12,Finished Airing,"Apr 7, 2017 to Jun 16, 2017","bilibili,       Tencent Penguin Pictures,       China Literature Limited","None found, add some",B.CMAY PICTURES,Web novel,Action,Video Game,,23 min. per ep.,PG-13 - Teens 13 or older,"3,974",,
Terra e... (TV),Toward the Terra (TV),7.87,2793,841,62,TV,24,Finished Airing,"Apr 7, 2007 to Sep 22, 2007","Aniplex,       Mainichi Broadcasting System,       SKY Perfect Well Think",Bandai Entertainment,"Tokyo Kids,       Minami Machi Bugyousho",Manga,"Action, Drama, Sci-Fi","Military, Space, Super Power",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,857,Spring 2007,Saturdays at 18:00 (JST)
Tonikaku Kawaii,TONIKAWA: Over The Moon For You,7.87,266,842,748,TV,12,Finished Airing,"Oct 3, 2020 to Dec 19, 2020","Shogakukan-Shueisha Productions,       Warner Bros. Japan,       KlockWorx,       Shogakukan,       Crunchyroll","None found, add some",Seven Arcs,Manga,"Comedy, Romance",,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"10,067",Fall 2020,Saturdays at 01:05 (JST)
Wu Shan Wu Xing (2020),Fog Hill of Five Elements,7.87,2834,843,60,ONA,3,Finished Airing,"Jul 26, 2020 to Aug 9, 2020","bilibili,       Nice Boat Animation","None found, add some",Samsara Animation Studio,Original,"Action, Fantasy","Historical, Martial Arts",,26 min. per ep.,R - 17+ (violence & profanity),427,,
Zan Sayonara Zetsubou Sensei,,7.87,1984,844,108,TV,13,Finished Airing,"Jul 5, 2009 to Sep 27, 2009","None found, add some","None found, add some",Shaft,Manga,Comedy,"Gag Humor, Parody, School",Shounen,23 min. per ep.,R - 17+ (violence & profanity),244,Summer 2009,Unknown
Carnival Phantasm,,7.87,1220,846,198,OVA,12,Finished Airing,"Aug 14, 2011 to Dec 31, 2011","Bandai Visual,       Notes","None found, add some",Lerche,Manga,"Comedy, Supernatural",Parody,,14 min. per ep.,PG-13 - Teens 13 or older,"1,596",,
Cool Doji Danshi,"Play It Cool, Guys",7.87,2195,847,93,TV,24,Finished Airing,"Oct 11, 2022 to Mar 28, 2023","TV Tokyo,       AT-X,       Magic Capsule,       Avex Pictures","None found, add some",Pierrot,Web manga,Slice of Life,Iyashikei,,11 min. per ep.,PG-13 - Teens 13 or older,"1,014",Fall 2022,Tuesdays at 01:30 (JST)
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,,7.87,6240,848,10,Movie,1,Finished Airing,"Apr 21, 2001","TV Asahi,       Asatsu DK","None found, add some",Shin-Ei Animation,Manga,"Comedy, Sci-Fi",,Seinen,1 hr. 29 min.,G - All Ages,111,,
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Berserk: The Golden Age Arc II - The Battle for Doldrey,7.87,1137,845,215,Movie,1,Finished Airing,"Jun 23, 2012","VAP,       Hakusensha,       Movic,       Yahoo! Japan,       Lucent Pictures Entertainment,       Good Smile Company,       Beyond C.,       KDDI",VIZ Media,Studio 4°C,Manga,"Action, Adventure, Drama, Fantasy, Horror","Gore, Military",Seinen,1 hr. 32 min.,R+ - Mild Nudity,725,,
ef: A Tale of Memories.,ef - a tale of memories.,7.87,952,849,257,TV,12,Finished Airing,"Oct 7, 2007 to Dec 23, 2007","Rondo Robe,       Geneon Entertainment",Sentai Filmworks,Shaft,Visual novel,"Drama, Mystery, Romance",,,24 min. per ep.,PG-13 - Teens 13 or older,"2,749",Fall 2007,Sundays at 01:35 (JST)
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Legend of the Galactic Heroes: My Conquest is the Sea of Stars,7.87,3570,850,39,Movie,1,Finished Airing,"Feb 6, 1988","Artland,       Madhouse,       Kitty Films,       Tokuma Shoten,       Tokuma Japan Communications",Sentai Filmworks,Kitty Film Mitaka Studio,Novel,"Action, Sci-Fi","Adult Cast, Military, Space",,59 min.,R+ - Mild Nudity,62,,
Aishang Ta de Liyou,The Girl Downstairs,7.86,4191,851,28,ONA,22,Finished Airing,"Apr 20, 2023 to Jun 29, 2023",bilibili,"None found, add some",Red Dog Culture House,Web manga,"Drama, Romance","Adult Cast, Love Polygon",,14 min. per ep.,PG-13 - Teens 13 or older,350,,
Fanren Xiu Xian Chuan 2nd Season,A Record of a Mortal's Journey to Immortality Season 2,7.86,10132,853,2,ONA,51,Finished Airing,"Nov 14, 2021 to Oct 15, 2022",bilibili,"None found, add some","Original Force,       Wonder Cat Animation",Novel,"Action, Adventure, Fantasy","Historical, Martial Arts",,19 min. per ep.,PG-13 - Teens 13 or older,31,,
Boku no Hero Academia,My Hero Academia,7.86,7,852,3,TV,13,Finished Airing,"Apr 3, 2016 to Jun 26, 2016","Dentsu,       Mainichi Broadcasting System,       Movic,       TOHO animation,       Shueisha",Funimation,Bones,Manga,Action,"School, Super Power",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"53,529",Spring 2016,Sundays at 17:00 (JST)
Ie Naki Ko,Nobody's Boy Remi,7.86,5272,855,16,TV,51,Finished Airing,"Oct 2, 1977 to Oct 1, 1978",ImaginAsian Entertainment,"None found, add some","Madhouse,       TMS Entertainment",Novel,"Adventure, Drama",Historical,Kids,24 min. per ep.,G - All Ages,296,Fall 1977,Unknown
High☆Speed! Movie: Free! Starting Days,Free! Starting Days,7.86,2190,854,93,Movie,1,Finished Airing,"Dec 5, 2015","Shochiku,       Asahi Broadcasting,       I Will",Funimation,Kyoto Animation,Light novel,"Drama, Sports",School,,1 hr. 50 min.,PG-13 - Teens 13 or older,275,,
InuYasha,,7.86,238,856,801,TV,167,Finished Airing,"Oct 16, 2000 to Sep 13, 2004","Shogakukan-Shueisha Productions,       Yomiuri Telecasting",VIZ Media,Sunrise,Manga,"Action, Adventure, Fantasy, Romance","Historical, Love Polygon, Mythology, Time Travel",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"18,770",Fall 2000,Mondays at 19:00 (JST)
K-On!,,7.86,144,857,1,TV,13,Finished Airing,"Apr 3, 2009 to Jun 26, 2009","Pony Canyon,       TBS,       Movic,       Rakuonsha,       Animation Do","Bandai Entertainment,       Sentai Filmworks",Kyoto Animation,4-koma manga,Comedy,"CGDCT, Music, School",,24 min. per ep.,PG-13 - Teens 13 or older,"24,147",Spring 2009,Fridays at 01:59 (JST)
Kidou Senshi Gundam: Suisei no Majo,Mobile Suit Gundam: The Witch from Mercury,7.86,1502,858,156,TV,12,Finished Airing,"Oct 2, 2022 to Jan 8, 2023","Sotsu,       Mainichi Broadcasting System,       Bandai Namco Filmworks","None found, add some",Sunrise,Original,"Action, Sci-Fi","Mecha, School, Space",,24 min. per ep.,R - 17+ (violence & profanity),"1,567",Fall 2022,Sundays at 17:00 (JST)
"Komi-san wa, Comyushou desu.",Komi Can't Communicate,7.86,193,859,891,TV,12,Finished Airing,"Oct 7, 2021 to Dec 23, 2021","TV Tokyo,       Dentsu,       Shogakukan-Shueisha Productions,       Half H.P Studio,       Nippon Columbia","None found, add some",OLM,Manga,Comedy,"Romantic Subtext, School",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"12,048",Fall 2021,Thursdays at 00:00 (JST)
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Lupin the Third: Goemon's Blood Spray,7.86,3522,860,40,Movie,1,Finished Airing,"Feb 4, 2017","TMS Entertainment,       TMS Music",Discotek Media,Telecom Animation Film,Manga,"Action, Adventure, Drama",Adult Cast,Seinen,53 min.,R+ - Mild Nudity,143,,
Magic Kaito 1412,,7.86,1766,861,126,TV,24,Finished Airing,"Oct 4, 2014 to Mar 28, 2015","Aniplex,       Yomiuri Telecasting,       DAX Production","None found, add some",A-1 Pictures,Manga,"Adventure, Comedy, Romance",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,100",Fall 2014,Saturdays at 17:30 (JST)
Meitantei Conan Movie 01: Tokei Jikake no Matenrou,Case Closed Movie 01: The Time Bombed Skyscraper,7.86,2549,862,72,Movie,1,Finished Airing,"Apr 19, 1997","Shogakukan-Shueisha Productions,       YTV",Funimation,TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,Shounen,1 hr. 34 min.,PG-13 - Teens 13 or older,110,,
Non Non Biyori Repeat: Hotaru ga Tanoshinda,Non Non Biyori Repeat: Hotaru Had Fun,7.86,3133,864,50,OVA,1,Finished Airing,"Sep 23, 2016","None found, add some","None found, add some",SILVER LINK.,Manga,Slice of Life,"CGDCT, Iyashikei, School",Seinen,24 min.,PG-13 - Teens 13 or older,39,,
Meitantei Conan Movie 23: Konjou no Fist,Case Closed Movie 23: The Fist of Blue Sapphire,7.86,4080,863,30,Movie,1,Finished Airing,"Apr 12, 2019","Shogakukan-Shueisha Productions,       Yomiuri Telecasting,       Nippon Television Network",Discotek Media,TMS Entertainment,Manga,"Action, Comedy, Drama, Mystery",Detective,Shounen,1 hr. 49 min.,PG-13 - Teens 13 or older,69,,
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,One Piece: Episode of East Blue - Luffy and His Four Crewmates' Great Adventure,7.86,3446,865,42,TV Special,1,Finished Airing,"Aug 26, 2017","None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Fantasy",,Shounen,1 hr. 46 min.,PG-13 - Teens 13 or older,27,,
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,Spice and Wolf II: The Wolf and the Amber Melancholy,7.86,1375,866,172,OVA,1,Finished Airing,"Apr 30, 2009","None found, add some",Funimation,"Brain's Base,       Marvy Jack",Light novel,"Adventure, Fantasy, Romance",Adult Cast,,23 min.,PG-13 - Teens 13 or older,306,,
Paradise Kiss,,7.86,1068,867,229,TV,12,Finished Airing,"Oct 14, 2005 to Dec 30, 2005","Aniplex,       Dentsu,       Fuji TV,       Shodensha",Geneon Entertainment USA,Madhouse,Manga,"Drama, Romance","School, Visual Arts",Josei,24 min. per ep.,R - 17+ (violence & profanity),"4,598",Fall 2005,Fridays at 00:35 (JST)
Sekaiichi Hatsukoi OVA,,7.86,2579,868,71,OVA,2,Finished Airing,"Mar 22, 2011 to Sep 27, 2011",Kadokawa Shoten,Funimation,Studio Deen,Manga,Boys Love,,,21 min. per ep.,PG-13 - Teens 13 or older,128,,
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,Classroom of the Elite,7.86,104,869,1,TV,12,Finished Airing,"Jul 12, 2017 to Sep 27, 2017","Studio Hibari,       Lantis,       AT-X,       Sony Music Communications,       Toranoana,       Crunchyroll,       Kadokawa Media House,       Kadokawa,       AKABEiSOFT2",Funimation,Lerche,Light novel,"Drama, Suspense","Psychological, School",,24 min. per ep.,PG-13 - Teens 13 or older,"18,897",Summer 2017,Wednesdays at 23:30 (JST)
Tennis no Oujisama,The Prince of Tennis,7.85,1302,870,185,TV,178,Finished Airing,"Oct 10, 2001 to Mar 23, 2005","Production I.G,       Nihon Ad Systems","Funimation,       VIZ Media",Trans Arts,Manga,Sports,School,Shounen,22 min. per ep.,PG-13 - Teens 13 or older,"3,035",Fall 2001,Wednesdays at 19:00 (JST)
Top wo Nerae! Gunbuster,Gunbuster,7.85,1733,871,130,OVA,6,Finished Airing,"Oct 7, 1988 to Jul 7, 1989","Studio Fantasia,       Tohokushinsha Film Corporation","Discotek Media,       Manga Entertainment,       Bandai Visual USA",Gainax,Original,"Action, Award Winning, Comedy, Drama, Sci-Fi","Mecha, Military, Space",,30 min. per ep.,R+ - Mild Nudity,"2,782",,
Wu Dong Qian Kun 3rd Season,Martial Universe 3rd Season,7.85,9251,873,3,ONA,12,Finished Airing,"May 1, 2022 to Jul 10, 2022","Tencent Penguin Pictures,       China Literature Limited","None found, add some",DC Impression Vision,Novel,"Action, Adventure, Fantasy","Historical, Martial Arts",,25 min. per ep.,PG-13 - Teens 13 or older,74,,
Umibe no Étranger,The Stranger by the Shore,7.85,1357,872,177,Movie,1,Finished Airing,"Sep 11, 2020","Shochiku,       Half H.P Studio,       Blue Lynx",Funimation,Studio Hibari,Manga,Boys Love,,,58 min.,R+ - Mild Nudity,"2,826",,
Yuru Yuri Nachuyachumi!,,7.85,2526,874,74,OVA,1,Finished Airing,"Feb 18, 2015","Sotsu,       Pony Canyon","None found, add some",TYO Animations,Manga,"Comedy, Girls Love","CGDCT, Gag Humor",,1 hr. 3 min.,PG-13 - Teens 13 or older,147,,
Aishang Ta de Liyou Extra,The Girl Downstairs Extra,7.85,9713,876,3,ONA,1,Finished Airing,"Feb 13, 2024",bilibili,"None found, add some",Red Dog Culture House,Web manga,Romance,Adult Cast,,10 min.,PG-13 - Teens 13 or older,14,,
5-toubun no Hanayome Movie,The Quintessential Quintuplets Movie,7.85,999,875,245,Movie,1,Finished Airing,"May 20, 2022","Pony Canyon,       TBS,       Kodansha,       Bushiroad,       BS11,       Nichion,       GYAO!,       Good Smile Film,       MAGNET",Crunchyroll,Bibury Animation Studios,Manga,"Comedy, Romance","Harem, School",Shounen,2 hr. 16 min.,PG-13 - Teens 13 or older,"3,060",,
Beelzebub,,7.85,365,877,599,TV,60,Finished Airing,"Jan 9, 2011 to Mar 25, 2012","Pierrot,       Dentsu,       Yomiuri Telecasting,       Shueisha",Discotek Media,Pierrot Plus,Manga,"Action, Comedy, Supernatural","Childcare, Delinquents, Mythology, School",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"5,399",Winter 2011,Sundays at 07:00 (JST)
