Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Doupo Cangqiong 3rd Season,Fights Break Sphere 3rd Season,7.85,6793,879,8,ONA,12,Finished Airing,"Jul 21, 2019 to Sep 29, 2019","None found, add some","None found, add some",Motion Magic,Novel,"Action, Adventure, Fantasy, Romance, Supernatural","Martial Arts, Mythology",,23 min. per ep.,PG-13 - Teens 13 or older,56,,
Carole & Tuesday,,7.85,731,878,330,TV,24,Finished Airing,"Apr 11, 2019 to Oct 3, 2019","Fuji TV,       flying DOG,       BS Fuji,       Hakuhodo DY Music & Pictures,       Hakuhodo DY Media Partners",Sentai Filmworks,Bones,Original,"Drama, Sci-Fi",Music,,22 min. per ep.,PG-13 - Teens 13 or older,"2,990",Spring 2019,Thursdays at 00:55 (JST)
Heartcatch Precure!,,7.85,3897,880,33,TV,49,Finished Airing,"Feb 7, 2010 to Jan 30, 2011","None found, add some","None found, add some",Toei Animation,Original,"Action, Comedy, Fantasy",Mahou Shoujo,,24 min. per ep.,G - All Ages,646,Winter 2010,Sundays at 08:30 (JST)
Hoozuki no Reitetsu 2nd Season: Sono Ni,Hozuki's Coolheadedness 2: Part 2,7.85,4115,881,29,TV,13,Finished Airing,"Apr 8, 2018 to Jul 1, 2018","None found, add some",Sentai Filmworks,Studio Deen,Manga,"Comedy, Fantasy",Mythology,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,50,Spring 2018,Sundays at 01:00 (JST)
K-On!!: Keikaku!,K-On!!: Plan!,7.85,1759,882,127,Special,1,Finished Airing,"Mar 16, 2011","Pony Canyon,       Animation Do",Sentai Filmworks,Kyoto Animation,Original,Comedy,"CGDCT, Music, School",,23 min.,PG-13 - Teens 13 or older,237,,
Lupin III vs. Meitantei Conan: The Movie,Lupin III vs. Detective Conan: The Movie,7.85,3901,883,33,Movie,1,Finished Airing,"Dec 7, 2013","None found, add some",Discotek Media,TMS Entertainment,Manga,"Action, Comedy, Mystery",,Shounen,1 hr. 48 min.,G - All Ages,41,,
Noragami Aragoto OVA,,7.85,940,886,260,OVA,2,Finished Airing,"Nov 17, 2015 to Mar 17, 2016","None found, add some","None found, add some",Bones,Manga,"Comedy, Fantasy",Mythology,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,374,,
Meitantei Conan Movie 22: Zero no Shikkounin,Case Closed Movie 22: Zero the Enforcer,7.85,4006,885,31,Movie,1,Finished Airing,"Apr 13, 2018","Yomiuri Telecasting,       TOHO,       Nippon Television Network,       Shogakukan",Discotek Media,TMS Entertainment,Manga,"Action, Award Winning, Drama, Mystery",Detective,,1 hr. 50 min.,PG-13 - Teens 13 or older,62,,
Machikado Mazoku: 2-choume,The Demon Girl Next Door 2,7.85,2644,884,68,TV,12,Finished Airing,"Apr 8, 2022 to Jul 1, 2022","Pony Canyon,       Houbunsha,       Medicos Entertainment,       BS11,       RAY,       Nichion",Sentai Filmworks,J.C.Staff,4-koma manga,"Comedy, Fantasy","CGDCT, Mahou Shoujo, School",,24 min. per ep.,PG-13 - Teens 13 or older,337,Spring 2022,Fridays at 01:28 (JST)
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,One Piece 3D2Y: Overcoming Ace's Death! Luffy's Pledge to His Friends,7.85,2178,887,94,TV Special,1,Finished Airing,"Aug 30, 2014","None found, add some",Funimation,Toei Animation,Manga,"Adventure, Fantasy",,Shounen,1 hr. 47 min.,PG-13 - Teens 13 or older,107,,
Sayonara Zetsubou Sensei,"Sayonara, Zetsubou-Sensei",7.85,685,888,347,TV,12,Finished Airing,"Jul 8, 2007 to Sep 23, 2007","Starchild Records,       Omnibus Japan","Nozomi Entertainment,       Media Blasters",Shaft,Manga,Comedy,"Gag Humor, Parody, School",Shounen,24 min. per ep.,R - 17+ (violence & profanity),"4,685",Summer 2007,Unknown
Seitokai Yakuindomo* OVA,,7.85,2405,889,80,OVA,10,Finished Airing,"May 16, 2014 to Sep 17, 2020",Starchild Records,"None found, add some",GoHands,4-koma manga,Comedy,"Gag Humor, School",Shounen,25 min. per ep.,R - 17+ (violence & profanity),99,,
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,,7.85,2666,890,67,Movie,1,Finished Airing,"Mar 15, 2014","Kadokawa Shoten,       Cinema Sunshine","None found, add some",Studio Deen,Light novel,"Boys Love, Comedy, Drama","Childcare, Workplace",,50 min.,PG-13 - Teens 13 or older,226,,
K-On!: Live House!,K-ON! Live House!,7.84,1459,891,162,Special,1,Finished Airing,"Jan 19, 2010","Pony Canyon,       Movic","Bandai Entertainment,       Sentai Filmworks",Kyoto Animation,4-koma manga,Comedy,"CGDCT, Music, School",,23 min.,PG-13 - Teens 13 or older,281,,
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,Kaleido Star: Legend of Phoenix - The Layla Hamilton Story,7.84,5507,892,14,OVA,1,Finished Airing,"Dec 11, 2005","HAL Film Maker,       GDH,       MediaNet",Funimation,Gonzo,Original,"Comedy, Drama",,,50 min.,PG - Children,31,,
Magi: Sinbad no Bouken (TV),Magi: Adventure of Sinbad,7.84,468,893,483,TV,13,Finished Airing,"Apr 16, 2016 to Jul 2, 2016","Aniplex,       Mainichi Broadcasting System,       Shogakukan","None found, add some",Lay-duce,Manga,"Action, Adventure, Fantasy",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,561",Spring 2016,Saturdays at 02:25 (JST)
Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,Mashle: Magic and Muscles - The Divine Visionary Candidate Exam Arc,7.84,744,894,325,TV,12,Finished Airing,"Jan 6, 2024 to Mar 30, 2024","Aniplex,       Shueisha,       ADK,       INSPION Edge","None found, add some",A-1 Pictures,Manga,"Action, Comedy, Fantasy","Gag Humor, Parody, School",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,699",Winter 2024,Saturdays at 23:30 (JST)
Musekinin Kanchou Tylor,The Irresponsible Captain Tylor,7.84,3118,895,50,TV,26,Finished Airing,"Jan 25, 1993 to Jul 19, 1993","VAP,       Big West,       King Records,       Media Rings,       TV Setouchi",Nozomi Entertainment,Tatsunoko Production,Light novel,"Comedy, Sci-Fi","Adult Cast, Military, Parody, Space",,23 min. per ep.,PG-13 - Teens 13 or older,570,Winter 1993,Mondays at 18:00 (JST)
Oniisama e...,Dear Brother,7.84,3195,896,48,TV,39,Finished Airing,"Jul 14, 1991 to May 31, 1992",NHK,Discotek Media,Tezuka Productions,Manga,"Drama, Girls Love","Psychological, School",Shoujo,25 min. per ep.,PG-13 - Teens 13 or older,"1,103",Summer 1991,Sundays at Unknown
Tiger & Bunny,,7.84,1072,898,228,TV,25,Finished Airing,"Apr 3, 2011 to Sep 18, 2011","Bandai Visual,       Mainichi Broadcasting System,       Tohokushinsha Film Corporation",VIZ Media,Sunrise,Original,"Action, Comedy, Mystery, Sci-Fi","Adult Cast, Super Power",,24 min. per ep.,PG-13 - Teens 13 or older,"3,003",Spring 2011,Sundays at 01:58 (JST)
Soul Eater,,7.84,63,897,1,TV,51,Finished Airing,"Apr 7, 2008 to Mar 30, 2009","TV Tokyo,       Aniplex,       Dentsu,       Media Factory",Funimation,Bones,Manga,"Action, Comedy, Fantasy",School,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"27,516",Spring 2008,Mondays at 18:00 (JST)
Tokyo Revengers: Tenjiku-hen,Tokyo Revengers: Tenjiku Arc,7.84,1283,899,187,TV,13,Finished Airing,"Oct 4, 2023 to Dec 27, 2023","Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       AT-X,       Ultra Super Pictures,       Studio Mausu,       Sammy","None found, add some",LIDENFILMS,Manga,"Action, Drama, Supernatural","Delinquents, Time Travel",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"1,372",Fall 2023,Wednesdays at 00:00 (JST)
Trigun Stampede,,7.84,1300,900,185,TV,12,Finished Airing,"Jan 7, 2023 to Mar 25, 2023",TOHO,"None found, add some",Orange,Manga,"Action, Adventure, Sci-Fi",Adult Cast,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"2,153",Winter 2023,Saturdays at 23:00 (JST)
