Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,9.02,745,9,324,OVA,110,Finished Airing,"Jan 8, 1988 to Mar 17, 1997","TV Tokyo,       Kitty Films,       Tokuma Shoten,       Tokuma Japan Communications,       Wright Staff",Sentai Filmworks,"K-Factory,       Kitty Film Mitaka Studio",Novel,"Drama, Sci-Fi","Adult Cast, Military, Space",,26 min. per ep.,R - 17+ (violence & profanity),"16,328",,
Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War - Ultra Romantic,9.01,175,12,937,TV,13,Finished Airing,"Apr 9, 2022 to Jun 25, 2022","Aniplex,       Mainichi Broadcasting System,       Magic Capsule,       Shueisha,       JR East Marketing & Communications",Aniplex of America,A-1 Pictures,Manga,"Comedy, Romance",School,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"31,317",Spring 2022,Saturdays at 00:00 (JST)
Gintama.,Gintama Season 5,8.98,762,13,316,TV,12,Finished Airing,"Jan 9, 2017 to Mar 27, 2017","TV Tokyo,       Aniplex,       Dentsu,       Shueisha","None found, add some",Bandai Namco Pictures,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"2,730",Winter 2017,Mondays at 01:35 (JST)
Clannad: After Story,,8.93,118,16,1,TV,24,Finished Airing,"Oct 3, 2008 to Mar 27, 2009","Pony Canyon,       TBS,       Rakuonsha,       Animation Do",Sentai Filmworks,Kyoto Animation,Visual novel,"Drama, Romance, Supernatural",,,24 min. per ep.,PG-13 - Teens 13 or older,"70,305",Fall 2008,Fridays at 01:59 (JST)
Fruits Basket: The Final,Fruits Basket: The Final Season,8.97,470,14,482,TV,13,Finished Airing,"Apr 6, 2021 to Jun 29, 2021","TV Tokyo,       TV Osaka,       Nihon Ad Systems,       Hakusensha,       Avex Pictures,       TMS Music,       8PAN",Funimation,TMS Entertainment,Manga,"Drama, Romance, Supernatural",,Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,"20,098",Spring 2021,Tuesdays at 01:30 (JST)
Gintama,,8.94,141,15,1,TV,201,Finished Airing,"Apr 4, 2006 to Mar 25, 2010","TV Tokyo,       Aniplex,       Dentsu,       Trinity Sound,       Audio Highs,       Miracle Robo,       Shueisha","Sentai Filmworks,       Crunchyroll",Sunrise,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"59,398",Spring 2006,Thursdays at 18:00 (JST)
3-gatsu no Lion 2nd Season,March Comes In Like a Lion 2nd Season,8.92,568,18,404,TV,22,Finished Airing,"Oct 14, 2017 to Mar 31, 2018","Aniplex,       Dentsu,       NHK,       Hakusensha,       Asmik Ace,       Toy's Factory",Aniplex of America,Shaft,Manga,Drama,"Childcare, Strategy Game",Seinen,25 min. per ep.,PG-13 - Teens 13 or older,"15,075",Fall 2017,Saturdays at 23:00 (JST)
Koe no Katachi,A Silent Voice,8.93,20,17,2,Movie,1,Finished Airing,"Sep 17, 2016","Shochiku,       Pony Canyon,       Kodansha,       ABC Animation,       Quaras","Eleven Arts,       NYAV Post",Kyoto Animation,Manga,"Award Winning, Drama",Romantic Subtext,Shounen,2 hr. 10 min.,PG-13 - Teens 13 or older,"88,213",,
Code Geass: Hangyaku no Lelouch R2,Code Geass: Lelouch of the Rebellion R2,8.91,47,19,1,TV,25,Finished Airing,"Apr 6, 2008 to Sep 28, 2008","Bandai Visual,       Mainichi Broadcasting System,       Bandai,       Bandai Namco Entertainment,       Hakuhodo DY Media Partners","Funimation,       Bandai Entertainment",Sunrise,Original,"Action, Award Winning, Drama, Sci-Fi","Mecha, Military, Super Power",,24 min. per ep.,R - 17+ (violence & profanity),"76,828",Spring 2008,Sundays at 17:00 (JST)
Kusuriya no Hitorigoto,The Apothecary Diaries,8.91,559,20,412,TV,24,Finished Airing,"Oct 22, 2023 to Mar 24, 2024","Dentsu,       Square Enix,       Nippon Television Network,       TOHO animation,       Shogakukan,       Imagica Infos","None found, add some","OLM,       TOHO animation STUDIO",Light novel,"Drama, Mystery","Historical, Medical",,22 min. per ep.,PG-13 - Teens 13 or older,"11,053",Fall 2023,Sundays at 01:05 (JST)
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Gintama: The Movie: The Final Chapter: Be Forever Yorozuya,8.90,1008,21,241,Movie,1,Finished Airing,"Jul 6, 2013","TV Tokyo,       Aniplex,       Dentsu,       Bandai,       Warner Bros. Japan,       Shueisha","None found, add some",Sunrise,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai, Time Travel",Shounen,1 hr. 50 min.,PG-13 - Teens 13 or older,"2,120",,
Shingeki no Kyojin: The Final Season - Kanketsu-hen,Attack on Titan: Final Season - The Final Chapters,8.89,322,22,655,TV Special,2,Finished Airing,"Mar 4, 2023 to Nov 5, 2023","Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Pony Canyon Enterprises","None found, add some",MAPPA,Manga,"Action, Drama, Suspense","Gore, Military, Survival",Shounen,1 hr. 12 min. per ep.,R - 17+ (violence & profanity),"15,449",,
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,Gintama.: Silver Soul Arc - Second Half War,8.88,1214,24,200,TV,14,Finished Airing,"Jul 9, 2018 to Oct 8, 2018","TV Tokyo,       Aniplex,       Dentsu,       Shueisha","None found, add some",Bandai Namco Pictures,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,048",Summer 2018,Mondays at 01:35 (JST)
Monster,,8.88,131,23,1,TV,74,Finished Airing,"Apr 7, 2004 to Sep 28, 2005","VAP,       Shogakukan-Shueisha Productions,       Nippon Television Network",VIZ Media,Madhouse,Manga,"Drama, Mystery, Suspense","Adult Cast, Psychological",Seinen,24 min. per ep.,R+ - Mild Nudity,"53,187",Spring 2004,Wednesdays at 00:40 (JST)
Owarimonogatari 2nd Season,Owarimonogatari Second Season,8.87,575,25,401,TV Special,7,Finished Airing,"Aug 12, 2017 to Aug 13, 2017","Aniplex,       Kodansha",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,,22 min. per ep.,R - 17+ (violence & profanity),"8,661",,
Violet Evergarden Movie,Violet Evergarden: The Movie,8.86,354,26,616,Movie,1,Finished Airing,"Sep 18, 2020","Shochiku,       ABC Animation",Funimation,Kyoto Animation,Light novel,"Award Winning, Drama, Fantasy",,,2 hr. 20 min.,PG-13 - Teens 13 or older,"8,813",,
Boku no Kokoro no Yabai Yatsu 2nd Season,The Dangers in My Heart Season 2,8.85,1324,27,182,TV,13,Finished Airing,"Jan 7, 2024 to Mar 31, 2024","Dentsu,       TV Asahi,       Movic,       Magic Capsule,       Avex Pictures,       Akita Shoten,       BS Asahi,       TV Asahi Music",Sentai Filmworks,Shin-Ei Animation,Manga,"Comedy, Romance",School,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"4,131",Winter 2024,Sundays at 01:30 (JST)
Kimi no Na wa.,Your Name.,8.84,11,28,2,Movie,1,Finished Airing,"Aug 26, 2016","TOHO,       Sound Team Don Juan,       Lawson HMV Entertainment,       Amuse,       JR East Marketing & Communications,       Kadokawa,       voque ting","Funimation,       NYAV Post",CoMix Wave Films,Original,"Award Winning, Drama, Supernatural",Romantic Subtext,,1 hr. 46 min.,PG-13 - Teens 13 or older,"90,696",,
Jujutsu Kaisen 2nd Season,Jujutsu Kaisen Season 2,8.82,167,29,953,TV,23,Finished Airing,"Jul 6, 2023 to Dec 28, 2023","Mainichi Broadcasting System,       TOHO animation,       Shueisha,       dugout,       Sumzap","None found, add some",MAPPA,Manga,"Action, Fantasy","Gore, School",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"21,583",Summer 2023,Thursdays at 23:56 (JST)
Kingdom 3rd Season,Kingdom: Season 3,8.82,2032,30,104,TV,26,Finished Airing,"Apr 6, 2020 to Oct 17, 2021",Shueisha,Funimation,"Pierrot,       Studio Signpost",Manga,Action,"Historical, Military",Seinen,25 min. per ep.,R - 17+ (violence & profanity),"2,154",Spring 2020,Mondays at 00:10 (JST)
Vinland Saga Season 2,,8.81,349,32,620,TV,24,Finished Airing,"Jan 10, 2023 to Jun 20, 2023","Dentsu,       Kodansha,       Twin Engine","None found, add some",MAPPA,Manga,"Action, Adventure, Drama","Gore, Historical",Seinen,25 min. per ep.,R - 17+ (violence & profanity),"14,607",Winter 2023,Tuesdays at 00:30 (JST)
Kizumonogatari III: Reiketsu-hen,Kizumonogatari Part 3: Cold-Blooded,8.78,489,34,465,Movie,1,Finished Airing,"Jan 6, 2017","Aniplex,       Kodansha",Aniplex of America,Shaft,Light novel,"Action, Mystery, Supernatural",Vampire,,1 hr. 23 min.,R - 17+ (violence & profanity),"7,559",,
Mob Psycho 100 II,,8.79,72,33,1,TV,13,Finished Airing,"Jan 7, 2019 to Apr 1, 2019","Warner Bros. Japan,       KlockWorx,       BS Fuji,       Hakuhodo DY Music & Pictures,       Shogakukan",Funimation,Bones,Web manga,"Action, Comedy, Supernatural",Super Power,,24 min. per ep.,PG-13 - Teens 13 or older,"32,465",Winter 2019,Mondays at 23:00 (JST)
Gintama.: Shirogane no Tamashii-hen,Gintama.: Silver Soul Arc,8.81,1144,31,214,TV,12,Finished Airing,"Jan 8, 2018 to Mar 26, 2018","TV Tokyo,       Aniplex,       Dentsu,       Shueisha","None found, add some",Bandai Namco Pictures,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,180",Winter 2018,Mondays at 01:35 (JST)
Bocchi the Rock!,,8.78,380,36,580,TV,12,Finished Airing,"Oct 9, 2022 to Dec 25, 2022","Aniplex,       Houbunsha",Crunchyroll,CloverWorks,4-koma manga,Comedy,"CGDCT, Music",,23 min. per ep.,PG-13 - Teens 13 or older,"28,249",Fall 2022,Sundays at 00:00 (JST)
Shingeki no Kyojin: The Final Season,Attack on Titan: Final Season,8.78,35,35,2,TV,16,Finished Airing,"Dec 7, 2020 to Mar 29, 2021","Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Techno Sound,       Pony Canyon Enterprises",Funimation,MAPPA,Manga,"Action, Drama, Suspense","Gore, Military, Survival",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"52,294",Winter 2021,Mondays at 00:10 (JST)
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Haikyu!! 3rd Season,8.78,117,37,1,TV,10,Finished Airing,"Oct 8, 2016 to Dec 10, 2016","Dentsu,       Mainichi Broadcasting System,       Movic,       Sony Music Entertainment,       TOHO animation,       Shueisha",Sentai Filmworks,Production I.G,Manga,Sports,"School, Team Sports",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"15,543",Fall 2016,Saturdays at 01:55 (JST)
Hajime no Ippo,Fighting Spirit,8.77,366,38,598,TV,75,Finished Airing,"Oct 4, 2000 to Mar 27, 2002",VAP,"Discotek Media,       Geneon Entertainment USA",Madhouse,Manga,Sports,Combat Sports,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"22,286",Fall 2000,Tuesdays at 00:50 (JST)
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Kaguya-sama: Love is War - The First Kiss That Never Ends,8.77,909,39,269,Movie,1,Finished Airing,"Dec 17, 2022","Aniplex,       Mainichi Broadcasting System,       Shueisha,       JR East Marketing & Communications",Aniplex of America,A-1 Pictures,Manga,"Comedy, Drama, Romance",School,Seinen,1 hr. 36 min.,PG-13 - Teens 13 or older,"1,902",,
Sen to Chihiro no Kamikakushi,Spirited Away,8.77,44,40,1,Movie,1,Finished Airing,"Jul 20, 2001","Dentsu,       TOHO,       Tokuma Shoten,       Tohokushinsha Film Corporation,       Nippon Television Network,       Mitsubishi","Disney Platform Distribution,       GKIDS",Studio Ghibli,Original,"Adventure, Award Winning, Supernatural",Mythology,,2 hr. 4 min.,PG - Children,"32,977",,
Shingeki no Kyojin: The Final Season Part 2,Attack on Titan: Final Season Part 2,8.76,102,42,1,TV,12,Finished Airing,"Jan 10, 2022 to Apr 4, 2022","Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Pony Canyon Enterprises",Funimation,MAPPA,Manga,"Action, Drama, Suspense","Gore, Military, Survival",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"30,275",Winter 2022,Mondays at 00:05 (JST)
Monogatari Series: Second Season,,8.76,307,41,672,TV,26,Finished Airing,"Jul 7, 2013 to Dec 29, 2013","Aniplex,       Kodansha,       Cyclone Graphics",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Romance, Supernatural",Vampire,,25 min. per ep.,R - 17+ (violence & profanity),"23,445",Summer 2013,Sundays at 00:00 (JST)
The First Slam Dunk,,8.76,3316,43,45,Movie,1,Finished Airing,"Dec 3, 2022",Shueisha,GKIDS,"Toei Animation,       DandeLion Animation Studio",Manga,"Award Winning, Sports","School, Team Sports",Shounen,2 hr. 4 min.,PG-13 - Teens 13 or older,617,,
Vinland Saga,,8.75,75,44,1,TV,24,Finished Airing,"Jul 8, 2019 to Dec 30, 2019","Production I.G,       Dentsu,       Kodansha,       Twin Engine",Sentai Filmworks,Wit Studio,Manga,"Action, Adventure, Drama","Gore, Historical",Seinen,24 min. per ep.,R - 17+ (violence & profanity),"47,986",Summer 2019,Mondays at 00:10 (JST)
Cowboy Bebop,,8.75,43,45,1,TV,26,Finished Airing,"Apr 3, 1998 to Apr 24, 1999",Bandai Visual,Funimation,Sunrise,Original,"Action, Award Winning, Sci-Fi","Adult Cast, Space",,24 min. per ep.,R - 17+ (violence & profanity),"82,684",Spring 1998,Saturdays at 01:00 (JST)
Kimetsu no Yaiba: Yuukaku-hen,Demon Slayer: Kimetsu no Yaiba Entertainment District Arc,8.75,84,46,1,TV,11,Finished Airing,"Dec 5, 2021 to Feb 13, 2022","Aniplex,       Shueisha","Aniplex of America,       Crunchyroll",ufotable,Manga,"Action, Fantasy",Historical,Shounen,26 min. per ep.,R - 17+ (violence & profanity),"24,384",Winter 2022,Sundays at 23:15 (JST)
Kingdom 4th Season,Kingdom: Season 4,8.74,2715,47,65,TV,26,Finished Airing,"Apr 10, 2022 to Oct 2, 2022","Avex Pictures,       Shueisha,       NHK Enterprises","None found, add some","Pierrot,       Studio Signpost",Manga,Action,"Historical, Military",Seinen,24 min. per ep.,R - 17+ (violence & profanity),"1,055",Spring 2022,Sundays at 00:00 (JST)
Kingdom 5th Season,Kingdom: Season 5,8.74,3754,48,35,TV,13,Finished Airing,"Jan 14, 2024 to Mar 31, 2024","Avex Pictures,       Shueisha,       Jinnan Studio,       NHK Enterprises","None found, add some","Pierrot,       Studio Signpost",Manga,Action,"Historical, Military",Seinen,24 min. per ep.,R - 17+ (violence & profanity),437,Winter 2024,Sundays at 00:00 (JST)
Shiguang Dailiren,Link Click,8.74,637,49,370,ONA,11,Finished Airing,"Apr 30, 2021 to Jul 9, 2021","bilibili,       BeDream",Funimation,LAN Studio,Original,"Drama, Mystery, Supernatural, Suspense","Adult Cast, Time Travel",,23 min. per ep.,PG-13 - Teens 13 or older,"11,752",,
Karakai Jouzu no Takagi-san Movie,Teasing Master Takagi-san: The Movie,8.46,2499,151,75,Movie,1,Finished Airing,"Jun 10, 2022",TOHO animation,Sentai Filmworks,Shin-Ei Animation,Manga,,"Romantic Subtext, School",Shounen,1 hr. 13 min.,PG-13 - Teens 13 or older,715,,
Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,8.46,6,152,3,TV,26,Finished Airing,"Apr 6, 2019 to Sep 28, 2019","Aniplex,       Shueisha",Aniplex of America,ufotable,Manga,"Action, Award Winning, Fantasy",Historical,Shounen,23 min. per ep.,R - 17+ (violence & profanity),"90,852",Spring 2019,Saturdays at 23:30 (JST)
Mushishi Zoku Shou 2nd Season,Mushi-shi: Next Passage Part 2,8.73,915,50,268,TV,10,Finished Airing,"Oct 19, 2014 to Dec 21, 2014","Aniplex,       Kodansha,       Delfi Sound",Aniplex of America,Artland,Manga,"Adventure, Mystery, Slice of Life, Supernatural","Adult Cast, Historical, Iyashikei",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"1,492",Fall 2014,Sundays at 00:30 (JST)
Mo Dao Zu Shi,The Founder of Diabolism,8.46,1055,153,232,ONA,15,Finished Airing,"Jul 9, 2018 to Oct 6, 2018","Aniplex,       Tencent Penguin Pictures","None found, add some",B.CMAY PICTURES,Web novel,"Action, Adventure, Drama, Fantasy, Mystery","Historical, Mythology, Reincarnation",,25 min. per ep.,R - 17+ (violence & profanity),"6,796",,
Mo Dao Zu Shi: Xian Yun Pian,The Founder of Diabolism Season 2,8.46,2009,154,106,ONA,8,Finished Airing,"Aug 3, 2019 to Sep 21, 2019",Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Web novel,"Action, Adventure, Drama, Fantasy, Mystery","Historical, Mythology, Reincarnation",,24 min. per ep.,R - 17+ (violence & profanity),"1,237",,
Nichijou,Nichijou - My Ordinary Life,8.46,191,155,901,TV,26,Finished Airing,"Apr 3, 2011 to Sep 25, 2011","Lantis,       Kadokawa Shoten,       Movic,       Rakuonsha,       Kadokawa Pictures Japan,       KlockWorx,       Animation Do","Funimation,       Bandai Entertainment",Kyoto Animation,Manga,Comedy,"Gag Humor, School",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"23,895",Spring 2011,Sundays at 02:20 (JST)
Bungou Stray Dogs 4th Season,Bungo Stray Dogs 4,8.45,843,157,291,TV,13,Finished Airing,"Jan 4, 2023 to Mar 29, 2023","WOWOW,       Lantis,       Movic,       Glovision,       Crunchyroll,       Kadokawa,       Sony Music Solutions,       Bandai Namco Music Live","None found, add some",Bones,Manga,"Action, Mystery, Supernatural","Adult Cast, Detective, Organized Crime, Super Power",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"3,237",Winter 2023,Wednesdays at 23:00 (JST)
Owarimonogatari,,8.45,475,156,479,TV,12,Finished Airing,"Oct 4, 2015 to Dec 20, 2015",Aniplex,Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,,26 min. per ep.,R - 17+ (violence & profanity),"2,891",Fall 2015,Sundays at 00:00 (JST)
Zoku Owarimonogatari,,8.44,1074,159,227,TV,6,Finished Airing,"May 19, 2019 to Jun 23, 2019","Aniplex,       Kodansha",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",Vampire,,28 min. per ep.,R - 17+ (violence & profanity),987,Spring 2019,Sundays at 00:00 (JST)
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,Steins;Gate: The Movie - Load Region of Déjà Vu,8.45,367,158,597,Movie,1,Finished Airing,"Apr 20, 2013","Frontier Works,       Media Factory,       Movic,       AT-X,       Kadokawa Pictures Japan,       MAGES.,       Cinema Sunshine",Funimation,White Fox,Visual novel,"Drama, Sci-Fi",,,1 hr. 30 min.,PG-13 - Teens 13 or older,"2,649",,
Jujutsu Kaisen 0 Movie,Jujutsu Kaisen 0,8.44,163,160,966,Movie,1,Finished Airing,"Dec 24, 2021","Mainichi Broadcasting System,       TOHO animation,       Shueisha,       Sumzap",Crunchyroll,MAPPA,Manga,"Action, Fantasy",School,Shounen,1 hr. 44 min.,R - 17+ (violence & profanity),"10,168",,
Golden Kamuy 3rd Season,Golden Kamuy Season 3,8.44,1387,161,171,TV,12,Finished Airing,"Oct 5, 2020 to Dec 21, 2020","Magic Capsule,       NBCUniversal Entertainment Japan,       Twin Engine",Funimation,Geno Studio,Manga,"Action, Adventure","Adult Cast, Historical, Military",Seinen,23 min. per ep.,R - 17+ (violence & profanity),"1,474",Fall 2020,Mondays at 23:00 (JST)
Haikyuu!!,Haikyu!!,8.44,37,162,1,TV,25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014","Dentsu,       Mainichi Broadcasting System,       Movic,       TOHO animation,       Shueisha,       Spacey Music Entertainment",Sentai Filmworks,Production I.G,Manga,Sports,"School, Team Sports",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"73,862",Spring 2014,Sundays at 17:00 (JST)
Gintama: Yorinuki Gintama-san on Theater 2D,,8.43,3343,164,44,Movie,2,Finished Airing,"Aug 26, 2012","None found, add some","None found, add some",Sunrise,Manga,"Action, Comedy, Sci-Fi","Gag Humor, Historical, Parody, Samurai",Shounen,1 hr. 36 min. per ep.,PG-13 - Teens 13 or older,45,,
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,JoJo's Bizarre Adventure: Stardust Crusaders - Battle in Egypt,8.44,133,163,1,TV,24,Finished Airing,"Jan 10, 2015 to Jun 20, 2015","Yomiko Advertising,       Warner Bros. Japan,       KlockWorx,       Medicos Entertainment,       Shueisha",VIZ Media,David Production,Manga,"Action, Adventure, Supernatural",,Shounen,23 min. per ep.,R - 17+ (violence & profanity),"20,745",Winter 2015,Saturdays at 00:30 (JST)
Grand Blue,Grand Blue Dreaming,8.43,244,165,784,TV,12,Finished Airing,"Jul 14, 2018 to Sep 29, 2018","Mainichi Broadcasting System,       Kodansha,       NBCUniversal Entertainment Japan,       Avex Pictures,       Q-Tec,       JR East Marketing & Communications,       GYAO!","None found, add some",Zero-G,Manga,Comedy,Adult Cast,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"19,774",Summer 2018,Saturdays at 02:55 (JST)
Wu Liuqi: Xuanwu Guo Pian,Scissor Seven (2021),8.43,2748,166,64,ONA,10,Finished Airing,"Jan 21, 2021 to May 5, 2021",AHA Entertainment,"None found, add some",Sharefun Studio,Original,"Action, Adventure, Comedy, Drama, Mystery","Martial Arts, Super Power",,16 min. per ep.,R - 17+ (violence & profanity),809,,
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,KonoSuba: God's Blessing on This Wonderful World! - Legend of Crimson,8.43,243,167,788,Movie,1,Finished Airing,"Aug 30, 2019","Half H.P Studio,       Nippon Columbia,       Toranoana,       MAGES.,       81 Produce,       Sammy,       Kadokawa Media House,       Kadokawa,       Sony Music Solutions","None found, add some",J.C.Staff,Light novel,"Adventure, Comedy, Fantasy","Isekai, Parody",,1 hr. 30 min.,PG-13 - Teens 13 or older,"4,899",,
Mushishi Zoku Shou: Odoro no Michi,Mushi-shi Path of Thorns,8.43,2063,168,102,TV Special,1,Finished Airing,"Aug 20, 2014","Aniplex,       Kodansha,       Delfi Sound",Aniplex of America,Artland,Manga,"Adventure, Mystery, Slice of Life, Supernatural","Adult Cast, Historical, Iyashikei",Seinen,47 min.,PG-13 - Teens 13 or older,122,,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,Re:ZERO -Starting Life in Another World- Season 2 Part 2,8.43,192,169,895,TV,12,Finished Airing,"Jan 6, 2021 to Mar 24, 2021","AT-X,       Memory-Tech,       Hakuhodo DY Music & Pictures,       Kadokawa Media House,       Kadokawa","None found, add some",White Fox,Light novel,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",,29 min. per ep.,R - 17+ (violence & profanity),"12,506",Winter 2021,Wednesdays at 22:30 (JST)
