Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Hajime no Ippo: Boxer no Kobushi,Fighting Spirit Special,8.09,2942,515,56,Special,1,Finished Airing,"Mar 21, 2003",VAP,"Discotek Media,       Geneon Entertainment USA",Madhouse,Manga,Sports,Combat Sports,Shounen,23 min.,PG-13 - Teens 13 or older,86,,
Zankyou no Terror,Terror in Resonance,8.09,122,513,1,TV,11,Finished Airing,"Jul 11, 2014 to Sep 26, 2014","Aniplex,       Dentsu,       Fuji TV,       Tohokushinsha Film Corporation,       Kyoraku Industrial Holdings",Funimation,MAPPA,Original,"Mystery, Suspense","Detective, Psychological",,22 min. per ep.,R - 17+ (violence & profanity),"22,295",Summer 2014,Fridays at 00:50 (JST)
Gin no Saji,Silver Spoon,8.09,834,514,295,TV,11,Finished Airing,"Jul 12, 2013 to Sep 20, 2013","Aniplex,       Dentsu,       Fuji TV,       Kyoraku Industrial Holdings",Aniplex of America,A-1 Pictures,Manga,Comedy,School,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"2,901",Summer 2013,Fridays at 00:45 (JST)
Kidou Senshi Gundam Unicorn,Mobile Suit Gundam Unicorn,8.09,2091,518,99,OVA,7,Finished Airing,"Mar 12, 2010 to Jun 6, 2014","Bandai Visual,       Kadokawa Shoten","Nozomi Entertainment,       Bandai Entertainment,       NYAV Post",Sunrise,Novel,"Action, Drama, Sci-Fi","Mecha, Military, Space",,1 hr. 2 min. per ep.,PG-13 - Teens 13 or older,"1,607",,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Ascendance of a Bookworm Season 2,8.09,1142,517,214,TV,12,Finished Airing,"Apr 5, 2020 to Jun 21, 2020","WOWOW,       Genco,       MediaNet,       KlockWorx,       flying DOG,       BS Fuji,       Yomiuri TV Enterprise,       ABC Animation,       Happinet,       Tokyo Animator Gakuin,       TO Books,       JTB Next Creation","Sentai Filmworks,       Crunchyroll",Ajia-do,Light novel,Fantasy,"Isekai, Reincarnation",,23 min. per ep.,PG-13 - Teens 13 or older,820,Spring 2020,Sundays at 02:10 (JST)
Precure All Stars Movie F,,8.09,10247,519,2,Movie,1,Finished Airing,"Sep 15, 2023","None found, add some","None found, add some",Toei Animation,Original,"Action, Fantasy",Mahou Shoujo,,1 hr. 12 min.,G - All Ages,36,,
Serial Experiments Lain,,8.09,246,520,783,TV,13,Finished Airing,"Jul 6, 1998 to Sep 28, 1998","Genco,       Pioneer LDC",Funimation,Triangle Staff,Original,"Avant Garde, Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",Psychological,,23 min. per ep.,R - 17+ (violence & profanity),"28,615",Summer 1998,Tuesdays at 01:15 (JST)
Kidou Senshi Gundam 00 Second Season,Mobile Suit Gundam 00: Second Season,8.08,1530,521,152,TV,25,Finished Airing,"Oct 5, 2008 to Mar 29, 2009",Mainichi Broadcasting System,"Nozomi Entertainment,       Bandai Entertainment",Sunrise,Original,"Action, Drama, Sci-Fi","Mecha, Military, Space",,24 min. per ep.,R - 17+ (violence & profanity),"1,388",Fall 2008,Unknown
Kuroko no Basket Movie 4: Last Game,Kuroko's Basketball the Movie: Last Game,8.08,780,522,309,Movie,1,Finished Airing,"Mar 18, 2017",Bandai Visual,"None found, add some",Production I.G,Manga,Sports,"School, Team Sports",Shounen,1 hr. 30 min.,PG-13 - Teens 13 or older,"1,080",,
Overlord IV,,8.08,425,524,530,TV,13,Finished Airing,"Jul 5, 2022 to Sep 27, 2022","AT-X,       Hakuhodo DY Music & Pictures,       NTT Plala,       Kadokawa","None found, add some",Madhouse,Light novel,"Action, Adventure, Fantasy",Isekai,,23 min. per ep.,R - 17+ (violence & profanity),"7,131",Summer 2022,Tuesdays at 22:00 (JST)
Mirai Shounen Conan,Future Boy Conan,8.08,3092,523,51,TV,26,Finished Airing,"Apr 4, 1978 to Oct 31, 1978","None found, add some",GKIDS,Nippon Animation,Novel,"Adventure, Drama, Sci-Fi",,,29 min. per ep.,PG-13 - Teens 13 or older,609,Spring 1978,Tuesdays at 19:30 (JST)
Quanzhi Gaoshou: Dianfeng Rongyao,The King's Avatar: For the Glory,8.08,3109,525,51,Movie,1,Finished Airing,"Aug 16, 2019","bilibili,       China Literature Limited,       Colored Pencil Animation Japan","None found, add some",Colored Pencil Animation,Web novel,Action,Video Game,,1 hr. 38 min.,PG-13 - Teens 13 or older,137,,
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",Shangri-La Frontier,8.08,913,526,269,TV,25,Finished Airing,"Oct 1, 2023 to Mar 31, 2024","Dentsu,       Mainichi Broadcasting System,       Kodansha,       flying DOG,       Sammy,       Crunchyroll,       Tencent Japan,       Netmarble","None found, add some",C2C,Manga,"Action, Adventure, Fantasy",Video Game,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,"2,044",Fall 2023,Sundays at 17:00 (JST)
