Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Kakushigoto,,7.97,727,682,330,TV,12,Finished Airing,"Apr 2, 2020 to Jun 18, 2020","Dentsu,       Marvelous Entertainment,       Kodansha,       AT-X,       Studio Mausu,       Tokyo MX,       Avex Pictures,       A-Sketch",Funimation,Ajia-do,Manga,Comedy,"Childcare, Gag Humor, Otaku Culture, Workplace",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"2,110",Spring 2020,Thursdays at 23:30 (JST)
Maoujou de Oyasumi,Sleepy Princess in the Demon Castle,7.97,1133,684,216,TV,12,Finished Airing,"Oct 6, 2020 to Dec 22, 2020","Lantis,       FuRyu",Funimation,Doga Kobo,Manga,"Comedy, Fantasy",Parody,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"2,309",Fall 2020,Tuesdays at 02:00 (JST)
Koukaku Kidoutai 2.0,Ghost in the Shell 2.0,7.97,2261,683,89,Movie,1,Finished Airing,"Jul 12, 2008","Bandai Visual,       Kodansha",Manga Entertainment,Production I.G,Manga,"Action, Sci-Fi","Adult Cast, Detective, Mecha, Psychological",Seinen,1 hr. 23 min.,R+ - Mild Nudity,238,,
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,Samurai X: Reflection,7.97,2317,685,85,OVA,2,Finished Airing,"Dec 19, 2001 to Mar 20, 2002",SME Visual Works,"ADV Films,       Aniplex of America",Studio Deen,Manga,"Drama, Romance","Historical, Samurai",Shounen,42 min. per ep.,R - 17+ (violence & profanity),381,,
ReLIFE,,7.96,150,687,1,TV,13,Finished Airing,"Jul 2, 2016 to Sep 24, 2016","Aniplex,       Half H.P Studio,       comico,       Hakuhodo DY Media Partners,       Lawson,       C & I entertainment,       TMS Music","Funimation,       Crunchyroll",TMS Entertainment,Web manga,"Drama, Romance",School,,23 min. per ep.,PG-13 - Teens 13 or older,"10,083",Summer 2016,Saturdays at 00:00 (JST)
Ookiku Furikabutte: Natsu no Taikai-hen,Big Windup! 2,7.96,3315,686,45,TV,13,Finished Airing,"Apr 2, 2010 to Jun 25, 2010","Aniplex,       Mainichi Broadcasting System,       TBS,       Kodansha,       Movic,       Rakuonsha",Nozomi Entertainment,A-1 Pictures,Manga,Sports,Team Sports,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,195,Spring 2010,Unknown
Youjo Senki,Saga of Tanya the Evil,7.96,184,688,926,TV,12,Finished Airing,"Jan 6, 2017 to Mar 31, 2017","AT-X,       Enterbrain,       Sony Music Communications,       Kadokawa","Funimation,       Crunchyroll",Nut,Light novel,"Action, Fantasy","Isekai, Military, Reincarnation",,23 min. per ep.,R - 17+ (violence & profanity),"12,476",Winter 2017,Fridays at 22:00 (JST)
Atarashii Joushi wa Do Tennen,My New Boss Is Goofy,7.96,3048,690,53,TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023","Aniplex,       Movic,       Tokyo MX,       Akita Shoten,       BS11,       ABC Animation,       ABC Frontier",Aniplex of America,A-1 Pictures,Web manga,Slice of Life,"Adult Cast, Iyashikei, Workplace",,23 min. per ep.,PG-13 - Teens 13 or older,537,Fall 2023,Saturdays at 23:30 (JST)
Aria the Origination: Sono Choppiri Himitsu no Basho ni...,Aria the Origination Episode 5.5: That Little Secret Place…,7.96,4712,689,21,Special,1,Finished Airing,"Jun 25, 2008","Production I.G,       TV Tokyo,       Media Factory,       Shochiku,       Mag Garden",Nozomi Entertainment,HAL Film Maker,Manga,Slice of Life,Iyashikei,Shounen,24 min.,G - All Ages,27,,
High Score Girl: Extra Stage,Hi Score Girl: Extra Stage,7.96,2502,691,75,OVA,3,Finished Airing,"Mar 20, 2019",Warner Bros. Japan,"None found, add some",J.C.Staff,Manga,Comedy,"Love Polygon, Romantic Subtext, School, Video Game",Seinen,25 min. per ep.,PG-13 - Teens 13 or older,163,,
Hokuto no Ken,Fist of the North Star,7.96,1711,692,132,TV,109,Finished Airing,"Oct 11, 1984 to Mar 5, 1987",Fuji TV,"Discotek Media,       Manga Entertainment",Toei Animation,Manga,"Action, Drama, Sci-Fi","Gore, Martial Arts, Super Power",Shounen,25 min. per ep.,R+ - Mild Nudity,"2,306",Fall 1984,Thursdays at 19:00 (JST)
Hyouge Mono,,7.96,4150,693,29,TV,39,Finished Airing,"Apr 7, 2011 to Jan 26, 2012","NHK,       Sogo Vision","None found, add some",Bee Train,Manga,,"Adult Cast, Historical, Samurai, Visual Arts",Seinen,25 min. per ep.,R - 17+ (violence & profanity),316,Spring 2011,Unknown
Bishoujo Senshi Sailor Moon: Sailor Stars,Sailor Moon Sailor Stars,7.95,1907,694,114,TV,34,Finished Airing,"Mar 9, 1996 to Feb 8, 1997","TV Asahi,       Toei Advertising",VIZ Media,Toei Animation,Manga,"Adventure, Comedy, Drama, Fantasy, Romance",Mahou Shoujo,Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"1,245",Spring 1996,Unknown
Boku no Hero Academia the Movie 2: Heroes:Rising,My Hero Academia: Heroes Rising,7.95,383,695,574,Movie,1,Finished Airing,"Dec 20, 2019","Dentsu,       Yomiuri Telecasting,       Movic,       TOHO,       Sony Music Entertainment,       Nippon Television Network,       Shueisha,       Toho Music",Funimation,Bones,Manga,Action,Super Power,Shounen,1 hr. 44 min.,PG-13 - Teens 13 or older,"1,817",,
Girls & Panzer: Saishuushou Part 1,Girls und Panzer das Finale – Part 1,7.95,3142,696,49,Movie,1,Finished Airing,"Dec 9, 2017","Bandai Visual,       Lantis,       Movic,       Q-Tec,       Hakuhodo DY Music & Pictures",Sentai Filmworks,Actas,Original,,"CGDCT, Military, School",,47 min.,PG-13 - Teens 13 or older,138,,
High Score Girl II,Hi Score Girl II,7.95,1645,697,138,TV,9,Finished Airing,"Oct 26, 2019 to Dec 21, 2019","Square Enix,       Mainichi Broadcasting System,       Magic Capsule,       Warner Bros. Japan,       KlockWorx,       Good Smile Company","None found, add some",J.C.Staff,Manga,Comedy,"Love Polygon, Romantic Subtext, School, Video Game",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,845,Fall 2019,Saturdays at 01:05 (JST)
Kurenai no Buta,Porco Rosso,7.95,967,698,254,Movie,1,Finished Airing,"Jul 18, 1992","Tokuma Shoten,       Nippon Television Network","Disney Platform Distribution,       GKIDS",Studio Ghibli,Manga,"Action, Adventure, Award Winning, Comedy, Drama, Romance","Historical, Military",,1 hr. 33 min.,G - All Ages,"2,156",,
Mahou Shoujo Lyrical Nanoha A's,Magical Girl Lyrical Nanoha A's,7.95,2710,699,65,TV,13,Finished Airing,"Oct 2, 2005 to Dec 25, 2005","Starchild Records,       Omnibus Japan","Discotek Media,       Geneon Entertainment USA",Seven Arcs,Original,"Action, Comedy, Drama, Fantasy",Mahou Shoujo,,25 min. per ep.,PG-13 - Teens 13 or older,"1,001",Fall 2005,Sundays at 01:35 (JST)
Major Movie: Yuujou no Winning Shot,,7.95,4808,700,20,Movie,1,Finished Airing,"Dec 13, 2008","Avex Entertainment,       Shogakukan-Shueisha Productions,       NHK,       TOHO,       Mainichi Shimbun","None found, add some",Xebec,Manga,Sports,Team Sports,Shounen,1 hr. 43 min.,PG-13 - Teens 13 or older,23,,
Nagi no Asu kara,A Lull in the Sea,7.95,361,701,604,TV,26,Finished Airing,"Oct 3, 2013 to Apr 3, 2014","Geneon Universal Entertainment,       Sotsu,       Animax,       Rondo Robe,       Showgate,       Infinite","NIS America, Inc.",P.A. Works,Original,"Drama, Fantasy, Romance",Love Polygon,,23 min. per ep.,PG-13 - Teens 13 or older,"9,441",Fall 2013,Thursdays at 22:00 (JST)
Noragami,,7.95,27,702,2,TV,12,Finished Airing,"Jan 5, 2014 to Mar 23, 2014","Avex Entertainment,       Dentsu,       Shochiku,       Kodansha,       Movic,       Ai Addiction,       Lawson HMV Entertainment,       A-Sketch",Funimation,Bones,Manga,"Action, Fantasy",Mythology,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"33,564",Winter 2014,Sundays at 23:30 (JST)
Tate no Yuusha no Nariagari,The Rising of the Shield Hero,7.95,68,703,1,TV,25,Finished Airing,"Jan 9, 2019 to Jun 26, 2019","Frontier Works,       AT-X,       Nippon Columbia,       Glovision,       Good Smile Company,       Sammy,       Crunchyroll,       Kadokawa Media House,       NTT Plala,       Kadokawa",Funimation,Kinema Citrus,Light novel,"Action, Adventure, Drama, Fantasy",Isekai,,24 min. per ep.,PG-13 - Teens 13 or older,"25,282",Winter 2019,Wednesdays at 22:00 (JST)
Tennis no Oujisama: Zenkoku Taikai-hen - Final,The Prince of Tennis: The National Tournament Finals,7.95,3716,704,36,OVA,7,Finished Airing,"Apr 25, 2008 to Jan 23, 2009","Production I.G,       Nihon Ad Systems","None found, add some",M.S.C,Manga,Sports,,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,51,,
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,Food Wars! The Third Plate: Totsuki Train Arc,7.94,279,706,724,TV,12,Finished Airing,"Apr 9, 2018 to Jun 25, 2018","Lantis,       Warner Bros. Japan,       KlockWorx,       Shueisha",Sentai Filmworks,J.C.Staff,Manga,"Gourmet, Ecchi",School,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,427",Spring 2018,Mondays at 00:30 (JST)
Working!!!,Wagnaria!!3,7.95,985,705,249,TV,13,Finished Airing,"Jul 5, 2015 to Sep 27, 2015",Aniplex,Aniplex of America,A-1 Pictures,4-koma manga,"Comedy, Romance",Workplace,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,938,Summer 2015,Sundays at 00:30 (JST)
Tekkon Kinkreet,,7.94,1924,707,112,Movie,1,Finished Airing,"Dec 23, 2006","Aniplex,       Tokyo MX,       Beyond C.",Sony Pictures Entertainment,Studio 4°C,Manga,"Action, Adventure, Award Winning, Supernatural",Psychological,,1 hr. 51 min.,R - 17+ (violence & profanity),"1,476",,
Yi Nian Yong Heng,A Will Eternal,7.94,5185,709,17,ONA,52,Finished Airing,"Aug 12, 2020 to Jul 21, 2021",Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Novel,"Action, Comedy, Fantasy","Historical, Martial Arts",,19 min. per ep.,PG-13 - Teens 13 or older,193,,
Wotaku ni Koi wa Muzukashii OVA,Wotakoi: Love is Hard for Otaku OVA,7.94,1163,708,209,OVA,3,Finished Airing,"Mar 29, 2019 to Oct 14, 2021","Aniplex,       Half H.P Studio,       Fujipacific Music","None found, add some","A-1 Pictures,       Lapin Track",Web manga,Romance,"Adult Cast, Otaku Culture, Workplace",,23 min. per ep.,PG-13 - Teens 13 or older,485,,
Gake no Ue no Ponyo,Ponyo,7.94,377,712,586,Movie,1,Finished Airing,"Jul 19, 2008","Dentsu,       d-rights,       TOHO","Disney Platform Distribution,       GKIDS",Studio Ghibli,Original,"Adventure, Award Winning, Fantasy",,,1 hr. 40 min.,G - All Ages,"4,293",,
Fate/Grand Order: Zettai Majuu Sensen Babylonia,Fate/Grand Order: Absolute Demonic Front - Babylonia,7.94,865,711,283,TV,21,Finished Airing,"Oct 5, 2019 to Mar 21, 2020","Aniplex,       Notes,       Delightworks",Aniplex of America,CloverWorks,Game,"Action, Fantasy, Supernatural",Isekai,,23 min. per ep.,PG-13 - Teens 13 or older,"2,566",Fall 2019,Saturdays at 23:30 (JST)
Hikaru no Go: Hokuto Hai e no Michi,,7.94,4513,713,24,Special,1,Finished Airing,"Jan 3, 2004",Dentsu,"None found, add some",Pierrot,Manga,,Strategy Game,Shounen,1 hr. 17 min.,G - All Ages,39,,
Bleach,,7.94,39,710,1,TV,366,Finished Airing,"Oct 5, 2004 to Mar 27, 2012","TV Tokyo,       Aniplex,       Dentsu,       TV Tokyo Music,       Shueisha",VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"73,981",Fall 2004,Tuesdays at 18:00 (JST)
Kanon (2006),Kanon,7.94,902,714,273,TV,24,Finished Airing,"Oct 6, 2006 to Mar 16, 2007","Pony Canyon,       TBS,       Movic","ADV Films,       Funimation",Kyoto Animation,Visual novel,"Drama, Romance, Supernatural",,,24 min. per ep.,PG-13 - Teens 13 or older,"4,370",Fall 2006,Fridays at 01:00 (JST)
Kidou Senshi Gundam Thunderbolt,Mobile Suit Gundam Thunderbolt,7.94,2920,715,57,ONA,4,Finished Airing,"Dec 25, 2015 to Apr 22, 2016","None found, add some","None found, add some",Sunrise,Manga,"Action, Drama, Sci-Fi","Mecha, Military, Space",,18 min. per ep.,R - 17+ (violence & profanity),410,,
Kidou Senshi Gundam Thunderbolt: December Sky,Mobile Suit Gundam Thunderbolt: December Sky,7.94,4470,716,24,Movie,1,Finished Airing,"Jun 25, 2016","None found, add some",NYAV Post,Sunrise,Manga,"Action, Drama, Sci-Fi","Mecha, Military, Space",,1 hr. 9 min.,R - 17+ (violence & profanity),186,,
Kindaichi Shounen no Jikenbo,The File of Young Kindaichi,7.94,3997,717,31,TV,148,Finished Airing,"Apr 7, 1997 to Sep 11, 2000","Dentsu,       Yomiuri Telecasting","None found, add some",Toei Animation,Manga,Mystery,,Shounen,24 min. per ep.,R - 17+ (violence & profanity),254,Spring 1997,Mondays at 19:00 (JST)
Kobato.,,7.94,1411,718,168,TV,24,Finished Airing,"Oct 6, 2009 to Mar 23, 2010","NHK,       Kadokawa Shoten,       NHK-BS2,       KlockWorx,       flying DOG",Sentai Filmworks,Madhouse,Manga,"Comedy, Drama, Fantasy, Romance",,,24 min. per ep.,PG-13 - Teens 13 or older,"1,513",Fall 2009,Unknown
Kobayashi-san Chi no Maid Dragon,Miss Kobayashi's Dragon Maid,7.94,111,719,1,TV,13,Finished Airing,"Jan 12, 2017 to Apr 6, 2017","Lantis,       Pony Canyon,       ABC Animation","Funimation,       Crunchyroll",Kyoto Animation,Manga,"Fantasy, Slice of Life",,,24 min. per ep.,PG-13 - Teens 13 or older,"16,912",Winter 2017,Thursdays at 00:00 (JST)
Macross F Movie 2: Sayonara no Tsubasa,Macross Frontier: The Wings of Farewell,7.94,4221,720,27,Movie,1,Finished Airing,"Feb 26, 2011","Bandai Visual,       Big West,       KlockWorx,       Bandai Namco Games","None found, add some","Satelight,       8bit",Original,"Action, Award Winning, Romance, Sci-Fi","Mecha, Military, Music, Space",,1 hr. 54 min.,PG-13 - Teens 13 or older,123,,
Non Non Biyori,,7.94,536,722,429,TV,12,Finished Airing,"Oct 8, 2013 to Dec 24, 2013","TV Tokyo,       Lantis,       Media Factory,       Kadokawa Shoten,       AT-X,       Sony Music Communications",Sentai Filmworks,SILVER LINK.,Manga,Slice of Life,"CGDCT, Iyashikei, School",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"6,338",Fall 2013,Tuesdays at 02:05 (JST)
Macross: Do You Remember Love?,,7.94,3188,721,48,Movie,1,Finished Airing,"Jul 7, 1984","Artland,       Mainichi Broadcasting System,       Studio Nue,       Big West,       Shogakukan","None found, add some",Tatsunoko Production,Original,"Action, Romance, Sci-Fi","Mecha, Military, Music, Space",,1 hr. 55 min.,R+ - Mild Nudity,744,,
Nurarihyon no Mago: Sennen Makyou,Nura: Rise of the Yokai Clan - Demon Capital,7.94,1441,723,164,TV,24,Finished Airing,"Jul 3, 2011 to Dec 18, 2011","Yomiuri Telecasting,       Yomiko Advertising,       Pony Canyon,       TOHO,       Shueisha,       BS11,       Imagine",VIZ Media,Studio Deen,Manga,"Action, Supernatural",Mythology,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,642,Summer 2011,Sundays at 17:30 (JST)
Sakasama no Patema,Patema Inverted,7.94,842,724,292,Movie,1,Finished Airing,"Nov 9, 2013","Directions,       Asmik Ace,       Good Smile Company,       Kadokawa",GKIDS,"Studio Rikka,       Purple Cow Studio Japan",Original,"Adventure, Award Winning, Sci-Fi",,,1 hr. 38 min.,PG-13 - Teens 13 or older,"1,432",,
Kono Oto Tomare!,Kono Oto Tomare!: Sounds of Life,7.93,782,725,309,TV,13,Finished Airing,"Apr 7, 2019 to Jun 30, 2019","WOWOW,       Movic,       KlockWorx,       Memory-Tech,       King Records,       Shueisha,       Pony Canyon Enterprises",Funimation,Platinum Vision,Manga,Drama,"Music, School",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"2,439",Spring 2019,Sundays at 01:00 (JST)
