Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,Giant Robo the Animation: The Day the Earth Stood Still,7.78,4261,1040,27,OVA,7,Finished Airing,"Jul 23, 1992 to Jan 25, 1998",,,Bandai Visual,"Media Blasters,       Discotek Media,       NYAV Post,       Manga Entertainment",Phoenix Entertainment,Manga,"Action, Drama, Sci-Fi","Mecha, Super Power",49 min. per ep.,PG-13 - Teens 13 or older,435,Shounen
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,Legend of the Galactic Heroes: Die Neue These,7.78,2297,1041,86,TV,12,Finished Airing,"Apr 3, 2018 to Jun 26, 2018",Spring 2018,Tuesdays at 21:00 (JST),Shochiku,Funimation,Production I.G,Novel,"Drama, Sci-Fi","Adult Cast, Military, Space",25 min. per ep.,R - 17+ (violence & profanity),605,
Heike Monogatari,The Heike Story,7.78,2390,1042,81,TV,11,Finished Airing,"Jan 13, 2022 to Mar 24, 2022",Winter 2022,Thursdays at 01:05 (JST),"Dentsu,       Pony Canyon,       Fuji TV,       Asmik Ace,       BS Fuji,       bilibili",Funimation,Science SARU,Book,"Drama, Supernatural","Historical, Samurai",23 min. per ep.,PG-13 - Teens 13 or older,680,
Innocence,Ghost in the Shell 2: Innocence,7.78,1447,1043,163,Movie,1,Finished Airing,"Mar 6, 2004",,,"Bandai Visual,       Dentsu,       Kodansha,       d-rights,       Tokuma Shoten,       Nippon Television Network","Funimation,       Bandai Entertainment",Production I.G,Manga,"Action, Award Winning, Mystery, Sci-Fi","Adult Cast, Detective, Mecha, Military, Psychological",1 hr. 39 min.,R - 17+ (violence & profanity),"1,053",
Jin-Rou,Jin-Roh: The Wolf Brigade,7.78,1320,1044,182,Movie,1,Finished Airing,"Jun 3, 2000",,,"None found, add some","Bandai Entertainment,       Discotek Media",Production I.G,Manga,"Action, Award Winning, Drama, Romance, Suspense","Adult Cast, Military, Psychological",1 hr. 42 min.,R - 17+ (violence & profanity),"1,956",
Akage no Anne,Anne of Green Gables,7.77,3839,1045,34,TV,50,Finished Airing,"Jan 7, 1979 to Dec 30, 1979",Winter 1979,Sundays at 19:30 (JST),"None found, add some","None found, add some",Nippon Animation,Novel,Drama,Historical,25 min. per ep.,G - All Ages,810,
Break Blade Movie 3: Kyoujin no Ato,Broken Blade 3,7.77,2876,1046,59,Movie,1,Finished Airing,"Sep 25, 2010",,,KlockWorx,Sentai Filmworks,"Production I.G,       Xebec",Manga,"Action, Fantasy","Adult Cast, Mecha, Military",47 min.,R - 17+ (violence & profanity),27,Shounen
Date A Live IV,,7.77,971,1047,253,TV,12,Finished Airing,"Apr 8, 2022 to Jun 24, 2022",Spring 2022,Fridays at 22:00 (JST),"AT-X,       Nippon Columbia,       Docomo Anime Store,       Kadokawa Media House,       Kadokawa",Crunchyroll,Geek Toys,Light novel,"Action, Fantasy, Romance, Sci-Fi","Harem, School",23 min. per ep.,R - 17+ (violence & profanity),"3,458",
Fanren Xiu Xian Chuan 3rd Season,A Record of Mortal's Journey to Immortality Season 3,7.76,13120,1074,1,ONA,48,Currently Airing,"Nov 25, 2023 to ?",,,"None found, add some","None found, add some","Original Force,       Wonder Cat Animation",Web novel,"Action, Adventure, Fantasy","Historical, Martial Arts",20 min. per ep.,PG-13 - Teens 13 or older,12,
Ginga Tetsudou 999,Galaxy Express 999,7.77,3594,1048,39,TV,113,Finished Airing,"Sep 14, 1978 to Mar 26, 1981",Fall 1978,Thursdays at 19:00 (JST),Fuji TV,Discotek Media,Toei Animation,Manga,"Adventure, Drama, Sci-Fi",Space,24 min. per ep.,G - All Ages,462,
Gochuumon wa Usagi desu ka??,Is the Order a Rabbit??,7.77,1709,1049,132,TV,12,Finished Airing,"Oct 10, 2015 to Dec 26, 2015",Fall 2015,Saturdays at 21:30 (JST),"Frontier Works,       AT-X,       Magic Capsule,       Bushiroad,       Showgate,       Houbunsha,       NBCUniversal Entertainment Japan,       i0+,       Hakuhodo DY Music & Pictures,       RAY",Sentai Filmworks,"Kinema Citrus,       White Fox",4-koma manga,Slice of Life,"CGDCT, Iyashikei, Workplace",23 min. per ep.,PG-13 - Teens 13 or older,865,
