Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics
Penguin Musume♥Heart,,6.69,5124,5713,17,ONA,22,Finished Airing,"Apr 19, 2008 to Nov 14, 2008",,,"Dwango,       Good Smile Company,       Nippon Cultural Broadcasting","None found, add some",Picture Magic,Manga,"Comedy, Ecchi","Otaku Culture, School",11 min. per ep.,R+ - Mild Nudity,23,
Ribbon no Kishi,Princess Knight,6.69,7965,5716,5,TV,52,Finished Airing,"Apr 2, 1967 to Apr 7, 1968",Spring 1967,Unknown,Fuji TV,Nozomi Entertainment,Mushi Production,Manga,"Action, Fantasy, Mystery, Romance",Crossdressing,23 min. per ep.,PG-13 - Teens 13 or older,15,Shoujo
Sanrio Danshi,Sanrio Boys,6.69,2802,5717,62,TV,12,Finished Airing,"Jan 6, 2018 to Mar 24, 2018",Winter 2018,Saturdays at 22:00 (JST),"Pony Canyon,       Sanrio,       Pierrot Plus,       Akatsuki",Ponycan USA,Pierrot,Mixed media,Drama,"Otaku Culture, School",24 min. per ep.,PG-13 - Teens 13 or older,290,
Shinzou Ningen Casshern,Neo Human Casshan,6.69,7474,5718,6,TV,35,Finished Airing,"Oct 2, 1973 to Jun 25, 1974",Fall 1973,Unknown,"None found, add some",Sentai Filmworks,Tatsunoko Production,Original,"Action, Adventure, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older,17,
Shirayuki Hime no Densetsu,The Legend of Snow White,6.69,9206,5719,4,TV,52,Finished Airing,"Apr 6, 1994 to Mar 29, 1995",Spring 1994,Wednesdays at 18:00 (JST),"None found, add some","None found, add some",Tatsunoko Production,Unknown,"Adventure, Fantasy, Romance",,24 min. per ep.,G - All Ages,9,
Teekyuu 2,Teekyu 2,6.69,3967,5721,32,TV,12,Finished Airing,"Jul 7, 2013 to Sep 22, 2013",Summer 2013,Unknown,"DAX Production,       Earth Star Entertainment","None found, add some",MAPPA,Manga,Comedy,School,2 min. per ep.,PG-13 - Teens 13 or older,22,Shounen
Tian Huang Zhan Shen,God of Desolation,6.69,11398,5722,2,ONA,80,Finished Airing,"Nov 18, 2020 to Aug 11, 2021",,,"None found, add some","None found, add some",Ruo Hong Culture,Unknown,"Action, Fantasy","Historical, Martial Arts",8 min. per ep.,PG-13 - Teens 13 or older,13,
Soukou Kihei Votoms: Big Battle,Armored Trooper Votoms: Big Battle,6.69,9119,5720,4,OVA,1,Finished Airing,"Jul 5, 1986",,,"None found, add some",Maiden Japan,Sunrise,Original,"Action, Drama, Sci-Fi","Mecha, Military",1 hr.,PG-13 - Teens 13 or older,4,
Tsukipro The Animation,,6.69,5087,5724,18,TV,13,Finished Airing,"Oct 4, 2017 to Dec 27, 2017",Fall 2017,Wednesdays at 22:30 (JST),"Pierrot,       Movic,       Bandai Namco Entertainment,       Docomo Anime Store",Sentai Filmworks,"PRA,       AZ Creative",Mixed media,,"Idols (Male), Music",23 min. per ep.,PG-13 - Teens 13 or older,102,
Tokyo Mew Mew New ♡ 2nd Season,,6.69,5521,5723,14,TV,12,Finished Airing,"Apr 5, 2023 to Jun 21, 2023",Spring 2023,Wednesdays at 00:00 (JST),"TV Tokyo,       Dentsu,       Pony Canyon,       Kodansha",Sentai Filmworks,"Yumeta Company,       Graphinica",Manga,"Fantasy, Romance, Sci-Fi",Mahou Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,60,Shoujo
Ultraman,,6.69,4196,5725,28,ONA,13,Finished Airing,"Apr 1, 2019",,,"Dentsu,       Tsuburaya Productions,       Fields,       Bandai Namco Arts,       Netflix,       G holdings","None found, add some","Production I.G,       Sola Digital Arts",Manga,"Action, Sci-Fi",Super Power,23 min. per ep.,R - 17+ (violence & profanity),86,Seinen
Wangu Shenhua,Ancient Myth,6.69,12697,5726,1,ONA,Unknown,Currently Airing,"Aug 15, 2022 to ?",,,iQIYI,"None found, add some",Suoyi Technology,Web novel,"Action, Adventure, Fantasy",Martial Arts,8 min.,PG-13 - Teens 13 or older,6,
Watashi no Yuri wa Oshigoto desu!,Yuri is My Job!,6.69,3021,5727,53,TV,12,Finished Airing,"Apr 6, 2023 to Jun 22, 2023",Spring 2023,Thursdays at 22:30 (JST),"Frontier Works,       Sotsu,       AT-X,       Nippon Columbia,       KlockWorx,       Asmik Ace,       BS Fuji,       Tokyo MX,       Infinite,       Ichijinsha,       BS NTV,       arma bianca,       Happinet Phantom Studios","None found, add some","Passione,       Studio Lings",Manga,"Comedy, Girls Love",Workplace,23 min. per ep.,PG-13 - Teens 13 or older,291,
Yakusoku no Nanaya Matsuri,Starlight Promises,6.69,7129,5728,7,ONA,1,Finished Airing,"Aug 3, 2018",,,XFLAG,"None found, add some",Yokohama Animation Lab,Original,"Drama, Sci-Fi",Samurai,1 hr. 2 min.,PG-13 - Teens 13 or older,7,
Youjo Senki: Senkyou Houkoku,Saga of Tanya the Evil: War Report,6.69,3677,5729,37,TV Special,1,Finished Airing,"Feb 17, 2017",,,"None found, add some","None found, add some",Nut,Light novel,"Action, Fantasy","Isekai, Military, Reincarnation",23 min.,R - 17+ (violence & profanity),36,
Zhan Shuang Panini,Panini: Gray Raven,6.69,15212,5730,627,ONA,12,Finished Airing,"Oct 27, 2020 to Jan 12, 2021",,,"None found, add some","None found, add some",Big Firebird Culture,Game,"Action, Comedy",,6 min. per ep.,PG-13 - Teens 13 or older,6,
Sirius no Densetsu,The Sea Prince and the Fire Child,6.68,7858,5731,6,Movie,1,Finished Airing,"Jul 18, 1981",,,"None found, add some",Discotek Media,Sanrio,Book,"Drama, Fantasy, Romance",,1 hr. 47 min.,PG-13 - Teens 13 or older,19,
Souten no Ken,Fist of the Blue Sky,6.68,5825,5732,12,TV,22,Finished Airing,"Oct 5, 2006 to Mar 15, 2007",Fall 2006,Thursdays at 02:40 (JST),TV Asahi,"None found, add some",APPP,Manga,Action,"Historical, Martial Arts",27 min. per ep.,R - 17+ (violence & profanity),24,
Spriggan,,6.68,3731,5733,36,Movie,1,Finished Airing,"Sep 5, 1998",,,"Bandai Visual,       Shogakukan-Shueisha Productions,       TBS,       TOHO,       Nichion,       Toho Music",ADV Films,Studio 4°C,Manga,"Adventure, Sci-Fi",Military,1 hr. 30 min.,R - 17+ (violence & profanity),69,Shounen
Sword Art Online II: Debriefing,,6.68,1730,5734,130,TV Special,1,Finished Airing,"Oct 11, 2014",,,"Aniplex,       Genco","None found, add some",A-1 Pictures,Light novel,"Action, Adventure, Fantasy",Video Game,24 min.,PG-13 - Teens 13 or older,311,
Tesagure! Bukatsumono,,6.68,5774,5735,13,TV,12,Finished Airing,"Oct 6, 2013 to Dec 29, 2013",Fall 2013,Sundays at 02:20 (JST),"VAP,       Nippon Television Network,       Bouncy,       Just Production,       JP Room","None found, add some",Yaoyorozu,Original,Comedy,"Parody, School",11 min. per ep.,PG-13 - Teens 13 or older,57,
Tetsujin 28-gou (1980),The New Adventures of Gigantor,6.68,10402,5736,2,TV,51,Finished Airing,"Oct 3, 1980 to Sep 25, 1981",Fall 1980,Unknown,Studio Jack,Discotek Media,Tokyo Movie Shinsha,Manga,Action,Mecha,23 min. per ep.,G - All Ages,9,
Time Bokan Series: Yatterman,,6.68,8165,5737,5,TV,108,Finished Airing,"Jan 1, 1977 to Jan 27, 1979",Winter 1977,Unknown,"None found, add some","None found, add some",Tatsunoko Production,Original,"Action, Adventure, Comedy",Mecha,22 min. per ep.,G - All Ages,16,
Tokyo Babylon,,6.68,4921,5738,19,OVA,2,Finished Airing,"Oct 21, 1992 to Mar 21, 1994",,,"animate Film,       Movic,       Sony Music Entertainment",Central Park Media,Madhouse,Manga,"Action, Drama, Fantasy, Mystery",Super Power,50 min. per ep.,R - 17+ (violence & profanity),38,Shoujo
Tonagura!,,6.68,3138,5739,50,TV,13,Finished Airing,"Jul 9, 2006 to Oct 1, 2006",Summer 2006,Sundays at 00:30 (JST),Starchild Records,Discotek Media,Daume,Manga,"Comedy, Romance, Ecchi",School,23 min. per ep.,PG-13 - Teens 13 or older,54,Shounen
Uchuu Senkan Yamato (Movie),Space Battleship Yamato,6.68,8003,5740,5,Movie,1,Finished Airing,"Aug 6, 1977",,,"None found, add some","None found, add some","Group TAC,       Academy Productions",Original,"Drama, Sci-Fi","Adult Cast, Military, Space",2 hr. 15 min.,PG-13 - Teens 13 or older,6,
Weiß Kreuz,Knight Hunters,6.68,4960,5742,19,TV,25,Finished Airing,"Apr 9, 1998 to Oct 1, 1998",Spring 1998,Unknown,"animate Film,       Polygram Japan",Media Blasters,"Plum,       Magic Bus",Original,"Action, Drama",,23 min. per ep.,PG-13 - Teens 13 or older,144,
Viper's Creed,,6.68,6257,5741,10,TV,12,Finished Airing,"Jan 6, 2009 to Mar 24, 2009",Winter 2009,Unknown,"Sony Pictures Entertainment,       Mill Creek Entertainment","None found, add some","AIC Spirits,       Digital Frontier",Original,"Action, Sci-Fi",Military,23 min. per ep.,PG-13 - Teens 13 or older,17,
Wo Kai Dongwuyuan Naxie Nian,Those Years I Opened a Zoo,6.68,9493,5743,3,ONA,13,Finished Airing,"Apr 5, 2020 to Jun 21, 2020",,,bilibili,"None found, add some",Haoliners Animation League,Novel,"Comedy, Slice of Life",,14 min. per ep.,PG-13 - Teens 13 or older,11,
Wu Nao Monu 2nd Season,Agate 2,6.68,12383,5744,1,ONA,15,Finished Airing,"Jan 2, 2024 to Apr 2, 2024",,,"None found, add some","None found, add some",Changchun Unity of Knowledge and Action Animation,Web manga,"Drama, Fantasy",,8 min. per ep.,PG-13 - Teens 13 or older,2,
Zhen Dao Ge,,6.68,12079,5746,1,ONA,12,Finished Airing,"Feb 5, 2021 to Apr 16, 2021",,,Infinity Animations,"None found, add some","None found, add some",Original,"Action, Adventure",Martial Arts,17 min. per ep.,PG-13 - Teens 13 or older,7,
Yu☆Gi☆Oh! VRAINS,Yu-Gi-Oh! VRAINS,6.68,3220,5745,47,TV,120,Finished Airing,"May 10, 2017 to Sep 25, 2019",Spring 2017,Wednesdays at 18:25 (JST),"TV Tokyo,       Nihon Ad Systems,       Konami Cross Media NY","None found, add some",Gallop,Card game,"Action, Fantasy, Sci-Fi",Strategy Game,24 min. per ep.,PG-13 - Teens 13 or older,267,Shounen
Arifureta Shokugyou de Sekai Saikyou: Prologue,Arifureta: From Commonplace to World's Strongest - Prologue,6.68,4818,5747,20,ONA,1,Finished Airing,"Mar 19, 2020",,,"None found, add some","None found, add some",asread.,Light novel,Fantasy,"Isekai, School",7 min.,PG-13 - Teens 13 or older,22,
Baka to Test to Shoukanjuu Mini Anime,,6.68,5326,5749,16,Special,1,Finished Airing,"Nov 29, 2017",,,"None found, add some","None found, add some",SILVER LINK.,Light novel,Comedy,"School, Super Power",3 min.,PG-13 - Teens 13 or older,10,
Azuki-chan,,6.68,9681,5748,3,TV,117,Finished Airing,"Apr 4, 1995 to Mar 17, 1998",Spring 1995,Tuesdays at 18:00 (JST),"None found, add some","None found, add some",Madhouse,Manga,"Comedy, Romance",,24 min. per ep.,G - All Ages,10,Shoujo
Battle Spirits: Burning Soul,,6.68,8934,5750,4,TV,51,Finished Airing,"Apr 1, 2015 to Mar 30, 2016",Spring 2015,Wednesdays at 18:30 (JST),"None found, add some","None found, add some",Bandai Namco Pictures,Card game,,Strategy Game,22 min. per ep.,PG - Children,17,
Princess Principal: Crown Handler Movie 2 - Revealing Reviews,Princess Principal: Crown Handler Chapter 2 - Revealing Reviews,6.67,9542,5802,3,Special,1,Finished Airing,"Mar 29, 2022",,,"None found, add some",Sentai Filmworks,Actas,Original,Mystery,Historical,7 min.,R - 17+ (violence & profanity),10,
Peace Maker Kurogane Movie 1: Omou Michi,PEACE MAKER KUROGANE – Belief & Friend,6.67,7213,5801,7,Movie,1,Finished Airing,"Jun 2, 2018",,,"None found, add some","None found, add some",White Fox,Manga,"Action, Comedy","Historical, Samurai",56 min.,R - 17+ (violence & profanity),8,Shounen
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,League of Nations Air Force Aviation Magic Band Luminous Witches,6.67,4522,5804,23,TV,12,Finished Airing,"Jul 3, 2022 to Sep 25, 2022",Summer 2022,Sundays at 21:00 (JST),"AT-X,       Docomo Anime Store,       Sammy,       TV Aichi,       Kadokawa Media House,       DeNA,       Production Ace,       BS NTV,       Kadokawa",Sentai Filmworks,Shaft,Original,Sci-Fi,"Idols (Female), Military, Music",24 min. per ep.,PG-13 - Teens 13 or older,66,
Re:Petit kara Hajimeru Isekai Seikatsu,Re:ZERO PETIT,6.67,3068,5803,52,Special,14,Finished Airing,"Jun 24, 2016 to Sep 23, 2016",,,"None found, add some","None found, add some",Studio PuYUKAI,Light novel,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,90,
Revenger,,6.67,2441,5805,78,TV,12,Finished Airing,"Jan 5, 2023 to Mar 23, 2023",Winter 2023,Thursdays at 21:00 (JST),"Shochiku,       AT-X,       Nitroplus,       flying DOG,       Tokyo MX,       Good Smile Company,       Kansai Telecasting,       Marui Group,       Three S Studio","None found, add some",Ajia-do,Original,"Action, Drama, Mystery","Adult Cast, Historical, Organized Crime, Samurai",23 min. per ep.,R - 17+ (violence & profanity),267,
Seikaisuru Kado: Ninovo,KADO: The Right Answer - Ninovo,6.67,5128,5806,17,ONA,1,Finished Airing,"Apr 6, 2017",,,"None found, add some",Funimation,Toei Animation,Original,Sci-Fi,Adult Cast,23 min.,PG-13 - Teens 13 or older,4,
Seireitsukai no Blade Dance,Blade Dance of the Elementalers,6.67,648,5807,367,TV,12,Finished Airing,"Jul 14, 2014 to Sep 29, 2014",Summer 2014,Mondays at 20:30 (JST),"Genco,       Media Factory,       Movic,       AT-X,       Showgate",Sentai Filmworks,TNK,Light novel,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, School",23 min. per ep.,PG-13 - Teens 13 or older,928,
Shenmue the Animation,,6.67,4693,5808,22,TV,13,Finished Airing,"Feb 6, 2022 to May 1, 2022",Winter 2022,Sundays at 14:30 (JST),Wave Master,"None found, add some",Telecom Animation Film,Game,"Action, Adventure",Martial Arts,23 min. per ep.,R - 17+ (violence & profanity),159,
Shin Chuuka Ichiban! 2nd Season,,6.67,8072,5809,5,TV,12,Finished Airing,"Jan 11, 2021 to Mar 30, 2021",Winter 2021,Tuesdays at 01:10 (JST),Kodansha,"None found, add some",Nihon Ad Systems,Manga,"Comedy, Gourmet",,24 min. per ep.,PG-13 - Teens 13 or older,11,Shounen
Takahashi Rumiko Gekijou Ningyo no Mori Specials,Mermaid Forest Specials,6.67,14901,5810,679,Special,2,Finished Airing,"May 19, 2004",,,"None found, add some",Geneon Entertainment USA,TMS Entertainment,Manga,"Drama, Fantasy, Horror, Mystery",,24 min. per ep.,R - 17+ (violence & profanity),1,Shounen
Teekyuu 4,Teekyu 4,6.67,4614,5811,22,TV,12,Finished Airing,"Apr 7, 2015 to Jun 23, 2015",Spring 2015,Tuesdays at 01:05 (JST),"DAX Production,       Earth Star Entertainment","None found, add some",Millepensee,Manga,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,19,Shounen
Tomorrow's Leaves,,6.67,10506,5813,2,Movie,1,Finished Airing,"Jul 23, 2021",,,"None found, add some","None found, add some",Studio Ponoc,Original,Fantasy,,8 min.,G - All Ages,7,
Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,6.67,1443,5812,164,TV,12,Finished Airing,"Apr 3, 2023 to Jun 19, 2023",Spring 2023,Mondays at 00:00 (JST),"Nippon Columbia,       Studio Mausu,       Docomo Anime Store,       BS11,       Crunchyroll,       Yomiuri TV Enterprise,       Happinet Phantom Studios,       Tohjak,       Hifumi Shobo","None found, add some","Magic Bus,       EMT Squared",Light novel,"Action, Fantasy, Romance","Harem, Isekai, Reincarnation",23 min. per ep.,PG-13 - Teens 13 or older,901,
Transformers Galaxy Force,Transformers Cybertron,6.67,7649,5814,6,TV,52,Finished Airing,"Jan 8, 2005 to Dec 31, 2005",Winter 2005,Saturdays at 08:00 (JST),"Takara,       TV Aichi,       Tokyu Agency,       We've Inc.",Hasbro,Gonzo,Other,"Adventure, Sci-Fi",Mecha,24 min. per ep.,PG-13 - Teens 13 or older,36,
Uchuu Koukyoushi Maetel: Ginga Tetsudou 999 Gaiden,Space Symphonic Poem Maetel: Galaxy Express 999 Side Story,6.67,8442,5815,5,TV,13,Finished Airing,"Aug 6, 2004 to Oct 29, 2004",Summer 2004,Unknown,Animax,"None found, add some",Azeta Pictures,Unknown,"Drama, Sci-Fi",Space,25 min. per ep.,PG-13 - Teens 13 or older,7,
Uta∽Kata,Utakata,6.67,4352,5816,26,TV,12,Finished Airing,"Oct 3, 2004 to Dec 19, 2004",Fall 2004,Sundays at 00:30 (JST),"Bandai Visual,       gimik",Sentai Filmworks,HAL Film Maker,Original,"Drama, Fantasy","Mahou Shoujo, Psychological",23 min. per ep.,PG-13 - Teens 13 or older,94,
Wakakusa no Charlotte,,6.67,9647,5817,3,TV,30,Finished Airing,"Oct 29, 1977 to May 27, 1978",Fall 1977,Unknown,TV Asahi,"None found, add some",Nippon Animation,Original,"Drama, Slice of Life",Historical,25 min. per ep.,G - All Ages,11,
WXIII Kidou Keisatsu Patlabor,Patlabor Movie 3: WXIII,6.67,5850,5818,12,Movie,1,Finished Airing,"Mar 30, 2002",,,"Bandai Visual,       Shochiku,       Tohokushinsha Film Corporation","Maiden Japan,       Geneon Entertainment USA",Madhouse,Original,Sci-Fi,"Detective, Mecha",1 hr. 40 min.,R - 17+ (violence & profanity),19,
.hack//G.U. Returner,,6.67,4706,5819,21,OVA,1,Finished Airing,"Jan 18, 2007",,,"Bandai Visual,       CyberConnect2","None found, add some",Bee Train,Game,"Adventure, Drama, Fantasy",Video Game,24 min.,PG-13 - Teens 13 or older,32,
Anime Kapibara-san,Anime Kapibarasan,6.67,9036,5821,4,TV,24,Finished Airing,"Oct 9, 2020 to Mar 26, 2021",Fall 2020,Fridays at 07:30 (JST),Jinnan Studio,"None found, add some","Shin-Ei Animation,       Lesprit",Other,Comedy,,1 min. per ep.,G - All Ages,44,Kids
Ai Tenshi Densetsu Wedding Peach DX,Wedding Peach DX,6.67,7629,5820,6,OVA,4,Finished Airing,"Dec 24, 1996 to Jul 25, 1997",,,Nihon Ad Systems,ADV Films,KSS,Manga,"Adventure, Comedy, Romance",,30 min. per ep.,PG-13 - Teens 13 or older,10,Shoujo
Bakuman. 2nd Season Special,,6.67,5323,5822,16,Special,1,Finished Airing,"Sep 26, 2012",,,"None found, add some","None found, add some",J.C.Staff,Manga,Comedy,,4 min.,PG-13 - Teens 13 or older,13,
Biohazard: Death Island,Resident Evil: Death Island,6.67,7192,5823,7,Movie,1,Finished Airing,"Jul 7, 2023",,,Kadokawa,"None found, add some","TMS Entertainment,       Quebico",Game,"Action, Horror, Sci-Fi",,1 hr. 29 min.,R - 17+ (violence & profanity),34,
Blue Drop: Tenshi-tachi no Gikyoku,Blue Drop,6.67,4012,5824,31,TV,13,Finished Airing,"Oct 3, 2007 to Dec 26, 2007",Fall 2007,Wednesdays at 02:00 (JST),"Pony Canyon,       Memory-Tech,       Showgate,       King Records",Sentai Filmworks,"BeSTACK,       Asahi Production",Manga,"Drama, Girls Love, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older,105,Shounen
Dokidoki! Precure,Glitter Force Doki Doki,6.67,4230,5826,27,TV,49,Finished Airing,"Feb 3, 2013 to Jan 26, 2014",Winter 2013,Unknown,Asahi Broadcasting,Saban Entertainment,Toei Animation,Original,"Action, Fantasy",Mahou Shoujo,24 min. per ep.,G - All Ages,177,
Dream Festival!,,6.67,5573,5827,14,ONA,12,Finished Airing,"Sep 23, 2016 to Dec 16, 2016",,,"Lantis,       Bandai,       Happinet Pictures,       Bandai Namco Entertainment,       Amuse,       Bandai Namco Rights Marketing","None found, add some",Bandai Namco Pictures,Game,,"Idols (Male), Music",23 min. per ep.,PG-13 - Teens 13 or older,63,
Cheer Danshi!!,Cheer Boys!!,6.67,2742,5825,64,TV,12,Finished Airing,"Jul 5, 2016 to Sep 27, 2016",Summer 2016,Tuesdays at 23:00 (JST),"Bandai Visual,       Lantis,       Nihon Ad Systems,       Tokyo MX,       Shueisha,       Sony PCL",Funimation,Brain's Base,Novel,Sports,"Adult Cast, Performing Arts",24 min. per ep.,PG-13 - Teens 13 or older,117,
eX-Driver,,6.67,5974,5828,12,OVA,6,Finished Airing,"Jul 25, 2000 to Sep 25, 2001",,,"Bandai Visual,       Xebec,       Dentsu,       Genco,       Triangle Staff,       Ashi Productions",Media Blasters,Actas,Original,"Action, Adventure, Comedy, Sci-Fi",Racing,25 min. per ep.,PG-13 - Teens 13 or older,35,
Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,Fate/Kaleid Liner Prisma Illya: Dance at the Sports Festival!,6.67,3007,5830,54,OVA,1,Finished Airing,"Mar 10, 2014",,,"None found, add some",Sentai Filmworks,SILVER LINK.,Manga,"Comedy, Fantasy",,25 min.,PG-13 - Teens 13 or older,23,
Fate/kaleid liner Prisma☆Illya 3rei!! Specials,Fate/Kaleid Liner Prisma Illya 3rei!! Shorts,6.67,4365,5829,26,Special,6,Finished Airing,"Sep 30, 2016 to Feb 24, 2017",,,"None found, add some","None found, add some",SILVER LINK.,Manga,"Comedy, Ecchi",Mahou Shoujo,5 min. per ep.,PG-13 - Teens 13 or older,14,
Fortune Arterial: Akai Yakusoku,,6.67,1863,5831,117,TV,12,Finished Airing,"Oct 9, 2010 to Dec 25, 2010",Fall 2010,Saturdays at 01:23 (JST),"TV Tokyo,       Kadokawa Shoten,       Kadokawa Pictures Japan,       KlockWorx,       NTT Docomo,       AMG MUSIC","None found, add some","feel.,       Zexcs",Visual novel,"Comedy, Romance, Supernatural","School, Vampire",24 min. per ep.,PG-13 - Teens 13 or older,202,
Granbelm,,6.67,3023,5832,53,TV,13,Finished Airing,"Jul 6, 2019 to Sep 27, 2019",Summer 2019,Saturdays at 01:55 (JST),"Mainichi Broadcasting System,       Infinite,       DMM pictures","None found, add some",Nexus,Original,"Action, Fantasy, Sci-Fi","Mahou Shoujo, Mecha",24 min. per ep.,PG-13 - Teens 13 or older,138,
Haikyuu!! Quest Picture Drama,,6.67,4590,5833,23,OVA,3,Finished Airing,"Sep 25, 2014",,,Bandai Namco Entertainment,"None found, add some",Production I.G,Manga,"Comedy, Fantasy",Strategy Game,4 min. per ep.,PG-13 - Teens 13 or older,30,Shounen
Hikyou Tanken Fam & Ihrlie,Ruin Explorers Fam & Ihrie,6.67,6348,5834,10,OVA,4,Finished Airing,"Jun 25, 1995 to Feb 25, 1996",,,"Bandai Visual,       animate Film,       Movic,       Nippon Columbia","ADV Films,       Maiden Japan",Ajia-do,Manga,"Action, Adventure, Comedy, Fantasy",,29 min. per ep.,R+ - Mild Nudity,19,
