Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics
Huang Yan,Face on Lie,6.67,12015,5836,1,ONA,16,Finished Airing,"Apr 28, 2022 to Jul 21, 2022",,,"bilibili,       Painted Blade Studio","None found, add some","None found, add some",Manga,"Romance, Suspense",,13 min. per ep.,PG-13 - Teens 13 or older,30,
Hua Jianghu: Ling Zhu,,6.67,12070,5835,1,ONA,41,Finished Airing,"Oct 8, 2015 to Jul 14, 2016",,,"None found, add some","None found, add some",Rocen,Original,"Drama, Fantasy","Historical, Martial Arts",19 min. per ep.,R - 17+ (violence & profanity),6,
Ichiban Ushiro no Daimaou Specials,,6.67,3078,5837,52,Special,6,Finished Airing,"Jun 25, 2010 to Nov 25, 2010",,,"Marvelous Entertainment,       Hobby Japan","None found, add some",Artland,Light novel,"Comedy, Fantasy, Ecchi",,3 min. per ep.,R+ - Mild Nudity,24,
Jigoku Sensei Nube (Movie),Hell Teacher Nube,6.67,9680,5839,3,Movie,1,Finished Airing,"Jul 6, 1996",,,"None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Comedy, Horror, Supernatural",School,48 min.,PG-13 - Teens 13 or older,2,Shounen
Inaka Isha,Franz Kafka's A Country Doctor,6.67,4562,5838,23,Movie,1,Finished Airing,"Oct 2, 2007",,,Shochiku,"None found, add some","Imagica,       Yamamura Animation, Inc.",Other,"Avant Garde, Award Winning, Drama","Historical, Psychological",20 min.,PG-13 - Teens 13 or older,75,
Jing: Shuang Cheng,The Mirror: Twin Cities,6.67,14207,5840,843,ONA,18,Finished Airing,"Nov 15, 2021 to Feb 14, 2022",,,Foch Films,"None found, add some","None found, add some",Novel,"Action, Adventure, Fantasy",,19 min. per ep.,R - 17+ (violence & profanity),11,
Anime Tenchou x Touhou Project,,6.66,5412,5843,15,Special,1,Finished Airing,"Nov 20, 2010",,,"None found, add some","None found, add some",ufotable,Game,Fantasy,,10 min.,G - All Ages,62,
86 Part 2 Recaps,,6.66,5129,5841,17,TV Special,2,Finished Airing,"Nov 28, 2021 to Mar 5, 2022",,,"None found, add some","None found, add some",A-1 Pictures,Light novel,"Action, Drama, Sci-Fi","Mecha, Military",23 min. per ep.,R - 17+ (violence & profanity),71,
Ai to Yuuki no Pig Girl Tonde Buurin,Super Pig,6.66,6156,5842,11,TV,51,Finished Airing,"Sep 3, 1994 to Aug 26, 1995",Fall 1994,Saturdays at 18:00 (JST),"None found, add some",Saban Entertainment,Nippon Animation,Manga,"Comedy, Fantasy, Romance","Mahou Shoujo, Parody, School",25 min. per ep.,G - All Ages,52,Shoujo
Captain Tsubasa: Asu ni Mukatte Hashire!,,6.66,8356,5844,5,Movie,1,Finished Airing,"Mar 15, 1986",,,TV Tokyo,"None found, add some",Tsuchida Productions,Manga,Sports,Team Sports,35 min.,G - All Ages,1,Shounen
Changye Kaita Zhe,The Sword Of Dawn,6.66,13264,5845,1,ONA,16,Finished Airing,"Oct 6, 2022 to Jan 14, 2023",,,bilibili,"None found, add some",CG Year,Novel,"Action, Fantasy",,20 min. per ep.,PG-13 - Teens 13 or older,3,
Chiisana Viking Vickie,Vicky the Viking,6.66,9299,5846,3,TV,78,Finished Airing,"Apr 3, 1974 to Sep 24, 1975",Spring 1974,Unknown,"Mushi Production,       Zuiyo","None found, add some",Nippon Animation,Novel,"Adventure, Comedy",Historical,24 min. per ep.,G - All Ages,9,Kids
Crayon Shin-chan Gaiden: Omocha Wars,,6.66,11449,5849,1,ONA,13,Finished Airing,"Nov 9, 2016 to Feb 1, 2017",,,Imagine,"None found, add some","None found, add some",Manga,"Action, Comedy, Ecchi",,7 min. per ep.,G - All Ages,2,Seinen
Chirorin Mura Monogatari,Nutsberry Town,6.66,12833,5847,1,TV,170,Finished Airing,"Apr 6, 1992 to Mar 19, 1993",Spring 1992,Unknown,NHK,"None found, add some","None found, add some",Other,Slice of Life,,10 min. per ep.,G - All Ages,0,Kids
Code:Realize - Sousei no Himegimi,Code:Realize ~Guardian of Rebirth~,6.66,2323,5848,84,TV,12,Finished Airing,"Oct 7, 2017 to Dec 23, 2017",Fall 2017,Saturdays at 20:00 (JST),"Frontier Works,       Lantis,       AT-X,       DAX Production,       Asmik Ace,       Sony Music Communications,       Hakuhodo DY Music & Pictures,       Chugai Mining,       Kadokawa",Funimation,M.S.C,Visual novel,"Fantasy, Romance","Historical, Reverse Harem",23 min. per ep.,PG-13 - Teens 13 or older,278,Josei
Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3-pun Dai Shingeki,,6.66,9035,5850,4,Movie,1,Finished Airing,"Apr 16, 2005",,,TV Asahi,"None found, add some",Shin-Ei Animation,Manga,"Comedy, Ecchi",School,1 hr. 28 min.,G - All Ages,3,Seinen
Dansai Bunri no Crime Edge,The Severing Crime Edge,6.66,1926,5851,112,TV,13,Finished Airing,"Apr 4, 2013 to Jun 27, 2013",Spring 2013,Thursdays at 00:30 (JST),Media Factory,Sentai Filmworks,Studio Gokumi,Manga,"Action, Fantasy, Romance, Suspense","Gore, High Stakes Game, Survival",24 min. per ep.,R - 17+ (violence & profanity),161,Seinen
Domestic na Kanojo,Domestic Girlfriend,6.66,262,5852,757,TV,12,Finished Airing,"Jan 12, 2019 to Mar 30, 2019",Winter 2019,Saturdays at 01:55 (JST),"Mainichi Broadcasting System,       Kodansha,       flying DOG,       DMM pictures,       Bit Promotion",Sentai Filmworks,Diomedéa,Manga,"Drama, Romance","Love Polygon, School",25 min. per ep.,R+ - Mild Nudity,"5,888",Shounen
Edens Zero (Recap Movie),,6.66,8922,5854,4,ONA,1,Finished Airing,"Apr 1, 2023",,,"None found, add some","None found, add some",J.C.Staff,Manga,"Action, Adventure, Fantasy, Sci-Fi",Space,1 hr. 11 min.,PG-13 - Teens 13 or older,18,Shounen
Dondon Dommel to Ron,Wowser,6.66,12992,5853,1,TV,52,Finished Airing,"Apr 5, 1988 to Mar 27, 1989",Spring 1988,Mondays at 17:00 (JST),TV Tokyo,Saban Entertainment,Telescreen,Other,Comedy,,25 min. per ep.,G - All Ages,3,Kids
Flag Director's Edition: Issenman no Kufura no Kiroku,,6.66,11515,5855,1,OVA,1,Finished Airing,"Aug 8, 2007",,,"None found, add some","None found, add some",The Answer Studio,Original,Action,,1 hr. 40 min.,PG-13 - Teens 13 or older,1,
Getsuyoubi no Tawawa 2 Special,Tawawa on Monday 2: Episode 13,6.66,5522,5856,14,Special,1,Finished Airing,"Dec 24, 2021",,,NBCUniversal Entertainment Japan,"None found, add some",Yokohama Animation Lab,Other,"Slice of Life, Ecchi",,7 min.,PG-13 - Teens 13 or older,14,
Hataraku Maou-sama!!,The Devil is a Part-Timer! Season 2,6.66,478,5857,476,TV,12,Finished Airing,"Jul 14, 2022 to Sep 29, 2022",Summer 2022,Thursdays at 23:30 (JST),"Sotsu,       Movic,       KlockWorx,       Tokyo MX,       Hakuhodo DY Music & Pictures,       Infinite,       BS11,       Kadokawa,       Bandai Namco Music Live,       Happinet Phantom Studios","None found, add some",Studio 3Hz,Light novel,"Comedy, Fantasy","Mythology, Workplace",23 min. per ep.,PG-13 - Teens 13 or older,"4,795",
Hataraku Maou-sama!! 2nd Season,The Devil is a Part-Timer! Season 2 Part 2,6.66,1675,5858,135,TV,12,Finished Airing,"Jul 13, 2023 to Sep 28, 2023",Summer 2023,Thursdays at 23:30 (JST),"Sotsu,       Lantis,       Movic,       KlockWorx,       Tokyo MX,       Hakuhodo DY Music & Pictures,       BS11,       Kadokawa,       Bandai Namco Music Live,       Happinet Phantom Studios","None found, add some",Studio 3Hz,Light novel,"Comedy, Fantasy","Mythology, Workplace",23 min. per ep.,PG-13 - Teens 13 or older,326,
Hataraku Saibou Specials,,6.66,5237,5859,16,Special,5,Finished Airing,"Oct 24, 2018 to Feb 27, 2019",,,"None found, add some","None found, add some",David Production,Manga,Comedy,"Educational, Medical, Parody",4 min. per ep.,G - All Ages,5,Shounen
Huyao Xiao Hongniang: Liang Shenghua,,6.66,11569,5860,1,ONA,12,Finished Airing,"Mar 26, 2021 to Jun 4, 2021",,,"None found, add some","None found, add some","Haoliners Animation League,       Garden Culture",Manga,"Comedy, Drama, Romance, Supernatural",Historical,18 min. per ep.,PG-13 - Teens 13 or older,9,
Juubee-chan: Lovely Gantai no Himitsu,Jubei-chan the Ninja Girl: Secret of the Lovely Eyepatch,6.66,4927,5862,19,TV,13,Finished Airing,"Apr 6, 1999 to Jun 29, 1999",Spring 1999,Tuesdays at 01:15 (JST),Bandai Visual,"Bandai Entertainment,       Media Blasters",Madhouse,Original,"Action, Adventure, Comedy, Drama",,24 min. per ep.,PG-13 - Teens 13 or older,43,
Karaoke Senshi Mike-tarou,,6.66,14003,5863,890,TV,20,Finished Airing,"Apr 4, 1994 to Mar 11, 1995",Spring 1994,Fridays at 08:00 (JST),"Studio Kikan,       Japan Taps","None found, add some",Pierrot Plus,Manga,,Music,25 min. per ep.,PG-13 - Teens 13 or older,2,Kids
Kaze wo Mita Shounen,The Boy Who Saw the Wind,6.66,7770,5864,6,Movie,1,Finished Airing,"Jul 22, 2000",,,"None found, add some","None found, add some",Brain's Base,Book,"Adventure, Drama, Fantasy",,1 hr. 37 min.,PG - Children,2,
Kidou Senshi Gundam 0083: Zeon no Zankou,Mobile Suit Gundam 0083: The Afterglow Of Zeon,6.66,6288,5865,10,Movie,1,Finished Airing,"Aug 29, 1992",,,"Bandai Visual,       Sotsu",Nozomi Entertainment,Sunrise,Original,"Action, Adventure, Sci-Fi","Mecha, Space",1 hr. 59 min.,PG-13 - Teens 13 or older,4,
Koutetsu Tenshi Kurumi Encore,Steel Angel Kurumi Encore,6.66,7273,5866,7,OVA,4,Finished Airing,"Jul 19, 2000 to Oct 4, 2000",,,Pony Canyon,ADV Films,OLM,Original,"Comedy, Romance, Sci-Fi",Historical,15 min. per ep.,R+ - Mild Nudity,6,Shounen
Lapis Re:LiGHTs,,6.66,3260,5867,46,TV,12,Finished Airing,"Jul 4, 2020 to Sep 19, 2020",Summer 2020,Saturdays at 22:00 (JST),"Studio Mausu,       NBCUniversal Entertainment Japan,       Kadokawa,       JY Animation,       KLab,       Legs",Funimation,Yokohama Animation Lab,Mixed media,Fantasy,"Idols (Female), Music, School",24 min. per ep.,PG-13 - Teens 13 or older,139,
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,,6.66,5274,5868,16,ONA,13,Finished Airing,"Oct 10, 2014 to Jan 6, 2015",,,Media Factory,Funimation,Studio PuYUKAI,Light novel,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,5,
Maji de Watashi ni Koi Shinasai!,Majikoi: Oh! Samurai Girls,6.66,794,5869,305,TV,12,Finished Airing,"Oct 2, 2011 to Dec 18, 2011",Fall 2011,Sundays at 01:00 (JST),"None found, add some",Sentai Filmworks,Lerche,Visual novel,"Action, Comedy, Romance, Ecchi","Harem, Martial Arts, School, Super Power",23 min. per ep.,R+ - Mild Nudity,658,
Juubee Ninpuuchou: Ryuuhougyoku-hen,Ninja Scroll: The Series,6.66,3364,5861,44,TV,13,Finished Airing,"Apr 15, 2003 to Jul 15, 2003",Spring 2003,Unknown,Studio Take Off,"Discotek Media,       Urban Vision",Madhouse,Original,"Action, Adventure, Fantasy, Horror","Gore, Historical, Martial Arts, Samurai",24 min. per ep.,R - 17+ (violence & profanity),108,
Mayoi Neko Overrun! Specials,,6.66,4963,5870,19,Special,6,Finished Airing,"Jun 25, 2010 to Nov 26, 2010",,,"None found, add some","None found, add some",AIC,Light novel,"Comedy, Ecchi",,3 min. per ep.,R+ - Mild Nudity,13,
Medarot Damashii,Medabots Spirits,6.66,4791,5871,21,TV,39,Finished Airing,"Jul 7, 2000 to Mar 30, 2001",Summer 2000,Fridays at 18:00 (JST),"TV Tokyo,       Nihon Ad Systems,       Nelvana","ADV Films,       Discotek Media",Trans Arts,Game,"Action, Adventure, Sci-Fi",,24 min. per ep.,G - All Ages,23,
Nana Maru San Batsu,Fastest Finger First,6.66,2475,5872,76,TV,12,Finished Airing,"Jul 5, 2017 to Sep 20, 2017",Summer 2017,Wednesdays at 01:59 (JST),"Toei Video,       Enterbrain,       Nippon Television Network","None found, add some",TMS Entertainment,Manga,,"School, Strategy Game",23 min. per ep.,PG-13 - Teens 13 or older,74,Seinen
Nil Admirari no Tenbin,Libra of Nil Admirari,6.66,3501,5873,41,TV,12,Finished Airing,"Apr 8, 2018 to Jun 24, 2018",Spring 2018,Sundays at 22:00 (JST),Pony Canyon,"None found, add some",Zero-G,Visual novel,"Fantasy, Romance","Historical, Reverse Harem",23 min. per ep.,PG-13 - Teens 13 or older,130,Josei
Nobunagun,,6.66,2711,5874,65,TV,13,Finished Airing,"Jan 5, 2014 to Mar 30, 2014",Winter 2014,Sundays at 22:00 (JST),"VAP,       Earth Star Entertainment",Funimation,Bridge,Manga,"Action, Sci-Fi",Super Power,24 min. per ep.,R - 17+ (violence & profanity),136,
Osu!! Karate-bu,Go!! Karate Club,6.66,10609,5875,2,OVA,4,Finished Airing,"Oct 21, 1990 to Jul 25, 1992",,,Nihon Eizo,"None found, add some",J.C.Staff,Manga,,"Martial Arts, School",50 min. per ep.,R - 17+ (violence & profanity),4,Seinen
Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,Pokémon Mystery Dungeon: Explorers of Sky—Beyond Time and Darkness,6.66,6258,5877,10,TV Special,1,Finished Airing,"Apr 12, 2009",,,Nintendo of America,The Pokemon Company International,OLM,Game,"Adventure, Fantasy",,25 min.,PG - Children,3,Kids
Pokemon (2019): Kami to Yobareshi Arceus,Pokémon: The Arceus Chronicles,6.66,6845,5876,8,ONA,4,Finished Airing,"Jan 21, 2022 to Jan 28, 2022",,,"None found, add some","None found, add some",OLM,Game,"Action, Adventure, Comedy, Fantasy",,18 min. per ep.,PG - Children,10,Kids
Rurouni Kenshin: Review Special,,6.66,7715,5878,6,Special,1,Finished Airing,"Mar 26, 1997",,,"None found, add some","None found, add some","Gallop,       Studio Deen",Manga,"Action, Comedy",Samurai,26 min.,PG-13 - Teens 13 or older,4,Shounen
Sasami-san@Ganbaranai,,6.66,2358,5879,82,TV,12,Finished Airing,"Jan 11, 2013 to Mar 29, 2013",Winter 2013,Fridays at 01:25 (JST),"Aniplex,       TBS",Sentai Filmworks,Shaft,Light novel,"Comedy, Romance, Supernatural",,24 min. per ep.,PG-13 - Teens 13 or older,146,
Sasami: Mahou Shoujo Club 2,Sasami Magical Girls Club 2,6.66,8579,5880,4,TV,13,Finished Airing,"Oct 5, 2006 to Jan 11, 2007",Fall 2006,Unknown,"VAP,       AIC,       BeSTACK",Funimation,AIC Spirits,Unknown,Fantasy,"Mahou Shoujo, School",25 min. per ep.,PG - Children,4,
Shining Star,,6.66,13249,5881,1,TV,52,Finished Airing,"Oct 16, 2017 to Dec 3, 2018",Fall 2017,Unknown,"None found, add some","None found, add some",Maro Studio,Original,,"Idols (Female), Music",21 min. per ep.,PG - Children,5,
Shugo Chara! Party!,,6.66,2519,5883,74,TV,25,Finished Airing,"Oct 3, 2009 to Mar 27, 2010",Fall 2009,Saturdays at 09:30 (JST),"TV Tokyo,       Sotsu","None found, add some",Satelight,Manga,"Comedy, Fantasy","Mahou Shoujo, School",21 min. per ep.,PG - Children,177,Shoujo
Starship Troopers: Invasion,,6.66,7840,5884,6,Movie,1,Finished Airing,"Jul 21, 2012",,,Sony Pictures Worldwide Acquisitions,"None found, add some",Sola Digital Arts,Book,"Action, Sci-Fi",Military,1 hr. 29 min.,R+ - Mild Nudity,5,
Shuffle! Prologue,,6.66,5067,5882,18,OVA,1,Finished Airing,"May 27, 2005",,,Lantis,"None found, add some",asread.,Visual novel,"Comedy, Fantasy, Romance","Harem, School",8 min.,PG-13 - Teens 13 or older,5,
Stratos 4 OVA,,6.66,9530,5885,3,OVA,2,Finished Airing,"May 28, 2004 to Aug 1, 2004",,,Bandai Visual,Bandai Entertainment,Studio Fantasia,Original,"Comedy, Sci-Fi",Military,28 min. per ep.,PG-13 - Teens 13 or older,1,
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,,6.66,10683,5886,2,TV Special,1,Finished Airing,"Dec 31, 2016",,,"None found, add some","None found, add some",J.C.Staff,Original,"Comedy, Mystery",Super Power,23 min.,PG-13 - Teens 13 or older,3,
Tatakae! Chou Robot Seimeitai Transformers Victory,Transformers Victory,6.66,9578,5887,3,TV,38,Finished Airing,"Mar 14, 1989 to Dec 19, 1989",Spring 1989,Unknown,Nippon Television Network,Hasbro,Toei Animation,Other,"Action, Adventure, Sci-Fi",Mecha,23 min. per ep.,PG - Children,13,
Terra e... (TV) Specials,Toward the Terra (TV) Specials,6.66,10173,5888,2,Special,3,Finished Airing,2007 to 2008,,,"None found, add some","None found, add some",Minami Machi Bugyousho,Manga,"Action, Drama, Sci-Fi","Military, Space, Super Power",3 min. per ep.,PG-13 - Teens 13 or older,1,Shounen
Touch: Sebangou no Nai Ace,,6.66,10526,5889,2,Movie,1,Finished Airing,"Apr 12, 1986",,,"Asatsu DK,       Fuji TV,       TOHO","None found, add some",Group TAC,Unknown,"Drama, Romance, Sports",Team Sports,1 hr. 33 min.,PG-13 - Teens 13 or older,1,
Tsuki ga Kirei: Michinori,Tsukigakirei: First Half - The Road So Far,6.66,4892,5890,20,TV Special,1,Finished Airing,"May 19, 2017",,,flying DOG,"None found, add some",feel.,Original,Romance,School,24 min.,PG-13 - Teens 13 or older,18,
Uchuu Senkan Yamato: Aratanaru Tabidachi,Space Battleship Yamato: The New Voyage,6.66,8916,5891,4,Special,1,Finished Airing,"Jul 31, 1979",,,Academy Productions,"None found, add some",Group TAC,Original,"Action, Drama, Sci-Fi","Adult Cast, Military, Space",1 hr. 35 min.,PG-13 - Teens 13 or older,4,
ViVid Strike! Specials,,6.66,6408,5892,10,Special,3,Finished Airing,"Jan 25, 2017 to Mar 29, 2017",,,"None found, add some","None found, add some",Seven Arcs Pictures,Original,"Action, Drama",Martial Arts,18 min. per ep.,PG-13 - Teens 13 or older,12,
"Shin Koihime†Musou: Gunyuu, Minami no Shima de Bakansu wo Suru no Koto - Ato, Porori mo Aru yo!",,6.65,7052,5893,8,OVA,1,Finished Airing,"Jul 7, 2010",,,Marvelous Entertainment,Sentai Filmworks,Doga Kobo,Visual novel,"Comedy, Fantasy, Ecchi",,25 min.,R+ - Mild Nudity,2,
Stars*Collection!,Stars*Collection,6.65,12543,5896,1,ONA,61,Finished Airing,"Jan 28, 2022 to Mar 24, 2023",,,"None found, add some","None found, add some",Hololive Production,Other,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,17,
SSSS.Dynazenon Movie,,6.65,9031,5895,4,Movie,1,Finished Airing,"Mar 10, 2023",,,Pony Canyon,"None found, add some",Trigger,Original,"Action, Sci-Fi",Mecha,2 hr.,PG-13 - Teens 13 or older,8,
Spoon Obasan,Mrs. Pepperpot,6.65,10482,5894,2,TV,130,Finished Airing,"Apr 4, 1983 to Mar 9, 1984",Spring 1983,Unknown,Gakken,Discotek Media,Pierrot,Novel,,,10 min. per ep.,PG - Children,5,Kids
Teekyuu 5,Teekyu 5,6.65,4889,5898,20,TV,12,Finished Airing,"Jul 7, 2015 to Sep 22, 2015",Summer 2015,Tuesdays at 01:05 (JST),"DAX Production,       Earth Star Entertainment","None found, add some",Millepensee,Manga,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,15,Shounen
Suteki Tantei Labyrinth,Fantastic Detective Labyrinth,6.65,6312,5897,10,TV,25,Finished Airing,"Oct 3, 2007 to Mar 26, 2008",Fall 2007,Unknown,Sotsu,Nozomi Entertainment,Studio Deen,Manga,"Mystery, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,16,Shounen
Tsukiuta. The Animation 2,,6.65,7043,5899,8,TV,13,Finished Airing,"Oct 7, 2020 to Dec 30, 2020",Fall 2020,Wednesdays at 22:30 (JST),"Pierrot,       Movic,       Crest","None found, add some",Children's Playground Entertainment,Music,,"Idols (Male), Music",23 min. per ep.,PG-13 - Teens 13 or older,33,
Wan Jie Shen Zhu 3rd Season,,6.65,13040,5900,1,ONA,208,Finished Airing,"Mar 17, 2021 to Mar 4, 2023",,,"Tencent Penguin Pictures,       Liu Cong Animation","None found, add some",Ruo Hong Culture,Web manga,"Adventure, Fantasy",,9 min. per ep.,PG-13 - Teens 13 or older,10,
