Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics
Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,,6.94,5662,4458,13,Special,6,Finished Airing,"Feb 23, 2011 to Mar 30, 2011","None found, add some","None found, add some",SILVER LINK.,Light novel,Comedy,School,3 min. per ep.,PG-13 - Teens 13 or older,11,,,
Chobits Recap,Chobits: Hibiya and Kotoko Chat,6.94,3647,4462,38,Special,1,Finished Airing,"Feb 21, 2003","None found, add some","Funimation,       Geneon Entertainment USA",Madhouse,Manga,"Comedy, Drama, Romance, Sci-Fi, Ecchi",,24 min.,PG-13 - Teens 13 or older,41,,,
Danganronpa 3: Monokuma Gekijou,,6.94,4074,4463,30,Special,3,Finished Airing,"Oct 27, 2016 to Dec 21, 2016","None found, add some","None found, add some",Lerche,Game,Comedy,Parody,3 min. per ep.,PG-13 - Teens 13 or older,77,,,
Doraemon Movie 02: Nobita no Uchuu Kaitakushi,"Doraemon the Movie: The Records of Nobita, Spaceblazer",6.94,8199,4465,5,Movie,1,Finished Airing,"Mar 14, 1981",TV Asahi,"None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",,1 hr. 36 min.,PG - Children,3,,,"KidsKids,         ShounenShounen"
Devil May Cry,,6.94,777,4464,310,TV,12,Finished Airing,"Jun 14, 2007 to Sep 6, 2007","WOWOW,       Media Factory,       Capcom,       Toshiba Entertainment,       Showgate",Funimation,Madhouse,Game,"Action, Fantasy","Gore, Mythology",24 min. per ep.,R - 17+ (violence & profanity),"1,677",Summer 2007,Thursdays at 23:00 (JST),
Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,Pokémon: Twilight Wings - The Gathering of Stars,6.94,7712,4466,6,ONA,1,Finished Airing,"Nov 5, 2020",FILMONY,"None found, add some",Studio Colorido,Game,Fantasy,,6 min.,PG - Children,1,,,Kids
Inazuma Eleven Go vs. Danball Senki W Movie,,6.94,5570,4467,14,Movie,1,Finished Airing,"Dec 1, 2012",Dentsu Tec,"None found, add some",OLM,Game,Sports,"Mecha, Team Sports",1 hr. 30 min.,G - All Ages,17,,,Kids
Batman: Gotham Knight,,6.93,4075,4469,30,OVA,6,Finished Airing,"Jul 8, 2008",Cyclone Graphics,Warner Bros. Pictures,"Bee Train,       Production I.G,       Madhouse,       Studio 4°C",Other,"Action, Adventure",Martial Arts,12 min. per ep.,R - 17+ (violence & profanity),66,,,
A-Channel,,6.93,2086,4468,100,TV,12,Finished Airing,"Apr 8, 2011 to Jun 24, 2011","Aniplex,       Dentsu,       Mainichi Broadcasting System",Sentai Filmworks,Studio Gokumi,4-koma manga,Comedy,"CGDCT, School",24 min. per ep.,PG-13 - Teens 13 or older,307,Spring 2011,Fridays at 01:40 (JST),
Bouken Ou Beet,Beet the Vandel Buster,6.93,5360,4470,15,TV,52,Finished Airing,"Sep 30, 2004 to Sep 29, 2005","TV Tokyo,       Dentsu",Illumitoon Entertainment,Toei Animation,Manga,"Action, Adventure, Fantasy",,23 min. per ep.,PG - Children,15,Fall 2004,Thursdays at 18:30 (JST),Shounen
Crayon Shin-chan Movie 03: Unkokusai no Yabou,,6.93,7938,4471,6,Movie,1,Finished Airing,"Apr 15, 1995","TV Asahi,       Asatsu DK","None found, add some",Shin-Ei Animation,Manga,"Comedy, Sci-Fi",Historical,1 hr. 36 min.,G - All Ages,4,,,Seinen
Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,Crayon Shin-chan: Invasion!! Alien Shiriri,6.93,9537,4472,3,Movie,1,Finished Airing,"Apr 15, 2017","None found, add some","None found, add some",Shin-Ei Animation,Manga,"Adventure, Comedy, Sci-Fi",,1 hr. 45 min.,G - All Ages,1,,,Seinen
D.C.S.S: Da Capo Second Season,D.C.S.S. ~Da Capo Second Season~,6.93,3825,4473,34,TV,26,Finished Airing,"Jul 2, 2005 to Dec 24, 2005","None found, add some","None found, add some",feel.,Visual novel,"Comedy, Drama, Romance, Supernatural",Harem,25 min. per ep.,PG-13 - Teens 13 or older,35,Summer 2005,Sundays at 00:30 (JST),
Devils Line: Anytime Anywhere,,6.93,4518,4474,24,OVA,1,Finished Airing,"Aug 23, 2018","None found, add some","None found, add some",Platinum Vision,Manga,"Action, Drama, Romance, Supernatural","Adult Cast, Vampire",26 min.,R - 17+ (violence & profanity),31,,,Seinen
Furusato Saisei: Nippon no Mukashibanashi,Folktales from Japan,6.93,6193,4475,10,TV,258,Finished Airing,"Apr 1, 2012 to Mar 26, 2017","TV Tokyo,       Sony Music Entertainment,       Peter Pan Creation","None found, add some",Tomason,Other,Supernatural,Historical,24 min. per ep.,G - All Ages,25,Spring 2012,Sundays at 09:00 (JST),Kids
Huo Feng Liao Yuan,The Ravages of Time,6.93,12000,4476,1,ONA,16,Finished Airing,"Apr 29, 2023 to Aug 5, 2023","bilibili,       iDreamSky","None found, add some",LX Animation Studio,Manga,"Action, Adventure","Historical, Martial Arts",25 min. per ep.,PG-13 - Teens 13 or older,9,,,
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin,,6.93,10427,4478,2,ONA,12,Finished Airing,"Sep 21, 2018 to Nov 30, 2018","bilibili,       Seasun Pictures","None found, add some",Shengying Animation,Game,"Action, Adventure, Comedy","Historical, Martial Arts",17 min. per ep.,PG-13 - Teens 13 or older,17,,,
Huyao Xiao Hongniang: Wei Sheng,Fox Spirit Matchmaker 8th Season,6.93,9823,4477,3,ONA,10,Finished Airing,"Nov 22, 2019 to Jan 17, 2020","Tencent Animation & Comics,       Tencent Penguin Pictures","None found, add some","Haoliners Animation League,       Garden Culture",Manga,"Comedy, Drama, Romance, Supernatural",Historical,18 min. per ep.,PG-13 - Teens 13 or older,3,,,
Kagaku Ninja-tai Gatchaman,Gatchaman,6.93,6219,4479,10,TV,105,Finished Airing,"Oct 1, 1972 to Sep 29, 1974","None found, add some","ADV Films,       Sentai Filmworks",Tatsunoko Production,Original,"Action, Adventure, Sci-Fi",,26 min. per ep.,PG-13 - Teens 13 or older,70,Fall 1972,Sundays at 18:00 (JST),
KimiKiss Pure Rouge: Love Fighter,,6.93,5827,4481,12,Special,1,Finished Airing,"Aug 22, 2008","None found, add some","None found, add some",J.C.Staff,Visual novel,Romance,School,24 min.,PG-13 - Teens 13 or older,5,,,
Kawaii dake ja Nai Shikimori-san,Shikimori's Not Just a Cutie,6.93,422,4480,532,TV,12,Finished Airing,"Apr 10, 2022 to Jul 10, 2022","Kodansha,       NBCUniversal Entertainment Japan,       ABC Animation","Crunchyroll,       Muse Communication",Doga Kobo,Web manga,"Comedy, Romance",School,23 min. per ep.,PG-13 - Teens 13 or older,"4,851",Spring 2022,Sundays at 02:00 (JST),
Komada Jouryuusho e Youkoso,Komada: A Whisky Family,6.93,7004,4482,8,Movie,1,Finished Airing,"Nov 10, 2023","GAGA,       DMM.com","None found, add some",P.A. Works,Original,Gourmet,Workplace,1 hr. 30 min.,PG-13 - Teens 13 or older,14,,,
Ling Jian Zun,,6.93,8631,4483,4,ONA,30,Finished Airing,"Jan 15, 2019 to Apr 26, 2019",Quyue Technology,"None found, add some",Suoyi Technology,Novel,"Action, Adventure, Fantasy, Romance",Martial Arts,10 min. per ep.,PG-13 - Teens 13 or older,17,,,
Lupin III: Lupin wa Ima mo Moete Iru ka?,Lupin the Third: Is Lupin Still Burning?,6.93,8364,4484,5,OVA,1,Finished Airing,"Jul 25, 2018","None found, add some",Discotek Media,TMS Entertainment,Manga,"Action, Adventure, Comedy",Adult Cast,27 min.,PG-13 - Teens 13 or older,1,,,Seinen
Mahou Sensei Negima!,Negima!,6.93,1620,4485,141,TV,26,Finished Airing,"Jan 6, 2005 to Jun 30, 2005",Starchild Records,"Funimation,       Sentai Filmworks",Xebec,Manga,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, School, Super Power",23 min. per ep.,PG-13 - Teens 13 or older,503,Winter 2005,Thursdays at 01:00 (JST),Shounen
Meitantei Conan: Zero no Tea Time,Detective Conan: Zero's Tea Time,6.93,5584,4487,14,TV,6,Finished Airing,"Apr 5, 2022 to May 10, 2022",Shogakukan,"None found, add some",TMS Entertainment,Manga,"Mystery, Slice of Life",Detective,15 min. per ep.,PG-13 - Teens 13 or older,61,Spring 2022,Tuesdays at 01:20 (JST),Shounen
Mai-Otome Specials,,6.93,7792,4486,6,Special,9,Finished Airing,"Jan 27, 2006 to Sep 26, 2006","None found, add some","None found, add some",Sunrise,Original,"Comedy, Drama, Fantasy",,3 min. per ep.,PG-13 - Teens 13 or older,3,,,
Mushrambo,Shinzo,6.93,5249,4490,16,TV,32,Finished Airing,"Feb 5, 2000 to Sep 23, 2000","TV Asahi,       Toei Advertising",Saban Entertainment,Toei Animation,Original,"Adventure, Drama, Fantasy, Sci-Fi",,23 min. per ep.,PG - Children,82,Winter 2000,Saturdays at 18:28 (JST),
Murenase! Seton Gakuen,Seton Academy: Join the Pack!,6.93,1205,4489,201,TV,12,Finished Airing,"Jan 7, 2020 to Mar 24, 2020","Animax,       Tokyo MX,       Cygames,       Legs,       Happinet","None found, add some",Studio Gokumi,Web manga,"Comedy, Ecchi","Anthropomorphic, School",23 min. per ep.,PG-13 - Teens 13 or older,532,Winter 2020,Tuesdays at 00:30 (JST),
Monochrome Factor,,6.93,2847,4488,60,TV,24,Finished Airing,"Apr 8, 2008 to Sep 30, 2008","Sotsu,       Genco",Maiden Japan,A.C.G.T.,Manga,"Action, Boys Love, Supernatural",,24 min. per ep.,PG-13 - Teens 13 or older,218,Spring 2008,Tuesdays at 02:00 (JST),
Negima!?,Negima!? Magister Negi Magi,6.93,2152,4491,95,TV,26,Finished Airing,"Oct 4, 2006 to Mar 28, 2007","None found, add some","Funimation,       Sentai Filmworks","Shaft,       GANSIS",Manga,"Comedy, Fantasy, Romance, Ecchi","Harem, School",23 min. per ep.,PG-13 - Teens 13 or older,267,Fall 2006,Unknown,
Onegai! Samia Don,,6.93,12179,4492,1,TV,39,Finished Airing,"Apr 2, 1985 to Feb 4, 1986","Tokyo Movie Shinsha,       NHK","None found, add some",TMS Entertainment,Novel,"Comedy, Fantasy, Slice of Life",,26 min. per ep.,G - All Ages,7,Spring 1985,Unknown,Kids
Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki,Overlord: Ple Ple Pleiades - Nazarick's Greatest Crisis,6.93,2780,4493,63,OVA,1,Finished Airing,"Sep 30, 2016","None found, add some","None found, add some",Studio PuYUKAI,Light novel,"Action, Comedy, Fantasy",Isekai,30 min.,PG-13 - Teens 13 or older,46,,,
Peach Girl,Peach Girl: Super Pop Love Hurricane,6.93,2027,4494,105,TV,25,Finished Airing,"Jan 8, 2005 to Jun 25, 2005","TV Tokyo,       Marvelous Entertainment,       Studio Jack",Funimation,Studio Comet,Manga,"Drama, Romance","Love Polygon, School",24 min. per ep.,PG-13 - Teens 13 or older,849,Winter 2005,Saturdays at 07:00 (JST),Shoujo
Pokemon Diamond & Pearl Specials,,6.93,5972,4495,12,TV Special,2,Finished Airing,"Feb 3, 2011","None found, add some","None found, add some",OLM,Game,"Action, Comedy, Fantasy",,24 min. per ep.,PG - Children,5,,,Kids
Release the Spyce,,6.93,2540,4496,73,TV,12,Finished Airing,"Oct 7, 2018 to Dec 23, 2018","Mainichi Broadcasting System,       Pony Canyon,       Half H.P Studio,       KlockWorx,       Good Smile Company,       Tablier Communications,       Kadokawa,       Legs,       Hawkeye",Sentai Filmworks,Lay-duce,Original,Action,School,24 min. per ep.,PG-13 - Teens 13 or older,218,Fall 2018,Sundays at 02:38 (JST),
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,,6.93,5118,4497,17,OVA,1,Finished Airing,"Jun 20, 2013","AT-X,       KlockWorx,       ASCII Media Works","None found, add some",Project No.9,Light novel,"Comedy, Sports, Ecchi","School, Team Sports",25 min.,PG-13 - Teens 13 or older,8,,,
Ryuusei no Rockman Tribe,Megaman Star Force Tribe,6.93,7549,4498,6,TV,21,Finished Airing,"Nov 3, 2007 to Mar 29, 2008",Half H.P Studio,"None found, add some",Xebec,Game,Adventure,,10 min. per ep.,PG - Children,20,Fall 2007,Unknown,
"Shikabane Hime: Kuro – Soredemo, Hito to Shite","Corpse Princess: Kuro - Even So, As a Person",6.93,5366,4499,15,Special,1,Finished Airing,"Aug 5, 2009","None found, add some",Funimation,Gainax,Manga,"Action, Horror, Supernatural",,23 min.,R - 17+ (violence & profanity),8,,,Shounen
3x3 Eyes: Seima Densetsu,3x3 Eyes: Legend of the Divine Demon,6.91,5401,4601,15,OVA,3,Finished Airing,"Jul 25, 1995 to Jun 25, 1996","Toei Animation,       Bandai Visual,       Kodansha",Geneon Entertainment USA,Studio Junio,Manga,"Action, Adventure, Fantasy, Horror, Romance","Gore, Mythology",48 min. per ep.,R+ - Mild Nudity,45,,,Seinen
Shin Hokuto no Ken,New Fist of the North Star,6.93,5433,4500,15,OVA,3,Finished Airing,"Jul 24, 2003 to May 28, 2004","OB Planning,       Kitty Films,       Sega","ADV Films,       Sentai Filmworks",A.C.G.T.,Light novel,"Action, Drama, Sci-Fi","Gore, Martial Arts, Super Power",58 min. per ep.,R+ - Mild Nudity,19,,,Shounen
86 Special Edition: Senya ni Akaku Hinageshi no Saku,86 Eighty-Six: Special Edition - The Poppies Bloom Red on the Battlefield,6.91,3019,4602,53,TV Special,1,Finished Airing,"Jun 27, 2021",Aniplex,"None found, add some",A-1 Pictures,Light novel,"Action, Drama, Sci-Fi","Mecha, Military",23 min.,R - 17+ (violence & profanity),174,,,
Aldnoah.Zero Part 2,Aldnoah.Zero,6.91,774,4603,311,TV,12,Finished Airing,"Jan 11, 2015 to Mar 29, 2015","Aniplex,       Movic,       Nitroplus,       Houbunsha,       MAGES.,       Tokyo MX,       Asahi Broadcasting,       BS11",Aniplex of America,"A-1 Pictures,       TROYCA",Original,"Action, Sci-Fi","Mecha, Space",23 min. per ep.,R - 17+ (violence & profanity),743,Winter 2015,Sundays at 00:00 (JST),
Blade Runner: Black Out 2022,,6.91,3656,4604,38,ONA,1,Finished Airing,"Sep 26, 2017",dugout,"Crunchyroll,       Warner Bros. Pictures",CygamesPictures,Other,"Sci-Fi, Suspense",,15 min.,R - 17+ (violence & profanity),54,,,
Chimimo,,6.91,9245,4605,3,TV,12,Finished Airing,"Jul 8, 2022 to Sep 23, 2022","Shochiku,       Studio Mausu,       ensky,       Shueisha,       Toy's Factory,       Marui Group,       ADK Emotions,       BS Asahi,       TV Tokyo Communications",Sentai Filmworks,Shin-Ei Animation,Original,Comedy,Mythology,24 min. per ep.,G - All Ages,24,Summer 2022,Fridays at 01:30 (JST),
Dubu Wangu,Glorious Revenge of Ye Feng,6.91,14728,4607,713,ONA,40,Finished Airing,"Sep 29, 2023 to Feb 6, 2024",Youku,"None found, add some",Suoyi Technology,Web novel,"Action, Adventure, Fantasy","Historical, Martial Arts",11 min. per ep.,PG-13 - Teens 13 or older,3,,,
Chuunibyou demo Koi ga Shitai! Movie: Take On Me Mini-Drama - Koukai Chokuzen no... Kaiko Gekijou,"Love, Chunibyou and Other Delusions!: Take On Me Mini-Theater",6.91,4962,4606,19,ONA,24,Finished Airing,"Nov 17, 2017 to Jan 5, 2018","None found, add some","None found, add some",Kyoto Animation,Light novel,Comedy,,20 sec. per ep.,G - All Ages,36,,,
Gate Keepers,,6.91,4624,4608,22,TV,24,Finished Airing,"Apr 3, 2000 to Sep 18, 2000",Media Factory,Geneon Entertainment USA,Gonzo,Game,"Action, Comedy, Fantasy, Sci-Fi",Mecha,25 min. per ep.,PG-13 - Teens 13 or older,60,Spring 2000,Unknown,
Gokujou Seitokai,Best Student Council,6.91,4851,4609,20,TV,26,Finished Airing,"Apr 7, 2005 to Sep 29, 2005",Konami,ADV Films,J.C.Staff,Original,"Comedy, Slice of Life",School,24 min. per ep.,PG-13 - Teens 13 or older,73,Spring 2005,Unknown,
Gravitation,,6.91,1825,4610,120,TV,13,Finished Airing,"Oct 4, 2000 to Jan 10, 2001",Aniplex,Nozomi Entertainment,Studio Deen,Manga,"Boys Love, Comedy","Adult Cast, Music, Showbiz",22 min. per ep.,PG-13 - Teens 13 or older,"1,123",Fall 2000,Wednesdays at 18:30 (JST),Shoujo
Hoshi no Kirby,Kirby: Right Back at Ya!,6.91,3815,4611,34,TV,100,Finished Airing,"Oct 6, 2001 to Sep 27, 2003","CBC Television,       Nintendo",4Kids Entertainment,Studio Sign,Game,"Action, Adventure, Comedy, Fantasy",Parody,24 min. per ep.,PG - Children,345,Fall 2001,Saturdays at 19:30 (JST),
Iron Kid,Eon Kid,6.91,8437,4612,5,TV,26,Finished Airing,"Apr 6, 2006 to Sep 28, 2006","None found, add some",Manga Entertainment,Daewon Media,Original,"Action, Adventure, Comedy, Sci-Fi",,24 min. per ep.,G - All Ages,41,Spring 2006,Unknown,
16bit Sensation: Another Layer,,6.90,3131,4613,50,TV,13,Finished Airing,"Oct 5, 2023 to Dec 28, 2023","Aniplex,       Tokyo MX,       BS11,       Contents Seed","None found, add some",Silver,Web manga,"Comedy, Sci-Fi, Supernatural","Adult Cast, Otaku Culture, Time Travel, Workplace",23 min. per ep.,PG-13 - Teens 13 or older,216,Fall 2023,Thursdays at 00:30 (JST),
"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",91 Days: Shoal of Time/All Our Yesterdays/Tomorrow and Tomorrow,6.90,2952,4614,56,Special,1,Finished Airing,"Jul 5, 2017","None found, add some",Funimation,Shuka,Original,"Action, Drama, Suspense","Historical, Organized Crime",24 min.,R - 17+ (violence & profanity),29,,,
Ai Yori Aoshi: Enishi - Miyuki,,6.90,5076,4616,18,Special,1,Finished Airing,"Dec 31, 2003","None found, add some","Funimation,       Geneon Entertainment USA",J.C.Staff,Manga,"Comedy, Drama, Romance, Ecchi",,15 min.,PG-13 - Teens 13 or older,15,,,Seinen
Ace wo Nerae! (1979),Aim for the Ace!: The Movie,6.90,8520,4615,5,Movie,1,Finished Airing,"Sep 8, 1979","None found, add some",Discotek Media,Tokyo Movie Shinsha,Manga,"Drama, Romance, Sports",School,1 hr. 28 min.,PG-13 - Teens 13 or older,12,,,Shoujo
Animation Seisaku Shinkou Kuromi-chan,Animation Runner Kuromi,6.90,6283,4617,10,OVA,1,Finished Airing,"Mar 30, 2001",DAX Production,Central Park Media,Yumeta Company,Original,"Comedy, Drama","Adult Cast, Otaku Culture, Parody",37 min.,PG-13 - Teens 13 or older,12,,,
Aoki Ryuusei SPT Layzner,Blue Comet SPT Layzner,6.90,7322,4618,7,TV,38,Finished Airing,"Oct 3, 1985 to Jun 26, 1986","None found, add some",Discotek Media,Sunrise,Original,Sci-Fi,"Mecha, Military, Space",24 min. per ep.,PG-13 - Teens 13 or older,34,Fall 1985,Thursdays at 17:30 (JST),
Brotherhood: Final Fantasy XV,,6.90,2313,4619,85,ONA,5,Finished Airing,"Mar 31, 2016 to Sep 18, 2016","Square Enix,       RightTracks","None found, add some",A-1 Pictures,Game,Action,,14 min. per ep.,PG-13 - Teens 13 or older,198,,,
Choujigen Game Neptune The Animation,Hyperdimension Neptunia,6.90,1521,4620,153,TV,12,Finished Airing,"Jul 12, 2013 to Sep 27, 2013","Frontier Works,       Media Factory,       Idea Factory,       Magic Capsule,       Cinema Sunshine",Funimation,David Production,Game,"Action, Comedy, Fantasy, Sci-Fi",Parody,24 min. per ep.,PG-13 - Teens 13 or older,"1,200",Summer 2013,Unknown,
Endro~!,ENDRO!,6.90,2466,4622,77,TV,12,Finished Airing,"Jan 13, 2019 to Mar 31, 2019","Egg Firm,       Sega Games",Funimation,Studio Gokumi,Original,"Fantasy, Slice of Life",CGDCT,23 min. per ep.,PG-13 - Teens 13 or older,194,Winter 2019,Sundays at 01:00 (JST),
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,Is It Wrong to Try to Pick Up Girls in a Dungeon? III: Is It Wrong to Try to Find a Hot Spring in Orario?,6.90,2451,4621,77,OVA,1,Finished Airing,"Apr 28, 2021","Egg Firm,       SB Creative",Sentai Filmworks,J.C.Staff,Light novel,"Adventure, Comedy, Fantasy, Ecchi",,27 min.,PG-13 - Teens 13 or older,209,,,
Free! Take Your Marks: Character Butai Aisatsu,,6.90,7388,4623,7,Movie,4,Finished Airing,"Oct 28, 2017","None found, add some","None found, add some",Kyoto Animation,Original,Comedy,,5 min. per ep.,PG-13 - Teens 13 or older,1,,,
