Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics
Massara,,6.88,10783,4719,2,ONA,1,Finished Airing,"Nov 30, 2021",FIREBUG,"None found, add some",Enishiya,Music,Slice of Life,Music,6 min.,G - All Ages,10,,,
Mukamuka Paradise,,6.88,9876,4721,3,TV,51,Finished Airing,"Sep 4, 1993 to Aug 27, 1994","None found, add some","None found, add some",Nippon Animation,Manga,"Adventure, Comedy",,25 min. per ep.,G - All Ages,5,Fall 1993,Unknown,
Miyori no Mori,Miyori's Forest,6.88,5682,4720,13,TV Special,1,Finished Airing,"Aug 25, 2007","Fuji TV,       Atelier Musa","None found, add some",Nippon Animation,Manga,"Adventure, Drama, Fantasy",,1 hr. 47 min.,G - All Ages,20,,,Shoujo
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,Naruto the Movie 2: Legend of the Stone of Gelel,6.88,1024,4722,238,Movie,1,Finished Airing,"Aug 6, 2005",Bandai,VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy",,1 hr. 37 min.,PG-13 - Teens 13 or older,168,,,Shounen
Ninin ga Shinobuden,Ninja Nonsense,6.88,3768,4723,35,TV,12,Finished Airing,"Jul 10, 2004 to Sep 25, 2004","Toshiba Entertainment,       Happinet Pictures","Nozomi Entertainment,       NYAV Post",ufotable,Manga,Comedy,"Martial Arts, Parody",24 min. per ep.,R - 17+ (violence & profanity),134,Summer 2004,Saturdays at 00:30 (JST),
Pandane to Tamago-hime,Mr. Dough and the Egg Princess,6.88,8041,4724,5,Movie,1,Finished Airing,"Nov 20, 2010","None found, add some","None found, add some",Studio Ghibli,Original,"Adventure, Fantasy",,11 min.,PG-13 - Teens 13 or older,5,,,
Promare: Galo-hen,,6.88,4168,4725,28,ONA,1,Finished Airing,"May 24, 2019",XFLAG,GKIDS,Trigger,Original,"Action, Sci-Fi","Mecha, Super Power",10 min.,PG-13 - Teens 13 or older,11,,,
Qin Shi Mingyue: Zhu Zi Bai Jia,Qin's Moon: Hundred Schools of Thought,6.88,12299,4726,1,TV,34,Finished Airing,"Jun 10, 2011 to Aug 1, 2011","None found, add some","None found, add some",Sparkly Key Animation Studio,Novel,"Action, Fantasy","Historical, Martial Arts",22 min. per ep.,PG-13 - Teens 13 or older,6,Summer 2011,Unknown,
Rinne no Lagrange,Lagrange: The Flower of Rin-ne,6.88,2553,4728,72,TV,12,Finished Airing,"Jan 8, 2012 to Mar 25, 2012","Production I.G,       Bandai Visual,       Yomiuri Telecasting,       flying DOG,       Dwango",VIZ Media,Xebec,Original,"Action, Comedy, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,146,Winter 2012,Sundays at 22:00 (JST),
Radiant,,6.88,1146,4727,213,TV,21,Finished Airing,"Oct 6, 2018 to Feb 23, 2019","Studio Hibari,       NHK,       NHK Enterprises",Funimation,Lerche,Other,"Action, Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,438,Fall 2018,Saturdays at 17:35 (JST),
Samurai Flamenco,,6.88,1718,4729,132,TV,22,Finished Airing,"Oct 11, 2013 to Mar 28, 2014","Aniplex,       Dentsu,       Movic,       Fuji TV,       Kyoraku Industrial Holdings,       Hobibox,       DeNA",Aniplex of America,Manglobe,Original,"Action, Comedy, Fantasy","Adult Cast, Parody, Super Power",23 min. per ep.,R - 17+ (violence & profanity),889,Fall 2013,Fridays at 01:20 (JST),
Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,,6.88,6178,4730,11,Special,2,Finished Airing,"Feb 5, 2014 to Mar 5, 2014",Starchild Records,Discotek Media,Satelight,Original,Comedy,Idols (Female),13 min. per ep.,PG-13 - Teens 13 or older,10,,,
Servamp,,6.88,854,4731,288,TV,12,Finished Airing,"Jul 5, 2016 to Sep 20, 2016","Frontier Works,       Lantis,       Kadokawa Shoten,       AT-X,       Sony Music Communications,       Hakuhodo DY Music & Pictures,       Yomiuri TV Enterprise,       Adores,       Heroz",Funimation,"Brain's Base,       Platinum Vision",Manga,"Action, Fantasy",Vampire,24 min. per ep.,R - 17+ (violence & profanity),"1,315",Summer 2016,Tuesdays at 23:00 (JST),Josei
Soukou Kihei Votoms: Kakuyaku taru Itan,Armored Trooper Votoms: Brilliantly Shining Heresy,6.88,9111,4732,4,OVA,5,Finished Airing,"Mar 21, 1994 to Nov 21, 1994","None found, add some","None found, add some",Sunrise,Original,"Drama, Sci-Fi","Mecha, Military",30 min. per ep.,PG-13 - Teens 13 or older,6,,,
Sumomomo Momomo: Chijou Saikyou no Yome Specials,,6.88,5851,4733,12,Special,2,Finished Airing,"Aug 24, 2007",Square Enix,"None found, add some",Studio Hibari,Manga,"Comedy, Romance, Ecchi",Martial Arts,23 min. per ep.,PG-13 - Teens 13 or older,8,,,
Sword Art Online: Alicization - War of Underworld Reflection,,6.88,3063,4734,52,TV Special,1,Finished Airing,"Oct 6, 2019","Aniplex,       Egg Firm","None found, add some",A-1 Pictures,Light novel,"Action, Adventure, Fantasy",Video Game,24 min.,R - 17+ (violence & profanity),88,,,
Toaru Majutsu no Index-tan II,A Certain Magical Index II: Specials,6.88,3607,4735,39,Special,2,Finished Airing,"Jan 26, 2011 to Jun 22, 2011","None found, add some","None found, add some",J.C.Staff,Light novel,Comedy,Parody,10 min. per ep.,PG-13 - Teens 13 or older,35,,,
Uta∽Kata: Shotou no Futanatsu,Utakata: Summer Pair of Early Winter,6.88,7885,4736,6,Special,1,Finished Airing,"Apr 22, 2005","Bandai Visual,       gimik",Sentai Filmworks,HAL Film Maker,Original,"Drama, Fantasy","Mahou Shoujo, Psychological",24 min.,PG-13 - Teens 13 or older,6,,,
