Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics
Grenadier: Hohoemi no Senshi,Grenadier: The Beautiful Warrior,6.68,2946,5761,56,TV,12,Finished Airing,"Oct 14, 2004 to Jan 13, 2005",Fall 2004,Fridays at 00:35 (JST),"Shochiku,       Kadokawa Shoten,       Toshiba Entertainment",Media Blasters,"Group TAC,       Studio Live",Manga,"Action, Adventure, Comedy, Ecchi",,24 min. per ep.,PG-13 - Teens 13 or older,78,Shounen
Haou Taikei Ryuu Knight,Lord of Lords Ryu Knight,6.68,9385,5762,3,TV,52,Finished Airing,"Apr 5, 1994 to Mar 28, 1995",Spring 1994,Tuesdays at 18:00 (JST),"None found, add some","None found, add some",Sunrise,Manga,"Action, Adventure, Fantasy",Mecha,25 min. per ep.,PG-13 - Teens 13 or older,6,
Hoshizora e Kakaru Hashi,A Bridge to the Starry Skies,6.68,1355,5764,177,TV,12,Finished Airing,"Apr 11, 2011 to Jun 27, 2011",Spring 2011,Mondays at 09:00 (JST),"Dentsu,       Sotsu,       Marvelous Entertainment,       Pony Canyon,       feng,       PRA,       Jumondo","None found, add some",Doga Kobo,Visual novel,"Comedy, Romance, Ecchi","Harem, School",25 min. per ep.,R+ - Mild Nudity,352,
Hiyokoi (2012),,6.68,4131,5763,29,Special,3,Finished Airing,"Dec 2, 2012 to Dec 16, 2012",,,TV Tokyo,"None found, add some",Production I.G,Manga,Romance,School,1 min. per ep.,G - All Ages,25,Shoujo
Hua Jianghu: Bu Liang Ren V,,6.68,14611,5765,743,ONA,12,Finished Airing,"Jan 20, 2022 to Mar 31, 2022",,,Tencent Penguin Pictures,"None found, add some",Rocen,Original,"Drama, Fantasy, Romance","Historical, Martial Arts",27 min. per ep.,PG-13 - Teens 13 or older,3,
Joker Game: Kuroneko Yoru no Bouken,,6.68,5421,5766,15,Special,2,Finished Airing,"Jul 27, 2016 to Sep 28, 2016",,,"None found, add some","None found, add some",Production I.G,Novel,Drama,"Historical, Military",4 min. per ep.,R - 17+ (violence & profanity),7,
Jue Ji,L.O.R.D: Legend of Ravaging Dynasties,6.68,14698,5767,721,Movie,1,Finished Airing,"Sep 30, 2016",,,"None found, add some","None found, add some",Original Force,Novel,"Adventure, Fantasy",,1 hr. 57 min.,R - 17+ (violence & profanity),6,
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",Our Last Crusade or the Rise of a New World,6.68,847,5768,289,TV,12,Finished Airing,"Oct 7, 2020 to Dec 23, 2020",Fall 2020,Wednesdays at 23:30 (JST),"Pony Canyon,       Kadokawa,       Bit grooove promotion,       A3",Funimation,SILVER LINK.,Light novel,"Action, Fantasy, Romance",Military,23 min. per ep.,PG-13 - Teens 13 or older,"1,337",
Kindaichi Shounen no Jikenbo: Shinigami Byouin Satsujin Jiken,,6.68,11852,5769,1,Special,1,Finished Airing,"Apr 27, 1997",,,"None found, add some","None found, add some",Toei Animation,Manga,Mystery,,48 min.,R - 17+ (violence & profanity),1,Shounen
Koukaku Kidoutai Nyuumon Arise,,6.68,7150,5770,7,TV,26,Finished Airing,"Jan 7, 2014 to Jul 1, 2014",Winter 2014,Tuesdays at 01:00 (JST),Bandai Visual,"None found, add some",Production I.G,Unknown,Comedy,,4 min. per ep.,PG-13 - Teens 13 or older,8,
Meiji Tokyo Renka Movie 1: Yumihari no Serenade,,6.68,5893,5772,12,Movie,1,Finished Airing,"Jul 18, 2015",,,MAGES.,"None found, add some",Studio Deen,Visual novel,"Fantasy, Romance","Reverse Harem, Time Travel",1 hr.,PG-13 - Teens 13 or older,22,Josei
Majokko Megu-chan,,6.68,9246,5771,3,TV,72,Finished Airing,"Apr 1, 1974 to Sep 29, 1975",Spring 1974,Unknown,"None found, add some","None found, add some",Toei Animation,Original,,Mahou Shoujo,25 min. per ep.,PG-13 - Teens 13 or older,10,
Mirai Shounen Conan: Kyodaiki Gigant no Fukkatsu,,6.68,11152,5773,2,Movie,1,Finished Airing,"Mar 11, 1984",,,"None found, add some","None found, add some",Nippon Animation,Novel,"Adventure, Drama, Sci-Fi",,48 min.,PG-13 - Teens 13 or older,6,
Ninja Hattori-kun (2012),,6.68,10061,5774,3,TV,52,Finished Airing,"May 13, 2012 to Feb 16, 2015",Spring 2012,Not scheduled once per week,TV Asahi,"None found, add some",Shin-Ei Animation,Manga,Comedy,,24 min. per ep.,G - All Ages,1,
Nishi no Yoki Majo: Astraea Testament,The Good Witch Of The West,6.68,4913,5775,19,TV,13,Finished Airing,"Apr 8, 2006 to Jul 1, 2006",Spring 2006,Saturdays at 01:45 (JST),"Mellow Head,       Imagica,       Mag Garden,       Tablier Communications,       On The Run,       Geneon Entertainment",Maiden Japan,HAL Film Maker,Light novel,"Comedy, Drama, Fantasy, Mystery, Romance",,24 min. per ep.,PG-13 - Teens 13 or older,53,
Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru,,6.68,4097,5776,29,TV Special,1,Finished Airing,"Dec 5, 2019",,,"Aniplex,       Movic,       Barnum Studio,       Tokyo MX,       Q-Tec,       Docomo Anime Store,       BS11,       Straight Edge,       Kadokawa",Aniplex of America,Connect,Light novel,"Comedy, Romance",School,23 min.,PG-13 - Teens 13 or older,43,
Out of Sight,,6.68,19018,5777,280,Movie,1,Finished Airing,"Jul 31, 2010",,,"None found, add some","None found, add some","None found, add some",Original,"Adventure, Fantasy, Slice of Life",,5 min.,G - All Ages,1,
Overlord: Ple Ple Pleiades 4,,6.68,5437,5778,15,ONA,13,Finished Airing,"Jul 5, 2022 to Sep 27, 2022",,,"None found, add some","None found, add some",Studio PuYUKAI,Light novel,"Comedy, Fantasy",Isekai,2 min. per ep.,PG-13 - Teens 13 or older,21,
Oyayubi Hime Monogatari,Thumbelina: A Magical Story,6.68,11220,5779,2,TV,26,Finished Airing,"Sep 30, 1992 to Mar 31, 1993",Fall 1992,Unknown,Enoki Films,"None found, add some",Meruhensha,Book,"Adventure, Fantasy",,24 min. per ep.,G - All Ages,14,Kids
Padak Padak,PADAK,6.68,13715,5780,976,Movie,1,Finished Airing,"Jul 25, 2012",,,eigoMANGA,"None found, add some","None found, add some",Original,Drama,,1 hr. 18 min.,PG-13 - Teens 13 or older,10,
Princess Lover!,,6.68,1067,5782,229,TV,12,Finished Airing,"Jul 6, 2009 to Sep 21, 2009",Summer 2009,Mondays at 00:30 (JST),Dream Force,"None found, add some",GoHands,Visual novel,"Comedy, Ecchi","Harem, School",23 min. per ep.,R+ - Mild Nudity,386,
Juushin Liger,Bio Armor Ryger,6.67,10376,5785,2,TV,43,Finished Airing,"Mar 11, 1989 to Jan 27, 1990",Spring 1989,Unknown,"None found, add some","None found, add some",Sunrise,Unknown,"Action, Sci-Fi",Mecha,25 min. per ep.,PG-13 - Teens 13 or older,1,
Pokemon Best Wishes! Season 2: Episode N,Pokémon: Black & White: Adventures in Unova,6.68,3162,5781,49,TV,14,Finished Airing,"Jan 17, 2013 to Apr 18, 2013",Winter 2013,Thursdays at 19:00 (JST),TV Tokyo,The Pokemon Company International,OLM,Game,"Action, Adventure, Comedy, Fantasy",,22 min. per ep.,PG - Children,30,Kids
Rilu Rilu Fairilu: Yousei no Door,,6.68,9944,5784,3,TV,59,Finished Airing,"Feb 6, 2016 to Mar 25, 2017",Winter 2016,Saturdays at 07:00 (JST),Sotsu,"None found, add some",Studio Deen,Original,"Fantasy, Slice of Life",,24 min. per ep.,G - All Ages,9,
Re:Stage! Dream Days♪,,6.68,6089,5783,11,TV,12,Finished Airing,"Jul 7, 2019 to Sep 29, 2019",Summer 2019,Sundays at 22:00 (JST),"Pony Canyon,       Yomiuri TV Enterprise,       Bit Promotion",Sentai Filmworks,"Yumeta Company,       Graphinica",Mixed media,Slice of Life,"Idols (Female), Music, School",23 min. per ep.,PG-13 - Teens 13 or older,38,
Kakegurui Picture Drama,,6.67,3760,5786,35,Special,3,Finished Airing,"Oct 13, 2017 to Feb 9, 2018",,,"None found, add some","None found, add some",MAPPA,Manga,"Comedy, Suspense","High Stakes Game, Strategy Game",2 min. per ep.,R - 17+ (violence & profanity),47,
Kitty's Paradise,Hello Kitty's Paradise,6.67,10456,5787,2,TV,16,Finished Airing,"Apr 6, 1994 to Sep 28, 1994",Spring 1994,Unknown,Bones,ADV Films,Sanrio,Original,Fantasy,,8 min. per ep.,G - All Ages,11,Kids
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex - The Laughing Man - Tachikomatic Days,6.67,7581,5788,6,Special,1,Finished Airing,"Sep 23, 2005",,,"None found, add some",Bandai Entertainment,Production I.G,Manga,"Comedy, Sci-Fi",Mecha,2 min.,PG - Children,1,
Kyouryuu Boukenki Jura Tripper,,6.67,10655,5789,2,TV,39,Finished Airing,"Apr 2, 1995 to Dec 24, 1995",Spring 1995,Sundays at 07:30 (JST),"None found, add some","None found, add some",Ashi Productions,Other,"Adventure, Drama, Fantasy, Sci-Fi",,25 min. per ep.,G - All Ages,15,
Lostorage Incited WIXOSS,,6.67,2899,5790,58,TV,12,Finished Airing,"Oct 8, 2016 to Dec 24, 2016",Fall 2016,Saturdays at 00:30 (JST),Warner Bros. Japan,Crunchyroll,J.C.Staff,Card game,Suspense,"High Stakes Game, Psychological, Strategy Game",23 min. per ep.,R - 17+ (violence & profanity),107,
Lupin III: Lupin Ikka Seizoroi,,6.67,9057,5791,4,Special,1,Finished Airing,"Mar 28, 2012",,,Tokyo Movie Shinsha,"None found, add some","None found, add some",Manga,"Adventure, Comedy",Adult Cast,10 min.,PG-13 - Teens 13 or older,0,Seinen
Mahouka Koukou no Yuutousei,The Honor Student at Magic High School,6.67,1686,5792,134,TV,13,Finished Airing,"Jul 3, 2021 to Sep 25, 2021",Summer 2021,Saturdays at 23:30 (JST),Aniplex,Aniplex of America,Connect,Manga,"Fantasy, Sci-Fi",School,23 min. per ep.,PG-13 - Teens 13 or older,738,
Manaria Friends,Mysteria Friends,6.67,1779,5793,125,TV,10,Finished Airing,"Jan 21, 2019 to Mar 25, 2019",Winter 2019,Mondays at 00:30 (JST),"Asmik Ace,       Cygames,       Happinet",Sentai Filmworks,CygamesPictures,Card game,"Fantasy, Slice of Life","Iyashikei, School",14 min. per ep.,PG-13 - Teens 13 or older,313,
Marginal#4: Kiss kara Tsukuru Big Bang,MARGINAL #4 the Animation,6.67,5241,5794,16,TV,12,Finished Airing,"Jan 12, 2017 to Mar 30, 2017",Winter 2017,Thursdays at 23:30 (JST),"Sotsu,       Movic,       Warner Bros. Japan,       KlockWorx","None found, add some",J.C.Staff,Music,Comedy,"Idols (Male), Music, School",23 min. per ep.,PG-13 - Teens 13 or older,91,
Megumi no Daigo: Kyuukoku no Orange,Firefighter Daigo: Rescuer in Orange,6.67,4339,5795,26,TV,23,Finished Airing,"Sep 30, 2023 to Mar 23, 2024",Fall 2023,Saturdays at 17:30 (JST),"Yomiuri Telecasting,       Kodansha,       Crunchyroll","None found, add some",Brain's Base,Manga,"Action, Drama","Adult Cast, Workplace",23 min. per ep.,PG-13 - Teens 13 or older,68,Shounen
Mikagura Gakuen Kumikyoku (TV),Mikagura School Suite,6.67,2245,5796,90,TV,12,Finished Airing,"Apr 7, 2015 to Jun 23, 2015",Spring 2015,Tuesdays at 02:35 (JST),"Media Factory,       Movic,       AT-X,       Showgate",Funimation,Doga Kobo,Mixed media,"Action, Comedy, Fantasy, Girls Love","School, Super Power, Visual Arts",24 min. per ep.,PG-13 - Teens 13 or older,176,
Monster Strike The Animation,,6.67,8254,5797,5,ONA,63,Finished Airing,"Jul 8, 2018 to Dec 31, 2019",,,XFLAG,"None found, add some","Anima,       ILCA,       Studio GOONEYS,       Dynamo Pictures,       CGCG Studio",Game,"Action, Fantasy",Video Game,10 min. per ep.,PG-13 - Teens 13 or older,7,
Norimono Oukoku BuBu ChaCha,,6.67,13188,5798,1,TV,26,Finished Airing,"Apr 29, 1999 to Nov 25, 1999",Spring 1999,Thursdays at 18:00 (JST),"None found, add some","None found, add some",Daume,Original,"Comedy, Slice of Life",Pets,20 min. per ep.,G - All Ages,2,
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",Shomin Sample,6.67,872,5800,281,TV,12,Finished Airing,"Oct 7, 2015 to Dec 23, 2015",Fall 2015,Wednesdays at 23:30 (JST),"Sotsu,       AT-X,       Memory-Tech,       Showgate,       Happinet Pictures,       BS Fuji,       MAGES.,       Contents Seed,       Ichijinsha",Funimation,SILVER LINK.,Light novel,"Comedy, Romance, Ecchi","Harem, School",23 min. per ep.,PG-13 - Teens 13 or older,458,
Wangu Jian Shen (2022),Everlasting God Of Sword,6.65,13419,5901,1,ONA,26,Finished Airing,"Sep 30, 2022 to Mar 17, 2023",,,Youku,"None found, add some",2:10 AM Animation,Web novel,"Action, Adventure, Fantasy",Martial Arts,14 min. per ep.,PG-13 - Teens 13 or older,6,
Xiong Bing Lian: Zhu Tian Jianglin,,6.65,16736,5902,445,ONA,26,Finished Airing,"Jan 24, 2019 to Jul 18, 2019",,,"None found, add some","None found, add some",Transcendence Picture,Original,"Action, Mystery, Sci-Fi, Supernatural","Military, Space",19 min. per ep.,R - 17+ (violence & profanity),1,
Xiyou Ji: Dasheng Guilai,Monkey King: Hero Is Back,6.65,10118,5903,2,Movie,1,Finished Airing,"Jul 10, 2015",,,Bytehoo,"None found, add some",October Media,Original,"Adventure, Fantasy, Supernatural","Historical, Martial Arts",1 hr. 27 min.,PG-13 - Teens 13 or older,5,
Ooyukiumi no Kaina,Kaina of the Great Snow Sea,6.67,3200,5799,48,TV,11,Finished Airing,"Jan 12, 2023 to Mar 23, 2023",Winter 2023,Thursdays at 00:55 (JST),"Sony Pictures Entertainment,       Dentsu,       Fuji TV,       BS Fuji,       bilibili,       Crunchyroll,       NetEase","None found, add some",Polygon Pictures,Original,Fantasy,,22 min. per ep.,PG-13 - Teens 13 or older,164,
Zhongguo Qi Tan,Yao-Chinese Folktales,6.65,12768,5904,1,ONA,8,Finished Airing,"Jan 1, 2023 to Feb 12, 2023",,,bilibili,"None found, add some",Shanghai Animation Film Studio,Original,Fantasy,,18 min. per ep.,PG-13 - Teens 13 or older,7,
Aikatsu on Parade! (ONA),,6.65,10453,5905,2,ONA,6,Finished Airing,"Mar 28, 2020 to Jul 11, 2020",,,Sunrise Music,"None found, add some",Bandai Namco Pictures,Game,Slice of Life,"Idols (Female), Music, School",12 min. per ep.,PG - Children,3,
Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,,6.65,3389,5906,43,Special,7,Finished Airing,"Dec 26, 2014 to Jun 26, 2015",,,Avex Entertainment,"None found, add some",Kyoto Animation,Light novel,Comedy,Workplace,3 min. per ep.,PG-13 - Teens 13 or older,17,
Bakuretsu Hunters,Sorcerer Hunters,6.65,4629,5907,22,TV,26,Finished Airing,"Oct 3, 1995 to Mar 26, 1996",Fall 1995,Tuesdays at 18:00 (JST),"Sotsu,       Movic,       TV Tokyo Music","ADV Films,       Discotek Media",Xebec,Manga,"Adventure, Comedy, Fantasy, Ecchi",,23 min. per ep.,R - 17+ (violence & profanity),43,Shounen
Bakuretsu Tenshi: Infinity Special,,6.65,8038,5908,5,Special,1,Finished Airing,"Mar 23, 2007",,,Media Factory,Funimation,Gonzo,Original,"Action, Sci-Fi",Mecha,2 min.,PG-13 - Teens 13 or older,1,
Beyblade Burst Sparking,Beyblade Burst Surge,6.65,7418,5909,7,ONA,52,Finished Airing,"Apr 3, 2020 to Mar 19, 2021",,,ADK Emotions,ADK Emotions NY Inc.,OLM,Manga,"Action, Adventure, Sci-Fi",,12 min. per ep.,PG - Children,41,Kids
Bokura no Nanokakan Sensou,Seven Days War,6.65,4029,5910,31,Movie,1,Finished Airing,"Dec 13, 2019",,,"None found, add some",Crunchyroll,Ajia-do,Novel,"Action, Comedy, Drama",,1 hr. 27 min.,PG - Children,54,
Cardfight!! Vanguard G Next,,6.65,6116,5911,11,TV,52,Finished Airing,"Oct 2, 2016 to Oct 1, 2017",Fall 2016,Sundays at 10:00 (JST),"Sotsu,       Ace Crew Entertainment","None found, add some",OLM,Card game,Action,Strategy Game,24 min. per ep.,PG-13 - Teens 13 or older,18,
Concrete Revolutio: Choujin Gensou,Concrete Revolutio,6.65,2239,5912,90,TV,13,Finished Airing,"Oct 4, 2015 to Dec 27, 2015",Fall 2015,Sundays at 23:00 (JST),"Bandai Visual,       Lantis,       Tokyo MX,       Animatic,       Hakuhodo DY Media Partners,       Techno Sound,       Anime Consortium Japan",Funimation,Bones,Original,"Action, Drama, Fantasy, Mystery, Sci-Fi","Mythology, Super Power",24 min. per ep.,PG-13 - Teens 13 or older,215,
D.C. I&II P.S.P. Re-Animated,,6.65,7664,5913,6,OVA,1,Finished Airing,"Oct 28, 2010",,,"None found, add some","None found, add some",Zexcs,Visual novel,"Drama, Romance",Harem,22 min.,PG-13 - Teens 13 or older,1,
Eat-Man '98,,6.65,7621,5914,6,TV,12,Finished Airing,"Oct 8, 1998 to Dec 23, 1998",Fall 1998,Thursdays at 01:45 (JST),"None found, add some","Bandai Entertainment,       Discotek Media",Studio Deen,Manga,"Action, Adventure, Sci-Fi",Super Power,23 min. per ep.,PG-13 - Teens 13 or older,8,Shounen
Fate/Zero: Onegai! Einzbern Soudanshitsu,Fate/Zero: Please! Einzbern Counseling Room,6.65,3635,5916,38,Special,6,Finished Airing,"Mar 7, 2012 to Sep 19, 2012",,,Aniplex,Aniplex of America,ufotable,Original,Comedy,,13 min. per ep.,PG-13 - Teens 13 or older,16,
Eureka Seven AO,,6.65,2136,5915,96,TV,24,Finished Airing,"Apr 13, 2012 to Nov 20, 2012",Spring 2012,Fridays at 01:55 (JST),"Bandai Visual,       Kadokawa Shoten,       Mainichi Broadcasting System,       Bandai,       Sony Music Entertainment,       Bandai Namco Games,       Sammy,       Hakuhodo DY Media Partners,       Bandai Channel",Funimation,Bones,Manga,"Action, Adventure, Drama, Sci-Fi",Mecha,24 min. per ep.,PG-13 - Teens 13 or older,202,
Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,The Galaxy Railways: A Letter from the Abandoned Planet,6.65,9998,5917,3,OVA,4,Finished Airing,"Dec 30, 2006 to Apr 25, 2007",,,"None found, add some",Discotek Media,Planet,Original,"Drama, Sci-Fi",Space,30 min. per ep.,PG-13 - Teens 13 or older,2,
Glass no Hana to Kowasu Sekai,Garakowa -Restore the World-,6.65,3939,5918,32,Movie,1,Finished Airing,"Jan 9, 2016",,,"Pony Canyon,       DAX Production",Ponycan USA,A-1 Pictures,Original,Sci-Fi,,1 hr. 6 min.,PG-13 - Teens 13 or older,88,
Godzilla: S.P,Godzilla Singular Point,6.65,2642,5919,68,TV,13,Finished Airing,"Apr 1, 2021 to Jun 24, 2021",Spring 2021,Thursdays at 22:30 (JST),"TOHO animation,       Toho Music","None found, add some","Bones,       Orange",Original,"Action, Award Winning, Mystery, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,381,
Goshuushou-sama Ninomiya-kun,Good Luck! Ninomiya-kun,6.65,2110,5920,98,TV,12,Finished Airing,"Oct 5, 2007 to Dec 21, 2007",Fall 2007,Unknown,Kadokawa Shoten,Funimation,AIC Spirits,Light novel,"Comedy, Fantasy, Ecchi",Harem,24 min. per ep.,R+ - Mild Nudity,177,
Happiness!: Watarase Jun no Kareinaru Ichinichi,,6.65,7574,5922,6,OVA,1,Finished Airing,"Jan 25, 2007",,,"None found, add some","None found, add some",Artland,Visual novel,"Comedy, Fantasy",Magical Sex Shift,23 min.,PG-13 - Teens 13 or older,7,
Hanaukyou Maid-tai OVA,,6.65,6425,5921,10,OVA,3,Finished Airing,"Sep 19, 2001 to Nov 7, 2001",,,m.o.e.,"None found, add some",Daume,Manga,"Comedy, Romance, Ecchi",Harem,14 min. per ep.,R+ - Mild Nudity,5,Shounen
Hatsukoi Limited.: Gentei Shoujo,Hatsukoi Limited Shorts,6.65,5158,5924,17,Special,6,Finished Airing,"Jul 24, 2009 to Dec 23, 2009",,,"None found, add some",Sentai Filmworks,J.C.Staff,Manga,"Comedy, Ecchi",School,4 min. per ep.,PG-13 - Teens 13 or older,7,Shounen
Inazuma Eleven Go: Galaxy,,6.65,3132,5926,50,TV,43,Finished Airing,"May 8, 2013 to Mar 19, 2014",Spring 2013,Wednesdays at 19:00 (JST),"None found, add some","None found, add some",OLM,Game,Sports,"Super Power, Team Sports",23 min. per ep.,G - All Ages,102,Shounen
Hikari to Mizu no Daphne Specials,,6.65,9621,5925,3,Special,2,Finished Airing,"Apr 23, 2004 to Oct 22, 2004",,,"None found, add some",Sentai Filmworks,J.C.Staff,Original,"Action, Comedy, Ecchi",,24 min. per ep.,PG-13 - Teens 13 or older,0,
Harukana Receive,,6.65,1936,5923,112,TV,12,Finished Airing,"Jul 6, 2018 to Sep 21, 2018",Summer 2018,Fridays at 21:00 (JST),"AT-X,       Houbunsha,       Docomo Anime Store,       Kadokawa Media House,       Kadokawa",Funimation,C2C,Manga,Sports,Team Sports,23 min. per ep.,PG-13 - Teens 13 or older,173,
Kibou no Chikara: Otona Precure '23,Power of Hope ~Precure Full Bloom~,6.65,7088,5928,7,TV,12,Finished Airing,"Oct 7, 2023 to Dec 23, 2023",Fall 2023,Saturdays at 18:25 (JST),"None found, add some","None found, add some","Toei Animation,       Studio Deen",Original,"Action, Fantasy","Adult Cast, Mahou Shoujo",25 min. per ep.,PG-13 - Teens 13 or older,32,
Karakuri Kiden: Hiwou Senki,Hiwou War Chronicles,6.65,10648,5927,2,TV,26,Finished Airing,"Oct 24, 2000 to May 1, 2001",Fall 2000,Tuesdays at 18:30 (JST),Bandai Visual,Bandai Entertainment,Bones,Original,"Action, Adventure","Historical, Mecha",25 min. per ep.,None,3,
Kidou Senshi Gundam ZZ,Mobile Suit Gundam ZZ,6.65,3353,5929,44,TV,47,Finished Airing,"Mar 1, 1986 to Jan 31, 1987",Spring 1986,Saturdays at 17:30 (JST),"Sotsu,       Nagoya Broadcasting Network",Nozomi Entertainment,Sunrise,Original,"Action, Comedy, Drama, Sci-Fi","Mecha, Military, Space",24 min. per ep.,PG-13 - Teens 13 or older,173,
Luo Xiao Hei Zhan Ji: Fan Wai,,6.65,13270,5930,1,ONA,5,Finished Airing,"Jul 10, 2011 to Nov 21, 2020",,,"None found, add some","None found, add some",HMCH,Original,Comedy,"Music, Parody, School",1 min. per ep.,PG-13 - Teens 13 or older,1,
Mayoi Neko Overrun!,Stray Cats Overrun!,6.65,1636,5932,140,TV,13,Finished Airing,"Apr 6, 2010 to Jun 29, 2010",Spring 2010,Unknown,"Geneon Universal Entertainment,       Frontier Works,       KlockWorx","None found, add some",AIC,Light novel,"Comedy, Romance",Harem,24 min. per ep.,PG-13 - Teens 13 or older,210,
Night Wizard,,6.65,3704,5933,36,TV,13,Finished Airing,"Oct 3, 2007 to Dec 26, 2007",Fall 2007,Unknown,TYO,"None found, add some",HAL Film Maker,Game,"Action, Adventure, Fantasy",,25 min. per ep.,PG-13 - Teens 13 or older,55,
Maihime,,6.65,11101,5931,2,OVA,1,Finished Airing,"Aug 1, 2006",,,"None found, add some","None found, add some",Toei Animation,Unknown,"Drama, Romance","Historical, Performing Arts",30 min.,R+ - Mild Nudity,2,
Nyanpire The Animation,,6.65,4187,5934,28,TV,12,Finished Airing,"Jul 6, 2011 to Sep 21, 2011",Summer 2011,Wednesdays at 22:54 (JST),"None found, add some","None found, add some",Gonzo,Manga,"Comedy, Supernatural","Anthropomorphic, Vampire",4 min. per ep.,G - All Ages,89,
Onegai☆Teacher: Reminiscence Disc,,6.65,8449,5935,5,OVA,1,Finished Airing,"Mar 28, 2003",,,"Bandai Visual,       Genco","None found, add some","None found, add some",Original,"Comedy, Romance, Sci-Fi",,57 min.,PG-13 - Teens 13 or older,0,
Ooi! Tonbo,Tonbo!,6.65,6970,5936,8,TV,Unknown,Currently Airing,"Apr 6, 2024 to ?",Spring 2024,Saturdays at 10:00 (JST),"TV Tokyo,       Shogakukan-Shueisha Productions,       TOHO,       Shogakukan Music & Digital Entertainment,       Shogakukan,       BS TV Tokyo,       Techno Sound,       Happinet Phantom Studios,       Golf Digest Sha","None found, add some",OLM,Manga,"Drama, Sports",,24 min.,PG-13 - Teens 13 or older,23,
