Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Fate/kaleid liner Prisma☆Illya 2wei! Specials,Fate/Kaleid Liner Prisma Illya 2Wei! Shorts,6.81,3336,5058,44,Special,5,Finished Airing,"Sep 26, 2014 to Jan 30, 2015","Lantis,       DAX Production",Sentai Filmworks,SILVER LINK.,Manga,"Comedy, Fantasy, Ecchi",Mahou Shoujo,,5 min. per ep.,PG-13 - Teens 13 or older,20,,
Gi(a)rlish Number,Girlish Number,6.81,2059,5062,102,TV,12,Finished Airing,"Oct 7, 2016 to Dec 23, 2016","Frontier Works,       TBS,       DAX Production,       ASCII Media Works,       NBCUniversal Entertainment Japan,       i0+,       Medicos Entertainment,       NichiNare",Sentai Filmworks,Diomedéa,Mixed media,Slice of Life,"Adult Cast, Showbiz",,24 min. per ep.,PG-13 - Teens 13 or older,161,Fall 2016,Fridays at 02:28 (JST)
Grappler Baki,,6.81,4700,5063,22,OVA,1,Finished Airing,"Aug 21, 1994","None found, add some",Central Park Media,Knack Productions,Manga,Sports,"Combat Sports, Gore",Shounen,45 min.,R - 17+ (violence & profanity),52,,
Happiness Charge Precure!,,6.81,5828,5064,12,TV,49,Finished Airing,"Feb 2, 2014 to Jan 25, 2015","None found, add some","None found, add some",Toei Animation,Original,"Action, Fantasy",Mahou Shoujo,,24 min. per ep.,G - All Ages,77,Winter 2014,Unknown
Honoo no Mirage: Minagiwa no Hangyakusha,Mirage of Blaze: Rebels of the River Edge,6.81,6164,5066,11,OVA,3,Finished Airing,"Jul 28, 2004 to Nov 26, 2004",Aniplex,Media Blasters,Madhouse,Light novel,"Action, Boys Love, Drama, Supernatural","Historical, Reincarnation",Shoujo,30 min. per ep.,R - 17+ (violence & profanity),28,,
Heroman,,6.81,3485,5065,41,TV,26,Finished Airing,"Apr 1, 2010 to Sep 23, 2010","TV Tokyo,       Dentsu,       Square Enix","None found, add some",Bones,Original,"Action, Sci-Fi","Mecha, Super Power",,24 min. per ep.,PG-13 - Teens 13 or older,82,Spring 2010,Thursdays at 18:00 (JST)
Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,,6.81,4057,5067,30,Special,1,Finished Airing,"Dec 21, 2011","None found, add some","None found, add some",Doga Kobo,Visual novel,"Comedy, Romance, Ecchi",School,,26 min.,R+ - Mild Nudity,6,,
Hypnosis Mic: Division Rap Battle - Rhyme Anima,,6.81,2786,5068,62,TV,13,Finished Airing,"Oct 3, 2020 to Dec 26, 2020","Aniplex,       Half H.P Studio,       Evil Line Records",Aniplex of America,A-1 Pictures,Mixed media,Sci-Fi,"Adult Cast, Music",,24 min. per ep.,R - 17+ (violence & profanity),740,Fall 2020,Saturdays at 00:00 (JST)
Ichigo 100% Special 2,Strawberry 100%,6.81,4964,5069,19,Special,1,Finished Airing,"Dec 14, 2005","None found, add some","None found, add some",Madhouse,Manga,"Comedy, Romance, Ecchi",,Shounen,23 min.,PG-13 - Teens 13 or older,8,,
Inazuma Eleven: Outer Code,,6.81,6984,5070,8,ONA,6,Finished Airing,"Nov 4, 2016 to Aug 19, 2017","OLM,       Level-5","None found, add some","None found, add some",Game,Sports,Team Sports,,5 min. per ep.,G - All Ages,6,,
Isshuukan Friends. Tomodachi to no Omoide,,6.81,7195,5072,7,Special,1,Finished Airing,"Oct 15, 2014",Pony Canyon,"None found, add some",Brain's Base,4-koma manga,"Comedy, Slice of Life",School,,13 min.,PG-13 - Teens 13 or older,6,,
Isshuukan Friends. Specials,,6.81,4749,5071,21,Special,12,Finished Airing,"Jun 18, 2014 to Nov 19, 2014",TOHO animation,Sentai Filmworks,Brain's Base,4-koma manga,Slice of Life,School,,1 min. per ep.,PG-13 - Teens 13 or older,8,,
Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,Hell Teacher Nube: 0 a.m. Nube Dead,6.81,10346,5073,2,Movie,1,Finished Airing,"Mar 8, 1997","None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Comedy, Horror, Supernatural",School,Shounen,45 min.,PG-13 - Teens 13 or older,2,,
"Kanojo, Okarishimasu 2nd Season",Rent-a-Girlfriend Season 2,6.81,549,5074,421,TV,12,Finished Airing,"Jul 2, 2022 to Sep 17, 2022","Mainichi Broadcasting System,       Kodansha,       DMM pictures,       DMM Music",Crunchyroll,TMS Entertainment,Manga,"Comedy, Romance","Adult Cast, Harem",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"4,903",Summer 2022,Saturdays at 01:25 (JST)
Kinnikuman: Kinnikusei Oui Soudatsu-hen,,6.81,8981,5075,4,TV,46,Finished Airing,"Oct 6, 1991 to Sep 27, 1992",Nippon Television Network,"None found, add some",Toei Animation,Manga,"Comedy, Sports",Combat Sports,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,16,Fall 1991,Unknown
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,Vermeil in Gold,6.81,881,5076,278,TV,12,Finished Airing,"Jul 5, 2022 to Sep 20, 2022","Square Enix,       Toei Video,       Pony Canyon,       AT-X,       Studio Mausu,       Hakuhodo DY Music & Pictures,       BS11,       APDREAM",Sentai Filmworks,Staple Entertainment,Manga,"Fantasy, Ecchi",School,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,976",Summer 2022,Tuesdays at 22:30 (JST)
Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,Loving Angel Angelique: When Hearts Awaken,6.81,5931,5078,12,TV,13,Finished Airing,"Jul 8, 2006 to Sep 30, 2006","Lantis,       Media Factory,       Koei","None found, add some",Satelight,Visual novel,"Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi",Reverse Harem,Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,20,Summer 2006,Unknown
Lian Qi Lianle 3000 Nian,Qi Refining for 3000 Years,6.81,9262,5079,3,ONA,16,Finished Airing,"Oct 7, 2022 to Jan 13, 2023",bilibili,"None found, add some",Foch Films,Novel,"Action, Adventure, Comedy, Fantasy",,,19 min. per ep.,PG-13 - Teens 13 or older,10,,
Kiss x Sis,,6.81,723,5077,331,OVA,12,Finished Airing,"Dec 22, 2008 to Apr 6, 2015","None found, add some",Discotek Media,feel.,Manga,"Comedy, Romance, Ecchi","Harem, School",Seinen,24 min. per ep.,R+ - Mild Nudity,"1,305",,
Macross Dynamite 7,,6.81,5577,5080,14,OVA,4,Finished Airing,"Dec 18, 1997 to Aug 25, 1998","Bandai Visual,       Shogakukan-Shueisha Productions,       Mainichi Broadcasting System,       Studio Nue,       Big West","None found, add some",Ashi Productions,Original,"Action, Adventure, Comedy, Sci-Fi","Mecha, Space",,30 min. per ep.,PG-13 - Teens 13 or older,19,,
Nijiyon Animation,,6.81,5906,5081,12,TV,12,Finished Airing,"Jan 6, 2023 to Mar 24, 2023","Bushiroad,       Kadokawa,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Sunrise,4-koma manga,Comedy,"CGDCT, Idols (Female)",,3 min. per ep.,PG-13 - Teens 13 or older,40,Winter 2023,Fridays at 21:54 (JST)
Nitian Xie Shen,Against the Gods,6.81,14509,5082,771,ONA,94,Finished Airing,"Apr 26, 2019 to Jan 29, 2021","None found, add some","None found, add some","None found, add some",Web novel,"Action, Fantasy",,,8 min. per ep.,PG-13 - Teens 13 or older,4,,
Nyani ga Nyandaa Nyandaa Kamen,,6.81,12408,5083,1,TV,83,Finished Airing,"Feb 6, 2000 to Sep 30, 2001","Nagoya Broadcasting Network,       Tokyu Agency","None found, add some",Sunrise,Picture book,Comedy,,Kids,25 min. per ep.,PG - Children,9,Winter 2000,Sundays at 07:00 (JST)
Onegai☆Twins,Please Twins!,6.81,2243,5084,90,TV,12,Finished Airing,"Jul 15, 2003 to Oct 14, 2003","Bandai Visual,       Genco,       Lantis","Nozomi Entertainment,       Bandai Entertainment",Daume,Original,"Comedy, Drama, Sci-Fi","Harem, School",,23 min. per ep.,PG-13 - Teens 13 or older,189,Summer 2003,Unknown
Osomatsu-san Movie: Zensetsu Gekijou,Mr. Osomatsu-san the Movie: Prologue Theater,6.81,10866,5085,2,Movie,6,Finished Airing,"Mar 15, 2019 to Apr 19, 2019","None found, add some","None found, add some","None found, add some",Manga,Comedy,Parody,,2 min. per ep.,PG-13 - Teens 13 or older,4,,
Overlord: Ple Ple Pleiades 3,,6.81,3978,5086,32,ONA,13,Finished Airing,"Jul 10, 2018 to Oct 2, 2018","None found, add some","None found, add some",Studio PuYUKAI,Light novel,"Action, Comedy, Fantasy",Isekai,,1 min. per ep.,PG-13 - Teens 13 or older,18,,
Recorder to Randoseru Re♪,Recorder and Randsell Re,6.81,4065,5088,30,TV,13,Finished Airing,"Apr 4, 2012 to Jun 27, 2012",Takeshobo,"None found, add some",Seven,4-koma manga,"Comedy, Slice of Life",School,Seinen,3 min. per ep.,PG-13 - Teens 13 or older,8,Spring 2012,Unknown
Pokemon: Pikachu no Natsuyasumi,Pokémon: Pikachu's Summer Vacation,6.81,3765,5087,35,Movie,1,Finished Airing,"Jul 18, 1998","None found, add some","4Kids Entertainment,       Warner Bros. Pictures",OLM,Game,"Comedy, Fantasy",,Kids,21 min.,PG - Children,18,,
Sakamoto desu ga? Sakamoto deshita?,,6.81,2283,5089,87,Special,1,Finished Airing,"Sep 26, 2016","TBS,       DAX Production,       King Records",Sentai Filmworks,Studio Deen,Manga,Comedy,"Gag Humor, School",Seinen,24 min.,PG-13 - Teens 13 or older,48,,
Shingetsutan Tsukihime,Lunar Legend Tsukihime,6.81,1396,5090,170,TV,12,Finished Airing,"Oct 10, 2003 to Dec 26, 2003","TBS,       Rondo Robe,       Movic,       Geneon Entertainment","Sentai Filmworks,       Geneon Entertainment USA",J.C.Staff,Visual novel,"Action, Horror, Mystery, Romance, Supernatural","Super Power, Vampire",,24 min. per ep.,R - 17+ (violence & profanity),686,Fall 2003,Unknown
Smile Precure!,Glitter Force,6.81,3305,5091,45,TV,48,Finished Airing,"Feb 5, 2012 to Jan 27, 2013",Saban Brands,"None found, add some",Toei Animation,Original,"Action, Fantasy",Mahou Shoujo,,24 min. per ep.,G - All Ages,404,Winter 2012,Sundays at 08:30 (JST)
Soukyuu no Fafner: Dead Aggressor - Behind the Line,,6.81,10847,5092,2,Movie,1,Finished Airing,"Jan 20, 2023",King Records,"None found, add some",Production I.G,Original,"Action, Sci-Fi","Mecha, Military",,53 min.,PG-13 - Teens 13 or older,4,,
Stratos 4 Advance Kanketsu-hen,,6.81,10022,5094,3,OVA,2,Finished Airing,"Sep 22, 2006 to Oct 22, 2006",Bandai Visual,"None found, add some",Studio Fantasia,Original,"Comedy, Sci-Fi",Military,,27 min. per ep.,PG-13 - Teens 13 or older,3,,
Strait Jacket,,6.81,4340,5093,26,OVA,3,Finished Airing,"Nov 26, 2007 to Apr 28, 2008","None found, add some",Manga Entertainment,feel.,Light novel,"Action, Fantasy, Sci-Fi",Gore,,26 min. per ep.,R - 17+ (violence & profanity),39,,
Synduality: Noir,,6.81,3493,5095,41,TV,12,Finished Airing,"Jul 11, 2023 to Sep 26, 2023","Bandai Namco Entertainment,       Bandai Spirits,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",8bit,Mixed media,"Action, Sci-Fi",Mecha,,24 min. per ep.,PG-13 - Teens 13 or older,163,Summer 2023,Tuesdays at 00:00 (JST)
Taiyou no Mokushiroku: A Spirit of the Sun,,6.81,9617,5096,3,TV Special,2,Finished Airing,"Sep 17, 2006 to Sep 18, 2006",Tohokushinsha Film Corporation,Maiden Japan,Madhouse,Manga,"Drama, Sci-Fi",,,1 hr. 17 min. per ep.,R - 17+ (violence & profanity),3,,
Tennis no Oujisama: Oshougatsu Special,,6.81,7483,5097,6,Special,1,Finished Airing,"Mar 7, 2003","None found, add some","None found, add some",Production I.G,Manga,Sports,,Shounen,22 min.,PG-13 - Teens 13 or older,6,,
Xi Xing Ji: Zaijian Wu Kong,The Westward: Goodbye Wu Kong,6.81,13635,5098,997,ONA,1,Finished Airing,"May 4, 2020",Tencent Penguin Pictures,"None found, add some",BYMENT,Manga,"Action, Adventure, Fantasy","Historical, Martial Arts",,1 hr. 5 min.,PG-13 - Teens 13 or older,2,,
Xiao Mo Tou Baolu La! 2,Busted! Darklord 2,6.81,12012,5099,1,ONA,13,Finished Airing,"Apr 9, 2022 to Jul 2, 2022","None found, add some","None found, add some",Wawayu Animation,Web manga,"Comedy, Fantasy",,,7 min. per ep.,PG-13 - Teens 13 or older,2,,
Sword Art Online: Full Dive - Opening Eizou,Sword Art Online: Full Dive - Opening Video,6.79,9490,5153,3,Movie,1,Finished Airing,"Nov 6, 2022","None found, add some","None found, add some","None found, add some",Light novel,Fantasy,Video Game,,1 min.,PG-13 - Teens 13 or older,5,,
Yaoguai Mingdan,Monster List,6.81,4350,5100,26,ONA,18,Finished Airing,"Dec 13, 2014 to Sep 11, 2015","Tencent Animation & Comics,       iQIYI",bilibili,Haoliners Animation League,Web manga,"Action, Comedy, Fantasy, Romance",,,11 min. per ep.,PG-13 - Teens 13 or older,51,,
Shinmai Maou no Testament Burst Specials,The Testament of Sister New Devil: Burst Specials,6.79,3780,5151,35,Special,5,Finished Airing,"Dec 25, 2015 to Apr 27, 2016",Kadokawa Shoten,Funimation,Production IMS,Light novel,"Comedy, Ecchi",Mythology,,4 min. per ep.,R+ - Mild Nudity,33,,
Shuumatsu no Walküre,Record of Ragnarok,6.79,762,5152,316,ONA,12,Finished Airing,"Jun 17, 2021","Mainichi Broadcasting System,       Warner Bros. Japan,       KlockWorx,       Coamix,       Sammy",VIZ Media,Graphinica,Manga,"Action, Drama, Fantasy","Gore, Mythology",Seinen,24 min. per ep.,R - 17+ (violence & profanity),"1,847",,
"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",,6.79,6630,5154,9,Special,1,Finished Airing,"Dec 17, 2014","None found, add some","None found, add some",P.A. Works,Original,Slice of Life,"Music, School",,11 min.,PG-13 - Teens 13 or older,6,,
Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,That Time I Got Reincarnated as a Slime Season 2: Digression - Hinata Sakaguchi,6.79,2818,5155,61,TV Special,1,Finished Airing,"Jan 5, 2021","None found, add some","None found, add some",8bit,Manga,"Action, Adventure, Comedy, Fantasy",Isekai,,23 min.,PG-13 - Teens 13 or older,125,,
Tentai Kansoku,,6.79,12087,5156,1,ONA,1,Finished Airing,"Mar 20, 2023","TOHO animation,       Sonilude","None found, add some",Flat Studio,Original,"Slice of Life, Supernatural",School,,5 min.,PG-13 - Teens 13 or older,1,,
UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,"UFO Ultramaiden Valkyrie 4: Banquet of Time, Dreams, and Galaxies",6.79,7624,5159,6,OVA,2,Finished Airing,"Jul 21, 2006 to Oct 25, 2006","Media Factory,       KlockWorx,       Toshiba Entertainment","ADV Films,       Funimation",TNK,Manga,"Comedy, Romance, Sci-Fi",,,24 min. per ep.,PG-13 - Teens 13 or older,2,,
Toji no Miko,Katana Maidens: Toji no Miko,6.79,2409,5157,80,TV,24,Finished Airing,"Jan 5, 2018 to Jun 22, 2018","Square Enix,       Genco,       Mainichi Broadcasting System,       AT-X,       Glovision,       Crunchyroll,       Kadokawa,       My Theater D.D.",Funimation,Studio Gokumi,Original,"Action, Fantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,247,Winter 2018,Fridays at 21:30 (JST)
Wu Geng Ji 4th Season Part 2,,6.79,14317,5160,818,ONA,18,Finished Airing,"Jan 3, 2023 to Apr 25, 2023",Tencent Penguin Pictures,"None found, add some",Sparkly Key Animation Studio,Manga,"Action, Fantasy, Supernatural","Historical, Martial Arts",,16 min. per ep.,PG-13 - Teens 13 or older,4,,
Tytania,,6.79,4916,5158,19,TV,26,Finished Airing,"Oct 9, 2008 to Mar 26, 2009","Kodansha,       Sogo Vision,       Magic Capsule,       Happinet Pictures,       Sony PCL",Sentai Filmworks,Artland,Light novel,"Adventure, Romance, Sci-Fi","Military, Psychological, Space",,24 min. per ep.,PG-13 - Teens 13 or older,35,Fall 2008,Thursdays at 23:32 (JST)
Xi Xing Ji,The Westward,6.79,10771,5161,2,ONA,16,Finished Airing,"Jul 18, 2018 to Oct 10, 2018",Tencent Penguin Pictures,"None found, add some",BYMENT,Manga,"Action, Adventure, Fantasy","Historical, Martial Arts",,16 min. per ep.,PG-13 - Teens 13 or older,9,,
Xiao Lu He Xiao Lan 2nd Season,Beryl and Sapphire 2nd Season,6.79,12382,5162,1,ONA,12,Finished Airing,"Jul 12, 2023 to Sep 20, 2023",bilibili,"None found, add some",Big Firebird Culture,Web manga,"Boys Love, Comedy, Drama, Fantasy",,,8 min. per ep.,PG-13 - Teens 13 or older,1,,
Yozakura Quartet,,6.79,1482,5163,158,TV,12,Finished Airing,"Oct 3, 2008 to Dec 19, 2008",TBS,Sentai Filmworks,Nomad,Manga,"Action, Comedy, Supernatural",Super Power,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,263,Fall 2008,Fridays at 01:29 (JST)
Zhan Qiannian,Millenniums Of Warring States,6.79,13915,5165,913,ONA,16,Finished Airing,"Jul 23, 2022 to Oct 29, 2022",bilibili,"None found, add some",Oriental Creative Color,Manga,"Action, Adventure, Fantasy",,,19 min. per ep.,PG-13 - Teens 13 or older,0,,
Zhen Yang Wushen,Soul of Light,6.79,14404,5166,792,ONA,14,Finished Airing,"Jul 10, 2023 to Oct 2, 2023",Youku,"None found, add some",Wonder Cat Animation,Unknown,"Action, Fantasy","Historical, Martial Arts",,20 min. per ep.,PG-13 - Teens 13 or older,2,,
Yuu☆Yuu☆Hakusho (Movie),Yu Yu Hakusho: The Movie,6.79,3908,5164,33,Movie,1,Finished Airing,"Jul 10, 1993","None found, add some","Funimation,       Media Blasters",Pierrot,Manga,"Action, Fantasy","Martial Arts, Mythology",Shounen,24 min.,PG-13 - Teens 13 or older,74,,
22/7,,6.79,3226,5167,47,TV,12,Finished Airing,"Jan 11, 2020 to Mar 28, 2020","Aniplex,       Tokyo MX,       Nagoya Broadcasting Network,       BS11,       Shogakukan,       ABC Animation,       Buzz Wave",Aniplex of America,A-1 Pictures,Other,,"Idols (Female), Music",,24 min. per ep.,PG-13 - Teens 13 or older,222,Winter 2020,Saturdays at 23:00 (JST)
Aoi Blink,Blue Blink,6.79,10671,5170,2,TV,39,Finished Airing,"Apr 7, 1989 to Mar 16, 1990","None found, add some","None found, add some",Tezuka Productions,Other,"Adventure, Fantasy",,,25 min. per ep.,G - All Ages,9,Spring 1989,Fridays at 19:30 (JST)
30th Gundam Perfect Mission,,6.79,7331,5168,7,OVA,1,Finished Airing,"Aug 25, 2009","None found, add some","None found, add some",Sunrise,Original,Sci-Fi,Mecha,,2 min.,G - All Ages,8,,
Aishite Knight,Rock'n Roll Kids,6.79,6693,5169,9,TV,42,Finished Airing,"Mar 1, 1983 to Jan 24, 1984","None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Romance",Childcare,Shoujo,25 min. per ep.,PG - Children,52,Spring 1983,Tuesdays at 19:30 (JST)
Beatless Final Stage,,6.79,3672,5171,37,TV,4,Finished Airing,"Sep 26, 2018 to Sep 28, 2018","None found, add some","None found, add some",Diomedéa,Light novel,"Action, Drama, Romance, Sci-Fi",,,24 min. per ep.,PG-13 - Teens 13 or older,66,Summer 2018,Not scheduled once per week
"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",,6.79,3125,5172,50,OVA,1,Finished Airing,"Nov 25, 2017","None found, add some",Sentai Filmworks,"SILVER LINK.,       Connect",Manga,"Action, Ecchi",School,Shounen,23 min.,PG-13 - Teens 13 or older,32,,
Buzzer Beater 2nd Season,,6.79,6608,5173,9,TV,13,Finished Airing,"Jul 4, 2007 to Sep 26, 2007","None found, add some","None found, add some",TMS Entertainment,Web manga,"Sci-Fi, Sports",Team Sports,,25 min. per ep.,PG-13 - Teens 13 or older,5,Summer 2007,Wednesdays at 00:56 (JST)
Cardfight!! Vanguard: Asia Circuit-hen,Cardfight!! Vanguard Asia Circuit,6.79,4367,5174,26,TV,39,Finished Airing,"Apr 8, 2012 to Jan 2, 2013","TV Tokyo,       Dentsu,       Sotsu,       Bushiroad","None found, add some",TMS Entertainment,Original,Action,Strategy Game,,24 min. per ep.,PG-13 - Teens 13 or older,36,Spring 2012,Sundays at 10:00 (JST)
Chibi Godzilla no Gyakushuu,Chibi Godzilla Raids Again,6.79,13714,5175,976,TV,13,Finished Airing,"Apr 1, 2023 to Jun 24, 2023",TOHO,"None found, add some",Pie in the sky,Original,Fantasy,,Kids,2 min. per ep.,G - All Ages,7,Spring 2023,Saturdays at 07:00 (JST)
Cossette no Shouzou,Le Portrait de Petit Cossette,6.79,2538,5176,73,OVA,3,Finished Airing,"Apr 11, 2004 to Dec 22, 2004","Aniplex,       Studio Hibari","Sentai Filmworks,       Geneon Entertainment USA",Daume,Original,"Drama, Horror, Romance, Supernatural","Gore, Psychological, Visual Arts",,36 min. per ep.,R - 17+ (violence & profanity),408,,
Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,,6.79,8472,5177,5,Movie,1,Finished Airing,"Apr 15, 2006",TV Asahi,"None found, add some",Shin-Ei Animation,Manga,"Comedy, Slice of Life, Ecchi",School,Seinen,1 hr. 30 min.,G - All Ages,7,,
Cue!,,6.79,4376,5178,25,TV,24,Finished Airing,"Jan 8, 2022 to Jun 25, 2022","Pony Canyon,       APDREAM,       Liber Entertainment","None found, add some","Yumeta Company,       Graphinica",Game,,"Music, Showbiz",,24 min. per ep.,PG-13 - Teens 13 or older,148,Winter 2022,Saturdays at 01:55 (JST)
Dai Mahou Touge Omake,,6.79,6966,5179,8,Special,4,Finished Airing,"Mar 20, 2006 to Mar 21, 2007","None found, add some","None found, add some",Diomedéa,Manga,"Comedy, Fantasy","Gag Humor, Mahou Shoujo",,1 min. per ep.,R - 17+ (violence & profanity),2,,
DearS: Kin no Tama desu no?,DearS: Is It a Golden Ball?,6.79,4338,5180,26,Special,1,Finished Airing,"Mar 16, 2005",HAL Film Maker,"Discotek Media,       Geneon Entertainment USA",Daume,Manga,"Comedy, Romance, Sci-Fi, Ecchi",Harem,Shounen,23 min.,R+ - Mild Nudity,11,,
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,Dragon Ball Z: The Return of Cooler,6.79,1741,5182,129,Movie,1,Finished Airing,"Mar 7, 1992","None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy, Sci-Fi",,Shounen,45 min.,PG-13 - Teens 13 or older,29,,
Dragon Quest: Your Story,,6.79,5276,5183,16,Movie,1,Finished Airing,"Aug 2, 2019","Dentsu,       Square Enix,       Yomiuri Telecasting,       TOHO,       Nippon Television Network,       Amuse,       Shimogumi,       GYAO!,       KDDI,       Sapporo Television Broadcasting,       Miyagi Television Broadcasting,       Shizuoka Daiichi Television,       Chukyo TV Broadcasting,       Hiroshima Television,       Fukuoka Broadcasting System,       LINE Corporation,       Yomiuri Shimbun,       Abe Shuuji Jimusho,       Culture Entertainment","None found, add some","Shirogumi,       Robot Communications",Game,"Action, Adventure, Fantasy",,,1 hr. 42 min.,PG-13 - Teens 13 or older,43,,
Dekoboko Majo no Oyako Jijou,The Family Circumstances of the Irregular Witch,6.79,3083,5181,51,TV,12,Finished Airing,"Oct 1, 2023 to Dec 17, 2023","Nikkatsu,       Flex Comix,       King Records,       Yomiuri TV Enterprise,       Happinet Phantom Studios,       Saber Links","None found, add some",A-Real,4-koma manga,"Comedy, Fantasy",Gag Humor,,23 min. per ep.,PG-13 - Teens 13 or older,145,Fall 2023,Sundays at 22:00 (JST)
Dragonaut: The Resonance - Kotou - Tozasareta Kyousou,,6.79,6542,5184,9,Special,1,Finished Airing,"Sep 24, 2008","None found, add some",Funimation,Gonzo,Original,"Action, Romance, Sci-Fi","Mecha, Space",,23 min.,PG-13 - Teens 13 or older,2,,
Eromanga-sensei OVA,Eromanga Sensei OVA,6.79,1876,5185,116,OVA,2,Finished Airing,"Jan 16, 2019","Aniplex,       Movic,       BS11,       Kinoshita Group Holdings,       Kadokawa","None found, add some",A-1 Pictures,Light novel,"Comedy, Romance, Ecchi",Otaku Culture,,23 min. per ep.,PG-13 - Teens 13 or older,185,,
