Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Etotama,,6.79,2399,5186,80,TV,12,Finished Airing,"Apr 9, 2015 to Jun 25, 2015","Pony Canyon,       Tablier Communications",Ponycan USA,"Shirogumi,       Encourage Films",Original,"Action, Comedy, Fantasy",Gag Humor,,24 min. per ep.,PG-13 - Teens 13 or older,144,Spring 2015,Thursdays at 23:00 (JST)
Girls & Panzer: Saishuushou Part 1 - Fushou Akiyama Yukari no Sensha Kouza,,6.79,9910,5189,3,Special,1,Finished Airing,"Mar 23, 2018","None found, add some","None found, add some","None found, add some",Original,,"Educational, Military, School",,15 min.,G - All Ages,4,,
Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,,6.79,7481,5187,6,Movie,4,Finished Airing,"Jul 1, 2017","None found, add some","None found, add some",Kyoto Animation,Original,Comedy,,,4 min. per ep.,PG-13 - Teens 13 or older,4,,
Freezing,,6.79,742,5188,325,TV,12,Finished Airing,"Jan 8, 2011 to Apr 7, 2011","Media Factory,       S-Wood,       Kill Time Communication",Funimation,A.C.G.T.,Manga,"Action, Drama, Romance, Sci-Fi, Ecchi","Harem, Military, Super Power",Seinen,24 min. per ep.,R+ - Mild Nudity,"1,156",Winter 2011,Saturdays at 09:30 (JST)
Goal FH: Field Hunter,Goal Field Hunter,6.79,11247,5190,2,TV,39,Finished Airing,"Apr 4, 1994 to Dec 26, 1994",NHK,"None found, add some",Image Kei,Manga,Sports,Team Sports,,30 min. per ep.,PG-13 - Teens 13 or older,12,Spring 1994,Mondays at 18:00 (JST)
Hetalia World★Stars Specials,,6.79,8654,5191,4,Special,3,Finished Airing,"Jul 28, 2021","None found, add some","None found, add some",Studio Deen,Manga,Comedy,"Historical, Parody",,5 min. per ep.,PG-13 - Teens 13 or older,11,,
Huyao Xiao Hongniang: Yue Hong 2,,6.79,12892,5192,1,ONA,1,Finished Airing,"Aug 14, 2021","None found, add some","None found, add some",Success Corp.,Manga,"Comedy, Romance, Supernatural",Historical,,1 hr. 5 min.,PG-13 - Teens 13 or older,3,,
Bakuten Shoot Beyblade,Beyblade,6.78,1905,5194,114,TV,51,Finished Airing,"Jan 8, 2001 to Dec 24, 2001","TV Tokyo,       Yomiko Advertising,       d-rights","Nelvana,       Discotek Media",Madhouse,Manga,"Adventure, Comedy, Sports",,Kids,23 min. per ep.,PG - Children,399,Winter 2001,Mondays at 18:00 (JST)
Bakuretsu Tenshi,Burst Angel,6.78,2570,5193,71,TV,24,Finished Airing,"Apr 7, 2004 to Sep 15, 2004","GDH,       TV Asahi,       Imagica",Funimation,Gonzo,Original,"Action, Adventure, Sci-Fi",Mecha,,23 min. per ep.,PG-13 - Teens 13 or older,236,Spring 2004,Tuesdays at 02:12 (JST)
Cardfight!! Vanguard Movie: Neon Messiah,,6.78,7509,5195,6,Movie,1,Finished Airing,"Sep 13, 2014",Sotsu,"None found, add some",LIDENFILMS,Original,"Action, Adventure","Mythology, Strategy Game",Shounen,1 hr. 12 min.,PG-13 - Teens 13 or older,15,,
CB Chara Go Nagai World,CB Character: Nagai Gou World,6.78,9196,5196,4,OVA,3,Finished Airing,"Feb 21, 1991 to Jun 27, 1991","Bandai Visual,       Dynamic Planning",Discotek Media,Triangle Staff,Manga,"Action, Comedy",Parody,,44 min. per ep.,R+ - Mild Nudity,20,,
Choujigen Game Neptune: Hi☆Light,Hyperdimension Neptunia: Hi☆Light,6.78,9191,5197,4,Special,2,Finished Airing,"May 15, 2020","None found, add some","None found, add some","None found, add some",Game,"Action, Comedy, Fantasy, Sci-Fi",Parody,,1 hr. 36 min. per ep.,PG-13 - Teens 13 or older,13,,
Crayon Shin-chan Gaiden: Kazokuzure Ookami,,6.78,11221,5198,2,ONA,13,Finished Airing,"Feb 22, 2017 to May 17, 2017","None found, add some","None found, add some","None found, add some",Manga,"Action, Comedy, Ecchi",Samurai,Seinen,7 min. per ep.,G - All Ages,2,,
Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,,6.78,8766,5199,4,Movie,1,Finished Airing,"Apr 17, 1999","TV Asahi,       Asatsu DK","None found, add some",Shin-Ei Animation,Manga,"Comedy, Slice of Life, Ecchi",School,Seinen,1 hr. 50 min.,G - All Ages,2,,
Dr. Rin ni Kiitemite!,,6.78,8692,5201,4,TV,51,Finished Airing,"Mar 5, 2001 to Feb 25, 2002",Nihon Ad Systems,"None found, add some",Studio Comet,Manga,"Comedy, Fantasy, Romance",School,Shoujo,24 min. per ep.,PG - Children,16,Spring 2001,Mondays at 18:30 (JST)
Futari wa Precure: Max Heart Movie 1,,6.78,7308,5202,7,Movie,1,Finished Airing,"Apr 16, 2005",Asatsu DK,"None found, add some",Toei Animation,Original,"Comedy, Fantasy",Mahou Shoujo,,1 hr. 10 min.,G - All Ages,5,,
Dear Boys,Hoop Days,6.78,4653,5200,22,TV,26,Finished Airing,"Apr 7, 2003 to Sep 29, 2003",OB Planning,Bandai Entertainment,A.C.G.T.,Manga,"Drama, Sports",Team Sports,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,49,Spring 2003,Mondays at 01:00 (JST)
Golgo 13,Golgo 13: The Professional,6.78,4932,5203,19,Movie,1,Finished Airing,"May 28, 1983","Filmlink International,       Streamline Pictures","Discotek Media,       Urban Vision",Tokyo Movie Shinsha,Manga,"Action, Adventure, Drama","Adult Cast, Military",Seinen,1 hr. 33 min.,R+ - Mild Nudity,71,,
Hibike! Euphonium 2 Specials,Sound! Euphonium 2 Specials,6.78,4592,5204,23,Special,7,Finished Airing,"Dec 21, 2016 to Jun 21, 2017","None found, add some","None found, add some",Kyoto Animation,Original,Comedy,"Music, Performing Arts, School",,3 min. per ep.,PG-13 - Teens 13 or older,23,,
Hidan no Aria,Aria the Scarlet Ammo,6.78,623,5205,377,TV,12,Finished Airing,"Apr 15, 2011 to Jul 1, 2011","Media Factory,       TBS,       Magic Capsule,       flying DOG",Funimation,J.C.Staff,Light novel,"Action, Comedy, Romance, Ecchi","Harem, School",,24 min. per ep.,PG-13 - Teens 13 or older,927,Spring 2011,Unknown
Hinako Note,,6.78,1993,5206,107,TV,12,Finished Airing,"Apr 7, 2017 to Jun 23, 2017","AT-X,       Enterbrain,       Sony Music Communications,       Kadokawa","None found, add some",Passione,4-koma manga,Slice of Life,"CGDCT, Performing Arts",,23 min. per ep.,PG-13 - Teens 13 or older,217,Spring 2017,Fridays at 21:00 (JST)
Innocent Venus,,6.78,4270,5208,27,TV,12,Finished Airing,"Jul 27, 2006 to Oct 26, 2006",Bandai Visual,ADV Films,Brain's Base,Original,"Action, Adventure, Drama, Sci-Fi","Mecha, Military",,23 min. per ep.,PG-13 - Teens 13 or older,51,Summer 2006,Unknown
Ijigen no Sekai El-Hazard,El Hazard: The Alternative World,6.78,5936,5207,12,TV,13,Finished Airing,"Jan 8, 1998 to Mar 26, 1998",Pioneer LDC,"Nozomi Entertainment,       Geneon Entertainment USA",AIC,Original,"Adventure, Comedy, Fantasy",Isekai,,24 min. per ep.,PG-13 - Teens 13 or older,8,Winter 1998,Thursdays at 01:15 (JST)
Jewelpet,,6.78,5753,5209,13,TV,52,Finished Airing,"Apr 5, 2009 to Mar 28, 2010","TV Osaka,       Sanrio,       Imagine","None found, add some",Studio Comet,Original,Fantasy,"Anthropomorphic, Mahou Shoujo",,23 min. per ep.,PG - Children,39,Spring 2009,Sundays at 09:30 (JST)
Kishin Taisen Gigantic Formula,,6.78,7360,5210,7,TV,26,Finished Airing,"Apr 5, 2007 to Sep 27, 2007","Bandai Visual,       TV Tokyo Music","None found, add some",Brain's Base,Original,Sci-Fi,Mecha,,24 min. per ep.,PG-13 - Teens 13 or older,7,Spring 2007,Unknown
Koko wa Green Wood,Here is Greenwood,6.78,6237,5211,10,OVA,6,Finished Airing,"Nov 22, 1991 to Mar 26, 1993","None found, add some","Media Blasters,       Central Park Media",Pierrot,Manga,"Slice of Life, Supernatural",,Shoujo,30 min. per ep.,PG-13 - Teens 13 or older,34,,
Kuro no Su: Chronus,,6.78,4975,5212,19,Movie,1,Finished Airing,"Mar 1, 2014",Exa International,"None found, add some",Studio 4°C,Original,,Psychological,,25 min.,PG-13 - Teens 13 or older,9,,
Kyouki Sanmyaku: Naked Peak,Naked Peak: Climb the Mountains of Madness,6.78,10751,5213,2,Movie,1,Finished Airing,"Feb 28, 2023","THINKR,       Kamitsubaki Studio","None found, add some","G-angle,       Stereotype",Original,,,,4 min.,PG-13 - Teens 13 or older,10,,
Macross 7 Plus,,6.78,7258,5214,7,Special,11,Finished Airing,"Jan 21, 1995 to Jan 25, 1996",Studio Nue,"None found, add some",Ashi Productions,Original,"Action, Sci-Fi, Slice of Life","Mecha, Music, Space",,2 min. per ep.,PG-13 - Teens 13 or older,6,,
Macross Δ Movie: Gekijou no Walküre,,6.78,6341,5215,10,Movie,1,Finished Airing,"Feb 9, 2018",Big West,"None found, add some",Satelight,Original,"Action, Sci-Fi","Mecha, Military, Music, Space",,1 hr. 59 min.,PG-13 - Teens 13 or older,32,,
Majime ni Fumajime Kaiketsu Zorori,,6.78,12457,5216,1,TV,97,Finished Airing,"Feb 13, 2005 to Jan 28, 2007",Nagoya Broadcasting Network,"None found, add some",Ajia-do,Original,Adventure,,Kids,24 min. per ep.,PG - Children,7,Winter 2005,Unknown
Mashin Eiyuuden Wataru 2,Spirit Hero Wataru 2,6.78,11783,5217,1,TV,46,Finished Airing,"Mar 9, 1990 to Mar 8, 1991","None found, add some","None found, add some",Sunrise,Unknown,"Action, Adventure, Comedy","Isekai, Mecha",,24 min. per ep.,G - All Ages,2,Spring 1990,Unknown
Meitantei Conan vs. Kaitou Kid,Detective Conan vs. Kid the Phantom Thief,6.78,10026,5218,3,Movie,1,Finished Airing,"Jan 5, 2024","None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,Shounen,1 hr. 20 min.,PG-13 - Teens 13 or older,10,,
Mijikamon,,6.78,3953,5219,32,ONA,12,Finished Airing,"Jul 3, 2014 to Sep 28, 2014","None found, add some","None found, add some",Kinema Citrus,Manga,Comedy,Visual Arts,,2 min. per ep.,G - All Ages,16,,
Nagagutsu wo Haita Neko: 80-nichikan Sekai Isshuu,Puss-in-Boots: Travels Around the World in 80 Days,6.78,10790,5220,2,Movie,1,Finished Airing,"Mar 20, 1976","None found, add some",Discotek Media,Toei Animation,Other,Adventure,Anthropomorphic,Kids,1 hr. 8 min.,PG - Children,5,,
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,Naruto: Finally a Clash!! Jounin vs. Genin!,6.78,2381,5221,81,OVA,1,Finished Airing,"Dec 22, 2005","None found, add some","None found, add some",Pierrot,Game,Action,,Shounen,26 min.,PG-13 - Teens 13 or older,102,,
Naruto: The Cross Roads,,6.78,3012,5222,54,Special,1,Finished Airing,"Oct 12, 2009","None found, add some","None found, add some",Pierrot,Original,"Action, Fantasy",,Shounen,27 min.,PG-13 - Teens 13 or older,34,,
Ojamajo Doremi OVA,,6.78,10955,5223,2,OVA,3,Finished Airing,2001 to 2002,"None found, add some","None found, add some",Toei Animation,Unknown,Comedy,"Educational, Mahou Shoujo",,13 min. per ep.,G - All Ages,4,,
"Okoshiyasu, Chitose-chan","Welcome, Chitose",6.78,7665,5224,6,TV,24,Finished Airing,"Oct 6, 2018 to Mar 23, 2019",VAP,"None found, add some",Gathering,Manga,Slice of Life,Anthropomorphic,Josei,3 min. per ep.,G - All Ages,12,Fall 2018,Saturdays at 01:35 (JST)
Otome wa Boku ni Koishiteru: Futari no Elder The Animation,,6.78,5113,5225,17,OVA,3,Finished Airing,"Jul 30, 2012 to Oct 1, 2012","None found, add some","None found, add some",SILVER LINK.,Visual novel,"Drama, Romance","Crossdressing, School",,25 min. per ep.,PG-13 - Teens 13 or older,32,,
Peter Pan no Bouken,Peter Pan & Wendy,6.78,8616,5226,4,TV,41,Finished Airing,"Jan 15, 1989 to Dec 24, 1989",Fuji TV,Saban Entertainment,Nippon Animation,Book,"Adventure, Fantasy",,,23 min. per ep.,G - All Ages,11,Winter 1989,Sundays at 19:30 (JST)
Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,Pokémon Ranger and the Temple of the Sea,6.78,2264,5227,88,Movie,1,Finished Airing,"Jul 15, 2006",Studio Jack,"VIZ Media,       The Pokemon Company International",OLM,Game,"Action, Adventure, Drama, Fantasy",,Kids,1 hr. 45 min.,PG - Children,47,,
PriPara Movie: Mi~nna Atsumare! Prism☆Tours,,6.78,10491,5228,2,Movie,1,Finished Airing,"Mar 7, 2015","None found, add some","None found, add some",Tatsunoko Production,Game,,"Idols (Female), Music",,1 hr. 30 min.,PG - Children,3,,
Pupipo!,,6.78,4702,5229,22,TV,15,Finished Airing,"Dec 21, 2013 to Mar 29, 2014",AIC,"None found, add some",AIC PLUS+,Manga,"Comedy, Slice of Life, Supernatural",School,,4 min. per ep.,PG - Children,46,Winter 2014,Saturdays at 01:53 (JST)
Sansha Sanyou Specials,,6.78,7354,5230,7,Special,3,Finished Airing,"Jun 29, 2016 to Aug 17, 2016",TOHO animation,"None found, add some",Doga Kobo,4-koma manga,"Comedy, Slice of Life","CGDCT, School",,6 min. per ep.,PG-13 - Teens 13 or older,1,,
Shin Koihime†Musou,,6.78,3938,5232,32,TV,12,Finished Airing,"Oct 5, 2009 to Dec 21, 2009",Marvelous Entertainment,Sentai Filmworks,Doga Kobo,Visual novel,"Adventure, Comedy, Fantasy, Ecchi",Historical,,24 min. per ep.,R+ - Mild Nudity,39,Fall 2009,Unknown
Senjou no Valkyria: SenVal Theater,Valkyria Chronicles: Theater,6.78,6026,5231,11,Special,9,Finished Airing,"Aug 5, 2009 to Apr 7, 2010",Sega,"None found, add some",A-1 Pictures,Game,Comedy,,,3 min. per ep.,PG-13 - Teens 13 or older,3,,
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd","Banished From The Hero's Party, I Decided To Live A Quiet Life In The Countryside Season 2",6.78,2014,5233,106,TV,12,Finished Airing,"Jan 7, 2024 to Mar 24, 2024","AT-X,       Magic Capsule,       Nippon Columbia,       BS NTV,       Kadokawa,       Kyoto Broadcasting System","None found, add some",Studio Flad,Light novel,"Adventure, Fantasy, Romance",,,23 min. per ep.,PG-13 - Teens 13 or older,364,Winter 2024,Sundays at 22:30 (JST)
Shinpi no Sekai El-Hazard Season 2,El Hazard 2: The Magnificent World,6.78,6540,5234,9,OVA,4,Finished Airing,"Mar 21, 1997 to Oct 25, 1997",Pioneer LDC,Geneon Entertainment USA,AIC,Original,"Adventure, Comedy, Fantasy",Isekai,,30 min. per ep.,PG-13 - Teens 13 or older,6,,
Sinbi Apartment: Ghost Ball Bimil,The Haunted House: The Secret of the Ghost Ball,6.78,11822,5236,1,TV,24,Finished Airing,"Jul 20, 2016 to Jan 18, 2017",CJ ENM,"None found, add some",Studio BAZOOKA,Original,"Mystery, Supernatural",,Kids,24 min. per ep.,G - All Ages,18,Summer 2016,Unknown
Shiyakusho,Death Hall,6.78,13513,5235,1,ONA,1,Finished Airing,"Feb 9, 2022","Frontier Works,       Shinchosha,       Stay Luck","None found, add some",Typhoon Graphics,Manga,Slice of Life,,Seinen,11 min.,PG-13 - Teens 13 or older,2,,
Super Lovers,,6.78,1579,5237,146,TV,10,Finished Airing,"Apr 6, 2016 to Jun 8, 2016","DAX Production,       Nippon Columbia,       Kadokawa","Funimation,       Crunchyroll",Studio Deen,Manga,"Boys Love, Comedy, Drama",,,24 min. per ep.,PG-13 - Teens 13 or older,"1,076",Spring 2016,Wednesdays at 23:30 (JST)
Takano Kousaten,Takano Intersection,6.78,11842,5239,1,Movie,1,Finished Airing,"Sep 17, 2021","None found, add some","None found, add some","None found, add some",Original,"Award Winning, Slice of Life",,,6 min.,PG-13 - Teens 13 or older,2,,
Super Robot Taisen OG: Divine Wars,Super Robot Wars The Original Generation: The Divine Wars,6.78,6946,5238,8,TV,25,Finished Airing,"Oct 5, 2006 to Mar 29, 2007","GDH,       Sotsu,       Genco,       Banpresto","Bandai Entertainment,       Media Blasters,       Bandai Visual USA",OLM,Game,"Action, Sci-Fi",Mecha,,24 min. per ep.,PG-13 - Teens 13 or older,15,Fall 2006,Unknown
Totsuzen! Neko no Kuni Banipal Witt,Catnapped,6.78,9642,5241,3,Movie,1,Finished Airing,"May 30, 1998","Pioneer LDC,       AC Create",Geneon Entertainment USA,Triangle Staff,Novel,Adventure,,,1 hr. 16 min.,G - All Ages,16,,
Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,,6.78,3479,5240,41,OVA,1,Finished Airing,"Jul 24, 2010","None found, add some","None found, add some",J.C.Staff,Manga,"Comedy, Ecchi",,,4 min.,PG-13 - Teens 13 or older,23,,
Umayuru,,6.78,9694,5242,3,ONA,24,Finished Airing,"Oct 16, 2022 to Mar 24, 2023","None found, add some","None found, add some",Scooter Films,Game,Comedy,Anthropomorphic,,3 min. per ep.,PG-13 - Teens 13 or older,5,,
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,Witch Craft Works: Takamiya-kun and His Sister's Conspiracy,6.78,3773,5243,35,OVA,1,Finished Airing,"Jan 7, 2015","None found, add some","None found, add some",J.C.Staff,Manga,"Action, Fantasy, Supernatural",,Seinen,24 min.,PG-13 - Teens 13 or older,20,,
Shinkansen Henkei Robo Shinkalion The Animation,Bullet Train Transforming Robot Shinkalion The Animation,6.77,8941,5244,4,TV,76,Finished Airing,"Jan 6, 2018 to Jun 29, 2019","Ajia-do,       TBS","None found, add some",OLM,Other,"Action, Sci-Fi",Mecha,Kids,24 min. per ep.,PG - Children,33,Winter 2018,Saturdays at 07:00 (JST)
Stratos 4 Advance,,6.77,9355,5247,3,OVA,6,Finished Airing,"Mar 5, 2005 to Jan 27, 2006",Bandai Visual,"None found, add some",Studio Fantasia,Original,"Comedy, Sci-Fi",Military,,26 min. per ep.,PG-13 - Teens 13 or older,2,,
Shokei Shoujo no Virgin Road,The Executioner and Her Way of Life,6.77,1469,5245,161,TV,12,Finished Airing,"Apr 2, 2022 to Jun 18, 2022","Warner Bros. Japan,       Hakuhodo DY Music & Pictures,       Egg Firm,       SB Creative,       Creek",Sentai Filmworks,J.C.Staff,Light novel,"Action, Adventure, Fantasy",Isekai,,23 min. per ep.,R - 17+ (violence & profanity),724,Spring 2022,Saturdays at 00:30 (JST)
Silent Möbius,,6.77,5316,5246,16,TV,26,Finished Airing,"Apr 7, 1998 to Sep 29, 1998","Shaft,       Sotsu",Bandai Entertainment,Radix,Manga,"Action, Comedy, Drama, Fantasy, Horror, Romance, Sci-Fi",,,24 min. per ep.,PG-13 - Teens 13 or older,45,Spring 1998,Tuesdays at 18:00 (JST)
Tales of Phantasia The Animation,Tales of Phantasia,6.77,4545,5248,23,OVA,4,Finished Airing,"Nov 25, 2004 to Feb 24, 2006","Frontier Works,       Geneon Entertainment","Discotek Media,       Geneon Entertainment USA",Actas,Game,"Adventure, Fantasy",,,30 min. per ep.,PG-13 - Teens 13 or older,50,,
Tenshi ni Narumon!,I'm Gonna Be an Angel!,6.77,7000,5249,8,TV,26,Finished Airing,"Apr 7, 1999 to Sep 29, 1999","TV Tokyo,       Broccoli,       Yomiko Advertising",Synch-Point,Pierrot,Original,"Comedy, Fantasy, Romance",Vampire,,23 min. per ep.,PG-13 - Teens 13 or older,57,Spring 1999,Wednesdays at 18:00 (JST)
Vandread: Taidou-hen,,6.77,7034,5250,8,OVA,1,Finished Airing,"Jan 21, 2001",Imagine,Funimation,Gonzo,Original,"Action, Adventure, Comedy, Sci-Fi, Ecchi","Mecha, Space",,1 hr. 18 min.,PG-13 - Teens 13 or older,5,,
