Name,positive_ratio,total_reviews
Semantic Error,0.5,2
Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 1,0.0,0
Kaidan Restaurant,0.6666666666666666,6
Kaiketsu Zorro,0.8571428571428571,7
Servamp Movie: Alice in the Garden,0.5,2
Kidou Senshi Gundam I,0.875,16
Mai-Otome Zwei,1.0,1
Mainichi Kaasan,1.0,1
Michi (Movie),1.0,1
Nu Wushen de Canzhuo Spring Festival Special,0.0,1
Masamune-kun no Revenge R,0.4634146341463415,41
Meikyuu Black Company,0.6153846153846154,52
Planetarian: Snow Globe,0.75,4
Shin Chou Kyou Ryo: Condor Hero II,0.0,1
Petshop of Horrors,0.5757575757575758,33
Sidonia no Kishi Movie,0.0,0
Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,0.5294117647058824,17
Super Lovers OVA,1.0,2
Trinity Seven Movie 1: Eternity Library to Alchemic Girl,0.25,12
Sora no Otoshimono,0.6627906976744186,86
Subete ga F ni Naru,0.5194805194805194,77
Ultraman Final,0.6,5
Taisou Zamurai,0.6388888888888888,36
Xin Shen Bang: Yang Jian,1.0,1
Yeon-ae Halujeon,0.0,0
Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,0.16666666666666666,6
Aggressive Retsuko: We Wish You a Metal Christmas,0.8,5
Witch Hunter Robin,0.5526315789473685,38
Alice to Therese no Maboroshi Koujou,0.75,20
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,0.25,992
Break Blade,0.6153846153846154,13
Asura Cryin' 2,0.5384615384615384,13
Cuticle Tantei Inaba,0.6,20
Amanchu!,0.6818181818181818,22
Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,1.0,1
Clannad Movie,0.4342105263157895,76
Emo Faze,1.0,2
Dumbbell Nan Kilo Moteru?,0.6883116883116883,77
Fullmetal Alchemist: Reflections,0.5,4
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,0.39436619718309857,71
Fushigi Yuugi: Dai Ni Bu,0.6666666666666666,3
Erementar Gerad,0.68,25
Bubble,0.6012269938650306,163
