Name,positive_ratio,total_reviews
Aa! Megami-sama! Movie,0.7142857142857143,14
Afro Samurai Movie,1.0,7
Yamada-kun to 7-nin no Majo,0.6339285714285714,112
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,0.25,4
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,0.4444444444444444,9
Basilisk: Kouga Ninpou Chou,0.6875,64
Di Yi Xulie,1.0,2
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,1.0,2
Doraemon Movie 40: Nobita no Shin Kyouryuu,1.0,3
Boku no Hero Academia the Movie 1: Futari no Hero,0.5526315789473685,76
Ginga Tetsudou 999 (Movie),0.8888888888888888,9
Gensoumaden Saiyuuki,0.5416666666666666,24
Gokushufudou Part 2,0.6923076923076923,13
Hungry Heart: Wild Striker,0.7272727272727273,11
Higashi no Eden Movie I: The King of Eden,0.36363636363636365,22
Jigoku Sensei Nube,0.4,5
Hinomaruzumou,0.6923076923076923,26
Black Jack 21,0.4,5
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,1.0,2
Drifters (OVA),0.0,2
Amaama to Inazuma,0.6976744186046512,86
Demi-chan wa Kataritai,0.7209302325581395,86
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,0.5291666666666667,240
"Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",1.0,1
Hakumei no Tsubasa,0.5714285714285714,7
Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,1.0,3
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,1.0,1
Giant Killing,0.5277777777777778,36
Kuroko no Basket: Baka ja Katenai no yo!,0.3333333333333333,6
Kanojo ga Koushaku-tei ni Itta Riyuu,0.5714285714285714,49
Mahou Shoujo Lyrical Nanoha: Detonation,0.0,3
Koukyuu no Karasu,0.7575757575757576,33
Mitsudomoe: Oppai Ippai Mama Genki,0.0,1
Nobunaga Concerto,0.6666666666666666,18
Patapata Hikousen no Bouken,1.0,3
Mashiro no Oto,0.7142857142857143,63
Princess Principal: Crown Handler Movie 1,0.2,5
Persona 3 the Movie 1: Spring of Birth,0.4444444444444444,27
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,0.5,2
Saki Achiga-hen: Episode of Side-A Specials,1.0,1
Shingeki no Kyojin: The Final Season Specials,0.6666666666666666,3
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,0.5,2
Net-juu no Susume,0.6739130434782609,138
So Ra No Wo To Specials,0.75,4
Taiho Shichau zo (TV),0.8333333333333334,6
So Ra No Wo To,0.5892857142857143,56
To LOVE-Ru Darkness OVA,0.4444444444444444,9
The Big O,0.7391304347826086,46
Tensei shitara Ken deshita,0.7125,80
Tonari no Seki-kun,0.775,40
Uchuu Patrol Luluco,0.6304347826086957,46
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,0.0,3
Star☆Twinkle Precure,0.7058823529411765,9622
Asobi Asobase: Cosplay Taikai/Otona no Watashi e,0.75,4
Wushen Zhuzai,0.14285714285714285,7
Zhu Xian,0.5,2
Shoubushi Densetsu Tetsuya,0.5,6
Un-Go: Inga-ron,1.0,2
Toaru Majutsu no Index II,0.4888888888888889,45
Cike Wu Liuqi Fanwai,1.0,6
Final Fantasy VII: Advent Children - Venice Film Festival Footage,0.0,0
Durarara!!x2 Ten: Onoroke Chakapoko,0.0,1
Hanhua Riji 2nd Season,1.0,1
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,0.5,2
Golgo 13 (TV),0.5217391304347826,23
Hidamari Sketch Specials,1.0,1
Hataraku Saibou Black,0.6595744680851063,47
Fugou Keiji: Balance:Unlimited,0.6106870229007634,131
Girls & Panzer,0.6571428571428571,140
Isshuukan Friends.,0.675,80
Kagami no Kojou,0.625,16
Irozuku Sekai no Ashita kara,0.6162790697674418,86
Jijou wo Shiranai Tenkousei ga Guigui Kuru.,0.8095238095238095,21
Karakai Jouzu no Takagi-san: Water Slide,0.5714285714285714,7
"Kuroshitsuji: Sono Shitsuji, Kougyou",0.8571428571428571,7
Mitsudomoe,0.6666666666666666,24
Metropolis,0.6666666666666666,42
Kemono Friends,0.59375,64
Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,0.3684210526315789,19
One Piece Movie 04: Dead End no Bouken,0.6428571428571429,14
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,0.6510416666666666,192
One Punch Man 2nd Season,0.3080357142857143,224
Kimagure Orange☆Road,0.7491201608848668,1989
Kiniro Mosaic: Pretty Days,0.3333333333333333,6
Poputepipikku 2nd Season,0.5,8
Overtake!,0.4857142857142857,35
Over Drive,0.7407407407407407,27
R.O.D: The TV,0.6,25
"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",0.6363636363636364,22
Ojiisan no Lamp,0.75,12
Oban Star-Racers,0.8125,16
NieR:Automata Ver1.1a,0.5333333333333333,45
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,0.0,3
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,1.0,1
Persona 4 the Animation,0.6438356164383562,73
Tiger & Bunny 2 Part 2,0.6666666666666666,3
To LOVE-Ru Darkness 2nd OVA,0.0,2
Shiroi Suna no Aquatope,0.7083333333333334,72
Towa no Quon 4: Guren no Shoushin,1.0,2
Toriko,0.631578947368421,19
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,0.6666666666666666,3
Tsubasa Chronicle,0.4583333333333333,48
Utawarerumono: Futari no Hakuoro,0.6666666666666666,3
Voy@ger,1.0,1
Xingchen Bian,0.75,4
Yao Shen Ji 3rd Season,0.0,0
"Yondemasu yo, Azazel-san. (TV)",0.42857142857142855,14
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",1.0,1
Casshern Sins,0.40963855421686746,83
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,0.5,598
Zombieland Saga,0.6511627906976745,129
Yu☆Gi☆Oh! The Dark Side of Dimensions,0.6993006993006993,143
Baka to Test to Shoukanjuu,0.5507246376811594,138
Hello! Lady Lynn,1.0,1
Golden Kamuy 2nd Season OVA,1.0,2
Fushigi no Umi no Nadia,0.6333333333333333,30
Hayate no Gotoku!,0.75,32
Heroic Age,0.7916666666666666,48
Fullmetal Alchemist: The Conqueror of Shamballa,0.58,50
Hoozuki no Reitetsu 2nd Season OVA,0.0,0
Huyao Xiao Hongniang: Wangquan Fugui,0.0,1
Ike! Ina-chuu Takkyuu-bu,0.4444444444444444,9
Aa! Megami-sama! (TV) Specials,0.8,5
Hybrid Child,0.8148148148148148,27
Arslan Senki (TV): Fuujin Ranbu,0.5555555555555556,9
Hoshi wo Ou Kodomo,0.5645161290322581,62
Bai Yao Pu 2nd Season,0.0,0
City Hunter: Goodbye My Sweetheart,0.0,1
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,0.5,24
Bakuten!!,0.7878787878787878,33
Birdie Wing: Golf Girls' Story,0.6363636363636364,44
D-Frag!,0.5555555555555556,72
Fantastic Children,0.7333333333333333,15
Kappa no Coo to Natsuyasumi,0.875,8
Densetsu no Yuusha no Densetsu,0.4875,80
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note Special,0.6666666666666666,6
Meitantei Conan Magic File 2: Kudou Shinichi Nazo no Kabe to Kuro Lab Jiken,1.0,1
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",0.6,55
Flying Witch,0.8571428571428571,77
Meitantei Conan OVA 04: Conan to Kid to Crystal Mother,1.0,3
Ningen Shikkaku: Director's Cut-ban,1.0,1
Hello World,0.6413043478260869,92
Sengoku Basara Ni,0.8,5
Shounan Bakusouzoku,1.0,3
Wakaokami wa Shougakusei! Movie,0.7857142857142857,14
Shion no Ou,0.9411764705882353,17
Shakugan no Shana III (Final),0.4576271186440678,59
Yao Shen Ji 5th Season,0.0,0
Yong Sheng: Shi Nian Zhi Yue,1.0,1
Shin Tennis no Oujisama Specials,0.0,0
Special A,0.6413043478260869,92
Shine Post,0.6666666666666666,12
Tasogare Otome x Amnesia: Taima Otome,0.2,5
Sugar Sugar Rune,0.7391304347826086,23
Tensei shitara Slime Datta Ken OVA,0.6923076923076923,13
Yawara!,0.42857142857142855,7
Zipang,0.6,15
Aa! Megami-sama! Sorezore no Tsubasa Specials,0.5,2
Sword Art Online: Alicization - War of Underworld 2nd Season,0.4074074074074074,135
Area 88,0.6086956521739131,23
Bobobo-bo Bo-bobo,0.6071428571428571,28
Charlotte: Tsuyoimono-tachi,0.5294117647058824,17
Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel,0.875,8
Doraemon Movie 28: Nobita to Midori no Kyojin Den,1.0,2
Denpa-teki na Kanojo,0.4782608695652174,46
Ensemble Stars!! Tsuioku Selection Element,0.0,0
Futari-bun no Shoumei,0.0,0
Gintama: Monster Strike-hen,1.0,1
Ao no Exorcist,0.5947712418300654,306
Gochuumon wa Usagi desu ka?,0.6190476190476191,42
Yu☆Gi☆Oh! Duel Monsters,0.7504702194357367,1595
Fate/kaleid liner Prisma☆Illya 3rei!!,0.5714285714285714,497
Shuumatsu no Walküre II,0.6666666666666666,1656
Kaichou wa Maid-sama!: Omake da yo!,0.42857142857142855,7
Initial D Battle Stage 3,0.25,4
Grappler Baki: Saidai Tournament-hen,0.6666666666666666,15
Hello!! Kiniro Mosaic,0.7857142857142857,14
Ling Qi 2,0.5384615384615384,13
Kidou Senkan Nadesico,0.6086956521739131,23
Hellsing,0.56,100
Love Live! Nijigasaki Gakuen School Idol Doukoukai,0.64,50
Kono Subarashii Sekai ni Bakuen wo!,0.4444444444444444,72
Macross Zero,0.9,10
Minami-ke Betsubara,1.0,2
Magic Knight Rayearth II,1.0,5
"Momoko, Kaeru no Uta ga Kikoeru yo.",0.8571428571428571,7
Nanatsu no Taizai OVA,0.75,8
Nanbaka 2,0.4375,16
One Piece: Heart of Gold,0.4444444444444444,9
PriPara,0.8571428571428571,7
KanColle Movie,0.6,10
Konohana Kitan,0.7380952380952381,42
Owari no Seraph,0.47738693467336685,199
Koi wa Ameagari no You ni,0.7478991596638656,119
Ryuu to Sobakasu no Hime,0.48295454545454547,176
Ling Long: Incarnation Part 2,0.25,4
Kore wa Zombie desu ka? of the Dead,0.3,30
Madang-eul Naon Amtalg,0.6666666666666666,6
Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey,0.5,2
Madogiwa no Totto-chan,1.0,3
Little Busters!,0.5507246376811594,69
Heppoko Jikken Animation Excel♥Saga,0.40105540897097625,1137
Ranma ½: Akumu! Shunmin Kou,1.0,48
Persona 4 the Animation: No One is Alone,0.0,2
Tanoshii Muumin Ikka Bouken Nikki,0.6666666666666666,3
Sora no Aosa wo Shiru Hito yo,0.5952380952380952,42
Towa no Quon 5: Souzetsu no Raifuku,1.0,1
Sarazanmai,0.7846153846153846,65
Wangan Midnight,0.55,20
Tensei Oujo to Tensai Reijou no Mahou Kakumei,0.4835164835164835,91
Xian Wang de Richang Shenghuo 4,1.0,3
Yong Sheng,0.25,4
Be-Bop Highschool,0.6,5
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,0.6298701298701299,154
Ani ni Tsukeru Kusuri wa Nai!,0.7391304347826086,23
Boku ga Aishita Subete no Kimi e,0.8,20
Da Yu Hai Tang (Movie),0.6666666666666666,33
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,0.5,4
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,0.25,4
Dead Mount Death Play Part 2,0.3076923076923077,13
Air Gear,0.6460176991150443,113
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",0.42857142857142855,7
Hibike! Euphonium: Kakedasu Monaka,0.5,6
JoJo no Kimyou na Bouken,0.47619047619047616,21
Hitoribocchi no Marumaru Seikatsu,0.6545454545454545,55
"Ijiranaide, Nagatoro-san 2nd Attack",0.7755102040816326,49
Bai She II: Qing She Jie Qi,1.0,3
Bai She: Yuan Qi,0.75,4
City Hunter Movie: Shinjuku Private Eyes,0.8571428571428571,7
Acchi Kocchi,0.7115384615384616,104
Donten ni Warau,0.7,30
Akame ga Kill!,0.5015015015015015,666
Another,0.624048706240487,657
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,0.6,10
Hokuto no Ken Zero: Kenshirou Den,1.0,3
Gundam Build Divers Re:Rise 2nd Season,0.9,10
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen OVA,1.0,3
High School DxD New,0.6129032258064516,62
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,0.6666666666666666,15
Isekai Quartet Movie: Another World,0.75,8
Grisaia no Kajitsu,0.4444444444444444,108
Jashin-chan Dropkick',1.0,8
Koukaku Kidoutai Arise: Ghost in the Shell - Border:2 Ghost Whispers,0.75,4
Kamisama no Memochou,0.5306122448979592,49
Major 2nd 2nd Season,0.625,8
Junjou Romantica,0.6103896103896104,77
Kyoukaisenjou no Horizon II,0.4782608695652174,23
Miira no Kaikata,0.9354838709677419,31
Psycho-Pass: Sinners of the System Case.2 - First Guardian,0.5,12
Pokemon Generations,1.0,8
Oemojisangjuui,0.5492957746478874,71
Shen Lan Qi Yu Wushuang Zhu,1.0,2
Sekaiichi Hatsukoi: Propose-hen,0.3333333333333333,3
Shinryaku!! Ika Musume,0.75,4
Saenai Heroine no Sodatekata,0.576271186440678,118
Shinryaku!? Ika Musume,0.5,10
Shinseiki Evangelion Movie: Shi to Shinsei,0.25,16
"Suteki desu wa, Sakura-chan! Tomoyo no Cardcaptor Sakura Katsuyaku Video Nikki!",1.0,4
Waga Seishun no Arcadia,0.5714285714285714,7
Xue Ying Ling Zhu 2nd Season,0.0,0
Elfen Lied,0.5245398773006135,652
Saint☆Oniisan,0.5714285714285714,826
Yuru Camp△ Season 2 Specials,0.75,212
Tennis no Oujisama: Another Story II - Ano Toki no Bokura,0.0,1
The iDOLM@STER: 765 Pro to Iu Monogatari,0.0,1
Shokugeki no Souma: Ni no Sara OVA,0.8333333333333334,6
Shuumatsu Train Doko e Iku?,0.875,8
Sugar Apple Fairy Tale,0.6545454545454545,55
Xingchen Bian: Xingchen Yao Hai,1.0,1
Xiao Lu He Xiao Lan,0.7142857142857143,7
Yowamushi Pedal: Spare Bike,0.5,2
Youjo Senki: Sabaku no Pasta Daisakusen,0.5384615384615384,13
Acchi Kocchi: Place=Princess,0.3333333333333333,3
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,0.8518518518518519,27
Aikatsu!,0.6818181818181818,22
Angel Densetsu,0.6538461538461539,26
Bai Yao Pu 4th Season,1.0,1
Tonari no Kaibutsu-kun,0.6243654822335025,197
Benghuai: Xing Qiong Tiedao - Fei Guang,0.0,0
Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,1.0,2
Burn the Witch #0.8,1.0,7
Carnival Phantasm EX Season,0.6666666666666666,3
Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,1.0,1
Da Zhu Zai Nian Fan,1.0,1
Amagi Brilliant Park,0.7142857142857143,140
Fairy Tail OVA,0.625,8
Fullmetal Alchemist: Brotherhood - 4-koma Gekijou,1.0,5
Future GPX Cyber Formula Sin,0.0,0
Furiko,0.8333333333333334,12
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,0.4864864864864865,74
Grappler Baki (TV),0.7096774193548387,31
Hanbun no Tsuki ga Noboru Sora,0.7567567567567568,37
Itsudatte Bokura no Koi wa 10 cm Datta.,0.7209302325581395,43
Kui Cheng Shoufu Cong Youxi Kaishi,1.0,2
Kaleido Star: Aratanaru Tsubasa - Extra Stage,0.0,2
Meng Qi Shi Shen: Huanxi Zhui Hun,1.0,2
Kamikaze Kaitou Jeanne,0.5333333333333333,15
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,0.3333333333333333,24
