Name,positive_ratio,total_reviews
Yama no Susume Third Season,0.5,6
Uma Musume: Pretty Derby Season 3,0.5,6
Yuuki Bakuhatsu Bang Bravern,0.5,20
Tonikaku Kawaii 2nd Season,0.6785714285714286,28
Top wo Nerae 2! Diebuster,0.6206896551724138,29
Asobi Asobase Specials,0.75,4
Ani ni Tsukeru Kusuri wa Nai! 4,0.5,4
BanG Dream! Morfonication,1.0,1
Digimon Adventure Movie,0.75,12
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,0.5,2
Doraemon Movie 07: Nobita to Tetsujin Heidan,1.0,2
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,0.625,16
White Album 2,0.6287878787878788,132
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,0.5,14
Bokura no,0.5,90
Free! Movie 1: Timeless Medley - Kizuna,0.3333333333333333,3
Hakuouki Movie 1: Kyoto Ranbu,0.3333333333333333,9
Free! Dive to the Future,0.5128205128205128,39
Hanhua Riji 3rd Season,1.0,1
Hellsing: Digest for Freaks,0.0,1
Aikatsu Stars!,0.5,12
Ashita no Nadja,0.8571428571428571,7
Diamond no Ace OVA,0.0,1
Full Metal Panic!,0.4523809523809524,84
Chuuka Ichiban!,1.0,9
Hirano to Kagiura,0.6666666666666666,3
Fairy Tail: Final Series,0.5,70
Hana yori Dango,0.717391304347826,46
"Fuufu Ijou, Koibito Miman.",0.5932203389830508,118
Hoshiai no Sora,0.6372549019607843,102
Hourou Musuko Specials,1.0,1
Kuroko no Basket: Mou Ikkai Yarimasen ka,1.0,6
Kekkaishi,0.6571428571428571,35
Ongaku,0.6666666666666666,6
Persona 3 the Movie 3: Falling Down,0.5,8
"Ima, Soko ni Iru Boku",0.6551724137931034,87
Shin Tennis no Oujisama vs. Genius 10,0.0,3
Shinigami Bocchan to Kuro Maid 2nd Season,0.375,8
Kekkai Sensen,0.5985915492957746,142
Shinigami Bocchan to Kuro Maid,0.5555555555555556,54
Tennis no Oujisama: Another Story - Kako to Mirai no Message,1.0,1
Tensei shitara Slime Datta Ken: Coleus no Yume,0.2857142857142857,7
Soredemo Sekai wa Utsukushii,0.5753424657534246,73
Tensura Nikki: Tensei shitara Slime Datta Ken,0.6285714285714286,35
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,0.5,10
Tianbao Fuyao Lu,0.75,4
Uchuu Kyoudai: Number Zero,0.6666666666666666,3
Sword Art Online: Alicization - War of Underworld,0.46835443037974683,79
Yowamushi Pedal: Glory Line,0.4,10
World Trigger,0.5492957746478874,71
Akiba Meido Sensou,0.627906976744186,86
Wonder Egg Priority,0.51985559566787,277
Ao no Exorcist Movie,0.76,25
Arknights: Touin Kiro,0.4666666666666667,15
Akudama Drive,0.6956521739130435,207
BanG Dream! 2nd Season,0.5454545454545454,22
Birdie Wing: Golf Girls' Story Season 2,0.6842105263157895,19
Macross Δ Movie 2: Zettai Live!!!,0.6666666666666666,147
Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,0.6666666666666666,123
Yume-iro Pâtissière SP Professional,0.4,270
Hakuouki: Sekkaroku,0.75,4
Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,0.0,1
Doraemon Movie 26: Nobita no Kyouryuu 2006,1.0,3
Black Jack (TV),0.6,10
Date A Bullet: Dead or Bullet,0.4,15
Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,0.25,4
Boku no Hero Academia the Movie 3: World Heroes' Mission,0.46875,64
Initial D Battle Stage,0.0,2
Initial D: Project D to the Next Stage - Project D e Mukete,0.0,1
Love Live! Sunshine!! 2nd Season,0.56,25
Majo Minarai wo Sagashite,0.5,6
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,0.4426229508196721,61
Momo e no Tegami,0.6111111111111112,18
Majin Tantei Nougami Neuro,0.6956521739130435,23
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,0.0,0
Saint Seiya: Meiou Hades Elysion-hen,0.5,6
Romeo x Juliet,0.5979381443298969,97
Kidou Butouden G Gundam,0.5714285714285714,35
Meitantei Conan: Kuro no Soshiki to Taiketsu no Rekishi,0.0,0
Modern Love Tokyo: Kare ga Kanaderu Futari no Shirabe,0.75,4
Kara no Kyoukai Movie 1: Fukan Fuukei,0.5180722891566265,83
Naruto: Shippuuden - Sunny Side Battle,0.6666666666666666,3
One Piece: Episode of Luffy - Hand Island no Bouken,0.5,4
Radiant 2nd Season,0.46153846153846156,13
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,0.5862068965517241,29
Shixiong A Shixiong,0.5,2
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,0.5,2
Strike Witches Movie,0.8571428571428571,7
Senpai ga Uzai Kouhai no Hanashi,0.6551724137931034,58
Ranma ½: Yomigaeru Kioku,1.0,202
Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,0.5,2
Towa no Quon 6: Towa no Quon,1.0,1
Tsubasa Chronicle 2nd Season,0.5238095238095238,21
Ushio to Tora (TV),0.6666666666666666,21
"Yondemasu yo, Azazel-san.",0.0,0
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,0.6,10
Tada-kun wa Koi wo Shinai,0.5631067961165048,103
Ajin Part 2,0.631578947368421,38
Ao Haru Ride OVA,0.8,5
Bishoujo Senshi Sailor Moon Eternal Movie 1,0.8,5
Candy Candy,0.875,8
Sword Art Online: Alicization,0.4878048780487805,164
COLORs,0.6666666666666666,6
Dragon Quest: Dai no Daibouken (TV),0.6666666666666666,3
Fukigen na Mononokean Tsuzuki,0.3333333333333333,3
Full Metal Panic! Invisible Victory,0.4444444444444444,27
GetBackers,0.68,25
Given Movie 2: Hiiragi Mix,0.0,0
Ga-Rei: Zero,0.6265060240963856,83
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,0.6666666666666666,3
Gokushufudou Season 2,0.9,10
Aa! Megami-sama! Tatakau Tsubasa,0.6,5
Baka to Test to Shoukanjuu: Matsuri,0.38461538461538464,13
Biao Ren: Blades of the Guardians,0.6,5
Arakawa Under the Bridge,0.7037037037037037,81
Deaimon,0.8181818181818182,33
Dragon Ball Super: Super Hero,0.49230769230769234,65
Fairy Tail,0.642706131078224,473
Byousoku 5 Centimeter,0.6400817995910021,489
Yuru Camp△ Specials,0.5555555555555556,621
Higashi no Eden: Air Communication,0.0,1
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,0.6363636363636364,11
Free! Dive to the Future - Soushun no Build-up!,0.6666666666666666,3
Higashi no Eden Movie II: Paradise Lost,0.2631578947368421,19
Hakuouki: Hekketsuroku,0.5238095238095238,21
Hokuto no Ken 2,0.5,8
Hokuto no Ken: Raoh Gaiden Gekitou-hen,1.0,1
InuYasha Movie 1: Toki wo Koeru Omoi,0.7777777777777778,9
Kiniro Mosaic: Thank You!!,0.6666666666666666,3
Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,0.5714285714285714,7
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,0.0,2
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,0.0,1
Isekai Nonbiri Nouka,0.7058823529411765,85
Kubo-san wa Mob wo Yurusanai,0.47368421052631576,38
Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,0.75,4
Log Horizon 2nd Season,0.34,50
MF Ghost,0.37142857142857144,35
Nanatsu no Taizai: Imashime no Fukkatsu,0.43103448275862066,58
New Game!,0.7948717948717948,78
Majo no Tabitabi,0.6503496503496503,143
Noein: Mou Hitori no Kimi e,0.6136363636363636,44
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,0.6764705882352942,34
Pokemon: Mezase Pokemon Master,0.5,16
Pokemon (2019),0.6097560975609756,41
No.6,0.6067415730337079,178
Nisekoi,0.5691489361702128,188
Sand Land: The Series,1.0,8
Runway de Waratte,0.8095238095238095,63
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,0.7111111111111111,45
Heya Camp△: Sauna to Gohan to Sanrin Bike,0.75,344
Tamayura: More Aggressive,0.75,4
Tales of Vesperia: The First Strike,0.7272727272727273,11
Sengoku Basara Movie: The Last Party,0.5,4
Senjou no Valkyria,0.5384615384615384,52
Totsukuni no Shoujo,0.875,8
Yama no Susume Second Season,0.9166666666666666,12
Yowamushi Pedal Movie,0.5,6
Shoukoku no Altair,0.775,40
Totsukuni no Shoujo (2022),0.6190476190476191,21
Yuru Yuri,0.6166666666666667,60
Sword Art Online Movie: Ordinal Scale,0.6134020618556701,194
UFO Robo Grendizer,0.6666666666666666,6
Utawarerumono Specials,0.6,5
Angel Beats! Specials,0.5882352941176471,17
Tsurezure Children,0.8235294117647058,119
Baki: Dai Raitaisai-hen,0.375,24
Durarara!!x2 Ketsu: Dufufufu!!,0.0,1
Da Wang Rao Ming,0.5833333333333334,24
Chiyu Mahou no Machigatta Tsukaikata,0.5882352941176471,68
Fairy Tail Movie 2: Dragon Cry,0.3055555555555556,36
Garo Movie: Divine Flame,0.6666666666666666,3
Chuunibyou demo Koi ga Shitai! Ren,0.5132743362831859,113
Gugure! Kokkuri-san,0.6511627906976745,43
InuYasha Movie 4: Guren no Houraijima,0.5,4
Kaitou Saint Tail,0.5555555555555556,9
K: Return of Kings,0.5306122448979592,49
Kidou Keisatsu Patlabor the Movie,0.5333333333333333,15
Hataraku Saibou,0.6666666666666666,132
Kami no Tou,0.43526170798898073,363
Shuumatsu no Walküre II Part 2,0.5714285714285714,1092
Kidou Keisatsu Patlabor: New OVA,0.25,4
Mahou Sensei Negima!: Mou Hitotsu no Sekai,1.0,1
Minami-ke Okaeri,0.6363636363636364,11
Konjiki no Gash Bell!!,0.6875,16
Moyashimon,0.5789473684210527,19
Nijuu Mensou no Musume,0.5,10
Nodame Cantabile Finale OVA,1.0,1
Perrine Monogatari,0.6666666666666666,3
Pretty Rhythm: Rainbow Live,0.8333333333333334,12
Penguin Highway,0.6785714285714286,28
Ragna Crimson,0.5344827586206896,58
Planetarian: Chiisana Hoshi no Yume,0.5,50
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,0.2,10
Sentai Daishikkaku,0.5714285714285714,14
Shakugan no Shana II (Second),0.4864864864864865,37
Seitokai Yakuindomo,0.5360824742268041,97
Kakuriyo no Yadomeshi,0.6,50
Sakamoto desu ga?,0.6636363636363637,110
Kara no Kyoukai Remix: Gate of Seventh Heaven,0.25,4
Kidou Senshi Gundam 00 Special Edition,0.0,1
Kizumonogatari: Koyomi Vamp,1.0,1
Kindaichi Shounen no Jikenbo Returns,0.75,4
"Lupin III: Episode 0 ""First Contact""",1.0,2
Mutsu Enmei Ryuu Gaiden: Shura no Toki,0.6,10
Shin Tennis no Oujisama,0.5833333333333334,12
Re:Creators,0.5278969957081545,233
Shounen Onmyouji,0.9230769230769231,13
To LOVE-Ru Darkness 2nd Specials,0.0,2
Uchuu Senkan Yamato,0.6923076923076923,13
Sora no Otoshimono: Tokeijikake no Angeloid,0.56,25
Wakakusa Monogatari: Nan to Jo-sensei,0.6666666666666666,3
"Yondemasu yo, Azazel-san. Z",0.5,4
Watashi ni Tenshi ga Maiorita! Precious Friends,1.0,1
Xiuluo Wu Shen,1.0,2
Zhen Hun Jie,0.7272727272727273,11
Aa! Megami-sama! Sorezore no Tsubasa,0.5,16
Aikatsu! Movie,1.0,3
