Name,positive_ratio,total_reviews
"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",0.0,0
Jiuzhou Piaomiao Lu,0.0,0
Herlock Saga: Nibelung no Yubiwa,0.5,2
Arashi no Yoru ni: Himitsu no Tomodachi,0.5,2
Hyakka Ryouran: Samurai After,0.0,3
Hina Logi: From Luck & Logic,0.5,14
Attacker You!,0.6666666666666666,3
Condom Battler Gorou,0.6666666666666666,3
Cardfight!! Vanguard: Shinemon-hen,0.0,1
Chikyuu Bouei Kazoku,0.8571428571428571,7
Choujuushin Gravion Zwei,0.0,3
Bayonetta: Bloody Fate,0.4166666666666667,12
Di Gi Charat: Hoshi no Tabi,1.0,1
Coo: Tooi Umi kara Kita Coo,0.5,2
"Dakara Boku wa, H ga Dekinai. Mie Sugi! Mizugi Contest",1.0,1
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,0.0,2
Di Gi Charat Natsuyasumi Special,1.0,1
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,0.3157894736842105,19
Fate/Prototype,0.6666666666666666,6
Gasaraki,0.5882352941176471,17
Ginyuu Mokushiroku Meine Liebe Wieder,0.0,1
Getsuyoubi no Tawawa 2,0.4444444444444444,9
Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra,0.0,0
Gundam: G no Reconguista Movie III - Uchuu kara no Isan,1.0,1
Hikari no Megami,0.25,4
Granblue Fantasy The Animation,0.5714285714285714,35
Ishura,0.5,36
Jewelpet Sunshine,1.0,1
Itou Junji: Maniac,0.24324324324324326,37
DNA²,0.23076923076923078,208
Koisuru Tenshi Angelique: Kagayaki no Ashita Special,0.0,0
Kidou Senshi Gundam AGE: Memory of Eden,0.5,2
Katasumi no Uroko,1.0,1
Karate Baka Ichidai,0.0,1
Koyomi History,0.4,5
Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,0.2857142857142857,7
Kurogane Communication,0.6,5
Morita-san wa Mukuchi. 2,1.0,1
Megane na Kanojo,0.7777777777777778,9
Lupin III: Green vs. Red,0.375,8
Miyuki,0.5,2
Mezzo DSA,0.625,8
Nihon Chinbotsu 2020 Gekijou Henshuuban: Shizumanu Kibou,0.0,0
Porte,1.0,1
Ontama!,1.0,1
Nurse Witch Komugi-chan Magikarte Z,0.0,0
Pokemon Movie 14 White: Victini to Kuroki Eiyuu Zekrom,0.6666666666666666,3
Pokemon Movie 19: Volcanion to Karakuri no Magearna,0.5,4
Pukapuka Juju,0.5,6
Qing Lian Jian Xian Chuan,0.0,0
Sangokushi: Dai Ni Bu - Choukou Moyu!,0.0,0
Seton Doubutsuki: Risu no Banner,1.0,1
Rilu Rilu Fairilu: Mahou no Kagami,0.0,0
Shenyi Jiu Xiaojie,1.0,2
Shi Fang Jian Sheng,0.0,0
Stratos 4,1.0,2
Shin Cutie Honey,0.8,5
Suki na Mono wa Suki Dakara Shou ga Nai!!,0.59375,32
Tennis no Oujisama: Best Games!!,1.0,1
Recorder to Randoseru Do♪,0.631578947368421,4104
Toriko: Barbarian Ivy wo Hokaku Seyo!,0.0,0
Tokimeki Memorial: Only Love Specials,0.0,1
Ultra Maniac OVA,1.0,1
Tensei shitara Slime Datta Ken 3rd Season: Kanwa - Diablo Nikki,1.0,1
Teppen!!!!!!!!!!!!!!!,0.4,10
The New Gate,0.4,10
"Urusei Yatsura: Haru da, Tobidase!",1.0,1
Ultraman Season 2,0.3,10
Wakako-zake,0.8,20
Wakaokami wa Shougakusei!,0.0,1
Wild Arms: Twilight Venom,0.6666666666666666,3
Yesterday wo Utatte: Haishin-ban Episode,0.75,4
Youkai Watch,0.7142857142857143,7
Super Doll Licca-chan,0.0,1
Tennis no Oujisama: Message in a Bottle,0.0,0
Star Driver the Movie,0.3333333333333333,3
Touch 2: Sayonara no Okurimono,0.0,0
Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,0.0,0
Touken Ranbu: Hanamaru - Makuai Kaisouroku,0.0,0
Wu Ying Sanqian Dao,0.0,3
Toutotsu ni Egypt Shin 2,0.0,0
Yamato Takeru,1.0,1
Yumemiru Danshi wa Genjitsushugisha,0.33663366336633666,101
Yamato yo Towa ni,1.0,1
Zinba,1.0,1
.hack//Unison,0.75,4
30-sai no Hoken Taiiku,0.6111111111111112,18
Yuusha ga Shinda!,0.6153846153846154,26
8-gatsu no Symphony: Shibuya 2002-2003,0.0,0
Accel World: Infinite∞Burst,0.08333333333333333,3144
Ano Hi no Kanojo-tachi,1.0,1
Akakichi no Eleven,0.0,0
Amaenaide yo!!: Yasumanaide yo!!,0.5,2
Bananya: Fushigi na Nakama-tachi,0.5,4
Baki: Most Evil Death Row Convicts Special Anime,0.5,2
Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,0.0,2
"Boku no Chikyuu wo Mamotte: Alice kara, Rin-kun e",1.0,1
Choujuu Kishin Dancougar,0.0,5
Cinderella Girls Gekijou 2nd Season,0.5,2
Crusher Joe OVA,0.0,2
Coyote Ragtime Show,0.4166666666666667,12
Dragon Crisis!,0.5263157894736842,38
Eureka Seven AO: One More Time - Lord Don't Slow Me Down,0.0,1
Fireball,0.0,2
God Eater Prologue,0.0,1
Hi no Tori: Eden no Sora,0.25,4
Hoshizora no Violin,0.0,0
Highschool of the Dead: Drifters of the Dead,0.2222222222222222,36
Ichiban Kuji Natsume Yuujinchou: Nyanko-sensei to Hana Shirabe,0.0,0
Jewelpet Magical Change,1.0,1
Ichigo 100%,0.4666666666666667,30
Kakurenbo,0.3888888888888889,18
Kamui no Ken,1.0,4
Kashimashi: Girl Meets Girl,0.625,32
Majin Bone,0.6666666666666666,6
Kujira no Kora wa Sajou ni Manabu!,0.0,0
Maomao no Hitorigoto,1.0,1
IS: Infinite Stratos,0.40268456375838924,149
Kenja no Mago,0.38613861386138615,202
Kimagure Orange☆Road: Tanabata Special,0.0,100
Monster Strike: Mermaid Rhapsody,0.0,0
Nagasaki 1945: Angelus no Kane,0.0,0
Otome wa Boku ni Koishiteru Special,0.6666666666666666,3
Oscar's Oasis,1.0,2
Mazinger Z tai Ankoku Daishougun,1.0,1
Nyanko Days,0.5,28
Pokemon Best Wishes! Season 2: Decolora Adventure - Dent to Takeshi! Gyarados no Gekirin!!,0.0,0
Pucca 3,0.0,0
Pucca (TV) 2nd Season,0.0,0
Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,0.25,4
Persona 4 the Golden Animation,0.38461538461538464,26
Qin Shi Mingyue: Ye Jin Tianming,0.0,0
Sacred Seven: Shirogane no Tsubasa,0.0,0
Kemushi no Boro,0.0,1
Sakigake!! Otokojuku Movie,0.0,3
Kabuki-bu!,0.4,15
Koisuru Shirokuma,1.0,2
Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,0.0,0
Mamotte! Lollipop,0.2777777777777778,18
