Name,positive_ratio,total_reviews
Nagagutsu wo Haita Neko no Bouken,0.0,0
Min Diao Ju Yi Wen Lu,0.4,5
Nekogami Yaoyorozu,0.5,2
Papuwa,0.25,4
Pokemon Diamond & Pearl Atsumare! Pokemon Planet Center,0.0,0
Orient,0.4444444444444444,36
Seigi wo Aisuru Mono Gekkou Kamen,0.0,0
Seireitsukai no Blade Dance Specials,0.0,2
Renai Boukun,0.5671641791044776,67
"Koihime†Musou: Gunyuu, Seitoukaichou no Za wo Neratte Aiarasou no Koto - Ato, Porori mo Aru yo!",0.0,0
Ranma ½: 1994 Music Calendar,0.0,0
Shingeki no Kyojin Picture Drama,0.7142857142857143,7
Shinmai Renkinjutsushi no Tenpo Keiei,0.5,20
Tanken Driland,1.0,1
Shamanic Princess,0.7777777777777778,9
Teekyuu 7,0.5,2
Strike Witches: 501 Butai Hasshin Shimasu!,1.0,5
Toji no Miko: Kizamishi Issen no Tomoshibi,0.0,0
Telepathy Shoujo Ran,1.0,6
Tsukuyomi: Moon Phase Special,0.3333333333333333,3
Teekyuu 8,1.0,2
Tsukumo,0.8,5
Tenshi no 3P!,0.7777777777777778,18
Utawarerumono: Itsuwari no Kamen Specials,0.0,0
Yoku Wakaru Gendai Mahou: Cruncha Cruncha Cruncha,0.0,0
Andes Shounen Pepero no Bouken,0.0,0
Bakusou Kyoudai Let's & Go MAX,0.0,1
Bakegyamon,1.0,1
Bari Bari Densetsu (1987),1.0,3
Battle Spirits: Sword Eyes Gekitouden,0.0,0
Boku no Hero Academia: Memories,0.6,5
Chocchan Monogatari,1.0,1
Chou Hatsumei Boy Kanipan,0.0,0
Bastard!! Ankoku no Hakaishin (ONA),0.4523809523809524,42
Bucchigiri?!,0.3076923076923077,52
Cutie Honey F,0.75,4
Chousoku Spinner,1.0,5
Emblem Take 2,1.0,2
Eyeshield 21: Maboroshi no Golden Bowl,0.0,0
Fight Ippatsu! Juuden-chan!!,0.5454545454545454,11
Gilgamesh,0.5416666666666666,24
Hua Jianghu: Bu Liang Ren III,0.0,0
GS Mikami: Gokuraku Daisakusen!!,0.6666666666666666,3
Gregory Horror Show: The Second Guest,0.0,1
Hurricane Live! 2033,0.0,0
Gregory Horror Show,0.5,2
Granblue Fantasy The Animation: Kabocha no Lantern,0.5,2
Aldnoah.Zero Extra Archives,0.0,0
Hyakka Ryouran: Samurai Girls Specials,0.0,1
Ikkitousen: Dragon Destiny Specials,0.5,2
Jarinko Chie (TV),0.0,0
Jiandao Di Yi Xian,0.5,2
Jigoku Shoujo: Yoi no Togi,0.4375,16
Bakumatsu no Spasibo,0.0,0
Dahuoji Yu Gongzhu Qun,0.0,0
Bleach KaraBuri!: Gotei Juusan Yatai Daisakusen!,0.3333333333333333,3
Beyblade Burst Chouzetsu,0.5,4
Fate/Grand Order: Fujimaru Ritsuka wa Wakaranai - Nenmatsu Special,0.0,0
Girls & Panzer Heartful Tank Disc Picture Drama,0.0,0
Fumiko no Kokuhaku,0.9,10
Hana no Mahoutsukai Mary Bell,0.0,0
Gundam vs Hello Kitty,0.75,4
Girls Bravo: Second Season,0.4666666666666667,15
Dagashi Kashi,0.5168539325842697,89
Hikari no Densetsu,1.0,3
Kaibutsu-kun (1980),0.0,0
Kidou Senshi Gundam F91,0.6875,16
Hataage! Kemono Michi,0.5625,48
Koukaku Kidoutai: SAC_2045,0.3,40
Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D - Tachikoma na Hibi,0.0,0
Happy☆Lesson (TV),0.25,44
Kurokami: Intermission,0.0,0
MM! Specials,1.0,1
Majokko Tsukune-chan,0.3333333333333333,3
Mahou Sensei Negima!: Introduction Film,0.5,2
Ninja Slayer From Animation,0.5789473684210527,19
Pokemon Movie 18: Ring no Choumajin Hoopa,0.0,5
Project BLUE Chikyuu SOS,0.5,2
Ray The Animation,0.5,6
Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,0.0,0
Shin Ace wo Nerae!,0.0,0
Sumikko Gurashi Movie 2: Aoi Tsukiyo no Mahou no Ko,1.0,1
Skull Man,0.5,10
Sounan desu ka?,0.6071428571428571,28
Sword Art Online II: Sword Art Offline II,0.5,4
Tekken: Blood Vengeance,0.23076923076923078,13
Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,0.0,0
Umi Monogatari: Anata ga Ite Kureta Koto,0.6666666666666666,6
Wan Jie Qi Yuan,0.0,1
Wellber no Monogatari: Sisters of Wellber,0.5,4
With All Our Hearts,1.0,1
Yishi Du Zun,0.0,0
Shikong Zhi Xi,1.0,1
Si Ge Yongzhe,1.0,3
Sky Girls OVA,1.0,1
Super Robot Taisen OG The Animation,0.0,1
Tide-Line Blue,0.6666666666666666,3
Tokyo Underground,0.0,6
Tokyo Mew Mew New ♡,0.5006337135614702,789
Recorder to Randoseru Mi☆,0.3333333333333333,147
Maze☆Bakunetsu Jikuu (TV),0.3333333333333333,144
Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,0.0,0
Ys: Tenkuu no Shinden - Adol Christine no Bouken,1.0,1
Turn A Gundam II: Gekkou Chou,0.0,0
"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",0.2,5
Toutotsu ni Egypt Shin,1.0,7
Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,0.0,0
Atashinchi Movie,0.0,0
12-sai.: Chicchana Mune no Tokimeki 2nd Season,0.4,5
Anmitsu Hime,0.0,0
Bai Lian Feisheng Lu,0.0,0
Chuuzumou,1.0,2
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara Picture Drama,0.0,0
"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",1.0,1
Akuma no Riddle,0.42105263157894735,95
Daisetsusan no Yuusha Kibaou,0.0,0
Di Gi Charat Christmas Special,1.0,1
Devilman Lady,0.875,8
Digimon Universe: Appli Monsters,0.4444444444444444,9
E's Otherwise,0.4,5
Final Fantasy XV: Episode Ardyn - Prologue,1.0,2
Fuyu no Okurimono,0.5,2
Glass no Usagi,0.0,2
Gokukoku no Brynhildr: Kara Sawagi,0.0,1
Green Legend Ran,0.4,5
Hakuouki: Otogisoushi,0.0,0
Hatsumei Boy Kanipan,0.0,0
Honoo no Tenkousei,1.0,8
JoJo no Kimyou na Bouken: Phantom Blood Pilot,0.0,0
Yu☆Gi☆Oh! Hikari no Pyramid,0.0,737
Happy☆Lesson,0.0,104
Koukyoushihen Eureka Seven: New Order,0.0,0
Konchuu Monogatari Minashigo Hutch,0.0,2
Konjiki no Gash Bell!!: Hashire Gash!! Ubawareta Umagon,0.0,0
Kanamewo,0.8181818181818182,11
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,0.32432432432432434,37
Kyouryuu Daisensou Izenborg,1.0,1
Kiss x Sis (TV),0.5616438356164384,73
Lupin III: Napoleon no Jisho wo Ubae,1.0,2
Mao Yao de Huo Han,0.5,2
Maken-Ki! OVA,0.4,5
Mars Red,0.6216216216216216,37
Mouryou no Hako: Chuuzenji Atsuko no Jikenbo - Hako no Yurei no Koto,0.0,2
Peace Maker Kurogane Special,0.0,0
Princess Tutu Recaps,0.0,0
Pokemon XY&Z: Subete no Nazo wo Tokiakase!,0.0,0
Nokemono-tachi no Yoru,0.7142857142857143,7
Jungle Taitei,1.0,1
Sangsil-ui Jib,0.0,0
Kaiketsu Jouki Tanteidan,0.5,2
Re:Monster,0.275,40
Ling Yu 4th Season,0.0,0
Kujira no Chouyaku,0.8571428571428571,7
Meitantei Holmes: Aoi Ruby no Maki / Kaitei no Zaihou no Maki,0.0,0
Mu Wang Zhi Wang: Han Tie Dou,0.0,1
Nagareboshi Lens,0.4444444444444444,9
Oda Cinnamon Nobunaga,0.8888888888888888,9
Ranpo Kitan: Game of Laplace,0.44642857142857145,56
Nanatsu no Taizai: Funnu no Shinpan,0.22,50
Kirakira Happy★Hirake! Cocotama,1.0,61
Rolling☆Girls,0.4497854077253219,1165
Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,0.0,0
Slam Dunk: Ketsui no Shouhoku Basket-bu,0.0,1
Seton Doubutsuki,0.0,0
Road to You,1.0,2
Sacred Seven,0.45454545454545453,22
Saikin Yatotta Maid ga Ayashii,0.46153846153846156,26
Soukou Kihei Votoms: Pailsen Files Movie,0.0,0
Spirit of Wonder: China-san Tanpenshuu,0.0,0
Star Ocean EX,0.5,8
Sonic X,0.4375,32
Sword Art Online: Sword Art Offline - Extra Edition,0.0,2
Tian Mei De Yao Hen,0.5714285714285714,7
Tide-Line Blue: Kyoudai,0.0,0
Tottoko Hamtarou OVA 1: Hamtaro no Otanjoubi - Mama wo Tasunete Sanzen Techi Techi,0.5,2
To Heart,0.5625,16
Usavich IV,0.0,1
Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,0.0,0
Xiao Lu He Xiao Lan 3rd Season,0.0,0
Yi Ren Zhi Xia: Fanwai Pian,0.0,0
Zhen Dao Ge: Chenshi Hang,1.0,1
Youjo Shachou,1.0,2
3 Choume no Tama: Uchi no Tama Shirimasen ka?,0.0,0
.hack//Liminality,0.5833333333333334,12
Afternoon Class,1.0,1
Akai Koudan Zillion,0.5,2
Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,0.0,0
Asobot Senki Gokuu,0.0,0
B-Project: Kodou*Ambitious,0.35714285714285715,14
Beyblade Burst,1.0,5
Carole & Tuesday: Gus to Roddy no Kaisouroku,0.0,0
Darwin's Game: Log Line,0.0,0
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu,0.6153846153846154,13
Dragon Ball: Super Saiya-jin Zetsumetsu Keikaku,1.0,1
Da Nao Tiangong,1.0,1
Element Hunters,0.42857142857142855,14
Dragonaut: The Resonance,0.25,28
Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,0.0,0
Five Star Stories,0.5,8
"Gon Movie: Gon, the Little Fox",1.0,1
Hai to Gensou no Grimgar: Furoagari no Kabe ni Kaketa Seishun - One More Centimeter,0.16666666666666666,12
Hakugei Densetsu,1.0,4
Ai no Gakkou Cuore Monogatari,0.0,1
Alps no Shoujo Heidi: Alm no Yama-hen,0.0,0
Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,1.0,1
Aru Machi Kado no Monogatari,0.8333333333333334,6
Asobi ni Iku yo!,0.4807692307692308,52
Bear Bear Bear Kuma!,0.0,1
Betterman,0.42857142857142855,7
Bomberman B-Daman Bakugaiden,0.0,0
Berserk 2nd Season,0.42424242424242425,33
Cardfight!! Vanguard: will+Dress Season 3,0.0,0
Da Zhu Zai,0.25,4
Comic Party,0.7142857142857143,7
Dallyeola Hani,1.0,1
Dirty Pair Flash,0.3333333333333333,3
Dirty Pair Flash 2,0.0,0
eX-Driver the Movie,0.0,2
Future Card Buddyfight Battsu,0.0,0
Happy☆Lesson: Hokahoka★Kanna to Futari Kiri,1.0,71
C³,0.4947916666666667,1152
Hyakka Ryouran: Samurai Bride Specials,0.0,0
Getsuyoubi no Tawawa Specials,0.5,4
Gegege no Kitarou (1971),0.0,0
Grancrest Senki: Tsuisou,0.0,1
Hanaukyou Maid-tai,0.5,6
Gift: Eternal Rainbow,0.6666666666666666,6
Ikkitousen: Shuugaku Toushi Keppuuroku,0.3333333333333333,3
Kaguya-hime,1.0,1
Joshikousei: Girl's High,0.5,16
Kage kara Mamoru!,1.0,4
Koharu Biyori,0.3333333333333333,3
"Minami Kamakura Koukou Joshi Jitensha-bu: Kita yo, Taiwan!",1.0,1
Konpeki no Kantai,0.3333333333333333,3
Kyou no Asuka Show,0.625,8
"Masamune-kun no Revenge: Uchi no Mama ni Kagitte/Tsunade Shima, Futatabi./12-Ji wo Sugita Cinderella",0.5714285714285714,7
Mokei Senshi Gunpla Builders Beginning G,0.0,4
Nanaka 6/17 Special,1.0,1
Nanaka 6/17,0.5,6
Mushi-Uta,0.4444444444444444,9
Naruto: Akaki Yotsuba no Clover wo Sagase,0.4,5
Ojisan to Marshmallow,0.7368421052631579,19
Okusama ga Seitokaichou!+!,0.25,16
Nanatsu no Maken ga Shihai suru,0.4,65
One Piece: Dai Gekisen Tokushuu! Hangeki Doumei vs. Big Mom,1.0,1
Sangokushi: Dai San Bu - Harukanaru Taichi,0.0,0
Sasami: Mahou Shoujo Club,0.5,2
Sayonara Zetsubou Sensei Special Omake,0.0,0
Palme no Ki,0.5454545454545454,11
I★Chu: Halfway Through the Idol,0.3333333333333333,567
Omishi Mahou Gekijou: Risky★Safety,1.0,108
Tales of Crestoria: Toga Waga wo Shoite Kare wa Tatsu,0.0,1
Seishun Anime Zenshuu,0.0,0
Sword Art Online Alternative: Gun Gale Online - Refrain,0.0,4
Shaman King: Flowers,0.5,4
Spider Riders: Oracle no Yuusha-tachi,1.0,2
Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X,0.0,1
Tokyo One Piece Tower: Tongari Shima no Dai Hihou,0.6666666666666666,3
The Hakkenden,0.75,4
Vampire Hunter,0.6666666666666666,9
Wooser no Sono Higurashi: Kakusei-hen,1.0,1
Yi Ren Jun Moye,0.0,3
X/1999,0.2857142857142857,14
Zom 100: Zombie ni Naru made ni Shitai 100 no Koto Recap,0.0,0
Zuihou de Zhaohuan Shi,0.4444444444444444,9
Sora no Manimani Specials,1.0,1
Soushin Shoujo Matoi: Kabushiki Gaisha Knight Busters,0.0,1
Tai Yi Jian Xian Chuan,0.0,0
Spy x Family Movie: Code: White Manner Movie,0.0,0
Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,0.0,0
Wonder Beat Scramble,0.0,0
Xiao Mo Tou Baolu La!,0.0,3
Yoroshiku Mechadock,1.0,1
Ueno-san wa Bukiyou,0.48484848484848486,33
Aachi wa Ssipak,0.6923076923076923,13
Amaenaide yo!! Katsu!!: Damasarenaide yo!!,1.0,1
Aru Hi Inu no Kuni kara Tegami ga Kite,1.0,1
7 Seeds,0.38028169014084506,71
Bakugan Battle Brawlers: New Vestroia,0.7142857142857143,7
Bari Bari Densetsu,0.0,1
Break Blade Movie Picture Drama,1.0,1
Dokkiri Doctor,0.0,0
Bu Si Bu Mie,0.0,2
Doraemon and Itchy the Stray,0.0,0
Dragon Quest: Dai no Daibouken,1.0,1
Eternal Boys,0.6,5
Futatsu no Kurumi,1.0,1
Fortune Quest L,1.0,2
Fatal Fury: The Motion Picture,0.5,8
Freezing Specials,0.3,10
Future Card Buddyfight Triple D,0.5,2
Gundam: G no Reconguista Movie I - Ike! Core Fighter,0.0,3
Golgo 13: Queen Bee,0.5,10
Futoku no Guild,0.5526315789473685,38
Ie Naki Ko Remy Specials (2001),0.0,0
Inochi no Chikyuu: Dioxin no Natsu,0.0,0
Hanma Baki vs. Kengan Ashura,0.4444444444444444,18
Kakutou Bijin Wulong,0.3333333333333333,3
Kita e.: Diamond Dust Drops,0.5714285714285714,7
Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Hashire! Ryoutsu-shiki Chinchin Densha,0.0,0
La Seine no Hoshi,0.5,2
Ling Yu 3rd Season,0.0,0
Lupin III vs. Cat's Eye,0.6666666666666666,6
M3: Sono Kuroki Hagane,0.45454545454545453,11
Muumin (1972),0.0,0
Nanatsu no Taizai: Ensa no Edinburgh Part 2,0.5,2
Okusama ga Seitokaichou!,0.5757575757575758,33
One Piece: Dai Gekisen Tokushuu! Zoro vs. Ookanban!,1.0,1
Fate/kaleid liner Prisma☆Illya: Prisma☆Phantasm,0.25,344
Kuragehime: Eiyuu Retsuden☆,0.0,68
"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",0.30598669623059865,902
Sensei no Ojikan: Dokidoki School Hours OVA,0.0,0
Perman,1.0,1
Pokemon: Pikachu Tankentai,0.5,2
Piyoko ni Omakase pyo!,0.3333333333333333,3
Sengoku Musou SP: Sanada no Shou,0.5,2
RDG: Red Data Girl,0.4,45
Kaibutsu-kun,0.0,0
K-On!!: Ura-On!!,0.3333333333333333,3
Shadow Skill (1996),1.0,1
Kemono Friends: Bus-teki,0.0,0
Kidou Senshi Gundam MS IGLOO 2: Juuryoku Sensen,0.6666666666666666,3
Komadori Movie: Komaneko,1.0,1
Kuiba III: Zhanshen Jue Qi,0.0,0
Koukaku Kidoutai: SAC_2045 - Jizoku Kanou Sensou,0.0,0
Kuromi's Pretty Journey,0.0,1
Kuusou Kagaku Sekai Gulliver Boy,0.0,0
Killing Bites,0.3088235294117647,68
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,0.6666666666666666,3
Mama wa Poyopoyo Saurus ga Osuki,0.0,0
Li Shi Zhentan Shiwusuo: A Day in Lungmen,1.0,2
Mahou no Princess Minky Momo: Yume no Naka no Rondo,0.5,2
Mahoutsukai Sally 2,1.0,1
Pastel Life,1.0,1
"Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai",0.0,0
Onimusha,0.5,10
Patalliro! Stardust Keikaku,0.5,2
Norn9: Norn+Nonet,0.391304347826087,23
"Maou-sama, Retry!",0.4,85
Pokemon XY: Odemashi Ko Majin Hoopa,0.0,0
Potion-danomi de Ikinobimasu!,0.42105263157894735,19
Rudolf to Ippaiattena,0.0,0
Qian Cong Shou,1.0,1
Sakura Taisen: Ouka Kenran,0.0,1
Saki Biyori Animation,1.0,1
Saber Marionette R,1.0,3
Ramen Daisuki Koizumi-san,0.5,34
Sangokushi: Dai Ichi Bu - Eiyuu-tachi no Yoake,0.0,0
Shu,0.0,0
Shiawase Sou no Okojo-san,1.0,1
Soratobu Yuureisen,0.5714285714285714,7
San Ti,0.25,4
"Yuusha, Yamemasu: Kenshuu Ryokou wa Mokuteki wo Miushinau na",1.0,1
Teekyuu 6,0.0,2
Zenonzard The Animation Episode 0,0.0,2
Sword Art Online: Extra Edition,0.296875,64
Teekyuu,0.5333333333333333,30
.hack//Tasogare no Udewa Densetsu,0.375,24
Africa no Salaryman (TV),0.8571428571428571,14
AI no Idenshi,0.7,20
Ai Zai Xiyuan Qian 2nd Season,0.0,0
Candy Candy: Haru no Yobigoe,0.0,1
Anime de Wakaru Shinryounaika,0.6111111111111112,18
Battle Spirits: Sword Eyes,1.0,2
Cross Fight B-Daman,0.5,2
Chain Chronicle: Haecceitas no Hikari,0.3684210526315789,19
Cinderella Girls Gekijou,0.3333333333333333,3
D.C.S.S: Da Capo Second Season Omake,0.0,0
Digimon Savers the Movie: Kyuukyoku Power! Burst Mode Hatsudou!!,0.75,4
Digimon Savers: Agumon! Gaomon! Lalamon! Bakuretsu! Jougai Last Battle!,0.0,0
DearS,0.6170212765957447,47
Ginga Tetsudou 999: Diamond Ring no Kanata e,0.0,0
Huan Jie Wang,0.5,2
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,0.6666666666666666,6
Hi no Tori 2772: Ai no CosmoZone,0.6666666666666666,3
91 Days: Mijikai Rousoku,0.2,5
Fragtime,0.4074074074074074,27
Ai Monogatari: 9 Love Stories,1.0,2
Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,0.0,0
Amagami SS+ Plus Picture Drama,1.0,1
Astarotte no Omocha! EX,0.2,5
Aikatsu Planet!,0.5,6
Astro Boy: Tetsuwan Atom - Getsumen Kichi - Kieta Robot no Nazo,0.0,0
Bleach: Gotei 13 Omake,1.0,1
Blue Dragon: Tenkai no Shichi Ryuu,0.0,2
Busou Shinki: Install x Dream,0.0,0
Cardfight!! Vanguard G Z,0.0,2
Choujikuu Kidan Southern Cross,0.4,5
Cinderella Girls Gekijou 3rd Season,0.0,0
Dance in the Vampire Bund: Special Edition,0.0,0
Densetsu no Yuusha no Densetsu: Iris Report,0.0,0
Bokusatsu Tenshi Dokuro-chan,0.46153846153846156,78
Doraemon: Time Machine de Oshougatsu,0.0,0
"Dakara Boku wa, H ga Dekinai.",0.40350877192982454,57
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,0.4444444444444444,9
Dragon Ball Z: Summer Vacation Special,0.0,0
Gegege no Kitarou (1985),0.0,0
Extreme Hearts,0.8,10
Gundam Build Divers: Battlogue,0.0,0
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,0.0,0
Hidamari Sketch: Chou Hidamatsuri Special,0.0,0
Ikkitousen: Great Guardians Specials,0.3333333333333333,3
Jidao Long Shen,1.0,1
Kemeko Deluxe!,0.23076923076923078,13
Ikkitousen: Extravaganza Epoch,0.0,2
Iketeru Futari,0.5,8
Higurashi no Naku Koro ni Kira,0.4186046511627907,43
Kinnikuman II Sei: Muscle Ninjin Soudatsu sen! Choujin Daisensou,0.0,0
Kuromajo-san ga Tooru!!,0.5,2
Kyoukai Senki Part 2,0.2,5
