Name,positive_ratio,total_reviews
Kuroko no Basket 2nd Season,0.7906976744186046,43
Kaguya-hime no Monogatari,0.7125,80
Liz to Aoi Tori,0.75,76
Major S1,0.7941176470588235,34
Magi: The Kingdom of Magic,0.6666666666666666,45
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,0.5555555555555556,792
xxxHOLiC◆Kei,0.4166666666666667,168
Kamisama Hajimemashita◎,0.7222222222222222,810
BanG Dream! It's MyGO!!!!!,0.75,20
Meitantei Conan Movie 13: Shikkoku no Chaser,0.75,8
Berserk: Ougon Jidai-hen III - Kourin,0.6538461538461539,26
One Piece Movie 14: Stampede,0.3783783783783784,37
ReLIFE: Kanketsu-hen,0.5857142857142857,70
Vanitas no Karte Part 2,0.6875,32
InuYasha: Kanketsu-hen,0.6923076923076923,52
xxxHOLiC Rou,0.8,5
Yoru no Kurage wa Oyogenai,0.9166666666666666,12
Major S2,0.4,5
Maison Ikkoku,0.6896551724137931,58
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,0.5472636815920398,201
Major S4,0.8333333333333334,6
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,0.25,4
Nomad: Megalo Box 2,0.7297297297297297,74
Senki Zesshou Symphogear XV,0.5909090909090909,22
Hachimitsu to Clover II,0.8064516129032258,31
Sono Bisque Doll wa Koi wo Suru,0.7300275482093664,363
Horimiya,0.6659619450317125,473
Ao Ashi,0.7708333333333334,96
Asobi Asobase,0.7421875,128
Ballroom e Youkoso,0.7333333333333333,90
Bungou Stray Dogs 2nd Season,0.6212121212121212,66
Bakuman.,0.7686567164179104,134
Dragon Ball Super: Broly,0.5980392156862745,102
Chihayafuru,0.6971830985915493,142
Girls & Panzer Movie,0.6060606060606061,33
Fate/stay night: Unlimited Blade Works,0.5686274509803921,153
Dragon Ball Z,0.6798029556650246,203
Saiki Kusuo no Ψ-nan: Kanketsu-hen,0.5555555555555556,477
Hunter x Hunter: Greed Island,0.6666666666666666,3
Stand By Me Doraemon 2,0.6666666666666666,6
Spy x Family Movie: Code: White,0.8,35
Holo no Graffiti,0.7058823529411765,34
Girls & Panzer Movie,0.6060606060606061,33
Horimiya: Piece,0.6119402985074627,67
Yojouhan Time Machine Blues,0.7619047619047619,21
Mo Dao Zu Shi Q,0.5714285714285714,7
Yoru wa Mijikashi Arukeyo Otome,0.7021276595744681,47
Little Busters! Refrain,0.6363636363636364,44
Kotarou wa Hitorigurashi,0.8378378378378378,74
Non Non Biyori Repeat,0.7407407407407407,27
Kimetsu no Yaiba: Hashira Geiko-hen,0.3333333333333333,9
Made in Abyss Movie 1: Tabidachi no Yoake,0.4,5
Meitantei Conan Movie 20: Junkoku no Nightmare,0.75,12
No Game No Life: Zero,0.6515151515151515,132
K-On!!,0.6962962962962963,135
Aria the Natural,0.76,25
Meitantei Conan,0.7473684210526316,95
Black Lagoon: The Second Barrage,0.5873015873015873,63
Lycoris Recoil,0.6382978723404256,188
Dr. Stone: Ryuusui,0.9166666666666666,24
Digimon Adventure: Last Evolution Kizuna,0.7045454545454546,44
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,0.3333333333333333,3
Cardcaptor Sakura,0.7904761904761904,105
Girls & Panzer: Saishuushou Part 3,0.7777777777777778,9
Initial D Fourth Stage,0.47368421052631576,19
Initial D Second Stage,0.6666666666666666,18
Higurashi no Naku Koro ni Kai,0.5321100917431193,109
Yuukoku no Moriarty,0.7102803738317757,107
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",0.3333333333333333,18
Toaru Kagaku no Railgun T,0.7222222222222222,36
Dr. Stone: Stone Wars,0.6266666666666667,75
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,0.5205479452054794,73
Girls Band Cry,0.5882352941176471,17
Haikyuu!! Movie 3: Sainou to Sense,0.6666666666666666,3
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,0.6,5
Dr. Stone: New World,0.7037037037037037,27
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,0.8,5
Lupin III: Cagliostro no Shiro,0.813953488372093,43
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,0.5625,32
Major: Message,1.0,3
Kaiba,0.75,80
Akira,0.6792452830188679,265
Noragami Aragoto,0.735632183908046,87
Ouran Koukou Host Club,0.7708333333333334,336
Working!!! Lord of the Takanashi,0.9090909090909091,11
Wu Liuqi: Anying Suming,0.7142857142857143,7
Cang Yuan Tu,1.0,3
Paripi Koumei,0.8148148148148148,135
Given: Uragawa no Sonzai,0.6666666666666666,9
Eiga Daisuki Pompo-san,0.7575757575757576,33
IDOLiSH7 Second Beat!,0.8,15
Shokugeki no Souma,0.7087719298245614,285
Eizouken ni wa Te wo Dasu na!,0.8290598290598291,117
Ginga Eiyuu Densetsu Gaiden,1.0,4
Tensei shitara Slime Datta Ken,0.5884146341463414,328
Gankutsuou,0.7022900763358778,131
Death Parade,0.7224669603524229,454
Black Clover,0.5658362989323843,562
Ginga Eiyuu Densetsu Gaiden,1.0,4
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,0.8,10
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,0.6666666666666666,3
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,0.7727272727272727,44
Given Movie 1,0.5510204081632653,49
Nodame Cantabile: Paris-hen,0.7368421052631579,19
Lupin III: Part 5,0.7619047619047619,21
Hinamatsuri (TV),0.7672413793103449,116
Yi Nian Yong Heng: Chuan Cheng Pian,1.0,4
Nisemonogatari,0.4956521739130435,115
Seirei no Moribito,0.7386363636363636,88
Skip to Loafer,0.8625,80
Princess Tutu,0.7211538461538461,104
JoJo no Kimyou na Bouken Part 6: Stone Ocean,0.58,50
Buddy Daddies,0.75,116
Ookami to Koushinryou: Merchant Meets the Wise Wolf,0.7857142857142857,14
One Piece Film: Z,0.8333333333333334,24
Kaze Tachinu,0.797752808988764,89
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,0.6,10
Meitantei Conan Movie 05: Tengoku e no Countdown,0.8333333333333334,6
Kuragehime,0.725,80
Meitantei Conan Movie 14: Tenkuu no Lost Ship,0.5714285714285714,7
Kidou Senshi Gundam 00,0.6585365853658537,82
Kamisama Hajimemashita,0.8292682926829268,123
Katekyou Hitman Reborn!,0.6066350710900474,211
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,0.8333333333333334,12
Diamond no Ace,0.8059701492537313,67
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,0.4519230769230769,104
Fullmetal Alchemist,0.7,250
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,0.5,1264
Gridman Universe,0.5833333333333334,12
Akatsuki no Yona OVA,0.5333333333333333,15
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,0.6595744680851063,47
Initial D Fifth Stage,0.35,20
Detroit Metal City,0.7682926829268293,82
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,0.7272727272727273,11
Kuroko no Basket: Saikou no Present desu,1.0,13
Jigokuraku,0.5317919075144508,173
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,0.5874125874125874,143
Kuroshitsuji: Kishuku Gakkou-hen,1.0,3
Mahoutsukai no Yome: Hoshi Matsu Hito,0.8055555555555556,36
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,0.5454545454545454,11
Shen Yin Wangzuo,1.0,5
Durarara!!,0.7232876712328767,365
Tamayura: Sotsugyou Shashin Part 4 - Ashita,0.75,4
Stand By Me Doraemon,0.7058823529411765,17
Tsubasa: Shunraiki,0.5833333333333334,12
Tsurune: Tsunagari no Issha,1.0,12
Tsukimonogatari,0.6538461538461539,26
Hajime no Ippo: Boxer no Kobushi,0.8,5
Kono Subarashii Sekai ni Shukufuku wo!,0.5931758530183727,381
Toki wo Kakeru Shoujo,0.78125,160
Hidamari Sketch: Sae Hiro Sotsugyou-hen,1.0,5
Gin no Saji,0.7674418604651163,86
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,0.6176470588235294,34
Kidou Senshi Gundam Unicorn,0.6578947368421053,38
Precure All Stars Movie F,0.8333333333333334,6
Zankyou no Terror,0.6604215456674473,427
Serial Experiments Lain,0.4820936639118457,363
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,1.0,69
Quanzhi Gaoshou: Dianfeng Rongyao,0.875,8
Mirai Shounen Conan,0.8181818181818182,11
