Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Ushinawareta Choushoku,The Lost Breakfast,5.84,15768,10229,546,ONA,1,Finished Airing,"Jan 13, 2015","None found, add some","None found, add some","None found, add some",Original,Avant Garde,6 min.,PG-13 - Teens 13 or older,2,Psychological,,,
Watashi no Oshi wa Akuyaku Reijou. Mini Anime,I'm in Love with the Villainess Mini Anime,5.84,13496,10231,1,ONA,6,Finished Airing,"Aug 25, 2023 to Sep 9, 2023","None found, add some","None found, add some",AQUA ARIS,Light novel,"Comedy, Fantasy",2 min. per ep.,PG-13 - Teens 13 or older,3,School,,,
Vlad Love,,5.84,3931,10230,32,ONA,12,Finished Airing,"Dec 18, 2020 to Mar 14, 2021","Production I.G,       Ichigo Animation,       Comic Animation","None found, add some",Drive,Original,"Comedy, Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,76,"School, Vampire",,,
Wave!! Surfing Yappe!! (TV),WAVE!! -Let's go surfing!!-,5.84,3161,10232,49,TV,12,Finished Airing,"Jan 12, 2021 to Mar 30, 2021",Delfi Sound,"None found, add some",Asahi Production,Mixed media,Sports,23 min. per ep.,PG-13 - Teens 13 or older,204,,Winter 2021,Tuesdays at 02:00 (JST),
Yami Shibai 8,Theatre of Darkness: Yamishibai 8,5.84,5370,10233,15,TV,13,Finished Airing,"Jan 11, 2021 to Apr 5, 2021","TV Tokyo,       DRAWIZ,       Toho Interactive Animation","None found, add some",ILCA,Original,"Avant Garde, Horror, Supernatural",4 min. per ep.,PG-13 - Teens 13 or older,22,,Winter 2021,Mondays at 03:05 (JST),
15-fun de Wakaru: Kami no Tou,Tower of God in 15 Minutes,5.84,12865,10234,1,ONA,2,Finished Airing,"Jun 1, 2020","Rialto Entertainment,       IRMA LA DOUCE","None found, add some",Telecom Animation Film,Web manga,"Action, Adventure, Drama, Fantasy, Mystery",15 min. per ep.,PG-13 - Teens 13 or older,0,,,,
Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,,5.84,14386,10235,796,ONA,1,Finished Airing,"Jun 24, 2015",Level-5,"None found, add some","None found, add some",Game,"Slice of Life, Supernatural",2 min.,G - All Ages,0,,,,Kids
Ark,,5.84,12657,10236,1,Movie,1,Finished Airing,"Jun 2, 2005",Skouras,"None found, add some","None found, add some",Unknown,"Action, Fantasy, Sci-Fi, Supernatural",1 hr. 29 min.,PG-13 - Teens 13 or older,1,"Mecha, Military",,,
Balala Xiao Mo Xian: Qiji Wubu,Balala the Fairies: Miracle Dance,5.84,13151,10237,1,TV,52,Finished Airing,"Apr 19, 2013 to Apr 2014","B.CMAY PICTURES,       Alpha Group Co. Ltd.","None found, add some",Alpha Animation,Original,"Comedy, Fantasy",24 min. per ep.,PG - Children,2,Mahou Shoujo,Spring 2013,Unknown,
Barbapapa (1977),,5.84,13732,10238,970,TV,48,Finished Airing,"Apr 30, 1977 to Jun 14, 1977",KSS,"None found, add some",Topcraft,Picture book,"Comedy, Fantasy",5 min. per ep.,PG - Children,2,,Spring 1977,Unknown,Kids
Black Jack: Futari no Kuroi Isha - Manner Movie,,5.84,13063,10239,1,Movie,1,Finished Airing,"Dec 17, 2005","None found, add some","None found, add some","None found, add some",Manga,Comedy,37 sec.,G - All Ages,0,Parody,,,
Bosco no Mori no Nakama-tachi,,5.84,17243,10241,405,Special,1,Finished Airing,"Jul 25, 2003","None found, add some","None found, add some","None found, add some",Book,"Adventure, Fantasy",5 min.,G - All Ages,0,,,,
Blue Reflection Ray,,5.84,4079,10240,30,TV,24,Finished Airing,"Apr 10, 2021 to Sep 25, 2021","Mainichi Broadcasting System,       Magic Capsule,       DMM pictures",Funimation,J.C.Staff,Game,Fantasy,24 min. per ep.,PG-13 - Teens 13 or older,106,"Mahou Shoujo, School",Spring 2021,Saturdays at 01:55 (JST),
Chang,,5.84,14014,10242,888,Movie,1,Finished Airing,"Nov 1, 2012","None found, add some","None found, add some",Studio Dadashow,Unknown,"Drama, Suspense",28 min.,R - 17+ (violence & profanity),0,Military,,,
Cynical Hysterie Hour: Yoru wa Tanoshii,,5.84,17567,10243,381,Movie,1,Finished Airing,"Apr 8, 1989","None found, add some","None found, add some","None found, add some",Unknown,Comedy,8 min.,G - All Ages,0,,,,
Cyphers,,5.84,10186,10244,2,ONA,3,Finished Airing,"Jun 8, 2011 to May 14, 2016","None found, add some","None found, add some",Studio Ppuri,Game,Action,2 min. per ep.,PG-13 - Teens 13 or older,17,,,,
Dekobou Shingachou: Meian no Shippai,,5.84,12151,10245,1,Movie,1,Finished Airing,Feb 1917 to ?,"None found, add some","None found, add some","None found, add some",Original,Comedy,5 min.,G - All Ages,11,,,,
Duel Masters,,5.84,4547,10246,23,TV,26,Finished Airing,"Oct 21, 2002 to Apr 4, 2003",Studio Jack,Hasbro,"Studio Hibari,       A.C.G.T.",Manga,"Action, Comedy, Fantasy",21 min. per ep.,PG-13 - Teens 13 or older,40,Strategy Game,Fall 2002,Unknown,Kids
Gegege no Kitarou: Chisougan,Spooky Kitaro: The All Seeing Eye,5.84,13178,10247,1,Movie,1,Finished Airing,"Jul 12, 1980","None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Comedy, Fantasy, Horror, Supernatural",12 min.,G - All Ages,0,,,,
H. P. Lovecraft's The Dunwich Horror and Other Stories,,5.84,9473,10248,3,OVA,1,Finished Airing,"Aug 28, 2007","None found, add some","None found, add some",Toei Animation,Novel,Horror,46 min.,PG-13 - Teens 13 or older,5,,,,
Hello Kitty no Tomatta Big Ben,Hello Kitty in The Day the Big Clock Stopped,5.84,15694,10249,555,OVA,1,Finished Airing,"Jul 21, 1992",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,30 min.,G - All Ages,0,,,,Kids
Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu. Mini,The Most Heretical Last Boss Queen: From Villainess to Savior Mini Anime,5.84,13505,10250,1,ONA,12,Finished Airing,"Jul 9, 2023 to Sep 24, 2023","None found, add some","None found, add some",AQUA ARIS,Light novel,"Fantasy, Romance",2 min. per ep.,PG-13 - Teens 13 or older,2,"Isekai, Reincarnation",,,Josei
Hokahoka Kazoku,The Affectuous Family,5.84,13921,10251,911,TV,1428,Finished Airing,"Oct 1, 1976 to Mar 31, 1982","None found, add some","None found, add some",Eiken,Unknown,Comedy,5 min. per ep.,G - All Ages,1,,Fall 1976,Unknown,
Hortensia Saga,,5.84,2645,10252,68,TV,12,Finished Airing,"Jan 7, 2021 to Mar 25, 2021",Aniplex,Funimation,LIDENFILMS,Game,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,160,,Winter 2021,Thursdays at 00:30 (JST),
Jian Wangchao,Sword Dynasty,5.84,10049,10253,3,ONA,12,Finished Airing,"Apr 26, 2017 to Jul 5, 2017",iQIYI,"None found, add some",EMT Squared,Novel,Action,14 min. per ep.,PG-13 - Teens 13 or older,8,Historical,,,
Keifuku-san,,5.84,10010,10254,3,ONA,1,Finished Airing,"Dec 28, 2017","None found, add some","None found, add some",Yaoyorozu,Original,Fantasy,5 min.,G - All Ages,3,,,,
Kerokero Keroppi no Christmas Eve no Okurimono,Keroppi in the Christmas Eve Gift,5.84,15387,10255,601,OVA,1,Finished Airing,"Nov 1, 1992",Sanrio,"None found, add some",Grouper Productions,Unknown,Fantasy,21 min.,G - All Ages,0,,,,Kids
Kiki to Lala no Papa to Mama ni Aitai,,5.84,16200,10256,499,OVA,1,Finished Airing,"Apr 21, 1994",Sanrio,"None found, add some","None found, add some",Unknown,,19 min.,G - All Ages,0,,,,Kids
Kingsglaive: FFXV Fan Kansha Tokubetsu Movie,,5.84,11352,10257,2,ONA,1,Finished Airing,"Dec 31, 2016",Square Enix,"None found, add some","None found, add some",Game,Action,1 min.,G - All Ages,1,,,,
Kotowaza Gundam-san (ONA),,5.84,12850,10258,1,ONA,17,Finished Airing,"Feb 18, 2015 to Apr 10, 2015","None found, add some","None found, add some","None found, add some",Manga,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,0,"Mecha, Parody",,,
Kujakuou,Spirit Warrior,5.84,9626,10259,3,OVA,3,Finished Airing,"Apr 29, 1988 to Sep 21, 1991","Pony Canyon,       Pioneer LDC,       Shueisha",Central Park Media,"AIC,       Studio 88",Manga,"Action, Horror, Supernatural",55 min. per ep.,R+ - Mild Nudity,7,Mythology,,,
Love♥Love?,,5.84,4659,10260,22,TV,9,Finished Airing,"May 4, 2004 to Jun 29, 2004",m.o.e.,Maiden Japan,"Imagin,       Studio Live",Original,"Comedy, Romance, Ecchi",14 min. per ep.,R+ - Mild Nudity,13,Harem,Spring 2004,Tuesdays at 00:35 (JST),
Majutsushi Orphen Hagure Tabi,Sorcerous Stabber Orphen,5.84,2582,10261,71,TV,13,Finished Airing,"Jan 7, 2020 to Mar 31, 2020","WOWOW,       Genco,       Lantis,       BS Fuji,       Nippon Television Network,       Forecast Communications,       Yomiuri TV Enterprise,       Marui Group,       Bandai Namco Arts,       TO Books,       MediaNet Pictures",Funimation,Studio Deen,Light novel,"Action, Adventure, Drama, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,67,Martial Arts,Winter 2020,Tuesdays at 23:00 (JST),
Melty Lancer,,5.84,10166,10262,2,OVA,6,Finished Airing,"May 25, 1999 to May 25, 2000","None found, add some",Bandai Entertainment,Gonzo,Game,"Adventure, Comedy, Sci-Fi",28 min. per ep.,PG-13 - Teens 13 or older,6,Space,,,
Mirai Kara Kita Shounen Super Jetter,,5.84,14817,10263,694,TV,52,Finished Airing,"Jan 7, 1965 to Jan 20, 1966","TBS,       TCJ","None found, add some",Eiken,Original,"Action, Comedy, Sci-Fi",25 min. per ep.,G - All Ages,0,Super Power,Winter 1965,Thursdays at 18:00 (JST),
Ohayou Hakushon Daimaou,,5.84,16170,10265,502,TV,237,Finished Airing,"Mar 31, 2014 to Mar 27, 2015","None found, add some","None found, add some",Kate Arrow,Other,Comedy,1 min. per ep.,G - All Ages,0,Parody,Spring 2014,Not scheduled once per week,
Muteking the Dancing Hero,,5.84,7599,10264,6,TV,12,Finished Airing,"Oct 3, 2021 to Dec 19, 2021","Victor Entertainment,       Smile Company",Funimation,"Tatsunoko Production,       Tezuka Productions",Original,"Action, Comedy, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,22,Music,Fall 2021,Sundays at 01:26 (JST),
Onsen Yousei Hakone-chan,Hakone-chan,5.84,4085,10266,30,TV,13,Finished Airing,"Oct 4, 2015 to Dec 27, 2015","None found, add some","None found, add some","Production Reed,       Asahi Production",Web manga,"Comedy, Supernatural",3 min. per ep.,PG-13 - Teens 13 or older,10,,Fall 2015,Sundays at 20:55 (JST),
Ore dake Level Up na Ken: How to Get Stronger,Solo Leveling: How to Get Stronger,5.84,5444,10267,15,TV Special,1,Finished Airing,"Feb 25, 2024","None found, add some","None found, add some",A-1 Pictures,Web manga,"Action, Adventure, Fantasy",23 min.,R - 17+ (violence & profanity),84,Adult Cast,,,
Persona 4 the Animation: Mr. Experiment Shorts,,5.84,7618,10268,6,Special,5,Finished Airing,"Apr 1, 2013",Aniplex,Sentai Filmworks,AIC ASTA,Game,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,6,,,,
Pokemon Scarlet Violet,,5.84,13358,10269,1,ONA,2,Finished Airing,"Sep 1, 2022 to Oct 25, 2022","None found, add some","None found, add some","None found, add some",Game,,1 min. per ep.,G - All Ages,1,,,,Kids
Pororo Daemoheom,Pororo to the Cookie Castle,5.84,17058,10271,418,Special,1,Finished Airing,"Nov 24, 2004","None found, add some","None found, add some",Ocon Studio,Unknown,Adventure,1 hr. 11 min.,G - All Ages,0,,,,Kids
Pokemon: Aki no Special,,5.84,10835,10270,2,TV Special,1,Finished Airing,"Oct 7, 1997","None found, add some","None found, add some",OLM,Game,"Action, Adventure, Fantasy",48 min.,PG - Children,0,,,,Kids
Power Battle Watch Car Season 2,Power Battle Watch Car,5.84,18688,10272,301,TV,13,Finished Airing,"Aug 23, 2016 to Nov 15, 2016","None found, add some","None found, add some",SAMG Entertainment,Original,,26 min. per ep.,G - All Ages,0,Racing,Summer 2016,Unknown,Kids
Puzzle & Dragon,,5.84,12083,10273,1,TV,Unknown,Currently Airing,"Apr 2, 2018 to ?",Akatsuki,"None found, add some",Pierrot,Game,,24 min.,PG - Children,6,Strategy Game,Spring 2018,Mondays at 18:25 (JST),Kids
Queen's Blade: Unlimited,,5.84,5903,10274,12,OVA,2,Finished Airing,"Jul 13, 2018 to Feb 28, 2020","None found, add some","None found, add some","None found, add some",Other,"Action, Adventure, Fantasy, Ecchi",26 min. per ep.,R+ - Mild Nudity,27,,,,
