Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics
Otogi Manga Calendar,,6.01,14276,9443,826,TV,312,Finished Airing,"Jun 25, 1962 to Jun 25, 1964","TBS,       Otogi Production","None found, add some","None found, add some",Original,,Historical,5 min. per ep.,G - All Ages,6,Summer 1962,Not scheduled once per week,
Personal Computer Travel Tanteidan,Superbook 2,6.01,12627,9444,1,TV,26,Finished Airing,"Apr 4, 1983 to Sep 26, 1983","None found, add some","None found, add some",Tatsunoko Production,Original,"Adventure, Sci-Fi",Historical,24 min. per ep.,PG - Children,3,Spring 1983,Unknown,Kids
Puchitto Gargantia: Marumaru no Gargantia,,6.01,9805,9445,3,Special,1,Finished Airing,"Sep 25, 2013","None found, add some",VIZ Media,Production I.G,Original,"Comedy, Sci-Fi",Mecha,4 min.,PG-13 - Teens 13 or older,0,,,
Ring ni Kakero 1 Pilot,,6.01,15745,9446,551,OVA,1,Finished Airing,2004,Shueisha,"None found, add some",Toei Animation,Manga,Sports,Combat Sports,5 min.,PG-13 - Teens 13 or older,1,,,Shounen
Santa Company: Christmas no Himitsu,,6.01,12572,9447,1,Movie,1,Finished Airing,"Nov 29, 2019","None found, add some","None found, add some",Asahi Production,Original,Fantasy,,1 hr. 5 min.,PG - Children,0,,,
Shake-chan,,6.01,11585,9448,1,ONA,1,Finished Airing,"Mar 9, 2012","None found, add some","None found, add some","None found, add some",Original,Comedy,,5 min.,PG-13 - Teens 13 or older,7,,,
Shi Wan Ge Leng Xiaohua 2nd Season,,6.01,16003,9449,522,ONA,13,Finished Airing,"Dec 31, 2013 to Dec 30, 2014",Yaoqi,"None found, add some",L²Studio,Web manga,Comedy,Parody,10 min. per ep.,PG-13 - Teens 13 or older,0,,,
Shinkansen Henkei Robo Shinkalion,Shinkalion,6.01,13824,9450,943,ONA,11,Finished Airing,"Mar 16, 2015 to May 31, 2017","None found, add some","None found, add some","None found, add some",Other,,Mecha,1 min. per ep.,G - All Ages,1,,,Kids
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,,6.01,11645,9451,1,TV,12,Finished Airing,"May 7, 2005 to Jul 23, 2005","G&G Entertainment,       T.P.O","None found, add some","Group TAC,       G&G Direction",Original,"Action, Comedy","Historical, Military, Samurai",26 min. per ep.,PG-13 - Teens 13 or older,2,Spring 2005,Saturdays at 19:00 (JST),
Sore Ike! Anpanman: Baikinman to 3-bai Punch,,6.01,16926,9452,429,Movie,1,Finished Airing,"Jul 13, 1996",Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,"Comedy, Fantasy",,30 min.,PG - Children,0,,,Kids
Space Bug,The Journey Home,6.01,14119,9453,867,TV,26,Finished Airing,"Jul 8, 2018 to Jan 6, 2019",TMS Entertainment,"None found, add some","Studio W.Baba,       P.I.C.S.",Original,Adventure,Space,23 min. per ep.,PG - Children,4,Summer 2018,Sundays at 10:30 (JST),
Street Fighter IV: Aftermath,,6.01,14181,9454,850,Special,4,Finished Airing,2008 to 2009,Capcom,"None found, add some",Studio 4°C,Game,Action,Martial Arts,4 min. per ep.,PG-13 - Teens 13 or older,0,,,
Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,,6.01,13915,9455,914,Movie,1,Finished Airing,"Jul 31, 1999","None found, add some","None found, add some",Madhouse,Original,"Action, Adventure, Fantasy",Super Power,30 min.,G - All Ages,1,,,
The Five Killers,,6.01,13267,9456,1,ONA,1,Finished Airing,2007,"None found, add some","None found, add some",Gonzo,Original,Action,,1 min.,PG-13 - Teens 13 or older,2,,,
Weiß Survive R,,6.01,6045,9457,11,TV,12,Finished Airing,"Dec 5, 2009 to Mar 27, 2010",TBS,"None found, add some",Studio Hibari,Card game,"Comedy, Ecchi",Strategy Game,2 min. per ep.,PG-13 - Teens 13 or older,4,Winter 2010,Saturdays at 01:25 (JST),
Youkai Watch Movie 6: Youkai Gakuen Y - Neko wa Hero ni Nareru ka,,6.01,12808,9458,1,Movie,1,Finished Airing,"Dec 13, 2019","None found, add some","None found, add some",OLM,Game,"Comedy, Supernatural","Mythology, School",1 hr. 39 min.,PG - Children,1,,,Kids
Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,Paul Rusch: His Life and Dream,6.01,15251,9459,623,Movie,1,Finished Airing,"Oct 19, 2002","None found, add some","None found, add some",Magic Bus,Other,,Historical,1 hr. 37 min.,G - All Ages,0,,,
Apfelland Monogatari,Appleland Story,6.01,10439,9460,2,OVA,1,Finished Airing,"Oct 10, 1992","None found, add some","None found, add some",J.C.Staff,Novel,"Adventure, Drama",Historical,1 hr. 27 min.,PG-13 - Teens 13 or older,2,,,
Arad: Gyakuten no Wa,,6.01,10746,9461,2,TV,13,Finished Airing,"Jul 4, 2020 to Sep 26, 2020","Tencent Animation & Comics,       Tencent Games,       Friendly Land,       Stray Cats","None found, add some",LIDENFILMS,Game,"Action, Adventure, Comedy, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,12,Summer 2020,Unknown,
Choujin Locke: Lord Leon,Locke the Superman: Lord Leon,6.01,11577,9462,1,OVA,3,Finished Airing,"Oct 25, 1989 to Dec 16, 1989","None found, add some","None found, add some",Nippon Animation,Manga,"Action, Sci-Fi",Super Power,29 min. per ep.,PG-13 - Teens 13 or older,2,,,
Collar x Malice Movie: Deep Cover,,6.01,6272,9463,10,Movie,2,Finished Airing,"May 26, 2023 to Jun 23, 2023","Studio Mausu,       Avex Pictures","None found, add some",Studio Deen,Visual novel,"Mystery, Romance, Suspense","Detective, Reverse Harem",55 min. per ep.,PG-13 - Teens 13 or older,47,,,Josei
Darkside Blues,,6.01,6158,9464,11,Movie,1,Finished Airing,"Oct 8, 1994",Akita Shoten,"None found, add some",J.C.Staff,Manga,"Horror, Mystery, Sci-Fi",Psychological,1 hr. 23 min.,R+ - Mild Nudity,26,,,
Digimon Savers 3D: Digital World Kiki Ippatsu!,,6.01,7612,9465,6,Movie,1,Finished Airing,"Jul 8, 2006","None found, add some","None found, add some",Toei Animation,Original,"Action, Adventure, Fantasy, Supernatural",,7 min.,PG - Children,2,,,Kids
Earthian,,6.01,6148,9466,11,OVA,4,Finished Airing,"Jul 26, 1989 to Dec 21, 1996",Youmex,Media Blasters,J.C.Staff,Manga,"Boys Love, Drama",,35 min. per ep.,R - 17+ (violence & profanity),24,,,Shoujo
Fukuyama Gekijou: Natsu no Himitsu,,6.01,14923,9467,677,OVA,1,Finished Airing,"Sep 27, 1990","None found, add some","None found, add some","Mook Animation,       Urban Product",4-koma manga,Fantasy,Music,55 min.,G - All Ages,0,,,Kids
Game Center Arashi,,6.01,13158,9468,1,TV,26,Finished Airing,"May 4, 1982 to Sep 27, 1982",Studio Jack,"None found, add some",Shin-Ei Animation,Manga,Comedy,Video Game,24 min. per ep.,PG-13 - Teens 13 or older,3,Spring 1982,Unknown,Kids
Gegege no Kitarou: Youkai Tokkyuu! Maboroshi no Kisha,,6.01,13286,9469,1,Movie,1,Finished Airing,"Jul 12, 1997","None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Comedy, Fantasy, Horror, Supernatural",,23 min.,G - All Ages,0,,,
Ginga Ojousama Densetsu Yuna: Kanashimi no Siren,Galaxy Fraulein Yuna,6.01,8466,9470,5,OVA,2,Finished Airing,"Sep 21, 1995 to Nov 22, 1995","Starchild Records,       animate Film,       Movic",ADV Films,J.C.Staff,Visual novel,"Action, Adventure, Comedy, Sci-Fi","Mahou Shoujo, Mecha",28 min. per ep.,PG-13 - Teens 13 or older,5,,,
Great Mazinger tai Getter Robo,,6.01,10181,9471,2,Movie,1,Finished Airing,"Mar 21, 1975",Dynamic Planning,"None found, add some",Toei Animation,Manga,"Action, Sci-Fi",Mecha,30 min.,PG-13 - Teens 13 or older,4,,,
Guomin Laogong Dai Huijia,,6.01,4707,9472,21,ONA,12,Finished Airing,"Oct 3, 2016 to Dec 12, 2016","bilibili,       Tencent Penguin Pictures,       China Literature Limited","None found, add some",B.CMAY PICTURES,Novel,"Drama, Romance",School,11 min. per ep.,PG-13 - Teens 13 or older,76,,,
Guomin Laogong Dai Huijia 3rd Season,,6.01,8524,9473,5,ONA,12,Finished Airing,"Oct 25, 2017 to Jan 10, 2018","Tencent Penguin Pictures,       China Literature Limited","None found, add some",Wawayu Animation,Novel,"Drama, Romance",,12 min. per ep.,PG-13 - Teens 13 or older,9,,,
Hangyakusei Million Arthur,Operation Han-Gyaku-Sei Million Arthur,6.01,3520,9474,40,TV,10,Finished Airing,"Oct 25, 2018 to Dec 27, 2018","Square Enix,       Sotsu,       Genco,       Lantis,       Magic Capsule,       Fields,       bilibili,       Bandai Namco Arts,       Happinet","None found, add some",J.C.Staff,Game,"Action, Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,53,Fall 2018,Thursdays at 22:00 (JST),
Hello Kitty no Mahou no Ringo,Hello Kitty in The Magic Apple,6.01,15605,9475,569,OVA,1,Finished Airing,"Sep 21, 1992",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,25 min.,G - All Ages,0,,,Kids
Hipira-kun,,6.01,9658,9476,3,TV,10,Finished Airing,"Dec 21, 2009 to Dec 25, 2009","None found, add some","None found, add some",Sunrise,Picture book,"Comedy, Fantasy, Supernatural",Vampire,5 min. per ep.,PG - Children,1,Fall 2009,Unknown,Kids
Huan Jing Nuo De Lin,Beyond the Worlds,6.01,16638,9477,455,ONA,1,Finished Airing,"Apr 28, 2017","None found, add some","None found, add some",YHKT Entertainment,Original,"Action, Fantasy",Mecha,33 min.,R - 17+ (violence & profanity),1,,,
Anata no France wa Donna Tokoro?,,6.00,16614,9478,457,ONA,1,Finished Airing,"Jul 18, 2022","None found, add some","None found, add some",Studio Daisy,Original,Slice of Life,,2 min.,G - All Ages,0,,,
Attack No.1: Namida no Fushichou,,6.00,13480,9479,1,Movie,1,Finished Airing,"Mar 17, 1971",Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,"Drama, Sports",Team Sports,1 hr.,PG-13 - Teens 13 or older,1,,,Shoujo
Bakabon Osomatsu no Karee wo Tazunete Sansenri,,6.00,14713,9480,716,TV Special,1,Finished Airing,"Oct 19, 1991","None found, add some","None found, add some",Pierrot,Original,Comedy,,44 min.,PG-13 - Teens 13 or older,0,,,
Balala Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,Balala the Faries: Over the Rainbow,6.00,13339,9481,1,TV,26,Finished Airing,"Nov 13, 2016 to Dec 8, 2016","B.CMAY PICTURES,       Alpha Group Co. Ltd.","None found, add some",Qianqi Animation,Original,"Comedy, Fantasy",Mahou Shoujo,22 min. per ep.,PG - Children,2,Fall 2016,Sundays at 20:00 (JST),
Bomberman: Yuuki wo Arigatou - Watashi ga Mimi ni Naru,,6.00,16694,9482,449,Movie,1,Finished Airing,"Apr 13, 1995","None found, add some","None found, add some","None found, add some",Game,Drama,Strategy Game,26 min.,G - All Ages,0,,,Kids
Doushitemo Eto ni Hairitai,,6.00,15421,9484,596,TV,13,Finished Airing,"Oct 11, 2015 to Jan 10, 2016",Studio Mausu,"None found, add some",Pollyanna Graphics,Web manga,Comedy,,6 min. per ep.,G - All Ages,2,Fall 2015,Sundays at 09:20 (JST),
Bucchigire!,Shine On! Bakumatsu Bad Boys,6.00,3757,9483,35,TV,12,Finished Airing,"Jul 8, 2022 to Sep 23, 2022","Ai Addiction,       bilibili,       Twin Engine","None found, add some",Geno Studio,Original,Action,"Historical, Samurai",24 min. per ep.,PG-13 - Teens 13 or older,141,Summer 2022,Fridays at 22:30 (JST),
Dr. Slump Movie 11: Dr. Mashirito & Abale-chan,Dr. Slump: Dr. Mashirito and Abale-chan,6.00,11550,9485,1,Movie,1,Finished Airing,"Mar 3, 2007","None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",Gag Humor,5 min.,PG-13 - Teens 13 or older,0,,,Shounen
Elmer no Bouken: My Father's Dragon,Elmer's Adventure: My Father's Dragon,6.00,15322,9486,610,OVA,1,Finished Airing,"Jul 5, 1997","None found, add some","None found, add some",Aubec,Book,"Adventure, Fantasy",,1 hr. 37 min.,G - All Ages,0,,,Kids
Furiten-kun,,6.00,16031,9487,519,Movie,1,Finished Airing,"Apr 11, 1981","None found, add some","None found, add some",Knack Productions,Unknown,"Comedy, Slice of Life",,1 hr. 15 min.,R+ - Mild Nudity,0,,,Seinen
Great Mazinger tai Getter Robo G: Kuuchuu Daigekitotsu,,6.00,10737,9488,2,Movie,1,Finished Airing,"Jul 26, 1975",Dynamic Planning,"None found, add some",Toei Animation,Manga,"Action, Sci-Fi",Mecha,25 min.,PG-13 - Teens 13 or older,0,,,
Hajimari no Boukensha-tachi: Legend of Crystania,Legend of Crystania: The Motion Picture,6.00,7869,9489,6,Movie,1,Finished Airing,"Jul 29, 1995","Kadokawa Shoten,       Victor Entertainment","None found, add some",Triangle Staff,Light novel,"Action, Adventure, Fantasy, Supernatural",,1 hr. 18 min.,R - 17+ (violence & profanity),9,,,
Hello Kitty no Kieta Santa-san no Boushi,Hello Kitty in Santa's Missing Hat,6.00,15536,9490,578,OVA,1,Finished Airing,"Nov 1, 1992",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,30 min.,G - All Ages,0,,,Kids
Hello Kitty no Yappari Mama ga Suki,Hello Kitty in Mom Loves Me After All,6.00,15593,9491,570,OVA,1,Finished Airing,"Aug 21, 1992",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,30 min.,G - All Ages,1,,,Kids
Jantama Pong☆ Episode 0,,6.00,10191,9492,2,Special,1,Finished Airing,"Apr 1, 2022","None found, add some","None found, add some",Scooter Films,Game,Comedy,,1 min.,PG-13 - Teens 13 or older,1,,,
Kishin Houkou Demonbane,,6.00,6477,9493,9,OVA,1,Finished Airing,"Jul 1, 2004","Frontier Works,       Kadokawa Shoten,       Half H.P Studio,       Digiturbo","None found, add some","Group TAC,       View Works",Visual novel,"Comedy, Drama, Sci-Fi",Mecha,24 min.,PG-13 - Teens 13 or older,12,,,
Kouchuu Ouja Mushiking Super Battle Movie: Yami no Kaizou Kouchuu,Mushiking: The King of Beetles SUPER BATTLE MOVIE -Altered Beetles of Darkness-,6.00,15039,9494,655,Movie,1,Finished Airing,"Mar 21, 2007",Sega,"None found, add some",TMS Entertainment,Card game,"Adventure, Fantasy",,50 min.,G - All Ages,2,,,
Kyojin no Hoshi (Movie),,6.00,14426,9495,789,Movie,1,Finished Airing,"Aug 21, 1982","None found, add some","None found, add some","None found, add some",Unknown,"Drama, Sports",,1 hr. 50 min.,G - All Ages,0,,,
Magical★Taruruuto-kun Movie,,6.00,14323,9496,817,Movie,1,Finished Airing,"Mar 9, 1991","None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Comedy, Fantasy, Ecchi","Gag Humor, School",50 min.,G - All Ages,1,,,Shounen
Mahou no Star Magical Emi: Finale! Finale!,,6.00,13559,9497,1,OVA,1,Finished Airing,"May 25, 1986","None found, add some","None found, add some",Pierrot,Original,Comedy,Mahou Shoujo,17 min.,G - All Ages,0,,,
Mouryou Senki Madara,Madara,6.00,10198,9498,2,OVA,2,Finished Airing,"Mar 20, 1991 to Dec 20, 1991",Bandai Visual,Media Blasters,"Studio Fantasia,       animate Film",Manga,"Adventure, Supernatural",Mythology,58 min. per ep.,PG-13 - Teens 13 or older,7,,,
Nekketsu Jinmen Inu: Life Is Movie,,6.00,13759,9499,964,OVA,3,Finished Airing,"Jul 11, 2014 to Sep 26, 2014",CoMix Wave Films,"None found, add some","None found, add some",Unknown,"Comedy, Mystery",Parody,16 min. per ep.,PG-13 - Teens 13 or older,4,,,
Ninja Hattori-kun Plus Perman: Chounouryoku Wars,,6.00,13881,9500,926,Movie,1,Finished Airing,"Mar 17, 1984","None found, add some","None found, add some",Shin-Ei Animation,Unknown,Adventure,"Martial Arts, Super Power",52 min.,PG - Children,0,,,
Gunslinger Stratos,,5.99,8837,9552,4,ONA,1,Finished Airing,"Mar 15, 2014","Square Enix,       Magic Capsule,       Project No.9","None found, add some","None found, add some",Game,"Action, Sci-Fi",,9 min.,PG-13 - Teens 13 or older,5,,,
Gorillaman,,5.99,12942,9551,1,OVA,2,Finished Airing,"Jun 25, 1992 to Dec 24, 1993",Kodansha,"None found, add some",J.C.Staff,Manga,Comedy,"Delinquents, School",46 min. per ep.,R - 17+ (violence & profanity),3,,,Seinen
Hakushon Daimaou 2020,Genie Family 2020,5.99,13305,9553,1,TV,20,Finished Airing,"Apr 11, 2020 to Sep 26, 2020",Yomiuri Telecasting,"None found, add some","Nippon Animation,       Tatsunoko Production",Original,"Comedy, Fantasy",,24 min. per ep.,G - All Ages,0,Spring 2020,Saturdays at 17:30 (JST),
Hoshi ni Negai wo: Fantastic Cat,,5.99,11380,9554,2,ONA,1,Finished Airing,"Aug 3, 2009","None found, add some","None found, add some",Barnum Studio,Original,"Adventure, Sci-Fi",,39 min.,PG-13 - Teens 13 or older,0,,,
Hot Minute: Aggretsuko,,5.99,11479,9555,1,ONA,1,Finished Airing,"Oct 10, 2017",Sanrio,"None found, add some","None found, add some",Other,Comedy,,1 min.,G - All Ages,1,,,Kids
Kaigo to Ikiru,,5.99,16844,9556,437,ONA,1,Finished Airing,"Sep 30, 2019","None found, add some","None found, add some",Animation Lab Japan,Original,Drama,Music,3 min.,G - All Ages,0,,,
K×Drop!!,,5.99,13269,9557,1,ONA,1,Finished Airing,"Mar 29, 2017","None found, add some","None found, add some","None found, add some",Original,"Comedy, Suspense",,5 min.,PG-13 - Teens 13 or older,0,,,
Kiss Dum: Omokage,,5.99,12959,9559,1,Special,1,Finished Airing,"Sep 29, 2011",Bandai Visual,"None found, add some",Satelight,Original,Sci-Fi,"Mecha, Military",12 min.,PG-13 - Teens 13 or older,0,,,
Kiki to Lala no Aoi Tori,,5.99,15616,9558,566,Movie,1,Finished Airing,"Jul 22, 1989","None found, add some","None found, add some","None found, add some",Unknown,,,58 min.,PG - Children,1,,,Kids
Lovedol: Lovely Idol OVA,Lovedol ~Lovely Idol~,5.99,10904,9560,2,OVA,1,Finished Airing,"Mar 28, 2007","None found, add some","None found, add some","AIC ASTA,       TNK",Unknown,"Comedy, Drama, Ecchi","Harem, Idols (Female), Music",28 min.,PG-13 - Teens 13 or older,0,,,
Meitantei Conan Manner Movie,Detective Conan Manner Movie,5.99,16197,9561,500,Movie,1,Finished Airing,"Apr 18, 2015","None found, add some","None found, add some","None found, add some",Manga,,Educational,1 min.,PG-13 - Teens 13 or older,0,,,
Metroid Short Animation,,5.99,14359,9562,808,ONA,1,Finished Airing,"Jun 6, 2016","None found, add some","None found, add some","None found, add some",Game,Sci-Fi,,55 sec.,G - All Ages,0,,,
Mitsuwano,,5.99,8508,9563,5,OVA,1,Finished Airing,"Mar 12, 2014","Starchild Records,       Grooove","None found, add some",Zexcs,Light novel,Slice of Life,,28 min.,PG-13 - Teens 13 or older,1,,,
Monster Strike: Katsubou no Hate no Risoukyou,The Night Before Special: The Long-Awaited Utopia,5.99,10729,9564,2,ONA,1,Finished Airing,"Mar 25, 2017",XFLAG Pictures,"None found, add some","SANZIGEN,       Yokohama Animation Lab",Game,"Action, Fantasy",Strategy Game,15 min.,PG-13 - Teens 13 or older,0,,,
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Shadow Star Narutaru,5.99,3717,9565,36,TV,13,Finished Airing,"Jul 7, 2003 to Sep 29, 2003",Kids Station,Central Park Media,Planet,Manga,"Drama, Horror, Sci-Fi, Suspense",,24 min. per ep.,R - 17+ (violence & profanity),71,Summer 2003,Unknown,Seinen
Neko nanka Yondemo Konai.,,5.99,11312,9566,2,TV,12,Finished Airing,"Oct 3, 2015 to Dec 19, 2015","None found, add some","None found, add some","None found, add some",Manga,Slice of Life,Pets,1 min. per ep.,G - All Ages,3,Fall 2015,Saturdays at 00:54 (JST),Seinen
Nurse Witch Komugi-chan R,Nurse Witch Komugi R,5.99,5714,9567,13,TV,12,Finished Airing,"Jan 10, 2016 to Mar 27, 2016","VAP,       Nippon Television Network",Sentai Filmworks,Tatsunoko Production,Original,"Comedy, Fantasy","Gag Humor, Idols (Female), Mahou Shoujo, Medical, Parody",22 min. per ep.,PG-13 - Teens 13 or older,14,Winter 2016,Sundays at 02:25 (JST),
Ongaku Shoujo (TV),Music Girls,5.99,5245,9568,16,TV,12,Finished Airing,"Jul 6, 2018 to Sep 21, 2018",King Records,"None found, add some",Studio Deen,Original,Slice of Life,"Idols (Female), Music",23 min. per ep.,PG-13 - Teens 13 or older,30,Summer 2018,Fridays at 23:00 (JST),
Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,,5.99,13803,9569,949,Movie,1,Finished Airing,"Mar 18, 1989","None found, add some","None found, add some",Pierrot,Manga,Comedy,,25 min.,G - All Ages,0,,,Shounen
Piano (TV),Piano: The Melody of a Young Girl's Heart,5.99,6643,9570,9,TV,10,Finished Airing,"Nov 11, 2002 to Jan 13, 2003","animate Film,       Kids Station,       Pioneer LDC",Nozomi Entertainment,OLM,Original,"Drama, Romance, Slice of Life",Music,24 min. per ep.,G - All Ages,13,Fall 2002,Mondays at 20:00 (JST),
Sea Cat,,5.99,19655,9571,246,Movie,1,Finished Airing,1988,"None found, add some","None found, add some",Oh! Production,Original,Drama,Educational,21 min.,G - All Ages,0,,,Kids
Seikon no Qwaser II Picture Drama,The Qwaser Of Stigmata II Picture Drama,5.99,5532,9572,14,Special,4,Finished Airing,"Jul 6, 2011 to Oct 5, 2011",TAKI Corporation,"None found, add some",Hoods Entertainment,Manga,Ecchi,,3 min. per ep.,R+ - Mild Nudity,12,,,Seinen
Sengoku☆Paradise Kiwami,,5.99,8177,9573,5,TV,26,Finished Airing,"Oct 4, 2011 to Mar 27, 2012","TV Tokyo,       G-mode","None found, add some","Milky Cartoon,       LMD",Visual novel,"Action, Romance","Historical, Samurai",3 min. per ep.,PG-13 - Teens 13 or older,1,Fall 2011,Unknown,Josei
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life Mini Anime,Chillin' in My 30s after Getting Fired from the Demon King's Army Mini Anime,5.98,12122,9574,1,ONA,12,Finished Airing,"Jan 11, 2023 to Apr 1, 2023","None found, add some","None found, add some",AQUA ARIS,Light novel,"Comedy, Fantasy",,2 min. per ep.,PG-13 - Teens 13 or older,0,,,
Karakuri Kengou Den Musashi Lord,"Musashi, the Samurai Lord",5.98,13259,9575,1,TV,50,Finished Airing,"Oct 3, 1990 to Sep 25, 1991",Bandai,"None found, add some",Pierrot,Original,"Action, Adventure",Mecha,30 min. per ep.,PG - Children,1,Fall 1990,Unknown,
"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",,5.98,11886,9576,1,Special,1,Finished Airing,"Dec 26, 2008","None found, add some","None found, add some",HAL Film Maker,Unknown,Ecchi,,1 min.,PG-13 - Teens 13 or older,1,,,
Kerokko Demetan,Adventures On Rainbow Pond,5.98,11670,9577,1,TV,39,Finished Airing,"Jan 2, 1973 to Sep 25, 1973",Harmony Gold,"None found, add some",Tatsunoko Production,Original,"Comedy, Fantasy",,24 min. per ep.,PG - Children,4,Winter 1973,Unknown,Kids
Kusatta Kyoushi no Houteishiki,Bad Teacher Equation,5.98,8355,9578,5,OVA,2,Finished Airing,"Nov 25, 1994 to Nov 24, 1995","None found, add some","None found, add some",J.C.Staff,Manga,"Boys Love, Comedy","Adult Cast, Workplace",28 min. per ep.,PG-13 - Teens 13 or older,10,,,
Lesson XX,,5.98,6494,9579,9,OVA,1,Finished Airing,"Apr 7, 1995",Daiei,"None found, add some",SIDO LIMITED,Novel,Boys Love,,49 min.,PG-13 - Teens 13 or older,10,,,
Mahoutsukai Jiji,,5.98,11646,9580,1,ONA,1,Finished Airing,"Dec 24, 2011","None found, add some","None found, add some","None found, add some",Original,Fantasy,Music,6 min.,PG - Children,1,,,
Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,,5.98,13394,9581,1,Movie,1,Finished Airing,"Apr 25, 1998","None found, add some","None found, add some",J.C.Staff,Manga,"Adventure, Comedy, Fantasy","Magical Sex Shift, Mecha",42 min.,PG-13 - Teens 13 or older,0,,,Shounen
Microid S,,5.98,14214,9582,841,TV,26,Finished Airing,"Apr 7, 1973 to Oct 6, 1973",TV Asahi,"None found, add some",Toei Animation,Manga,"Action, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older,0,Spring 1973,Unknown,
Midori-ko,,5.98,8702,9583,4,Movie,1,Finished Airing,"Sep 24, 2011",Mistral Japan,"None found, add some","None found, add some",Original,"Avant Garde, Drama",,55 min.,PG-13 - Teens 13 or older,11,,,
