Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites
Agigongryong Doolie (2009),Little Dino Dooly (2009),5.94,16136,9779,505,TV,26,Finished Airing,"Jan 8, 2009 to Feb 7, 2009",Winter 2009,Unknown,"None found, add some","None found, add some","None found, add some",Unknown,Adventure,,Kids,20 min. per ep.,PG - Children,1
Bai Gui Youeryuan,Hundred Spirits Kindergarten,5.94,15610,9780,568,ONA,10,Finished Airing,"Jul 14, 2018 to Sep 15, 2018",,,"None found, add some","None found, add some",Painting Dream,Manga,Comedy,,,4 min. per ep.,PG-13 - Teens 13 or older,0
Bio Hunter,,5.94,5388,9781,15,OVA,1,Finished Airing,"Dec 8, 1995",,,BMG Japan,Urban Vision,Madhouse,Manga,"Action, Horror","Gore, Mythology",Seinen,58 min.,R+ - Mild Nudity,13
Black★★Rock Shooter:  Dawn Fall,,5.94,3468,9782,41,TV,12,Finished Airing,"Apr 3, 2022 to Jun 19, 2022",Spring 2022,Sundays at 23:00 (JST),Unlimited Produce by TMS,"None found, add some","Bibury Animation Studios,       Bibury Animation CG",Other,"Action, Drama",Super Power,,23 min. per ep.,PG-13 - Teens 13 or older,346
Candy.zip,,5.94,15022,9783,661,Movie,1,Finished Airing,2017,,,Geidai Animation,"None found, add some","None found, add some",Original,Award Winning,,,4 min.,PG-13 - Teens 13 or older,0
Chinzei Hachirou Tametomo,,5.94,14636,9784,739,ONA,1,Finished Airing,"Dec 10, 2020",,,"Sony Music Entertainment,       Hakuhodo,       Kamimine-chou","None found, add some",Production I.G,Original,"Action, Adventure, Comedy",Historical,,4 min.,PG-13 - Teens 13 or older,0
Cinderella Girls Gekijou: 5-shuunen Kinen Short Anime,,5.94,11241,9785,2,ONA,1,Finished Airing,"Nov 28, 2016",,,"None found, add some","None found, add some",Gathering,Game,Comedy,,,3 min.,PG-13 - Teens 13 or older,0
Dorei-ku The Animation,,5.94,2773,9786,63,TV,12,Finished Airing,"Apr 13, 2018 to Jun 29, 2018",Spring 2018,Fridays at 01:00 (JST),"Hakuhodo DY Music & Pictures,       Futabasha,       Hakuhodo,       Kakao Japan,       Spacey Music Entertainment,       A-Craft,       Tohan Corporation",Sentai Filmworks,"TNK,       Zero-G",Web manga,"Drama, Suspense","Adult Cast, High Stakes Game, Psychological",,24 min. per ep.,R - 17+ (violence & profanity),74
Eightman,8 Man,5.94,10877,9787,2,TV,56,Finished Airing,"Nov 7, 1963 to Dec 24, 1964",Fall 1963,Unknown,Nippon Animation,"None found, add some",TCJ,Manga,"Action, Drama, Sci-Fi",Mecha,,23 min. per ep.,PG-13 - Teens 13 or older,4
First Squad: The Moment of Truth,,5.94,3507,9788,41,Movie,1,Finished Airing,"May 13, 2009",,,"None found, add some","Anchor Bay Films,       Manga Entertainment",Studio 4°C,Original,"Action, Supernatural","Historical, Military, Super Power",,1 hr. 13 min.,R - 17+ (violence & profanity),58
Future Card Buddyfight Recap,,5.94,13969,9789,903,TV Special,1,Finished Airing,"Jun 14, 2014",,,Bushiroad,"None found, add some","Xebec,       OLM",Card game,,Strategy Game,,24 min.,PG - Children,0
Ghost Messenger Movie,,5.94,12788,9790,1,Movie,1,Finished Airing,"May 22, 2014",,,"None found, add some","None found, add some",Studio Animal,Unknown,"Action, Supernatural",,,1 hr. 18 min.,PG-13 - Teens 13 or older,0
Goulart Knights: Evoked the Beginning White,,5.94,9901,9791,3,OVA,1,Finished Airing,"Sep 26, 2011",,,Lantis,"None found, add some",Studio Blanc.,Original,"Action, Drama, Fantasy",,,22 min.,PG-13 - Teens 13 or older,4
Gun-dou Musashi Recap,Gun Samurai Recap,5.94,15126,9792,641,TV Special,1,Finished Airing,"Jun 25, 2006",,,TBS,"None found, add some",ACC Production,Original,"Adventure, Fantasy",Samurai,,25 min.,PG-13 - Teens 13 or older,0
Hana wa Saku: Touhoku ni Saku,Flowers Will Bloom In Tohoku,5.94,12878,9793,1,TV Special,1,Finished Airing,"Sep 8, 2014",,,"NHK,       Cyclone Graphics","None found, add some","None found, add some",Other,Fantasy,,Kids,5 min.,G - All Ages,1
Hello Kitty no Hansel to Gretel,Hello Kitty & Dear Daniel in Hansel & Gretel,5.94,14941,9795,675,OVA,1,Finished Airing,"Aug 24, 2001",,,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,Kids,15 min.,G - All Ages,1
Haou Taikei Ryuu Knight: Adeu Legend II,Lord of Lords Ryu Knight: Adeu's Legend II,5.94,12755,9794,1,OVA,3,Finished Airing,"Dec 18, 1995 to Apr 25, 1996",,,"None found, add some","None found, add some",Sunrise,Unknown,"Action, Adventure, Fantasy",Mecha,,30 min. per ep.,PG-13 - Teens 13 or older,1
Hello Kitty no Yuki no Joou,Hello Kitty and Dear Daniel in The Snow Queen,5.94,14737,9796,713,OVA,1,Finished Airing,"Dec 21, 2001",,,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,Kids,14 min.,G - All Ages,1
Hokuto no Ken: Legend of Heroes,,5.94,9249,9797,3,Special,1,Finished Airing,2007,,,"None found, add some","None found, add some",Toei Animation,Manga,Action,Martial Arts,,6 min.,PG-13 - Teens 13 or older,4
Indie Anibox: Selma Danbaekjil Coffee,Indie Anibox: Selma's Protein Coffee,5.94,9725,9798,3,Movie,1,Finished Airing,"Jun 20, 2008",,,"KOCCA Animation Studio,       Arc Studio","None found, add some",Studio Dadashow,Unknown,"Comedy, Drama, Romance, Sci-Fi",Samurai,,1 hr. 15 min.,G - All Ages,6
Jack to Mame no Ki (OVA),,5.94,12443,9799,1,OVA,1,Finished Airing,1989,,,"None found, add some","None found, add some",Studio 4°C,Unknown,"Adventure, Fantasy",,Kids,13 min.,PG - Children,0
"Kanojo, Okarishimasu Petit",Rent-a-Girlfriend Petit,5.94,4811,9800,20,ONA,14,Finished Airing,"Jul 17, 2020 to Oct 1, 2020",,,Jinnan Studio,"None found, add some",AQUA ARIS,Manga,Comedy,,,1 min. per ep.,PG-13 - Teens 13 or older,49
Kashou no Tsuki: Aki Kyougen,,5.94,8426,9801,5,OVA,2,Finished Airing,"Dec 19, 1998 to Jan 21, 1999",,,SME Visual Works,"None found, add some","Tokyo Kids,       Four Some",Manga,"Romance, Supernatural",Historical,Shoujo,30 min. per ep.,PG-13 - Teens 13 or older,6
Kemono to Chat,,5.94,11158,9802,2,OVA,1,Finished Airing,"Oct 23, 2009",,,Usagi Ou,"None found, add some",Indeprox,4-koma manga,Comedy,,,28 min.,PG-13 - Teens 13 or older,0
Kidou Senshi Gundam 0083: Stardust Memory - Uchuu no Kagerou,Mobile Suit Gundam 0083: Stardust Memory - The Mayfly of Space,5.94,7428,9803,7,Special,1,Finished Airing,1992,,,"None found, add some","None found, add some",Sunrise,Radio,"Action, Drama, Sci-Fi","Mecha, Military, Space",,3 min.,PG-13 - Teens 13 or older,3
Kiki to Lala no Mamatte Suteki!,,5.94,17192,9804,408,OVA,1,Finished Airing,"Jun 21, 1995",,,Sanrio,"None found, add some","None found, add some",Unknown,,,Kids,27 min.,G - All Ages,1
Manga Nippon Mukashibanashi (Movie),,5.94,15794,9805,544,Movie,1,Finished Airing,"Mar 13, 1982",,,"None found, add some","None found, add some","None found, add some",Unknown,,Historical,,12 min.,G - All Ages,0
Megumi,,5.94,10960,9806,2,ONA,1,Finished Airing,"Mar 28, 2008",,,"None found, add some","None found, add some",Trans Arts,Other,,Historical,,25 min.,G - All Ages,1
MonHun Nikki Girigiri Airou Mura G,Monster Hunter Diary: Felyne Village on the Edge G,5.94,14477,9807,778,TV,13,Finished Airing,"Jul 1, 2011 to Sep 29, 2011",Summer 2011,Unknown,"None found, add some","None found, add some",DLE,Game,"Action, Comedy",,,3 min. per ep.,G - All Ages,0
Mori no Andou,,5.94,10026,9808,3,ONA,1,Finished Airing,Jan 2006,,,"None found, add some","None found, add some","None found, add some",Original,Comedy,,,5 min.,PG - Children,37
Samurai Gun,,5.94,6479,9810,9,TV,12,Finished Airing,"Oct 4, 2004 to Dec 14, 2004",Fall 2004,Unknown,"Avex Entertainment,       TV Asahi",ADV Films,Studio Egg,Manga,Action,Historical,Seinen,24 min. per ep.,R - 17+ (violence & profanity),9
Pachislo Kizoku Gin,,5.94,12594,9809,1,TV,23,Finished Airing,"Apr 12, 2001 to Sep 20, 2001",Spring 2001,Unknown,"Actas,       Yomiko Advertising,       Fuji TV","None found, add some",A-Line,Manga,"Action, Suspense","High Stakes Game, Strategy Game",,22 min. per ep.,None,0
Seihou Tenshi Angel Links,Angel Links,5.94,6423,9811,10,TV,13,Finished Airing,"Apr 7, 1999 to Jun 30, 1999",Spring 1999,Wednesdays at 19:00 (JST),"None found, add some","Funimation,       Bandai Entertainment",Sunrise,Novel,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Space,,24 min. per ep.,PG-13 - Teens 13 or older,7
Seikon no Qwaser Picture Drama,The Qwaser Of Stigmata Picture Drama,5.94,5156,9812,17,Special,16,Finished Airing,"Apr 21, 2010 to Nov 24, 2010",,,TAKI Corporation,"None found, add some",Hoods Entertainment,Manga,Ecchi,,Seinen,2 min. per ep.,R+ - Mild Nudity,10
Sengoku Kitan Youtouden Movie,Wrath of the Ninja,5.94,8085,9813,5,Movie,1,Finished Airing,"May 27, 1989",,,"None found, add some",Central Park Media,J.C.Staff,Unknown,Action,"Martial Arts, Samurai",,1 hr. 26 min.,R - 17+ (violence & profanity),6
Sengoku Majin Goushougun (Movie),,5.94,13067,9814,1,Movie,1,Finished Airing,"Apr 24, 1982",,,"None found, add some","None found, add some",Ashi Productions,Unknown,Sci-Fi,"Mecha, Parody",,1 hr. 5 min.,None,1
Shinmai Renkinjutsushi no Tenpo Keiei Mini Anime,,5.94,13932,9815,910,ONA,13,Finished Airing,"Sep 30, 2022 to Dec 23, 2022",,,"None found, add some","None found, add some",ENGI,Light novel,"Comedy, Fantasy",,,30 sec. per ep.,PG-13 - Teens 13 or older,1
Shounen Ashibe: Go! Go! Goma-chan 2,,5.94,13121,9817,1,TV,32,Finished Airing,"Apr 4, 2017 to Feb 13, 2018",Spring 2017,Unknown,"None found, add some","None found, add some","Bridge,       Husio Studio",4-koma manga,"Comedy, Slice of Life",Pets,Seinen,9 min. per ep.,G - All Ages,2
Shoka,,5.94,8242,9816,5,TV Special,1,Finished Airing,"Mar 27, 2010",,,"None found, add some","None found, add some",Production I.G,Original,"Action, Fantasy",Historical,,24 min.,PG-13 - Teens 13 or older,0
True Love Story,"True Love Story Summer Days, and yet...",5.94,8308,9818,5,OVA,3,Finished Airing,"Sep 26, 2003 to Apr 23, 2004",,,KSS,"None found, add some","Picture Magic,       A-Line",Visual novel,Romance,,,25 min. per ep.,PG-13 - Teens 13 or older,4
Tsuritama: Harikitte Contest,,5.94,9696,9819,3,Special,1,Finished Airing,"Nov 21, 2012",,,"None found, add some","None found, add some",A-1 Pictures,Original,"Comedy, Sci-Fi, Slice of Life, Sports",,,18 min.,PG-13 - Teens 13 or older,4
Vampiyan Kids,,5.94,13073,9820,1,TV,23,Finished Airing,"Oct 13, 2001 to Mar 30, 2002",Fall 2001,Saturdays at 18:30 (JST),Fuji TV,"None found, add some",Production I.G,Original,"Comedy, Fantasy",,Kids,23 min. per ep.,G - All Ages,2
Shounen Ashibe (TV),,5.93,14191,9821,845,TV,37,Finished Airing,"Apr 11, 1991 to Dec 28, 1991",Spring 1991,Thursdays at 19:00 (JST),TBS,"None found, add some",Life Work,4-koma manga,"Comedy, Slice of Life",Pets,Seinen,25 min. per ep.,G - All Ages,1
Suki na Ko ga Megane wo Wasureta Short Episode,The Girl I Like Forgot Her Glasses Short Episode,5.93,13149,9822,1,ONA,4,Finished Airing,"Jul 31, 2023 to Sep 24, 2023",,,"None found, add some","None found, add some",GoHands,Manga,Comedy,"Romantic Subtext, School",Shounen,46 sec. per ep.,PG-13 - Teens 13 or older,1
Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban,Sword Art Online Fatal Bullet: The Third Episode - Pilot,5.93,5307,9823,16,ONA,1,Finished Airing,"Feb 8, 2018",,,Bandai Namco Entertainment,"None found, add some","None found, add some",Game,,Video Game,,3 min.,PG-13 - Teens 13 or older,43
