Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Perman: Birdman ga Yatte Kita!!,,5.89,15101,10013,646,Movie,1,Finished Airing,"Mar 12, 1983","None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy",Super Power,Kids,25 min.,PG - Children,0,,
Okama Hakusho,Okama Report,5.89,13122,10012,1,OVA,3,Finished Airing,"Apr 12, 1991 to Feb 6, 1992","None found, add some","None found, add some","None found, add some",Manga,Comedy,Crossdressing,Seinen,43 min. per ep.,R+ - Mild Nudity,1,,
Pokemon (2019): Natsuyasumi Chokuzen 1-jikan Special,,5.89,13290,10014,1,TV Special,1,Finished Airing,"Jul 2, 2021","None found, add some","None found, add some",OLM,Game,"Action, Adventure, Comedy, Fantasy",,Kids,45 min.,PG - Children,0,,
Regalia: The Three Sacred Stars Recaps,,5.89,14958,10015,673,TV Special,2,Finished Airing,"Aug 15, 2016 to Aug 22, 2016","None found, add some","None found, add some",Actas,Original,"Action, Sci-Fi",Mecha,,23 min. per ep.,PG-13 - Teens 13 or older,0,,
Seikimatsu Leader Gaiden Takeshi!,,5.89,16115,10016,510,Special,1,Finished Airing,"Jul 26, 1998",AIC,"None found, add some","None found, add some",Unknown,Comedy,School,Shounen,30 min.,G - All Ages,0,,
Sore Ike! Anpanman: Minami no Umi wo Sukue!,,5.89,15438,10017,592,TV Special,1,Finished Airing,"Aug 26, 1990",Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,"Comedy, Fantasy",,Kids,50 min.,PG - Children,0,,
Sore Ike! Anpanman: Ningyohime no Namida,,5.89,15068,10018,649,Movie,1,Finished Airing,"Jul 29, 2000","None found, add some","None found, add some",TMS Entertainment,Unknown,Comedy,,Kids,55 min.,PG - Children,0,,
"Suzumi Hiyori no ""LIP×LIP"" Shuzai Report!","""LIP×LIP"" Interview Report by Hiyori Suzumi!",5.89,16084,10019,513,OVA,1,Finished Airing,"Jan 15, 2020","None found, add some","None found, add some","None found, add some",Music,,"Idols (Male), School",,18 min.,PG-13 - Teens 13 or older,0,,
Time Bokan: Gyakushuu no San Akunin,Time Bokan: The Villains Strike Back,5.89,11325,10020,2,TV,24,Finished Airing,"Oct 7, 2017 to Mar 24, 2018",Yomiuri Telecasting,"None found, add some",Tatsunoko Production,Original,"Adventure, Comedy","Historical, Mecha",,23 min. per ep.,PG-13 - Teens 13 or older,1,Fall 2017,Saturdays at 17:30 (JST)
Tomato Confit,,5.89,19455,10021,257,Movie,1,Finished Airing,2012,Geidai Animation,"None found, add some","None found, add some",Original,"Comedy, Drama",,,5 min.,G - All Ages,1,,
Tsuruhime Ja!,,5.89,15363,10022,604,TV,49,Finished Airing,"Jan 9, 1990 to Dec 25, 1990","None found, add some","None found, add some",Madhouse,Manga,"Comedy, Slice of Life",,"KidsKids,         ShoujoShoujo",24 min. per ep.,G - All Ages,0,Winter 1990,Unknown
Ttori wa Zeta Robot,,5.89,14753,10023,709,Movie,1,Finished Airing,"Jan 17, 1985","None found, add some","None found, add some","None found, add some",Unknown,"Action, Adventure",Mecha,Kids,1 hr. 2 min.,None,0,,
Uchuu Kaizoku Mito no Daibouken Pilot,,5.89,15961,10024,526,Special,1,Finished Airing,1999,Bandai Visual,"None found, add some",Triangle Staff,Original,"Comedy, Sci-Fi",,,4 min.,PG-13 - Teens 13 or older,0,,
Ultra Nyan 2: The Great Happy Operation,,5.89,14632,10025,739,Movie,1,Finished Airing,"Mar 14, 1998",Shochiku,"None found, add some",Triangle Staff,Original,Comedy,,Kids,30 min.,G - All Ages,0,,
Umi Monogatari: Kanon to Iku Amamikoshima,Umi Monogatari: Seeing Amamiko Island with Kanon,5.89,11334,10026,2,ONA,13,Finished Airing,"Jul 1, 2009 to Sep 25, 2009","None found, add some","None found, add some",Zexcs,Game,Comedy,,,1 min. per ep.,PG-13 - Teens 13 or older,0,,
Youkai Ningen Bem (2006),Humanoid Monster Bem,5.89,9270,10027,3,TV,26,Finished Airing,"Jan 4, 2006 to Jul 10, 2006","Sony Pictures Entertainment,       Avex Entertainment,       Nihon Ad Systems","None found, add some",Studio Comet,Original,"Horror, Supernatural",Mythology,,25 min. per ep.,PG-13 - Teens 13 or older,5,Winter 2006,Unknown
Zannen na Ikimono Jiten,,5.89,15624,10029,565,TV,10,Finished Airing,"Aug 6, 2018 to Aug 17, 2018","NHK,       Fanworks","None found, add some",NHK Enterprises,Picture book,"Comedy, Slice of Life",Educational,,5 min. per ep.,PG - Children,0,Summer 2018,Not scheduled once per week
Yuuyake Dandan,,5.89,12928,10028,1,Movie,23,Finished Airing,"Mar 31, 2015 to Sep 10, 2015",flying DOG,"None found, add some",Dynamo Pictures,Original,Slice of Life,,,1 min. per ep.,G - All Ages,2,,
Ahiru-kun no Chiisana Bouken,Duck's Little Adventure,5.89,17494,10030,387,ONA,1,Finished Airing,"Jul 8, 2023","None found, add some","None found, add some","None found, add some",Original,"Adventure, Slice of Life",,,5 min.,G - All Ages,5,,
Ano Chi,In There,5.89,19541,10031,252,Movie,1,Finished Airing,2018,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,Psychological,,4 min.,G - All Ages,0,,
Blame!,,5.89,3944,10033,32,ONA,6,Finished Airing,"Oct 24, 2003","None found, add some",Media Blasters,Group TAC,Manga,"Action, Sci-Fi",Mecha,,6 min. per ep.,R+ - Mild Nudity,99,,
Ano Hi no Kokoro wo Toraete,,5.89,10899,10032,2,ONA,1,Finished Airing,"Oct 23, 2019","A-1 Pictures,       Omnibus Japan,       Tohokushinsha Film Corporation,       Sunrise Music","None found, add some",Sunrise,Original,"Drama, Sci-Fi",,,7 min.,G - All Ages,2,,
Bouken Gabotenjima,Adventure on the Gaboten Island,5.89,14769,10034,704,TV,39,Finished Airing,"Apr 4, 1967 to Dec 26, 1967",TBS,"None found, add some",Eiken,Unknown,Adventure,,,24 min. per ep.,None,1,Spring 1967,Unknown
Chanto...,,5.89,18939,10035,285,ONA,1,Finished Airing,"Feb 28, 2017","None found, add some","None found, add some","None found, add some",Original,Slice of Life,Music,,3 min.,G - All Ages,1,,
Cheer Danshi!! Recap,,5.89,8769,10036,4,TV Special,1,Finished Airing,"Aug 9, 2016","Bandai Visual,       Lantis,       Nihon Ad Systems,       Tokyo MX,       Shueisha,       Sony PCL",Funimation,Brain's Base,Novel,Sports,"Performing Arts, School",,24 min.,PG-13 - Teens 13 or older,0,,
Dokidoki! Mini Mini! Kakushi Dungeon Gekijou,The Hidden Dungeon Only I Can Enter Mini Anime,5.89,8744,10038,4,ONA,14,Finished Airing,"Jan 9, 2021 to Mar 27, 2021","None found, add some","None found, add some",Okuruto Noboru,Light novel,"Comedy, Fantasy",,,1 min. per ep.,PG-13 - Teens 13 or older,4,,
Chocotan!,,5.89,8054,10037,5,Special,1,Finished Airing,"Mar 17, 2013","None found, add some","None found, add some",J.C.Staff,Manga,Comedy,Pets,Shoujo,10 min.,G - All Ages,3,,
Dragon Quest Retsuden: Roto no Monshou,Dragon Quest - Emblem of Roto,5.89,11079,10039,2,Movie,1,Finished Airing,"Apr 20, 1996","None found, add some","None found, add some","None found, add some",Game,"Action, Adventure, Fantasy",,Shounen,45 min.,G - All Ages,0,,
Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,,5.89,8708,10040,4,Movie,1,Finished Airing,"Jun 29, 2019","None found, add some","None found, add some","Zexcs,       Studio A-CAT",Other,"Action, Sci-Fi",Mecha,,1 hr. 22 min.,PG-13 - Teens 13 or older,11,,
Garo: Guren no Tsuki,Garo: Crimson Moon,5.89,4024,10041,31,TV,23,Finished Airing,"Oct 10, 2015 to Apr 2, 2016",Tohokushinsha Film Corporation,Funimation,MAPPA,Original,"Action, Fantasy",Mythology,,24 min. per ep.,PG-13 - Teens 13 or older,23,Fall 2015,Saturdays at 01:23 (JST)
Gokujo.: Souda Onsen ni Ikou!!,,5.89,7843,10042,6,Special,1,Finished Airing,"Jun 26, 2013",Cammot,"None found, add some",LMD,Manga,"Comedy, Girls Love, Ecchi",,,11 min.,PG-13 - Teens 13 or older,5,,
Gundam: G no Reconguista - From the Past to the Future,,5.89,10177,10043,2,Special,1,Finished Airing,"Mar 21, 2015","None found, add some","None found, add some",Sunrise,Original,"Action, Sci-Fi","Mecha, Space",,9 min.,PG-13 - Teens 13 or older,0,,
Hello Kitty no Nagagutsu wo Naita Neko,Hello Kitty in Puss in Boots,5.89,15407,10044,598,OVA,1,Finished Airing,"Dec 21, 2001",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,Kids,15 min.,G - All Ages,0,,
