Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics
Top wo Nerae 2! Diebuster,Gunbuster 2,7.60,2427,1502,79,OVA,6,Finished Airing,"Oct 3, 2004 to Aug 25, 2006",Bandai Visual,"Discotek Media,       Bandai Visual USA",Gainax,Original,"Action, Award Winning, Comedy, Drama, Sci-Fi","Mecha, Space",30 min. per ep.,R+ - Mild Nudity,871,,,
White Album 2,,7.60,994,1504,247,TV,13,Finished Airing,"Oct 6, 2013 to Dec 29, 2013",Starchild Records,"None found, add some",Satelight,Visual novel,"Drama, Romance","Love Polygon, Music",23 min. per ep.,PG-13 - Teens 13 or older,"3,315",Fall 2013,Unknown,
Yama no Susume Third Season,Encouragement of Climb Season 3,7.60,4313,1505,26,TV,13,Finished Airing,"Jul 3, 2018 to Sep 25, 2018","Tokyo MX,       Good Smile Company,       Yomiuri TV Enterprise,       Jinnan Studio,       Radio Osaka,       Top Marshal,       Aeon Entertainment","None found, add some",8bit,Manga,"Adventure, Slice of Life","CGDCT, Iyashikei",13 min. per ep.,PG-13 - Teens 13 or older,68,Summer 2018,Tuesdays at 01:40 (JST),
Tonikaku Kawaii 2nd Season,TONIKAWA: Over The Moon For You Season 2,7.60,1000,1501,245,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023","Shogakukan-Shueisha Productions,       Warner Bros. Japan,       KlockWorx,       Shogakukan,       Crunchyroll","None found, add some",Seven Arcs,Manga,"Comedy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older,"2,508",Spring 2023,Saturdays at 01:05 (JST),Shounen
Uma Musume: Pretty Derby Season 3,,7.60,4882,1503,20,TV,13,Finished Airing,"Oct 5, 2023 to Dec 28, 2023","TOHO animation,       Kansai Telecasting,       Cygames,       Bandai Namco Music Live","None found, add some",Studio Kai,Game,Sports,"Anthropomorphic, Racing",23 min. per ep.,PG-13 - Teens 13 or older,82,Fall 2023,Thursdays at 00:00 (JST),
Yuuki Bakuhatsu Bang Bravern,Brave Bang Bravern!,7.60,4717,1506,21,TV,12,Finished Airing,"Jan 11, 2024 to Mar 28, 2024","Shochiku,       TBS,       Good Smile Company,       Fields,       Cygames,       Tencent Japan,       dugout,       Happinet Media Marketing","None found, add some",CygamesPictures,Original,"Action, Comedy, Sci-Fi","Adult Cast, Mecha, Military, Parody",23 min. per ep.,PG-13 - Teens 13 or older,162,Winter 2024,Thursdays at 23:56 (JST),
Ani ni Tsukeru Kusuri wa Nai! 4,,7.60,4096,1507,29,TV,12,Finished Airing,"Oct 2, 2020 to Dec 18, 2020","Imagineer,       Tencent Penguin Pictures,       Planet Cartoon","None found, add some",Fanworks,Web manga,Comedy,School,3 min. per ep.,PG-13 - Teens 13 or older,34,Fall 2020,Unknown,
BanG Dream! Morfonication,,7.60,7833,1509,6,Special,2,Finished Airing,"Jul 28, 2022 to Jul 29, 2022","Ultra Super Pictures,       Bushiroad,       Tokyo MX,       Good Smile Company,       HoriPro International","None found, add some",SANZIGEN,Mixed media,,Music,23 min. per ep.,PG-13 - Teens 13 or older,45,,,
Doraemon Movie 07: Nobita to Tetsujin Heidan,Doraemon the Movie: Nobita and the Steel Troops,7.60,6782,1512,8,Movie,1,Finished Airing,"Mar 15, 1986","None found, add some","None found, add some","None found, add some",Manga,"Adventure, Comedy, Fantasy",Mecha,1 hr. 40 min.,PG - Children,19,,,"KidsKids,         ShounenShounen"
Asobi Asobase Specials,,7.60,3269,1508,46,Special,2,Finished Airing,"Nov 28, 2018 to Dec 21, 2018","None found, add some","None found, add some",Lerche,Manga,Comedy,Gag Humor,6 min. per ep.,PG-13 - Teens 13 or older,20,,,Seinen
Bokura no,,7.60,1250,1510,192,TV,24,Finished Airing,"Apr 9, 2007 to Sep 25, 2007","Sotsu Music Publishing,       Future Vision Music",Discotek Media,Gonzo,Manga,"Action, Drama, Sci-Fi, Suspense","Mecha, Psychological, Survival",23 min. per ep.,R - 17+ (violence & profanity),"1,190",Spring 2007,Mondays at 01:30 (JST),Seinen
Digimon Adventure Movie,Digimon: The Movie,7.60,1910,1511,114,Movie,1,Finished Airing,"Mar 6, 1999","None found, add some","Discotek Media,       Saban Entertainment",Toei Animation,Original,"Action, Fantasy, Sci-Fi",,20 min.,PG - Children,390,,,Kids
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,7.60,6367,1513,10,Movie,1,Finished Airing,"Mar 10, 2007",TV Asahi,"None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",,1 hr. 52 min.,PG - Children,10,,,
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,Fate/Grand Order: Divine Realm of the Round Table - Camelot Paladin; Agateram,7.60,2506,1515,75,Movie,1,Finished Airing,"May 15, 2021","Aniplex,       Notes,       Delightworks",Aniplex of America,Production I.G,Game,"Action, Fantasy, Supernatural",,1 hr. 36 min.,PG-13 - Teens 13 or older,187,,,
Free! Movie 1: Timeless Medley - Kizuna,Free! The Movie -Timeless Medley- the Bond,7.60,3117,1517,50,Movie,1,Finished Airing,"Apr 22, 2017","None found, add some",Funimation,"Kyoto Animation,       Animation Do",Original,Sports,School,1 hr. 34 min.,PG-13 - Teens 13 or older,73,,,
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Dragon Ball Z: Fusion Reborn,7.60,1514,1514,154,Movie,1,Finished Airing,"Mar 4, 1995",Studio Take Off,Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy, Sci-Fi",,50 min.,PG-13 - Teens 13 or older,172,,,Shounen
Full Metal Panic!,,7.60,447,1518,499,TV,24,Finished Airing,"Jan 8, 2002 to Jun 18, 2002","Kadokawa Shoten,       KlockWorx","ADV Films,       Funimation",Gonzo,Light novel,"Action, Comedy, Sci-Fi","Mecha, Military",24 min. per ep.,R - 17+ (violence & profanity),"4,387",Winter 2002,Tuesdays at 18:30 (JST),
Free! Dive to the Future,,7.60,1325,1516,182,TV,12,Finished Airing,"Jul 12, 2018 to Sep 27, 2018","ABC Animation,       Heart Company",Funimation,"Kyoto Animation,       Animation Do",Original,Sports,School,23 min. per ep.,PG-13 - Teens 13 or older,623,Summer 2018,Thursdays at 00:00 (JST),
