Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics
Urusei Yatsura OVA,,7.35,6881,2476,8,OVA,11,Finished Airing,"Sep 24, 1985 to Jun 21, 1991",,,"None found, add some","AnimEigo,       Discotek Media","Madhouse,       Studio Deen,       Magic Bus",Manga,"Adventure, Comedy, Sci-Fi",,32 min. per ep.,PG-13 - Teens 13 or older,10,Shounen
"Wei, Kanjian Erduo La! 2",,7.35,6374,2478,10,ONA,12,Finished Airing,"Feb 2, 2019 to Apr 13, 2019",,,"bilibili,       Alchemy Bros.","None found, add some",monofilmo,Web manga,"Boys Love, Comedy",Anthropomorphic,3 min. per ep.,PG-13 - Teens 13 or older,35,
Toaru Majutsu no Index,A Certain Magical Index,7.35,227,2475,818,TV,24,Finished Airing,"Oct 5, 2008 to Mar 19, 2009",Fall 2008,Sundays at 01:35 (JST),"Square Enix,       AT-X,       ASCII Media Works,       Kadokawa Contents Gate,       Geneon Entertainment",Funimation,J.C.Staff,Light novel,"Action, Fantasy, Sci-Fi",Super Power,23 min. per ep.,R - 17+ (violence & profanity),"5,553",
Xie Wang Zhui Qi: Yishi Qingcheng,Be My Wife,7.35,6649,2480,9,ONA,12,Finished Airing,"Dec 4, 2020 to Feb 19, 2021",,,"iQIYI,       High Energy Studio","None found, add some","KJJ Animation,       Big Firebird Culture",Novel,"Action, Comedy, Drama, Fantasy, Romance",Martial Arts,23 min. per ep.,PG-13 - Teens 13 or older,51,
Xian Wang de Richang Shenghuo 3,The Daily Life of the Immortal King 3,7.35,2203,2479,92,ONA,12,Finished Airing,"Sep 30, 2022 to Dec 11, 2022",,,bilibili,"None found, add some",Pb Animation Co. Ltd.,Novel,"Adventure, Comedy, Fantasy",School,18 min. per ep.,PG-13 - Teens 13 or older,279,
Xingchen Bian: Yu Li Cang Hai,,7.35,8831,2481,4,ONA,12,Finished Airing,"May 3, 2020 to May 31, 2020",,,"Tencent Penguin Pictures,       China Literature Limited,       Pure Arts","None found, add some",Foch Films,Novel,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts",26 min. per ep.,PG-13 - Teens 13 or older,17,
Watashi no Oshi wa Akuyaku Reijou.,I'm in Love with the Villainess,7.35,2037,2477,104,TV,12,Finished Airing,"Oct 3, 2023 to Dec 19, 2023",Fall 2023,Tuesdays at 00:30 (JST),"Asmik Ace,       King Records,       Ichijinsha","None found, add some",Platinum Vision,Light novel,"Comedy, Fantasy, Girls Love","Isekai, School",24 min. per ep.,PG-13 - Teens 13 or older,982,
Yowamushi Pedal: Special Ride,,7.35,4930,2483,19,OVA,1,Finished Airing,"Aug 8, 2013",,,TOHO animation,"None found, add some",TMS Entertainment,Manga,Sports,Racing,20 min.,PG-13 - Teens 13 or older,12,Shounen
Yomigaeru Sora: Rescue Wings,,7.35,5425,2482,15,TV,12,Finished Airing,"Jan 9, 2006 to Mar 27, 2006",Winter 2006,Unknown,"Bandai Visual,       Lantis,       Imagine","None found, add some",J.C.Staff,Original,Drama,"Adult Cast, Military, Workplace",23 min. per ep.,PG-13 - Teens 13 or older,49,
Yuusha Keisatsu J-Decker,Brave Police J-Decker,7.35,8946,2484,4,TV,48,Finished Airing,"Feb 5, 1994 to Jan 28, 1995",Winter 1994,Saturdays at 17:00 (JST),"Nagoya Broadcasting Network,       Tokyu Agency","None found, add some",Sunrise,Original,"Action, Adventure, Sci-Fi","Detective, Mecha",24 min. per ep.,PG-13 - Teens 13 or older,63,
Yuyushiki,,7.35,1972,2485,109,TV,12,Finished Airing,"Apr 10, 2013 to Jun 26, 2013",Spring 2013,Tuesdays at 01:30 (JST),"Geneon Universal Entertainment,       Magic Capsule,       Showgate,       Houbunsha,       Exit Tunes",Sentai Filmworks,Kinema Citrus,4-koma manga,Comedy,"CGDCT, Gag Humor, School",23 min. per ep.,PG-13 - Teens 13 or older,667,
Strike Witches: Road to Berlin,,7.34,4225,2486,27,TV,12,Finished Airing,"Oct 8, 2020 to Dec 24, 2020",Fall 2020,Thursdays at 01:05 (JST),"Magic Capsule,       Nippon Columbia,       Docomo Anime Store,       Sammy,       Kadokawa Media House,       DeNA,       Kadokawa",Funimation,David Production,Original,"Action, Sci-Fi, Ecchi",Military,23 min. per ep.,PG-13 - Teens 13 or older,90,
"Suisei no Gargantia: Meguru Kouro, Haruka",Gargantia on the Verdurous Planet: Far Beyond the Voyage,7.34,3444,2487,42,OVA,2,Finished Airing,"Sep 27, 2014 to Apr 4, 2015",,,Bandai Visual,"None found, add some",Production I.G,Original,"Action, Adventure, Sci-Fi",Mecha,53 min. per ep.,PG-13 - Teens 13 or older,28,
The iDOLM@STER Cinderella Girls: U149 Special,,7.34,12289,2489,1,Special,1,Finished Airing,"Oct 25, 2023",,,"None found, add some","None found, add some",CygamesPictures,Web manga,,"Idols (Female), Music",25 min.,PG-13 - Teens 13 or older,1,
The iDOLM@STER Cinderella Girls 2nd Season,,7.34,3695,2488,37,TV,12,Finished Airing,"Jul 18, 2015 to Oct 17, 2015",Summer 2015,Saturdays at 00:00 (JST),"Aniplex,       Half H.P Studio,       Nippon Columbia,       Bandai Namco Games,       Anime Consortium Japan","None found, add some",A-1 Pictures,Game,"Comedy, Drama","Idols (Female), Music",24 min. per ep.,PG-13 - Teens 13 or older,147,
Toshokan Sensou: Koi no Shougai,Library Wars: Situation Love Handicap,7.34,6256,2490,10,Special,1,Finished Airing,"Oct 1, 2008",,,"None found, add some",Discotek Media,Production I.G,Novel,"Action, Comedy, Drama, Romance","Adult Cast, Military",24 min.,PG-13 - Teens 13 or older,3,
Uta no☆Prince-sama♪ Movie: Maji Love Kingdom,,7.34,5796,2494,12,Movie,1,Finished Airing,"Jun 14, 2019",,,"None found, add some",Sentai Filmworks,A-1 Pictures,Visual novel,,"Idols (Male), Music",1 hr. 24 min.,PG-13 - Teens 13 or older,79,Josei
Trinity Seven Movie 2: Heavens Library to Crimson Lord,,7.34,1925,2491,112,Movie,1,Finished Airing,"Mar 29, 2019",,,Sotsu,"None found, add some",Seven Arcs Pictures,Manga,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, School",1 hr.,PG-13 - Teens 13 or older,186,Shounen
Wan Jie Fa Shen,God of Ten Thousand Realms,7.34,10043,2495,3,ONA,54,Finished Airing,"Dec 21, 2020 to Jun 18, 2021",,,"None found, add some","None found, add some",Ruo Hong Culture,Original,"Adventure, Fantasy, Romance",Martial Arts,9 min. per ep.,PG-13 - Teens 13 or older,39,
Uchuu no Stellvia,Stellvia,7.34,4417,2493,25,TV,26,Finished Airing,"Apr 3, 2003 to Sep 25, 2003",Spring 2003,Thursdays at 01:00 (JST),"Starchild Records,       TV Tokyo Music","Discotek Media,       Geneon Entertainment USA",Xebec,Original,"Action, Romance, Sci-Fi","Mecha, Space",23 min. per ep.,PG-13 - Teens 13 or older,124,
Trinity Seven: Nanatsu no Taizai to Nana Madoushi,Trinity Seven: The Seven Deadly Sins and The Seven Mages,7.34,1628,2492,141,OVA,1,Finished Airing,"Mar 25, 2015",,,Avex Pictures,"None found, add some",Seven Arcs Pictures,Manga,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, School",26 min.,PG-13 - Teens 13 or older,136,Shounen
Xin Shen Bang: Nezha Chongsheng,New Gods: Nezha Reborn,7.34,8539,2496,5,Movie,1,Finished Airing,"Feb 12, 2021",,,"bilibili,       Netflix,       Alibaba Pictures","None found, add some",Light Chaser Animation Studios,Original,"Action, Fantasy, Sci-Fi",,1 hr. 57 min.,PG-13 - Teens 13 or older,15,
Xue Ying Ling Zhu,,7.34,8587,2497,4,ONA,26,Finished Airing,"Dec 20, 2018 to Jun 6, 2019",,,Tencent Penguin Pictures,"None found, add some",Mili Pictures,Novel,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts",19 min. per ep.,PG-13 - Teens 13 or older,44,
Xue Ying Ling Zhu Zhi Qi Yu Pian,,7.34,10628,2498,2,ONA,4,Finished Airing,"Jan 2, 2020 to Jan 23, 2020",,,Tencent Penguin Pictures,"None found, add some",Mili Pictures,Novel,"Action, Adventure, Fantasy, Romance","Historical, Martial Arts",18 min. per ep.,PG-13 - Teens 13 or older,8,
Zhe Tian,Shrouding the Heavens,7.34,12067,2500,1,ONA,104,Currently Airing,"May 3, 2023 to ?",,,Tencent Penguin Pictures,"None found, add some",Original Force,Web novel,"Action, Adventure, Sci-Fi",,18 min. per ep.,PG-13 - Teens 13 or older,20,
Yokoyama Mitsuteru Sangokushi,,7.34,7742,2499,6,TV,47,Finished Airing,"Oct 18, 1991 to Sep 25, 1992",Fall 1991,Unknown,"TV Tokyo,       d-rights,       Enoki Films,       Dai Nippon Printing","None found, add some",Azeta Pictures,Manga,"Action, Adventure",Historical,24 min. per ep.,PG-13 - Teens 13 or older,43,
Love Stage!!: Chotto ja Nakutte,,7.36,2675,2401,67,OVA,1,Finished Airing,"Nov 22, 2014",,,Kadokawa Shoten,Sentai Filmworks,J.C.Staff,Manga,"Boys Love, Comedy","Adult Cast, Otaku Culture, Showbiz",23 min.,PG-13 - Teens 13 or older,82,
Meitantei Conan OVA 06: Kieta Daiya wo Oe! Conan & Heiji VS Kid!,Detective Conan OVA 06: Follow the Vanished Diamond! Conan & Heiji vs. Kid!,7.36,5293,2402,16,OVA,1,Finished Airing,"Mar 15, 2006",,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Comedy, Mystery",Detective,23 min.,PG-13 - Teens 13 or older,2,Shounen
Nanatsu no Umi no Tico,Tico and Friends,7.36,7711,2403,6,TV,39,Finished Airing,"Jan 16, 1994 to Dec 18, 1994",Winter 1994,Sundays at 19:30 (JST),"None found, add some","None found, add some",Nippon Animation,Original,"Adventure, Slice of Life",,23 min. per ep.,G - All Ages,18,
Naruto x UT,,7.36,3049,2404,53,OVA,1,Finished Airing,"Jan 1, 2011",,,"None found, add some","None found, add some",Pierrot,Manga,"Action, Fantasy",,6 min.,PG-13 - Teens 13 or older,84,Shounen
Nisekoi OVA,,7.36,1421,2405,166,OVA,3,Finished Airing,"Oct 3, 2014 to Apr 3, 2015",,,"None found, add some",Aniplex of America,Shaft,Manga,"Comedy, Romance","Harem, School",26 min. per ep.,PG-13 - Teens 13 or older,136,Shounen
Oda Nobuna no Yabou,The Ambition of Oda Nobuna,7.36,824,2406,297,TV,12,Finished Airing,"Jul 9, 2012 to Sep 24, 2012",Summer 2012,Mondays at 01:05 (JST),"Pony Canyon,       AT-X,       KlockWorx,       SoftBank Creative",Sentai Filmworks,"Madhouse,       Studio Gokumi",Light novel,"Action, Comedy, Romance","Harem, Historical, Military, Time Travel",24 min. per ep.,PG-13 - Teens 13 or older,"1,140",
Plawres Sanshirou,Plastic Model Wrestling Sanshiro,7.36,9006,2408,4,TV,37,Finished Airing,"Jun 5, 1983 to Feb 26, 1984",Summer 1983,Unknown,Asatsu DK,"None found, add some",Kaname Productions,Manga,"Action, Adventure, Sci-Fi",School,25 min. per ep.,PG-13 - Teens 13 or older,23,Shounen
Otona Joshi no Anime Time,,7.36,4680,2407,22,TV Special,4,Finished Airing,"Jan 7, 2011 to Mar 24, 2013",,,NHK,"None found, add some","Bones,       Production Reed,       The Answer Studio,       WAO World",Novel,"Drama, Romance",Adult Cast,25 min. per ep.,R - 17+ (violence & profanity),55,Josei
Prison School: Mad Wax,,7.36,1495,2409,157,OVA,1,Finished Airing,"Mar 4, 2016",,,"None found, add some","None found, add some",J.C.Staff,Manga,"Comedy, Ecchi","Gag Humor, School",25 min.,R+ - Mild Nudity,120,Seinen
Ryman's Club,Salaryman's Club,7.36,2463,2410,77,TV,12,Finished Airing,"Jan 30, 2022 to Apr 17, 2022",Winter 2022,Sundays at 01:30 (JST),"TV Asahi,       Glovision","None found, add some",LIDENFILMS,Original,Sports,"Adult Cast, Workplace",23 min. per ep.,PG-13 - Teens 13 or older,532,
Seto no Hanayome OVA Specials,Seto no Hanayome OVA Extras,7.36,5775,2412,13,Special,2,Finished Airing,"Nov 3, 2008 to Jan 5, 2009",,,"None found, add some","None found, add some",Gonzo,Manga,Comedy,"Parody, School",40 sec. per ep.,PG-13 - Teens 13 or older,2,
Shigurui,Shigurui: Death Frenzy,7.36,1781,2413,125,TV,12,Finished Airing,"Jul 19, 2007 to Oct 11, 2007",Summer 2007,Thursdays at 23:30 (JST),"WOWOW,       Akita Shoten,       Geneon Entertainment",Funimation,Madhouse,Manga,"Action, Drama","Adult Cast, Gore, Historical, Martial Arts, Psychological, Samurai",23 min. per ep.,R+ - Mild Nudity,920,Seinen
s.CRY.ed,s-CRY-ed,7.36,2347,2411,83,TV,26,Finished Airing,"Jul 4, 2001 to Dec 26, 2001",Summer 2001,Wednesdays at 18:00 (JST),Yomiko Advertising,"Bandai Entertainment,       Sentai Filmworks,       Discotek Media",Sunrise,Original,"Action, Adventure, Drama, Sci-Fi",Super Power,24 min. per ep.,PG-13 - Teens 13 or older,679,
Shin Getter Robo,New Getter Robo,7.36,6142,2414,11,OVA,13,Finished Airing,"Apr 9, 2004 to Sep 10, 2004",,,"Bee Media,       Dynamic Planning","Discotek Media,       Geneon Entertainment USA",Brain's Base,Manga,"Action, Adventure, Fantasy, Horror, Sci-Fi","Mecha, Mythology",24 min. per ep.,R - 17+ (violence & profanity),105,Shounen
"Shin Kimagure Orange☆Road: Soshite, Ano Natsu no Hajimari",,7.36,6645,2415,9,Movie,1,Finished Airing,"Nov 2, 1996",,,"VAP,       TOHO,       Nippon Television Network",ADV Films,Pierrot,Manga,"Comedy, Drama, Fantasy, Romance, Slice of Life, Ecchi",,1 hr. 35 min.,R - 17+ (violence & profanity),26,Shounen
Shiro Seijo to Kuro Bokushi,Saint Cecilia and Pastor Lawrence,7.36,2479,2416,76,TV,12,Finished Airing,"Jul 13, 2023 to Sep 28, 2023",Summer 2023,Thursdays at 00:30 (JST),"Aniplex,       Kodansha,       Crunchyroll","None found, add some",Doga Kobo,4-koma manga,"Fantasy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older,420,Shounen
Tennis no Oujisama: Sonzoku Yama no Hi,Prince of Tennis: A Day of the Survival Mountain,7.36,5338,2418,15,OVA,1,Finished Airing,2003,,,"None found, add some","None found, add some",Production I.G,Manga,Sports,,30 min.,PG-13 - Teens 13 or older,21,Shounen
Tales of Zestiria: Doushi no Yoake,Tales of Zestiria: Dawn of the Shepherd,7.36,3374,2417,43,TV Special,1,Finished Airing,"Dec 30, 2014",,,"None found, add some","None found, add some",ufotable,Game,Fantasy,,44 min.,PG-13 - Teens 13 or older,57,
Waga Seishun no Arcadia: Mugen Kidou SSX,Captain Harlock: Arcadia of my Youth - Endless Orbit SSX,7.36,7130,2420,7,TV,22,Finished Airing,"Oct 13, 1982 to Mar 30, 1983",Fall 1982,Unknown,TBS,Discotek Media,Toei Animation,Unknown,"Action, Adventure, Drama, Sci-Fi",Space,25 min. per ep.,PG-13 - Teens 13 or older,37,
Tiger & Bunny Movie 1: The Beginning,Tiger & Bunny Movie 1,7.36,4342,2419,26,Movie,1,Finished Airing,"Sep 22, 2012",,,Tohokushinsha Film Corporation,VIZ Media,Sunrise,Original,"Action, Comedy, Mystery","Adult Cast, Super Power",1 hr. 32 min.,PG-13 - Teens 13 or older,20,
Whistle!,,7.36,5448,2421,15,TV,39,Finished Airing,"May 6, 2002 to Feb 3, 2003",Spring 2002,Unknown,Marvelous Entertainment,"None found, add some",Studio Comet,Manga,Sports,"School, Team Sports",24 min. per ep.,G - All Ages,89,Shounen
Yowamushi Pedal: Re:Ride,Yowapeda Re:RIDE,7.36,5845,2422,12,Movie,1,Finished Airing,"Sep 19, 2014",,,TOHO animation,Discotek Media,TMS Entertainment,Manga,Sports,Racing,1 hr. 28 min.,PG-13 - Teens 13 or older,10,Shounen
Yuuki Yuuna wa Yuusha de Aru,Yuki Yuna is a Hero,7.36,1508,2423,155,TV,12,Finished Airing,"Oct 17, 2014 to Dec 26, 2014",Fall 2014,Fridays at 02:19 (JST),"Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Movic,       KlockWorx","Sentai Filmworks,       Ponycan USA",Studio Gokumi,Original,"Drama, Fantasy",Mahou Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"1,323",
Zoids,,7.36,3111,2424,50,TV,67,Finished Airing,"Sep 4, 1999 to Dec 23, 2000",Fall 1999,Saturdays at 18:00 (JST),"None found, add some",VIZ Media,Xebec,Other,"Action, Adventure, Comedy, Sci-Fi",Mecha,25 min. per ep.,PG-13 - Teens 13 or older,280,
Ansatsu Kyoushitsu: 365-nichi no Jikan,Assassination Classroom The Movie: 365 Days' Time,7.36,1806,2425,122,Movie,1,Finished Airing,"Nov 19, 2016",,,"None found, add some",Funimation,Lerche,Manga,"Action, Comedy",School,1 hr. 32 min.,PG-13 - Teens 13 or older,194,Shounen
Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru,We Never Learn: BOKUBEN - The Church Bells Bless X,7.36,3424,2426,42,OVA,1,Finished Airing,"Apr 3, 2020",,,"Aniplex,       Movic,       Magic Capsule,       Shueisha,       BS11,       ADK",Aniplex of America,"Silver,       Arvo Animation",Manga,"Comedy, Romance",Harem,23 min.,PG-13 - Teens 13 or older,40,Shounen
Chiisana Ahiru no Ooki na Ai no Monogatari: Ahiru no Kwak,Alfred J. Kwak,7.36,7863,2427,6,TV,52,Finished Airing,"Apr 3, 1989 to Mar 29, 1990",Spring 1989,Unknown,TV Tokyo,"None found, add some",Telescreen,Other,"Adventure, Comedy, Drama, Fantasy",,23 min. per ep.,G - All Ages,57,Kids
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo,,7.36,7756,2428,6,TV Special,1,Finished Airing,"Apr 23, 1999",,,"None found, add some",Discotek Media,Sunrise,Manga,,,1 hr. 31 min.,PG-13 - Teens 13 or older,8,Shounen
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope's Peak High School - Despair Arc,7.36,743,2429,325,TV,11,Finished Airing,"Jul 14, 2016 to Sep 22, 2016",Summer 2016,Thursdays at 23:30 (JST),"None found, add some",Funimation,Lerche,Visual novel,"Action, Horror, Mystery, Suspense","High Stakes Game, Psychological, School, Survival",23 min. per ep.,R - 17+ (violence & profanity),"2,298",
Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai,Doraemon the Movie: Nobita and the Windmasters,7.36,6230,2431,10,Movie,1,Finished Airing,"Mar 8, 2003",,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",,1 hr. 20 min.,PG - Children,7,Kids
Flanders no Inu,A Dog of Flanders,7.36,7003,2432,8,TV,52,Finished Airing,"Jan 5, 1975 to Dec 28, 1975",Winter 1975,Sundays at 19:30 (JST),Zuiyo,"None found, add some",Nippon Animation,Novel,"Drama, Slice of Life","Historical, Pets, Visual Arts",26 min. per ep.,G - All Ages,34,
