Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics
Tennis no Oujisama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,,7.42,6135,2162,11,Movie,1,Finished Airing,"Sep 3, 2011",Nihon Ad Systems,"None found, add some","Production I.G,       M.S.C",Manga,Sports,School,1 hr. 27 min.,PG-13 - Teens 13 or older,12,,,Shounen
SSSS.Dynazenon,,7.42,1713,2159,132,TV,12,Finished Airing,"Apr 2, 2021 to Jun 18, 2021","Mainichi Broadcasting System,       Pony Canyon,       Tsuburaya Productions,       Ultra Super Pictures,       Memory-Tech,       Good Smile Company,       BS11",Funimation,Trigger,Original,"Action, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,876,Spring 2021,Fridays at 22:00 (JST),
Tenshi na Konamaiki,Cheeky Angel,7.42,4179,2163,28,TV,50,Finished Airing,"Apr 7, 2002 to Mar 30, 2003",TV Tokyo,"None found, add some",TMS Entertainment,Manga,"Comedy, Romance",Magical Sex Shift,24 min. per ep.,PG-13 - Teens 13 or older,149,Spring 2002,Saturdays at 00:45 (JST),Shounen
Tiger & Bunny 2,,7.42,4575,2164,23,ONA,13,Finished Airing,"Apr 8, 2022","Bandai Namco Entertainment,       Toy's Factory,       ADK Marketing Solutions","None found, add some",Bandai Namco Pictures,Original,"Action, Comedy, Mystery, Sci-Fi","Adult Cast, Super Power",24 min. per ep.,PG-13 - Teens 13 or older,95,,,
To LOVE-Ru Darkness,To LOVE Ru Darkness,7.42,633,2165,373,TV,12,Finished Airing,"Oct 6, 2012 to Dec 29, 2012","Geneon Universal Entertainment,       Magic Capsule,       Shueisha",Sentai Filmworks,Xebec,Manga,"Comedy, Romance, Sci-Fi, Ecchi","Harem, School",23 min. per ep.,R+ - Mild Nudity,"2,136",Fall 2012,Saturdays at 01:00 (JST),Shounen
Tonikaku Kawaii: Kaisou,TONIKAWA: Over The Moon For You - Flashbacks,7.42,2852,2166,60,TV Special,1,Finished Airing,"Dec 26, 2020","Shogakukan-Shueisha Productions,       Warner Bros. Japan,       KlockWorx,       Shogakukan,       Crunchyroll","None found, add some",Seven Arcs,Manga,"Comedy, Romance",,23 min.,PG-13 - Teens 13 or older,255,,,Shounen
Tsugu Tsugumomo,,7.42,1945,2167,111,TV,12,Finished Airing,"Apr 5, 2020 to Jun 21, 2020",Saber Links,Crunchyroll,Zero-G,Manga,"Action, Comedy, Supernatural, Ecchi","Harem, Mythology, School",24 min. per ep.,R+ - Mild Nudity,354,Spring 2020,Sundays at 21:30 (JST),
Yokohama Kaidashi Kikou,,7.42,3489,2168,41,OVA,2,Finished Airing,"May 21, 1998 to Dec 2, 1998",Aniplex,"None found, add some",Ajia-do,Manga,"Sci-Fi, Slice of Life",Iyashikei,29 min. per ep.,G - All Ages,405,,,Seinen
3-nen Z-gumi Ginpachi-sensei Announcement Special,,7.42,11559,2169,1,Special,1,Finished Airing,"Mar 19, 2023",Trinity Sound,"None found, add some",Bandai Namco Pictures,Light novel,Comedy,,1 min.,PG-13 - Teens 13 or older,5,,,
Chou Denji Machine Voltes V,Voltes V,7.42,6876,2171,8,TV,40,Finished Airing,"Jun 4, 1977 to Mar 25, 1978","TV Asahi,       Toei Advertising",Discotek Media,"Sunrise,       Toei Animation",Original,"Action, Adventure, Drama, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,81,Summer 1977,Saturdays at 18:00 (JST),
"Benriya Saitou-san, Isekai ni Iku",Handyman Saitou in Another World,7.42,1405,2170,169,TV,12,Finished Airing,"Jan 8, 2023 to Mar 26, 2023","AT-X,       BS NTV,       Kadokawa,       GREE Entertainment","None found, add some",C2C,Web manga,"Adventure, Comedy, Fantasy",Isekai,23 min. per ep.,R - 17+ (violence & profanity),683,Winter 2023,Sundays at 22:30 (JST),
City Hunter: The Secret Service,,7.42,6809,2172,8,TV Special,1,Finished Airing,"Jan 5, 1996","None found, add some",Discotek Media,Sunrise,Manga,"Action, Comedy, Mystery",,1 hr. 30 min.,PG-13 - Teens 13 or older,6,,,Shounen
Fukigen na Mononokean,The Morose Mononokean,7.42,1710,2174,132,TV,13,Finished Airing,"Jun 28, 2016 to Sep 20, 2016","Square Enix,       AT-X,       Age Global Networks,       Docomo Anime Store,       Yomiuri TV Enterprise,       Tokuma Japan Communications,       Kanon Sound,       RAY","Funimation,       Crunchyroll",Pierrot Plus,Web manga,"Comedy, Supernatural",Mythology,24 min. per ep.,PG-13 - Teens 13 or older,617,Summer 2016,Tuesdays at 23:30 (JST),
Feng Ling Yu Xiu,Soulmate Adventure,7.42,8414,2173,5,ONA,12,Finished Airing,"Mar 31, 2017 to Feb 27, 2021","None found, add some",bilibili,Sunflowers,Original,"Action, Adventure",Martial Arts,23 min. per ep.,PG-13 - Teens 13 or older,44,,,
Future GPX Cyber Formula Zero,,7.42,9877,2175,3,OVA,8,Finished Airing,"Apr 1, 1994 to Feb 1, 1995","None found, add some","None found, add some",Sunrise,Original,"Drama, Sci-Fi",Racing,30 min. per ep.,PG-13 - Teens 13 or older,19,,,
Genshiken Nidaime,Genshiken Second Season,7.42,3014,2176,53,TV,13,Finished Airing,"Jul 7, 2013 to Sep 29, 2013",Starchild Records,"NIS America, Inc.",Production I.G,Manga,Slice of Life,"Adult Cast, Otaku Culture, Parody",24 min. per ep.,R - 17+ (violence & profanity),118,Summer 2013,Unknown,Seinen
Hakuouki: Reimeiroku,Hakuoki: Demon of the Fleeting Blossom - Dawn of the Shinsengumi,7.42,2893,2178,58,TV,12,Finished Airing,"Jul 10, 2012 to Sep 25, 2012","None found, add some",Sentai Filmworks,Studio Deen,Visual novel,"Action, Drama, Supernatural","Historical, Samurai",23 min. per ep.,R - 17+ (violence & profanity),141,Summer 2012,Unknown,Josei
Goblin Slayer,,7.42,127,2177,1,TV,12,Finished Airing,"Oct 7, 2018 to Dec 30, 2018","Sony Pictures Entertainment,       Frontier Works,       AT-X,       SoftBank Creative,       Bushiroad,       Hakuhodo DY Music & Pictures,       Good Smile Film,       Artist Management Office",Funimation,White Fox,Light novel,"Action, Adventure, Fantasy",Gore,23 min. per ep.,R - 17+ (violence & profanity),"7,478",Fall 2018,Sundays at 00:30 (JST),
High School DxD BorN,,7.42,236,2180,803,TV,12,Finished Airing,"Apr 4, 2015 to Jun 20, 2015","Genco,       Lantis,       Movic,       AT-X,       Memory-Tech,       Showgate,       Fujimi Shobo,       Kadokawa",Funimation,TNK,Light novel,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, Mythology, School",24 min. per ep.,R+ - Mild Nudity,"3,935",Spring 2015,Saturdays at 23:00 (JST),
Hetalia: The Beautiful World,,7.42,2574,2179,71,ONA,20,Finished Airing,"Jan 25, 2013 to Jun 21, 2013",Frontier Works,Funimation,Studio Deen,Web manga,Comedy,"Anthropomorphic, Gag Humor, Historical, Parody",5 min. per ep.,PG-13 - Teens 13 or older,569,,,
High School DxD BorN: Yomigaeranai Fushichou,High School DxD Born OVA,7.42,1623,2181,141,OVA,1,Finished Airing,"Dec 9, 2015","Genco,       Lantis,       Kadokawa","None found, add some",TNK,Light novel,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, Mythology, School",24 min.,R+ - Mild Nudity,277,,,
Huyao Xiao Hongniang: Beishan Yaodi,Fox Spirit Matchmaker 4th Season,7.42,6854,2182,8,ONA,8,Finished Airing,"Nov 18, 2016 to Jan 6, 2017",Tencent Animation & Comics,"None found, add some",Haoliners Animation League,Manga,"Comedy, Romance, Supernatural",Historical,14 min. per ep.,PG-13 - Teens 13 or older,6,,,
Idoly Pride,,7.42,2660,2183,67,TV,12,Finished Airing,"Jan 10, 2021 to Mar 28, 2021","Half H.P Studio,       F.M.F,       CyberAgent,       Wicky.Records",Funimation,Lerche,Mixed media,,"Idols (Female), Music",23 min. per ep.,PG-13 - Teens 13 or older,560,Winter 2021,Sundays at 23:30 (JST),
Ie Naki Ko Remy Specials,,7.42,10511,2184,2,Special,3,Finished Airing,"Jun 1, 1997","None found, add some","None found, add some",Nippon Animation,Novel,"Adventure, Drama",Historical,23 min. per ep.,PG - Children,4,,,
Ikoku Meiro no Croisée The Animation,Croisée in a Foreign Labyrinth The Animation,7.42,2873,2185,59,TV,12,Finished Airing,"Jul 4, 2011 to Sep 19, 2011","Media Factory,       AT-X,       flying DOG,       Sony Music Communications,       Bushiroad,       Good Smile Company,       Aoni Entertainment",Sentai Filmworks,Satelight,Manga,Slice of Life,"Historical, Iyashikei",23 min. per ep.,G - All Ages,167,Summer 2011,Mondays at 00:30 (JST),Seinen
Ano Natsu de Matteru,Waiting in the Summer,7.41,601,2186,387,TV,12,Finished Airing,"Jan 10, 2012 to Mar 27, 2012","Geneon Universal Entertainment,       Genco,       AT-X,       Bushiroad,       Showgate",Sentai Filmworks,J.C.Staff,Original,"Drama, Romance, Sci-Fi",Love Polygon,23 min. per ep.,PG-13 - Teens 13 or older,"2,057",Winter 2012,Tuesdays at 01:30 (JST),
Brave Story,,7.41,3333,2187,44,Movie,1,Finished Airing,"Jul 8, 2006","Dentsu,       SKY Perfect Well Think,       Fuji TV,       Warner Bros. Japan","None found, add some",Gonzo,Novel,"Action, Adventure, Fantasy",Isekai,1 hr. 52 min.,G - All Ages,185,,,
Cowboy Bebop: Yose Atsume Blues,Cowboy Bebop: Session XX - Mish-Mash Blues,7.41,3147,2189,49,TV Special,1,Finished Airing,"Jun 26, 1998","None found, add some","None found, add some",Sunrise,Original,Sci-Fi,"Adult Cast, Space",27 min.,R - 17+ (violence & profanity),101,,,
Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,7.41,10201,2190,2,Movie,1,Finished Airing,"Jul 30, 2021","None found, add some","None found, add some",Shin-Ei Animation,Manga,Comedy,,1 hr. 44 min.,G - All Ages,13,,,Seinen
Captain Tsubasa (2018),,7.41,2483,2188,76,TV,52,Finished Airing,"Apr 3, 2018 to Apr 2, 2019","TV Tokyo,       Nihon Ad Systems,       Warner Bros. Japan,       Shueisha",VIZ Media,David Production,Manga,Sports,Team Sports,22 min. per ep.,G - All Ages,366,Spring 2018,Tuesdays at 01:35 (JST),Shounen
"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",Donten: Laughing Under the Clouds - Gaiden: Chapter 1 - One Year After the Battle,7.41,5183,2191,17,Movie,1,Finished Airing,"Dec 2, 2017","Production I.G,       Shochiku,       Blade,       Kinoshita Management",Eleven Arts,Wit Studio,Manga,"Action, Supernatural",Historical,50 min.,PG-13 - Teens 13 or older,31,,,
Fanren Xiu Xian Chuan: Chongzhi Ban,,7.41,14588,2192,749,ONA,21,Finished Airing,"Feb 5, 2023 to Jun 18, 2023",bilibili,"None found, add some","Original Force,       Wonder Cat Animation",Novel,"Action, Adventure, Fantasy","Historical, Martial Arts",18 min. per ep.,PG-13 - Teens 13 or older,3,,,
Gallery Fake,,7.41,5381,2193,15,TV,37,Finished Airing,"Jan 9, 2005 to Sep 25, 2005","TV Tokyo,       Aniplex","None found, add some","Tokyo Kids,       Tokyo Movie",Manga,Mystery,"Adult Cast, Visual Arts",25 min. per ep.,PG-13 - Teens 13 or older,60,Winter 2005,Unknown,Seinen
Gangsta.,,7.41,379,2194,583,TV,12,Finished Airing,"Jul 2, 2015 to Sep 24, 2015","Bandai Visual,       Frontier Works,       Lantis,       DAX Production,       Tokyo MX",Funimation,Manglobe,Manga,"Action, Drama","Adult Cast, Organized Crime",23 min. per ep.,R - 17+ (violence & profanity),"3,838",Summer 2015,Thursdays at 02:44 (JST),Seinen
Gokusen,The Gokusen,7.41,3231,2196,47,TV,13,Finished Airing,"Jan 7, 2004 to Mar 31, 2004","VAP,       Studio Jack","Media Blasters,       NYAV Post",Madhouse,Manga,"Action, Comedy","Delinquents, Organized Crime, School, Workplace",23 min. per ep.,R - 17+ (violence & profanity),251,Winter 2004,Wednesdays at 01:23 (JST),Josei
Gokudou-kun Manyuuki,Gokudo,7.41,5309,2195,16,TV,26,Finished Airing,"Apr 2, 1999 to Sep 24, 1999",SoftX,"Media Blasters,       Discotek Media",Trans Arts,Light novel,"Adventure, Comedy, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,143,Spring 1999,Fridays at 18:30 (JST),
Grimm Meisaku Gekijou,Grimm's Fairy Tale Classics,7.41,8300,2197,5,TV,24,Finished Airing,"Oct 21, 1987 to Mar 30, 1988","None found, add some","Discotek Media,       Saban Entertainment",Nippon Animation,Other,"Adventure, Comedy, Fantasy",,24 min. per ep.,G - All Ages,30,Fall 1987,Unknown,Kids
Guilty Crown,,7.41,115,2198,1,TV,22,Finished Airing,"Oct 14, 2011 to Mar 23, 2012","Aniplex,       Dentsu,       Movic,       Fuji TV,       Fujipacific Music,       1IN",Funimation,Production I.G,Original,"Action, Drama, Sci-Fi","Mecha, Romantic Subtext, Super Power",24 min. per ep.,R - 17+ (violence & profanity),"17,022",Fall 2011,Fridays at 01:15 (JST),
Idol Land PriPara,,7.41,11071,2199,2,ONA,Unknown,Currently Airing,"Aug 18, 2021 to ?",Tatsunoko Production,"None found, add some","None found, add some",Game,Slice of Life,"Idols (Female), Music",24 min.,PG-13 - Teens 13 or older,18,,,
Initial D Extra Stage 2,,7.41,3425,2200,42,OVA,1,Finished Airing,"Oct 3, 2008","None found, add some","None found, add some",A.C.G.T.,Manga,"Action, Drama",Racing,54 min.,PG-13 - Teens 13 or older,65,,,Seinen
Tennis no Oujisama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,The Prince of Tennis: A Gift from Atobe,7.43,5362,2102,15,Movie,1,Finished Airing,"Jan 29, 2005","Production I.G,       Nihon Ad Systems","None found, add some",Trans Arts,Manga,"Comedy, Sports",,30 min.,PG-13 - Teens 13 or older,30,,,Shounen
Toradora! Recap,,7.43,2743,2104,64,OVA,1,Finished Airing,"Apr 30, 2009","None found, add some","None found, add some",J.C.Staff,Light novel,"Comedy, Romance",School,29 min.,PG-13 - Teens 13 or older,65,,,
To LOVE-Ru Darkness 2nd,To LOVE Ru Darkness 2,7.43,937,2103,261,TV,12,Finished Airing,"Jul 7, 2015 to Sep 29, 2015","TBS,       Magic Capsule,       Warner Bros. Japan,       NBCUniversal Entertainment Japan,       Shueisha",Sentai Filmworks,Xebec,Manga,"Comedy, Romance, Sci-Fi, Ecchi","Harem, School",23 min. per ep.,R+ - Mild Nudity,968,Summer 2015,Tuesdays at 00:00 (JST),Shounen
Toradora!: Bentou no Gokui,Toradora!: Bento Battle,7.43,1338,2105,180,Special,1,Finished Airing,"Dec 21, 2011","None found, add some","NIS America, Inc.",J.C.Staff,Light novel,"Comedy, Gourmet",School,27 min.,PG-13 - Teens 13 or older,146,,,
Toshokan Sensou,Library Wars,7.43,2507,2106,75,TV,12,Finished Airing,"Apr 11, 2008 to Jun 27, 2008","Dentsu,       Fuji TV,       Code,       Asmik Ace,       ASCII Media Works,       Sony Music Entertainment,       Atelier Musa",Discotek Media,Production I.G,Novel,"Action, Comedy, Romance","Adult Cast, Military",23 min. per ep.,PG-13 - Teens 13 or older,407,Spring 2008,Fridays at 00:45 (JST),
Yoru no Kuni,,7.43,5604,2108,14,ONA,3,Finished Airing,"Apr 16, 2021 to Sep 12, 2021","None found, add some","None found, add some",Studio Daisy,Original,"Fantasy, Slice of Life",Iyashikei,8 min. per ep.,G - All Ages,51,,,
Yaoguai Mingdan 2nd Season,,7.43,6678,2107,9,ONA,21,Finished Airing,"Aug 3, 2017 to Dec 28, 2017",Tencent Animation & Comics,"None found, add some",Haoliners Animation League,Web manga,"Action, Comedy, Fantasy, Romance",,16 min. per ep.,R - 17+ (violence & profanity),21,,,
Yowamushi Pedal: Re:Road,,7.43,6138,2109,11,Movie,1,Finished Airing,"Jun 12, 2015",TOHO animation,Discotek Media,TMS Entertainment,Manga,Sports,Racing,1 hr. 29 min.,PG-13 - Teens 13 or older,8,,,Shounen
Zero no Tsukaima F,The Familiar of Zero F,7.43,547,2110,422,TV,12,Finished Airing,"Jan 7, 2012 to Mar 24, 2012","Cospa,       Showgate",Sentai Filmworks,J.C.Staff,Light novel,"Action, Adventure, Comedy, Fantasy, Romance, Ecchi","Harem, Isekai, School",24 min. per ep.,PG-13 - Teens 13 or older,"1,199",Winter 2012,Saturdays at 08:30 (JST),
Ansatsu Kyoushitsu: Deai no Jikan,Assassination Classroom: Meeting Time,7.43,1656,2112,137,Special,1,Finished Airing,"Nov 9, 2014","None found, add some",Funimation,Lerche,Manga,"Action, Comedy",School,10 min.,PG-13 - Teens 13 or older,237,,,Shounen
Ajin Part 1: Shoudou,Ajin: Demi-Human Movie 1: Compel,7.43,3264,2111,46,Movie,1,Finished Airing,"Nov 27, 2015",TOHO animation,Sentai Filmworks,Polygon Pictures,Manga,"Action, Horror, Mystery, Supernatural",Gore,1 hr. 44 min.,R - 17+ (violence & profanity),46,,,Seinen
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Bleach the Movie: The DiamondDust Rebellion,7.43,986,2113,249,Movie,1,Finished Airing,"Dec 22, 2007",Shueisha,VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy",,1 hr. 32 min.,PG-13 - Teens 13 or older,536,,,Shounen
Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,My Hero Academia: World Heroes' Mission - Take-off,7.43,3981,2114,31,Special,1,Finished Airing,"Feb 16, 2022","None found, add some","None found, add some",Bones,Manga,Action,Super Power,5 min.,PG-13 - Teens 13 or older,89,,,Shounen
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,Crayon Shin-chan: Serious Battle! Robot Dad Strikes Back,7.43,7645,2116,6,Movie,1,Finished Airing,"Apr 19, 2014","Futabasha,       Imagine","None found, add some",Shin-Ei Animation,Manga,"Award Winning, Comedy, Sci-Fi",,1 hr. 36 min.,G - All Ages,14,,,Seinen
Chouyaku Hyakuninisshu: Uta Koi.,Utakoi,7.43,4062,2115,30,TV,13,Finished Airing,"Jul 3, 2012 to Sep 25, 2012","TV Tokyo,       Aniplex,       Nihon Ad Systems,       DAX Production","None found, add some",TYO Animations,Manga,"Comedy, Romance",Historical,24 min. per ep.,PG-13 - Teens 13 or older,127,Summer 2012,Mondays at 01:30 (JST),Josei
Darker than Black: Ryuusei no Gemini,Darker than Black: Gemini of the Meteor,7.43,558,2117,413,TV,12,Finished Airing,"Oct 9, 2009 to Dec 25, 2009","Aniplex,       Square Enix,       Mainichi Broadcasting System,       Movic,       Sakura Create",Funimation,Bones,Original,"Action, Mystery, Sci-Fi",Super Power,24 min. per ep.,R - 17+ (violence & profanity),"1,491",Fall 2009,Unknown,
Digimon Adventure tri. 1: Saikai,Digimon Adventure tri. Reunion,7.43,1901,2118,114,Movie,1,Finished Airing,"Nov 21, 2015","Bandai,       Ai Addiction",Shout! Factory,Toei Animation,Original,"Action, Adventure, Comedy, Drama",,1 hr. 29 min.,PG-13 - Teens 13 or older,247,,,
Doraemon Movie 15: Nobita to Mugen Sankenshi,Doraemon the Movie: Nobita's Three Visionary Swordsmen,7.43,7144,2119,7,Movie,1,Finished Airing,"Mar 12, 1994","None found, add some","None found, add some","None found, add some",Unknown,"Adventure, Fantasy, Sci-Fi",,1 hr. 40 min.,PG - Children,9,,,"KidsKids,         ShounenShounen"
Doraemon Movie 34: Shin Nobita no Daimakyou - Peko to 5-nin no Tankentai,Doraemon the Movie: Nobita in the New Haunts of Evil -Peko and the Five Explorers-,7.43,6531,2120,9,Movie,1,Finished Airing,"Mar 8, 2014","None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",,1 hr. 49 min.,PG - Children,6,,,Kids
"Goodbye, Don Glees!",,7.43,4589,2122,23,Movie,1,Finished Airing,"Feb 18, 2022","TV Tokyo,       AT-X,       Docomo Anime Store,       Kadokawa,       Movie Walker",GKIDS,Madhouse,Original,"Adventure, Drama",,1 hr. 35 min.,PG-13 - Teens 13 or older,113,,,
Edens Zero 2nd Season,,7.43,2677,2121,67,TV,25,Finished Airing,"Apr 2, 2023 to Oct 1, 2023","Kodansha,       Nippon Television Network,       Nippon Television Music","None found, add some",J.C.Staff,Manga,"Action, Adventure, Fantasy, Sci-Fi",Space,23 min. per ep.,PG-13 - Teens 13 or older,301,Spring 2023,Sundays at 00:55 (JST),Shounen
Haiyore! Nyaruko-san F,,7.43,2898,2123,58,OVA,1,Finished Airing,"Jun 19, 2015","Sotsu,       Studio Mausu,       DIVE II Entertainment,       Avex Pictures","None found, add some",Xebec,Light novel,"Comedy, Romance, Sci-Fi",Parody,27 min.,PG-13 - Teens 13 or older,83,,,
Houkago Teibou Nisshi,Diary of Our Days at the Breakwater,7.43,2731,2124,65,TV,12,Finished Airing,"Apr 7, 2020 to Sep 22, 2020","AT-X,       flying DOG,       Akita Shoten,       BS11,       RAY,       Kadokawa,       Legs",Funimation,Doga Kobo,Manga,"Gourmet, Slice of Life","CGDCT, Iyashikei, School",23 min. per ep.,PG-13 - Teens 13 or older,312,Spring 2020,Tuesdays at 22:00 (JST),Seinen
K,,7.43,258,2125,763,TV,13,Finished Airing,"Oct 5, 2012 to Dec 28, 2012","Starchild Records,       Mainichi Broadcasting System,       KlockWorx",VIZ Media,GoHands,Original,"Action, Fantasy, Mystery",Super Power,24 min. per ep.,PG-13 - Teens 13 or older,"6,784",Fall 2012,Thursdays at Unknown,
Kin no Kuni Mizu no Kuni,Gold Kingdom and Water Kingdom,7.44,6534,2078,9,Movie,1,Finished Airing,"Jan 27, 2023",Warner Bros. Japan,"None found, add some",Madhouse,Manga,"Fantasy, Romance",,1 hr. 57 min.,PG-13 - Teens 13 or older,22,,,Josei
Kiniro no Corda: Primo Passo - Hitonatsu no Encore,,7.43,4598,2126,23,Special,1,Finished Airing,"Mar 25, 2007","Aniplex,       Hakusensha,       Koei",Sentai Filmworks,Yumeta Company,Visual novel,Romance,"Music, Performing Arts, Reverse Harem, School",29 min.,G - All Ages,79,,,Josei
"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",Is This a Zombie? Of the Dead OVA,7.43,2004,2127,106,OVA,1,Finished Airing,"Oct 20, 2012","Kadokawa Shoten,       AT-X,       Kadokawa Pictures Japan,       KlockWorx,       flying DOG",Funimation,Studio Deen,Light novel,"Action, Comedy, Fantasy, Ecchi","Harem, Vampire",26 min.,R+ - Mild Nudity,58,,,
Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,Ghost in the Shell: Arise - Border 4: Ghost Stands Alone,7.43,3466,2129,41,Movie,1,Finished Airing,"Sep 6, 2014","Bandai Visual,       Dentsu,       Kodansha,       flying DOG,       TOHO animation",Funimation,Production I.G,Manga,"Action, Sci-Fi, Suspense","Adult Cast, Detective, Mecha, Psychological",59 min.,R - 17+ (violence & profanity),24,,,
Koukaku Kidoutai: Shin Movie,Ghost in the Shell: The New Movie,7.43,3213,2130,47,Movie,1,Finished Airing,"Jun 20, 2015","Bandai Visual,       Dentsu,       Kodansha,       flying DOG,       TOHO animation",Funimation,Production I.G,Manga,"Action, Award Winning, Mystery, Sci-Fi","Adult Cast, Detective, Mecha, Psychological",1 hr. 39 min.,R - 17+ (violence & profanity),72,,,
Koukaku Kidoutai Arise: Ghost in the Shell - Border:1 Ghost Pain,Ghost in the Shell: Arise - Border 1: Ghost Pain,7.43,2754,2128,64,Movie,1,Finished Airing,"Jun 22, 2013","Bandai Visual,       Dentsu,       Kodansha,       flying DOG,       TOHO animation",Funimation,Production I.G,Manga,"Action, Sci-Fi","Adult Cast, Detective, Mecha, Psychological",58 min.,R - 17+ (violence & profanity),67,,,
