Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites
Baka to Test to Shoukanjuu,Baka & Test - Summon the Beasts,7.51,339,1827,638,TV,13,Finished Airing,"Jan 7, 2010 to Apr 1, 2010",Winter 2010,Thursdays at 02:20 (JST),"Lantis,       Media Factory,       Cospa,       T.O Entertainment",Funimation,SILVER LINK.,Light novel,"Comedy, Romance","Love Polygon, School",,24 min. per ep.,PG-13 - Teens 13 or older,"5,679"
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",Donten: Laughing Under the Clouds - Gaiden: Chapter 2 - The Tragedy of Fuuma Ninja Tribe,7.51,5597,1829,14,Movie,1,Finished Airing,"Jun 9, 2018",,,"Production I.G,       Shochiku,       Blade,       Kinoshita Management",Eleven Arts,Wit Studio,Manga,"Action, Supernatural","Historical, Martial Arts",,1 hr.,PG-13 - Teens 13 or older,31
Fullmetal Alchemist: The Conqueror of Shamballa,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,7.51,725,1830,331,Movie,1,Finished Airing,"Jul 23, 2005",,,"Aniplex,       Square Enix,       Shochiku,       Mainichi Broadcasting System",Funimation,Bones,Manga,"Action, Adventure, Award Winning, Drama, Fantasy","Historical, Military",Shounen,1 hr. 44 min.,R - 17+ (violence & profanity),654
Fushigi no Umi no Nadia,Nadia: The Secret of Blue Water,7.51,2610,1831,70,TV,39,Finished Airing,"Apr 13, 1990 to Apr 12, 1991",Spring 1990,Fridays at 19:30 (JST),"NHK,       Sogo Vision,       Streamline Pictures","ADV Films,       Sentai Filmworks,       GKIDS",Gainax,Original,"Adventure, Comedy, Romance, Sci-Fi",Historical,,25 min. per ep.,PG-13 - Teens 13 or older,542
Golden Kamuy 2nd Season OVA,,7.51,4571,1832,23,OVA,3,Finished Airing,"Mar 19, 2019 to Sep 18, 2020",,,"None found, add some","None found, add some",Geno Studio,Manga,"Action, Adventure",Historical,Seinen,22 min. per ep.,R - 17+ (violence & profanity),17
Hayate no Gotoku!,Hayate the Combat Butler,7.51,1079,1833,227,TV,52,Finished Airing,"Apr 1, 2007 to Mar 30, 2008",Spring 2007,Sundays at 10:00 (JST),"TV Tokyo,       Shogakukan-Shueisha Productions,       Studio Tulip","Bandai Entertainment,       Sentai Filmworks",SynergySP,Manga,"Action, Comedy, Romance","Harem, Parody",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,587"
Heroic Age,,7.51,1937,1835,112,TV,26,Finished Airing,"Apr 2, 2007 to Oct 1, 2007",Spring 2007,Mondays at 01:30 (JST),Starchild Records,Funimation,Xebec,Original,"Action, Sci-Fi","Mecha, Military, Space",,23 min. per ep.,PG-13 - Teens 13 or older,653
Hello! Lady Lynn,,7.51,8826,1834,4,TV,36,Finished Airing,"May 12, 1988 to Jan 26, 1989",Spring 1988,Unknown,"None found, add some","None found, add some",Toei Animation,Manga,Drama,,Shoujo,24 min. per ep.,G - All Ages,29
Hoozuki no Reitetsu 2nd Season OVA,,7.51,7956,1836,5,OVA,3,Finished Airing,"Sep 20, 2019 to Sep 1, 2020",,,"None found, add some","None found, add some",PINE JAM,Manga,"Comedy, Fantasy",Mythology,Seinen,22 min. per ep.,PG-13 - Teens 13 or older,8
Hoshi wo Ou Kodomo,Children Who Chase Lost Voices,7.51,1132,1837,216,Movie,1,Finished Airing,"May 7, 2011",,,"Media Factory,       Movic,       Yahoo! Japan,       Warner Music Japan,       Marine Entertainment","Sentai Filmworks,       GKIDS",CoMix Wave Films,Original,"Adventure, Fantasy, Romance",,,1 hr. 56 min.,PG-13 - Teens 13 or older,681
Huyao Xiao Hongniang: Wangquan Fugui,,7.51,5679,1838,13,ONA,14,Finished Airing,"Jan 8, 2016 to Apr 15, 2016",,,Tencent Animation & Comics,"None found, add some",Haoliners Animation League,Manga,"Comedy, Romance, Supernatural",Historical,,15 min. per ep.,R - 17+ (violence & profanity),25
Hybrid Child,,7.51,2417,1839,79,OVA,4,Finished Airing,"Oct 29, 2014 to Jan 28, 2015",,,Lantis,"None found, add some",Studio Deen,Manga,"Boys Love, Drama, Sci-Fi",Historical,,25 min. per ep.,PG-13 - Teens 13 or older,473
Aa! Megami-sama! (TV) Specials,Ah! My Goddess Specials,7.50,4238,1841,27,Special,3,Finished Airing,"Apr 1, 2005 to Dec 23, 2005",,,Bandai Visual,"Media Blasters,       NYAV Post",AIC,Manga,"Comedy, Romance, Supernatural",,Seinen,24 min. per ep.,PG-13 - Teens 13 or older,44
Ike! Ina-chuu Takkyuu-bu,The Ping-Pong Club,7.51,5096,1840,18,TV,26,Finished Airing,"Apr 6, 1995 to Sep 28, 1995",Spring 1995,Unknown,"Trans Arts,       Kitty Films,       Studio Hibari,       TBS,       Studio Jack",Central Park Media,Grouper Productions,Manga,"Comedy, Ecchi","Gag Humor, School",,24 min. per ep.,R+ - Mild Nudity,136
Arslan Senki (TV): Fuujin Ranbu,The Heroic Legend of Arslan: Dust Storm Dance,7.50,1613,1842,142,TV,8,Finished Airing,"Jul 3, 2016 to Aug 21, 2016",Summer 2016,Sundays at 17:00 (JST),"Mainichi Broadcasting System,       Magic Capsule,       Ultra Super Pictures,       Graphinica,       NBCUniversal Entertainment Japan",Funimation,LIDENFILMS,Manga,"Action, Adventure, Drama, Fantasy","Historical, Military",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,204
Bai Yao Pu 2nd Season,Fairies Albums 2,7.50,9034,1843,4,ONA,12,Finished Airing,"Jul 18, 2021 to Sep 26, 2021",,,bilibili,"None found, add some","None found, add some",Novel,"Adventure, Fantasy, Mystery, Supernatural",Historical,,21 min. per ep.,PG-13 - Teens 13 or older,19
Bakuten!!,Backflip!!,7.50,2021,1844,105,TV,12,Finished Airing,"Apr 9, 2021 to Jun 25, 2021",Spring 2021,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Animax,       Movic,       Fuji TV,       BS Fuji,       Aeon Entertainment","None found, add some",Zexcs,Original,Sports,Performing Arts,,22 min. per ep.,PG-13 - Teens 13 or older,911
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Bleach the Movie: Fade to Black,7.50,1030,1846,237,Movie,1,Finished Airing,"Dec 13, 2008",,,"None found, add some",VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy",,Shounen,1 hr. 34 min.,PG-13 - Teens 13 or older,518
Birdie Wing: Golf Girls' Story,,7.50,2729,1845,65,TV,13,Finished Airing,"Apr 6, 2022 to Jun 29, 2022",Spring 2022,Wednesdays at 00:00 (JST),TV Tokyo,"None found, add some",Bandai Namco Pictures,Original,Sports,,,23 min. per ep.,PG-13 - Teens 13 or older,415
City Hunter: Goodbye My Sweetheart,City Hunter: The Motion Picture,7.50,7019,1847,8,TV Special,1,Finished Airing,"Apr 25, 1997",,,"None found, add some",Discotek Media,Sunrise,Manga,"Adventure, Comedy",,Shounen,1 hr. 30 min.,PG-13 - Teens 13 or older,8
D-Frag!,,7.50,593,1848,393,TV,12,Finished Airing,"Jan 7, 2014 to Mar 25, 2014",Winter 2014,Unknown,"TV Tokyo,       Media Factory,       Kadokawa Shoten,       AT-X,       DAX Production,       Sony Music Communications,       Toranoana",Funimation,Brain's Base,Manga,Comedy,"School, Strategy Game",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,"2,351"
Densetsu no Yuusha no Densetsu,The Legend of the Legendary Heroes,7.50,801,1849,303,TV,24,Finished Airing,"Jul 2, 2010 to Dec 17, 2010",Summer 2010,Fridays at 02:15 (JST),"Lantis,       Media Factory,       Kadokawa Contents Gate,       Fujimi Shobo",Funimation,Zexcs,Light novel,"Action, Adventure, Fantasy",Military,,24 min. per ep.,R - 17+ (violence & profanity),"2,000"
Fantastic Children,,7.50,3820,1850,34,TV,26,Finished Airing,"Oct 5, 2004 to Mar 29, 2005",Fall 2004,Tuesdays at 01:00 (JST),"None found, add some",Bandai Entertainment,Nippon Animation,Original,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Suspense",,,24 min. per ep.,PG-13 - Teens 13 or older,287
Madogiwa no Totto-chan,"Totto-chan, the Little Girl at the Window",7.49,10982,1902,2,Movie,1,Finished Airing,"Dec 8, 2023",,,"None found, add some","None found, add some",Shin-Ei Animation,Book,Drama,"Historical, School",,1 hr. 54 min.,PG-13 - Teens 13 or older,4
Minami-ke Betsubara,,7.49,4100,1904,29,OVA,1,Finished Airing,"Jun 23, 2009",,,"None found, add some","None found, add some",asread.,Manga,"Comedy, Slice of Life",CGDCT,Seinen,25 min.,PG-13 - Teens 13 or older,10
Meitantei Conan OVA 04: Conan to Kid to Crystal Mother,Detective Conan OVA 04: Conan and Kid and Crystal Mother,7.50,5116,1857,17,OVA,1,Finished Airing,2004,,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Mystery",Detective,Shounen,25 min.,PG-13 - Teens 13 or older,3
"Momoko, Kaeru no Uta ga Kikoeru yo.",My Sister Momoko,7.49,8477,1905,5,Movie,1,Finished Airing,"Jul 23, 2003",,,"None found, add some","None found, add some",Magic Bus,Book,"Drama, Slice of Life",School,,1 hr. 19 min.,G - All Ages,23
Magic Knight Rayearth II,,7.49,3812,1903,34,TV,29,Finished Airing,"Apr 10, 1995 to Nov 27, 1995",Spring 1995,Mondays at 19:30 (JST),"None found, add some","Media Blasters,       Discotek Media",TMS Entertainment,Manga,"Action, Adventure, Drama, Fantasy, Romance","Isekai, Mahou Shoujo, Mecha",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,154
Nanatsu no Taizai OVA,The Seven Deadly Sins: Ban's Side Story OVA,7.49,1266,1906,190,OVA,2,Finished Airing,"Jun 17, 2015 to Aug 12, 2015",,,Aniplex,"None found, add some",A-1 Pictures,Manga,"Action, Adventure, Fantasy",,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,219
Nanbaka 2,Nanbaka Season 2,7.49,1687,1907,134,ONA,12,Finished Airing,"Jan 4, 2017 to Mar 22, 2017",,,"Nihon Ad Systems,       DAX Production,       Sony Music Communications,       Crunchyroll,       comico,       Tokuma Japan Communications,       Nelke Planning",Funimation,Satelight,Web manga,"Action, Comedy, Drama",,,23 min. per ep.,PG-13 - Teens 13 or older,383
One Piece: Heart of Gold,,7.49,2471,1908,76,TV Special,1,Finished Airing,"Jul 16, 2016",,,"None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Drama, Fantasy",,Shounen,1 hr. 44 min.,PG-13 - Teens 13 or older,48
Owari no Seraph,Seraph of the End: Vampire Reign,7.49,100,1909,1,TV,12,Finished Airing,"Apr 4, 2015 to Jun 20, 2015",Spring 2015,Saturdays at 22:00 (JST),"Rakuonsha,       NBCUniversal Entertainment Japan,       Shueisha",Funimation,Wit Studio,Manga,"Action, Drama, Fantasy","Military, Vampire",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"13,869"
Ranma ½: Akumu! Shunmin Kou,,7.49,5555,1911,14,OVA,1,Finished Airing,"Jul 30, 2008",,,"Sunrise,       Atelier Musa","None found, add some",Studio Deen,Manga,"Action, Comedy, Supernatural","Magical Sex Shift, Martial Arts",Shounen,32 min.,PG-13 - Teens 13 or older,14
PriPara,,7.49,4657,1910,22,TV,140,Finished Airing,"Jul 5, 2014 to Mar 28, 2017",Summer 2014,Tuesdays at 17:55 (JST),TV Tokyo,"None found, add some","Tatsunoko Production,       Dongwoo A&E",Game,Slice of Life,"Idols (Female), Music, School",,23 min. per ep.,PG - Children,446
Ryuu to Sobakasu no Hime,Belle,7.49,1436,1912,165,Movie,1,Finished Airing,"Jul 16, 2021",,,"None found, add some",GKIDS,Studio Chizu,Original,"Drama, Fantasy",Music,,2 hr. 1 min.,PG-13 - Teens 13 or older,"1,628"
KanColle Movie,Fleet Girls Collection KanColle Movie Sequence,7.48,3491,1913,41,Movie,1,Finished Airing,"Nov 26, 2016",,,"None found, add some","None found, add some",Diomedéa,Game,"Action, Drama, Sci-Fi","Anthropomorphic, Military",,1 hr. 32 min.,PG-13 - Teens 13 or older,201
Koi wa Ameagari no You ni,After the Rain,7.48,795,1914,305,TV,12,Finished Airing,"Jan 12, 2018 to Mar 30, 2018",Winter 2018,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Fuji TV,       DMM pictures",Sentai Filmworks,Wit Studio,Manga,"Drama, Romance",Workplace,Seinen,22 min. per ep.,PG-13 - Teens 13 or older,"1,605"
Konohana Kitan,,7.48,1505,1915,156,TV,12,Finished Airing,"Oct 4, 2017 to Dec 20, 2017",Fall 2017,Wednesdays at 20:00 (JST),"Genco,       Lantis,       AT-X,       GAGA,       Memory-Tech,       Studio Mausu,       DeNA,       Kadokawa,       Melonbooks",Funimation,Lerche,Manga,"Fantasy, Girls Love, Slice of Life","Anthropomorphic, CGDCT, Iyashikei, Mythology, Workplace",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,677
Kore wa Zombie desu ka? of the Dead,Is This a Zombie? of the Dead,7.48,618,1916,380,TV,10,Finished Airing,"Apr 5, 2012 to Jun 7, 2012",Spring 2012,Thursdays at Unknown,"Kadokawa Shoten,       AT-X,       Kadokawa Pictures Japan,       KlockWorx,       flying DOG",Funimation,Studio Deen,Light novel,"Action, Comedy, Fantasy, Ecchi","Harem, Vampire",,24 min. per ep.,R - 17+ (violence & profanity),736
Ling Long: Incarnation Part 2,Ling Cage,7.48,10940,1917,2,ONA,6,Finished Airing,"Jul 31, 2020 to Oct 9, 2020",,,bilibili,"None found, add some",YHKT Entertainment,Original,"Action, Drama, Horror, Sci-Fi, Suspense",Mythology,,30 min. per ep.,R - 17+ (violence & profanity),21
Little Busters!,,7.48,838,1918,293,TV,26,Finished Airing,"Oct 6, 2012 to Apr 6, 2013",Fall 2012,Unknown,"Warner Bros. Japan,       Showgate",Sentai Filmworks,J.C.Staff,Visual novel,"Comedy, Drama, Supernatural",School,,24 min. per ep.,PG-13 - Teens 13 or older,"1,882"
Madang-eul Naon Amtalg,Daisy: A Hen into the Wild,7.48,9045,1919,4,Movie,1,Finished Airing,"Jul 28, 2011",,,Myung Films,"None found, add some",Odolttogi,Book,"Adventure, Drama, Fantasy",Anthropomorphic,Kids,1 hr. 32 min.,G - All Ages,21
Meitantei Conan Magic File 4: Osaka Okonomiyaki Odyssey,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,7.48,6036,1920,11,OVA,1,Finished Airing,"Apr 17, 2010",,,"Shogakukan-Shueisha Productions,       Tokyo Movie Shinsha","None found, add some","None found, add some",Manga,"Comedy, Mystery",Detective,Shounen,25 min.,PG-13 - Teens 13 or older,13
Persona 4 the Animation: No One is Alone,,7.48,3267,1921,46,Special,1,Finished Airing,"Aug 22, 2012",,,Aniplex,Sentai Filmworks,AIC ASTA,Game,"Adventure, Mystery, Sci-Fi, Supernatural","School, Super Power",,30 min.,PG-13 - Teens 13 or older,31
Sarazanmai,,7.48,1689,1922,133,TV,11,Finished Airing,"Apr 12, 2019 to Jun 21, 2019",Spring 2019,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Movic,       Fuji TV,       Gentosha Comics",Funimation,"MAPPA,       Lapin Track",Original,"Action, Fantasy, Supernatural",Anthropomorphic,,22 min. per ep.,PG-13 - Teens 13 or older,"1,376"
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,Cautious Hero: The Hero Is Overpowered but Overly Cautious,7.48,346,1923,626,TV,12,Finished Airing,"Oct 2, 2019 to Dec 27, 2019",Fall 2019,Wednesdays at 22:30 (JST),"AT-X,       Kadokawa Media House,       Kadokawa,       Legs",Funimation,White Fox,Light novel,"Action, Adventure, Comedy, Fantasy","Isekai, Parody",,23 min. per ep.,R - 17+ (violence & profanity),"2,237"
Sora no Aosa wo Shiru Hito yo,Her Blue Sky,7.48,1857,1924,117,Movie,1,Finished Airing,"Oct 11, 2019",,,"Aniplex,       Fuji TV,       TOHO,       Kadokawa,       STORY","None found, add some",CloverWorks,Original,"Drama, Romance, Supernatural","Music, Time Travel",,1 hr. 46 min.,PG-13 - Teens 13 or older,387
Tanoshii Muumin Ikka Bouken Nikki,,7.48,7437,1925,7,TV,26,Finished Airing,"Oct 10, 1991 to Mar 26, 1992",Fall 1991,Unknown,TV Tokyo,"None found, add some",Telescreen,Book,"Adventure, Fantasy, Slice of Life",,Kids,25 min. per ep.,G - All Ages,20
Towa no Quon 5: Souzetsu no Raifuku,Towanoquon: The Return of the Invincible,7.48,3751,1927,35,Movie,1,Finished Airing,"Nov 5, 2011",,,"Bandai Visual,       Lantis,       Movic,       Showgate,       Hakuhodo DY Media Partners,       Sony PCL",Sentai Filmworks,Bones,Original,"Action, Sci-Fi, Supernatural",Super Power,,48 min.,PG-13 - Teens 13 or older,15
Wangan Midnight,,7.48,3344,1928,44,TV,26,Finished Airing,"Jun 15, 2007 to Sep 13, 2008",Summer 2007,Unknown,OB Planning,"None found, add some",A.C.G.T.,Manga,Action,Racing,Seinen,25 min. per ep.,PG-13 - Teens 13 or older,602
Tensei Oujo to Tensai Reijou no Mahou Kakumei,The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,7.48,1285,1926,187,TV,12,Finished Airing,"Jan 4, 2023 to Mar 22, 2023",Winter 2023,Wednesdays at 21:00 (JST),"AT-X,       Kansai Telecasting,       Kadokawa,       Bit grooove promotion,       CTW,       TVA advance","None found, add some",Diomedéa,Light novel,"Fantasy, Girls Love","Isekai, Reincarnation",,23 min. per ep.,PG-13 - Teens 13 or older,"1,493"
Yong Sheng,Immortality,7.48,10856,1929,2,ONA,12,Finished Airing,"Jan 29, 2022 to Apr 9, 2022",,,bilibili,"None found, add some",Oriental Creative Color,Web novel,"Action, Adventure, Fantasy",Martial Arts,,24 min. per ep.,PG-13 - Teens 13 or older,19
Air Gear,,7.48,676,1930,353,TV,25,Finished Airing,"Apr 5, 2006 to Sep 27, 2006",Spring 2006,Wednesdays at 01:00 (JST),Kodansha,"ADV Films,       Funimation","Toei Animation,       Marvelous Entertainment",Manga,"Comedy, Sports, Ecchi","Delinquents, School",Shounen,24 min. per ep.,R+ - Mild Nudity,"3,644"
Ani ni Tsukeru Kusuri wa Nai!,,7.48,2092,1931,99,TV,12,Finished Airing,"Apr 7, 2017 to Jun 23, 2017",Spring 2017,Fridays at 21:55 (JST),"bilibili,       Tencent Penguin Pictures","None found, add some","Fanworks,       Imagineer",Web manga,Comedy,School,,3 min. per ep.,PG-13 - Teens 13 or older,386
Be-Bop Highschool,,7.48,6720,1932,9,OVA,7,Finished Airing,"Jan 26, 1990 to Oct 1998",,,"None found, add some","None found, add some",Toei Animation,Manga,Comedy,"Delinquents, School",Seinen,50 min. per ep.,R+ - Mild Nudity,79
Boku ga Aishita Subete no Kimi e,To Every You I've Loved Before,7.48,2156,1933,95,Movie,1,Finished Airing,"Oct 7, 2022",,,"None found, add some","None found, add some",Bakken Record,Novel,"Romance, Sci-Fi",,,1 hr. 42 min.,PG-13 - Teens 13 or older,376
Da Yu Hai Tang (Movie),Big Fish & Begonia,7.48,3362,1934,44,Movie,1,Finished Airing,"Jul 8, 2016",,,"Beijing Enlight Pictures,       Studio Mir,       Horgos Coloroom Pictures Co., Ltd.",Shout! Factory,B&T,Original,"Adventure, Drama, Romance, Supernatural",,,1 hr. 40 min.,PG-13 - Teens 13 or older,252
Dead Mount Death Play Part 2,,7.48,1985,1935,108,TV,12,Finished Airing,"Oct 10, 2023 to Dec 26, 2023",Fall 2023,Tuesdays at 00:00 (JST),"Square Enix,       Movic,       Half H.P Studio,       F.M.F,       King Records,       Crunchyroll,       Kadokawa Media House,       Geek Pictures","None found, add some",Geek Toys,Manga,"Action, Fantasy, Supernatural",Reincarnation,Seinen,23 min. per ep.,R - 17+ (violence & profanity),346
Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,Interviews With Monster Girls: The Demi-chans' Summer Break,7.48,2337,1936,84,ONA,1,Finished Airing,"Jun 29, 2017",,,"None found, add some",Funimation,A-1 Pictures,Manga,"Comedy, Fantasy","Mythology, School, Vampire",Seinen,23 min.,PG-13 - Teens 13 or older,38
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,Doraemon the Movie 2017: Great Adventure in the Antarctic Kachi Kochi,7.48,7675,1937,6,Movie,1,Finished Airing,"Mar 4, 2017",,,"TV Asahi,       Asatsu DK,       TOHO,       Fujiko F. Fujio Pro,       Shogakukan","None found, add some",Shin-Ei Animation,Manga,"Adventure, Comedy, Fantasy",,"KidsKids,         ShounenShounen",1 hr. 41 min.,PG - Children,7
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",Haikara-san: Here Comes Miss Modern,7.48,4153,1938,28,Movie,1,Finished Airing,"Nov 11, 2017",,,"Kodansha,       Warner Bros. Japan,       KlockWorx,       Tokyo MX,       Asahi Shimbun",Eleven Arts,Nippon Animation,Manga,"Comedy, Romance",Historical,Shoujo,1 hr. 37 min.,PG-13 - Teens 13 or older,95
Hibike! Euphonium: Kakedasu Monaka,"Sound! Euphonium Episode 14 – Ready, Set, Monaka",7.48,2887,1939,58,Special,1,Finished Airing,"Dec 16, 2015",,,"Lantis,       Pony Canyon,       Rakuonsha",Ponycan USA,Kyoto Animation,Novel,Drama,"Music, Performing Arts, School",,23 min.,PG-13 - Teens 13 or older,27
Hitoribocchi no Marumaru Seikatsu,,7.48,1109,1940,220,TV,12,Finished Airing,"Apr 6, 2019 to Jun 22, 2019",Spring 2019,Saturdays at 02:25 (JST),"Frontier Works,       Mainichi Broadcasting System,       Half H.P Studio,       AT-X,       CyberStep,       Kanetsu Investment,       Kadokawa,       Global Solutions","None found, add some",C2C,4-koma manga,Comedy,"CGDCT, School",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,253"
"Ijiranaide, Nagatoro-san 2nd Attack","Don't Toy with Me, Miss Nagatoro 2nd Attack",7.48,866,1941,283,TV,12,Finished Airing,"Jan 8, 2023 to Mar 26, 2023",Winter 2023,Sundays at 01:00 (JST),"TMS Entertainment,       Mainichi Broadcasting System,       Kodansha,       King Records","None found, add some",OLM,Web manga,Comedy,"Romantic Subtext, School",,23 min. per ep.,PG-13 - Teens 13 or older,"1,989"
JoJo no Kimyou na Bouken,JoJo's Bizarre Adventure,7.48,1722,1942,131,OVA,6,Finished Airing,"Nov 19, 1993 to Nov 18, 1994",,,Shueisha,"None found, add some",APPP,Manga,"Action, Adventure, Drama, Supernatural",Vampire,Shounen,35 min. per ep.,R+ - Mild Nudity,"1,784"
Acchi Kocchi,Place to Place,7.47,752,1943,321,TV,12,Finished Airing,"Apr 6, 2012 to Jun 29, 2012",Spring 2012,Unknown,"Pony Canyon,       TBS,       DAX Production,       BS-TBS,       Jumondo,       Houbunsha",Sentai Filmworks,AIC,4-koma manga,"Comedy, Romance","Gag Humor, School",,24 min. per ep.,PG-13 - Teens 13 or older,"2,680"
Akame ga Kill!,,7.47,29,1944,2,TV,24,Finished Airing,"Jul 7, 2014 to Dec 15, 2014",Summer 2014,Mondays at 00:00 (JST),"Nihon Ad Systems,       Sony Music Entertainment,       TOHO animation,       Q-Tec,       Fields,       Jinnan Studio,       REAL-T",Sentai Filmworks,White Fox,Manga,"Action, Fantasy","Gore, Super Power",Shounen,23 min. per ep.,R - 17+ (violence & profanity),"29,274"
Another,,7.47,58,1945,1,TV,12,Finished Airing,"Jan 10, 2012 to Mar 27, 2012",Winter 2012,Unknown,"Lantis,       Kadokawa Shoten,       TOHO,       KlockWorx,       Bandai Namco Live Creative,       NTT Docomo",Sentai Filmworks,P.A. Works,Novel,"Horror, Mystery, Supernatural","Gore, School",,24 min. per ep.,R - 17+ (violence & profanity),"17,671"
Bai She II: Qing She Jie Qi,White Snake 2: The Tribulation of the Green Snake,7.47,9018,1946,4,Movie,1,Finished Airing,"Jul 23, 2021",,,Alibaba Pictures,"None found, add some",Light Chaser Animation Studios,Other,"Adventure, Fantasy","Martial Arts, Mythology",,2 hr. 12 min.,PG-13 - Teens 13 or older,25
Bai She: Yuan Qi,White Snake,7.47,6733,1947,9,Movie,1,Finished Airing,"Jan 11, 2019",,,"None found, add some",GKIDS,Light Chaser Animation Studios,Other,"Action, Adventure, Drama, Fantasy, Romance","Martial Arts, Mythology",,1 hr. 38 min.,PG-13 - Teens 13 or older,39
Benghuai: Xing Qiong Tiedao - Fei Guang,Honkai: Star Rail - A Flash,7.47,14792,1948,699,ONA,1,Finished Airing,"May 10, 2023",,,"None found, add some","None found, add some","Studio Ppuri,       miHoYoAnime",Game,"Action, Sci-Fi",Martial Arts,,4 min.,PG-13 - Teens 13 or older,3
City Hunter Movie: Shinjuku Private Eyes,,7.47,5887,1949,12,Movie,1,Finished Airing,"Feb 8, 2019",,,"Aniplex,       Audio Planning U",Discotek Media,Sunrise,Manga,"Action, Comedy, Mystery",Adult Cast,Shounen,1 hr. 35 min.,PG-13 - Teens 13 or older,26
Donten ni Warau,Laughing Under the Clouds,7.47,1738,1950,130,TV,12,Finished Airing,"Oct 4, 2014 to Dec 20, 2014",Fall 2014,Unknown,"VAP,       Nippon Television Network",Funimation,Doga Kobo,Manga,"Action, Supernatural",Historical,Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,784
