Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Isekai Shokudou,Restaurant to Another World,7.40,957,2260,256,TV,12,Finished Airing,"Jul 4, 2017 to Sep 19, 2017","TV Tokyo,       Sotsu,       flying DOG,       Nikkatsu,       Avex Pictures,       Crunchyroll,       Dai Nippon Printing,       Shufunotomo",Funimation,SILVER LINK.,Light novel,"Fantasy, Gourmet, Slice of Life","Isekai, Workplace",,23 min. per ep.,PG-13 - Teens 13 or older,"1,019",Summer 2017,Tuesdays at 01:35 (JST)
Kyou kara Maou! R,,7.40,4479,2262,24,OVA,5,Finished Airing,"Oct 26, 2007 to Mar 28, 2008","None found, add some",Discotek Media,Studio Deen,Light novel,"Adventure, Comedy, Fantasy",Isekai,Shoujo,25 min. per ep.,PG-13 - Teens 13 or older,46,,
Level E,,7.40,2159,2263,95,TV,13,Finished Airing,"Jan 11, 2011 to Apr 5, 2011","Aniplex,       TV Tokyo Music,       Sony Music Entertainment,       Sakura Create",Funimation,"Pierrot,       David Production",Manga,"Comedy, Sci-Fi",Gag Humor,Shounen,24 min. per ep.,R - 17+ (violence & profanity),338,Winter 2011,Tuesdays at Unknown
Love Live! School Idol Project,,7.40,504,2264,449,TV,13,Finished Airing,"Jan 6, 2013 to Mar 31, 2013","Bandai Visual,       Lantis,       ASCII Media Works,       Bushiroad","NIS America, Inc.",Sunrise,Other,Slice of Life,"Idols (Female), Music, School",,23 min. per ep.,PG-13 - Teens 13 or older,"8,030",Winter 2013,Sundays at 22:00 (JST)
Majimoji Rurumo: Kanketsu-hen,,7.40,6669,2265,9,OVA,2,Finished Airing,"Jul 9, 2019","None found, add some","None found, add some",J.C.Staff,Manga,"Fantasy, Romance, Ecchi",,Shounen,27 min. per ep.,PG-13 - Teens 13 or older,17,,
Meitantei Conan Movie 27: 100-man Dollar no Michishirube,Detective Conan Movie 27,7.40,8125,2266,5,Movie,1,Finished Airing,"Apr 12, 2024","Shogakukan-Shueisha Productions,       TOHO,       Nippon Television Network,       Shogakukan,       Yomiuri TV Enterprise","None found, add some",TMS Entertainment,Manga,Mystery,Detective,Shounen,1 hr. 51 min.,PG-13 - Teens 13 or older,25,,
Meitantei Conan OVA 11: London kara no Maru Hi Shirei,Detective Conan OVA 11: A Secret Order from London,7.40,5724,2267,13,OVA,1,Finished Airing,"May 30, 2011","None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,Shounen,25 min.,PG-13 - Teens 13 or older,2,,
Mieruko-chan,,7.40,451,2268,497,TV,12,Finished Airing,"Oct 3, 2021 to Dec 19, 2021","AT-X,       Magic Capsule,       Tokyo MX,       Docomo Anime Store,       Kadokawa Media House,       BS NTV,       Kadokawa",Funimation,Passione,Web manga,"Comedy, Horror, Supernatural",School,,23 min. per ep.,PG-13 - Teens 13 or older,"3,327",Fall 2021,Sundays at 22:00 (JST)
Mirai Nikki (TV),The Future Diary,7.40,34,2269,2,TV,26,Finished Airing,"Oct 9, 2011 to Apr 15, 2012","Lantis,       Kadokawa Shoten,       Rakuonsha,       KlockWorx,       Dwango",Funimation,asread.,Manga,"Action, Supernatural, Suspense","Gore, High Stakes Game, Psychological, Survival",Shounen,23 min. per ep.,R+ - Mild Nudity,"30,613",Fall 2011,Sundays at 23:00 (JST)
"New Game! Watashi, Shain Ryokou tte Hajimete nanode...",,7.40,2492,2270,75,OVA,1,Finished Airing,"May 3, 2017","Kadokawa Shoten,       Delfi Sound","None found, add some",Doga Kobo,4-koma manga,Comedy,"Adult Cast, CGDCT",,22 min.,PG-13 - Teens 13 or older,46,,
One Punch Man 2nd Season Specials,One Punch Man Season 2 Specials,7.40,1717,2272,132,Special,6,Finished Airing,"Oct 25, 2019 to Mar 27, 2020","None found, add some",VIZ Media,J.C.Staff,Web manga,"Action, Comedy","Adult Cast, Parody, Super Power",Seinen,12 min. per ep.,R - 17+ (violence & profanity),152,,
Nichijou: Nichijou no 0-wa,Nichijou - My Ordinary Life Episode 0,7.40,2303,2271,86,OVA,1,Finished Airing,"Mar 12, 2011",Animation Do,Funimation,Kyoto Animation,Manga,Comedy,"Gag Humor, School",Shounen,22 min.,PG-13 - Teens 13 or older,57,,
Psycho-Pass 2,,7.40,318,2273,658,TV,11,Finished Airing,"Oct 10, 2014 to Dec 19, 2014","Production I.G,       Dentsu,       Fuji TV,       Nitroplus,       Sony Music Entertainment,       TOHO animation,       Kyoraku Industrial Holdings",Funimation,Tatsunoko Production,Original,"Action, Mystery, Sci-Fi, Suspense","Adult Cast, Detective, Psychological",,23 min. per ep.,R - 17+ (violence & profanity),"1,493",Fall 2014,Fridays at 00:50 (JST)
Puchi Pri*Yucie,Petite Princess Yucie,7.40,5349,2274,15,TV,26,Finished Airing,"Sep 30, 2002 to Mar 24, 2003","None found, add some",ADV Films,"Gainax,       AIC",Game,"Comedy, Fantasy",,,25 min. per ep.,G - All Ages,104,Fall 2002,Mondays at 18:00 (JST)
Saki: Zenkoku-hen,Saki: The Nationals,7.40,3710,2275,36,TV,13,Finished Airing,"Jan 6, 2014 to Apr 7, 2014","TV Tokyo,       Square Enix,       Lantis,       Pony Canyon","None found, add some",Studio Gokumi,Manga,Slice of Life,"School, Strategy Game",Seinen,24 min. per ep.,PG-13 - Teens 13 or older,124,Winter 2014,Mondays at 01:35 (JST)
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,,7.40,6222,2276,10,Special,1,Finished Airing,"Aug 27, 2008","None found, add some","None found, add some",Shaft,Manga,Comedy,"Gag Humor, Parody, School",Shounen,56 min.,PG-13 - Teens 13 or older,5,,
Kingsglaive: Final Fantasy XV,,7.39,2846,2277,60,Movie,1,Finished Airing,"Jul 9, 2016",Square Enix,"None found, add some",Square Enix Visual Works,Game,Action,,,1 hr. 55 min.,PG-13 - Teens 13 or older,154,,
Lupin Zero,,7.39,6538,2278,9,ONA,6,Finished Airing,"Dec 16, 2022 to Jan 13, 2023",TMS Entertainment,Sentai Filmworks,Telecom Animation Film,Manga,"Action, Comedy",,Seinen,26 min. per ep.,R+ - Mild Nudity,36,,
Mahouka Koukou no Rettousei,The Irregular at Magic High School,7.39,139,2280,1,TV,26,Finished Airing,"Apr 6, 2014 to Sep 28, 2014","Aniplex,       Square Enix,       Movic,       ASCII Media Works",Aniplex of America,Madhouse,Light novel,"Action, Fantasy, Romance, Sci-Fi",School,,23 min. per ep.,PG-13 - Teens 13 or older,"11,052",Spring 2014,Sundays at 00:30 (JST)
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,,7.39,3990,2279,31,OVA,3,Finished Airing,"Aug 12, 2008 to Feb 17, 2009","None found, add some","None found, add some","Shaft,       Studio Pastoral",Manga,"Adventure, Comedy, Romance, Supernatural, Ecchi","Harem, Vampire",Shounen,30 min. per ep.,PG-13 - Teens 13 or older,42,,
Mahouka Koukou no Rettousei 3rd Season,The Irregular at Magic High School Season 3,7.39,2095,2281,99,TV,13,Currently Airing,"Apr 5, 2024 to ?","Aniplex,       Square Enix,       Movic,       Straight Edge,       Kadokawa","None found, add some",8bit,Light novel,"Action, Fantasy, Romance, Sci-Fi",School,,23 min. per ep.,PG-13 - Teens 13 or older,397,Spring 2024,Fridays at 23:30 (JST)
Majo to Yajuu,The Witch and the Beast,7.39,1732,2282,130,TV,12,Finished Airing,"Jan 12, 2024 to Apr 5, 2024","TBS,       Kodansha,       DAX Production,       NBCUniversal Entertainment Japan,       BS11,       Crunchyroll,       Nichion,       MAGNET","None found, add some",Yokohama Animation Lab,Manga,"Action, Fantasy",,Seinen,24 min. per ep.,R - 17+ (violence & profanity),762,Winter 2024,Fridays at 01:28 (JST)
Mardock Scramble: The Third Exhaust,,7.39,3770,2283,35,Movie,1,Finished Airing,"Sep 29, 2012","Aniplex,       Starchild Records",Sentai Filmworks,GoHands,Novel,"Action, Sci-Fi",Psychological,,1 hr. 8 min.,R+ - Mild Nudity,53,,
Medaka Box Abnormal,,7.39,1594,2284,144,TV,12,Finished Airing,"Oct 11, 2012 to Dec 27, 2012","TV Tokyo,       Lantis,       Hakoniwa Academy Student Council",Sentai Filmworks,Gainax,Manga,"Action, Comedy, Ecchi","Martial Arts, School, Super Power",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,282,Fall 2012,Thursdays at 01:35 (JST)
Meitantei Conan: Hiiro no Fuzai Shoumei,Detective Conan: The Scarlet Alibi,7.39,7488,2285,6,Movie,1,Finished Airing,"Feb 11, 2021","None found, add some","None found, add some",TMS Entertainment,Manga,"Action, Comedy, Drama, Mystery",Detective,Shounen,1 hr. 32 min.,PG-13 - Teens 13 or older,33,,
Minami-ke Omatase,,7.39,4407,2286,25,OVA,1,Finished Airing,"Oct 5, 2012",Starchild Records,"None found, add some",feel.,Manga,"Comedy, Slice of Life",CGDCT,Seinen,25 min.,PG-13 - Teens 13 or older,6,,
Osomatsu-san Special,Mr. Osomatsu Episode 3.5: Virgin Heroes,7.39,6018,2288,11,Special,1,Finished Airing,"Jan 29, 2016",Avex Pictures,"None found, add some",Pierrot,Manga,Comedy,"Gag Humor, Parody",,21 min.,PG-13 - Teens 13 or older,5,,
Osomatsu-san 3rd Season,,7.39,4588,2287,23,TV,25,Finished Airing,"Oct 13, 2020 to Mar 30, 2021","TV Tokyo,       Dentsu,       Rakuonsha,       Avex Pictures,       Daiichi Shokai","None found, add some",Pierrot,Manga,Comedy,"Gag Humor, Parody",,23 min. per ep.,R - 17+ (violence & profanity),107,Fall 2020,Tuesdays at 01:30 (JST)
Renou Xueyuan,Elf Academy,7.39,11325,2290,2,ONA,10,Finished Airing,"Jul 10, 2021 to Sep 4, 2021",miHoYoAnime,"None found, add some",Painting Dream,Game,Comedy,,,5 min. per ep.,PG-13 - Teens 13 or older,16,,
Pokemon,Pokémon,7.39,341,2289,634,TV,276,Finished Airing,"Apr 1, 1997 to Nov 14, 2002","TV Tokyo,       TV Tokyo Music,       Studio Jack","VIZ Media,       4Kids Entertainment",OLM,Game,"Action, Adventure, Comedy, Fantasy",,Kids,24 min. per ep.,PG - Children,"5,401",Spring 1997,Thursdays at 19:00 (JST)
Shark'd,,7.39,7908,2291,6,ONA,1,Finished Airing,"Sep 18, 2022",Hololive Production,"None found, add some",Tonari Animation,Mixed media,"Comedy, Fantasy",Idols (Female),,3 min.,PG-13 - Teens 13 or older,33,,
Shingeki no Kyojin: Ano Hi Kara,Attack on Titan: Since That Day,7.39,1625,2292,141,TV Special,1,Finished Airing,"Jul 7, 2013","Production I.G,       Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Kodansha,       Pony Canyon Enterprises",Funimation,Wit Studio,Manga,"Action, Drama, Suspense","Gore, Survival",Shounen,24 min.,R - 17+ (violence & profanity),372,,
Tonari no Seki-kun OVA,,7.39,3552,2295,40,OVA,1,Finished Airing,"Jan 4, 2014","None found, add some","None found, add some",Shin-Ei Animation,Manga,Comedy,School,Seinen,13 min.,G - All Ages,11,,
Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie,"Love, Chunibyo & Other Delusions!: Rikka Version",7.39,1990,2293,107,Movie,1,Finished Airing,"Sep 14, 2013","None found, add some",Sentai Filmworks,Kyoto Animation,Light novel,"Comedy, Romance",School,,1 hr. 30 min.,PG-13 - Teens 13 or older,119,,
Tensai Ouji no Akaji Kokka Saisei Jutsu,The Genius Prince's Guide to Raising a Nation Out of Debt,7.39,874,2294,280,TV,12,Finished Airing,"Jan 11, 2022 to Mar 29, 2022","AT-X,       Studio Mausu,       NBCUniversal Entertainment Japan,       Tokyo MX,       RAY,       DMM pictures,       BS NTV,       SB Creative",Funimation,Yokohama Animation Lab,Light novel,"Comedy, Fantasy",,,24 min. per ep.,PG-13 - Teens 13 or older,"1,595",Winter 2022,Tuesdays at 22:30 (JST)
X,,7.39,2344,2296,83,TV,24,Finished Airing,"Oct 3, 2001 to Mar 27, 2002","Bandai Visual,       Kadokawa Shoten,       d-rights,       chara-ani.com","Funimation,       Geneon Entertainment USA",Madhouse,Manga,"Action, Drama, Fantasy, Mystery",Super Power,Shoujo,24 min. per ep.,R+ - Mild Nudity,756,Fall 2001,Wednesdays at 18:30 (JST)
Xian Wang de Richang Shenghuo 2,The Daily Life of the Immortal King 2,7.39,1537,2297,151,ONA,12,Finished Airing,"Oct 30, 2021 to Jan 8, 2022",bilibili,"None found, add some",Pb Animation Co. Ltd.,Novel,"Adventure, Comedy, Fantasy","Mythology, School",,19 min. per ep.,PG-13 - Teens 13 or older,658,,
Yama no Susume: Omoide Present,"Encouragement of Climb: ""Omoide"" Present",7.39,5458,2298,15,OVA,1,Finished Airing,"Oct 28, 2017",Yomiuri TV Enterprise,"None found, add some",8bit,Manga,"Adventure, Slice of Life","CGDCT, Iyashikei",,26 min.,PG-13 - Teens 13 or older,7,,
Yuusha-Ou GaoGaiGar Final Grand Glorious Gathering,King of Braves GaoGaiGar Final Grand Glorious Gathering,7.39,8928,2302,4,TV,12,Finished Airing,"Apr 11, 2005 to Jun 27, 2005","None found, add some",Media Blasters,Sunrise,Original,"Action, Sci-Fi","Mecha, Super Power",,24 min. per ep.,PG-13 - Teens 13 or older,13,Spring 2005,Unknown
Yowamushi Pedal: Limit Break,,7.39,4375,2300,25,TV,25,Finished Airing,"Oct 9, 2022 to Mar 26, 2023","TV Tokyo,       MediaNet,       TOHO animation,       Akita Shoten,       NHK Enterprises","None found, add some",TMS Entertainment,Manga,Sports,Racing,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,149,Fall 2022,Sundays at 00:00 (JST)
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,,7.39,4793,2301,21,Special,2,Finished Airing,"Oct 26, 2018","Bandai Visual,       Shueisha",Funimation,Pierrot,Manga,"Action, Fantasy","Martial Arts, Mythology",Shounen,15 min. per ep.,PG-13 - Teens 13 or older,26,,
Aikatsu Stars! Movie,,7.39,7826,2303,6,Movie,1,Finished Airing,"Aug 13, 2016","None found, add some","None found, add some",Bandai Namco Pictures,Original,Slice of Life,"Idols (Female), Music, School",,59 min.,PG - Children,23,,
Yoake Tsugeru Lu no Uta,Lu Over the Wall,7.39,3006,2299,54,Movie,1,Finished Airing,"May 19, 2017","Fuji TV,       TOHO,       Fujipacific Music,       BS Fuji","NYAV Post,       GKIDS",Science SARU,Original,"Adventure, Award Winning, Supernatural",Music,,1 hr. 51 min.,G - All Ages,193,,
Ajin,Ajin: Demi-Human,7.39,375,2304,591,TV,13,Finished Airing,"Jan 16, 2016 to Apr 9, 2016","Mainichi Broadcasting System,       Kodansha,       KlockWorx,       Sony Music Communications,       TOHO animation,       King Records",Sentai Filmworks,Polygon Pictures,Manga,"Action, Horror, Mystery, Supernatural",Gore,Seinen,24 min. per ep.,R - 17+ (violence & profanity),"3,199",Winter 2016,Saturdays at 01:55 (JST)
Aldnoah.Zero,,7.39,433,2305,515,TV,12,Finished Airing,"Jul 6, 2014 to Sep 21, 2014","Aniplex,       Movic,       Nitroplus,       Houbunsha,       MAGES.,       Tokyo MX,       Asahi Broadcasting,       BS11",Aniplex of America,"A-1 Pictures,       TROYCA",Original,"Action, Sci-Fi","Mecha, Military",,23 min. per ep.,R - 17+ (violence & profanity),"3,595",Summer 2014,Sundays at 00:00 (JST)
Aoki Densetsu Shoot!,Blue Legend Shoot!,7.39,5383,2306,15,TV,58,Finished Airing,"Nov 7, 1993 to Dec 25, 1994","None found, add some","None found, add some",Toei Animation,Manga,"Romance, Sports","Love Polygon, School, Team Sports",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,81,Fall 1993,Sundays at 09:00 (JST)
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,,7.39,4290,2307,27,Movie,1,Finished Airing,"Jan 31, 2015","Sotsu,       DAX Production","None found, add some",SANZIGEN,Manga,"Action, Sci-Fi",,Seinen,1 hr. 45 min.,PG-13 - Teens 13 or older,46,,
Cang Lan Jue Part 2,Love Between Fairy and Devil Part 2,7.39,12100,2308,1,ONA,12,Finished Airing,"Dec 23, 2022 to Mar 10, 2023",Youliao Studio,"None found, add some","None found, add some",Web novel,"Comedy, Fantasy, Romance",Historical,,16 min. per ep.,PG-13 - Teens 13 or older,8,,
Cider no You ni Kotoba ga Wakiagaru,Words Bubble Up Like Soda Pop,7.39,1061,2309,231,Movie,1,Finished Airing,"Jul 22, 2021",flying DOG,"None found, add some","Signal.MD,       Sublimation",Original,Romance,Music,,1 hr. 27 min.,PG-13 - Teens 13 or older,"1,614",,
Doraemon Movie 36: Shin Nobita no Nippon Tanjou,Doraemon the Movie: Nobita and the Birth of Japan 2016,7.39,7669,2310,6,Movie,1,Finished Airing,"Mar 5, 2016","TV Asahi,       TOHO,       Fujiko F. Fujio Pro","None found, add some",Shin-Ei Animation,Manga,"Adventure, Comedy, Fantasy",Time Travel,"KidsKids,         ShounenShounen",1 hr. 44 min.,PG - Children,1,,
Fate/stay night Movie: Unlimited Blade Works,Fate/stay night: Unlimited Blade Works,7.39,1071,2311,229,Movie,1,Finished Airing,"Jan 23, 2010","Geneon Universal Entertainment,       Frontier Works,       TBS,       KlockWorx,       Notes,       CREi",Sentai Filmworks,Studio Deen,Visual novel,"Action, Fantasy, Supernatural",,,1 hr. 45 min.,R - 17+ (violence & profanity),899,,
Hakkenden: Touhou Hakken Ibun,Hakkenden -Eight Dogs of the East-,7.39,1892,2312,115,TV,13,Finished Airing,"Jan 6, 2013 to Mar 31, 2013","Bandai Visual,       Frontier Works,       Lantis,       Movic,       DAX Production,       Sony PCL",Sentai Filmworks,Studio Deen,Manga,"Action, Fantasy, Mystery",Mythology,Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,713,Winter 2013,Sundays at 02:58 (JST)
Hal,,7.39,1587,2313,145,Movie,1,Finished Airing,"Jun 8, 2013","Production I.G,       Shochiku,       Pony Canyon",Funimation,Wit Studio,Original,"Drama, Romance, Sci-Fi",,,1 hr.,PG-13 - Teens 13 or older,373,,
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,,7.39,3859,2314,33,Movie,1,Finished Airing,"Dec 23, 2010",Dentsu Tec,"None found, add some",OLM,Unknown,Sports,"Super Power, Team Sports",,1 hr. 30 min.,G - All Ages,67,,
Alps no Shoujo Heidi,Heidi: Girl of the Alps,7.38,3631,2315,38,TV,52,Finished Airing,"Jan 6, 1974 to Dec 29, 1974","Fuji TV,       Zuiyo","None found, add some",Nippon Animation,Book,Drama,Historical,,25 min. per ep.,PG - Children,324,Winter 1974,Sundays at 19:30 (JST)
Amagami SS+ Plus,,7.38,1391,2316,170,TV,13,Finished Airing,"Jan 6, 2012 to Mar 30, 2012",TBS,Sentai Filmworks,AIC,Visual novel,Romance,"Harem, School",,24 min. per ep.,PG-13 - Teens 13 or older,369,Winter 2012,Unknown
Atashin'chi,My Family,7.38,8078,2317,5,TV,330,Finished Airing,"Apr 19, 2002 to Sep 19, 2009","TV Asahi,       Yumeta Company","None found, add some",Shin-Ei Animation,Manga,"Comedy, Slice of Life",,,25 min. per ep.,G - All Ages,61,Spring 2002,Saturdays at 11:20 (JST)
Ayakashi: Japanese Classic Horror,,7.38,2456,2318,77,TV,11,Finished Airing,"Jan 13, 2006 to Mar 24, 2006","Dentsu,       SKY Perfect Well Think,       Fuji TV,       Asmik Ace,       Sony Music Entertainment","Discotek Media,       Geneon Entertainment USA",Toei Animation,Other,"Horror, Mystery, Supernatural","Adult Cast, Historical, Psychological",,23 min. per ep.,R - 17+ (violence & profanity),286,Winter 2006,Fridays at 00:35 (JST)
Baby I Love You Daze,,7.38,6478,2319,9,ONA,1,Finished Airing,"Dec 11, 2018","None found, add some","None found, add some",Bones,Original,Romance,Music,,3 min.,G - All Ages,35,,
Bishoujo Senshi Sailor Moon Memorial,Pretty Soldier Sailor Moon Memorial,7.38,5058,2320,18,OVA,5,Finished Airing,"Aug 7, 1998 to May 21, 1999","None found, add some","None found, add some",Toei Animation,Manga,Romance,"Mahou Shoujo, Mythology",Shoujo,1 hr. 30 min. per ep.,PG-13 - Teens 13 or older,37,,
Bishoujo Senshi Sailor Moon SuperS Specials,Sailor Moon SuperS Specials,7.38,4512,2321,24,Special,3,Finished Airing,"Apr 8, 1995","None found, add some",VIZ Media,Toei Animation,Manga,Romance,Mahou Shoujo,Shoujo,16 min. per ep.,PG-13 - Teens 13 or older,19,,
Blue Archive the Animation,,7.38,3183,2322,48,TV,12,Currently Airing,"Apr 7, 2024 to Jun 23, 2024","Shochiku,       Nexon,       Studio Mausu,       Bushiroad,       JR East Marketing & Communications,       RAY,       INCS toenter,       Yostar","None found, add some","Yostar Pictures,       Studio CANDY BOX",Game,"Action, Fantasy",School,,23 min. per ep.,PG-13 - Teens 13 or older,923,Spring 2024,Sundays at 23:45 (JST)
Boruto: Naruto the Movie,,7.38,484,2323,467,Movie,1,Finished Airing,"Aug 7, 2015","TOHO,       Shueisha",VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy",Martial Arts,Shounen,1 hr. 35 min.,PG-13 - Teens 13 or older,966,,
Chiisana Penguin Lolo no Bouken,The Adventures of Scamper the Penguin,7.38,9660,2325,3,OVA,3,Finished Airing,1986 to 1987,"Life Work,       Soyuzmultfilm",Enoki Films,Toei Animation,Original,"Adventure, Drama, Fantasy, Slice of Life",,Kids,30 min. per ep.,G - All Ages,14,,
Captain Tsubasa Season 2: Junior Youth-hen,Captain Tsubasa: Junior Youth Arc,7.38,5814,2324,12,TV,39,Currently Airing,"Oct 1, 2023 to ?","TV Tokyo,       Nihon Ad Systems,       Warner Bros. Japan,       Shueisha",VIZ Media,Studio Kai,Manga,Sports,Team Sports,Shounen,22 min. per ep.,G - All Ages,98,Fall 2023,Sundays at 17:30 (JST)
City Hunter: Ai to Shukumei no Magnum,City Hunter: .357 Magnum,7.38,6661,2326,9,Movie,1,Finished Airing,"Jun 17, 1989",Yomiuri Telecasting,Discotek Media,Sunrise,Manga,"Action, Comedy, Mystery",,Shounen,1 hr. 27 min.,PG-13 - Teens 13 or older,8,,
Doraemon,,7.38,4798,2328,21,TV,26,Finished Airing,"Apr 1, 1973 to Sep 30, 1973","None found, add some","None found, add some",Nippon TV Douga,Manga,"Adventure, Comedy, Fantasy",Anthropomorphic,"KidsKids,         ShounenShounen",25 min. per ep.,PG - Children,135,Spring 1973,Sundays at 19:00 (JST)
Cross Ange: Tenshi to Ryuu no Rondo,Cross Ange: Rondo of Angel and Dragon,7.38,1169,2327,208,TV,25,Finished Airing,"Oct 5, 2014 to Mar 29, 2015","Starchild Records,       Bandai Namco Live Creative,       Bandai Namco Games,       Docomo Anime Store,       Fields,       Bandai Channel",Sentai Filmworks,Sunrise,Original,"Action, Fantasy, Sci-Fi","Gore, Mecha, Military",,23 min. per ep.,R - 17+ (violence & profanity),"1,721",Fall 2014,Sundays at 01:30 (JST)
Fairy Tail Movie 1: Houou no Miko,Fairy Tail the Movie: The Phoenix Priestess,7.38,1120,2329,218,Movie,1,Finished Airing,"Aug 18, 2012","TV Tokyo,       Dentsu",Funimation,"Satelight,       A-1 Pictures",Manga,"Action, Adventure, Fantasy",,Shounen,1 hr. 26 min.,PG-13 - Teens 13 or older,540,,
Full Metal Panic! The Second Raid Episode 00,,7.38,3565,2331,39,TV Special,1,Finished Airing,"Jul 6, 2005",Kadokawa Shoten,Funimation,Kyoto Animation,Light novel,"Action, Adventure","Mecha, Military",,5 min.,PG-13 - Teens 13 or older,33,,
Fresh Precure!,,7.38,5137,2330,17,TV,50,Finished Airing,"Feb 1, 2009 to Jan 30, 2010","None found, add some","None found, add some",Toei Animation,Original,"Action, Comedy, Fantasy",Mahou Shoujo,,25 min. per ep.,G - All Ages,166,Winter 2009,Sundays at 08:30 (JST)
