Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics
Zipang,,7.49,4597,1877,23,TV,26,Finished Airing,"Oct 8, 2004 to Apr 1, 2005",Fall 2004,Fridays at 01:25 (JST),"Marvelous Entertainment,       Animax,       Pony Canyon,       TBS",Geneon Entertainment USA,Studio Deen,Manga,"Action, Drama, Sci-Fi","Adult Cast, Historical, Military, Time Travel",24 min. per ep.,PG-13 - Teens 13 or older,188,Seinen
Aa! Megami-sama! Sorezore no Tsubasa Specials,Ah! My Goddess: Flights of Fancy Specials,7.49,4360,1878,26,Special,2,Finished Airing,"Feb 23, 2007",,,"None found, add some","ADV Films,       Funimation,       NYAV Post",AIC,Manga,"Comedy, Romance, Supernatural",Harem,24 min. per ep.,PG-13 - Teens 13 or older,28,Seinen
Ao no Exorcist,Blue Exorcist,7.49,41,1879,1,TV,25,Finished Airing,"Apr 17, 2011 to Oct 2, 2011",Spring 2011,Sundays at 17:00 (JST),"Aniplex,       Dentsu,       Mainichi Broadcasting System,       Movic,       Shueisha",Aniplex of America,A-1 Pictures,Manga,"Action, Fantasy","Mythology, School",24 min. per ep.,PG-13 - Teens 13 or older,"17,050",Shounen
Area 88,,7.49,4946,1880,19,OVA,3,Finished Airing,"Feb 5, 1985 to Jun 15, 1986",,,"None found, add some","ADV Films,       Central Park Media,       Discotek Media",Pierrot,Manga,"Action, Adventure, Drama, Romance",Military,1 hr. 5 min. per ep.,R+ - Mild Nudity,239,Shounen
Bobobo-bo Bo-bobo,,7.49,2171,1881,94,TV,76,Finished Airing,"Nov 8, 2003 to Oct 15, 2005",Fall 2003,Unknown,"Avex Entertainment,       Dentsu,       TV Asahi","Discotek Media,       Illumitoon Entertainment",Toei Animation,Manga,"Adventure, Comedy, Sci-Fi",Gag Humor,25 min. per ep.,PG-13 - Teens 13 or older,"1,121",Shounen
Charlotte: Tsuyoimono-tachi,Charlotte: The Strong Ones,7.49,1255,1882,191,Special,1,Finished Airing,"Mar 30, 2016",,,Aniplex,Aniplex of America,P.A. Works,Original,Drama,"School, Super Power",24 min.,PG-13 - Teens 13 or older,307,
Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel,"Love, Chunibyo & Other Delusions!: Sparkling... Slapstick Noel",7.49,1063,1883,230,Special,1,Finished Airing,"Jun 19, 2013",,,"Lantis,       Pony Canyon,       TBS,       Rakuonsha",Sentai Filmworks,Kyoto Animation,Light novel,"Comedy, Romance",School,23 min.,PG-13 - Teens 13 or older,177,
Denpa-teki na Kanojo,Electromagnetic Girlfriend,7.49,1556,1884,149,OVA,2,Finished Airing,"Feb 4, 2009 to Dec 4, 2009",,,Shueisha,"None found, add some",Brain's Base,Light novel,"Mystery, Suspense",School,42 min. per ep.,R - 17+ (violence & profanity),810,
Doraemon Movie 28: Nobita to Midori no Kyojin Den,Doraemon the Movie: Nobita and the Green Giant Legend,7.49,5877,1885,12,Movie,1,Finished Airing,"Mar 8, 2008",,,TV Asahi,"None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",,1 hr. 52 min.,PG - Children,8,"KidsKids,         ShounenShounen"
Ensemble Stars!! Tsuioku Selection Element,Ensemble Stars!! Reminiscences Selection Element,7.49,10156,1886,2,ONA,6,Finished Airing,"Apr 6, 2023 to Apr 11, 2023",,,Happy Elements,"None found, add some",DandeLion Animation Studio,Game,,Idols (Male),12 min. per ep.,PG-13 - Teens 13 or older,38,
Futari-bun no Shoumei,Proof of Two,7.49,7545,1888,6,ONA,1,Finished Airing,"Dec 23, 2022",,,"None found, add some","None found, add some",Flat Studio,Original,Drama,,4 min.,PG-13 - Teens 13 or older,37,
Fate/kaleid liner Prisma☆Illya 3rei!!,Fate/kaleid liner Prisma Illya 3rei!!,7.49,1739,1887,130,TV,12,Finished Airing,"Jul 6, 2016 to Sep 21, 2016",Summer 2016,Wednesdays at 23:00 (JST),"Lantis,       Kadokawa Shoten,       AT-X,       DAX Production,       KlockWorx,       Tokyo MX,       Kadokawa Media House,       Plus One","None found, add some",SILVER LINK.,Manga,"Action, Comedy, Fantasy",Mahou Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,310,
Gintama: Monster Strike-hen,,7.49,5319,1889,16,ONA,2,Finished Airing,"Aug 29, 2019 to Sep 4, 2019",,,"Sunrise,       XFLAG","None found, add some",Bandai Namco Pictures,Manga,"Action, Comedy","Parody, Samurai",11 min. per ep.,PG-13 - Teens 13 or older,23,
Gochuumon wa Usagi desu ka?,Is the Order a Rabbit?,7.49,1035,1890,235,TV,12,Finished Airing,"Apr 10, 2014 to Jun 26, 2014",Spring 2014,Unknown,"Frontier Works,       Sotsu,       Magic Capsule,       Showgate,       Houbunsha,       NBCUniversal Entertainment Japan,       RAY",Sentai Filmworks,White Fox,4-koma manga,Slice of Life,"CGDCT, Iyashikei, Workplace",23 min. per ep.,PG-13 - Teens 13 or older,"2,197",
Grappler Baki: Saidai Tournament-hen,Baki the Grappler: Saidai Tournament-hen,7.49,2211,1891,92,TV,24,Finished Airing,"Jul 24, 2001 to Dec 25, 2001",Summer 2001,Unknown,"None found, add some",Funimation,Group TAC,Manga,Sports,"Combat Sports, Gore",24 min. per ep.,R - 17+ (violence & profanity),275,Shounen
Hello!! Kiniro Mosaic,Hello!! KINMOZA!,7.49,2412,1892,80,TV,12,Finished Airing,"Apr 6, 2015 to Jun 22, 2015",Spring 2015,Mondays at 00:00 (JST),"Genco,       Media Factory,       flying DOG,       Showgate",Sentai Filmworks,Studio Gokumi,4-koma manga,Slice of Life,"CGDCT, School",23 min. per ep.,PG-13 - Teens 13 or older,251,
Hellsing,,7.49,276,1893,730,TV,13,Finished Airing,"Oct 11, 2001 to Jan 17, 2002",Fall 2001,Unknown,"Fuji TV,       Pioneer LDC",Funimation,Gonzo,Manga,"Action, Horror, Supernatural","Adult Cast, Gore, Vampire",23 min. per ep.,R - 17+ (violence & profanity),"6,211",Seinen
Kaichou wa Maid-sama!: Omake da yo!,Maid Sama!: It's an Extra!,7.49,1715,1896,132,Special,1,Finished Airing,"May 11, 2011",,,"None found, add some",Sentai Filmworks,J.C.Staff,Manga,Comedy,School,13 min.,PG-13 - Teens 13 or older,180,Shoujo
Heppoko Jikken Animation Excel♥Saga,Excel Saga,7.49,1955,1894,110,TV,26,Finished Airing,"Oct 8, 1999 to Mar 31, 2000",Fall 1999,Fridays at 01:45 (JST),Victor Entertainment,"ADV Films,       Funimation",J.C.Staff,Manga,"Comedy, Sci-Fi","Adult Cast, Gag Humor, Parody",24 min. per ep.,R - 17+ (violence & profanity),989,Seinen
Kidou Senkan Nadesico,Martian Successor Nadesico,7.49,2986,1897,55,TV,26,Finished Airing,"Oct 1, 1996 to Mar 25, 1997",Fall 1996,Tuesdays at 18:30 (JST),"TV Tokyo,       Starchild Records,       Yomiko Advertising,       Audio Tanaka","ADV Films,       Nozomi Entertainment",Xebec,Original,"Action, Comedy, Romance, Sci-Fi","Mecha, Military, Parody, Space",23 min. per ep.,PG-13 - Teens 13 or older,470,
Kono Subarashii Sekai ni Bakuen wo!,KonoSuba: An Explosion on This Wonderful World!,7.49,756,1898,320,TV,12,Finished Airing,"Apr 6, 2023 to Jun 22, 2023",Spring 2023,Thursdays at 01:00 (JST),"Half H.P Studio,       Nippon Columbia,       Atelier Musa,       81 Produce,       Sammy,       Kadokawa","None found, add some",Drive,Light novel,"Comedy, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,"1,793",
Ling Qi 2,Spiritpact: Bond of the Underworld,7.49,3185,1899,48,TV,12,Finished Airing,"Feb 23, 2018 to May 11, 2018",Winter 2018,Saturdays at 21:00 (JST),Tencent Animation & Comics,"None found, add some",Haoliners Animation League,Web manga,"Action, Boys Love, Comedy, Supernatural",,24 min. per ep.,PG-13 - Teens 13 or older,225,
Love Live! Nijigasaki Gakuen School Idol Doukoukai,Love Live! Nijigasaki High School Idol Club,7.49,2437,1900,78,TV,13,Finished Airing,"Oct 3, 2020 to Dec 26, 2020",Fall 2020,Saturdays at 22:30 (JST),"Bushiroad,       Sunrise Music,       Kadokawa,       Bandai Namco Arts",Funimation,Sunrise,Other,Slice of Life,"Idols (Female), Music, School",24 min. per ep.,PG-13 - Teens 13 or older,"1,106",
Macross Zero,,7.49,3561,1901,39,OVA,5,Finished Airing,"Dec 21, 2002 to Oct 20, 2004",,,"Bandai Visual,       Big West","None found, add some",Satelight,Original,"Action, Adventure, Sci-Fi","Mecha, Military",30 min. per ep.,R+ - Mild Nudity,128,
Kidou Senshi Gundam 00 Special Edition,Mobile Suit Gundam 00 Special Edition,7.54,5917,1701,12,OVA,3,Finished Airing,"Oct 27, 2009 to Feb 23, 2010",,,"Sotsu,       Asatsu DK,       Mainichi Broadcasting System","None found, add some",Sunrise,Original,"Action, Drama, Sci-Fi","Mecha, Military",1 hr. 39 min. per ep.,PG-13 - Teens 13 or older,27,
Kizumonogatari: Koyomi Vamp,,7.54,5308,1703,16,Movie,1,Finished Airing,"Jan 12, 2024",,,Aniplex,"None found, add some",Shaft,Light novel,"Action, Mystery, Supernatural",Vampire,2 hr. 24 min.,R - 17+ (violence & profanity),67,
Kindaichi Shounen no Jikenbo Returns,The File of Young Kindaichi Returns,7.54,4994,1702,19,TV,25,Finished Airing,"Apr 5, 2014 to Sep 27, 2014",Spring 2014,Unknown,Yomiuri Telecasting,"None found, add some",Toei Animation,Manga,Mystery,,24 min. per ep.,R - 17+ (violence & profanity),64,Shounen
Mutsu Enmei Ryuu Gaiden: Shura no Toki,Time of Shura,7.54,4451,1705,24,TV,26,Finished Airing,"Apr 6, 2004 to Sep 28, 2004",Spring 2004,Tuesdays at 18:00 (JST),"TV Tokyo,       Sotsu,       Marvelous Entertainment,       Media Factory",Media Blasters,Studio Comet,Manga,Action,"Historical, Martial Arts, Samurai",23 min. per ep.,PG-13 - Teens 13 or older,133,Shounen
"Lupin III: Episode 0 ""First Contact""",Lupin III Episode 0: The First Contact,7.54,6029,1704,11,TV Special,1,Finished Airing,"Jul 26, 2002",,,VAP,Discotek Media,TMS Entertainment,Manga,"Action, Adventure, Comedy, Mystery",Adult Cast,1 hr. 32 min.,R - 17+ (violence & profanity),18,Seinen
Shin Tennis no Oujisama,The Prince of Tennis II,7.54,2746,1706,64,TV,13,Finished Airing,"Jan 5, 2012 to Mar 29, 2012",Winter 2012,Unknown,"TV Tokyo,       Bandai Visual,       Nihon Ad Systems,       TV Tokyo Music,       Marvelous AQL,       Shueisha","None found, add some","Production I.G,       M.S.C",Manga,Sports,School,23 min. per ep.,PG-13 - Teens 13 or older,208,Shounen
Shingeki no Kyojin: The Final Season Specials,"Attack on Titan: Chibi Theater - Survey Corps, The Final!",7.54,5524,1707,14,Special,2,Finished Airing,"Jul 7, 2021 to Aug 4, 2021",,,"None found, add some","None found, add some",Studio Moriken,Manga,Comedy,Parody,5 min. per ep.,G - All Ages,77,
Shounen Onmyouji,Shonen Onmyoji,7.54,2944,1708,56,TV,26,Finished Airing,"Oct 4, 2006 to Mar 28, 2007",Fall 2006,Tuesdays at 02:30 (JST),"Sotsu,       Marine Entertainment","Funimation,       Geneon Entertainment USA",Studio Deen,Light novel,"Action, Fantasy","Historical, Mythology",23 min. per ep.,PG-13 - Teens 13 or older,271,Shoujo
Sora no Otoshimono: Tokeijikake no Angeloid,Heaven's Lost Property the Movie: The Angeloid of Clockwork,7.54,1692,1709,133,Movie,1,Finished Airing,"Jun 25, 2011",,,"AIC,       Kadokawa Shoten,       KlockWorx,       NTT Docomo",Funimation,AIC ASTA,Manga,"Comedy, Fantasy, Romance, Sci-Fi, Ecchi",Harem,1 hr. 37 min.,R - 17+ (violence & profanity),265,Shounen
Uchuu Senkan Yamato,Star Blazers: The Quest for Iscandar,7.54,4125,1711,29,TV,26,Finished Airing,"Oct 6, 1974 to Mar 30, 1975",Fall 1974,Sundays at 19:30 (JST),"Yomiko Advertising,       Tohokushinsha Film Corporation,       Academy Productions",Voyager Entertainment,Group TAC,Original,"Action, Adventure, Award Winning, Drama, Sci-Fi","Adult Cast, Military, Space",25 min. per ep.,PG-13 - Teens 13 or older,217,
Wakakusa Monogatari: Nan to Jo-sensei,Little Women II: Jo's Boys,7.54,7422,1712,7,TV,40,Finished Airing,"Jan 17, 1993 to Dec 19, 1993",Winter 1993,Sundays at 19:30 (JST),"None found, add some","None found, add some",Nippon Animation,Novel,"Drama, Slice of Life","Historical, School",25 min. per ep.,G - All Ages,44,
To LOVE-Ru Darkness 2nd Specials,To LOVE Ru Darkness 2 Specials,7.54,2117,1710,98,Special,2,Finished Airing,"Feb 26, 2016",,,Magic Capsule,Sentai Filmworks,Xebec,Manga,"Comedy, Romance, Sci-Fi, Ecchi","Harem, School",23 min. per ep.,R+ - Mild Nudity,159,Shounen
Watashi ni Tenshi ga Maiorita! Precious Friends,WataTen! An Angel Flew Down to Me: Precious Friends,7.54,4665,1713,22,Movie,1,Finished Airing,"Oct 14, 2022",,,"AT-X,       flying DOG,       Kadokawa Media House,       Ichijinsha,       Kadokawa,       Kadokawa Animation,       Sony Music Solutions","None found, add some",Doga Kobo,4-koma manga,Comedy,CGDCT,1 hr. 6 min.,PG-13 - Teens 13 or older,71,
Xiuluo Wu Shen,,7.54,12670,1714,1,ONA,16,Finished Airing,"Sep 26, 2023 to Nov 21, 2023",,,Tencent Penguin Pictures,"None found, add some","Original Force,       Rocen",Novel,"Action, Fantasy",Martial Arts,16 min. per ep.,PG-13 - Teens 13 or older,11,
"Yondemasu yo, Azazel-san. Z","You're Being Summoned, Azazel Z",7.54,3535,1716,40,TV,13,Finished Airing,"Apr 7, 2013 to Jun 30, 2013",Spring 2013,Unknown,"None found, add some",Nozomi Entertainment,Production I.G,Manga,"Comedy, Supernatural","Gag Humor, Mythology",12 min. per ep.,R - 17+ (violence & profanity),69,Seinen
Yamada-kun to 7-nin no Majo,Yamada-kun and the Seven Witches,7.54,242,1715,793,TV,12,Finished Airing,"Apr 12, 2015 to Jun 28, 2015",Spring 2015,Sundays at 23:30 (JST),"Dentsu,       Frontier Works,       Kodansha,       Rakuonsha,       Ultra Super Pictures,       Memory-Tech,       Daiichikosho,       Lawson HMV Entertainment,       Amuse,       Animatic,       A-Sketch","Funimation,       Crunchyroll",LIDENFILMS,Manga,"Comedy, Mystery, Romance, Supernatural","Harem, School",24 min. per ep.,PG-13 - Teens 13 or older,"4,150",Shounen
Zhen Hun Jie,Rakshasa Street,7.54,3201,1717,48,ONA,24,Finished Airing,"Apr 28, 2016 to Oct 20, 2016",,,Yaoqi,"None found, add some",L²Studio,Manga,"Action, Supernatural",,14 min. per ep.,PG-13 - Teens 13 or older,217,
Aa! Megami-sama! Movie,Ah! My Goddess: The Movie,7.54,3390,1718,43,Movie,1,Finished Airing,"Oct 21, 2000",,,"Bandai Visual,       Pony Canyon,       Kodansha,       Movic,       Sega,       Imagine",Geneon Entertainment USA,AIC,Original,"Comedy, Romance, Supernatural",,1 hr. 46 min.,PG-13 - Teens 13 or older,101,Seinen
Aa! Megami-sama! Sorezore no Tsubasa,Ah! My Goddess: Flights of Fancy,7.54,2672,1719,67,TV,22,Finished Airing,"Apr 7, 2006 to Sep 15, 2006",Spring 2006,Fridays at 01:55 (JST),"TBS,       Kodansha,       Imagine","ADV Films,       Funimation,       NYAV Post",AIC,Manga,"Comedy, Romance, Supernatural",Harem,24 min. per ep.,PG-13 - Teens 13 or older,163,Seinen
Afro Samurai Movie,Afro Samurai the Movie,7.54,2687,1720,66,Movie,1,Finished Airing,"Oct 27, 2007",,,"None found, add some",Funimation,Gonzo,Original,"Action, Adventure","Gore, Samurai",1 hr. 56 min.,R+ - Mild Nudity,149,
Aikatsu! Movie,,7.54,6902,1721,8,Movie,1,Finished Airing,"Dec 13, 2014",,,"None found, add some","None found, add some",Sunrise,Original,Slice of Life,"Idols (Female), Music, School",1 hr. 28 min.,PG - Children,36,
Boku no Hero Academia the Movie 1: Futari no Hero,My Hero Academia: Two Heroes,7.54,263,1724,753,Movie,1,Finished Airing,"Aug 3, 2018",,,"TOHO animation,       Shueisha,       Toho Music",Funimation,Bones,Manga,Action,Super Power,1 hr. 36 min.,PG-13 - Teens 13 or older,"1,416",Shounen
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,Sailor Moon SuperS the Movie: Black Dream Hole,7.54,3459,1723,42,Movie,1,Finished Airing,"Dec 23, 1995",,,"TV Asahi,       Kodansha",VIZ Media,Toei Animation,Manga,Drama,Mahou Shoujo,1 hr.,PG-13 - Teens 13 or older,57,Shoujo
Basilisk: Kouga Ninpou Chou,Basilisk,7.54,1272,1722,189,TV,24,Finished Airing,"Apr 13, 2005 to Sep 21, 2005",Spring 2005,Unknown,"GDH,       Kodansha,       Sotsu Music Publishing,       Future Vision Music",Funimation,Gonzo,Manga,"Action, Drama, Romance","Adult Cast, Gore, Historical, Martial Arts, Samurai",24 min. per ep.,R - 17+ (violence & profanity),"1,418",Seinen
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,Darker Than Black Episode 26: Beneath the Fully Bloomed Cherry Blossoms,7.54,1626,1725,141,Special,1,Finished Airing,"Mar 26, 2008",,,"Aniplex,       Square Enix",Funimation,Bones,Original,"Comedy, Sci-Fi",Parody,23 min.,R - 17+ (violence & profanity),192,
Di Yi Xulie,The First Order,7.54,12580,1726,1,ONA,16,Finished Airing,"Jul 19, 2023 to Oct 25, 2023",,,"Tencent Animation & Comics,       bilibili","None found, add some",Passion Paint Animation,Web novel,"Action, Adventure, Fantasy, Sci-Fi",,19 min. per ep.,PG-13 - Teens 13 or older,12,
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,,7.54,6881,1727,8,Movie,1,Finished Airing,"Mar 9, 2013",,,"TV Asahi,       Asatsu DK,       TOHO","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",,1 hr. 44 min.,PG - Children,11,"KidsKids,         ShounenShounen"
Doraemon Movie 40: Nobita no Shin Kyouryuu,Doraemon the Movie 2020: Nobita's New Dinosaur,7.54,8676,1728,4,Movie,1,Finished Airing,"Aug 7, 2020",,,"None found, add some","None found, add some",Shin-Ei Animation,Manga,"Adventure, Comedy, Sci-Fi",,1 hr. 50 min.,PG - Children,10,"KidsKids,         ShounenShounen"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Is It Wrong to Try to Pick Up Girls in a Dungeon?,7.54,74,1729,1,TV,13,Finished Airing,"Apr 4, 2015 to Jun 27, 2015",Spring 2015,Saturdays at 01:05 (JST),"Genco,       Movic,       Warner Bros. Japan,       KlockWorx,       SoftBank Creative,       Showgate,       MAGES.,       FuRyu",Sentai Filmworks,J.C.Staff,Light novel,"Action, Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"12,009",
Gensoumaden Saiyuuki,Saiyuki,7.54,2966,1730,55,TV,50,Finished Airing,"Apr 4, 2000 to Mar 27, 2001",Spring 2000,Tuesdays at 18:30 (JST),"TV Tokyo,       Dentsu,       Group TAC",ADV Films,Pierrot,Manga,"Action, Adventure, Drama, Fantasy",Mythology,23 min. per ep.,R - 17+ (violence & profanity),799,Shounen
Ginga Tetsudou 999 (Movie),Galaxy Express 999,7.54,4787,1731,21,Movie,1,Finished Airing,"Aug 4, 1979",,,"None found, add some",Discotek Media,Toei Animation,Manga,"Adventure, Drama, Fantasy, Sci-Fi",Space,2 hr. 8 min.,PG-13 - Teens 13 or older,158,
Gokushufudou Part 2,The Way of the Househusband Part 2,7.54,1477,1732,160,ONA,5,Finished Airing,"Oct 7, 2021",,,"None found, add some","None found, add some",J.C.Staff,Web manga,Comedy,"Adult Cast, Gag Humor, Organized Crime",18 min. per ep.,PG-13 - Teens 13 or older,362,
Higashi no Eden Movie I: The King of Eden,Eden of The East the Movie I: The King of Eden,7.54,1386,1733,171,Movie,1,Finished Airing,"Nov 28, 2009",,,"Dentsu,       Fuji TV,       Asmik Ace,       Sony Music Entertainment",Funimation,Production I.G,Original,"Mystery, Romance, Sci-Fi, Suspense","Adult Cast, Psychological",1 hr. 22 min.,PG-13 - Teens 13 or older,140,
Hinomaruzumou,Hinomaru Sumo,7.54,1804,1734,122,TV,24,Finished Airing,"Oct 5, 2018 to Mar 29, 2019",Fall 2018,Fridays at 22:00 (JST),"Nihon Ad Systems,       Pony Canyon,       Shueisha,       BS11,       Jinnan Studio,       Cygames,       CA-Cygames Anime Fund",Funimation,Gonzo,Manga,Sports,"Combat Sports, School",23 min. per ep.,PG-13 - Teens 13 or older,340,Shounen
Jigoku Sensei Nube,Hell Teacher Nube,7.54,4729,1736,21,TV,49,Finished Airing,"Apr 13, 1996 to Jun 21, 1997",Spring 1996,Saturdays at 19:00 (JST),TV Asahi,"None found, add some",Toei Animation,Manga,"Adventure, Comedy, Horror, Romance, Supernatural",School,24 min. per ep.,PG-13 - Teens 13 or older,101,Shounen
Amaama to Inazuma,Sweetness & Lightning,7.53,755,1737,320,TV,12,Finished Airing,"Jul 5, 2016 to Sep 20, 2016",Summer 2016,Tuesdays at 01:05 (JST),"Toei Video,       Kodansha,       Shin-Ei Animation,       DAX Production,       Asmik Ace,       Yomiuri TV Enterprise,       Sumitomo,       TMS Music","None found, add some",TMS Entertainment,Manga,"Gourmet, Slice of Life","Childcare, Iyashikei",24 min. per ep.,PG-13 - Teens 13 or older,"1,231",Seinen
Hungry Heart: Wild Striker,,7.54,4413,1735,25,TV,52,Finished Airing,"Sep 11, 2002 to Sep 10, 2003",Fall 2002,Wednesdays at Unknown,"None found, add some","None found, add some",Nippon Animation,Manga,"Comedy, Slice of Life, Sports",Team Sports,23 min. per ep.,PG-13 - Teens 13 or older,242,Shounen
Black Jack 21,,7.53,5625,1738,13,TV,17,Finished Airing,"Apr 10, 2006 to Sep 4, 2006",Spring 2006,Unknown,"Avex Entertainment,       Yomiuri Telecasting","None found, add some",Tezuka Productions,Manga,"Action, Drama",Medical,24 min. per ep.,PG-13 - Teens 13 or older,62,Shounen
Demi-chan wa Kataritai,Interviews With Monster Girls,7.53,554,1739,416,TV,12,Finished Airing,"Jan 8, 2017 to Mar 26, 2017",Winter 2017,Sundays at 00:00 (JST),"Aniplex,       Kodansha,       Kanetsu Investment,       Christmas Holly","Funimation,       Crunchyroll",A-1 Pictures,Manga,"Comedy, Fantasy","Mythology, School, Vampire",23 min. per ep.,PG-13 - Teens 13 or older,"1,488",Seinen
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,Dragon Ball Z Kai: Bring Peace to the Future! Goku's Spirit is Eternal,7.53,3146,1740,49,TV Special,1,Finished Airing,"Aug 2, 2011",,,Fuji TV,Funimation,Toei Animation,Manga,"Action, Comedy, Fantasy, Sci-Fi",Super Power,23 min.,PG-13 - Teens 13 or older,60,Shounen
Drifters (OVA),Drifters,7.53,2420,1741,79,OVA,2,Finished Airing,"Dec 23, 2017",,,"Rakuonsha,       NBCUniversal Entertainment Japan,       Shounen Gahousha","None found, add some",Hoods Entertainment,Manga,"Action, Adventure, Comedy, Fantasy","Adult Cast, Gore, Historical, Isekai, Military, Samurai",26 min. per ep.,R - 17+ (violence & profanity),71,Seinen
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,,7.53,10412,1742,2,ONA,4,Finished Airing,"Jan 31, 2021 to Feb 14, 2021",,,bilibili,"None found, add some","Original Force,       Wonder Cat Animation",Novel,"Action, Adventure, Fantasy","Historical, Martial Arts",18 min. per ep.,PG-13 - Teens 13 or older,8,
Giant Killing,,7.53,2592,1743,71,TV,26,Finished Airing,"Apr 4, 2010 to Sep 26, 2010",Spring 2010,Sundays at 09:25 (JST),NHK,"None found, add some",Studio Deen,Manga,"Drama, Sports",Team Sports,24 min. per ep.,PG-13 - Teens 13 or older,373,Seinen
Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,Inu X Boku Secret Service Episode 13,7.53,2207,1745,92,Special,1,Finished Airing,"Sep 26, 2012",,,Aniplex,Sentai Filmworks,David Production,Manga,"Comedy, Supernatural",,23 min.,PG-13 - Teens 13 or older,98,Shounen
Hakumei no Tsubasa,Pokémon: Twilight Wings,7.53,4668,1744,22,ONA,7,Finished Airing,"Jan 15, 2020 to Aug 6, 2020",,,"None found, add some","None found, add some","Studio Colorido,       FILMONY",Game,"Action, Adventure, Comedy, Fantasy",,6 min. per ep.,PG - Children,70,Kids
Kanojo ga Koushaku-tei ni Itta Riyuu,Why Raeliana Ended up at the Duke's Mansion,7.53,1604,1746,143,TV,12,Finished Airing,"Apr 10, 2023 to Jun 26, 2023",Spring 2023,Mondays at 21:30 (JST),"Frontier Works,       Lantis,       AT-X,       Glovision,       Crunchyroll,       Kadokawa,       arma bianca,       Bandai Namco Music Live,       Happinet Phantom Studios,       D&C WEBTOON Biz","None found, add some",Typhoon Graphics,Web manga,"Fantasy, Romance","Isekai, Reincarnation",23 min. per ep.,PG-13 - Teens 13 or older,"1,351",
"Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",Reborn! Here Comes a Vongola Family-Style School Trip!,7.53,4171,1747,28,ONA,1,Finished Airing,Mar 2010,,,"None found, add some",Discotek Media,Artland,Manga,Comedy,,26 min.,PG-13 - Teens 13 or older,96,Shounen
Koukyuu no Karasu,Raven of the Inner Palace,7.53,2199,1748,93,TV,13,Finished Airing,"Oct 1, 2022 to Dec 24, 2022",Fall 2022,Saturdays at 23:30 (JST),"Aniplex,       Movic,       Shueisha,       Kansai Telecasting,       BS11,       Tohan Corporation,       Marui Group","None found, add some",Bandai Namco Pictures,Light novel,"Fantasy, Mystery","Historical, Mythology",23 min. per ep.,PG-13 - Teens 13 or older,620,Josei
Kuroko no Basket: Baka ja Katenai no yo!,Kuroko's Basketball OVA,7.53,3070,1749,52,OVA,1,Finished Airing,"Dec 4, 2013",,,"None found, add some","None found, add some",Production I.G,Manga,Sports,"School, Team Sports",23 min.,PG-13 - Teens 13 or older,38,Shounen
Mahou Shoujo Lyrical Nanoha: Detonation,,7.53,6599,1750,9,Movie,1,Finished Airing,"Oct 19, 2018",,,Shochiku,Discotek Media,Seven Arcs Pictures,Original,"Action, Comedy, Drama","Mahou Shoujo, Super Power",1 hr. 51 min.,PG-13 - Teens 13 or older,35,
