Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Carol,,4.91,11050,12769,2,OVA,1,Finished Airing,"Mar 21, 1990","None found, add some","None found, add some","animate Film,       Magic Bus",Novel,Fantasy,59 min.,PG-13 - Teens 13 or older,2,"Isekai, Reverse Harem",,,
Chou Henshin Cosprayers Specials,,4.91,10858,12770,2,Special,3,Finished Airing,"Jul 16, 2004 to Jul 26, 2004",m.o.e.,"None found, add some","Imagin,       Studio Live",Original,"Adventure, Comedy, Sci-Fi",17 min. per ep.,PG-13 - Teens 13 or older,1,,,,
Coffee Break,,4.91,12772,12771,1,Movie,1,Finished Airing,1977,"None found, add some","None found, add some",Takun Manga Box,Original,Avant Garde,3 min.,G - All Ages,1,,,,
Dia Horizon (Kabu),,4.91,8513,12772,5,TV,12,Finished Airing,"Oct 3, 2017 to Dec 19, 2017",Square Enix,"None found, add some",Fanworks,Mixed media,"Action, Adventure, Fantasy",3 min. per ep.,PG-13 - Teens 13 or older,5,,Fall 2017,Tuesdays at 01:00 (JST),
Fengshen Bang,The Story of Chinese Gods,4.91,15980,12773,524,Movie,1,Finished Airing,"Feb 11, 1976","None found, add some","None found, add some","None found, add some",Novel,"Action, Fantasy",1 hr. 30 min.,PG - Children,0,Martial Arts,,,
Hana to Chou,,4.91,13166,12774,1,Movie,1,Finished Airing,Oct 1954,"None found, add some","None found, add some","None found, add some",Original,Fantasy,9 min.,G - All Ages,0,,,,
Houkago Pilot,,4.91,19006,12775,281,Movie,1,Finished Airing,2008,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,2 min.,PG-13 - Teens 13 or older,0,,,,
Kitte no Gensou,,4.91,13253,12776,1,Movie,1,Finished Airing,1961,"None found, add some","None found, add some",Kuri Jikken Manga Koubou,Original,Comedy,6 min.,G - All Ages,0,,,,
Mura Matsuri,Harvest Festival,4.91,10594,12777,2,Movie,1,Finished Airing,"Oct 14, 1930","None found, add some","None found, add some","None found, add some",Original,,2 min.,G - All Ages,2,Music,,,
Onikiri Shoujo,,4.91,15718,12778,554,ONA,1,Finished Airing,"Jun 15, 2009","None found, add some","None found, add some","None found, add some",Original,Action,1 min.,G - All Ages,0,Samurai,,,
Ryokunohara Labyrinth: Sparkling Phantom,,4.91,8414,12779,5,OVA,1,Finished Airing,"May 25, 1990",Victor Entertainment,"None found, add some",AIC,Manga,"Avant Garde, Boys Love, Drama, Supernatural",39 min.,PG-13 - Teens 13 or older,5,Psychological,,,Shoujo
Sekai ga Horobiru Mae ni Kimi ni Aitai,"World, Before You End",4.91,11318,12780,2,Movie,1,Finished Airing,"Feb 6, 2021","None found, add some",Sentai Filmworks,Studio Kingyoiro,Original,"Drama, Romance, Sci-Fi",31 min.,PG-13 - Teens 13 or older,4,,,,
Kaito x Ansa,,4.90,9109,12781,4,TV,12,Finished Airing,"Jul 12, 2017 to Sep 27, 2017",Pony Canyon,"None found, add some",Tengu Kobo,Original,,7 min. per ep.,PG-13 - Teens 13 or older,4,Strategy Game,Summer 2017,Wednesdays at 20:10 (JST),
Kiekaketa Monogatari-tachi no Tame ni,For Almost Forgotten Stories,4.90,12266,12782,1,Movie,1,Finished Airing,1994,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,9 min.,R+ - Mild Nudity,3,,,,
Nisou no Kuzu,Dialogue Between Two,4.90,13721,12783,974,Movie,1,Finished Airing,2004,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,7 min.,G - All Ages,1,,,,
Ougon no Hou: El Cantare no Rekishikan,The Golden Laws,4.90,13352,12784,1,Movie,1,Finished Airing,"Oct 11, 2003","None found, add some","None found, add some",Group TAC,Original,Fantasy,1 hr. 50 min.,PG - Children,2,Historical,,,
Senjuushi,The Thousand Noble Musketeers,4.90,5648,12785,13,TV,12,Finished Airing,"Jul 3, 2018 to Sep 25, 2018","None found, add some",Sentai Filmworks,TMS Entertainment,Game,Action,24 min. per ep.,PG-13 - Teens 13 or older,20,"Anthropomorphic, Military",Summer 2018,Tuesdays at 23:00 (JST),
SheepWolf,,4.90,17536,12786,384,ONA,1,Finished Airing,"Apr 8, 2009","None found, add some","None found, add some",RG Animation Studios,Original,Comedy,2 min.,G - All Ages,1,,,,Kids
Yadokari,,4.90,17222,12787,406,ONA,1,Finished Airing,"Oct 3, 2011","None found, add some","None found, add some","None found, add some",Original,,2 min.,G - All Ages,0,Music,,,
Bavi Stock,,4.90,11835,12788,1,OVA,2,Finished Airing,"Dec 10, 1985 to Nov 10, 1986","Studio Unicorn,       Nikkatsu","None found, add some",Kaname Productions,Novel,"Action, Adventure, Fantasy, Sci-Fi",46 min. per ep.,PG-13 - Teens 13 or older,0,,,,
Experiment,,4.90,15692,12789,556,Movie,1,Finished Airing,1997,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,3 min.,G - All Ages,0,,,,
Feng Ji Yun Nu,,4.90,15938,12790,529,OVA,1,Finished Airing,"Aug 12, 2004","None found, add some","None found, add some","None found, add some",Manga,Action,5 min.,PG-13 - Teens 13 or older,0,Martial Arts,,,
Ishida to Asakura Special,,4.90,9646,12791,3,Special,1,Finished Airing,"Mar 31, 2013",DAX Production,"None found, add some",Hotline,Manga,Comedy,1 min.,PG-13 - Teens 13 or older,1,School,,,Seinen
1/100 Rice Planting,,4.89,13413,12792,1,ONA,1,Finished Airing,"Jun 26, 2016",Terada Mokei,"None found, add some","None found, add some",Original,Slice of Life,9 min.,G - All Ages,0,,,,
84 Taekwon V,Robot Taekwon V 84,4.89,14892,12793,679,Movie,1,Finished Airing,"Aug 3, 1984","None found, add some","None found, add some","None found, add some",Unknown,"Action, Sci-Fi",1 hr. 18 min.,PG - Children,0,Mecha,,,
Crazy Monkey,,4.89,13692,12794,980,Movie,1,Finished Airing,"Apr 19, 1980","None found, add some","None found, add some",Toei Animation,Other,Ecchi,1 min.,R+ - Mild Nudity,1,,,,
Drill,,4.89,15405,12795,599,Movie,1,Finished Airing,1983,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,5 min.,G - All Ages,0,,,,
Fantasy,,4.89,14434,12796,786,Movie,1,Finished Airing,2012,"None found, add some","None found, add some","None found, add some",Original,,1 min.,PG-13 - Teens 13 or older,1,,,,
Goldfish Fetish,,4.89,14640,12797,738,Movie,1,Finished Airing,2002,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,7 min.,PG-13 - Teens 13 or older,0,,,,
Hermes: Ai wa Kaze no Gotoku,Hermes: Winds of Love,4.89,12022,12798,1,Movie,1,Finished Airing,"Apr 12, 1997","None found, add some","None found, add some",Animation Staff Room,Novel,"Drama, Fantasy",1 hr. 54 min.,PG-13 - Teens 13 or older,1,,,,
Kaede New Town,,4.89,13855,12799,931,Movie,1,Finished Airing,"Dec 8, 2007",CoMix Wave Films,"None found, add some","None found, add some",Original,"Comedy, Romance, Slice of Life",28 min.,PG - Children,0,School,,,
Karma,,4.89,14986,12800,668,Movie,1,Finished Airing,1977,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,2 min.,G - All Ages,0,,,,
Ki-No-Ko,,4.89,16753,12801,443,Movie,1,Finished Airing,2001,Konami,"None found, add some","None found, add some",Game,"Avant Garde, Horror",5 min.,PG-13 - Teens 13 or older,1,,,,
Kuchao,A Gum Boy,4.89,12999,12802,1,Movie,1,Finished Airing,2010,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,3 min.,G - All Ages,2,,,,
Modern,,4.89,13992,12803,895,Movie,1,Finished Airing,2010,"None found, add some","None found, add some",Mirai Film,Original,Avant Garde,6 min.,G - All Ages,0,,,,
Shiri Play,,4.89,18147,12806,336,Movie,1,Finished Airing,2005,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,G - All Ages,0,,,,
Mukidashi no Mitsuko,,4.89,14544,12804,762,ONA,1,Finished Airing,Dec 2006,"None found, add some","None found, add some","None found, add some",Original,Comedy,6 min.,G - All Ages,0,Music,,,
Oyoge ya Oyoge,"Swim, Monkey, Swim!",4.89,14106,12805,869,Movie,1,Finished Airing,1939,"None found, add some","None found, add some","None found, add some",Original,Sports,10 min.,G - All Ages,1,,,,
Tanjou: Debut,,4.89,11901,12807,1,OVA,2,Finished Airing,"Oct 21, 1994 to Dec 21, 1994",Sony Music Entertainment,"None found, add some","Pierrot,       animate Film",Game,"Romance, Slice of Life, Supernatural",27 min. per ep.,PG-13 - Teens 13 or older,1,,,,
Taka no Tsume NEO Announcement Movie,,4.88,15682,12809,557,Special,1,Finished Airing,"Mar 14, 2012","None found, add some","None found, add some","None found, add some",Original,Comedy,3 min.,PG-13 - Teens 13 or older,0,"Parody, Super Power",,,
Ultra Dino Makera,Makera Demo,4.89,17857,12808,359,Special,1,Finished Airing,2008,"None found, add some","None found, add some",RG Animation Studios,Original,Action,3 min.,G - All Ages,1,,,,Kids
Alice in Dreamland,,4.88,10716,12810,2,Movie,1,Finished Airing,"Dec 19, 2015",Bitgang,"None found, add some","None found, add some",Other,"Adventure, Avant Garde, Fantasy",44 min.,G - All Ages,1,,,,
Ashiaraiyashiki no Juunin-tachi.,,4.88,10361,12811,2,OVA,1,Finished Airing,"Mar 25, 2010",Studio NOIX,"None found, add some",GARDEN LODGE,Manga,"Action, Fantasy, Supernatural",6 min.,PG-13 - Teens 13 or older,2,,,,Seinen
Asylum Session,The Asylum Session,4.88,8960,12812,4,Movie,1,Finished Airing,"Jul 11, 2009","None found, add some",Sentai Filmworks,CoMix Wave Films,Original,Sci-Fi,1 hr. 5 min.,R - 17+ (violence & profanity),4,,,,
BOY's LOVE Nitro+CHiRAL,,4.88,10830,12813,2,ONA,5,Finished Airing,"Apr 1, 2017",Nitroplus,"None found, add some","None found, add some",Visual novel,Comedy,4 min. per ep.,G - All Ages,6,Parody,,,
Chameko no Ichinichi,,4.88,12837,12814,1,Movie,1,Finished Airing,1931,"None found, add some","None found, add some","None found, add some",Original,Comedy,6 min.,G - All Ages,0,,,,
First Kiss Monogatari,First Kiss Story,4.88,9745,12815,3,OVA,1,Finished Airing,"Feb 14, 2000",Broccoli,"None found, add some",Garyuu Studio,Visual novel,"Drama, Romance",31 min.,PG-13 - Teens 13 or older,3,,,,
Fukuro,,4.88,15604,12816,570,Movie,1,Finished Airing,"Nov 22, 2001",Konami,"None found, add some","None found, add some",Game,"Horror, Suspense",3 min.,R+ - Mild Nudity,0,"Psychological, Video Game",,,
Hakubutsushi,Natural History,4.88,14116,12817,868,Movie,1,Finished Airing,1985,"None found, add some","None found, add some","Yamamura Animation, Inc.",Unknown,Avant Garde,2 min.,G - All Ages,0,,,,
Karo to Piyobupt: Ouchi,Karo & Piyobupt: A House,4.88,14127,12818,864,Movie,1,Finished Airing,1992,"None found, add some","None found, add some","Yamamura Animation, Inc.",Original,Comedy,4 min.,G - All Ages,1,,,,
Makyuu Senjou,Dark Warrior,4.88,12721,12819,1,OVA,2,Finished Airing,"Mar 22, 1991 to May 25, 1991",Daiei,"None found, add some","None found, add some",Unknown,"Action, Sci-Fi",47 min. per ep.,R+ - Mild Nudity,0,,,,
Nani no Yaku ni Mo Tatanai Karappona Hanashi,,4.88,18587,12821,307,ONA,2,Finished Airing,"Aug 28, 2013 to Oct 23, 2013","None found, add some","None found, add some","None found, add some",Radio,Comedy,1 min. per ep.,G - All Ages,0,,,,
Master of Torque 3,,4.88,14428,12820,788,ONA,1,Finished Airing,"Apr 27, 2016","None found, add some","None found, add some",Shimogumi,Original,"Action, Sci-Fi",20 min.,G - All Ages,0,,,,
