Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
One: Kagayaku Kisetsu e,,5.05,8921,12618,4,OVA,4,Finished Airing,"Aug 10, 2001 to May 24, 2002",KSS,"None found, add some",Arms,Visual novel,"Drama, Supernatural",27 min. per ep.,PG-13 - Teens 13 or older,6,,,,
Osaru no Tairyou,,5.05,14556,12619,760,Movie,1,Finished Airing,"Dec 1, 1933","None found, add some","None found, add some","None found, add some",Original,Slice of Life,10 min.,G - All Ages,0,,,,
PiKA PiKA,,5.05,15041,12620,656,Movie,1,Finished Airing,2006,"None found, add some","None found, add some","None found, add some",Original,,3 min.,G - All Ages,2,,,,
Shin Saru Kani Gassen,,5.05,14665,12621,732,Movie,1,Finished Airing,1939,The National Film Center Japan,"None found, add some","None found, add some",Other,Drama,11 min.,G - All Ages,1,,,,
Speed,,5.05,12352,12622,1,Movie,1,Finished Airing,"Jan 1, 1980","None found, add some","None found, add some",Takun Manga Box,Unknown,"Award Winning, Comedy",5 min.,G - All Ages,0,,,,
Tengu Taiji,Hyoei and Heibei's Tengu Hunt,5.05,12515,12623,1,Movie,1,Finished Airing,"Jun 26, 1934","None found, add some","None found, add some","None found, add some",Original,Comedy,8 min.,G - All Ages,0,,,,
Balloon,,5.05,13169,12624,1,ONA,1,Finished Airing,2013,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,55 sec.,G - All Ages,3,,,,
Beppu x Peeping Life,,5.05,15281,12625,616,ONA,1,Finished Airing,"Nov 6, 2014",CoMix Wave Films,"None found, add some","None found, add some",Original,"Comedy, Slice of Life",5 min.,G - All Ages,0,,,,
Doubutsu Mura no Sports Day,Sports Day at Animal Village,5.05,13064,12626,1,Movie,1,Finished Airing,1932,"None found, add some","None found, add some","None found, add some",Original,Sports,8 min.,G - All Ages,2,,,,
Euroboys,,5.05,20008,12627,227,Movie,1,Finished Airing,Sep 1999,"None found, add some","None found, add some","None found, add some",Original,Comedy,3 min.,PG-13 - Teens 13 or older,0,Mecha,,,
Idolls!,,5.05,8398,12628,5,TV,10,Finished Airing,"Jan 8, 2021 to Mar 12, 2021","81 Produce,       RAY,       Stray Cats,       BS Asahi","None found, add some",Shin-Ei Animation,Original,,8 min. per ep.,PG-13 - Teens 13 or older,12,"Idols (Female), Music",Winter 2021,Unknown,
Anitore! XX: Hitotsu Yane no Shita de Specials,,5.04,10371,12629,2,Special,6,Finished Airing,"Mar 17, 2017","None found, add some","None found, add some",Rising Force,Original,"Sports, Ecchi",4 min. per ep.,PG-13 - Teens 13 or older,2,,,,
Ark IX,Ark Nine,5.04,6814,12630,8,OVA,1,Finished Airing,"Jul 2, 2013","None found, add some","None found, add some",Hoods Entertainment,Novel,Action,11 min.,PG-13 - Teens 13 or older,4,,,,
Chou Kidougai-ku: Kashiwa-no-Ha,,5.04,13318,12631,1,ONA,1,Finished Airing,"Sep 30, 2015","Rakuonsha,       Yamato Works","None found, add some","None found, add some",Original,,1 min.,PG - Children,1,Mecha,,,
Eizou (Kage),,5.04,17569,12632,382,Movie,1,Finished Airing,1987,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,8 min.,G - All Ages,1,Music,,,
Houkago no Shokuinshitsu,After School in the Lounge,5.04,7109,12633,7,OVA,2,Finished Airing,"Apr 1994 to Jan 27, 1995",Daiei,"None found, add some",SIDO LIMITED,Manga,"Boys Love, Drama",27 min. per ep.,PG-13 - Teens 13 or older,7,"Adult Cast, Workplace",,,
Kemurigusa Monogatari,A Story of Cigarettes,5.04,12642,12634,1,Movie,1,Finished Airing,1926,"None found, add some","None found, add some","None found, add some",Original,Comedy,3 min.,G - All Ages,1,,,,
Marimo no Hana: Saikyou Butouha Shougakusei Densetsu,,5.04,8828,12635,4,OVA,1,Finished Airing,"Mar 18, 2012",Shueisha,"None found, add some",Kinema Citrus,Manga,Action,11 min.,G - All Ages,2,,,,Shoujo
Mugen Kouro,,5.04,12625,12636,1,ONA,4,Finished Airing,"Oct 9, 2008 to May 29, 2009","None found, add some","None found, add some","Gonzo,       Production I.G",Game,"Action, Sci-Fi",2 min. per ep.,PG-13 - Teens 13 or older,1,Space,,,
Ponsuke no Haru,Spring Comes to Ponsuke,5.04,14131,12637,864,Movie,1,Finished Airing,"Aug 1, 1934","None found, add some","None found, add some","None found, add some",Original,Comedy,7 min.,G - All Ages,0,,,,Kids
Recorder,,5.04,13452,12638,1,Movie,1,Finished Airing,2006,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,1 min.,G - All Ages,0,Music,,,
the FLY BanD!,,5.04,16503,12639,468,Special,1,Finished Airing,1998,"None found, add some","None found, add some",Polygon Pictures,Original,,3 min.,G - All Ages,1,Music,,,
Wall,,5.04,15296,12640,615,Movie,1,Finished Airing,1987,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,7 min.,G - All Ages,1,,,,
Shukka Fuufu,,5.03,18477,12642,315,Special,1,Finished Airing,Oct 2014,"None found, add some","None found, add some","None found, add some",Original,,3 min.,G - All Ages,0,Music,,,
Shin Tenchi Souzou,The Creation,5.03,15695,12641,556,Movie,1,Finished Airing,1970,"None found, add some","None found, add some","None found, add some",Original,Comedy,1 min.,G - All Ages,0,,,,
Super Real Mahjong: Kasumi Miki Shouko no Hajimemashite,,5.03,12733,12643,1,OVA,1,Finished Airing,"Mar 25, 1990","Seta Corporation,       Datam Polystar","None found, add some","None found, add some",Game,"Comedy, Ecchi",30 min.,R+ - Mild Nudity,0,Strategy Game,,,
Tumbled Cat,,5.03,18382,12644,320,Movie,1,Finished Airing,2014,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,1 min.,G - All Ages,0,Music,,,
Zap Cat,,5.03,18734,12645,298,Movie,1,Finished Airing,2008,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,2 min.,R+ - Mild Nudity,0,,,,
Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,,5.03,4828,12646,20,TV,12,Finished Airing,"Oct 13, 2022 to Dec 29, 2022","None found, add some","None found, add some","EKACHI EPILKA,       Indivision",Original,Slice of Life,3 min. per ep.,PG-13 - Teens 13 or older,72,,Fall 2022,Thursdays at 01:00 (JST),
Juu-nin no Chiisa na Indian,Ten Little Indians,5.03,15942,12647,529,Movie,1,Finished Airing,1968,"None found, add some","None found, add some","None found, add some",Book,,1 min.,G - All Ages,1,Music,,,Kids
Ki Renka,Oni Love Song,5.03,15851,12648,538,Movie,1,Finished Airing,1971,"None found, add some","None found, add some","None found, add some",Original,Drama,4 min.,G - All Ages,0,Mythology,,,
Sanuki Eiga-sai Opening Eizou,,5.03,18139,12649,336,Movie,2,Finished Airing,"Feb 13, 2015 to Feb 11, 2016","None found, add some","None found, add some","None found, add some",Original,Avant Garde,15 sec. per ep.,G - All Ages,0,Music,,,
Joubuna Tire!,,5.02,13129,12650,1,Special,1,Finished Airing,1980,"None found, add some","None found, add some","None found, add some",Original,,1 min.,G - All Ages,0,Racing,,,
Kana Kana Kazoku: Shinnen no Goaisatsu,,5.02,16936,12651,428,ONA,1,Finished Airing,"Jan 7, 2015","None found, add some","None found, add some",DLE,Original,Comedy,50 sec.,G - All Ages,0,,,,
Kangaeru Jikan,,5.02,16933,12652,429,Movie,1,Finished Airing,Jul 2012,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,3 min.,G - All Ages,0,Music,,,
Maabou no Kinoshita Toukichirou,Mabo as Tokichiro Kinoshita,5.02,12510,12653,1,Movie,1,Finished Airing,"Dec 5, 1938","None found, add some","None found, add some","None found, add some",Original,,6 min.,G - All Ages,0,Samurai,,,
Many Things SD Gundam,,5.02,13087,12654,1,Special,2,Finished Airing,"2011 to Jul 22, 2011","None found, add some","None found, add some",Sunrise,Original,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,0,"Mecha, Parody",,,
Naga Hamaraja,,5.02,19831,12656,237,Special,1,Finished Airing,2016,"None found, add some","None found, add some","None found, add some",Original,,1 min.,G - All Ages,1,Music,,,
Mini Moni Yaru no da Pyon!,,5.02,15433,12655,592,TV,66,Finished Airing,"Jun 4, 2001 to Oct 26, 2001","None found, add some","None found, add some","None found, add some",Other,Comedy,1 min. per ep.,G - All Ages,1,,Summer 2001,Mondays at 07:10 (JST),
Norakuro Gochou,Corporal Norakuro,5.02,12629,12657,1,Movie,1,Finished Airing,"Mar 9, 1934","None found, add some","None found, add some","None found, add some",Manga,Adventure,10 min.,G - All Ages,0,,,,
Saru Kani Gassen,,5.02,15930,12658,531,Movie,1,Finished Airing,Not available,"None found, add some","None found, add some","None found, add some",Other,Drama,7 min.,G - All Ages,0,,,,
Sougiya to Inu,The Undertaker and the Dog,5.02,13635,12659,997,Movie,1,Finished Airing,2010,"None found, add some","None found, add some","None found, add some",Unknown,"Avant Garde, Horror",4 min.,G - All Ages,0,,,,
Soukihei MD Geist 2: Death Force,M.D. Geist: Death Force,5.02,6762,12660,8,OVA,1,Finished Airing,"Mar 1, 1996",Nippon Columbia,Central Park Media,Zero-G Room,Original,"Action, Sci-Fi",47 min.,R+ - Mild Nudity,18,"Adult Cast, Gore, Mecha, Military",,,
Toumei Ningen,Transparent Man,5.02,16339,12661,485,Movie,1,Finished Airing,1969,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,5 min.,G - All Ages,0,,,,
Usagi,,5.02,17308,12662,400,Movie,1,Finished Airing,"Jul 3, 2003",Konami,"None found, add some","None found, add some",Game,"Avant Garde, Horror",2 min.,PG-13 - Teens 13 or older,0,,,,
Usogui,,5.02,10704,12663,2,OVA,1,Finished Airing,"Oct 19, 2012","None found, add some","None found, add some","Soft Garage,       Shueisha",Manga,Suspense,42 min.,None,3,"High Stakes Game, Psychological, Strategy Game",,,Seinen
Abstract feat. Alkama,,5.02,14364,12664,807,Movie,1,Finished Airing,"Aug 19, 2017","None found, add some","None found, add some","None found, add some",Original,Avant Garde,2 min.,G - All Ages,0,,,,
Fin-tan to Sauna ni Nyuurou,360° Fintan Sauna Experience,5.02,17713,12665,371,ONA,1,Finished Airing,"Jul 9, 2018","None found, add some","None found, add some","None found, add some",Original,Slice of Life,5 min.,G - All Ages,3,,,,
Fushigi Sekai Atagoul Monogatari,,5.02,16013,12666,520,Movie,1,Finished Airing,Mar 2003,Digital Frontier,"None found, add some","None found, add some",Unknown,Adventure,3 min.,G - All Ages,1,Anthropomorphic,,,
Hen,Strange Love,5.02,7717,12667,6,OVA,2,Finished Airing,"Mar 21, 1997 to May 9, 1997","None found, add some",Central Park Media,Group TAC,Manga,"Comedy, Girls Love, Ecchi",39 min. per ep.,R+ - Mild Nudity,19,,,,
Ijime: Ikenie no Kyoushitsu,,5.02,11451,12668,1,OVA,1,Finished Airing,"Feb 3, 2012",Shogakukan-Shueisha Productions,"None found, add some",SynergySP,Manga,Drama,14 min.,PG-13 - Teens 13 or older,2,,,,Shoujo
Issunboushi: Chibisuke Monogatari,Tiny Chibisuke's Big Adventure,5.02,12726,12669,1,Movie,1,Finished Airing,"May 8, 1935","None found, add some","None found, add some","None found, add some",Original,Action,9 min.,G - All Ages,0,Samurai,,,
Channel 5.5 2nd Season,,5.01,13638,12670,996,ONA,4,Finished Airing,"Apr 14, 2014 to Jun 18, 2014","None found, add some","None found, add some",DLE,Unknown,Comedy,4 min. per ep.,PG-13 - Teens 13 or older,0,Parody,,,
Isobe Isobee with Nakata Yasutaka de Sourou,,5.01,16785,12672,441,ONA,1,Finished Airing,"Apr 23, 2017","None found, add some","None found, add some","None found, add some",Manga,,1 min.,G - All Ages,0,"Historical, Music, Parody",,,
Hon Ran,Crimson Wolf,5.01,11159,12671,2,OVA,1,Finished Airing,"Jul 7, 1993",Shogakukan-Shueisha Productions,Streamline Pictures,APPP,Unknown,Action,59 min.,R+ - Mild Nudity,0,Martial Arts,,,
Kojin Toshi,Personal City,5.01,15755,12673,550,Movie,1,Finished Airing,1990,"None found, add some","None found, add some","None found, add some",Unknown,Avant Garde,23 min.,G - All Ages,1,,,,
Malay Oki Kaisen,The Battle of the Malay Sea,5.01,14704,12674,720,Movie,1,Finished Airing,"Nov 26, 1943","None found, add some","None found, add some","None found, add some",Original,,26 min.,G - All Ages,1,"Historical, Military",,,
Oshiri Kajiri Mushi (TV),Bottom Biting Bug,5.01,12231,12675,1,TV,20,Finished Airing,"Oct 7, 2012 to Feb 24, 2013","None found, add some","None found, add some",Kinema Citrus,Music,Comedy,5 min. per ep.,G - All Ages,0,,Fall 2012,Sundays at 07:55 (JST),Kids
Prism Magical: Prism Generations!,,5.01,9732,12676,3,OVA,1,Finished Airing,"Aug 27, 2010",Studio G-1Neo,"None found, add some",Asahi Production,Visual novel,"Comedy, Ecchi",16 min.,R+ - Mild Nudity,2,Mahou Shoujo,,,
Ultrasonico,,5.01,11067,12677,2,ONA,1,Finished Airing,"Apr 1, 2017","None found, add some","None found, add some","None found, add some",Other,,2 min.,G - All Ages,1,"Parody, Super Power",,,
Uchiko no Mama to Okaasan,Uchiko's Mom & Mother,5.00,16565,12678,462,ONA,1,Finished Airing,"May 15, 2011","None found, add some","None found, add some","None found, add some",Original,Suspense,52 sec.,G - All Ages,0,,,,
Zoku Natsume Yuujinchou: 3D Nyanko-sensei Gekijou,,5.00,6822,12679,8,Special,5,Finished Airing,"Apr 22, 2009 to Aug 26, 2009",Aniplex,"None found, add some",Brain's Base,Manga,Comedy,29 sec. per ep.,G - All Ages,8,,,,
Choujin Gakuen Gowcaizer: The Voltage Fighters,Voltage Fighter Gowcaizer,5.00,8543,12680,5,OVA,3,Finished Airing,"Sep 27, 1996 to Jan 31, 1997",GAGA,Central Park Media,J.C.Staff,Game,"Action, Sci-Fi, Ecchi",30 min. per ep.,R+ - Mild Nudity,9,"Gore, Martial Arts, Super Power",,,
Funny Pets,,5.00,12403,12681,1,TV,12,Finished Airing,"Jan 11, 2006 to Mar 29, 2006",KBS,"None found, add some","None found, add some",Original,Comedy,6 min. per ep.,PG-13 - Teens 13 or older,4,,Winter 2006,Wednesdays at 01:30 (JST),
Inumarudashi,,5.00,14066,12682,878,TV,4,Finished Airing,"Jun 10, 2011 to Jul 22, 2011",indigo line,"None found, add some",Gathering,Manga,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,0,"Childcare, Gag Humor",Summer 2011,Unknown,
It's Marey O'Clock Now!,,5.00,19237,12683,269,Movie,1,Finished Airing,"Oct 5, 2018","None found, add some","None found, add some","None found, add some",Original,Avant Garde,2 min.,G - All Ages,0,,,,
Kana Kana Kazoku x Himitsukessha Taka no Tsume Collaboration Film,,5.00,16554,12684,463,ONA,1,Finished Airing,"Jun 25, 2014","None found, add some","None found, add some",DLE,Original,Comedy,2 min.,G - All Ages,0,,,,
Kujira (1952),,5.00,12153,12685,1,Movie,1,Finished Airing,Dec 1952,Sakura Color Film,"None found, add some","None found, add some",Original,Fantasy,10 min.,G - All Ages,1,,,,
PuriGorota: Uchuu no Yuujou Daibouken,,5.00,9728,12686,3,OVA,1,Finished Airing,Nov 2008,"None found, add some","None found, add some",J.C.Staff,Original,"Adventure, Sci-Fi",16 min.,PG - Children,0,,,,Kids
Seiji no Rinrika,Ethicization of Politics,5.00,15775,12687,546,Movie,1,Finished Airing,1926,"None found, add some","None found, add some","None found, add some",Radio,,32 min.,G - All Ages,0,Historical,,,
Sheep in the Island,,5.00,17612,12688,378,Special,2,Finished Airing,2004,"None found, add some","None found, add some",RG Animation Studios,Original,Comedy,9 min. per ep.,G - All Ages,1,,,,
Karasu,,4.99,18632,12689,304,Movie,1,Finished Airing,1992,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,G - All Ages,0,,,,
Kawawawawawada,,4.99,18969,12690,283,Special,1,Finished Airing,2016,"None found, add some","None found, add some","None found, add some",Original,,2 min.,G - All Ages,0,Music,,,
Kyutai Panic Adventure Returns!,,4.99,10425,12691,2,Special,1,Finished Airing,"Jul 17, 2004",Fuji TV,"None found, add some","None found, add some",Unknown,Action,9 min.,G - All Ages,0,Super Power,,,Shounen
Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,"Mattsu, Yamma and Moburi - The Naval Treasure and Riddle Island",4.99,15144,12692,638,ONA,1,Finished Airing,"Oct 23, 2014","None found, add some","None found, add some","None found, add some",Original,Fantasy,13 min.,G - All Ages,0,,,,
Nyancos: Hello! Our Brilliant Future Digest,,4.99,17908,12694,355,Special,1,Finished Airing,"Dec 17, 2003",Nippon Columbia,"None found, add some","None found, add some",Original,Sci-Fi,4 min.,G - All Ages,0,Space,,,
Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,"Mattsu, Yamma and Moburi - The Mystery of the Seven Gems and the Flying Castle",4.99,14028,12693,884,ONA,1,Finished Airing,"Oct 1, 2013","None found, add some","None found, add some","None found, add some",Original,Fantasy,9 min.,G - All Ages,1,,,,
Tenka Hyakken: Meiji-kan e Youkoso!,,4.99,6792,12696,8,TV,12,Finished Airing,"Oct 13, 2019 to Dec 29, 2019","None found, add some","None found, add some",LIDENFILMS,Game,"Action, Adventure, Fantasy, Supernatural",3 min. per ep.,PG-13 - Teens 13 or older,11,"Historical, Martial Arts",Fall 2019,Sundays at 22:54 (JST),
Wakame Buildings,Seaweed Buildings,4.99,18713,12697,299,ONA,1,Finished Airing,"Jul 25, 2007","None found, add some","None found, add some","None found, add some",Original,Avant Garde,1 min.,G - All Ages,0,Music,,,
Taiyou no Hou: El Cantare e no Michi,The Laws of the Sun,4.99,12823,12695,1,Movie,1,Finished Airing,"Oct 28, 2000","None found, add some","None found, add some",Group TAC,Original,Fantasy,1 hr. 44 min.,PG - Children,1,Historical,,,
Yellow,,4.99,14374,12698,803,Movie,1,Finished Airing,2003,"None found, add some","None found, add some","None found, add some",Original,,9 min.,G - All Ages,1,Psychological,,,
Coffee Tadaiku,,4.99,13783,12699,955,Movie,1,Finished Airing,2011,Decovocal,"None found, add some","None found, add some",Original,Slice of Life,2 min.,G - All Ages,0,,,,
Animatope,,4.98,16972,12701,425,Special,1,Finished Airing,"Jan 14, 2011","None found, add some","None found, add some","None found, add some",Original,Avant Garde,30 sec.,G - All Ages,0,Music,,,
Hana no Zundamaru: Junk,,4.99,17095,12700,416,ONA,3,Finished Airing,"Feb 13, 2014 to Feb 27, 2014",CoMix Wave Films,"None found, add some","None found, add some",Manga,Comedy,45 sec. per ep.,G - All Ages,0,"Martial Arts, Parody",,,
BAR Kiraware Yasai,,4.98,10349,12702,2,TV,13,Finished Airing,"Apr 7, 2015 to Jun 30, 2015","AIR AGENCY,       Kadokawa,       Shizuoka Asahi Television","None found, add some",Gathering,4-koma manga,Comedy,1 min. per ep.,G - All Ages,2,,Spring 2015,Tuesdays at 23:10 (JST),
Fujinkoron-senpai,,4.98,16240,12703,495,ONA,1,Finished Airing,"May 23, 2016","None found, add some","None found, add some",HOTZIPANG,Original,Comedy,1 min.,PG - Children,0,,,,
Heungnyong Wang gwa Bihodongja,Thunder Prince,4.98,15997,12704,522,Movie,1,Finished Airing,"Dec 21, 1982",Adda Audio Visual Ltd.,"None found, add some","None found, add some",Unknown,"Action, Adventure",1 hr. 10 min.,PG - Children,1,Martial Arts,,,
Inaba no Kuni no Usagi-san,The Hare in Inaba,4.98,16062,12705,515,Movie,1,Finished Airing,1935,"None found, add some","None found, add some","None found, add some",Original,Adventure,9 min.,G - All Ages,0,,,,
Kindan Joshi,,4.98,14464,12706,780,TV,5,Finished Airing,"Dec 29, 2020 to Jan 3, 2021","Bandai,       Chukyo TV Broadcasting,       FIREBUG","None found, add some","None found, add some",Original,"Comedy, Romance",5 min. per ep.,PG-13 - Teens 13 or older,4,,Winter 2021,Tuesdays at 01:05 (JST),
Kinniku Banzuke: Kongou-kun no Daibouken!,,4.98,14213,12707,842,TV,3,Finished Airing,"Jul 30, 2001 to Aug 30, 2001",Bandai Visual,"None found, add some",Pierrot,Original,Sports,22 min. per ep.,PG-13 - Teens 13 or older,0,,Summer 2001,Unknown,Shounen
Mighty Thor: Battle Royale,,4.98,16812,12708,439,ONA,1,Finished Airing,"Oct 29, 2017","None found, add some","None found, add some","None found, add some",Other,Fantasy,2 min.,G - All Ages,2,Parody,,,
Miira no Yume,The Mummy's Dream,4.98,15454,12709,590,Movie,1,Finished Airing,1989,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,5 min.,G - All Ages,0,,,,
Milky Passion: Dougenzaka - Ai no Shiro,,4.98,12544,12710,1,OVA,1,Finished Airing,"Jun 23, 1990",Shochiku,"None found, add some",Animation 501,Manga,Romance,28 min.,R+ - Mild Nudity,1,,,,Josei
Suisei,Aquatic,4.98,12011,12711,1,Movie,1,Finished Airing,1987,TBS,"None found, add some","None found, add some",Unknown,"Avant Garde, Comedy",5 min.,G - All Ages,0,,,,
Sukui Agete Kurenai ka,,4.98,17999,12712,347,ONA,1,Finished Airing,"Jul 26, 2014","None found, add some","None found, add some","None found, add some",Original,Slice of Life,1 min.,G - All Ages,0,,,,
Sushi,,4.98,16827,12713,438,Movie,1,Finished Airing,2011,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,2 min.,G - All Ages,0,Music,,,
Taka no Tsume x Hello Kitty ga Masaka no Collab!,,4.98,17110,12714,416,ONA,1,Finished Airing,"Jun 28, 2012",Sanrio,"None found, add some",DLE,Original,Comedy,1 min.,G - All Ages,0,,,,
Taka no Tsume: Tokyo Comic Con 2017 no Ouendan ni Shuunin Kettei!,,4.98,16655,12715,453,ONA,1,Finished Airing,"Jul 29, 2017","None found, add some","None found, add some","None found, add some",Original,Comedy,1 min.,G - All Ages,0,Parody,,,
Tenbatsu Angel Rabbie☆,,4.97,10126,12716,2,OVA,1,Finished Airing,"Jan 23, 2004","AIC,       Media Factory,       Toshiba Entertainment,       Studio Jack","None found, add some",AIC Spirits,Visual novel,"Comedy, Sci-Fi",24 min.,PG-13 - Teens 13 or older,3,,,,
Norakuro Nitouhei: Kyouren no Maki,Private 2nd Class Norakuro: The Training,4.97,12831,12717,1,Movie,1,Finished Airing,"Jun 14, 1933","None found, add some","None found, add some","None found, add some",Manga,"Action, Adventure",5 min.,G - All Ages,0,,,,
Kitsune no Home Run Ou,Seventh Inning Stretch,4.96,14598,12718,748,Movie,1,Finished Airing,Sep 1949,"None found, add some","None found, add some","None found, add some",Original,Sports,8 min.,G - All Ages,1,Team Sports,,,Kids
Metamorphose,,4.96,14845,12719,689,Movie,1,Finished Airing,"Aug 2, 2013","None found, add some","None found, add some","None found, add some",Unknown,,2 min.,G - All Ages,0,,,,
Nanaraki: Seven Lucky Gods,,4.96,16141,12720,506,ONA,12,Finished Airing,"Apr 27, 2022 to Dec 27, 2022","None found, add some","None found, add some","None found, add some",Unknown,Comedy,10 min. per ep.,PG-13 - Teens 13 or older,0,,,,
"Neko mo, Onda-ke",,4.96,14840,12721,690,TV,12,Finished Airing,"Apr 1, 2016 to Jun 17, 2016","Kadokawa Shoten,       Kadokawa,       CUCURI","None found, add some",Studio! Cucuri,4-koma manga,"Comedy, Slice of Life",1 min. per ep.,G - All Ages,0,,Spring 2016,Fridays at 15:50 (JST),
Saishuu Shiken Kujira,,4.96,8036,12722,5,ONA,12,Finished Airing,"Aug 25, 2007 to Nov 10, 2007",Starchild Records,Media Blasters,Zexcs,Visual novel,"Comedy, Mystery, Supernatural, Ecchi",5 min. per ep.,PG-13 - Teens 13 or older,3,School,,,
Shogi Hour,,4.96,13488,12723,1,ONA,1,Finished Airing,"Oct 5, 2008",Space Neko Company,"None found, add some","None found, add some",Original,Comedy,7 min.,G - All Ages,0,"Parody, Strategy Game",,,
Baguda-jou no Touzoku,Burglars of Baghdad Castle,4.96,11738,12724,1,Movie,1,Finished Airing,"Oct 6, 1926","None found, add some","None found, add some","None found, add some",Original,"Adventure, Romance",15 min.,G - All Ages,3,Historical,,,
Doubutsu Mura no Daisodou,The Animal Village in Trouble,4.96,14007,12725,890,Movie,1,Finished Airing,1942,"None found, add some","None found, add some","None found, add some",Original,Action,8 min.,G - All Ages,0,,,,
Ikedaya Soudou,Commotion at Ikedaya,4.96,16977,12726,425,Movie,1,Finished Airing,1961,"None found, add some","None found, add some","None found, add some",Original,Drama,7 min.,G - All Ages,0,"Historical, Samurai",,,
