Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Imagination of Marathon Runners,,4.96,18917,12727,287,Movie,1,Finished Airing,1984,"None found, add some","None found, add some",Kuri Jikken Manga Koubou,Original,"Comedy, Sports",2 min.,R+ - Mild Nudity,0,,,,
Genki-kun no Oshougatsu @ Tokyo-eki,,4.95,17048,12728,420,ONA,1,Finished Airing,"Dec 27, 2012",Terada Mokei,"None found, add some","None found, add some",Original,Slice of Life,5 min.,G - All Ages,0,,,,
Hanasaka Jijii,,4.95,12741,12729,1,Movie,1,Finished Airing,"Aug 26, 1917","None found, add some","None found, add some","None found, add some",Other,"Comedy, Drama",6 min.,G - All Ages,1,,,,
Playground,,4.95,14216,12731,842,Movie,1,Finished Airing,2010,"None found, add some","None found, add some",Mirai Film,Original,Avant Garde,3 min.,G - All Ages,1,,,,
MTV ID (Shunsuke Saitou),,4.95,15868,12730,537,Special,2,Finished Airing,2006 to 2007,MTV Japan,"None found, add some","None found, add some",Original,,26 sec. per ep.,PG-13 - Teens 13 or older,0,Music,,,
Princess Army: Wedding★Combat,Princess Army: Wedding Combat,4.95,11597,12732,1,OVA,2,Finished Airing,"Aug 1, 1992 to Sep 21, 1992",Movic,"None found, add some",J.C.Staff,Manga,"Action, Romance",26 min. per ep.,PG-13 - Teens 13 or older,2,Martial Arts,,,Shoujo
Yi Wan Nian Yi Hou,10000 Years Later,4.95,13448,12733,1,Movie,1,Finished Airing,"Mar 27, 2015",Yili Animation Studio,"None found, add some","None found, add some",Original,Fantasy,1 hr. 36 min.,PG - Children,2,,,,
Tansui,Freshwater,4.94,16277,12734,491,Movie,1,Finished Airing,May 1986,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,3 min.,G - All Ages,0,,,,
Trick or Alice,,4.94,7134,12735,7,OVA,1,Finished Airing,"Dec 22, 2016","None found, add some","None found, add some",An DerCen,Visual novel,Fantasy,27 min.,R+ - Mild Nudity,12,,,,
00:08,,4.94,6434,12736,10,Movie,1,Finished Airing,"Jun 8, 2014",Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,5 min.,G - All Ages,21,,,,
Alphard x Taka no Tsume,,4.94,15205,12737,627,ONA,3,Finished Airing,"Jan 19, 2018","None found, add some","None found, add some",DLE,Original,,3 min. per ep.,G - All Ages,3,"Parody, Racing",,,
Japanda,,4.94,15607,12740,569,ONA,1,Finished Airing,"Sep 3, 2019","None found, add some","None found, add some",Fanworks,Original,,39 sec.,G - All Ages,0,"Anthropomorphic, Music",,,
I'm Stuck!!: Life of the Dead,,4.94,16821,12739,439,ONA,4,Finished Airing,"Mar 2, 2014 to May 8, 2014","None found, add some","None found, add some",Studio Binzo,Original,"Comedy, Horror",3 min. per ep.,R - 17+ (violence & profanity),1,,,,
Chouetsu Sekai,,4.94,13135,12738,1,OVA,10,Finished Airing,1991,"None found, add some","None found, add some",MAT,Original,Fantasy,6 min. per ep.,G - All Ages,9,,,,
Kuripuri*Kuripura,,4.94,17875,12741,358,Movie,1,Finished Airing,2008,"None found, add some","None found, add some","None found, add some",Unknown,Comedy,5 min.,G - All Ages,0,,,,
Master of Torque: Epilogue,,4.94,14827,12742,692,ONA,1,Finished Airing,"Dec 25, 2016","None found, add some","None found, add some","None found, add some",Original,,9 min.,G - All Ages,0,Racing,,,
Oira no Hijouji,My Big Emergency,4.94,15318,12743,611,Movie,1,Finished Airing,1936,"None found, add some","None found, add some","None found, add some",Original,,11 min.,G - All Ages,0,"Historical, Military, Mythology",,,
Peeping Life Specials,,4.94,14949,12744,674,Special,2,Finished Airing,2009,CoMix Wave Films,"None found, add some","None found, add some",Original,"Comedy, Slice of Life",5 min. per ep.,PG - Children,0,,,,
