Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Bloody Night,,3.92,9799,13244,3,ONA,1,Finished Airing,"Apr 5, 2006","None found, add some","None found, add some","None found, add some",Original,"Horror, Supernatural, Suspense",5 min.,R - 17+ (violence & profanity),1,Gore,,,
Natsu no Gero wa Fuyu no Sakana,Summer's Puke is Winter's Delight,3.90,13315,13247,1,Movie,1,Finished Airing,"Apr 12, 2016",Tamabi,"None found, add some","None found, add some",Original,Avant Garde,2 min.,R+ - Mild Nudity,1,Music,,,
Heya,,3.90,11450,13246,1,Movie,1,Finished Airing,1967,"None found, add some","None found, add some",Kuri Jikken Manga Koubou,Original,"Avant Garde, Award Winning, Comedy",4 min.,R+ - Mild Nudity,1,,,,
Yoru no Okite,A Rule Of Dreams,3.90,11343,13248,2,Movie,1,Finished Airing,1995,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,4 min.,R - 17+ (violence & profanity),1,,,,
Mahou Shoujo? Naria☆Girls,Mahou Shoujo? Naria Girls,3.89,6710,13249,9,TV,12,Finished Airing,"Jul 7, 2016 to Sep 22, 2016","Pony Canyon,       Pony Canyon Enterprises,       SMIRAL Animation","None found, add some",Bouncy,Original,,8 min. per ep.,PG-13 - Teens 13 or older,18,Mahou Shoujo,Summer 2016,Thursdays at 00:05 (JST),
MILPOM★ Pilot,,3.89,13057,13250,1,ONA,1,Finished Airing,"Mar 20, 2015","None found, add some","None found, add some",Bandai Namco Pictures,Original,Comedy,3 min.,PG-13 - Teens 13 or older,1,,,,
Zenchuu Maite,Dancer of Vermicular,4.55,15567,13101,576,Movie,1,Finished Airing,2004,"None found, add some","None found, add some","None found, add some",Other,Avant Garde,6 min.,G - All Ages,0,,,,
Kobe to Watashi,,4.54,12162,13102,1,ONA,1,Finished Airing,"May 9, 2010","None found, add some","None found, add some","None found, add some",Original,"Comedy, Slice of Life",4 min.,G - All Ages,0,,,,
Deep Sea Tentacle,,4.54,16577,13103,461,ONA,1,Finished Airing,"Jul 16, 2007","None found, add some","None found, add some","None found, add some",Original,Avant Garde,1 min.,G - All Ages,0,Music,,,
Five Fire Fish,,4.54,14994,13104,667,Movie,1,Finished Airing,May 2013,"None found, add some","None found, add some","Yamamura Animation, Inc.",Original,Avant Garde,1 min.,G - All Ages,1,,,,
Issunboushi no Shusse,The Tiny One Makes It Big,4.54,12007,13105,1,Movie,1,Finished Airing,1929,"None found, add some","None found, add some","None found, add some",Original,Supernatural,1 min.,G - All Ages,1,,,,
Armored Core: Fort Tower Song,,4.53,11979,13106,1,ONA,1,Finished Airing,2006,Aniplex,"None found, add some","None found, add some",Game,"Action, Sci-Fi",1 min.,PG-13 - Teens 13 or older,1,Mecha,,,
Beluga,,4.53,12558,13107,1,Movie,1,Finished Airing,2011,"None found, add some","None found, add some","None found, add some",Book,"Avant Garde, Horror",5 min.,R+ - Mild Nudity,1,,,,
Zonmi-chan: Halloween☆Special Movie!,,4.53,12890,13108,1,ONA,1,Finished Airing,"Oct 26, 2015","None found, add some","None found, add some",Neft Film,Original,"Comedy, Horror",52 sec.,PG-13 - Teens 13 or older,0,,,,
Nyago Dance,The Cat Purr Dance,4.51,16214,13113,497,Movie,1,Finished Airing,1932,"None found, add some","None found, add some","None found, add some",Original,,3 min.,G - All Ages,1,,,,Kids
Kataribe Jinkou Chinou ga Tsubuyaku Noroi no Yogen,,4.53,14554,13109,760,ONA,1,Finished Airing,"Feb 2, 2018","None found, add some","None found, add some","None found, add some",Manga,"Horror, Suspense",1 min.,PG-13 - Teens 13 or older,0,,,,Seinen
Nezumi no Rusuban,Home Alone Mice,4.52,12655,13110,1,Movie,1,Finished Airing,1931,"None found, add some","None found, add some","None found, add some",Original,Action,1 min.,G - All Ages,0,,,,
Osaru no Sankichi: Boukuusen,Sankichi the Monkey: The Air Combat,4.52,12725,13111,1,Movie,1,Finished Airing,1942,"None found, add some","None found, add some","None found, add some",Original,,3 min.,G - All Ages,0,Military,,,
Nouryou Anime: Denkyuu Ika Matsuri,Squid Festival,4.51,13895,13112,922,Movie,1,Finished Airing,1993,"None found, add some","None found, add some","None found, add some",Original,"Avant Garde, Horror",5 min.,PG-13 - Teens 13 or older,0,Psychological,,,
Onyankopon,,4.51,11792,13114,1,ONA,12,Finished Airing,"Oct 6, 2017 to Dec 22, 2017",Asmik Ace,"None found, add some",Kyotoma,Other,Comedy,3 min. per ep.,G - All Ages,1,"Music, School",,,
Papillon Rose,,4.51,8584,13115,4,TV,6,Finished Airing,"Feb 9, 2006 to Mar 17, 2006","None found, add some",Maiden Japan,Studio Kelmadick,Other,"Comedy, Ecchi",24 min. per ep.,R+ - Mild Nudity,4,"Mahou Shoujo, Parody",Winter 2006,Unknown,
Petit Manga,,4.51,16871,13116,435,Movie,1,Finished Airing,2009,"None found, add some","None found, add some",Takun Manga Box,Original,Avant Garde,5 min.,G - All Ages,0,,,,
