Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Premiered,Broadcast,Demographics
Xin Shen Bang: Yang Jian,New Gods: Yang Jian,7.24,12436,3026,1,Movie,1,Finished Airing,"Aug 19, 2022","GKIDS,       bilibili","None found, add some",Light Chaser Animation Studios,Original,"Action, Adventure, Fantasy",,2 hr. 7 min.,PG-13 - Teens 13 or older,6,,,
Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,The Familiar of Zero: Rondo of the Princesses OVA,7.24,2180,3028,94,Special,1,Finished Airing,"Dec 25, 2008","None found, add some",Sentai Filmworks,J.C.Staff,Light novel,"Comedy, Fantasy, Ecchi","Harem, Isekai",23 min.,PG-13 - Teens 13 or older,117,,,
Aggressive Retsuko: We Wish You a Metal Christmas,Aggretsuko: We Wish You a Metal Christmas,7.24,2985,3029,55,ONA,1,Finished Airing,"Dec 20, 2018","Sanrio,       Netflix","None found, add some",Fanworks,Other,Comedy,Anthropomorphic,22 min.,PG-13 - Teens 13 or older,39,,,
Ajin Part 3: Shougeki,Ajin: Demi-Human Movie 3: Collide,7.24,4321,3030,26,Movie,1,Finished Airing,"Sep 23, 2016",TOHO animation,Sentai Filmworks,Polygon Pictures,Manga,"Action, Horror, Mystery, Supernatural",Gore,2 hr.,R - 17+ (violence & profanity),13,,,Seinen
Alice to Therese no Maboroshi Koujou,Maboroshi,7.24,2162,3031,95,Movie,1,Finished Airing,"Sep 15, 2023","Dentsu,       Movic,       Warner Bros. Japan,       Bushiroad,       Lawson,       Cygames,       Mainichi Shimbun,       Kadokawa,       Legs,       Studio Easter,       NatureLab","None found, add some",MAPPA,Original,"Award Winning, Drama",,1 hr. 50 min.,PG-13 - Teens 13 or older,530,,,
Asura Cryin' 2,,7.24,2795,3033,62,TV,13,Finished Airing,"Oct 1, 2009 to Dec 24, 2009","TV Tokyo,       Starchild Records,       Raku High Student Council",Maiden Japan,Seven Arcs,Light novel,"Action, Fantasy, Sci-Fi","Harem, Mecha, School",24 min. per ep.,PG-13 - Teens 13 or older,95,Fall 2009,Thursdays at 08:00 (JST),
Amanchu!,,7.24,2189,3032,93,TV,12,Finished Airing,"Jul 8, 2016 to Sep 23, 2016","Production I.G,       Frontier Works,       Shochiku,       AT-X,       flying DOG,       Tokyo MX,       Mag Garden","None found, add some",J.C.Staff,Manga,Slice of Life,"Iyashikei, School",23 min. per ep.,PG-13 - Teens 13 or older,293,Summer 2016,Fridays at 23:00 (JST),Shounen
Bubble,,7.24,1155,3035,212,ONA,1,Finished Airing,"Apr 28, 2022","Warner Bros. Japan,       Nitroplus,       Straight Edge,       STORY,       Lawson Entertainment","None found, add some",Wit Studio,Original,"Action, Sci-Fi",,1 hr. 40 min.,PG-13 - Teens 13 or older,"1,492",,,
Break Blade,Broken Blade,7.24,2149,3034,96,TV,12,Finished Airing,"Apr 6, 2014 to Jun 22, 2014","Bandai Visual,       Lantis,       Showgate","None found, add some","Production I.G,       Xebec",Manga,"Action, Fantasy","Adult Cast, Mecha, Military",24 min. per ep.,R - 17+ (violence & profanity),221,Spring 2014,Sundays at 23:00 (JST),Shounen
Clannad Movie,Clannad The Motion Picture,7.24,1356,3036,177,Movie,1,Finished Airing,"Sep 15, 2007","None found, add some",Sentai Filmworks,Toei Animation,Visual novel,"Drama, Romance, Supernatural",School,1 hr. 33 min.,PG-13 - Teens 13 or older,428,,,
Cuticle Tantei Inaba,Cuticle Detective Inaba,7.24,2005,3037,106,TV,12,Finished Airing,"Jan 4, 2013 to Mar 22, 2013","Frontier Works,       Media Factory,       AT-X,       Showgate,       BIGLOBE",Sentai Filmworks,Zexcs,Manga,"Comedy, Fantasy, Mystery","Detective, Gag Humor, Organized Crime",23 min. per ep.,PG-13 - Teens 13 or older,419,Winter 2013,Fridays at 23:30 (JST),Shounen
Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,Doraemon the Movie: Nobita and the Winged Braves,7.24,7637,3038,6,Movie,1,Finished Airing,"Mar 10, 2001","None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Fantasy",,1 hr. 31 min.,PG - Children,2,,,"KidsKids,         ShounenShounen"
Dumbbell Nan Kilo Moteru?,How Heavy Are the Dumbbells You Lift?,7.24,583,3039,398,TV,12,Finished Airing,"Jul 3, 2019 to Sep 18, 2019","AT-X,       Shogakukan,       Kadokawa Media House,       RAY,       NTT Plala,       Kadokawa",Funimation,Doga Kobo,Web manga,"Comedy, Ecchi",CGDCT,24 min. per ep.,PG-13 - Teens 13 or older,"1,318",Summer 2019,Wednesdays at 22:30 (JST),
Emo Faze,Law of Devil,7.24,12325,3041,1,ONA,24,Finished Airing,"Sep 29, 2023 to Jan 12, 2024",Tencent Penguin Pictures,"None found, add some",CG Year,Web novel,"Action, Adventure, Fantasy",,22 min. per ep.,PG-13 - Teens 13 or older,9,,,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,Is It Wrong to Try to Pick Up Girls in a Dungeon? II,7.24,226,3040,821,TV,12,Finished Airing,"Jul 13, 2019 to Sep 28, 2019","Genco,       Movic,       Warner Bros. Japan,       KlockWorx,       SoftBank Creative,       Hakuhodo DY Music & Pictures,       Egg Firm,       FuRyu,       GREE",Sentai Filmworks,J.C.Staff,Light novel,"Action, Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"2,078",Summer 2019,Saturdays at 00:30 (JST),
Erementar Gerad,Elemental Gelade,7.24,2144,3042,96,TV,26,Finished Airing,"Apr 5, 2005 to Sep 27, 2005","TV Tokyo,       Sotsu,       Victor Entertainment","Funimation,       Discotek Media,       Geneon Entertainment USA",Xebec,Manga,"Action, Adventure, Fantasy, Romance",Super Power,24 min. per ep.,PG-13 - Teens 13 or older,463,Spring 2005,Tuesdays at 18:00 (JST),Shounen
Fullmetal Alchemist: Reflections,,7.24,3368,3043,44,Special,1,Finished Airing,"Mar 19, 2005","None found, add some","None found, add some",Bones,Manga,"Adventure, Comedy, Drama, Fantasy",Military,55 min.,R - 17+ (violence & profanity),38,,,Shounen
Fushigi Yuugi: Dai Ni Bu,Mysterious Play OVA 2,7.24,4809,3044,20,OVA,6,Finished Airing,"May 25, 1997 to Oct 25, 1998","None found, add some","Media Blasters,       Geneon Entertainment USA",Pierrot,Manga,"Adventure, Fantasy, Romance","Historical, Isekai, Martial Arts",33 min. per ep.,PG-13 - Teens 13 or older,41,,,Shoujo
Golden Kamuy OVA,,7.24,4243,3045,27,OVA,1,Finished Airing,"Sep 19, 2018","NBCUniversal Entertainment Japan,       Shueisha,       Twin Engine","None found, add some",Geno Studio,Manga,"Action, Adventure","Adult Cast, Historical, Military",22 min.,R - 17+ (violence & profanity),15,,,Seinen
Gyokou no Nikuko-chan,Fortune Favors Lady Nikuko,7.24,6078,3046,11,Movie,1,Finished Airing,"Jun 11, 2021","None found, add some",GKIDS,Studio 4°C,Novel,"Award Winning, Drama",,1 hr. 36 min.,PG-13 - Teens 13 or older,36,,,
Heavy Object,,7.24,1511,3047,155,TV,24,Finished Airing,"Oct 3, 2015 to Mar 26, 2016","Movic,       Magic Capsule,       Warner Bros. Japan,       KlockWorx,       ASCII Media Works,       Showgate,       GREE",Funimation,"J.C.Staff,       SANZIGEN",Light novel,"Action, Sci-Fi","Mecha, Military",23 min. per ep.,PG-13 - Teens 13 or older,452,Fall 2015,Saturdays at 00:30 (JST),
Aoshi Jiuchong Tian,Transcending the Nine Heavens,7.23,13905,3049,916,ONA,12,Finished Airing,"Oct 1, 2023 to Dec 10, 2023","bilibili,       China Literature Limited","None found, add some",Foch Films,Web novel,"Action, Adventure, Fantasy","Historical, Martial Arts",25 min. per ep.,PG-13 - Teens 13 or older,5,,,
High School DxD Hero,,7.24,436,3048,512,TV,12,Finished Airing,"Apr 17, 2018 to Jul 3, 2018","Genco,       Movic,       AT-X,       Memory-Tech,       Hakuhodo DY Music & Pictures,       Kadokawa,       Bandai Namco Arts",Funimation,Passione,Light novel,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, Mythology, School",23 min. per ep.,R+ - Mild Nudity,"2,648",Spring 2018,Tuesdays at 23:00 (JST),
Boku no Hero Academia: Sukue! Kyuujo Kunren!,My Hero Academia: Rescue! Rescue Training,7.23,1322,3051,182,OVA,1,Finished Airing,"Apr 4, 2017","None found, add some","None found, add some",Bones,Manga,Action,"School, Super Power",25 min.,PG-13 - Teens 13 or older,154,,,Shounen
Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,,7.23,8239,3053,5,Movie,1,Finished Airing,"Apr 19, 2003",TV Asahi,"None found, add some",Shin-Ei Animation,Manga,"Action, Adventure, Comedy",,1 hr. 30 min.,G - All Ages,7,,,Seinen
Beelzebub-jou no Okinimesu mama.,As Miss Beelzebub Likes.,7.23,2121,3050,98,TV,12,Finished Airing,"Oct 11, 2018 to Dec 27, 2018","Aniplex,       Square Enix,       Movic,       Studio Mausu,       Tokyo MX,       Q-Tec,       ABC Animation,       CA-Cygames Anime Fund",Discotek Media,LIDENFILMS,4-koma manga,"Comedy, Fantasy, Romance","Mythology, Workplace",24 min. per ep.,PG-13 - Teens 13 or older,332,Fall 2018,Thursdays at 02:50 (JST),Shounen
Boku no Hero Academia: Sukue! Kyuujo Kunren!,My Hero Academia: Rescue! Rescue Training,7.23,1322,3051,182,OVA,1,Finished Airing,"Apr 4, 2017","None found, add some","None found, add some",Bones,Manga,Action,"School, Super Power",25 min.,PG-13 - Teens 13 or older,154,,,Shounen
Cheonnyeon-yeowoo Yeowoobi,"Yobi, The Five Tailed Fox",7.23,5528,3052,14,Movie,1,Finished Airing,"Jan 25, 2007",Yellow Film,"None found, add some",Sunwoo Entertainment,Original,"Drama, Fantasy, Sci-Fi",,1 hr. 25 min.,PG - Children,49,,,
Damekko Doubutsu,,7.23,6147,3054,11,TV,26,Finished Airing,"Jan 17, 2005 to Feb 21, 2005","SKY Perfect Well Think,       Kids Station,       Takeshobo","None found, add some",Magic Bus,4-koma manga,"Comedy, Slice of Life",Anthropomorphic,6 min. per ep.,G - All Ages,52,Winter 2005,Unknown,
Digimon Adventure 02,,7.23,1088,3055,223,TV,50,Finished Airing,"Apr 2, 2000 to Mar 25, 2001","Yomiko Advertising,       Fuji TV","Discotek Media,       Saban Entertainment,       Flatiron Film Company",Toei Animation,Original,"Action, Adventure, Comedy, Fantasy",Isekai,25 min. per ep.,PG - Children,768,Spring 2000,Sundays at 09:00 (JST),Kids
Gatchaman Crowds Insight,,7.23,2482,3056,76,TV,12,Finished Airing,"Jul 5, 2015 to Sep 27, 2015","VAP,       DAX Production,       Nippon Television Network",Sentai Filmworks,Tatsunoko Production,Original,"Action, Sci-Fi",Super Power,23 min. per ep.,PG-13 - Teens 13 or older,195,Summer 2015,Sundays at 01:55 (JST),
H2,,7.23,6350,3059,10,TV,41,Finished Airing,"Jun 1, 1995 to Mar 21, 1996","Asatsu DK,       TOHO,       Asahi Broadcasting","None found, add some",Ashi Productions,Manga,"Comedy, Romance, Sports",Team Sports,24 min. per ep.,PG-13 - Teens 13 or older,31,Summer 1995,Thursdays at 19:00 (JST),Shounen
Gekai Elise,Doctor Elise: The Royal Lady with the Lamp,7.23,2447,3057,78,TV,12,Finished Airing,"Jan 10, 2024 to Mar 27, 2024","Lantis,       AT-X,       Docomo Anime Store,       Kansai Telecasting,       BS NTV,       Kadokawa,       Simplicity,       Bandai Namco Music Live","None found, add some",Maho Film,Web manga,"Fantasy, Romance","Medical, Reincarnation",23 min. per ep.,PG-13 - Teens 13 or older,427,Winter 2024,Wednesdays at 21:30 (JST),
High School Fleet OVA,,7.23,4822,3060,20,OVA,2,Finished Airing,"Mar 31, 2017 to May 24, 2017",Cromea,"None found, add some",Production IMS,Original,Action,"Military, School",24 min. per ep.,PG-13 - Teens 13 or older,32,,,
GJ-bu@,,7.23,3674,3058,37,TV Special,1,Finished Airing,"May 6, 2014","None found, add some","None found, add some",Doga Kobo,Light novel,"Comedy, Slice of Life",School,46 min.,PG-13 - Teens 13 or older,25,,,
Himouto! Umaru-chan OVA,,7.23,2367,3061,82,OVA,2,Finished Airing,"Oct 19, 2015 to Apr 19, 2017","None found, add some","None found, add some",Doga Kobo,Manga,Comedy,"Otaku Culture, School",23 min. per ep.,PG-13 - Teens 13 or older,68,,,Seinen
Hyakko,,7.23,3304,3062,45,TV,13,Finished Airing,"Oct 2, 2008 to Dec 25, 2008",Flex Comix,Nozomi Entertainment,Nippon Animation,Manga,"Comedy, Slice of Life","CGDCT, School",24 min. per ep.,PG-13 - Teens 13 or older,108,Fall 2008,Thursdays at 02:35 (JST),
Inu to Neko Docchi mo Katteru to Mainichi Tanoshii,"With a Dog AND a Cat, Every Day is Fun",7.23,5415,3063,15,TV,24,Finished Airing,"Oct 3, 2020 to Mar 27, 2021","Half H.P Studio,       studioGONG","None found, add some",Team TillDawn,Web manga,"Comedy, Slice of Life",Pets,1 min. per ep.,G - All Ages,43,Fall 2020,Saturdays at 01:50 (JST),
Just Because!,,7.23,779,3065,309,TV,12,Finished Airing,"Oct 5, 2017 to Dec 28, 2017","Sotsu,       AT-X,       BS Fuji,       NBCUniversal Entertainment Japan,       Tokyo MX,       Moonbell,       INCS toenter",Sentai Filmworks,PINE JAM,Original,"Drama, Romance","Love Polygon, School",23 min. per ep.,PG-13 - Teens 13 or older,"1,490",Fall 2017,Thursdays at 21:00 (JST),
JoJo no Kimyou na Bouken: Adventure,JoJo's Bizarre Adventure (OVA),7.23,2363,3064,82,OVA,7,Finished Airing,"May 25, 2000 to Jan 25, 2002","KlockWorx,       BEAM Entertainment","None found, add some",APPP,Manga,"Action, Adventure, Drama, Supernatural",Vampire,30 min. per ep.,R+ - Mild Nudity,372,,,Shounen
Kakegurui,,7.23,80,3066,1,TV,12,Finished Airing,"Jul 1, 2017 to Sep 23, 2017","Dentsu,       Square Enix,       Mainichi Broadcasting System,       Movic,       KlockWorx,       DIVE II Entertainment,       81 Produce,       Avex Pictures,       FuRyu",Sentai Filmworks,MAPPA,Manga,"Drama, Mystery, Suspense","High Stakes Game, Psychological, School, Strategy Game",24 min. per ep.,R - 17+ (violence & profanity),"10,991",Summer 2017,Saturdays at 22:00 (JST),Shounen
Kidou Senshi Gundam 0083: Stardust Memory,Mobile Suit Gundam 0083: Stardust Memory,7.23,3281,3067,45,OVA,13,Finished Airing,"May 23, 1991 to Sep 24, 1992",Bandai Visual,"Nozomi Entertainment,       Bandai Entertainment",Sunrise,Original,"Action, Adventure, Drama, Romance, Sci-Fi","Mecha, Military, Space",28 min. per ep.,PG-13 - Teens 13 or older,257,,,
Kiniro Mosaic,KINMOZA!,7.23,1311,3068,184,TV,12,Finished Airing,"Jul 6, 2013 to Sep 21, 2013","Genco,       Media Factory,       Movic,       AT-X,       flying DOG,       Showgate",Sentai Filmworks,Studio Gokumi,4-koma manga,Slice of Life,"CGDCT, School",24 min. per ep.,PG-13 - Teens 13 or older,877,Summer 2013,Unknown,
Koukaku Kidoutai Arise: Alternative Architecture,Ghost in the Shell: Arise - Alternative Architecture,7.23,3388,3070,43,TV,10,Finished Airing,"Apr 5, 2015 to Jun 14, 2015","Kodansha,       TOHO animation",Funimation,Production I.G,Manga,"Action, Sci-Fi, Suspense","Adult Cast, Detective, Mecha, Psychological",24 min. per ep.,R - 17+ (violence & profanity),46,Spring 2015,Sundays at 22:30 (JST),
Kinnikuman,,7.23,5739,3069,13,TV,137,Finished Airing,"Apr 3, 1983 to Oct 1, 1986",Nippon Television Network,"None found, add some",Toei Animation,Manga,"Comedy, Sports",Combat Sports,24 min. per ep.,PG-13 - Teens 13 or older,77,Spring 1983,Unknown,Shounen
Layton Mystery Tanteisha: Katri no Nazotoki File,,7.23,5140,3072,17,TV,50,Finished Airing,"Apr 8, 2018 to Mar 31, 2019",Level-5,"None found, add some",LIDENFILMS,Game,"Comedy, Mystery",,23 min. per ep.,PG - Children,59,Spring 2018,Sundays at 08:30 (JST),Kids
Kuma Kuma Kuma Bear,,7.23,1445,3071,164,TV,12,Finished Airing,"Oct 7, 2020 to Dec 23, 2020","AT-X,       Nippon Columbia,       Tokyo MX,       Good Smile Company,       Kadokawa Media House,       Kadokawa,       Crest,       Shufu to Seikatsusha",Funimation,EMT Squared,Light novel,"Adventure, Comedy, Fantasy",Isekai,23 min. per ep.,PG-13 - Teens 13 or older,982,Fall 2020,Wednesdays at 21:00 (JST),
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,Someday's Dreamers II: Sora,7.23,4218,3074,28,TV,12,Finished Airing,"Jul 3, 2008 to Sep 25, 2008","TV Asahi,       Geneon Entertainment",Sentai Filmworks,HAL Film Maker,Manga,"Romance, Slice of Life",Iyashikei,23 min. per ep.,G - All Ages,67,Summer 2008,Unknown,Shounen
Lupin III: Honoo no Kioku - Tokyo Crisis,Lupin III: Tokyo Crisis,7.23,6819,3073,8,TV Special,1,Finished Airing,"Jul 24, 1998","VAP,       TMS Entertainment,       Tohokushinsha Film Corporation","Funimation,       Discotek Media",Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery",Adult Cast,1 hr. 32 min.,PG-13 - Teens 13 or older,14,,,Shounen
Meitantei Conan OVA 01: Conan vs. Kid vs. Yaiba - Houtou Soudatsu Daikessen!!,Detective Conan OVA 01: Conan VS KID VS Yaiba,7.23,4862,3076,20,OVA,1,Finished Airing,"Oct 11, 2000","None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",,24 min.,PG-13 - Teens 13 or older,12,,,Shounen
Maoyuu Maou Yuusha,Maoyu,7.23,462,3075,489,TV,12,Finished Airing,"Jan 5, 2013 to Mar 30, 2013","Genco,       Animax",Sentai Filmworks,Arms,Light novel,"Adventure, Fantasy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older,"1,492",Winter 2013,Saturdays at Unknown,
Meitantei Conan OVA 05: Hyouteki wa Kogoro! Shounen Tanteidan Maruchichousa,Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,7.23,5550,3077,14,OVA,1,Finished Airing,2005,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Detective,23 min.,PG-13 - Teens 13 or older,4,,,Shounen
Nanatsu no Taizai: Imashime no Fukkatsu Joshou,The Seven Deadly Sins: Revival of The Commandments - Prologue,7.23,2688,3078,66,Special,1,Finished Airing,"Jan 6, 2018","None found, add some","None found, add some",A-1 Pictures,Manga,"Action, Adventure, Fantasy",,24 min.,PG-13 - Teens 13 or older,113,,,Shounen
Nazo no Kanojo X,Mysterious Girlfriend X,7.23,754,3080,320,TV,13,Finished Airing,"Apr 8, 2012 to Jul 1, 2012","Starchild Records,       Yomiko Advertising,       Kodansha,       Atelier Musa",Sentai Filmworks,Hoods Entertainment,Manga,Romance,School,24 min. per ep.,PG-13 - Teens 13 or older,"3,239",Spring 2012,Sundays at 01:30 (JST),Seinen
Natsu no Arashi!,Summer Storm!,7.23,2992,3079,54,TV,13,Finished Airing,"Apr 6, 2009 to Jun 29, 2009","TV Tokyo Music,       GANSIS",Maiden Japan,Shaft,Manga,"Comedy, Romance, Supernatural",Time Travel,23 min. per ep.,PG-13 - Teens 13 or older,86,Spring 2009,Unknown,Shounen
Ookiku Furikabutte: Kihon no Kihon,Big Windup! The Basics of Basics,7.23,5729,3081,13,Special,1,Finished Airing,"Feb 27, 2008","None found, add some",Funimation,A-1 Pictures,Manga,"Drama, Sports",Team Sports,23 min.,G - All Ages,9,,,Seinen
