Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics
Genshiken Nidaime OVA,,7.15,5025,3511,18,OVA,1,Finished Airing,"Dec 20, 2013",,,"None found, add some","None found, add some",Production I.G,Manga,Slice of Life,"Adult Cast, Otaku Culture, Parody",23 min.,R - 17+ (violence & profanity),9,Seinen
Gingitsune,Gingitsune: Messenger Fox of the Gods,7.15,2897,3512,58,TV,12,Finished Airing,"Oct 7, 2013 to Dec 23, 2013",Fall 2013,Mondays at 01:05 (JST),"TV Tokyo,       Lantis,       MediaNet,       Pony Canyon,       Movic,       AT-X,       KlockWorx,       Glovision,       Shueisha",Sentai Filmworks,Diomedéa,Manga,"Slice of Life, Supernatural",Mythology,24 min. per ep.,PG-13 - Teens 13 or older,95,Seinen
Hentai Ouji to Warawanai Neko.,"The ""Hentai"" Prince and the Stony Cat.",7.15,503,3513,452,TV,12,Finished Airing,"Apr 13, 2013 to Jun 29, 2013",Spring 2013,Saturdays at 22:30 (JST),"Frontier Works,       Media Factory,       FuRyu",Sentai Filmworks,J.C.Staff,Light novel,"Comedy, Romance, Supernatural","Harem, School",24 min. per ep.,PG-13 - Teens 13 or older,"1,729",
Higurashi no Naku Koro ni Kai Specials,Higurashi: When They Cry – Kai Specials,7.15,3140,3514,50,Special,24,Finished Airing,"Sep 21, 2007 to Aug 22, 2008",,,"Frontier Works,       Sotsu,       Movic","None found, add some",Studio Deen,Visual novel,Comedy,Parody,33 sec. per ep.,PG-13 - Teens 13 or older,121,
Aikatsu Friends!: Kagayaki no Jewel,,7.14,7987,3516,5,TV,26,Finished Airing,"Apr 4, 2019 to Sep 26, 2019",Spring 2019,Thursdays at 18:25 (JST),Sunrise Music,"None found, add some",Bandai Namco Pictures,Game,Slice of Life,"Idols (Female), Music, School",24 min. per ep.,PG - Children,19,
Battle Spirits: Brave,,7.14,8727,3518,4,TV,50,Finished Airing,"Sep 12, 2010 to Sep 11, 2011",Fall 2010,Sundays at 07:00 (JST),Nagoya Broadcasting Network,"None found, add some",Sunrise,Card game,"Adventure, Sci-Fi","Military, Mythology, Strategy Game",24 min. per ep.,PG - Children,22,
4-nin wa Sorezore Uso wo Tsuku,The Little Lies We All Tell,7.14,3692,3515,37,TV,11,Finished Airing,"Oct 16, 2022 to Dec 25, 2022",Fall 2022,Sundays at 02:00 (JST),"Pierrot,       Kodansha,       ABC Animation,       MediBang","None found, add some",Studio Flad,Manga,"Comedy, Supernatural","Gag Humor, School, Super Power",23 min. per ep.,PG-13 - Teens 13 or older,132,Shounen
Aku no Hana,Flowers of Evil,7.14,1081,3517,226,TV,13,Finished Airing,"Apr 5, 2013 to Jun 30, 2013",Spring 2013,Fridays at 22:00 (JST),"Starchild Records,       Animax,       Kodansha,       KlockWorx,       GANSIS",Sentai Filmworks,Zexcs,Manga,"Drama, Romance, Suspense","Psychological, School",24 min. per ep.,R - 17+ (violence & profanity),"3,160",Shounen
Cardfight!! Vanguard: Link Joker-hen,Cardfight!! Vanguard Link Joker,7.14,4542,3519,23,TV,59,Finished Airing,"Jan 13, 2013 to Mar 2, 2014",Winter 2013,Sundays at 10:00 (JST),"TV Tokyo,       Dentsu,       Sotsu,       Bushiroad","None found, add some",TMS Entertainment,Original,Action,Strategy Game,24 min. per ep.,PG-13 - Teens 13 or older,85,
Cencoroll,,7.14,2056,3520,102,Movie,1,Finished Airing,"Jul 28, 2009",,,"Aniplex,       Think Corporation",Aniplex of America,"None found, add some",Original,"Action, Sci-Fi",,26 min.,PG-13 - Teens 13 or older,283,
Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,Crayon Shin-chan: Fast Asleep! The Great Assault on the Dreaming World!,7.14,9411,3521,3,Movie,1,Finished Airing,"Apr 16, 2016",,,"TV Asahi,       Asatsu DK","None found, add some",Shin-Ei Animation,Manga,Comedy,,1 hr. 36 min.,G - All Ages,4,Seinen
Cyborg Kuro-chan,,7.14,6564,3522,9,TV,66,Finished Airing,"Oct 2, 1999 to Jan 6, 2001",Fall 1999,Saturdays at 08:00 (JST),"Public & Basic,       Imagine","None found, add some",Studio Bogey,Manga,"Comedy, Sci-Fi",,25 min. per ep.,PG - Children,67,
Dantalian no Shoka: Ibarahime,The Mystic Archives of Dantalian: Ibarahime,7.14,4689,3523,22,OVA,1,Finished Airing,"Aug 9, 2012",,,"TV Tokyo,       Kadokawa Shoten,       Kadokawa Pictures Japan,       KlockWorx",Funimation,Gainax,Light novel,"Action, Mystery","Detective, Historical",24 min.,PG-13 - Teens 13 or older,12,
Deadman Wonderland,,7.14,110,3524,1,TV,12,Finished Airing,"Apr 17, 2011 to Jul 3, 2011",Spring 2011,Sundays at 01:00 (JST),"Kadokawa Shoten,       Kadokawa Pictures Japan,       KlockWorx,       AMG MUSIC",Funimation,Manglobe,Manga,"Action, Horror, Sci-Fi, Supernatural, Suspense","Gore, High Stakes Game, Survival",24 min. per ep.,R - 17+ (violence & profanity),"6,872",Shounen
Doraemon Movie 11: Nobita to Animal Planet,Doraemon the Movie: Nobita and the Animal Planet,7.14,7017,3526,8,Movie,1,Finished Airing,"Mar 10, 1990",,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy, Sci-Fi",,1 hr. 40 min.,PG - Children,1,"KidsKids,         ShounenShounen"
Doraemon Movie 10: Nobita no Nippon Tanjou,Doraemon the Movie: Nobita and the Birth of Japan,7.14,8121,3525,5,Movie,1,Finished Airing,"Mar 11, 1989",,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",Time Travel,1 hr. 40 min.,PG - Children,1,"KidsKids,         ShounenShounen"
Fairy Tail x Rave,,7.14,1767,3527,126,OVA,1,Finished Airing,"Aug 16, 2013",,,"None found, add some","None found, add some","Satelight,       A-1 Pictures",Manga,"Action, Adventure, Fantasy",,25 min.,PG-13 - Teens 13 or older,236,Shounen
Fantasy Bishoujo Juniku Ojisan to,Life with an Ordinary Guy who Reincarnated into a Total Fantasy Knockout,7.14,1366,3528,174,TV,12,Finished Airing,"Jan 12, 2022 to Mar 30, 2022",Winter 2022,Wednesdays at 00:00 (JST),"TV Tokyo,       bilibili,       Cygames,       Bit grooove promotion,       Bushiroad Move,       Music Brains","None found, add some",OLM,Web manga,"Adventure, Comedy, Fantasy","Isekai, Magical Sex Shift, Parody",23 min. per ep.,PG-13 - Teens 13 or older,779,
Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,Fate/Grand Order: Absolute Demonic Front - Babylonia Initium Iter,7.14,2612,3529,70,Special,1,Finished Airing,"Aug 4, 2019",,,"Aniplex,       Notes,       Delightworks",Aniplex of America,CloverWorks,Game,"Action, Fantasy, Supernatural",,27 min.,PG-13 - Teens 13 or older,66,
Fushigiboshi no☆Futagohime Gyu!,Twin Princesses of the Wonder Planet,7.14,7602,3530,6,TV,52,Finished Airing,"Apr 1, 2006 to Mar 31, 2007",Spring 2006,Unknown,Nihon Ad Systems,"None found, add some","J.C.Staff,       HAL Film Maker",Original,"Comedy, Fantasy",Mahou Shoujo,24 min. per ep.,G - All Ages,34,
Gundam Build Fighters: GM no Gyakushuu,,7.14,6552,3532,9,ONA,1,Finished Airing,"Aug 25, 2017",,,"Sotsu,       Nozomi Entertainment","None found, add some",Sunrise,Original,"Action, Sci-Fi",Mecha,31 min.,PG-13 - Teens 13 or older,9,
Giant Gorg,,7.14,7532,3531,6,TV,26,Finished Airing,"Apr 5, 1984 to Sep 27, 1984",Spring 1984,Unknown,"None found, add some",Discotek Media,Sunrise,Original,"Action, Adventure, Sci-Fi",Mecha,25 min. per ep.,PG-13 - Teens 13 or older,26,
Hayate no Gotoku! Heaven Is a Place on Earth,Hayate the Combat Butler! Movie,7.14,3681,3533,37,Movie,1,Finished Airing,"Aug 27, 2011",,,"TV Tokyo,       Geneon Universal Entertainment,       Shogakukan-Shueisha Productions,       Half H.P Studio,       Shogakukan Music & Digital Entertainment",Sentai Filmworks,Manglobe,Manga,Comedy,"Harem, Parody",1 hr. 9 min.,PG-13 - Teens 13 or older,31,Shounen
Kaze no Youjinbou,Kaze no Yojimbo,7.14,5375,3535,15,TV,25,Finished Airing,"Oct 2, 2001 to Mar 26, 2002",Fall 2001,Unknown,"None found, add some",Bandai Entertainment,Pierrot,Original,"Action, Drama, Mystery",,23 min. per ep.,R - 17+ (violence & profanity),42,
Higurashi no Naku Koro ni Special: Nekogoroshi-hen,Higurashi: When They Cry - Cat Killing Chapter,7.14,2434,3534,78,Special,1,Finished Airing,"Aug 2, 2007",,,"Frontier Works,       Sotsu","None found, add some",Studio Deen,Light novel,Mystery,,23 min.,PG-13 - Teens 13 or older,73,
Kenran Butou Sai: The Mars Daybreak,Mars Daybreak,7.14,4672,3536,22,TV,26,Finished Airing,"Apr 1, 2004 to Sep 23, 2004",Spring 2004,Unknown,"None found, add some",Bandai Entertainment,Bones,Original,"Action, Adventure, Comedy, Romance, Sci-Fi","Mecha, Military",23 min. per ep.,PG-13 - Teens 13 or older,33,
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex 2nd GIG - Tachikomatic Days,7.14,4844,3537,20,Special,26,Finished Airing,"Sep 10, 2004 to Sep 27, 2006",,,"None found, add some",Bandai Entertainment,Production I.G,Manga,"Comedy, Sci-Fi",Mecha,1 min. per ep.,PG - Children,16,
Levius,,7.14,4459,3539,24,ONA,12,Finished Airing,"Nov 28, 2019",,,Netflix,VIZ Media,Polygon Pictures,Manga,"Sci-Fi, Sports",Combat Sports,25 min. per ep.,PG-13 - Teens 13 or older,71,Seinen
Kyuuketsuhime Miyu (TV),Vampire Princess Miyu,7.14,3496,3538,41,TV,26,Finished Airing,"Oct 6, 1997 to Mar 30, 1998",Fall 1997,Tuesdays at 01:15 (JST),Studio Jack,"Tokyopop,       Maiden Japan",AIC,Manga,"Action, Drama, Horror, Supernatural","Mythology, Vampire",25 min. per ep.,R - 17+ (violence & profanity),188,Shoujo
Mahoromatic: Automatic Maiden,,7.14,2740,3540,64,TV,12,Finished Airing,"Oct 6, 2001 to Dec 29, 2001",Fall 2001,Unknown,"TBS,       Pioneer LDC","Sentai Filmworks,       Geneon Entertainment USA","Gainax,       Shaft",Manga,"Comedy, Romance, Sci-Fi, Ecchi",Military,24 min. per ep.,R+ - Mild Nudity,205,Seinen
Mahou no Stage Fancy Lala,Magical Stage Fancy Lala,7.14,5830,3541,12,TV,26,Finished Airing,"Apr 5, 1998 to Sep 27, 1998",Spring 1998,Sundays at 09:30 (JST),"Bandai Visual,       TV Osaka,       Yomiko Advertising,       TV Tokyo Music",Bandai Entertainment,Pierrot,Original,"Comedy, Drama, Romance","Idols (Female), Mahou Shoujo, Music",24 min. per ep.,G - All Ages,63,
Mahou Shoujo Madoka★Magica: Concept Movie,Puella Magi Madoka Magica Concept Movie,7.14,4138,3542,29,Movie,1,Finished Airing,"Nov 27, 2015",,,"None found, add some","None found, add some",Shaft,Original,"Drama, Fantasy, Suspense","Mahou Shoujo, Psychological",4 min.,PG-13 - Teens 13 or older,55,
Mouretsu Pirates,Bodacious Space Pirates,7.14,2508,3543,75,TV,26,Finished Airing,"Jan 8, 2012 to Jul 1, 2012",Winter 2012,Sundays at 00:30 (JST),"Starchild Records,       Magic Capsule",Sentai Filmworks,Satelight,Light novel,"Award Winning, Sci-Fi",Space,24 min. per ep.,PG-13 - Teens 13 or older,293,
Mouryou no Hako,,7.14,2782,3544,63,TV,13,Finished Airing,"Oct 8, 2008 to Dec 31, 2008",Fall 2008,Unknown,"VAP,       Kadokawa Shoten,       Nippon Television Network","None found, add some",Madhouse,Novel,"Mystery, Supernatural, Suspense","Detective, Historical, Psychological",23 min. per ep.,R - 17+ (violence & profanity),251,
My Little Goat,,7.14,11775,3546,1,Movie,1,Finished Airing,2018,,,Geidai Animation,"None found, add some","None found, add some",Original,"Drama, Horror",,10 min.,PG-13 - Teens 13 or older,3,
Muumin,,7.14,7407,3545,7,TV,65,Finished Airing,"Oct 5, 1969 to Dec 27, 1970",Fall 1969,Sundays at 19:30 (JST),"Tokyo Movie Shinsha,       Zuiyo","None found, add some",Mushi Production,Book,"Adventure, Fantasy, Slice of Life",,25 min. per ep.,G - All Ages,43,
"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",Naruto Shippuden: Konoha Gakuen - Special,7.14,2705,3547,66,Special,1,Finished Airing,"Feb 6, 2008",,,Bandai,"None found, add some",Pierrot,Manga,Action,"Martial Arts, School",8 min.,PG-13 - Teens 13 or older,190,Shounen
One Piece Recap,One Piece: Romance Dawn Story - Recapping the TV Series So Far,7.14,4683,3548,22,OVA,1,Finished Airing,"Mar 17, 2010",,,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Fantasy",,29 min.,PG-13 - Teens 13 or older,15,Shounen
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",My Mental Choices Are Completely Interfering With My School Romantic Comedy,7.14,566,3549,407,TV,10,Finished Airing,"Oct 10, 2013 to Dec 12, 2013",Fall 2013,Thursdays at 01:00 (JST),"Kadokawa Shoten,       DAX Production,       Studio Jack,       MAGES.",Sentai Filmworks,Diomedéa,Light novel,"Comedy, Romance","Harem, School",24 min. per ep.,PG-13 - Teens 13 or older,"1,501",
"Shounen Maid: Onna wa Dokyou, Otoko wa Aikyou?",Shounen Maid Episode 8.5,7.12,7494,3651,6,Special,1,Finished Airing,"Aug 24, 2016",,,TBS,Funimation,8bit,Manga,Slice of Life,Iyashikei,24 min.,PG-13 - Teens 13 or older,4,Shoujo
SSSS.Gridman,,7.12,813,3652,300,TV,12,Finished Airing,"Oct 7, 2018 to Dec 23, 2018",Fall 2018,Sundays at 00:00 (JST),"Mainichi Broadcasting System,       Pony Canyon,       Tsuburaya Productions,       KlockWorx,       Ultra Super Pictures,       Graphinica,       Docomo Anime Store,       Fields,       BS11",Funimation,Trigger,Original,"Action, Award Winning, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,"1,371",
Otonari ni Ginga,A Galaxy Next Door,7.14,1630,3550,141,TV,12,Finished Airing,"Apr 9, 2023 to Jun 25, 2023",Spring 2023,Sundays at 01:30 (JST),"Kodansha,       KlockWorx,       King Records,       Crunchyroll","None found, add some",Asahi Production,Manga,"Romance, Supernatural","Childcare, Otaku Culture",24 min. per ep.,PG-13 - Teens 13 or older,570,Seinen
Starmyu OVA,,7.12,7311,3653,7,OVA,2,Finished Airing,"Jul 27, 2016 to Sep 21, 2016",,,"None found, add some","None found, add some",C-Station,Original,,"Idols (Male), Music, Performing Arts, School",23 min. per ep.,PG-13 - Teens 13 or older,15,
Tokimeki Tonight,,7.12,6363,3654,10,TV,34,Finished Airing,"Oct 7, 1982 to Sep 22, 1983",Fall 1982,Thursdays at 19:00 (JST),TOHO,"None found, add some",Group TAC,Manga,"Comedy, Fantasy, Romance",Vampire,24 min. per ep.,PG - Children,51,Shoujo
Wu Shang Shen Di 2nd Season,,7.12,10391,3656,2,ONA,400,Currently Airing,"May 21, 2021 to ?",,,"None found, add some","None found, add some",Ruo Hong Culture,Novel,"Action, Adventure, Fantasy, Supernatural",,7 min. per ep.,PG-13 - Teens 13 or older,15,
Unico,The Fantastic Adventures Of Unico,7.12,7698,3655,6,Movie,1,Finished Airing,"Mar 14, 1981",,,"Sanrio,       Tezuka Productions",Discotek Media,Madhouse,Manga,"Adventure, Fantasy",,1 hr. 30 min.,G - All Ages,39,Kids
Zhen Wu Dianfeng 2nd Season,The Peak of True Martial Arts 2nd Season,7.12,13630,3658,999,ONA,52,Finished Airing,"May 10, 2023 to Nov 25, 2023",,,Youku,"None found, add some",Ruo Hong Culture,Original,"Action, Adventure, Fantasy","Historical, Martial Arts",10 min. per ep.,PG-13 - Teens 13 or older,7,
Yu☆Gi☆Oh! Duel Monsters: Battle City Special,,7.12,5001,3657,19,Special,1,Finished Airing,"Jan 1, 2002",,,"None found, add some","None found, add some",Gallop,Manga,"Adventure, Fantasy",Strategy Game,23 min.,PG-13 - Teens 13 or older,30,Shounen
.hack//Quantum,,7.12,3497,3659,41,OVA,3,Finished Airing,"Jan 28, 2011 to Apr 7, 2011",,,"Bandai Visual,       flying DOG,       Showgate,       BIGLOBE",Funimation,Kinema Citrus,Original,"Action, Adventure, Fantasy",Video Game,26 min. per ep.,PG-13 - Teens 13 or older,71,
Angolmois: Genkou Kassenki,Angolmois: Record of Mongol Invasion,7.12,2826,3660,61,TV,12,Finished Airing,"Jul 11, 2018 to Sep 26, 2018",Summer 2018,Wednesdays at 12:30 (JST),HOTZIPANG,"None found, add some",NAZ,Web manga,"Action, Drama","Historical, Military, Samurai",23 min. per ep.,R - 17+ (violence & profanity),126,
Bokura wa Minna Kawai-sou Specials,,7.12,5131,3662,17,Special,14,Finished Airing,"Jul 2, 2014 to Jan 30, 2015",,,"None found, add some","None found, add some",Brain's Base,Manga,Comedy,,40 sec. per ep.,PG-13 - Teens 13 or older,23,Seinen
Bishoujo Senshi Sailor Moon Crystal,Pretty Guardian Sailor Moon Crystal,7.12,1557,3661,149,ONA,26,Finished Airing,"Jul 5, 2014 to Jul 18, 2015",,,"Starchild Records,       Kodansha",VIZ Media,Toei Animation,Manga,"Fantasy, Romance","Mahou Shoujo, Mythology",24 min. per ep.,PG-13 - Teens 13 or older,"1,202",Shoujo
Buddy Complex,,7.12,2247,3663,90,TV,13,Finished Airing,"Jan 6, 2014 to Mar 31, 2014",Winter 2014,Mondays at 00:00 (JST),"Bandai Visual,       Lantis,       Bandai Namco Live Creative,       Bandai Namco Games,       Banpresto,       Bandai Channel",Funimation,Sunrise,Original,"Action, Sci-Fi","Mecha, Time Travel",23 min. per ep.,PG-13 - Teens 13 or older,231,
Denpa Onna to Seishun Otoko,Ground Control to Psychoelectric Girl,7.12,788,3664,306,TV,12,Finished Airing,"Apr 15, 2011 to Jul 1, 2011",Spring 2011,Fridays at 01:55 (JST),"Starchild Records,       TBS","NIS America, Inc.",Shaft,Light novel,"Comedy, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"1,124",
Gaiking: Legend of Daiku-Maryu,,7.12,8295,3665,5,TV,39,Finished Airing,"Nov 12, 2005 to Sep 24, 2006",Fall 2005,Unknown,"None found, add some","None found, add some",Toei Animation,Original,"Action, Sci-Fi",Mecha,25 min. per ep.,G - All Ages,15,
Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,Majestic Prince The Movie: Genetic Awakening,7.12,7459,3666,7,Movie,1,Finished Airing,"Nov 4, 2016",,,Sotsu,Sentai Filmworks,"Orange,       Seven Arcs Pictures",Manga,"Action, Sci-Fi","Mecha, School, Space",1 hr. 17 min.,PG-13 - Teens 13 or older,5,Seinen
Gyakusatsu Kikan,Genocidal Organ,7.12,3209,3668,48,Movie,1,Finished Airing,"Feb 3, 2017",,,Twin Engine,Funimation,"Manglobe,       Geno Studio",Novel,Sci-Fi,"Military, Psychological",1 hr. 54 min.,R+ - Mild Nudity,149,
Gunslinger Girl: Il Teatrino,,7.12,2821,3667,61,TV,13,Finished Airing,"Jan 8, 2008 to Apr 1, 2008",Winter 2008,Tuesdays at 03:00 (JST),Marvelous Entertainment,Funimation,Artland,Manga,"Action, Drama, Sci-Fi",Military,25 min. per ep.,R - 17+ (violence & profanity),115,
Heat Guy J,,7.12,4939,3669,19,TV,25,Finished Airing,"Oct 2, 2002 to Mar 26, 2003",Fall 2002,Wednesdays at 01:50 (JST),"Bandai Visual,       TBS","Funimation,       Geneon Entertainment USA",Satelight,Original,"Action, Adventure, Sci-Fi","Detective, Organized Crime",24 min. per ep.,PG-13 - Teens 13 or older,71,
Hellsing: The Dawn,,7.12,2102,3670,99,Special,3,Finished Airing,"Jul 27, 2011 to Dec 26, 2012",,,"None found, add some",Funimation,Graphinica,Manga,"Action, Horror, Supernatural","Gore, Vampire",10 min. per ep.,R - 17+ (violence & profanity),142,Seinen
Jaku-Chara Tomozaki-kun,Bottom-Tier Character Tomozaki,7.12,600,3671,388,TV,12,Finished Airing,"Jan 8, 2021 to Mar 26, 2021",Winter 2021,Fridays at 21:00 (JST),"Pony Canyon,       APDREAM,       Bit grooove promotion,       Dream Shift,       Bergamo",Funimation,Project No.9,Light novel,"Drama, Romance",School,23 min. per ep.,PG-13 - Teens 13 or older,"1,972",
Ai Yori Aoshi: Enishi,,7.11,2864,3674,59,TV,12,Finished Airing,"Oct 13, 2003 to Dec 29, 2003",Fall 2003,Unknown,"Rondo Robe,       Movic,       Cosmic Ray","Funimation,       Geneon Entertainment USA",J.C.Staff,Manga,"Comedy, Drama, Romance",Harem,23 min. per ep.,PG-13 - Teens 13 or older,85,Seinen
A3! Season Spring & Summer,,7.11,3764,3672,35,TV,12,Finished Airing,"Jan 14, 2020 to Jun 23, 2020",Winter 2020,Tuesdays at 00:00 (JST),"Pony Canyon,       Liber Entertainment",Funimation,"P.A. Works,       Studio 3Hz",Game,Drama,Performing Arts,23 min. per ep.,PG-13 - Teens 13 or older,280,
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,,7.11,4397,3675,25,Special,1,Finished Airing,"Feb 22, 2012",,,"None found, add some",Aniplex of America,A-1 Pictures,Original,"Comedy, Drama",,12 min.,PG-13 - Teens 13 or older,31,
Ace wo Nerae! 2,Aim for the Ace!: Another Match,7.11,9325,3673,3,OVA,13,Finished Airing,"Jul 25, 1988 to Oct 25, 1988",,,"Bandai Visual,       Tokyo Movie Shinsha,       Movic,       Annapuru",Discotek Media,TMS Entertainment,Manga,"Drama, Sports",,24 min. per ep.,PG-13 - Teens 13 or older,32,Shoujo
B'T X Neo,,7.11,8235,3676,5,OVA,14,Finished Airing,"Aug 21, 1997 to Jan 21, 1998",,,TMS-Kyokuchi,Anime Midstream,TMS Entertainment,Manga,"Action, Adventure",,24 min. per ep.,PG-13 - Teens 13 or older,10,Shounen
Biohazard: Damnation,,7.11,4288,3677,27,Movie,1,Finished Airing,"Sep 15, 2012",,,"Sony Pictures Entertainment,       Capcom","None found, add some",Digital Frontier,Game,"Action, Horror, Sci-Fi",,1 hr. 40 min.,R - 17+ (violence & profanity),51,
Blood Lad: Wagahai wa Neko de wa Nai,Blood Lad OVA,7.11,1909,3678,114,OVA,1,Finished Airing,"Dec 4, 2013",,,Kadokawa Shoten,VIZ Media,Brain's Base,Manga,"Action, Comedy, Fantasy","Delinquents, Mythology, Vampire",27 min.,PG-13 - Teens 13 or older,81,Seinen
Captain Future,,7.11,8255,3679,5,TV,52,Finished Airing,"Nov 7, 1978 to Dec 18, 1979",Fall 1978,Unknown,Harmony Gold,"None found, add some",Toei Animation,Novel,"Action, Adventure, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,31,
Chirin no Suzu,Ringing Bell,7.11,5607,3680,14,Movie,1,Finished Airing,"Mar 11, 1978",,,Sanrio,Discotek Media,Sunrise,Picture book,"Adventure, Drama, Fantasy",,46 min.,PG-13 - Teens 13 or older,81,
ChroNoiR Episode.0,,7.11,10584,3681,2,ONA,1,Finished Airing,"Jul 28, 2023",,,"None found, add some","None found, add some",A-1 Pictures,Mixed media,Supernatural,Vampire,8 min.,R - 17+ (violence & profanity),34,
D.C.if: Da Capo if,,7.11,5297,3682,16,OVA,2,Finished Airing,"Dec 25, 2008 to Mar 25, 2009",,,"None found, add some","None found, add some",Zexcs,Visual novel,"Drama, Romance",Harem,26 min. per ep.,PG-13 - Teens 13 or older,19,
Dokidoki♡Densetsu: Mahoujin Guruguru,Magical Circle Guru Guru 2,7.11,8896,3683,4,TV,38,Finished Airing,"Apr 4, 2000 to Dec 26, 2000",Spring 2000,Tuesdays at 18:00 (JST),"TV Tokyo,       Sotsu","None found, add some",Nippon Animation,Manga,"Adventure, Comedy, Fantasy",,23 min. per ep.,G - All Ages,6,Shounen
Hakuouki: Hekketsuroku - Kyoto Kaisouroku,,7.11,5591,3686,14,TV Special,1,Finished Airing,"Oct 3, 2010",,,"None found, add some","None found, add some",Studio Deen,Visual novel,"Action, Drama, Supernatural","Historical, Samurai",23 min.,R - 17+ (violence & profanity),15,Josei
