Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,Miss Shachiku and the Little Baby Ghost,7.10,3678,3762,37,TV,12,Finished Airing,"Apr 7, 2022 to Jun 23, 2022","Pony Canyon,       APDREAM,       Bit grooove promotion,       Happinet Phantom Studios,       Bergamo","None found, add some",Project No.9,Manga,"Comedy, Supernatural",Workplace,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,142,Spring 2022,Thursdays at 21:00 (JST)
Kaiketsu Zorori,,7.09,9251,3763,3,TV,52,Finished Airing,"Feb 1, 2004 to Feb 6, 2005",Nagoya Broadcasting Network,"None found, add some",Ajia-do,Unknown,"Adventure, Comedy",,,24 min. per ep.,PG - Children,42,Winter 2004,Unknown
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,,7.09,11198,3764,2,Special,1,Finished Airing,"Dec 26, 2015",Yomiuri Telecasting,"None found, add some",Toei Animation,Manga,Mystery,,Shounen,47 min.,R - 17+ (violence & profanity),0,,
Love Hina,,7.09,916,3765,267,TV,24,Finished Airing,"Apr 19, 2000 to Sep 27, 2000","TV Tokyo,       Yomiko Advertising","Funimation,       Bandai Entertainment",Xebec,Manga,"Comedy, Romance, Ecchi",Harem,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,477",Spring 2000,Wednesdays at 22:28 (JST)
Mangaka-san to Assistant-san to The Animation,The Comic Artist and His Assistants,7.09,876,3766,279,TV,12,Finished Airing,"Apr 8, 2014 to Jun 24, 2014","Lantis,       Magic Capsule,       Showgate",Sentai Filmworks,Zexcs,Manga,"Comedy, Ecchi",Harem,Seinen,13 min. per ep.,PG-13 - Teens 13 or older,474,Spring 2014,Tuesdays at 01:05 (JST)
Medarot,Medabots,7.09,2858,3768,60,TV,52,Finished Airing,"Jul 2, 1999 to Jun 30, 2000","TV Tokyo,       Nihon Ad Systems,       Nelvana","ADV Films,       Discotek Media,       Shout! Factory",Bee Train,Game,"Adventure, Comedy, Sci-Fi",,"KidsKids,         ShounenShounen",24 min. per ep.,PG - Children,289,Summer 1999,Fridays at 18:00 (JST)
Mazinkaiser: Shitou! Ankoku Dai Shogun,Mazinkaiser: Deathmatch! General Dark,7.09,8268,3767,5,OVA,1,Finished Airing,"Jul 25, 2003","Bee Media,       Dynamic Planning",Discotek Media,Brain's Base,Manga,Action,Mecha,,56 min.,R - 17+ (violence & profanity),12,,
Mister Ajikko,,7.09,8301,3769,5,TV,99,Finished Airing,"Oct 8, 1987 to Sep 28, 1989",TV Tokyo,"None found, add some",Sunrise,Manga,"Comedy, Gourmet",,Shounen,24 min. per ep.,G - All Ages,14,Fall 1987,Unknown
Muv-Luv Alternative: Total Eclipse,,7.09,2146,3770,96,TV,24,Finished Airing,"Jul 2, 2012 to Dec 24, 2012","TV Tokyo,       Avex Entertainment,       AT-X,       Magic Capsule,       Nippon Cultural Broadcasting",Sentai Filmworks,"Satelight,       lxtl",Light novel,"Action, Drama, Sci-Fi","Gore, Mecha, Military",,24 min. per ep.,R+ - Mild Nudity,338,Summer 2012,Mondays at 01:35 (JST)
Nobunaga no Shinobi: Anegawa Ishiyama-hen,Ninja Girl & Samurai Master: Anegawa and Ishiyama Arc,7.09,6675,3771,9,TV,26,Finished Airing,"Apr 7, 2018 to Sep 29, 2018","None found, add some","None found, add some",TMS Entertainment,4-koma manga,Comedy,Historical,,3 min. per ep.,PG-13 - Teens 13 or older,4,Spring 2018,Saturdays at 01:35 (JST)
One Piece Movie 01,One Piece: The Movie,7.09,1655,3772,137,Movie,1,Finished Airing,"Mar 4, 2000","None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Fantasy",,Shounen,50 min.,PG-13 - Teens 13 or older,391,,
One Piece Movie 02: Nejimaki-jima no Daibouken,One Piece: Clockwork Island Adventure,7.09,2068,3773,101,Movie,1,Finished Airing,"Mar 3, 2001","Fujipacific Music,       Shueisha","None found, add some",Toei Animation,Manga,"Action, Adventure, Fantasy",,Shounen,55 min.,PG-13 - Teens 13 or older,40,,
One Piece: Yume no Soccer Ou!,One Piece: Dream Soccer King,7.09,3270,3774,46,Movie,1,Finished Airing,"Mar 2, 2002","None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Fantasy, Sports",Team Sports,Shounen,5 min.,PG-13 - Teens 13 or older,18,,
Pokemon XY&Z Specials,,7.09,5926,3775,12,Special,2,Finished Airing,"Nov 3, 2016 to Nov 10, 2016","None found, add some",The Pokemon Company International,OLM,Game,"Action, Adventure, Comedy, Fantasy",,Kids,23 min. per ep.,PG - Children,4,,
Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,,7.09,8962,3776,4,Movie,1,Finished Airing,"Mar 19, 2016",Kinoshita Group Holdings,"None found, add some",Toei Animation,Original,"Action, Comedy, Fantasy","Mahou Shoujo, Music",,1 hr. 10 min.,G - All Ages,5,,
RD Sennou Chousashitsu,Real Drive,7.09,4237,3777,27,TV,26,Finished Airing,"Apr 9, 2008 to Oct 1, 2008","VAP,       Nippon Television Network,       D.N. Dream Partners","None found, add some",Production I.G,Original,"Action, Sci-Fi",,,22 min. per ep.,R - 17+ (violence & profanity),52,Spring 2008,Wednesdays at 00:59 (JST)
SSSS.Gridman Movie,,7.09,7655,3779,6,Movie,1,Finished Airing,"Jan 20, 2023",Pony Canyon,"None found, add some",Trigger,Original,"Action, Sci-Fi",Mecha,,2 hr.,PG-13 - Teens 13 or older,16,,
Sayonara Watashi no Cramer Movie: First Touch,,7.09,6196,3778,10,Movie,1,Finished Airing,"Jun 11, 2021","None found, add some","None found, add some",LIDENFILMS,Manga,"Romance, Sports","School, Team Sports",Shounen,1 hr. 44 min.,None,20,,
Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,,7.09,11756,3780,1,Movie,1,Finished Airing,"Nov 8, 2019","None found, add some","None found, add some",Fanworks,Other,Comedy,,,1 hr. 5 min.,G - All Ages,13,,
Tokyo Mew Mew,Mew Mew Power,7.09,1502,3782,156,TV,52,Finished Airing,"Apr 6, 2002 to Mar 29, 2003","TV Aichi,       Tokyu Agency,       We've Inc.",4Kids Entertainment,Pierrot,Manga,"Fantasy, Romance, Sci-Fi",Mahou Shoujo,Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"1,637",Spring 2002,Saturdays at 08:00 (JST)
Tenjoubito to Akutobito Saigo no Tatakai,,7.09,6989,3781,8,Movie,1,Finished Airing,"Apr 18, 2009","None found, add some","None found, add some",Kyoto Animation,Original,"Action, Fantasy, Supernatural",Super Power,,1 hr. 30 min.,PG-13 - Teens 13 or older,9,,
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.","If It's for My Daughter, I'd Even Defeat a Demon Lord",7.09,1123,3784,217,TV,12,Finished Airing,"Jul 4, 2019 to Sep 19, 2019","Genco,       Asmik Ace,       Hobby Japan,       ZERO-A,       BS11,       Muse Communication","None found, add some",Maho Film,Light novel,"Fantasy, Slice of Life",Childcare,,23 min. per ep.,PG-13 - Teens 13 or older,746,Summer 2019,Thursdays at 23:30 (JST)
Uchuu Densetsu Ulysses 31,Ulysses 31,7.09,7896,3785,6,TV,26,Finished Airing,"Oct 3, 1981 to Nov 30, 1982","Tokyo Movie Shinsha,       DiC Entertainment","None found, add some",TMS Entertainment,Original,"Action, Adventure, Sci-Fi",Space,,25 min. per ep.,G - All Ages,29,Fall 1981,Unknown
Tonari no Kyuuketsuki-san,Ms. Vampire who lives in my neighborhood.,7.09,1988,3783,107,TV,12,Finished Airing,"Oct 5, 2018 to Dec 21, 2018","Frontier Works,       AT-X,       Nippon Columbia,       Hakuhodo DY Music & Pictures",Discotek Media,"Studio Gokumi,       AXsiZ",4-koma manga,"Comedy, Supernatural","CGDCT, Vampire",,23 min. per ep.,PG-13 - Teens 13 or older,335,Fall 2018,Fridays at 21:00 (JST)
Uta no☆Prince-sama♪ Movie: Maji Love ST☆RISH Tours,,7.09,8396,3786,5,Movie,1,Finished Airing,"Sep 2, 2022",CMI,Sentai Filmworks,A-1 Pictures,Visual novel,,"Idols (Male), Music",Josei,1 hr. 5 min.,PG-13 - Teens 13 or older,36,,
Yoake Mae yori Ruriiro na: Crescent Love,Brighter Than the Dawning Blue,7.09,3495,3787,41,TV,12,Finished Airing,"Oct 5, 2006 to Dec 21, 2006","Frontier Works,       Movic,       Alchemist,       Memory-Tech",Sentai Filmworks,Daume,Visual novel,"Comedy, Romance, Sci-Fi",School,,23 min. per ep.,PG-13 - Teens 13 or older,155,Fall 2006,Thursdays at 02:30 (JST)
Yuragi-sou no Yuuna-san OVA,,7.09,2833,3788,60,OVA,4,Finished Airing,"Jul 4, 2018 to Dec 4, 2020",Shueisha,"None found, add some","Xebec,       Signal.MD",Manga,"Comedy, Romance, Supernatural, Ecchi",Harem,Shounen,23 min. per ep.,R+ - Mild Nudity,87,,
A-Channel+smile,,7.09,4630,3789,22,OVA,2,Finished Airing,"Mar 21, 2012","Aniplex,       Dentsu,       Mainichi Broadcasting System","None found, add some",Studio Gokumi,4-koma manga,Comedy,"CGDCT, School",,25 min. per ep.,PG-13 - Teens 13 or older,10,,
Another World,,7.09,3799,3791,34,ONA,3,Finished Airing,"Sep 13, 2019 to Oct 4, 2019","None found, add some","None found, add some",Graphinica,Original,Sci-Fi,,,10 min. per ep.,PG-13 - Teens 13 or older,55,,
Accel World EX,,7.09,1894,3790,115,OVA,2,Finished Airing,"Sep 13, 2012 to Jan 31, 2013","None found, add some",VIZ Media,Sunrise,Light novel,"Action, Romance, Sci-Fi","School, Video Game",,24 min. per ep.,PG-13 - Teens 13 or older,100,,
Aoi Hana,Sweet Blue Flowers,7.09,2079,3792,101,TV,11,Finished Airing,"Jul 2, 2009 to Sep 10, 2009","Fuji TV,       Fujipacific Music",Nozomi Entertainment,J.C.Staff,Manga,"Drama, Girls Love",School,,22 min. per ep.,PG-13 - Teens 13 or older,416,Summer 2009,Thursdays at 02:08 (JST)
Arknights: Reimei Zensou,Arknights Animation: Prelude to Dawn,7.09,2020,3793,105,TV,8,Finished Airing,"Oct 29, 2022 to Dec 17, 2022","Hypergryph,       Studio Montagne,       Yostar,       Legendoor","None found, add some",Yostar Pictures,Game,"Action, Fantasy",,,23 min. per ep.,PG-13 - Teens 13 or older,"1,064",Fall 2022,Saturdays at 01:23 (JST)
Bakumatsu Kikansetsu Irohanihoheto,Intrigue in the Bakumatsu: Irohanihoheto,7.09,3616,3794,38,ONA,26,Finished Airing,"Oct 6, 2006 to Apr 6, 2007",Bandai Visual,Sentai Filmworks,Sunrise,Original,"Action, Drama","Historical, Samurai",,24 min. per ep.,PG-13 - Teens 13 or older,133,,
BanG Dream!: Asonjatta!,BanG Dream!: We Had Some Fun!,7.09,5812,3795,12,Special,1,Finished Airing,"Nov 22, 2017","None found, add some",Sentai Filmworks,Xebec,Mixed media,Slice of Life,Music,,23 min.,PG-13 - Teens 13 or older,23,,
Binghuo Mochu 2,The Magic Chef of Ice and Fire 2nd Season,7.09,13144,3796,1,ONA,Unknown,Currently Airing,"Dec 3, 2022 to ?","Youku,       Xuanshi Tangmen","None found, add some",Joicy Studio,Web novel,"Action, Adventure, Fantasy",,,15 min.,PG-13 - Teens 13 or older,4,,
Bishounen Tanteidan,Pretty Boy Detective Club,7.09,2060,3797,102,TV,12,Finished Airing,"Apr 11, 2021 to Jun 27, 2021","Aniplex,       Kodansha,       ABC Animation",Aniplex of America,Shaft,Novel,Mystery,"Crossdressing, Detective, School, Visual Arts",,23 min. per ep.,PG-13 - Teens 13 or older,596,Spring 2021,Sundays at 02:00 (JST)
Black Blood Brothers,,7.09,2042,3798,104,TV,12,Finished Airing,"Sep 8, 2006 to Nov 24, 2006","Toshiba Entertainment,       Happinet Pictures",Funimation,"Group TAC,       Studio Live",Light novel,"Action, Comedy, Fantasy",Vampire,,24 min. per ep.,R - 17+ (violence & profanity),413,Fall 2006,Fridays at 23:30 (JST)
Deltora Quest,,7.09,4083,3800,30,TV,65,Finished Airing,"Jan 6, 2007 to Mar 29, 2008","Dentsu,       Genco,       Kodansha,       Half H.P Studio",Flatiron Film Company,OLM,Book,"Adventure, Fantasy",,Kids,25 min. per ep.,PG-13 - Teens 13 or older,209,Winter 2007,Unknown
Black★Rock Shooter (OVA),,7.09,1364,3799,175,OVA,1,Finished Airing,"Jul 24, 2010","Rakuonsha,       Good Smile Company","None found, add some",Ordet,Other,"Action, Drama, Fantasy","School, Super Power",,52 min.,PG-13 - Teens 13 or older,800,,
Densetsu no Yuusha da Garn,,7.09,8639,3801,4,TV,46,Finished Airing,"Feb 8, 1992 to Jan 23, 1993","Nagoya Broadcasting Network,       Tokyu Agency","None found, add some",Sunrise,Original,"Action, Sci-Fi",Mecha,,24 min. per ep.,PG-13 - Teens 13 or older,19,Winter 1992,Unknown
Doraemon Movie 03: Nobita no Daimakyou,Doraemon the Movie: Nobita and the Haunts of Evil,7.09,7390,3803,7,Movie,1,Finished Airing,"Mar 13, 1982","None found, add some","None found, add some",Shin-Ei Animation,Unknown,Adventure,,,1 hr. 32 min.,PG - Children,3,,
Doraemon Movie 09: Nobita no Parallel Saiyuuki,Doraemon the Movie: The Record of Nobita's Parallel Visit to the West,7.09,8048,3804,5,Movie,1,Finished Airing,"Mar 12, 1988",TV Asahi,"None found, add some",Shin-Ei Animation,Unknown,"Adventure, Fantasy, Sci-Fi",,"KidsKids,         ShounenShounen",1 hr. 30 min.,PG - Children,2,,
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,Digimon Fusion,7.09,4186,3802,28,TV,24,Finished Airing,"Apr 3, 2011 to Sep 25, 2011",TV Asahi,Flatiron Film Company,Toei Animation,Original,"Action, Adventure, Comedy, Fantasy",Isekai,,25 min. per ep.,PG - Children,46,Spring 2011,Sundays at 06:30 (JST)
Doraemon Movie 35: Nobita no Space Heroes,,7.09,7948,3805,5,Movie,1,Finished Airing,"Mar 7, 2015","None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Comedy, Sci-Fi",Space,"KidsKids,         ShounenShounen",1 hr. 40 min.,PG - Children,3,,
Futari wa Precure,Pretty Cure,7.09,3074,3806,52,TV,49,Finished Airing,"Feb 1, 2004 to Jan 30, 2005","Asatsu DK,       Asahi Production,       Asahi Broadcasting",4Kids Entertainment,Toei Animation,Original,"Action, Comedy, Fantasy",Mahou Shoujo,,24 min. per ep.,G - All Ages,347,Winter 2004,Sundays at 08:30 (JST)
Hidamari no Ki,Tree in the Sun,7.09,8704,3807,4,TV,25,Finished Airing,"Apr 5, 2000 to Sep 20, 2000","VAP,       Nippon Television Network","None found, add some",Madhouse,Manga,"Action, Award Winning, Drama","Historical, Medical, Samurai",Seinen,23 min. per ep.,R+ - Mild Nudity,24,Spring 2000,Wednesdays at 00:50 (JST)
Hokuto no Ken: Raoh Gaiden Ten no Haoh,Legends of the Dark King: A Fist of the North Star Story,7.09,5793,3808,13,TV,13,Finished Airing,"Oct 3, 2008 to Dec 26, 2008","Showgate,       Index",Sentai Filmworks,Satelight,Manga,"Action, Drama",Martial Arts,,24 min. per ep.,R - 17+ (violence & profanity),28,Fall 2008,Fridays at 01:28 (JST)
Anime Himitsu no Hanazono,The Secret Garden,7.08,7732,3810,6,TV,39,Finished Airing,"Apr 19, 1991 to Mar 27, 1992",NHK,"None found, add some","Gakken,       Aubec",Book,Drama,Historical,,25 min. per ep.,G - All Ages,24,Spring 1991,Unknown
Hokuto no Ken: Yuria-den,Fist of the North Star: The Legend of Yuria,7.09,6609,3809,9,OVA,1,Finished Airing,"Feb 23, 2007",North Stars Pictures,Discotek Media,TMS Entertainment,Manga,"Action, Adventure, Drama",Martial Arts,Shounen,1 hr. 4 min.,R - 17+ (violence & profanity),8,,
Beyblade Burst God,Beyblade Burst Evolution,7.08,4987,3811,19,TV,51,Finished Airing,"Apr 3, 2017 to Mar 26, 2018","TV Tokyo,       d-rights",ADK Emotions NY Inc.,OLM,Manga,"Action, Adventure, Sci-Fi",,Kids,24 min. per ep.,PG - Children,135,Spring 2017,Mondays at 17:55 (JST)
Black Bullet,,7.08,185,3812,924,TV,13,Finished Airing,"Apr 8, 2014 to Jul 1, 2014","Geneon Universal Entertainment,       AT-X,       Showgate,       NBCUniversal Entertainment Japan",Sentai Filmworks,"Kinema Citrus,       Orange",Light novel,"Action, Mystery, Sci-Fi",,,24 min. per ep.,R - 17+ (violence & profanity),"3,785",Spring 2014,Tuesdays at 22:30 (JST)
Black Cat (TV): Toozakaru Neko,Black Cat Special,7.08,4698,3813,22,Special,1,Finished Airing,"Jul 26, 2006",GDH,Funimation,Gonzo,Manga,"Action, Adventure, Comedy, Sci-Fi",Super Power,Shounen,24 min.,PG-13 - Teens 13 or older,24,,
Bubblegum Crisis Tokyo 2040,,7.08,3546,3815,40,TV,26,Finished Airing,"Oct 8, 1998 to Apr 1, 1999","Victor Entertainment,       Toshiba EMI","ADV Films,       Funimation",AIC,Original,"Action, Adventure, Sci-Fi","Adult Cast, Mecha",,24 min. per ep.,R - 17+ (violence & profanity),197,Fall 1998,Thursdays at 01:15 (JST)
Chibi Maruko-chan Movie,,7.08,10824,3816,2,Movie,1,Finished Airing,"Dec 15, 1990","None found, add some","None found, add some",Nippon Animation,Manga,Comedy,School,Shoujo,1 hr. 33 min.,G - All Ages,4,,
Boku no Chikyuu wo Mamotte,Please Save My Earth,7.08,4807,3814,21,OVA,6,Finished Airing,"Dec 17, 1993 to Sep 23, 1994","Victor Entertainment,       Hakusensha",VIZ Media,Production I.G,Manga,"Drama, Sci-Fi",,Shoujo,30 min. per ep.,PG-13 - Teens 13 or older,156,,
Cobra The Animation,,7.08,6565,3817,9,TV,13,Finished Airing,"Jan 2, 2010 to Mar 27, 2010",Happinet Pictures,Sentai Filmworks,Magic Bus,Manga,"Action, Adventure, Sci-Fi","Adult Cast, Space",Shounen,24 min. per ep.,R+ - Mild Nudity,28,Winter 2010,Saturdays at 23:30 (JST)
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,,7.08,6520,3818,9,Movie,1,Finished Airing,"Apr 23, 1994","TV Asahi,       Asatsu DK,       Imagine","None found, add some",Shin-Ei Animation,Manga,"Action, Adventure, Comedy",,Seinen,1 hr. 33 min.,G - All Ages,9,,
Druaga no Tou: The Aegis of Uruk - Jil no Bouken,Tower of Druaga: The Aegis of Uruk - Jil's Adventure,7.08,5442,3819,15,Special,1,Finished Airing,"Apr 4, 2008","None found, add some",Funimation,Gonzo,Game,"Adventure, Fantasy",,,24 min.,PG-13 - Teens 13 or older,11,,
Hidari Pilot Film,,7.08,15629,3822,564,ONA,1,Finished Airing,"Jan 17, 2023",Whatever Co.,"None found, add some","dwarf,       Tecarat",Original,Action,"Historical, Samurai",,5 min.,PG-13 - Teens 13 or older,0,,
Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,,7.08,5230,3821,16,TV Special,1,Finished Airing,"Mar 26, 2011","None found, add some","None found, add some",Bones,Light novel,Mystery,Historical,,13 min.,R - 17+ (violence & profanity),28,,
Final Fantasy VII: On the Way to a Smile - Episode: Denzel,,7.08,4331,3820,26,OVA,1,Finished Airing,"Apr 16, 2009",Square Enix,"None found, add some",A-1 Pictures,Novel,"Action, Fantasy",Super Power,,28 min.,PG-13 - Teens 13 or older,11,,
Jie Yao,Antidote,7.08,4746,3823,21,ONA,13,Finished Airing,"Jan 9, 2020 to Mar 26, 2020","None found, add some","None found, add some",Seven Stone Entertainment,Light novel,"Boys Love, Comedy, Slice of Life",Adult Cast,,18 min. per ep.,PG-13 - Teens 13 or older,129,,
Kagejitsu!,,7.08,5321,3824,16,ONA,17,Finished Airing,"Oct 26, 2022 to Feb 15, 2023","AT-X,       BS NTV,       Kadokawa,       NewGin,       Aiming",Sentai Filmworks,Studio PuYUKAI,Light novel,Comedy,,,2 min. per ep.,PG-13 - Teens 13 or older,58,,
Karneval (TV),Karneval,7.08,1129,3825,216,TV,13,Finished Airing,"Apr 4, 2013 to Jun 27, 2013","Bandai Visual,       Lantis,       Ichijinsha",Funimation,Manglobe,Manga,"Action, Fantasy, Mystery, Sci-Fi",,Josei,24 min. per ep.,PG-13 - Teens 13 or older,"1,175",Spring 2013,Unknown
Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,,7.08,9234,3828,3,Movie,1,Finished Airing,"Dec 14, 1996","Dentsu,       Yomiuri Telecasting,       Kodansha","None found, add some",Toei Animation,Light novel,Mystery,School,Shounen,1 hr. 35 min.,PG-13 - Teens 13 or older,7,,
Kikansha no Mahou wa Tokubetsu desu,A Returner's Magic Should Be Special,7.08,1845,3827,119,TV,12,Finished Airing,"Oct 8, 2023 to Dec 24, 2023","Aniplex,       Magic Capsule,       Crunchyroll,       D&C WEBTOON Biz,       Kakao piccoma","None found, add some",Arvo Animation,Web manga,"Action, Fantasy","School, Time Travel",,23 min. per ep.,PG-13 - Teens 13 or older,405,Fall 2023,Sundays at 00:00 (JST)
Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie,Kameari Park Precinct,7.08,10823,3829,2,Movie,1,Finished Airing,"Dec 23, 1999","None found, add some","None found, add some",Gallop,Manga,"Action, Comedy, Mystery","Adult Cast, Detective, Gag Humor",Shounen,1 hr. 34 min.,PG-13 - Teens 13 or older,0,,
Kidou Senshi Gundam: Dai 08 MS Shoutai - Sanjigen to no Tatakai,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,7.08,6375,3826,10,Special,1,Finished Airing,"Feb 22, 2013","None found, add some",Nozomi Entertainment,Sunrise,Original,Action,"Mecha, Military",,9 min.,PG-13 - Teens 13 or older,6,,
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Requiem from the Darkness,7.08,3558,3830,39,TV,13,Finished Airing,"Oct 4, 2003 to Dec 27, 2003","Tokyo Movie Shinsha,       RCC Chugoku Broadcasting,       TOHO,       Tohokushinsha Film Corporation","Discotek Media,       Geneon Entertainment USA",TMS Entertainment,Novel,"Horror, Mystery, Supernatural","Gore, Historical, Mythology, Psychological",,24 min. per ep.,R - 17+ (violence & profanity),127,Fall 2003,Saturdays at 01:35 (JST)
Lostorage Conflated WIXOSS,,7.08,4000,3831,31,TV,12,Finished Airing,"Apr 7, 2018 to Jun 23, 2018","None found, add some","None found, add some",J.C.Staff,Card game,Suspense,"High Stakes Game, Psychological, Strategy Game",,23 min. per ep.,R - 17+ (violence & profanity),79,Spring 2018,Saturdays at 00:30 (JST)
Majutsushi Orphen,Orphen,7.08,3239,3832,47,TV,24,Finished Airing,"Oct 3, 1998 to Mar 27, 1999","Kadokawa Shoten,       TBS",Sentai Filmworks,J.C.Staff,Light novel,"Action, Adventure, Comedy, Fantasy",,,25 min. per ep.,PG-13 - Teens 13 or older,180,Fall 1998,Saturdays at 17:00 (JST)
Mutafukaz,MFKZ,7.08,4623,3833,22,Movie,1,Finished Airing,"Oct 12, 2018",Ankama,"NYAV Post,       GKIDS","Studio 4°C,       Ankama Animations",Manga,"Action, Sci-Fi","Psychological, Super Power",,1 hr. 33 min.,R - 17+ (violence & profanity),105,,
Nasu: Suitcase no Wataridori,Nasu: A Migratory Bird with Suitcase,7.08,9121,3834,4,OVA,1,Finished Airing,"Oct 24, 2007","None found, add some","None found, add some",Madhouse,Manga,Sports,Racing,Seinen,54 min.,PG-13 - Teens 13 or older,4,,
Negima!? Natsu Special!?,,7.08,5104,3835,17,OVA,1,Finished Airing,"Nov 22, 2006",Starchild Records,"Funimation,       Sentai Filmworks","Shaft,       GANSIS",Manga,"Comedy, Fantasy, Romance, Ecchi",,,27 min.,PG-13 - Teens 13 or older,13,,
Nintama Rantarou,,7.08,7187,3836,7,TV,Unknown,Currently Airing,"Apr 10, 1993 to ?",NHK,"None found, add some",Ajia-do,Manga,Comedy,,Kids,10 min.,G - All Ages,74,Spring 1993,Not scheduled once per week
