Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographics,Duration,Rating,Favorites,Themes
Sand Land,,7.16,7518,3459,6,Movie,1,Finished Airing,"Aug 18, 2023",,,"Bandai,       TOHO,       Shueisha,       Bandai Namco Filmworks","None found, add some","Sunrise,       Anima,       Kamikaze Douga",Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 45 min.,PG-13 - Teens 13 or older,5,Martial Arts
Kagejitsu! Second,,7.15,6677,3462,9,ONA,12,Finished Airing,"Oct 4, 2023 to Dec 20, 2023",,,"None found, add some","None found, add some",Studio PuYUKAI,Light novel,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,20,
Kyoukai no Rinne 2nd Season,RIN-NE Season 2,7.15,3781,3467,35,TV,25,Finished Airing,"Apr 9, 2016 to Sep 24, 2016",Spring 2016,Saturdays at 17:30 (JST),"Shogakukan-Shueisha Productions,       NHK,       Shogakukan",Sentai Filmworks,Brain's Base,Manga,"Comedy, Supernatural",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,35,"Mythology, School"
Kai Byoui Ramune,Dr. Ramune -Mysterious Disease Specialist-,7.15,2423,3463,79,TV,12,Finished Airing,"Jan 10, 2021 to Mar 28, 2021",Winter 2021,Sundays at 01:30 (JST),"Kodansha,       KlockWorx,       King Records,       Crunchyroll,       Muse Communication","None found, add some",Platinum Vision,Manga,"Mystery, Supernatural",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,326,"Medical, Psychological"
Love Hina Final Selection,,7.15,3935,3468,32,OVA,1,Finished Airing,"Sep 5, 2001",,,"None found, add some",Bandai Entertainment,Xebec,Manga,"Comedy, Romance, Ecchi",Shounen,28 min.,PG-13 - Teens 13 or older,28,Harem
Karakuri Circus,,7.15,1720,3464,131,TV,36,Finished Airing,"Oct 11, 2018 to Jun 27, 2019",Fall 2018,Thursdays at 22:30 (JST),"Fujipacific Music,       Twin Engine",Sentai Filmworks,Studio VOLN,Manga,"Action, Adventure, Drama, Mystery",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,625,
Kiratto Pri☆chan,,7.15,7741,3466,6,TV,51,Finished Airing,"Apr 8, 2018 to Mar 31, 2019",Spring 2018,Sundays at 10:00 (JST),TV Tokyo,Crunchyroll,"Tatsunoko Production,       Dongwoo A&E",Game,Slice of Life,,24 min. per ep.,PG - Children,46,"Idols (Female), Music"
Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,Blood Blockade Battlefront & Beyond OVA,7.15,4265,3465,27,OVA,1,Finished Airing,"Jul 4, 2018",,,"None found, add some","None found, add some",Bones,Manga,"Action, Comedy, Fantasy",Shounen,25 min.,R - 17+ (violence & profanity),8,"Super Power, Vampire"
Mahou Senshi Louie,Rune Soldier,7.15,4600,3470,23,TV,24,Finished Airing,"Apr 3, 2001 to Sep 18, 2001",Spring 2001,Tuesdays at 18:30 (JST),"None found, add some",ADV Films,J.C.Staff,Light novel,"Action, Adventure, Comedy, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,88,
Nobunaga no Shinobi: Ise Kanegasaki-hen,Ninja Girl & Samurai Master 2nd,7.15,5815,3471,12,TV,26,Finished Airing,"Apr 8, 2017 to Sep 30, 2017",Spring 2017,Saturdays at 01:35 (JST),TMS Music,"None found, add some",TMS Entertainment,4-koma manga,Comedy,,3 min. per ep.,PG-13 - Teens 13 or older,15,Historical
One Piece: Glorious Island,,7.15,4047,3472,30,ONA,2,Finished Airing,"Dec 23, 2012 to Dec 30, 2012",,,NOTTV,"None found, add some",Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,5 min. per ep.,PG-13 - Teens 13 or older,15,
Planet With,,7.15,2912,3474,57,TV,12,Finished Airing,"Jul 8, 2018 to Sep 23, 2018",Summer 2018,Sundays at 22:30 (JST),"Movic,       Q-Tec,       Hakuhodo DY Music & Pictures,       Medicos Entertainment,       BS11,       Bandai Namco Arts",Discotek Media,J.C.Staff,Original,"Action, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,148,Mecha
Pumpkin Scissors,,7.15,3376,3476,43,TV,24,Finished Airing,"Oct 3, 2006 to Mar 18, 2007",Fall 2006,Tuesdays at 02:00 (JST),"GDH,       Sotsu Music Publishing","ADV Films,       Funimation","Gonzo,       AIC",Manga,"Action, Comedy, Drama",Shounen,23 min. per ep.,R - 17+ (violence & profanity),134,Military
Madou King Granzort,Mado King Granzort,7.15,10024,3469,3,TV,41,Finished Airing,"Apr 7, 1989 to Mar 2, 1990",Spring 1989,Unknown,Atelier Musa,"None found, add some",Sunrise,Original,"Action, Comedy, Fantasy, Sci-Fi",,24 min. per ep.,G - All Ages,13,Mecha
Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,Psycho-Pass: Sinners of the System Case.1 - Crime and Punishment,7.15,1941,3475,111,Movie,1,Finished Airing,"Jan 25, 2019",,,"Dentsu,       Fuji TV,       Nitroplus,       Sony Music Entertainment,       TOHO animation,       MAGNET","None found, add some",Production I.G,Original,"Action, Sci-Fi",,1 hr.,R - 17+ (violence & profanity),87,"Adult Cast, Detective, Psychological"
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA",My Mental Choices Are Completely Interfering With My School Romantic Comedy OVA,7.15,2550,3473,72,OVA,1,Finished Airing,"May 20, 2014",,,"DAX Production,       Studio Jack",Sentai Filmworks,Diomedéa,Light novel,"Comedy, Romance",,24 min.,PG-13 - Teens 13 or older,54,"Harem, School"
Sabikui Bisco,,7.15,977,3477,251,TV,12,Finished Airing,"Jan 11, 2022 to Mar 29, 2022",Winter 2022,Tuesdays at 00:30 (JST),"Frontier Works,       Yomiuri Telecasting,       KlockWorx,       flying DOG,       Hakuhodo DY Music & Pictures,       BS11,       Kadokawa,       Bit grooove promotion",Crunchyroll,OZ,Light novel,"Action, Adventure, Fantasy, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"1,420",
Saikyou Onmyouji no Isekai Tenseiki,The Reincarnation of the Strongest Exorcist in Another World,7.15,1173,3478,208,TV,13,Finished Airing,"Jan 7, 2023 to Apr 1, 2023",Winter 2023,Saturdays at 23:30 (JST),"KlockWorx,       Asmik Ace,       King Records,       Futabasha,       Crunchyroll","None found, add some",Studio Blanc.,Light novel,"Action, Adventure, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,940,"Isekai, Reincarnation"
Sentou Mecha Xabungle,,7.15,8102,3479,5,TV,50,Finished Airing,"Feb 6, 1982 to Jan 29, 1983",Winter 1982,Saturdays at Unknown,Sotsu,Maiden Japan,Sunrise,Original,"Action, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,41,"Mecha, Military"
Shippuu! Iron Leaguer,,7.15,11484,3482,1,TV,52,Finished Airing,"Apr 6, 1993 to Mar 29, 1994",Spring 1993,Tuesdays at 18:00 (JST),"TV Tokyo,       Sotsu","None found, add some",Sunrise,Original,"Sci-Fi, Sports",,24 min. per ep.,PG-13 - Teens 13 or older,15,"Mecha, Team Sports"
Shuangsheng Lingtan,Twin Spirit Detectives,7.15,5569,3483,14,ONA,20,Finished Airing,"Aug 25, 2016 to Jan 5, 2017",,,Tencent Animation & Comics,"None found, add some",B.CMAY PICTURES,Manga,Mystery,,14 min. per ep.,R - 17+ (violence & profanity),29,Psychological
Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,,7.15,3788,3481,35,OVA,1,Finished Airing,"Dec 8, 2006",,,"None found, add some",Geneon Entertainment USA,J.C.Staff,Light novel,"Comedy, Fantasy, Romance, Ecchi",,25 min.,PG-13 - Teens 13 or older,20,
"Sentouin, Hakenshimasu!",Combatants Will Be Dispatched!,7.15,627,3480,376,TV,12,Finished Airing,"Apr 4, 2021 to Jun 20, 2021",Spring 2021,Sundays at 21:00 (JST),"Nippon Columbia,       Kadokawa",Funimation,J.C.Staff,Light novel,"Action, Comedy, Fantasy, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"2,030",Isekai
Slayers Premium,,7.15,4885,3484,20,Movie,1,Finished Airing,"Dec 22, 2001",,,"Starchild Records,       chara-ani.com,       GANSIS",ADV Films,HAL Film Maker,Light novel,"Action, Adventure, Comedy, Fantasy",,33 min.,PG-13 - Teens 13 or older,7,
Sora no Method: Mou Hitotsu no Negai,,7.15,8222,3485,5,ONA,1,Finished Airing,"Oct 11, 2019",,,"None found, add some","None found, add some",Studio 3Hz,Original,"Comedy, Fantasy",,29 min.,PG-13 - Teens 13 or older,5,School
Takt Op. Destiny,,7.15,435,3487,514,TV,12,Finished Airing,"Oct 6, 2021 to Dec 22, 2021",Fall 2021,Wednesdays at 00:00 (JST),"DeNA,       Bandai Namco Arts","None found, add some","Madhouse,       MAPPA",Mixed media,"Action, Fantasy, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,"4,694",Music
Tenchi Muyou! GXP,,7.15,3988,3489,31,TV,26,Finished Airing,"Apr 2, 2002 to Sep 25, 2002",Spring 2002,Unknown,"VAP,       Nippon Television Network",Funimation,AIC,Original,"Action, Comedy, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,138,"Detective, Harem, Mecha, Space"
Spy Kyoushitsu 2nd Season,Spy Classroom Season 2,7.15,3476,3486,41,TV,12,Finished Airing,"Jul 13, 2023 to Sep 28, 2023",Summer 2023,Thursdays at 22:30 (JST),"Movic,       AT-X,       Studio Mausu,       BS NTV,       Kadokawa",Sentai Filmworks,feel.,Light novel,"Action, Fantasy, Mystery",,23 min. per ep.,PG-13 - Teens 13 or older,107,
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,Tantei Opera Milky Holmes the Movie: Milky Holmes' Counterattack,7.15,8656,3488,4,Movie,1,Finished Airing,"Feb 27, 2016",,,"Sotsu,       Bushiroad,       Tokyo MX,       Chrono Gear Creative,       Bushiroad Music,       Epicross","None found, add some",J.C.Staff,Original,"Comedy, Mystery",,1 hr. 9 min.,PG-13 - Teens 13 or older,7,"Detective, Parody, Super Power"
Terra Formars: Bugs 2-hen,,7.15,3709,3490,36,OVA,2,Finished Airing,"Aug 19, 2014 to Nov 19, 2014",,,"Warner Bros. Japan,       Ultra Super Pictures,       MAGES.,       Good Smile Company,       Animatic","None found, add some",LIDENFILMS,Manga,"Action, Horror, Sci-Fi, Suspense",Seinen,26 min. per ep.,R - 17+ (violence & profanity),16,"Gore, Space, Survival"
To LOVE-Ru: Multiplication - Mae kara Ushiro kara,,7.15,3187,3491,48,OVA,1,Finished Airing,"Nov 2, 2017",,,"None found, add some","None found, add some",Xebec,Manga,"Comedy, Romance, Sci-Fi, Ecchi",Shounen,12 min.,R+ - Mild Nudity,89,"Harem, School"
Toaru Hikuushi e no Koiuta,The Pilot's Love Song,7.15,2077,3492,101,TV,13,Finished Airing,"Jan 6, 2014 to Mar 31, 2014",Winter 2014,Unknown,"Bandai Visual,       Sotsu,       DAX Production,       3xCube,       ZERO-A,       Sammy,       NichiNare,       Toppan Printing","NIS America, Inc.",TMS Entertainment,Light novel,"Adventure, Drama, Romance",,24 min. per ep.,PG-13 - Teens 13 or older,222,
Ultra Maniac,,7.15,3826,3493,34,TV,26,Finished Airing,"May 20, 2003 to Nov 11, 2003",Spring 2003,Tuesdays at 22:00 (JST),"WAO World,       Studio Jack","Discotek Media,       Geneon Entertainment USA",Ashi Productions,Manga,"Comedy, Fantasy, Romance",Shoujo,24 min. per ep.,G - All Ages,131,School
Wan Jie Xian Zong 4th Season,The Wonderland of Ten Thousand 4th Season,7.15,10636,3495,2,ONA,48,Finished Airing,"Sep 14, 2020 to Feb 18, 2021",,,Tencent Penguin Pictures,"None found, add some",Ruo Hong Culture,Web manga,"Action, Fantasy, Romance",,8 min. per ep.,PG-13 - Teens 13 or older,3,"Historical, Mythology"
Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,,7.15,7348,3496,7,OVA,1,Finished Airing,"Jul 16, 2010",,,Shogakukan-Shueisha Productions,"None found, add some",SynergySP,Manga,"Action, Comedy, Supernatural",Shounen,25 min.,PG-13 - Teens 13 or older,2,
Ushio to Tora,Ushio and Tora,7.15,5505,3494,14,OVA,10,Finished Airing,"Sep 11, 1992 to Aug 1, 1993",,,"OB Planning,       Toshiba EMI,       TOHO,       Shogakukan",ADV Films,Pastel,Manga,"Action, Horror",Shounen,30 min. per ep.,PG-13 - Teens 13 or older,38,Mythology
Ao no Orchestra,Blue Orchestra,7.15,2928,3497,57,TV,24,Finished Airing,"Apr 9, 2023 to Oct 8, 2023",Spring 2023,Sundays at 17:00 (JST),"NHK,       NHK Enterprises","None found, add some",Nippon Animation,Web manga,Drama,,25 min. per ep.,PG-13 - Teens 13 or older,257,"Music, Performing Arts, School"
Aoharu x Kikanjuu,Aoharu x Machinegun,7.15,1108,3498,220,TV,12,Finished Airing,"Jul 3, 2015 to Sep 18, 2015",Summer 2015,Fridays at 01:46 (JST),"TBS,       DAX Production,       chara-ani.com,       Sony Music Communications,       King Records,       NichiNare",Sentai Filmworks,Brain's Base,Manga,Sports,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"1,325","Crossdressing, Team Sports"
Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou,Arifureta: Phantom Adventure and Miraculous Encounter,7.15,3924,3499,32,OVA,1,Finished Airing,"Sep 25, 2022",,,Overlap,"None found, add some","asread.,       studio MOTHER",Light novel,"Action, Adventure, Fantasy",,42 min.,PG-13 - Teens 13 or older,49,"Harem, Isekai"
Hinamatsuri,,7.13,11291,3601,2,OVA,1,Finished Airing,1993,,,Gakken,"None found, add some","None found, add some",Other,,Kids,18 min.,G - All Ages,4,Historical
Black Jack: Futari no Kuroi Isha,Black Jack: The Two Doctors of Darkness,7.15,8243,3500,5,Movie,1,Finished Airing,"Dec 17, 2005",,,"SKY Perfect Well Think,       Nippon Television Network","None found, add some",Tezuka Productions,Manga,Drama,Shounen,1 hr. 32 min.,PG-13 - Teens 13 or older,8,Medical
Ixion Saga DT,,7.13,1903,3602,114,TV,25,Finished Airing,"Oct 8, 2012 to Apr 1, 2013",Fall 2012,Unknown,"Sotsu,       Genco","None found, add some",Brain's Base,Game,"Action, Comedy, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,383,Isekai
Kikou Ryohei Mellowlink,,7.13,6218,3603,10,OVA,12,Finished Airing,"Nov 21, 1988 to Apr 28, 1989",,,VAP,"None found, add some",Sunrise,Original,"Action, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,66,"Mecha, Military"
Koi to Yobu ni wa Kimochi Warui,Koikimo,7.13,1019,3604,239,TV,12,Finished Airing,"Apr 5, 2021 to Jun 14, 2021",Spring 2021,Mondays at 22:00 (JST),"BS Fuji,       Hokkaido Cultural Broadcasting,       Amusement Media Academy,       Ichijinsha,       Kanetsu Investment,       Sonilude,       Toyo Recording,       BloomZ,       AMG Entertainment,       MediaNet Pictures,       Christmas Holly,       Miyazaki Broadcasting,       C-one","None found, add some",Nomad,Web manga,"Comedy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older,"1,695",School
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,"Eureka Seven - good night, sleep tight, young lovers",7.13,3296,3605,45,Movie,1,Finished Airing,"Apr 25, 2009",,,"None found, add some","Funimation,       Bandai Entertainment","Bones,       Kinema Citrus",Original,"Adventure, Romance, Sci-Fi",,1 hr. 55 min.,PG-13 - Teens 13 or older,101,Mecha
Kuromukuro,,7.13,1602,3607,144,TV,26,Finished Airing,"Apr 7, 2016 to Sep 29, 2016",Spring 2016,Thursdays at 21:00 (JST),"Sotsu,       Pony Canyon,       AT-X,       KlockWorx,       Tokyo MX,       Medicos Entertainment,       Infinite",Ponycan USA,P.A. Works,Original,"Action, Sci-Fi",,24 min. per ep.,R - 17+ (violence & profanity),426,Mecha
Kurokami The Animation,,7.13,1817,3606,121,TV,23,Finished Airing,"Jan 9, 2009 to Jun 19, 2009",Winter 2009,Fridays at 02:40 (JST),"Bandai Visual,       TV Asahi,       Square Enix","Bandai Entertainment,       Sentai Filmworks,       Discotek Media,       NYAV Post",Sunrise,Manga,"Action, Fantasy",Seinen,23 min. per ep.,R - 17+ (violence & profanity),331,"Martial Arts, Super Power"
Kuroshitsuji II,Black Butler II,7.13,385,3608,570,TV,12,Finished Airing,"Jul 2, 2010 to Sep 17, 2010",Summer 2010,Fridays at 01:20 (JST),"Aniplex,       Square Enix,       Mainichi Broadcasting System",Funimation,A-1 Pictures,Manga,"Action, Comedy, Fantasy",Shounen,24 min. per ep.,R - 17+ (violence & profanity),"3,177","Historical, Mythology"
Kyousou Giga (2012),,7.13,4228,3609,27,ONA,5,Finished Airing,"Aug 31, 2012 to Dec 22, 2012",,,Bandai Channel,Discotek Media,Toei Animation,Original,"Action, Fantasy",,10 min. per ep.,PG-13 - Teens 13 or older,30,
Macross 7,,7.13,3976,3610,32,TV,49,Finished Airing,"Oct 16, 1994 to Sep 24, 1995",Fall 1994,Sundays at 11:00 (JST),"Mainichi Broadcasting System,       Big West",Nozomi Entertainment,"Ashi Productions,       Hero",Original,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older,276,"Mecha, Military, Music, Space"
Maria-sama ga Miteru 4th Specials,Keep it a Secret from Maria-sama,7.13,7971,3613,5,Special,11,Finished Airing,"Mar 25, 2009 to Aug 21, 2009",,,"None found, add some",Nozomi Entertainment,Studio Deen,Light novel,"Comedy, Girls Love",Shoujo,54 sec. per ep.,PG - Children,2,
Mahoromatic: Motto Utsukushii Mono,Mahoromatic ~Something More Beautiful~,7.13,3886,3611,33,TV,14,Finished Airing,"Sep 26, 2002 to Jan 16, 2003",Fall 2002,Unknown,Pioneer LDC,"Sentai Filmworks,       Geneon Entertainment USA","Gainax,       Shaft",Manga,"Comedy, Drama, Romance, Sci-Fi, Ecchi",Seinen,24 min. per ep.,R+ - Mild Nudity,46,Military
Masuda Kousuke Gekijou Gag Manga Biyori 2,,7.13,9699,3614,3,TV,12,Finished Airing,"Aug 5, 2006 to Oct 21, 2006",Summer 2006,Saturdays at 22:30 (JST),"Bandai Visual,       SKY Perfect Well Think,       Kids Station,       DAX Production","None found, add some",Artland,Manga,Comedy,,5 min. per ep.,PG-13 - Teens 13 or older,1,Gag Humor
Maison Ikkoku: Kanketsu-hen,,7.13,7161,3612,7,Movie,1,Finished Airing,"Feb 6, 1988",,,Kitty Films,"None found, add some",Ajia-do,Manga,"Comedy, Drama, Romance",Seinen,1 hr. 6 min.,PG-13 - Teens 13 or older,7,Adult Cast
Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,,7.13,3061,3616,52,OVA,1,Finished Airing,"Mar 28, 2014",,,"DAX Production,       TOHO animation,       Ichijinsha","None found, add some",Doga Kobo,4-koma manga,"Comedy, Romance",,11 min.,PG-13 - Teens 13 or older,21,
Mayonaka no Occult Koumuin OVA,Midnight Occult Civil Servants OVA,7.13,6603,3615,9,OVA,2,Finished Airing,"Sep 25, 2019",,,"None found, add some","None found, add some",LIDENFILMS,Manga,"Fantasy, Mystery",Shoujo,27 min. per ep.,PG-13 - Teens 13 or older,3,"Adult Cast, Mythology, Workplace"
Nanatsu no Taizai Movie 2: Hikari ni Norowareshi Mono-tachi,The Seven Deadly Sins the Movie 2: Cursed By Light,7.13,2366,3618,82,Movie,1,Finished Airing,"Jul 2, 2021",,,"None found, add some","None found, add some",Studio Deen,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 19 min.,PG-13 - Teens 13 or older,246,
Moonlight Mile 1st Season: Lift Off,,7.13,6092,3617,11,TV,12,Finished Airing,"Mar 4, 2007 to May 27, 2007",Spring 2007,Unknown,"None found, add some","ADV Films,       Funimation",Studio Hibari,Manga,"Adventure, Drama, Sci-Fi",,25 min. per ep.,R+ - Mild Nudity,20,Space
One Piece: Jango no Dance Carnival,One Piece: Django's Dance Carnival,7.13,3410,3619,43,Special,1,Finished Airing,"Mar 3, 2001",,,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Fantasy",Shounen,6 min.,PG-13 - Teens 13 or older,26,
Onmyou Taisenki,The Chronicle of the Big Battle between Yin and Yang,7.13,7768,3620,6,TV,52,Finished Airing,"Nov 30, 2004 to Sep 29, 2005",Fall 2004,Thursdays at 18:00 (JST),"None found, add some","None found, add some",Sunrise,Manga,"Adventure, Fantasy, Supernatural",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,31,
Ookiku Furikabutte: Natsu no Scorebook,Big Windup!,7.13,9096,3621,4,OVA,2,Finished Airing,"Mar 24, 2010",,,"None found, add some","None found, add some",A-1 Pictures,Manga,"Comedy, Sports",,1 hr. 30 min. per ep.,G - All Ages,4,Team Sports
Rokudenashi Majutsu Koushi to Akashic Records,Akashic Records of Bastard Magic Instructor,7.13,270,3622,735,TV,12,Finished Airing,"Apr 4, 2017 to Jun 20, 2017",Spring 2017,Tuesdays at 20:30 (JST),"Media Factory,       AT-X,       Ultra Super Pictures,       Tohokushinsha Film Corporation,       Sony Music Communications,       Fujimi Shobo,       Kanetsu Investment,       Kadokawa",Funimation,LIDENFILMS,Light novel,"Action, Fantasy",,24 min. per ep.,R - 17+ (violence & profanity),"3,326",School
Saint Seiya Recap,Saint Seiya: Summary,7.13,7531,3623,6,TV Special,1,Finished Airing,"Jan 25, 2003",,,"None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Fantasy, Sci-Fi",Shounen,25 min.,PG-13 - Teens 13 or older,10,
Jun You Yun,,7.12,11891,3624,1,ONA,24,Finished Airing,"Apr 21, 2022 to Sep 22, 2022",,,bilibili,"None found, add some",Passion Paint Animation,Novel,"Action, Adventure, Fantasy",,19 min. per ep.,PG-13 - Teens 13 or older,17,"Historical, Martial Arts"
Kaginado,,7.12,4098,3625,29,TV,12,Finished Airing,"Oct 13, 2021 to Dec 29, 2021",Fall 2021,Wednesdays at 01:00 (JST),"Visual Arts,       Tohokushinsha Film Corporation","None found, add some",LIDENFILMS Kyoto Studio,Original,"Comedy, Slice of Life",,4 min. per ep.,PG-13 - Teens 13 or older,132,
Kakumeiki Valvrave,Valvrave the Liberator,7.12,1402,3626,169,TV,12,Finished Airing,"Apr 12, 2013 to Jun 28, 2013",Spring 2013,Thursdays at 01:35 (JST),"Aniplex,       Dentsu,       Mainichi Broadcasting System,       Movic,       Bandai,       Bandai Namco Entertainment",Aniplex of America,Sunrise,Original,"Action, Sci-Fi",,24 min. per ep.,R - 17+ (violence & profanity),686,"Mecha, Military, Space"
Kidou Senshi Gundam SEED C.E. 73: Stargazer,Mobile Suit Gundam SEED C.E.73: Stargazer,7.12,4508,3627,24,ONA,3,Finished Airing,"Jul 14, 2006 to Sep 29, 2006",,,"None found, add some",Nozomi Entertainment,Sunrise,Original,"Action, Sci-Fi",,16 min. per ep.,PG-13 - Teens 13 or older,43,"Mecha, Military, Space"
Kodomo no Omocha,,7.12,7589,3628,6,OVA,1,Finished Airing,"Dec 16, 1995",,,Shueisha,"None found, add some",J.C.Staff,Manga,"Comedy, Drama",Shoujo,30 min.,PG - Children,28,"Love Polygon, School, Showbiz"
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,Ghost in the Shell: Stand Alone Complex: Tachikomatic Days,7.12,4374,3629,25,Special,26,Finished Airing,"Oct 1, 2002 to Mar 25, 2003",,,"Bandai Visual,       Dentsu,       Victor Entertainment,       Animax",Bandai Entertainment,Production I.G,Manga,"Comedy, Sci-Fi",,1 min. per ep.,PG - Children,35,Mecha
Ling Jian Zun 3rd Season,,7.12,10513,3631,2,ONA,40,Finished Airing,"Dec 24, 2019 to May 15, 2020",,,"None found, add some","None found, add some",Suoyi Technology,Novel,"Action, Adventure, Fantasy, Romance",,10 min. per ep.,PG-13 - Teens 13 or older,7,Martial Arts
Kunoichi Tsubaki no Mune no Uchi,In the Heart of Kunoichi Tsubaki,7.12,2850,3630,60,TV,13,Finished Airing,"Apr 10, 2022 to Jul 3, 2022",Spring 2022,Sundays at 00:00 (JST),"Aniplex,       Chugai Mining,       BS11,       Shogakukan,       ADK Marketing Solutions","None found, add some",CloverWorks,Manga,"Action, Comedy",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,277,"CGDCT, Martial Arts"
