Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration,Rating,Favorites,Premiered,Broadcast
Doraemon Movie 16: Nobita no Sousei Nikki,Doraemon the Movie: Nobita's Diary of the Creation of the World,6.98,8276,4282,5,Movie,1,Finished Airing,"Mar 4, 1995","None found, add some","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy, Sci-Fi",Time Travel,"KidsKids,         ShounenShounen",1 hr. 38 min.,PG - Children,1,,
Elf wo Karu Mono-tachi II,Those Who Hunt Elves II,6.98,5612,4283,14,TV,12,Finished Airing,"Oct 2, 1997 to Dec 25, 1997","None found, add some","ADV Films,       Sentai Filmworks",Group TAC,Manga,"Adventure, Comedy, Fantasy",Isekai,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,12,Fall 1997,Thursdays at 01:45 (JST)
Gatchaman Crowds Insight: Inbound,,6.98,4415,4286,25,ONA,1,Finished Airing,"Jun 20, 2015","None found, add some",Sentai Filmworks,Tatsunoko Production,Original,"Action, Sci-Fi",Super Power,,14 min.,PG-13 - Teens 13 or older,11,,
Futari wa Precure: Max Heart,,6.98,4905,4284,19,TV,47,Finished Airing,"Feb 6, 2005 to Jan 29, 2006",Asahi Broadcasting,"None found, add some",Toei Animation,Original,"Action, Comedy, Fantasy",Mahou Shoujo,,24 min. per ep.,G - All Ages,48,Winter 2005,Unknown
Gantz,,6.98,658,4285,361,TV,13,Finished Airing,"Apr 13, 2004 to Jun 22, 2004",Fuji TV,"ADV Films,       Funimation",Gonzo,Manga,"Action, Drama, Horror, Sci-Fi, Supernatural, Suspense","Gore, High Stakes Game, Psychological, Survival",Seinen,22 min. per ep.,R+ - Mild Nudity,"2,429",Spring 2004,Tuesdays at 02:28 (JST)
Go! Saitama,,6.98,8483,4287,5,ONA,1,Finished Airing,"Sep 23, 2021","None found, add some","None found, add some",Village Studio,Web manga,Comedy,Super Power,,1 min.,PG-13 - Teens 13 or older,9,,
Haiyore! Nyaruko-san,Nyaruko: Crawling With Love!,6.98,662,4288,357,TV,12,Finished Airing,"Apr 10, 2012 to Jun 26, 2012","TV Tokyo,       Avex Entertainment,       Sotsu,       KlockWorx,       Cospa,       SoftBank Creative,       Studio Mausu,       Bulls Eye","NIS America, Inc.",Xebec,Light novel,"Comedy, Sci-Fi",Parody,,24 min. per ep.,PG-13 - Teens 13 or older,"1,318",Spring 2012,Unknown
Inazuma Eleven: Chou Jigen Dream Match,,6.98,6033,4290,11,Movie,1,Finished Airing,"Jun 13, 2014","TV Tokyo,       Dentsu Tec","None found, add some",OLM,Game,Sports,"Super Power, Team Sports",,49 min.,G - All Ages,6,,
Halo Legends,,6.98,3455,4289,42,ONA,8,Finished Airing,"Nov 7, 2009 to Feb 16, 2010",Casio Entertainment,Warner Bros. Pictures,"Bones,       Bee Train,       Production I.G,       Studio 4°C,       Toei Animation",Game,"Action, Drama, Sci-Fi",Military,,14 min. per ep.,PG-13 - Teens 13 or older,210,,
Jiisan Baasan Wakagaeru,Grandpa and Grandma Turn Young Again,6.98,2215,4291,91,TV,11,Currently Airing,"Apr 7, 2024 to Jun 16, 2024","AT-X,       Nippon Columbia,       On-Lead,       Kadokawa","None found, add some",Gekkou,Web manga,"Comedy, Romance, Supernatural",,,24 min. per ep.,PG-13 - Teens 13 or older,353,Spring 2024,Sundays at 23:30 (JST)
"Kanojo, Okarishimasu",Rent-a-Girlfriend,6.98,159,4292,990,TV,12,Finished Airing,"Jul 11, 2020 to Sep 26, 2020","Mainichi Broadcasting System,       Kodansha,       DMM pictures,       DMM Music","None found, add some",TMS Entertainment,Manga,"Comedy, Romance","Adult Cast, Harem",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"8,263",Summer 2020,Saturdays at 01:25 (JST)
Kenka Dokugaku,Viral Hit,6.98,3421,4293,42,TV,12,Currently Airing,"Apr 11, 2024 to Jun 27, 2024","Dentsu,       Fuji TV,       GAGA,       Slow Curve,       Fujipacific Music,       BS Fuji,       Crunchyroll,       Line Digital Frontier","None found, add some",Okuruto Noboru,Web manga,Action,School,,22 min. per ep.,PG-13 - Teens 13 or older,193,Spring 2024,Thursdays at 00:55 (JST)
Kidou Senshi Gundam SEED: Hoshi no Hazama de,Mobile Suit Gundam SEED: After-Phase Between the Stars,6.98,5280,4294,16,Special,1,Finished Airing,"Mar 26, 2004","None found, add some",Nozomi Entertainment,Sunrise,Original,"Action, Drama, Sci-Fi",Mecha,,5 min.,PG-13 - Teens 13 or older,7,,
Kinnikuman II Sei: Ultimate Muscle 2,,6.98,7335,4295,7,TV,13,Finished Airing,"Jan 5, 2006 to Mar 30, 2006","None found, add some",Discotek Media,Toei Animation,Manga,"Comedy, Sci-Fi, Sports",Combat Sports,,24 min. per ep.,PG-13 - Teens 13 or older,5,Winter 2006,Unknown
Kokkoku,,6.98,1282,4296,187,TV,12,Finished Airing,"Jan 8, 2018 to Mar 26, 2018",Twin Engine,Sentai Filmworks,Geno Studio,Manga,"Drama, Mystery, Supernatural, Suspense","Adult Cast, Psychological",Seinen,23 min. per ep.,R - 17+ (violence & profanity),343,Winter 2018,Mondays at 00:30 (JST)
Kuruneko 2nd Season,,6.98,12107,4297,1,TV,50,Finished Airing,"Jul 3, 2010 to Jul 2, 2011","Kadokawa Pictures Japan,       Kansai Telecasting,       Tokai Television","None found, add some",DAX Production,Manga,"Comedy, Slice of Life",Pets,,2 min. per ep.,G - All Ages,1,Summer 2010,Saturdays at 11:40 (JST)
Lupin III: Nusumareta Lupin,Lupin III: Swallowtail Tattoo,6.98,7551,4299,6,TV Special,1,Finished Airing,"Jul 30, 2004","None found, add some",Discotek Media,TMS Entertainment,Manga,"Action, Adventure, Comedy, Mystery",Adult Cast,Seinen,1 hr. 31 min.,PG-13 - Teens 13 or older,1,,
Kyoushoku Soukou Guyver II,The Guyver: Bio-Booster Armor,6.98,6728,4298,9,OVA,6,Finished Airing,"Oct 24, 1991 to Aug 21, 1992",animate Film,Manga Entertainment,Visual 80,Manga,"Action, Horror, Sci-Fi","Gore, Super Power",Shounen,25 min. per ep.,R+ - Mild Nudity,41,,
Manga Sekai Mukashibanashi,Manga Fairy Tales of the World,6.98,10951,4301,2,TV,127,Finished Airing,"Oct 7, 1976 to Mar 28, 1979","TBS,       DAX Production","None found, add some",Madhouse,Unknown,"Adventure, Drama, Fantasy",Historical,,30 min. per ep.,G - All Ages,7,Fall 1976,Unknown
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden 2nd Season - Kakusei Zenya,Magia Record: Puella Magi Madoka Magica Side Story Season 2 - The Eve of Awakening,6.98,2720,4300,65,TV,8,Finished Airing,"Aug 1, 2021 to Sep 26, 2021","Aniplex,       Houbunsha,       f4samurai",Aniplex of America,Shaft,Game,"Drama, Fantasy, Suspense","Mahou Shoujo, Psychological",,23 min. per ep.,PG-13 - Teens 13 or older,449,Summer 2021,Sundays at 00:00 (JST)
Mizuiro Jidai,,6.98,8214,4302,5,TV,47,Finished Airing,"Apr 4, 1996 to Feb 27, 1997","None found, add some","None found, add some",Studio Comet,Manga,"Drama, Romance",School,Shoujo,25 min. per ep.,PG-13 - Teens 13 or older,23,Spring 1996,Thursdays at 18:00 (JST)
Muteki Choujin Zanbot 3,Invincible Superman Zanbot 3,6.98,8077,4303,5,TV,23,Finished Airing,"Oct 8, 1977 to Mar 25, 1978","Sotsu,       Nagoya Broadcasting Network","None found, add some",Sunrise,Original,"Action, Drama, Sci-Fi",Mecha,,24 min. per ep.,PG-13 - Teens 13 or older,26,Fall 1977,Unknown
Nana Recaps,,6.98,5052,4304,18,TV Special,3,Finished Airing,"Jun 21, 2006 to Jan 10, 2007","VAP,       Nippon Television Network","VIZ Media,       Sentai Filmworks",Madhouse,Manga,"Comedy, Drama, Romance","Adult Cast, Music",Shoujo,22 min. per ep.,R - 17+ (violence & profanity),20,,
Nijiiro Hotaru: Eien no Natsuyasumi,Rainbow Fireflies,6.98,7091,4306,7,Movie,1,Finished Airing,"May 19, 2012","None found, add some","None found, add some",Toei Animation,Novel,"Fantasy, Romance, Slice of Life",Time Travel,,1 hr. 44 min.,G - All Ages,16,,
Neo Angelique Abyss: Second Age,,6.98,4815,4305,20,TV,13,Finished Airing,"Jul 7, 2008 to Sep 29, 2008","None found, add some",Sentai Filmworks,Yumeta Company,Visual novel,"Comedy, Fantasy, Romance",Reverse Harem,Josei,25 min. per ep.,PG-13 - Teens 13 or older,40,Summer 2008,Unknown
Ninja Kamui,,6.98,1583,4307,145,TV,13,Finished Airing,"Feb 11, 2024 to May 5, 2024",Sola Entertainment,"None found, add some",E&H Production,Original,"Action, Fantasy, Sci-Fi",,,23 min. per ep.,R - 17+ (violence & profanity),"1,006",Winter 2024,Sundays at 08:30 (JST)
Paulette no Isu,Paulette's Chair,6.98,6188,4309,10,ONA,1,Finished Airing,"Mar 21, 2014","None found, add some","None found, add some",Studio Colorido,Original,Slice of Life,,Kids,3 min.,G - All Ages,6,,
Oishinbo,,6.98,8733,4308,4,TV,136,Finished Airing,"Oct 17, 1988 to Mar 17, 1992",TV Asahi,"None found, add some",Shin-Ei Animation,Manga,"Comedy, Gourmet, Slice of Life",,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,26,Fall 1988,Unknown
Pikmin Short Movies,,6.98,11556,4310,1,Movie,3,Finished Airing,"Oct 25, 2014",Nintendo,"None found, add some",Dynamo Pictures,Game,Fantasy,,Kids,7 min. per ep.,G - All Ages,13,,
Pokemon 3D Adventure: Mew wo Sagase!,Pokémon 3D Adventure: Find Mew!,6.98,6185,4311,10,Movie,1,Finished Airing,"Mar 18, 2005","None found, add some","None found, add some",OLM,Game,"Adventure, Comedy, Fantasy",,Kids,11 min.,PG - Children,6,,
Senyuu. Specials,,6.98,5080,4313,18,Special,4,Finished Airing,"Apr 24, 2013 to Nov 22, 2013","None found, add some","None found, add some","Ordet,       LIDENFILMS",Web manga,"Action, Comedy, Fantasy",,Shounen,5 min. per ep.,PG-13 - Teens 13 or older,9,,
Popolocrois Monogatari,,6.98,9258,4312,3,TV,25,Finished Airing,"Oct 4, 1998 to Mar 28, 1999","Production I.G,       TV Tokyo,       Aniplex","None found, add some",Bee Train,Game,"Adventure, Fantasy",,,23 min. per ep.,PG - Children,17,Fall 1998,Unknown
Jungle Book Shounen Mowgli,The Jungle Book,6.97,7121,4315,7,TV,52,Finished Airing,"Oct 9, 1989 to Oct 29, 1990","None found, add some","None found, add some",Nippon Animation,Book,"Adventure, Drama",Anthropomorphic,,25 min. per ep.,G - All Ages,28,Fall 1989,Unknown
Shaonian Bai Ma Zui Chun Feng,The Young Brewmaster's Adventure,6.98,12384,4314,1,ONA,20,Finished Airing,"Jul 27, 2022 to Feb 8, 2023",Youku,"None found, add some",CG Year,Web novel,"Action, Fantasy","Historical, Martial Arts",,18 min. per ep.,PG-13 - Teens 13 or older,11,,
Juuni Senshi Bakuretsu Eto Ranger,,6.97,10269,4316,2,TV,39,Finished Airing,"Apr 7, 1995 to Jan 26, 1996","None found, add some","None found, add some",Shaft,Original,"Action, Comedy, Fantasy",,,25 min. per ep.,PG-13 - Teens 13 or older,19,Spring 1995,Unknown
Kami-tachi ni Hirowareta Otoko,By the Grace of the Gods,6.97,1135,4318,216,TV,12,Finished Airing,"Oct 4, 2020 to Dec 20, 2020","Lantis,       Toei Video,       KlockWorx,       Nikkatsu,       Asmik Ace,       Hobby Japan,       AMG MUSIC,       BS Fuji,       Hakuhodo DY Music & Pictures,       Amusement Media Academy,       Exa International,       Bandai Namco Arts",Funimation,Maho Film,Light novel,"Fantasy, Slice of Life","Isekai, Iyashikei, Reincarnation",,23 min. per ep.,PG-13 - Teens 13 or older,"1,051",Fall 2020,Sundays at 23:30 (JST)
Kill Me Baby: Butsuzou Kegatte Nise Halloween,,6.97,5474,4319,14,OVA,1,Finished Airing,"Oct 16, 2013",Pony Canyon,"None found, add some",J.C.Staff,4-koma manga,Comedy,"Gag Humor, School",,27 min.,PG-13 - Teens 13 or older,10,,
Kimi no Koe wo Todoketai,Your Voice -KIMIKOE-,6.97,3581,4320,39,Movie,1,Finished Airing,"Aug 25, 2017","Lantis,       Tohokushinsha Film Corporation,       GYAO!,       Kadokawa","None found, add some",Madhouse,Original,Drama,,,1 hr. 34 min.,PG-13 - Teens 13 or older,56,,
Kaibutsu Oujo,Princess Resurrection,6.97,2401,4317,80,TV,25,Finished Airing,"Apr 13, 2007 to Sep 28, 2007","Imagin,       Lantis,       Index,       Universal Pictures Japan","ADV Films,       Sentai Filmworks",Madhouse,Manga,"Action, Comedy, Horror, Supernatural",Vampire,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,211,Spring 2007,Fridays at 01:55 (JST)
Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,Young Kindaichi's Casebook: Deep Blue Massacre,6.97,10905,4321,2,Movie,1,Finished Airing,"Aug 21, 1999","None found, add some","None found, add some",Toei Animation,Light novel,Mystery,,Shounen,1 hr. 30 min.,PG-13 - Teens 13 or older,3,,
Koi to Senkyo to Chocolate,"Love, Election and Chocolate",6.97,982,4322,250,TV,12,Finished Airing,"Jul 6, 2012 to Sep 28, 2012","Aniplex,       AIC,       Lantis,       TBS,       Magic Capsule",Sentai Filmworks,AIC Build,Visual novel,"Drama, Romance","Harem, School",,24 min. per ep.,PG-13 - Teens 13 or older,481,Summer 2012,Unknown
"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",MIX Season 2,6.97,7212,4323,7,TV,24,Finished Airing,"Apr 1, 2023 to Sep 23, 2023","Shogakukan-Shueisha Productions,       Yomiuri Telecasting,       Shogakukan","None found, add some",OLM,Manga,"Drama, Romance, Sports","School, Team Sports",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,19,Spring 2023,Saturdays at 17:30 (JST)
Murder Princess,,6.97,2896,4324,58,OVA,6,Finished Airing,"Mar 28, 2007 to Aug 29, 2007",Marvelous Entertainment,Funimation,Bee Train,Manga,"Action, Adventure, Fantasy",Gore,,24 min. per ep.,R - 17+ (violence & profanity),162,,
One Piece: Mezase! Kaizoku Yakyuu Ou,One Piece: Take Aim! The Pirate Baseball King,6.97,3694,4325,37,Movie,1,Finished Airing,"Mar 6, 2004","None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Fantasy, Sports",Team Sports,Shounen,5 min.,PG-13 - Teens 13 or older,14,,
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,Pokémon: Destiny Deoxys,6.97,1874,4326,116,Movie,1,Finished Airing,"Jul 17, 2004",Studio Jack,"4Kids Entertainment,       Miramax Films",OLM,Game,"Action, Adventure, Comedy, Fantasy, Sci-Fi",,Kids,1 hr. 38 min.,PG - Children,54,,
Princess Princess,,6.97,2719,4327,65,TV,12,Finished Airing,"Apr 6, 2006 to Jun 22, 2006",TV Asahi,Media Blasters,Studio Deen,Manga,Comedy,"Crossdressing, School",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,263,Spring 2006,Thursdays at 03:10 (JST)
Wangzhe Da Shixiong,,6.97,16538,4328,465,ONA,16,Finished Airing,"Sep 30, 2023 to Dec 30, 2023",Tencent Animation & Comics,"None found, add some",Qiyuan Yinghua,Novel,"Action, Adventure, Fantasy","Historical, Isekai",,18 min. per ep.,PG-13 - Teens 13 or older,3,,
"Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru","WataMote: No Matter How I Look At It, It's You Guys' Fault I'm Not Popular! OVA",6.97,2230,4329,90,OVA,1,Finished Airing,"Oct 22, 2014","None found, add some","None found, add some",SILVER LINK.,Web manga,Comedy,"Otaku Culture, School",,27 min.,PG-13 - Teens 13 or older,106,,
Xing Wushen Jue,,6.97,10298,4330,2,ONA,40,Finished Airing,"Jan 28, 2021 to May 30, 2021",iQIYI,"None found, add some",Ruo Hong Culture,Web novel,"Action, Fantasy",Martial Arts,,7 min. per ep.,PG-13 - Teens 13 or older,15,,
Chobits: Chibits,Chobits: Chibits - Sumomo and Kotoko Deliver,6.97,3234,4332,47,Special,1,Finished Airing,"Jun 27, 2003","Movic,       Pioneer LDC","Funimation,       Geneon Entertainment USA",Madhouse,Manga,"Comedy, Romance",,,6 min.,PG-13 - Teens 13 or older,62,,
Cong Hong Yue Kaishi,Since The Red Moon Appeared,6.97,15388,4333,600,ONA,16,Finished Airing,"Dec 25, 2023 to Feb 5, 2024",Tencent Animation & Comics,"None found, add some",Foch Films,Novel,"Horror, Sci-Fi, Supernatural, Suspense",Psychological,,18 min. per ep.,None,2,,
Biohazard: Vendetta,Resident Evil: Vendetta,6.97,4622,4331,22,Movie,1,Finished Airing,"May 27, 2017","None found, add some","None found, add some",Marza Animation Planet,Game,"Action, Horror, Sci-Fi",,,1 hr. 37 min.,R - 17+ (violence & profanity),65,,
Dr. Slump,,6.97,5030,4334,18,TV,74,Finished Airing,"Nov 26, 1997 to Sep 22, 1999",Fuji TV,"None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",Gag Humor,Shounen,25 min. per ep.,PG-13 - Teens 13 or older,50,Fall 1997,Wednesdays at 19:00 (JST)
Elf wo Karu Mono-tachi,Those Who Hunt Elves,6.97,4260,4335,27,TV,12,Finished Airing,"Oct 4, 1996 to Dec 20, 1996","Sotsu,       Showgate,       Amuse","ADV Films,       Sentai Filmworks",Group TAC,Manga,"Adventure, Comedy, Fantasy, Ecchi",Isekai,Shounen,24 min. per ep.,PG-13 - Teens 13 or older,48,Fall 1996,Fridays at 01:15 (JST)
Ensemble Stars!! Tsuioku Selection Checkmate,,6.97,12640,4336,1,ONA,6,Finished Airing,"Mar 10, 2024 to Mar 15, 2024",Happy Elements,"None found, add some",DandeLion Animation Studio,Game,,Idols (Male),,11 min. per ep.,PG-13 - Teens 13 or older,10,,
Fw:Hamatora,,6.97,6652,4337,9,Movie,1,Finished Airing,"Nov 14, 2015","NAZ,       10Gauge","None found, add some",Lerche,Mixed media,"Comedy, Mystery",Super Power,,1 hr. 8 min.,G - All Ages,6,,
Hime Chen! Otogi Chikku Idol Lilpri,Spellbound! Magical Princess Lilpri,6.97,6144,4339,11,TV,51,Finished Airing,"Apr 4, 2010 to Mar 27, 2011","TV Tokyo,       Shogakukan-Shueisha Productions,       Half H.P Studio","None found, add some",TMS Entertainment,Game,Fantasy,Mahou Shoujo,,24 min. per ep.,PG - Children,54,Spring 2010,Sundays at 09:00 (JST)
Jinzou Ningen Kikaider The Animation,Android Kikaider - The Animation,6.97,6298,4340,10,TV,13,Finished Airing,"Oct 16, 2000 to Jan 8, 2001","Aniplex,       SME Visual Works",Bandai Entertainment,"Radix,       Studio OX",Other,"Action, Drama, Sci-Fi",Mecha,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,74,Fall 2000,Sundays at 23:25 (JST)
Gleipnir,,6.97,460,4338,491,TV,13,Finished Airing,"Apr 5, 2020 to Jun 28, 2020","Kodansha,       bilibili,       Good Smile Film",Funimation,PINE JAM,Manga,"Action, Mystery, Supernatural, Ecchi",,Seinen,23 min. per ep.,R - 17+ (violence & profanity),"1,949",Spring 2020,Sundays at 23:30 (JST)
Back Street Girls: Gokudolls,Back Street Girls: Gokudols,6.96,1513,4341,154,TV,10,Finished Airing,"Jul 4, 2018 to Sep 5, 2018","Toei Video,       Kodansha","None found, add some",J.C.Staff,Manga,"Comedy, Ecchi","Magical Sex Shift, Organized Crime, Workplace",Seinen,24 min. per ep.,R - 17+ (violence & profanity),677,Summer 2018,Wednesdays at 01:00 (JST)
Bakuman. 3rd Season Specials,,6.96,5187,4342,17,Special,2,Finished Airing,"Jun 26, 2013 to Aug 28, 2013","None found, add some","None found, add some",J.C.Staff,Manga,Comedy,,,3 min. per ep.,PG-13 - Teens 13 or older,19,,
Bakuten Shoot Beyblade G Revolution,Beyblade G Revolution,6.96,3151,4343,49,TV,52,Finished Airing,"Jan 6, 2003 to Dec 29, 2003","TV Tokyo,       Yomiko Advertising,       d-rights","Nelvana,       Discotek Media",Nippon Animation,Manga,"Action, Adventure, Comedy, Sci-Fi",,Shounen,20 min. per ep.,PG - Children,223,Winter 2003,Mondays at 18:00 (JST)
Black Jack (TV): Hizouban Specials,,6.96,9869,4345,3,Special,2,Finished Airing,"Jul 17, 2006","None found, add some","None found, add some",Tezuka Productions,Manga,Adventure,Medical,Shounen,23 min. per ep.,G - All Ages,1,,
Bessatsu Olympia Kyklos,Extra Olympia Kyklos,6.96,5085,4344,18,TV,24,Finished Airing,"Apr 20, 2020 to Nov 2, 2020",nobishiro lab,"None found, add some",Gosay Studio,Manga,"Comedy, Sports",Historical,Seinen,5 min. per ep.,PG-13 - Teens 13 or older,76,Spring 2020,Mondays at 21:54 (JST)
Cardfight!! Vanguard: Divinez,,6.96,10474,4346,2,TV,13,Finished Airing,"Jan 13, 2024 to Apr 20, 2024",Bushiroad,"None found, add some","Kinema Citrus,       GIFTanimation,       Studio Jemi",Original,Action,Strategy Game,,24 min. per ep.,PG-13 - Teens 13 or older,11,Winter 2024,Saturdays at 08:00 (JST)
Classroom☆Crisis,,6.96,1812,4347,122,TV,13,Finished Airing,"Jul 4, 2015 to Sep 26, 2015","Aniplex,       Dentsu,       Mainichi Broadcasting System,       Movic,       Animatic,       Kadokawa",Aniplex of America,Lay-duce,Original,"Drama, Romance, Sci-Fi","School, Space",,24 min. per ep.,PG-13 - Teens 13 or older,198,Summer 2015,Saturdays at 01:55 (JST)
Dennou Boukenki Webdiver,Brain Adventure Record Webdiver,6.96,9946,4348,3,TV,52,Finished Airing,"Apr 6, 2001 to Mar 23, 2002","TV Tokyo,       Nippon Animation,       Nihon Ad Systems",Frontier Works,Radix,Original,"Action, Adventure, Sci-Fi",Mecha,,24 min. per ep.,PG - Children,20,Spring 2001,Fridays at 18:00 (JST)
Digimon Savers,Digimon Data Squad,6.96,2254,4349,89,TV,48,Finished Airing,"Apr 2, 2006 to Mar 25, 2007",Fuji TV,Flatiron Film Company,Toei Animation,Original,"Adventure, Comedy, Drama, Fantasy",,,23 min. per ep.,PG - Children,325,Spring 2006,Sundays at 09:00 (JST)
Digimon Tamers: Boukensha-tachi no Tatakai,Digimon Tamers: Battle of Adventurers,6.96,4650,4350,22,Movie,1,Finished Airing,"Jul 14, 2001","None found, add some",Saban Brands,Toei Animation,Original,"Adventure, Drama, Sci-Fi",,,50 min.,PG - Children,6,,
