Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics
Ling Jian Zun 2nd Season,,6.96,10254,4360,2,ONA,30,Finished Airing,"May 28, 2019 to Sep 6, 2019",,,"None found, add some","None found, add some",Suoyi Technology,Novel,"Action, Adventure, Fantasy, Romance",Martial Arts,10 min. per ep.,PG-13 - Teens 13 or older,5,
Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,Lupin III: Angel Tactics,6.96,7346,4361,7,TV Special,1,Finished Airing,"Jul 22, 2005",,,"None found, add some",Discotek Media,TMS Entertainment,Manga,"Action, Adventure, Comedy, Mystery",Adult Cast,1 hr. 32 min.,PG-13 - Teens 13 or older,1,Seinen
Nanatsu no Taizai: Seisen no Shirushi,The Seven Deadly Sins: Signs of Holy War,6.96,281,4363,720,TV,4,Finished Airing,"Aug 28, 2016 to Sep 18, 2016",Summer 2016,Sundays at 17:00 (JST),"Aniplex,       Dentsu,       Mainichi Broadcasting System,       Kodansha,       Movic","None found, add some",A-1 Pictures,Manga,"Action, Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,801,Shounen
Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!,Naruto: The Magic Genie and the Three Wishes,6.96,2988,4364,55,Movie,1,Finished Airing,"Jul 31, 2010",,,"None found, add some",VIZ Media,Pierrot,Original,"Action, Comedy","Martial Arts, Super Power",14 min.,PG-13 - Teens 13 or older,33,Shounen
Ochamegami Monogatari: Korokoro Pollon,Little Pollon,6.96,9314,4365,3,TV,46,Finished Airing,"May 8, 1982 to Mar 26, 1983",Spring 1982,Unknown,"None found, add some","None found, add some",Kokusai Eigasha,Manga,Comedy,Parody,22 min. per ep.,G - All Ages,19,
Onmyouji,Onmyoji,6.96,6855,4366,8,ONA,13,Finished Airing,"Nov 28, 2023",,,"None found, add some","None found, add some",Marvy Jack,Novel,"Drama, Supernatural","Adult Cast, Historical, Mythology",25 min. per ep.,PG-13 - Teens 13 or older,28,
"Ore, Tsushima","I, Tsushima",6.96,4998,4367,19,TV,12,Finished Airing,"Jul 2, 2021 to Sep 18, 2021",Summer 2021,Saturdays at 01:50 (JST),Asmik Ace,"None found, add some","Fanworks,       Space Neko Company",Manga,"Comedy, Slice of Life",Pets,1 min. per ep.,PG-13 - Teens 13 or older,169,Seinen
Osake wa Fuufu ni Natte kara,Love is Like a Cocktail,6.96,1117,4368,218,TV,13,Finished Airing,"Oct 4, 2017 to Dec 27, 2017",Fall 2017,Wednesdays at 01:00 (JST),"VAP,       Yomiko Advertising,       Tokyo MX,       GYAO!,       Cloud22","None found, add some",Creators in Pack,Web manga,"Comedy, Gourmet, Romance",Adult Cast,3 min. per ep.,PG-13 - Teens 13 or older,411,
Rinne no Lagrange Season 2,Lagrange: The Flower of Rin-ne Season 2,6.96,4129,4370,29,TV,12,Finished Airing,"Jul 8, 2012 to Sep 23, 2012",Summer 2012,Sundays at 22:00 (JST),"Production I.G,       Bandai Visual,       Yomiuri Telecasting,       flying DOG",VIZ Media,Xebec,Original,"Action, Comedy, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,18,
Overlord: Ple Ple Pleiades,,6.96,2376,4369,81,Special,8,Finished Airing,"Sep 25, 2015 to Feb 24, 2016",,,"None found, add some",Funimation,Studio PuYUKAI,Light novel,"Action, Comedy, Fantasy",Isekai,3 min. per ep.,PG-13 - Teens 13 or older,70,
Satsuriku no Tenshi,Angels of Death,6.96,304,4371,675,TV,16,Finished Airing,"Jul 6, 2018 to Oct 26, 2018",Summer 2018,Fridays at 20:30 (JST),"Lantis,       AT-X,       Kadokawa",Funimation,J.C.Staff,Game,"Adventure, Horror, Suspense","Gore, Psychological",23 min. per ep.,R - 17+ (violence & profanity),"5,809",
SF Saiyuuki Starzinger,Spaceketeers,6.96,9864,4373,3,TV,73,Finished Airing,"Apr 2, 1978 to Aug 26, 1979",Spring 1978,Sundays at 19:00 (JST),"None found, add some","None found, add some",Toei Animation,Original,"Action, Adventure, Sci-Fi","Mecha, Space",25 min. per ep.,G - All Ages,21,
Senki Zesshou Symphogear AXZ: Senki Zesshou Shinai Symphogear,,6.96,8304,4372,5,Special,4,Finished Airing,"Nov 29, 2017 to Feb 28, 2018",,,"Memory-Tech,       Bushiroad,       MAGES.,       King Records,       Kinyosha",Discotek Media,Satelight,Original,"Comedy, Sci-Fi, Slice of Life","Idols (Female), Music",8 min. per ep.,PG-13 - Teens 13 or older,5,
Sirius,Sirius the Jaeger,6.96,981,4374,250,TV,12,Finished Airing,"Jul 12, 2018 to Sep 27, 2018",Summer 2018,Thursdays at 23:00 (JST),"Sotsu,       Warner Bros. Japan,       Infinite","None found, add some",P.A. Works,Original,"Action, Supernatural","Historical, Vampire",23 min. per ep.,R - 17+ (violence & profanity),687,
SKET Dance: Tettei Bunseki Special,,6.96,8229,4375,5,Special,1,Finished Airing,"May 3, 2011",,,"None found, add some","None found, add some",Tatsunoko Production,Unknown,,School,24 min.,PG-13 - Teens 13 or older,3,Shounen
Strike the Blood II,Strike the Blood Second,6.96,1222,4376,197,OVA,8,Finished Airing,"Nov 23, 2016 to May 24, 2017",,,"Movic,       Warner Bros. Japan,       KlockWorx,       ASCII Media Works,       Hakuhodo DY Music & Pictures","None found, add some","SILVER LINK.,       Connect",Light novel,"Action, Fantasy, Ecchi","Harem, Vampire",25 min. per ep.,R+ - Mild Nudity,231,
Supernatural The Animation,Supernatural: The Anime Series,6.96,3942,4377,32,OVA,22,Finished Airing,"Feb 23, 2011 to Apr 27, 2011",,,"None found, add some",Warner Bros. Pictures,Madhouse,Other,"Action, Horror, Supernatural","Adult Cast, Mythology",24 min. per ep.,R - 17+ (violence & profanity),73,
Taiho Shichau zo: Full Throttle - Watashitachi no Iru Basho,You're Under Arrest: Full Throttle Special,6.96,9520,4378,3,Special,1,Finished Airing,"Aug 22, 2008",,,TBS,Sentai Filmworks,Studio Deen,Manga,"Action, Adventure, Comedy","Detective, Workplace",21 min.,PG-13 - Teens 13 or older,1,
Toriko: Jump Super Anime Tour 2009 Special,,6.96,6964,4379,8,Special,1,Finished Airing,"Oct 12, 2009",,,"None found, add some","None found, add some",ufotable,Manga,"Action, Adventure, Comedy, Gourmet",Super Power,27 min.,PG-13 - Teens 13 or older,10,Shounen
Uchuu Senkan Yamato: Fukkatsu-hen,,6.96,8674,4380,4,Movie,1,Finished Airing,"Dec 12, 2009",,,TOHO,"None found, add some","None found, add some",Original,"Action, Adventure, Drama, Sci-Fi","Adult Cast, Military, Space",2 hr. 15 min.,PG-13 - Teens 13 or older,7,
Umisea,,6.96,9171,4381,4,ONA,4,Finished Airing,"Sep 15, 2021 to Sep 18, 2021",,,"None found, add some","None found, add some",Hololive Production,Other,"Adventure, Comedy",,4 min. per ep.,PG-13 - Teens 13 or older,19,
Ze Tian Ji 2nd Season,,6.96,9329,4383,3,ONA,12,Finished Airing,"Jul 20, 2016 to Oct 5, 2016",,,"Tencent Penguin Pictures,       China Literature Limited","None found, add some",Foch Films,Novel,"Action, Adventure, Fantasy",,19 min. per ep.,PG-13 - Teens 13 or older,4,
Yuusha Tokkyuu Might Gaine,,6.96,9429,4382,3,TV,47,Finished Airing,"Jan 30, 1993 to Jan 24, 1994",Winter 1993,Unknown,"Nagoya Broadcasting Network,       Tokyu Agency","None found, add some",Sunrise,Original,"Action, Adventure, Sci-Fi",Mecha,24 min. per ep.,PG-13 - Teens 13 or older,14,
Starmyu 3rd Season,,6.95,6313,4385,10,TV,12,Finished Airing,"Jul 1, 2019 to Sep 16, 2019",Summer 2019,Mondays at 22:00 (JST),NBCUniversal Entertainment Japan,"None found, add some",C-Station,Original,,"Idols (Male), Music, Performing Arts, School",23 min. per ep.,PG-13 - Teens 13 or older,33,
Shin Koihime†Musou: Otome Tairan,,6.95,4778,4384,21,TV,12,Finished Airing,"Mar 26, 2010 to Jun 17, 2010",Spring 2010,Unknown,"PRA,       Jumondo",Sentai Filmworks,Doga Kobo,Visual novel,"Adventure, Comedy, Fantasy, Ecchi",Historical,25 min. per ep.,R+ - Mild Nudity,26,
Strike the Blood IV,,6.95,2284,4386,87,OVA,12,Finished Airing,"Apr 8, 2020 to Jun 30, 2021",,,"Movic,       Magic Capsule,       Warner Bros. Japan,       KlockWorx,       Hakuhodo DY Music & Pictures,       Kadokawa","None found, add some",Connect,Light novel,"Action, Fantasy, Ecchi","Harem, Vampire",25 min. per ep.,R+ - Mild Nudity,184,
Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,Buddha: The Great Departure,6.95,6432,4387,10,Movie,1,Finished Airing,"May 28, 2011",,,"Toei Video,       Tezuka Productions,       Warner Bros. Japan,       Yomiuri Shimbun","None found, add some",Toei Animation,Manga,"Drama, Supernatural","Historical, Military",1 hr. 51 min.,R - 17+ (violence & profanity),20,
Uchi Tama?! Uchi no Tama Shirimasen ka?,Uchitama?! Have you seen my Tama?,6.95,4507,4389,24,TV,11,Finished Airing,"Jan 10, 2020 to Mar 20, 2020",Winter 2020,Fridays at 00:55 (JST),"Aniplex,       Dentsu,       Fuji TV,       Sony Creative Products",Aniplex of America,"MAPPA,       Lapin Track",Original,Slice of Life,"Anthropomorphic, Pets",23 min. per ep.,PG-13 - Teens 13 or older,79,
To Be Hero,,6.95,2764,4388,63,TV,12,Finished Airing,"Oct 5, 2016 to Dec 21, 2016",Fall 2016,Wednesdays at 18:45 (JST),"Emon,       LAN Studio",Discotek Media,Haoliners Animation League,Original,Comedy,,11 min. per ep.,PG-13 - Teens 13 or older,168,
Watashi ga Motete Dousunda,"Kiss Him, Not Me!",6.95,497,4390,457,TV,12,Finished Airing,"Oct 7, 2016 to Dec 23, 2016",Fall 2016,Fridays at 01:58 (JST),"TBS,       Kodansha,       DAX Production,       Nippon Columbia,       RAY","Funimation,       Crunchyroll",Brain's Base,Manga,"Comedy, Romance","Otaku Culture, Reverse Harem, School",23 min. per ep.,PG-13 - Teens 13 or older,"1,898",Shoujo
Yi Ren Zhi Xia 4th season,,6.95,5783,4391,13,ONA,12,Finished Airing,"Sep 24, 2021 to Dec 3, 2021",,,"Tencent Animation & Comics,       Tencent Penguin Pictures,       Yikuiduo Animation","None found, add some",Qiyuan Yinghua,Web manga,"Action, Supernatural",Super Power,24 min. per ep.,R - 17+ (violence & profanity),43,
Yuki no Joou (TV),The Snow Queen,6.95,8665,4392,4,TV,36,Finished Airing,"May 22, 2005 to Feb 12, 2006",Spring 2005,Sundays at 19:30 (JST),NHK,"None found, add some",TMS Entertainment,Book,"Adventure, Drama, Fantasy",,25 min. per ep.,PG - Children,16,
.hack//Sign,,6.95,1310,4393,184,TV,26,Finished Airing,"Apr 4, 2002 to Sep 26, 2002",Spring 2002,Thursdays at Unknown,"Bandai Visual,       Yomiko Advertising,       Bandai,       CyberConnect2","Funimation,       Bandai Entertainment",Bee Train,Original,"Adventure, Fantasy, Mystery",Video Game,24 min. per ep.,PG-13 - Teens 13 or older,"1,393",
A-Channel: +A-Channel,,6.95,4918,4394,19,Special,11,Finished Airing,"May 25, 2011 to Oct 26, 2011",,,Aniplex,Sentai Filmworks,Studio Gokumi,4-koma manga,"Comedy, Slice of Life","CGDCT, School",2 min. per ep.,PG-13 - Teens 13 or older,11,
Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,Crayon Shin-chan: Fierceness That Invites Storm! Operation Golden Spy,6.95,8226,4396,5,Movie,1,Finished Airing,"Apr 16, 2011",,,"Futabasha,       Imagine","None found, add some",Shin-Ei Animation,Manga,Comedy,,1 hr. 48 min.,G - All Ages,2,Seinen
Da Li Si Rizhi,White Cat Legend,6.95,7978,4397,5,ONA,12,Finished Airing,"Apr 10, 2020 to Jul 3, 2020",,,bilibili,"None found, add some","Nice Boat Animation,       Ai Si Animation Studio",Web manga,"Action, Comedy, Mystery","Anthropomorphic, Historical, Martial Arts, Mythology",20 min. per ep.,PG-13 - Teens 13 or older,27,
Air Master,,6.95,3567,4395,39,TV,27,Finished Airing,"Apr 2, 2003 to Oct 1, 2003",Spring 2003,Wednesdays at 00:58 (JST),"VAP,       Nippon Television Network",Geneon Entertainment USA,Toei Animation,Manga,"Action, Comedy",Martial Arts,24 min. per ep.,R - 17+ (violence & profanity),146,Seinen
Doraemon Movie 08: Nobita to Ryuu no Kishi,Doraemon the Movie: Nobita and the Knights on Dinosaurs,6.95,8073,4398,5,Movie,1,Finished Airing,"Mar 14, 1987",,,"TV Asahi,       Asatsu DK","None found, add some",Shin-Ei Animation,Unknown,"Adventure, Comedy, Fantasy",,1 hr. 31 min.,PG - Children,1,"KidsKids,         ShounenShounen"
Ensemble Stars!,,6.95,3180,4399,48,TV,24,Finished Airing,"Jul 7, 2019 to Dec 22, 2019",Summer 2019,Sundays at 22:30 (JST),"Frontier Works,       Movic,       Happy Elements,       Bandai Namco Arts",Funimation,David Production,Game,,"Idols (Male), Music, School",23 min. per ep.,PG-13 - Teens 13 or older,691,
Feng Yu Zhou,The Wind Guardians,6.95,11897,4400,1,Movie,1,Finished Airing,"Aug 3, 2018",,,"None found, add some","None found, add some",Rocen,Original,"Action, Adventure, Comedy, Drama, Fantasy","Historical, Mythology, Super Power",1 hr. 45 min.,PG-13 - Teens 13 or older,5,
Shoujo☆Kageki Revue Starlight Specials,Revue Starlight Specials,6.93,6891,4501,8,Special,3,Finished Airing,"Oct 24, 2018 to Feb 27, 2019",,,Bushiroad,Sentai Filmworks,Kinema Citrus,Original,Comedy,Performing Arts,8 min. per ep.,PG-13 - Teens 13 or older,7,
Starmyu in Halloween,,6.93,9459,4502,3,OVA,1,Finished Airing,"Oct 24, 2018",,,NBCUniversal Entertainment Japan,"None found, add some","None found, add some",Original,,"Idols (Male), Music, Performing Arts, School",26 min.,None,13,
Tantei Opera Milky Holmes: Summer Special,,6.93,7301,4504,7,TV Special,1,Finished Airing,"Aug 25, 2011",,,"Bushiroad,       Chrono Gear Creative","None found, add some","J.C.Staff,       Artland",Original,"Comedy, Mystery",Super Power,23 min.,PG-13 - Teens 13 or older,2,
T.P BON,,6.93,8244,4503,5,ONA,Unknown,Currently Airing,"May 2, 2024 to Jul 17, 2024",,,Netflix,"None found, add some",Bones,Manga,"Action, Adventure, Sci-Fi","Historical, Time Travel",28 min.,R - 17+ (violence & profanity),19,
Uchuu Kaizoku Captain Herlock: Arcadia-gou no Nazo,Space Pirate Captain Harlock: Riddle of the Arcadia Episode,6.93,7915,4506,6,Movie,1,Finished Airing,"Jul 22, 1978",,,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Drama, Sci-Fi",Space,35 min.,PG-13 - Teens 13 or older,7,
Tsukuyomi: Moon Phase,,6.93,2465,4505,77,TV,25,Finished Airing,"Oct 5, 2004 to Mar 29, 2005",Fall 2004,Tuesdays at 01:30 (JST),"None found, add some",Funimation,Shaft,Manga,"Comedy, Fantasy, Romance",Vampire,24 min. per ep.,PG-13 - Teens 13 or older,270,Seinen
VS Knight Lamune & 40 Fire,,6.93,9373,4507,3,TV,26,Finished Airing,"Apr 3, 1996 to Sep 25, 1996",Spring 1996,Wednesdays at 18:30 (JST),"TV Tokyo,       Asatsu DK","Directions,       Discotek Media",Ashi Productions,Original,"Action, Comedy, Fantasy",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,21,
World Destruction: Sekai Bokumetsu no Rokunin,Sands of Destruction,6.93,3065,4508,52,TV,13,Finished Airing,"Jul 8, 2008 to Sep 30, 2008",Summer 2008,Unknown,"Sega,       Geneon Entertainment",Funimation,Production I.G,Game,"Adventure, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,112,
Wu Geng Ji 4th Season,,6.93,12010,4509,1,ONA,24,Finished Airing,"Jul 22, 2021 to Dec 23, 2021",,,Tencent Penguin Pictures,"None found, add some",Sparkly Key Animation Studio,Manga,"Action, Fantasy, Supernatural","Historical, Martial Arts",17 min. per ep.,PG-13 - Teens 13 or older,12,
Xi Xing Ji: Jijie Pian,The Westward 2nd Season,6.93,12997,4510,1,ONA,22,Finished Airing,"Sep 28, 2019 to Jan 31, 2020",,,Tencent Penguin Pictures,"None found, add some",BYMENT,Manga,"Action, Adventure, Fantasy","Historical, Martial Arts",14 min. per ep.,PG-13 - Teens 13 or older,6,
You Shou Yan,Fabulous Beasts,6.93,15106,4512,645,ONA,12,Finished Airing,"Apr 14, 2023 to Jun 23, 2023",,,bilibili,"None found, add some",Fenz,Manga,"Comedy, Fantasy",,6 min. per ep.,PG-13 - Teens 13 or older,10,
Xi You Ji,Journey to the West: Legends of the Monkey King,6.93,13348,4511,1,TV,52,Finished Airing,"Jul 23, 1999 to Jan 15, 2000",Summer 1999,Unknown,CCTV Animation,"None found, add some","None found, add some",Novel,"Adventure, Fantasy",,22 min. per ep.,PG - Children,7,
Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,,6.93,6265,4513,10,Special,1,Finished Airing,"Sep 21, 2008 to Nov 23, 2008",,,"None found, add some","None found, add some",Gallop,Manga,"Fantasy, Sci-Fi",Strategy Game,28 min.,PG-13 - Teens 13 or older,7,
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",Beast Tamer,6.93,1238,4514,194,TV,13,Finished Airing,"Oct 2, 2022 to Dec 25, 2022",Fall 2022,Sundays at 22:00 (JST),"Square Enix,       Nippon Columbia,       Nikkatsu,       Crunchyroll,       Yomiuri TV Enterprise,       Jinnan Studio,       Hakuhodo,       Muse Communication","None found, add some",EMT Squared,Web manga,"Action, Fantasy",Harem,23 min. per ep.,PG-13 - Teens 13 or older,"1,033",
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",I've Been Killing Slimes for 300 Years and Maxed Out My Level,6.92,610,4516,384,TV,12,Finished Airing,"Apr 10, 2021 to Jun 26, 2021",Spring 2021,Saturdays at 21:00 (JST),"Square Enix,       Movic,       AT-X,       Nippon Columbia,       KlockWorx,       Studio Mausu,       Bushiroad,       Hakuhodo DY Music & Pictures,       Medicos Entertainment,       BS11,       DMM.com,       SB Creative","None found, add some",Revoroot,Light novel,"Comedy, Fantasy","CGDCT, Isekai, Reincarnation",23 min. per ep.,PG-13 - Teens 13 or older,"2,137",
Shinpi no Sekai El-Hazard (TV),El-Hazard: The Wanderers,6.92,5036,4515,18,TV,26,Finished Airing,"Oct 6, 1995 to Mar 29, 1996",Fall 1995,Fridays at 18:30 (JST),"TV Tokyo,       SoftX,       Pioneer LDC,       TV Tokyo Music,       Atelier Musa","Nozomi Entertainment,       Geneon Entertainment USA",AIC,Original,"Adventure, Comedy, Fantasy, Romance",Isekai,23 min. per ep.,PG-13 - Teens 13 or older,37,
Taiyou no Yuusha Fighbird,Brave of the Sun Fighbird,6.92,9010,4518,4,TV,48,Finished Airing,"Feb 2, 1991 to Feb 1, 1992",Winter 1991,Unknown,"Nagoya Broadcasting Network,       Tokyu Agency","None found, add some",Sunrise,Original,"Action, Sci-Fi",Mecha,23 min. per ep.,G - All Ages,12,
Strike the Blood: Kieta Seisou-hen,,6.92,4042,4517,30,OVA,1,Finished Airing,"Jan 29, 2020",,,"Movic,       Magic Capsule,       Warner Bros. Japan,       KlockWorx,       Hakuhodo DY Music & Pictures,       Kadokawa","None found, add some",Connect,Light novel,"Action, Fantasy, Ecchi","Harem, Vampire",26 min.,R+ - Mild Nudity,29,
The iDOLM@STER Million Live!,,6.92,6368,4519,10,TV,12,Finished Airing,"Oct 8, 2023 to Dec 24, 2023",Fall 2023,Sundays at 10:00 (JST),"Lantis,       Bandai Namco Entertainment,       Bic Studio","None found, add some",Shirogumi,Game,,"Idols (Female), Music",24 min. per ep.,PG-13 - Teens 13 or older,52,
Thermae Romae,,6.92,4267,4520,27,TV Special,3,Finished Airing,"Jan 13, 2012 to Jan 27, 2012",,,"Dentsu,       Fuji TV,       TOHO,       Sony Music Entertainment",Discotek Media,DLE,Manga,Comedy,"Adult Cast, Historical, Time Travel",24 min. per ep.,PG-13 - Teens 13 or older,35,Seinen
UFO Princess Valkyrie 3: Seiresetsu no Hanayome,UFO Ultramaiden Valkyrie 3: Bride of Celestial Souls' Day,6.92,7134,4523,7,OVA,6,Finished Airing,"May 25, 2005 to Oct 25, 2005",,,"Media Factory,       KlockWorx,       Toshiba Entertainment","ADV Films,       Funimation",TNK,Manga,"Comedy, Romance, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,5,
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,UFO Ultramaiden Valkyrie 2: December Nocturne,6.92,6353,4522,10,TV,12,Finished Airing,"Oct 4, 2003 to Dec 20, 2003",Fall 2003,Saturdays at 01:15 (JST),"Media Factory,       KlockWorx,       Toshiba Entertainment",ADV Films,TNK,Manga,"Comedy, Romance, Sci-Fi",,23 min. per ep.,R+ - Mild Nudity,15,
Tiger Mask W,,6.92,4670,4521,22,TV,38,Finished Airing,"Oct 2, 2016 to Jul 2, 2017",Fall 2016,Sundays at 02:30 (JST),TV Asahi,"None found, add some",Toei Animation,Manga,"Drama, Sports",Combat Sports,23 min. per ep.,PG-13 - Teens 13 or older,71,Shounen
Under Ninja,,6.92,2752,4524,64,TV,12,Finished Airing,"Oct 6, 2023 to Dec 22, 2023",Fall 2023,Fridays at 01:43 (JST),"Pony Canyon,       TBS,       Kodansha,       DAX Production,       BS11,       Crunchyroll,       MAGNET,       NetEase","None found, add some",Tezuka Productions,Manga,Action,,24 min. per ep.,R - 17+ (violence & profanity),315,Seinen
Urusei Yatsura Movie 3: Remember My Love,,6.92,6657,4525,9,Movie,1,Finished Airing,"Jan 26, 1985",,,Kitty Films,"AnimEigo,       Discotek Media",Studio Deen,Manga,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",,1 hr. 35 min.,PG-13 - Teens 13 or older,12,Shounen
Wan Jie Shen Zhu 2nd Season,,6.92,12319,4526,1,ONA,48,Finished Airing,"Feb 1, 2020 to Jul 8, 2020",,,"None found, add some","None found, add some",Ruo Hong Culture,Manga,"Adventure, Fantasy",,9 min. per ep.,PG-13 - Teens 13 or older,4,
Xi Xing Ji: Chongsheng Pian,The Westward 4th Season,6.92,14157,4527,857,ONA,12,Finished Airing,"Jun 1, 2022 to Aug 3, 2022",,,Tencent Penguin Pictures,"None found, add some",BYMENT,Manga,"Action, Adventure, Fantasy","Historical, Martial Arts",22 min. per ep.,PG-13 - Teens 13 or older,2,
Ze Tian Ji 3rd Season,,6.92,9761,4528,3,ONA,12,Finished Airing,"Jul 26, 2017 to Oct 11, 2017",,,"Tencent Penguin Pictures,       China Literature Limited","None found, add some",Foch Films,Novel,"Action, Adventure, Fantasy",,20 min. per ep.,PG-13 - Teens 13 or older,5,
Animation Seisaku Shinkou Kuromi-chan 2,Animation Runner Kuromi 2,6.92,7646,4529,6,OVA,1,Finished Airing,"Jan 28, 2004",,,DAX Production,Central Park Media,Yumeta Company,Original,"Comedy, Drama","Otaku Culture, Parody",45 min.,PG-13 - Teens 13 or older,3,
Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,Campione!,6.92,594,4531,392,TV,13,Finished Airing,"Jul 6, 2012 to Sep 28, 2012",Summer 2012,Unknown,"Lantis,       AT-X,       Barnum Studio,       Magic Capsule,       Warner Bros. Japan,       KlockWorx,       Shueisha,       Bulls Eye",Sentai Filmworks,Diomedéa,Light novel,"Action, Comedy, Fantasy, Romance, Ecchi","Harem, Mythology",24 min. per ep.,PG-13 - Teens 13 or older,"1,302",
Belle to Kaijuu Ouji,,6.92,13752,4530,967,Movie,1,Finished Airing,1976,,,Gakken,"None found, add some","None found, add some",Book,Fantasy,Historical,19 min.,G - All Ages,4,Kids
Can Ci Pin: Fangzhu Xingkong,The Defective,6.92,9748,4532,3,ONA,16,Finished Airing,"Jul 30, 2021 to Nov 5, 2021",,,bilibili,Funimation,LX Animation Studio,Novel,"Action, Sci-Fi",,19 min. per ep.,None,32,
Code Geass: Hangyaku no Lelouch Picture Drama,Code Geass: Lelouch of the Rebellion Picture Dramas,6.92,3108,4533,51,Special,9,Finished Airing,"Jan 27, 2007 to Sep 25, 2007",,,"None found, add some","Funimation,       Bandai Entertainment",Sunrise,Original,"Comedy, Slice of Life",School,4 min. per ep.,PG-13 - Teens 13 or older,77,
