Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Kawagoe Boys Sing,Kawagoe Boys Sing -Now or Never-,5.65,7612,11069,6,TV,12,Finished Airing,"Oct 9, 2023 to Jan 15, 2024","Telecom Animation Film,       NBCUniversal Entertainment Japan,       dugout","None found, add some",evg,Original,Slice of Life,23 min. per ep.,PG-13 - Teens 13 or older,19,"Music, School",Fall 2023,Mondays at 23:00 (JST),
Keroro Gunsou x No More Eiga Dorobou,"""Stop! Piracy"" Sgt. Frog x No More Movie Thief",5.65,17448,11070,390,Special,1,Finished Airing,"Dec 24, 2021","None found, add some","None found, add some","None found, add some",Manga,Comedy,35 sec.,G - All Ages,0,,,,
Kidou Shinsengumi Moeyo Ken,Moeyo Ken,5.65,11312,11071,2,OVA,4,Finished Airing,"Nov 19, 2003 to Feb 18, 2004",Pony Canyon,ADV Films,"Trinet Entertainment,       Picture Magic",Game,"Adventure, Comedy",25 min. per ep.,PG-13 - Teens 13 or older,1,Historical,,,
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www,,5.65,15581,11072,573,Movie,1,Finished Airing,"Sep 27, 2014",Strawberry Meets Pictures,"None found, add some","None found, add some",Original,Comedy,14 min.,PG - Children,0,Space,,,
Kyoshin to Hyouka no Shiro,"Shiro, the Giant, and the Castle of Ice",5.65,9661,11073,3,ONA,4,Finished Airing,"Aug 8, 2020 to Dec 19, 2020",Half H.P Studio,"None found, add some",TriF Studio,Original,"Drama, Mystery, Supernatural",1 min. per ep.,PG-13 - Teens 13 or older,0,,,,
Land,,5.65,15698,11074,556,Movie,1,Finished Airing,"Oct 9, 2013","None found, add some","None found, add some","None found, add some",Original,Avant Garde,3 min.,G - All Ages,1,Music,,,
Monster Strike The Animation Episode 0,Trouble in Monster Strike,5.65,12113,11075,1,ONA,1,Finished Airing,"Jun 22, 2018","None found, add some","None found, add some","Anima,       ILCA,       Marza Animation Planet,       XFLAG Pictures,       CGCG Studio",Game,"Action, Fantasy",3 min.,G - All Ages,1,Video Game,,,
Omukaisan,Face to Face,5.65,17488,11076,387,Movie,1,Finished Airing,2007,"None found, add some","None found, add some","None found, add some",Original,"Avant Garde, Drama",8 min.,G - All Ages,2,,,,
Oshiego ni Kyouhaku Sareru no wa Hanzai desu ka?,,5.65,13345,11077,1,ONA,1,Finished Airing,"Jul 23, 2018","None found, add some","None found, add some","None found, add some",Light novel,,1 min.,PG-13 - Teens 13 or older,3,School,,,
Pan de Peace!,,5.65,3912,11078,33,TV,13,Finished Airing,"Apr 3, 2016 to Jun 26, 2016","Jinnan Studio,       Contents Seed","None found, add some",Asahi Production,4-koma manga,"Comedy, Gourmet, Slice of Life",3 min. per ep.,PG-13 - Teens 13 or older,37,"CGDCT, School",Spring 2016,Sundays at 20:55 (JST),
Pankis! 2-jigen,,5.65,14578,11079,753,TV,24,Finished Airing,"Jan 8, 2015 to Jun 18, 2015","None found, add some","None found, add some",DLE,Original,Comedy,4 min. per ep.,G - All Ages,1,Music,Winter 2015,Thursdays at 23:54 (JST),
Pororo-wa Noraehaeyo,Sing-A-Long with Pororo,5.65,17721,11080,371,TV,14,Finished Airing,2006,"None found, add some","None found, add some","None found, add some",Unknown,,3 min. per ep.,G - All Ages,0,"Music, Performing Arts",?,Unknown,Kids
Ryuu Seiki,Dragon Century,5.65,10222,11081,2,OVA,2,Finished Airing,"Oct 26, 1988 to Dec 25, 1988",AIC,"None found, add some","None found, add some",Unknown,"Action, Fantasy, Sci-Fi",27 min. per ep.,R - 17+ (violence & profanity),6,Mythology,,,
Seisenshi Dunbine OVA,,5.65,10159,11082,2,OVA,3,Finished Airing,"Feb 25, 1988 to Aug 25, 1988","None found, add some","None found, add some",Sunrise,Unknown,"Adventure, Sci-Fi",26 min. per ep.,PG-13 - Teens 13 or older,0,Mecha,,,
Shin Bikkuriman,,5.65,13750,11083,967,TV,72,Finished Airing,"Apr 9, 1989 to Aug 26, 1990","None found, add some","None found, add some",Toei Animation,Other,"Comedy, Fantasy",25 min. per ep.,PG - Children,2,,Spring 1989,Sundays at 08:30 (JST),
Sketch,,5.65,16827,11084,438,ONA,1,Finished Airing,"Jun 21, 2012","None found, add some","None found, add some","None found, add some",Original,,1 min.,G - All Ages,0,Music,,,
Slime-tachi no Idobata Kaigi,,5.65,11847,11085,1,ONA,25,Finished Airing,"Aug 21, 2020 to Dec 17, 2020","None found, add some","None found, add some","Maho Film,       AQUA ARIS",Light novel,"Comedy, Fantasy",1 min. per ep.,PG-13 - Teens 13 or older,2,,,,
Soul Worker: Your Destiny Awaits,,5.65,8283,11086,5,ONA,5,Finished Airing,"Mar 17, 2016 to Apr 5, 2016","None found, add some","None found, add some",Larx Entertainment,Game,"Action, Fantasy, Sci-Fi",3 min. per ep.,PG-13 - Teens 13 or older,16,,,,
Stitch!: Itazura Alien no Daibouken - Uchuu Ichi no Oniichan,Stitch: Son of Sprout,5.65,13747,11087,969,Special,1,Finished Airing,"Aug 8, 2010","None found, add some","None found, add some",Madhouse,Other,"Adventure, Comedy, Sci-Fi",21 min.,G - All Ages,1,,,,Kids
The Legend of Heroes: Sen no Kiseki - Northern War,The Legend of Heroes: Trails of Cold Steel - Northern War,5.65,3785,11088,35,TV,12,Finished Airing,"Jan 8, 2023 to Mar 26, 2023","Nihon Falcom,       Crunchyroll,       NADA Holdings,       USERJOY Technology","None found, add some",Tatsunoko Production,Game,"Action, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,121,Military,Winter 2023,Sundays at 23:30 (JST),
Uchi no Kaisha no Chiisai Senpai no Hanashi Mini Anime,,5.65,14800,11089,698,ONA,12,Finished Airing,"Jul 8, 2023 to Oct 4, 2023","None found, add some","None found, add some",AQUA ARIS,Web manga,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,3,,,,
Umihiko Yamahiko,,5.65,16800,11090,440,Movie,1,Finished Airing,"Aug 1, 1968",Gakken,"None found, add some","None found, add some",Other,Fantasy,17 min.,G - All Ages,0,Historical,,,
Xi Yangyang Yu Hui Tailang: Xi Qi Yangyang Guo She Nian,The Mythical Ark: Adventures in Love & Happiness,5.65,17819,11092,362,Movie,1,Finished Airing,"Jan 24, 2013","Creative Power Entertaining,       Alpha Group Co. Ltd.","None found, add some","None found, add some",Unknown,"Adventure, Comedy",1 hr. 28 min.,G - All Ages,0,,,,Kids
Wanwan Chuushingura,,5.65,11886,11091,1,Movie,1,Finished Airing,"Dec 21, 1963","None found, add some","None found, add some",Toei Animation,Original,"Action, Adventure, Drama, Fantasy",1 hr. 21 min.,G - All Ages,4,Anthropomorphic,,,
Yume no Jidousha,,5.65,15216,11093,627,Movie,1,Finished Airing,May 1917,Nikkatsu Mukojima,"None found, add some","None found, add some",Original,,Unknown,G - All Ages,1,Racing,,,
Around,,5.65,12309,11094,1,Movie,1,Finished Airing,2007,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,3 min.,PG-13 - Teens 13 or older,1,,,,
Bad Badtz-Maru no Ookami ga Kita!,Bad Badtz-Maru in The Boy Who Cried Wolf,5.65,15513,11095,580,OVA,1,Finished Airing,"Jul 20, 2001",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,10 min.,G - All Ages,2,,,,Kids
Butlers: Chitose Momotose Monogatari,Butlers x Battlers,5.65,4460,11096,24,TV,12,Finished Airing,"Apr 12, 2018 to Jun 28, 2018","Lantis,       Kadokawa","None found, add some",SILVER LINK.,Original,"Drama, Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,42,"School, Time Travel",Spring 2018,Thursdays at 01:05 (JST),
Chokin Senshi Cashman,,5.65,11032,11097,2,OVA,1,Finished Airing,"Jul 29, 1997",Shueisha,"None found, add some","None found, add some",Manga,"Action, Comedy",15 min.,PG - Children,0,,,,
Chouon Senshi Borgman 2: Shinseiki 2058,Sonic Soldier Borgman 2: New Century 2058,5.65,12524,11098,1,OVA,3,Finished Airing,"Oct 1, 1993 to Dec 1, 1993","None found, add some","None found, add some",Ashi Productions,Unknown,"Action, Sci-Fi",29 min. per ep.,PG-13 - Teens 13 or older,1,Mythology,,,
Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,,5.65,14566,11099,757,ONA,1,Finished Airing,"Mar 17, 2017","None found, add some","None found, add some","Shin-Ei Animation,       DLE",Original,Comedy,55 sec.,G - All Ages,0,,,,
Cynical Hysterie Hour: Trip Coaster,,5.65,17149,11100,411,Movie,1,Finished Airing,"Dec 24, 1988","None found, add some","None found, add some","None found, add some",Manga,"Comedy, Slice of Life",8 min.,G - All Ages,1,,,,
Disney Tsum Tsum,,5.65,12911,11101,1,TV,37,Finished Airing,"Mar 22, 2015 to 2017","None found, add some","None found, add some",Polygon Pictures,Game,,2 min. per ep.,PG - Children,2,,?,Not scheduled once per week,Kids
Dogeza de Tanondemita: Isekai-hen,Dogeza: I Tried Asking While Kowtowing. Episode 13,5.65,5046,11102,18,Special,1,Finished Airing,"Jan 12, 2021","DAX Production,       DMM pictures,       DMM Music","None found, add some",Adonero,Web manga,"Comedy, Fantasy, Ecchi",3 min.,R+ - Mild Nudity,34,,,,
Gdleen,,5.65,12238,11103,1,OVA,1,Finished Airing,"Mar 1, 1990",Seta Corporation,"None found, add some",Ashi Productions,Light novel,"Fantasy, Sci-Fi",44 min.,R+ - Mild Nudity,1,,,,
Ginsoukikou Ordian,,5.65,9291,11104,3,TV,24,Finished Airing,"Apr 4, 2000 to Sep 19, 2000",Soft Garage,"None found, add some",Plum,Original,Sci-Fi,25 min. per ep.,R+ - Mild Nudity,5,Mecha,Spring 2000,Tuesdays at 19:00 (JST),
Inishie no Megami to Houseki no Ite,,5.65,14686,11105,726,ONA,2,Finished Airing,"Jul 4, 2014 to Aug 19, 2015","None found, add some","None found, add some","None found, add some",Game,Action,58 sec. per ep.,PG-13 - Teens 13 or older,0,,,,
Anime Tenchou Movie,,5.64,10136,11106,2,Special,1,Finished Airing,"Nov 5, 2010","None found, add some","None found, add some",ufotable,Other,Action,3 min.,G - All Ages,1,Parody,,,
Congming de Yixiu Zhi Fan Dou Gongzhu,,5.64,17089,11108,417,Movie,1,Finished Airing,"Apr 30, 2014","None found, add some","None found, add some","None found, add some",Unknown,Comedy,1 hr. 16 min.,G - All Ages,0,Historical,,,Kids
Beatless Intermission,,5.64,5875,11107,12,TV Special,4,Finished Airing,"Feb 17, 2018 to Jun 2, 2018","None found, add some","None found, add some",Diomedéa,Novel,"Action, Drama, Romance, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,15,,,,
Donyatsu Specials,,5.64,14639,11109,738,Special,2,Finished Airing,"Dec 20, 2013","None found, add some","None found, add some",Gathering,Manga,"Comedy, Sci-Fi",2 min. per ep.,G - All Ages,0,,,,Seinen
Fushigi no Kuni no Miyuki-chan,Miyuki-chan in Wonderland,5.64,5764,11110,13,OVA,2,Finished Airing,"Jun 21, 1995","None found, add some",ADV Films,animate Film,Manga,"Comedy, Fantasy, Girls Love, Ecchi",14 min. per ep.,R+ - Mild Nudity,9,,,,
Ganbare!! Tabuchi-kun!! Gekitou Pennant Race,,5.64,16394,11111,479,Movie,1,Finished Airing,"May 3, 1980","None found, add some","None found, add some",Tokyo Movie Shinsha,4-koma manga,"Comedy, Sports",1 hr. 35 min.,PG-13 - Teens 13 or older,0,Team Sports,,,
Geba Geba Shou Time!,Geba Geba Show Time!,5.64,16967,11112,425,OVA,1,Finished Airing,"Mar 21, 1986",Studio Lotus,"None found, add some","None found, add some",Unknown,Comedy,29 min.,R+ - Mild Nudity,0,,,,
Ginga Hyouryuu Vifam: Chicago Super Police 13,,5.64,15492,11113,585,Special,1,Finished Airing,"Sep 25, 1985","None found, add some","None found, add some","None found, add some",Original,"Action, Comedy",3 min.,PG - Children,0,"Detective, Parody",,,
Gun x Sword-san,,5.64,9831,11114,3,Special,13,Finished Airing,"Oct 21, 2005 to Oct 25, 2006","None found, add some","Funimation,       Geneon Entertainment USA",AIC ASTA,Unknown,"Action, Avant Garde",4 min. per ep.,PG-13 - Teens 13 or older,0,Parody,,,
Hoshi no Samidare,Lucifer and the Biscuit Hammer,5.64,2903,11115,58,TV,24,Finished Airing,"Jul 9, 2022 to Dec 24, 2022","Nippon Animation,       Mainichi Broadcasting System,       Movic,       Jumondo,       BS11,       My Theater D.D.,       Live Viewing Japan,       Sonilude,       Mixer,       Mirai-Kojo","None found, add some",NAZ,Manga,"Action, Adventure, Comedy, Drama",24 min. per ep.,PG-13 - Teens 13 or older,169,Psychological,Summer 2022,Saturdays at 01:55 (JST),Seinen
Imokawa Mukuzo: Chuugaeri no Maki,,5.64,15267,11116,621,Movie,1,Finished Airing,May 1917,"None found, add some","None found, add some","None found, add some",Original,Comedy,5 min.,G - All Ages,1,,,,
Kaette Kita Top wo Nerae! Kagaku Kouza,,5.64,10705,11117,2,Special,2,Finished Airing,"Feb 24, 2012","None found, add some","None found, add some",Gainax,Original,"Comedy, Sci-Fi",5 min. per ep.,G - All Ages,4,Mecha,,,
Kakko Kawaii Sengen! 2,,5.64,13879,11118,926,TV,10,Finished Airing,"Aug 26, 2011 to Dec 22, 2011","None found, add some","None found, add some","None found, add some",Manga,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,2,,Summer 2011,Unknown,
Kamo ga Suki,I Like Ducks,5.64,16891,11119,432,ONA,1,Finished Airing,"Apr 6, 2017","None found, add some","None found, add some","None found, add some",Original,"Avant Garde, Comedy",7 min.,G - All Ages,0,,,,
Kidou Senshi Gundam-san (Movie),Mobile Suit Gundam-san,5.64,12439,11120,1,Movie,10,Finished Airing,"Dec 5, 2015 to Nov 3, 2016","None found, add some","None found, add some",Sunrise,4-koma manga,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,0,"Mecha, Parody",,,
Kkoma Bus Tayo 4,Tayo the Little Bus Season 4,5.64,18113,11121,339,TV,26,Finished Airing,"Aug 31, 2016 to Nov 24, 2016","None found, add some","None found, add some","Iconix Entertainment,       Studio Gale",Original,,11 min. per ep.,PG - Children,0,Racing,Summer 2016,Not scheduled once per week,Kids
Lemon Angel YJ-ban,,5.64,12756,11122,1,OVA,2,Finished Airing,"Jul 6, 1990 to Aug 3, 1990",Xebec,"None found, add some",MI,Manga,Romance,27 min. per ep.,R+ - Mild Nudity,0,School,,,
Money Wars: Nerawareta Waterfront Keikaku,,5.64,14577,11123,754,OVA,1,Finished Airing,"Sep 27, 1991","None found, add some","None found, add some",Gainax,Original,,43 min.,PG-13 - Teens 13 or older,2,,,,Seinen
Naze Nani Dendrogram,,5.64,14427,11124,789,ONA,20,Finished Airing,"Sep 27, 2019 to Apr 17, 2020","None found, add some","None found, add some","None found, add some",Unknown,Fantasy,4 min. per ep.,PG-13 - Teens 13 or older,0,Video Game,,,
Naze Nani Dendrogram Episode 0,,5.64,15119,11125,643,ONA,1,Finished Airing,"Aug 23, 2019","None found, add some","None found, add some","None found, add some",Unknown,Fantasy,1 min.,PG-13 - Teens 13 or older,1,Video Game,,,
Nyuru Nyuru!! Kakusen-kun,,5.64,14330,11127,814,TV,25,Finished Airing,"Jul 9, 2013 to Dec 24, 2013",Yomiuri Telecasting,"None found, add some",DLE,Unknown,Comedy,2 min. per ep.,G - All Ages,1,,Summer 2013,Unknown,
Ninja Ryuukenden,Ninja Gaiden,5.64,8344,11126,5,OVA,1,Finished Airing,"Nov 22, 1991","None found, add some","None found, add some",Studio Junio,Game,"Action, Sci-Fi, Supernatural, Suspense",48 min.,R - 17+ (violence & profanity),5,Mythology,,,
OTMGirls no Yokiyoki Channel,Official Channel of OTMGirls,5.64,14347,11128,810,ONA,13,Finished Airing,"Sep 2, 2020 to Dec 18, 2021","None found, add some","None found, add some","None found, add some",Other,Comedy,1 min. per ep.,G - All Ages,0,,,,
Papa ga Tonda Asa,,5.64,18307,11129,325,Special,1,Finished Airing,1997,"None found, add some","None found, add some","None found, add some",Original,"Avant Garde, Horror, Suspense",16 sec.,R - 17+ (violence & profanity),0,"Gore, Psychological",,,
Pelican Road Club Caroucha,,5.64,13955,11130,905,OVA,1,Finished Airing,"Jun 21, 1986","None found, add some","None found, add some",Studio World,Manga,"Drama, Romance",55 min.,PG-13 - Teens 13 or older,0,,,,Shounen
Porong Porong Pororo 5,Pororo the Little Penguin 5,5.64,16097,11131,512,TV,26,Finished Airing,"Feb 24, 2014 to May 20, 2014","None found, add some","None found, add some","None found, add some",Unknown,,11 min. per ep.,G - All Ages,0,Racing,Winter 2014,Unknown,Kids
Risu no Panache,Panache the Squirrel,5.64,18115,11133,339,Movie,1,Finished Airing,1978,"None found, add some","None found, add some","None found, add some",Original,,21 min.,G - All Ages,0,,,,Kids
PS3® no Tsukai Kata: feat.Peeping Life,,5.64,16098,11132,512,OVA,6,Finished Airing,"Sep 26, 2010",CoMix Wave Films,"None found, add some","None found, add some",Original,"Comedy, Slice of Life",4 min. per ep.,G - All Ages,1,,,,
Ryuuki Denshou,Dragoon,5.64,10771,11134,2,OVA,3,Finished Airing,"Jul 25, 1997 to Nov 28, 1997",Magic Bus,ADV Films,"None found, add some",Game,"Adventure, Fantasy",28 min. per ep.,R+ - Mild Nudity,1,,,,
Ryuusatsu no Kyoukotsu,,5.64,17160,11135,412,ONA,1,Finished Airing,"Mar 26, 2021","None found, add some","None found, add some",Tsumugi Akita Animation Lab,Original,Fantasy,10 min.,PG-13 - Teens 13 or older,0,,,,
Saikyou Onmyouji Mini,,5.64,14053,11136,879,ONA,18,Finished Airing,"Dec 26, 2022 to Mar 28, 2023","None found, add some","None found, add some",AQUA ARIS,Light novel,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,1,,,,
Two Car,,5.64,4539,11137,23,TV,12,Finished Airing,"Oct 8, 2017 to Dec 24, 2017","Lantis,       AT-X,       KlockWorx,       Sony Music Communications,       BS Fuji,       81 Produce,       Tokyo MX,       Hakuhodo DY Music & Pictures,       FuRyu,       Kadokawa,       D-techno","None found, add some",SILVER LINK.,Original,,23 min. per ep.,PG-13 - Teens 13 or older,24,Racing,Fall 2017,Sundays at 00:00 (JST),
Yobarete Tobidete Akubi-chan,,5.64,13261,11138,1,TV,26,Finished Airing,"Dec 11, 2001 to Mar 26, 2002","None found, add some","None found, add some",Tatsunoko Production,Original,"Comedy, Fantasy",20 min. per ep.,G - All Ages,1,,Winter 2002,Unknown,Kids
Yumemakura Baku Twilight Gekijou,,5.64,11460,11139,1,OVA,4,Finished Airing,"May 21, 1991 to Nov 21, 1991","None found, add some","None found, add some","Pierrot,       D.A.S.T Corporation",Novel,Horror,14 min. per ep.,R+ - Mild Nudity,0,Psychological,,,
Shokupan Mimi,,5.63,11518,11140,1,TV,12,Finished Airing,"Oct 4, 2010 to Dec 20, 2010",Dentsu,"None found, add some",Kachidoki Studio,4-koma manga,"Comedy, Gourmet",30 sec. per ep.,PG - Children,2,,Fall 2010,Mondays at 19:00 (JST),
Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,,5.63,15044,11141,656,ONA,2,Finished Airing,"Nov 14, 2014","None found, add some","None found, add some","Khara,       CyberConnect2",Unknown,Action,1 min. per ep.,G - All Ages,0,,,,
White Fantasy,,5.63,11975,11143,1,Special,1,Finished Airing,"Dec 5, 2014","None found, add some","None found, add some","None found, add some",Other,"Fantasy, Sports",2 min.,G - All Ages,1,,,,
Super Mario Brothers: Peach-hime Kyuushutsu Daisakusen!,Super Mario Brothers: Great Mission to Rescue Princess Peach,5.63,7733,11142,6,Movie,1,Finished Airing,"Jul 20, 1986","VAP,       Nintendo,       Harmony Gold","None found, add some",Grouper Productions,Game,"Adventure, Comedy",1 hr.,G - All Ages,18,Isekai,,,
Xiong Chumo: Conglin Zong Dong Yuan,Boonie Bears: Forest Frenzy,5.63,16931,11144,429,TV,104,Finished Airing,"Jul 13, 2013 to Sep 25, 2014",Fantawild Animation,"None found, add some","None found, add some",Original,Comedy,13 min. per ep.,PG - Children,0,,Summer 2013,Unknown,Kids
Zenryoku Yobikou 5.5 Seminar,,5.63,17893,11145,356,ONA,9,Finished Airing,"Jul 20, 2015 to Nov 15, 2015","None found, add some","None found, add some","None found, add some",Other,Comedy,4 min. per ep.,PG-13 - Teens 13 or older,0,"Parody, School",,,
AIKa: Special Trial,,5.63,7002,11146,8,OVA,1,Finished Airing,"May 25, 1998","None found, add some",Bandai Entertainment,Studio Fantasia,Original,Ecchi,12 min.,R+ - Mild Nudity,6,,,,
Akubi Girl,,5.63,13440,11147,1,TV,26,Finished Airing,"Apr 2, 2006 to Sep 24, 2006","None found, add some","None found, add some",Tatsunoko Production,Unknown,"Comedy, Fantasy",4 min. per ep.,PG - Children,0,,Spring 2006,Unknown,
Chiruran: Nibun no Ichi,Chiruran 1/2,5.63,7136,11149,7,TV,12,Finished Airing,"Jan 10, 2017 to Mar 28, 2017","DAX Production,       Coamix,       Warner Music Japan,       SMIRAL Animation,       Kyoto Broadcasting System","None found, add some",LandQ studios,Manga,"Action, Comedy",2 min. per ep.,PG-13 - Teens 13 or older,9,Historical,Winter 2017,Tuesdays at 01:00 (JST),
California Crisis: Tsuigeki no Juuka,California Crisis: Gun Salvo,5.63,7267,11148,7,OVA,1,Finished Airing,"Jul 21, 1986","None found, add some","None found, add some","Studio Unicorn,       Hiro Media",Original,"Action, Adventure, Sci-Fi",45 min.,PG-13 - Teens 13 or older,12,,,,
Historical,,5.63,14644,11150,737,ONA,1,Finished Airing,"Feb 1, 2016","None found, add some","None found, add some",Rabbit Machine,Original,Adventure,12 min.,PG-13 - Teens 13 or older,0,Historical,,,
Choujikuu Seiki Orguss Memorial,,5.62,13975,11201,902,OVA,2,Finished Airing,"Mar 28, 1985 to May 28, 1985","Tokyo Movie Shinsha,       Victor Entertainment","None found, add some",Artland,Original,"Action, Adventure, Romance, Sci-Fi",52 min. per ep.,PG-13 - Teens 13 or older,0,Mecha,,,
Choukadou Girl ⅙: Nona Video Nikki,Choukadou Girl ⅙: Nona Video Diary,5.62,15507,11202,582,ONA,40,Finished Airing,"Feb 13, 2019 to Jul 1, 2019","None found, add some","None found, add some",Studio A-CAT,Manga,Comedy,50 sec. per ep.,PG-13 - Teens 13 or older,1,,,,
Duel Masters Victory V3,,5.62,12701,11203,1,TV,51,Finished Airing,"Apr 6, 2013 to Mar 29, 2014","TV Tokyo,       Shogakukan-Shueisha Productions","None found, add some",Shogakukan Music & Digital Entertainment,Original,"Action, Adventure, Comedy, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,2,,Spring 2013,Unknown,Kids
Eternity,,5.62,16933,11204,429,Movie,1,Finished Airing,"Dec 10, 2022","None found, add some","None found, add some",Mirai Film,Original,Avant Garde,21 min.,G - All Ages,1,,,,
Fire Emblem,,5.62,5603,11205,14,OVA,2,Finished Airing,"Jan 26, 1996 to Apr 26, 1996",KSS,ADV Films,Studio Fantasia,Game,"Action, Adventure, Fantasy",27 min. per ep.,PG-13 - Teens 13 or older,41,,,,
Garugaku.: Sei Girls Square Gakuin,,5.62,10819,11206,2,TV,50,Finished Airing,"Apr 6, 2020 to Mar 29, 2021","None found, add some","None found, add some","OLM,       Wit Studio",Mixed media,,3 min. per ep.,PG-13 - Teens 13 or older,4,"Idols (Female), Music, School",Spring 2020,Mondays at 07:05 (JST),
Go! Go! 575,,5.62,5912,11207,12,TV,4,Finished Airing,"Jan 10, 2014 to Jan 31, 2014","Sega,       Half H.P Studio","None found, add some","C2C,       Lay-duce",Game,Slice of Life,3 min. per ep.,PG-13 - Teens 13 or older,5,,Winter 2014,Unknown,
God Eater Reso Nantoka Gekijou,GOD EATER Reso Somehow Theatre,5.62,8522,11208,5,ONA,8,Finished Airing,"Apr 12, 2018 to Aug 4, 2018","Bandai Namco Entertainment,       DMM.futureworks,       Aoni Production","None found, add some","Passione,       Creators in Pack",Game,"Fantasy, Sci-Fi",7 min. per ep.,G - All Ages,3,"Military, Parody",,,
Hakyuu Houshin Engi: Kou-ke no Chi,Hakyu Hoshin Engi: The Blood of the Koh Family,5.62,12292,11210,1,Special,1,Finished Airing,"Oct 31, 2018","NBCUniversal Entertainment Japan,       i0+",Funimation,C-Station,Manga,"Action, Adventure, Fantasy",25 min.,PG-13 - Teens 13 or older,0,Mythology,,,Shounen
Good Morning!!! Doronjo,,5.62,14807,11209,696,TV,243,Finished Airing,"Mar 30, 2015 to Mar 25, 2016","Nippon Television Network,       Kate Arrow","None found, add some",Oddjob,Original,Comedy,1 min. per ep.,G - All Ages,0,Parody,Spring 2015,Not scheduled once per week,
Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,,5.62,11985,11211,1,Movie,1,Finished Airing,"Mar 15, 1980","None found, add some","None found, add some",Toei Animation,Original,Drama,14 min.,G - All Ages,0,,,,
Handsome Girl,,5.62,8712,11212,4,OVA,1,Finished Airing,"Jan 21, 1992",Shueisha,"None found, add some",J.C.Staff,Manga,Romance,36 min.,PG-13 - Teens 13 or older,4,Showbiz,,,Shoujo
