Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics,Premiered,Broadcast
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da,Dragon Ball Z: Bio-Broly,5.77,1783,10576,125,Movie,1,Finished Airing,"Jul 9, 1994","None found, add some",Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy","Martial Arts, Super Power",46 min.,PG-13 - Teens 13 or older,22,Shounen,,
Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 5th Season,,5.77,16456,10577,472,ONA,3,Finished Airing,"May 10, 2023 to May 24, 2023","None found, add some","None found, add some",AQUA ARIS,Web manga,"Boys Love, Fantasy",Isekai,2 min. per ep.,PG-13 - Teens 13 or older,0,,,
Futarigurashi,,5.77,10852,10578,2,TV,36,Finished Airing,"Apr 28, 1998 to Jun 30, 1998",TBS,"None found, add some","Studio Bogey,       Public & Basic",Manga,"Comedy, Romance, Ecchi",,8 min. per ep.,R+ - Mild Nudity,4,,Spring 1998,Not scheduled once per week
Gegege no Kitarou: Kitarou no Yuurei Densha,Gegege no Kitarou: Kitarou's Ghost Train,5.77,13785,10579,952,Movie,1,Finished Airing,"Mar 20, 1999","None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Supernatural","Mythology, Super Power",13 min.,G - All Ages,0,,,
Hello Kitty no London ni Orita Uchuujin,,5.77,16032,10580,518,OVA,1,Finished Airing,"Sep 21, 1992",Sanrio,"None found, add some","None found, add some",Unknown,,,31 min.,G - All Ages,0,Kids,,
11-gatsu Umare no Otokonoko no Tame ni.,Dear November Boy,5.76,18088,10581,340,Movie,1,Finished Airing,2012,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,,3 min.,G - All Ages,1,,,
23-ji no Saga Meshi Anime,,5.76,17826,10582,361,ONA,10,Finished Airing,"Feb 15, 2021 to Feb 24, 2021","None found, add some","None found, add some",Studio Kai,Original,Gourmet,,19 sec. per ep.,G - All Ages,0,,,
47 Todoufuken Specials,,5.76,16871,10583,433,Special,2,Finished Airing,"Mar 20, 2012 to Jun 30, 2012","None found, add some","None found, add some",Pollyanna Graphics,Unknown,"Comedy, Romance",,4 min. per ep.,G - All Ages,0,Kids,,
Aesop's World,,5.76,14750,10584,707,TV,26,Finished Airing,"Apr 5, 1999 to Dec 31, 1999","None found, add some","None found, add some",Sunrise,Original,Adventure,,11 min. per ep.,G - All Ages,1,Kids,Spring 1999,Mondays at 18:30 (JST)
Ahiru no Pekkle no Sindbad no Bouken,Pekkle in the Adventures of Sinbad,5.76,14827,10585,689,OVA,1,Finished Airing,"Oct 21, 1993",Sanrio,"None found, add some","None found, add some",Unknown,"Adventure, Fantasy",,26 min.,G - All Ages,4,Kids,,
Anime Rakugo Kan,,5.76,14091,10586,872,OVA,8,Finished Airing,"Jul 5, 1992","None found, add some","None found, add some",Ajia-do,Unknown,Comedy,Performing Arts,13 min. per ep.,G - All Ages,1,,,
Backstage Idol Story,,5.76,13997,10587,893,TV,8,Finished Airing,"Oct 11, 2012 to Nov 29, 2012","None found, add some","None found, add some","None found, add some",Unknown,,"Idols (Female), Music",12 min. per ep.,PG-13 - Teens 13 or older,0,,Fall 2012,Unknown
Bihada Ichizoku,,5.76,8533,10588,5,TV,12,Finished Airing,"Oct 7, 2008 to Dec 23, 2008","Omnibus Japan,       Sony Music Entertainment","None found, add some","None found, add some",Original,Drama,Parody,8 min. per ep.,PG-13 - Teens 13 or older,4,,Fall 2008,Unknown
Blue Reflection Ray Special,,5.76,12006,10589,1,TV Special,1,Finished Airing,"Jul 3, 2021","Mainichi Broadcasting System,       Magic Capsule,       DMM pictures","None found, add some",J.C.Staff,Game,Fantasy,"Mahou Shoujo, School",24 min.,PG-13 - Teens 13 or older,8,,,
Chi-Sui Maru,,5.76,15170,10590,632,TV,41,Finished Airing,"Feb 6, 2010 to Nov 26, 2010","None found, add some","None found, add some","None found, add some",Original,Comedy,,1 min. per ep.,G - All Ages,1,,Winter 2010,Unknown
Chiruri,,5.76,13568,10591,1,ONA,1,Finished Airing,"Sep 29, 2011","None found, add some","None found, add some","None found, add some",Original,Drama,,8 min.,PG-13 - Teens 13 or older,0,,,
Dai Yamato Zero-gou,Great Yamato No. 0,5.76,11549,10592,1,OVA,5,Finished Airing,"Mar 31, 2004 to Jun 15, 2007","None found, add some","None found, add some",JCF,Original,Sci-Fi,"Adult Cast, Space",41 min. per ep.,PG-13 - Teens 13 or older,1,,,
Dororo Pilot,,5.76,8318,10593,5,Special,1,Finished Airing,Jan 1968,"None found, add some",Discotek Media,Mushi Production,Manga,Action,,14 min.,PG-13 - Teens 13 or older,6,Shounen,,
Duel Masters Victory V,,5.76,12835,10594,1,TV,51,Finished Airing,"Apr 7, 2012 to Mar 30, 2013",Shogakukan-Shueisha Productions,"None found, add some",Shogakukan Music & Digital Entertainment,Original,"Action, Adventure, Comedy, Fantasy",,10 min. per ep.,PG-13 - Teens 13 or older,1,Kids,Spring 2012,Unknown
Hello Kitty no Hakuchou no Ouji,Hello Kitty in Swan Princess,5.76,14723,10596,714,OVA,1,Finished Airing,"Sep 21, 2001",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,15 min.,G - All Ages,0,Kids,,
Duel Masters!,,5.76,12241,10595,1,TV,51,Finished Airing,"Apr 1, 2018 to Mar 31, 2019","None found, add some","None found, add some",Ascension,Original,"Action, Adventure, Comedy, Fantasy",,24 min. per ep.,G - All Ages,3,Kids,Spring 2018,Sundays at 08:30 (JST)
Hello Kitty no Suteki na Kyoudai,Hello Kitty in The Wonderful Sisters,5.76,15264,10597,620,OVA,1,Finished Airing,"May 21, 1993",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,29 min.,G - All Ages,0,Kids,,
Honto ni Atta Gakkou Kaidan,,5.76,16549,10598,464,OVA,1,Finished Airing,"Aug 21, 1996","None found, add some","None found, add some","None found, add some",Unknown,"Mystery, Supernatural",School,30 min.,PG - Children,1,Kids,,
Kidou Senshi SD Gundam Mk-III,Mobile Suit SD Gundam Mk-III,5.76,9315,10600,3,OVA,6,Finished Airing,"Mar 23, 1990","None found, add some","None found, add some",Sunrise,Original,"Comedy, Sci-Fi","Mecha, Parody",7 min. per ep.,PG-13 - Teens 13 or older,1,,,
What's Michael? 2,,5.79,14281,10501,824,OVA,1,Finished Airing,"Jul 25, 1988",Kitty Films,"None found, add some",Kitty Film Mitaka Studio,Manga,Comedy,Pets,44 min.,G - All Ages,0,,,
Kandagawa Jet Girls,,5.76,3391,10599,43,TV,12,Finished Airing,"Oct 8, 2019 to Jan 7, 2020","Marvelous Entertainment,       AT-X,       Egg Firm,       Kadokawa,       Bandai Namco Arts,       Legs",Sentai Filmworks,TNK,Mixed media,"Sci-Fi, Ecchi",Racing,23 min. per ep.,R+ - Mild Nudity,58,,Fall 2019,Tuesdays at 23:30 (JST)
Xi Yangyang Yu Hui Tailang: Niu Qi Chong Tian,Pleasant Goat and Big Big Wolf: The Super Snail Adventure,5.79,15076,10502,648,Movie,1,Finished Airing,"Jan 16, 2009","Creative Power Entertaining,       Alpha Group Co. Ltd.","None found, add some","None found, add some",Unknown,"Adventure, Comedy",,1 hr. 25 min.,G - All Ages,0,Kids,,
Yasashii Akuma,The Kind Devil,5.79,17502,10503,386,ONA,1,Finished Airing,"Dec 26, 2018","None found, add some","None found, add some",Kate Arrow,Picture book,,Mythology,25 min.,G - All Ages,0,Kids,,
YouTuNya,,5.79,15015,10504,663,TV,15,Finished Airing,"Apr 4, 2023 to Jul 11, 2023","None found, add some","None found, add some",Lesprit,Original,Comedy,,1 min. per ep.,G - All Ages,1,,Spring 2023,Thursdays at 06:00 (JST)
Zenbu Wakatteru,Scape Escape,5.79,17067,10505,418,Movie,1,Finished Airing,2014,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,,1 min.,PG-13 - Teens 13 or older,0,,,
Soukou Musume Senki,LBX Girls,5.78,5378,10506,15,TV,12,Finished Airing,"Jan 7, 2021 to Mar 25, 2021",DMM Music,Funimation,Studio A-CAT,Game,"Action, Fantasy",Military,23 min. per ep.,PG-13 - Teens 13 or older,38,,Winter 2021,Thursdays at 00:00 (JST)
Stand My Heroes: Piece of Truth,,5.78,4248,10507,27,TV,12,Finished Airing,"Oct 7, 2019 to Dec 23, 2019","Yomiuri Telecasting,       Shochiku,       Tokyo MX,       BS11,       JR East Marketing & Communications,       Marui Group,       Rakuten",Funimation,M.S.C,Game,"Mystery, Romance","Adult Cast, Detective, Reverse Harem",24 min. per ep.,PG-13 - Teens 13 or older,87,Josei,Fall 2019,Mondays at 23:00 (JST)
Sugar*Soldier,,5.78,6076,10508,11,Special,3,Finished Airing,"Jan 14, 2014 to Jan 28, 2014",TV Tokyo,"None found, add some","None found, add some",Manga,"Comedy, Romance",,1 min. per ep.,G - All Ages,9,Shoujo,,
Ulibyeol Ilhowa Eollugso,Satellite Girl and Milk Cow,5.78,11201,10509,2,Movie,1,Finished Airing,"Feb 20, 2014","None found, add some",GKIDS,"None found, add some",Unknown,"Comedy, Romance",,1 hr. 21 min.,G - All Ages,7,Kids,,
Wizardry,,5.78,9324,10510,3,OVA,1,Finished Airing,"Feb 20, 1991","None found, add some","None found, add some",TMS Entertainment,Game,"Action, Adventure, Fantasy",,50 min.,R - 17+ (violence & profanity),2,,,
X Densha de Ikou,,5.78,8929,10511,4,OVA,1,Finished Airing,"Nov 6, 1987","None found, add some","None found, add some",Madhouse,Novel,"Avant Garde, Mystery, Supernatural",,50 min.,R - 17+ (violence & profanity),9,,,
Xi Yangyang Yu Hui Tailang: Yang Nian Xi Yangyang,Amazing Pleasant Goat,5.78,17946,10512,352,Movie,1,Finished Airing,"Jan 31, 2015",Alpha Group Co. Ltd.,"None found, add some","None found, add some",Unknown,"Adventure, Comedy",,1 hr. 25 min.,G - All Ages,0,Kids,,
Yuri Seijin Naoko-san,,5.78,5167,10513,17,OVA,1,Finished Airing,"Dec 18, 2010","None found, add some","None found, add some",ufotable,Manga,"Comedy, Girls Love",,6 min.,PG-13 - Teens 13 or older,8,,,
Zannen Onna Kanbu Black General-san,Precarious Woman Executive Miss Black General,5.78,10713,10514,2,ONA,10,Finished Airing,"Jun 5, 2017 to Jul 21, 2017","Kadokawa,       Anime Beans","None found, add some",Oddjob,Manga,Comedy,Super Power,3 min. per ep.,PG-13 - Teens 13 or older,4,Shounen,,
Amanatsu,,5.78,10502,10515,2,Movie,1,Finished Airing,"Mar 25, 2010","None found, add some","None found, add some",Kamikaze Douga,Original,Sci-Fi,,14 min.,PG-13 - Teens 13 or older,3,,,
Atomic World,,5.78,15414,10516,597,Movie,1,Finished Airing,2009,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,Music,2 min.,PG - Children,0,,,
Blade & Soul Specials,,5.78,6970,10517,8,Special,7,Finished Airing,"Jun 25, 2014 to Dec 26, 2014","None found, add some","None found, add some",Gonzo,Game,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,0,,,
Captain,,5.78,15479,10518,587,TV Special,1,Finished Airing,"Apr 2, 1980","None found, add some","None found, add some",Eiken,Manga,Sports,Team Sports,1 hr. 54 min.,G - All Ages,1,Shounen,,
Chichibu de Buchichi,,5.78,11125,10519,2,ONA,1,Finished Airing,"Mar 30, 2018","TMS Music,       8PAN","None found, add some",TMS Entertainment,Original,Slice of Life,,25 min.,PG-13 - Teens 13 or older,0,,,
Cinnamon no Parade,,5.78,14394,10520,794,ONA,1,Finished Airing,"Jun 21, 2012",Sanrio,"None found, add some","None found, add some",Other,Fantasy,,8 min.,G - All Ages,1,,,
Cosplay Complex,,5.78,5740,10521,13,OVA,3,Finished Airing,"May 25, 2002 to Oct 26, 2002","Lantis,       Happinet Pictures",ADV Films,TNK,Original,"Comedy, Ecchi","Otaku Culture, Parody, School",29 min. per ep.,R+ - Mild Nudity,6,,,
"Dies Irae: Marie's Memory ""Michi ni Tsuuzu Kiseki""",,5.78,8564,10522,5,ONA,1,Finished Airing,"Dec 29, 2017","None found, add some","None found, add some",A.C.G.T.,Visual novel,Action,Super Power,23 min.,R - 17+ (violence & profanity),4,,,
Donguri to Yamaneko,Miyazawa Kenji Collection - The Acorns and the Wildcat,5.78,13314,10523,1,OVA,1,Finished Airing,"Sep 30, 1988",Konami,"None found, add some",Madhouse,Unknown,Drama,,24 min.,G - All Ages,0,,,
Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,,5.78,13541,10524,1,Special,1,Finished Airing,"Jul 25, 1981","None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",Gag Humor,46 min.,PG-13 - Teens 13 or older,0,Shounen,,
Evil or Live,,5.78,2386,10525,81,TV,12,Finished Airing,"Oct 11, 2017 to Jan 2, 2018",Emon,"None found, add some",Haoliners Animation League,Web manga,"Horror, Suspense","Gore, Psychological, School, Survival",23 min. per ep.,R - 17+ (violence & profanity),115,,Fall 2017,Wednesdays at 01:41 (JST)
G-On Riders,,5.78,8311,10527,5,TV,13,Finished Airing,"Jul 2, 2002 to Oct 1, 2002","None found, add some","None found, add some","Shaft,       TNK",Original,"Action, Comedy, Sci-Fi",School,24 min. per ep.,R - 17+ (violence & profanity),6,,Summer 2002,Tuesdays at 18:30 (JST)
Ganbare!! Tabuchi-kun!! Aa Tsuppari Jinsei,,5.78,16883,10528,433,Movie,1,Finished Airing,"Dec 13, 1980","None found, add some","None found, add some",Tokyo Movie Shinsha,4-koma manga,"Comedy, Sports",Team Sports,1 hr. 36 min.,PG-13 - Teens 13 or older,1,,,
Fantasista Stella,,5.78,11858,10526,1,OVA,3,Finished Airing,"Sep 18, 2014 to Feb 16, 2015",Shogakukan,"None found, add some",Xebec,Manga,Sports,Team Sports,23 min. per ep.,PG-13 - Teens 13 or older,3,Shounen,,
Hashi no Mukou,,5.78,11376,10529,2,ONA,1,Finished Airing,"Sep 21, 2012","None found, add some","None found, add some",Iyasakadou Film,Original,"Horror, Supernatural",Historical,10 min.,R - 17+ (violence & profanity),2,,,
Heavy,,5.78,13159,10530,1,Movie,1,Finished Airing,"Apr 14, 1990",Creative Bridge,"None found, add some",Artland,Manga,"Drama, Sports",Combat Sports,52 min.,R - 17+ (violence & profanity),1,,,
K: Seven Stories - The Idol K,,5.78,7492,10531,6,Movie,6,Finished Airing,"Jul 7, 2018 to Dec 1, 2018","None found, add some","None found, add some",GoHands,Original,Comedy,"Idols (Female), Idols (Male), Music, Parody",7 min. per ep.,PG-13 - Teens 13 or older,10,,,
Kyoei Tankou-sho,,5.78,17810,10533,362,ONA,1,Finished Airing,"Aug 3, 2018","None found, add some","None found, add some",G-angle,Original,Sci-Fi,Mecha,50 sec.,G - All Ages,0,,,
Kamierabi,KamiErabi GOD.app,5.78,4585,10532,23,TV,12,Finished Airing,"Oct 5, 2023 to Dec 21, 2023","Dentsu,       Fuji TV,       KlockWorx,       Tokyopop,       Slow Curve,       BS Fuji,       Crunchyroll","None found, add some",Unend,Original,"Action, Suspense",High Stakes Game,22 min. per ep.,R - 17+ (violence & profanity),66,,Fall 2023,Thursdays at 00:55 (JST)
Kyoukai Senki: Kyokkou no Souki,AMAIM: Warrior at the Borderline UltraSteel Ogre-Gear,5.78,9682,10534,3,ONA,6,Finished Airing,"Aug 10, 2023 to Oct 19, 2023",Bandai Spirits,"None found, add some",Sunrise Beyond,Original,"Action, Sci-Fi",Mecha,10 min. per ep.,PG-13 - Teens 13 or older,9,,,
Mahou Shoujo Sonico★Magica,Puella Magi Sonico Magica,5.78,4767,10535,21,ONA,1,Finished Airing,"Apr 1, 2011",Nitroplus,"None found, add some","None found, add some",Other,Fantasy,"Mahou Shoujo, Music",1 min.,PG-13 - Teens 13 or older,14,,,
Megumi no Daigo: Kyuukoku no Orange Recaps,Firefighter Daigo: Rescuer in Orange Recaps,5.78,13599,10536,1,TV Special,2,Finished Airing,"Dec 23, 2023 to Feb 10, 2024","None found, add some","None found, add some",Brain's Base,Manga,"Action, Drama","Adult Cast, Workplace",23 min. per ep.,PG-13 - Teens 13 or older,2,Shounen,,
Nanairo Kakumei,,5.78,12079,10537,1,Special,3,Finished Airing,"Oct 6, 2015 to Oct 20, 2015","None found, add some","None found, add some","None found, add some",Manga,Comedy,School,1 min. per ep.,G - All Ages,2,Shoujo,,
One Room: Second Season - Hanasaka Yui no Prologue,One Room 2nd Season: Hanasaka Yui's Prologue,5.78,5879,10538,12,TV Special,1,Finished Airing,"Jul 3, 2018","None found, add some","None found, add some",Zero-G,Original,Slice of Life,,4 min.,PG-13 - Teens 13 or older,3,,,
Oniku Daisuki! Zeushi-kun 2nd Season,,5.78,16981,10539,425,ONA,6,Finished Airing,"Nov 29, 2014 to Mar 29, 2015","None found, add some","None found, add some",DLE,Original,"Comedy, Gourmet",,2 min. per ep.,G - All Ages,0,,,
Kabushikigaisha OPT Shinsotsu Saiyou Movie,,5.77,18374,10540,321,ONA,1,Finished Airing,"Feb 2, 2012","None found, add some","None found, add some","None found, add some",Original,Slice of Life,Music,5 min.,G - All Ages,0,,,
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life Mini Anime Episode 0,Chillin' in My 30s after Getting Fired from the Demon King's Army Mini Anime Episode 0,5.77,11503,10541,1,ONA,1,Finished Airing,"Jan 3, 2023","None found, add some","None found, add some",AQUA ARIS,Light novel,"Comedy, Fantasy",,2 min.,PG-13 - Teens 13 or older,2,,,
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,Kakyusei 2,5.77,7583,10542,6,TV,13,Finished Airing,"Oct 2, 2004 to Dec 25, 2004",Soft Garage,"None found, add some",Arms,Visual novel,"Comedy, Drama, Romance","Harem, School",25 min. per ep.,R+ - Mild Nudity,6,,Fall 2004,Unknown
Kizuna (Special),,5.77,13827,10543,941,Special,1,Finished Airing,2012,"None found, add some","None found, add some","None found, add some",Original,"Drama, Romance, Slice of Life",,1 min.,G - All Ages,2,,,
Latina no Nikki,,5.77,13464,10544,1,ONA,77,Finished Airing,"Apr 28, 2019 to Sep 23, 2019","None found, add some","None found, add some",Maho Film,Light novel,Slice of Life,,16 sec. per ep.,G - All Ages,3,,,
Licca-chan Fushigi na Mahou no Ring,Licca: Mysterious Magical Ring,5.77,12340,10545,1,OVA,2,Finished Airing,"Aug 30, 1991","None found, add some","None found, add some",Ajia-do,Other,"Adventure, Fantasy",,25 min. per ep.,G - All Ages,1,,,
Magma Taishi,Ambassador Magma,5.77,11908,10546,1,OVA,13,Finished Airing,"Feb 21, 1993 to Jun 21, 1993",Bandai Visual,"None found, add some",Tezuka Productions,Manga,"Action, Sci-Fi","Space, Super Power",24 min. per ep.,PG-13 - Teens 13 or older,2,Shounen,,
Mahou no LumiTear,Luminary Tears,5.77,14740,10547,712,ONA,10,Finished Airing,"Mar 29, 2019","Bandai,       Oddjob","None found, add some","None found, add some",Other,Fantasy,,3 min. per ep.,G - All Ages,0,Shoujo,,
Memories Off,,5.77,7466,10548,6,OVA,3,Finished Airing,"Nov 21, 2001 to Mar 6, 2002","None found, add some","None found, add some",E&G Films,Visual novel,"Drama, Romance",,31 min. per ep.,PG-13 - Teens 13 or older,2,,,
Mianhada Saranghanda,,5.77,11410,10549,2,Movie,1,Finished Airing,"Jun 2, 2008",G&G Entertainment,"None found, add some",Studio Meditation With a Pencil,Other,Drama,,35 min.,G - All Ages,1,,,
Miko Note Episode 0: Zenjitsudan,,5.77,18153,10550,335,ONA,1,Finished Airing,"Feb 28, 2022","None found, add some","None found, add some","None found, add some",Game,"Mystery, Slice of Life",,11 min.,PG-13 - Teens 13 or older,0,,,
Korokoro Kuririn no Inaka no Nezumi Tokai no Nezumi,Korokoro Kuririn in The Country Mouse and the Town Mouse,5.76,16662,10601,452,OVA,1,Finished Airing,"Oct 26, 2001",Sanrio,"None found, add some","None found, add some",Book,Fantasy,,7 min.,G - All Ages,0,Kids,,
Kotatsu Neko,,5.76,12555,10602,1,ONA,2,Finished Airing,Feb 2005 to Nov 2005,Space Neko Company,"None found, add some","None found, add some",Original,Comedy,,1 min. per ep.,G - All Ages,1,,,
Maps,,5.76,9915,10603,3,OVA,4,Finished Airing,"Jul 8, 1994 to Feb 24, 1995","KSS,       Tokyo Movie Shinsha",ADV Films,TMS Entertainment,Manga,"Action, Adventure, Comedy, Sci-Fi",Space,28 min. per ep.,R+ - Mild Nudity,4,Shounen,,
Ninja & Soldier,,5.76,15869,10604,537,Movie,1,Finished Airing,2012,"None found, add some","None found, add some","None found, add some",Unknown,,Psychological,10 min.,G - All Ages,0,,,
Onigakure Yama no Soba no Hana,The Soba Flower of Mt. Oni,5.76,18039,10605,344,Movie,1,Finished Airing,1979,"None found, add some","None found, add some","None found, add some",Original,,"Historical, Mythology",23 min.,G - All Ages,0,Kids,,
Oval x Over,,5.76,10993,10606,2,Movie,1,Finished Airing,"Mar 23, 2005","None found, add some","None found, add some",Production I.G,Other,,Racing,8 min.,PG-13 - Teens 13 or older,1,,,
