Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Majokko Club Yoningumi: A Kuukan kara no Alien X,Magical Girl Club Quartet: Alien X from A Zone,5.63,11563,11158,1,OVA,1,Finished Airing,"Jul 28, 1987","None found, add some","None found, add some",Pierrot,Original,"Action, Comedy, Sci-Fi",27 min.,PG-13 - Teens 13 or older,1,"Mahou Shoujo, Parody",,,
Mujigen Hunter Fandora,Dream Dimension Hunter Fandora,5.63,9557,11160,3,OVA,3,Finished Airing,"Sep 21, 1985 to Nov 21, 1986",Dynamic Planning,"None found, add some",Kaname Productions,Original,"Adventure, Fantasy, Sci-Fi",40 min. per ep.,R+ - Mild Nudity,2,,,,
Munou na Nana Mini Anime: Yaminabe Party,Talentless Nana Mini Anime: Yaminabe Party,5.63,10817,11161,2,Special,1,Finished Airing,"Dec 23, 2020","None found, add some","None found, add some",Bridge,Manga,"Comedy, Gourmet, Supernatural",3 min.,PG-13 - Teens 13 or older,2,,,,Shounen
Naked Wolves,,5.63,14183,11162,848,TV,52,Finished Airing,"Apr 6, 2009 to Mar 28, 2010","Pony Canyon,       Kyotoma","None found, add some",Kate Arrow,Original,"Comedy, Sports",5 min. per ep.,PG - Children,4,Combat Sports,Spring 2009,Unknown,Kids
Null Peta: Doki♥ Nurunuru Petapeta! Mizugi-darake no Oneechan Taikai!,,5.63,9114,11165,4,Special,1,Finished Airing,"Jan 31, 2020","None found, add some","None found, add some",Shin-Ei Animation,Original,"Comedy, Sci-Fi",5 min.,PG-13 - Teens 13 or older,0,,,,
Naze Nani!? Asterisk,,5.63,17509,11163,386,ONA,8,Finished Airing,"Jan 15, 2016 to Mar 4, 2016","None found, add some","None found, add some","None found, add some",Light novel,Fantasy,1 min. per ep.,PG-13 - Teens 13 or older,0,,,,
Niji ni Mukatte,Towards the Rainbow,5.63,16075,11164,513,Movie,1,Finished Airing,1977,"None found, add some","None found, add some","None found, add some",Original,"Award Winning, Romance",18 min.,G - All Ages,0,Historical,,,
Peng You Town,,5.63,16096,11166,511,TV Special,1,Finished Airing,"Oct 7, 2002","None found, add some","None found, add some",Tomoyasu Murata Company,Original,Slice of Life,5 min.,G - All Ages,1,,,,Kids
Pick Me Up! Pilot,,5.63,19027,11167,280,ONA,1,Finished Airing,"Jun 9, 2022","None found, add some","None found, add some","None found, add some",Web novel,Action,3 min.,PG-13 - Teens 13 or older,0,"Isekai, Video Game",,,
Pom Pom Purin no Kitakaze to Taiyou,Pom Pom Purin in the Northwind and the Sun,5.63,16444,11169,473,OVA,1,Finished Airing,"Dec 21, 2001",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,10 min.,G - All Ages,0,,,,Kids
Planetes Picture Drama,,5.63,10764,11168,2,Special,9,Finished Airing,"Sep 25, 2009",Bandai Visual,"None found, add some",Sunrise,Manga,"Comedy, Sci-Fi",3 min. per ep.,PG-13 - Teens 13 or older,0,"Adult Cast, Space",,,
Saint Elmo: Hikari no Raihousha,Saint Elmo: Apostle of Light,5.63,14304,11170,818,TV Special,1,Finished Airing,"Dec 31, 1987","None found, add some","None found, add some",Toei Animation,Original,Sci-Fi,1 hr. 5 min.,G - All Ages,0,,,,
Saint Seiya: Saintia Shou,,5.63,5501,11171,14,ONA,10,Finished Airing,"Dec 10, 2018 to Feb 18, 2019",Toei Animation,"None found, add some",Gonzo,Manga,"Action, Adventure",25 min. per ep.,PG-13 - Teens 13 or older,37,,,,Seinen
Seirei Tsukai,Elementalors,5.63,9165,11172,4,Movie,1,Finished Airing,"Apr 1, 1995",AIC,"None found, add some","None found, add some",Manga,"Action, Adventure, Fantasy, Romance, Supernatural",48 min.,R+ - Mild Nudity,2,,,,Shounen
Katarina to Manabou,,5.62,7939,11173,6,ONA,9,Finished Airing,"May 10, 2020 to Jul 7, 2020",Grooove,"None found, add some",AQUA ARIS,Light novel,Comedy,44 sec. per ep.,PG-13 - Teens 13 or older,3,,,,
Kekkou Kamen,,5.62,7844,11174,6,OVA,4,Finished Airing,"Aug 1, 1991 to Mar 1, 1992","Nippon Columbia,       Dynamic Planning","ADV Films,       Media Blasters",Studio Signal,Manga,"Comedy, Ecchi",21 min. per ep.,R+ - Mild Nudity,11,,,,
Kidou Senshi SD Gundam Mk-V,Mobile Suit SD Gundam Mk-V,5.62,9947,11175,3,OVA,3,Finished Airing,"Oct 25, 1990","Bandai Visual,       Sotsu","None found, add some",Sunrise,Original,"Action, Comedy, Sci-Fi",10 min. per ep.,G - All Ages,1,"Mecha, Parody",,,
Kougyou Aika Volley Boys,,5.62,15756,11177,549,OVA,2,Finished Airing,"Mar 14, 1997 to Apr 25, 1997",OB Planning,"None found, add some",J.C.Staff,Unknown,Comedy,25 min. per ep.,PG-13 - Teens 13 or older,0,School,,,Seinen
Koroshiya 1 The Animation: Episode 0,Ichi The Killer: Episode 0,5.62,6115,11176,11,OVA,1,Finished Airing,"Sep 27, 2002","Shogakukan-Shueisha Productions,       Amuse",Central Park Media,AIC,Manga,"Action, Avant Garde, Drama, Horror, Suspense",45 min.,R+ - Mild Nudity,30,"Martial Arts, Psychological",,,Seinen
Last Exile: Doyou no Asa,,5.62,11991,11178,1,Special,3,Finished Airing,"Dec 17, 2011 to Jan 14, 2012","None found, add some","None found, add some",I was a Ballerina,Unknown,"Comedy, Sci-Fi",30 sec. per ep.,G - All Ages,1,Parody,,,
Love Position: Halley Densetsu,,5.62,11531,11179,1,OVA,1,Finished Airing,"Dec 16, 1985",Tezuka Productions,"None found, add some","None found, add some",Unknown,"Fantasy, Sci-Fi",1 hr. 33 min.,R+ - Mild Nudity,2,,,,
Metropolis (2009),,5.62,13118,11180,1,Movie,1,Finished Airing,2009,Future Animation Factory,"None found, add some",Mirai Film,Original,,4 min.,G - All Ages,1,,,,
Mi Bao Zhi Guo,The Country of Rare Treasure,5.62,10092,11181,3,ONA,10,Finished Airing,"Apr 16, 2021 to Jun 11, 2021","None found, add some","None found, add some",2:10 AM Animation,Original,"Fantasy, Mystery, Sci-Fi",17 min. per ep.,PG-13 - Teens 13 or older,5,,,,
Miminari,,5.62,19375,11182,262,Movie,1,Finished Airing,1995,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,5 min.,R+ - Mild Nudity,0,,,,
Nezumi no Yomeiri,,5.62,16980,11183,425,Movie,1,Finished Airing,"Jul 29, 1979","None found, add some","None found, add some",Toei Animation,Original,Fantasy,13 min.,G - All Ages,0,,,,Kids
"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",The Tale of Oan: What I Learned That Summer,5.62,12842,11184,1,ONA,1,Finished Airing,"Apr 8, 2018","None found, add some","None found, add some","None found, add some",Book,,9 min.,G - All Ages,0,Historical,,,
Onizushi,,5.62,16271,11185,492,ONA,3,Finished Airing,"Apr 19, 2016 to May 25, 2016","None found, add some","None found, add some",Robot Communications,Original,Comedy,4 min. per ep.,PG - Children,0,Mythology,,,
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai Specials,,5.62,5358,11186,15,Special,2,Finished Airing,"Feb 27, 2019 to Mar 27, 2019","None found, add some","None found, add some","NAZ,       Magia Doraglier",Light novel,"Comedy, Ecchi",12 min. per ep.,R+ - Mild Nudity,5,Harem,,,
Spacy,,5.62,13520,11187,1,Movie,1,Finished Airing,1981,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,9 min.,G - All Ages,6,,,,
Superflat First Love,,5.62,9439,11188,3,Special,1,Finished Airing,"Apr 28, 2009","None found, add some","None found, add some","None found, add some",Original,"Adventure, Fantasy",3 min.,G - All Ages,1,,,,
Sword Gai,,5.62,8809,11189,4,ONA,1,Finished Airing,"Oct 4, 2013","None found, add some","None found, add some",Digital Frontier,Manga,"Action, Supernatural",1 min.,R - 17+ (violence & profanity),8,,,,Seinen
Tachibanakan Triangle,Love To-LIE-Angle,5.62,2619,11190,70,TV,12,Finished Airing,"Apr 4, 2018 to Jun 20, 2018","Ichijinsha,       Cloud22","None found, add some","Creators in Pack,       Studio Lings",Manga,"Comedy, Girls Love, Ecchi",3 min. per ep.,R+ - Mild Nudity,80,,Spring 2018,Wednesdays at 01:00 (JST),
Tamashichi!,,5.62,16267,11191,492,ONA,1,Finished Airing,"Aug 6, 2015","None found, add some","None found, add some",C2C,Original,,3 min.,G - All Ages,0,Workplace,,,
Tora-chan to Hanayome,Little Tiger and Bride,5.62,12368,11192,1,Movie,1,Finished Airing,Feb 1948,"None found, add some","None found, add some","None found, add some",Original,Drama,17 min.,G - All Ages,2,,,,
Tsumamareru Koma,Bring me up,5.62,18685,11193,301,Movie,1,Finished Airing,2010,Geidai Animation,"None found, add some","None found, add some",Original,"Avant Garde, Drama",6 min.,G - All Ages,0,,,,
Tuzki: Love Assassin,,5.62,12920,11194,1,ONA,1,Finished Airing,"Feb 12, 2014","None found, add some","None found, add some",Studio 4°C,Other,"Comedy, Romance",2 min.,R - 17+ (violence & profanity),1,,,,
UG☆Ultimate Girls,Ultimate Girls,5.62,6427,11195,10,TV,12,Finished Airing,"Jan 10, 2005 to Mar 28, 2005","m.o.e.,       Pony Canyon",Media Blasters,Studio Matrix,Original,"Comedy, Sci-Fi, Ecchi",14 min. per ep.,PG-13 - Teens 13 or older,3,,Winter 2005,Unknown,
Ugokie Kori no Tatehiki,,5.62,12169,11196,1,Movie,1,Finished Airing,"Dec 31, 1933","None found, add some","None found, add some","None found, add some",Original,"Comedy, Supernatural",11 min.,G - All Ages,0,,,,
Zukkoke Knight: Don De La Mancha,Don Quixote,5.62,13128,11197,1,TV,23,Finished Airing,"Apr 15, 1980 to Sep 23, 1980","Ashi Productions,       Kokusai Eigasha","None found, add some","None found, add some",Unknown,"Adventure, Comedy, Romance",30 min. per ep.,G - All Ages,3,Historical,Spring 1980,Unknown,
Ai wo Komete,With Love,5.62,15413,11198,597,ONA,1,Finished Airing,"Apr 8, 2015","None found, add some","None found, add some","None found, add some",Original,"Comedy, Slice of Life",5 min.,G - All Ages,0,,,,
Ariel Deluxe,,5.62,10988,11199,2,OVA,2,Finished Airing,"Jan 21, 1991 to Apr 21, 1991",animate Film,Central Park Media,J.C.Staff,Novel,"Action, Comedy, Sci-Fi",42 min. per ep.,PG-13 - Teens 13 or older,3,Mecha,,,
Chaos Dragon: Sekiryuu Seneki,Chaos Dragon,5.62,1959,11200,110,TV,12,Finished Airing,"Jul 2, 2015 to Sep 17, 2015","Sotsu,       TOHO animation",Funimation,"SILVER LINK.,       Connect",Game,"Action, Fantasy",24 min. per ep.,R - 17+ (violence & profanity),128,,Summer 2015,Thursdays at 22:30 (JST),
Shin Dokonjou Gaeru: Dokonjou Yumemakura,,5.60,16082,11251,513,Movie,1,Finished Airing,"Mar 20, 1982","None found, add some","None found, add some",Tokyo Movie Shinsha,Manga,"Comedy, Slice of Life",37 min.,G - All Ages,0,,,,Shounen
Shizuku,The Drop,5.60,10246,11252,2,Movie,1,Finished Airing,"Oct 1, 1965","None found, add some","None found, add some",Mushi Production,Original,Comedy,4 min.,PG - Children,0,,,,
Through the Windows,,5.60,14282,11253,824,Movie,1,Finished Airing,2014,Geidai Animation,"None found, add some","None found, add some",Original,,3 min.,G - All Ages,3,,,,Kids
Uchuu Enban Dai-Sensou,,5.60,11862,11254,1,Movie,1,Finished Airing,"Jul 21, 1975",Dynamic Planning,"None found, add some",Toei Animation,Manga,"Action, Romance",29 min.,PG-13 - Teens 13 or older,0,Mecha,,,
Unkai no Meikyuu Zeguy,Mask of Zeguy,5.60,10255,11255,2,OVA,2,Finished Airing,"Mar 21, 1993 to May 21, 1993","None found, add some",Central Park Media,KSS,Original,"Action, Adventure, Fantasy",36 min. per ep.,R - 17+ (violence & profanity),0,,,,
Wagahai wa Inu de Aru: Don Matsugorou no Seikatsu,,5.60,16180,11256,502,TV Special,1,Finished Airing,"Feb 9, 1983",Fuji TV,"None found, add some",Toei Animation,Unknown,Comedy,1 hr. 12 min.,PG-13 - Teens 13 or older,0,,,,
WIXOSS Diva(A)Live,,5.60,6215,11257,10,TV,12,Finished Airing,"Jan 9, 2021 to Mar 27, 2021","None found, add some","None found, add some",J.C.Staff,Card game,,23 min. per ep.,PG-13 - Teens 13 or older,19,Strategy Game,Winter 2021,Saturdays at 00:30 (JST),
Bakugan: Geogan Rising,,5.60,10970,11258,2,ONA,26,Finished Airing,"Apr 2, 2021 to Mar 18, 2022","None found, add some","None found, add some",TMS Entertainment,Original,"Action, Fantasy",24 min. per ep.,PG - Children,3,Strategy Game,,,
Break-Age,,5.60,12514,11259,1,OVA,1,Finished Airing,"Sep 25, 1999","Studio Nem,       BEAM Entertainment","None found, add some",Ripple Film,Manga,"Romance, Sci-Fi",43 min.,PG-13 - Teens 13 or older,0,Mecha,,,Shounen
Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe - Shojo Kuriya,,5.60,9282,11260,3,Special,1,Finished Airing,"Oct 10, 2014",Dream Creation,"None found, add some",Seven,4-koma manga,Comedy,3 min.,PG-13 - Teens 13 or older,0,,,,
Deep Insanity: The Lost Child,,5.60,3382,11261,43,TV,12,Finished Airing,"Oct 13, 2021 to Dec 29, 2021","Square Enix,       Kadokawa,       Bit grooove promotion",Funimation,SILVER LINK.,Other,Sci-Fi,24 min. per ep.,PG-13 - Teens 13 or older,243,,Fall 2021,Wednesdays at 00:30 (JST),
Futari no Joe,Joe vs Joe,5.60,11947,11262,1,OVA,6,Finished Airing,"May 25, 2003 to Sep 25, 2003","None found, add some","None found, add some",Office AO,Unknown,Sports,28 min. per ep.,R - 17+ (violence & profanity),3,Combat Sports,,,Shounen
Himitsukessha Taka no Tsume Gaiden: Mukashi no Yoshida-kun,,5.60,15168,11263,634,TV,9,Finished Airing,"Jan 22, 2012 to Mar 18, 2012","None found, add some","None found, add some","None found, add some",Unknown,Comedy,3 min. per ep.,G - All Ages,0,"Historical, Parody",Winter 2012,Unknown,
Hong Kil-dong,,5.60,15709,11264,555,Movie,1,Finished Airing,"Jan 21, 1967","None found, add some","None found, add some","None found, add some",Unknown,"Adventure, Fantasy",1 hr. 10 min.,G - All Ages,1,Historical,,,
Iczer-Girl Iczelion,Iczelion,5.60,9488,11265,3,OVA,2,Finished Airing,"Jan 27, 1995 to Mar 24, 1995",KSS,ADV Films,AIC,Original,"Action, Adventure, Sci-Fi",27 min. per ep.,R+ - Mild Nudity,6,,,,
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,,5.60,10598,11266,2,OVA,1,Finished Airing,"Aug 6, 1999","Kadokawa Shoten,       Toei Video","None found, add some",Toei Animation,Manga,Horror,40 min.,PG-13 - Teens 13 or older,4,,,,
Kaitou Reinya,,5.60,9397,11267,3,TV,12,Finished Airing,"Jan 9, 2010 to Mar 27, 2010",Kadokawa Pictures Japan,"None found, add some",Stingray,4-koma manga,Comedy,3 min. per ep.,PG - Children,0,,Winter 2010,Unknown,
Kirin Monoshiri Yakata,,5.60,14446,11268,784,TV,1565,Finished Airing,"Jan 1, 1975 to Dec 31, 1979",Mainichi Broadcasting System,"None found, add some","None found, add some",Unknown,,5 min. per ep.,PG - Children,1,,Winter 1975,Unknown,Kids
Kuragehime: Soreike! Amars Tankentai,"Princess Jellyfish: Go, Sisterhood Explorers!",5.60,6497,11269,9,Special,6,Finished Airing,"Aug 12, 2010 to Sep 17, 2010",Asmik Ace,Funimation,Brain's Base,Manga,"Adventure, Comedy",30 sec. per ep.,PG-13 - Teens 13 or older,2,,,,Josei
Kyoto Animation Koushiki Twitter: Itsumo Arigatou,,5.60,13241,11270,1,ONA,1,Finished Airing,"Mar 17, 2016","None found, add some","None found, add some",Kyoto Animation,Original,Slice of Life,23 sec.,G - All Ages,0,,,,
Mahou Yuugi 3D,,5.60,11016,11271,2,OVA,1,Finished Airing,"Dec 29, 2001","Starchild Records,       Imagica","ADV Films,       Sentai Filmworks",AIC,Original,Comedy,28 min.,PG-13 - Teens 13 or older,1,,,,
Nanmu Ichibyousokusai,Praise be to Small Ills,5.60,14303,11273,818,Movie,1,Finished Airing,"Jan 1, 1973","None found, add some","None found, add some","None found, add some",Original,Award Winning,17 min.,G - All Ages,0,"Historical, Music",,,
Mars Red: Zero Kikan Nippou,,5.60,10257,11272,2,ONA,5,Finished Airing,"Nov 24, 2020 to Mar 23, 2021","None found, add some","None found, add some",Signal.MD,Other,Comedy,1 min. per ep.,PG-13 - Teens 13 or older,0,,,,
Owanko,,5.60,17680,11274,374,ONA,7,Finished Airing,"Nov 22, 2012 to Apr 18, 2014","None found, add some","None found, add some",Production Reed,Original,"Comedy, Gourmet",1 min. per ep.,G - All Ages,0,Music,,,
Pororo Geugjangpan Super Sseolmae Daemoheom,Pororo: The Racing Adventure,5.60,17492,11275,387,Movie,1,Finished Airing,"Jan 23, 2013","None found, add some","None found, add some","None found, add some",Unknown,,1 hr. 16 min.,G - All Ages,0,Racing,,,Kids
Private Eye Dol,,5.60,14962,11276,672,Special,3,Finished Airing,"Aug 12, 1995 to Apr 5, 1996",Studio Comet,"None found, add some","None found, add some",Unknown,"Comedy, Mystery",15 min. per ep.,PG-13 - Teens 13 or older,0,,,,
Psycho Diver: Mashou Bosatsu,Psycho Diver: Soul Siren,5.60,7618,11277,6,OVA,1,Finished Airing,"May 21, 1997","None found, add some",Urban Vision,"Madhouse,       Studio Junio",Novel,"Horror, Sci-Fi",48 min.,R+ - Mild Nudity,4,"Gore, Psychological",,,
Rebirth: Virtual to no Souguu,,5.60,13928,11278,911,Special,1,Finished Airing,"Aug 21, 2020","None found, add some","None found, add some","None found, add some",Card game,"Comedy, Slice of Life",3 min.,PG-13 - Teens 13 or older,0,Strategy Game,,,
Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana Recap,,5.59,10898,11280,2,TV Special,1,Finished Airing,"Dec 1, 2019","None found, add some","None found, add some",Anima&Co.,Original,"Action, Fantasy, Mystery",23 min.,PG-13 - Teens 13 or older,1,"Detective, Vampire",,,
Sabaku no Takara no Shiro,The Treasures of the Desert,5.60,16506,11279,468,OVA,1,Finished Airing,Feb 2002,Shinano Kikaku,"None found, add some",Toei Animation,Unknown,Drama,26 min.,G - All Ages,1,,,,
Kyoufu Shinbun,,5.59,12765,11281,1,OVA,2,Finished Airing,"Jul 21, 1991 to Sep 21, 1991",Pony Canyon,"None found, add some",Pierrot,Manga,Horror,29 min. per ep.,PG-13 - Teens 13 or older,0,,,,Shounen
Meitantei Conan: TDK Video Head Cleaner,Detective Conan: TDK Video Head Cleaner,5.59,17638,11282,376,Special,5,Finished Airing,1996,"None found, add some","None found, add some","None found, add some",Manga,,40 sec. per ep.,PG-13 - Teens 13 or older,0,Educational,,,Shounen
Mogura no Motoro,,5.59,15730,11283,552,Movie,1,Finished Airing,"Jul 19, 1962","None found, add some","None found, add some",Toei Animation,Unknown,Slice of Life,13 min.,G - All Ages,1,,,,
Ogami Matsugorou,,5.59,13832,11284,941,OVA,1,Finished Airing,"Dec 16, 1989","Trans Arts,       Kodansha,       Creative Bridge","None found, add some","None found, add some",Unknown,"Action, Romance",46 min.,R+ - Mild Nudity,1,"Martial Arts, School",,,Shounen
Otona no Bouguya-san,Armor Shop for Ladies & Gentlemen,5.59,3436,11285,42,ONA,12,Finished Airing,"Oct 9, 2018 to Dec 25, 2018","Typhoon Graphics,       S-TAR7,       COMICSMART","None found, add some",IMAGICA Lab.,4-koma manga,"Comedy, Fantasy, Ecchi",4 min. per ep.,PG-13 - Teens 13 or older,47,,,,
Pankunchi,,5.59,15743,11286,550,ONA,10,Finished Airing,2007,San-X,"None found, add some",Sanrio,Unknown,Adventure,2 min. per ep.,G - All Ages,0,Anthropomorphic,,,Kids
Pikotarou no Lullaby Lullaby (TV),Pikotaro's Lullaby La La By (TV),5.59,8133,11287,5,TV,9,Finished Airing,"Aug 2, 2017 to Sep 27, 2017","TV Tokyo Music,       Avex Pictures","None found, add some",DLE,Original,Comedy,2 min. per ep.,G - All Ages,11,Parody,Summer 2017,Wednesdays at 22:48 (JST),
Planet:Valkyrie,,5.59,11630,11288,1,ONA,1,Finished Airing,"Dec 23, 2013","Lantis,       Infinite","None found, add some",P.A. Works,Other,Action,1 min.,PG-13 - Teens 13 or older,1,Music,,,
R20: Ginga Kuukou,Route 20: Galactic Airport,5.59,11883,11289,1,Special,1,Finished Airing,"Aug 28, 1991","None found, add some","None found, add some",Gainax,Original,Sci-Fi,3 min.,PG-13 - Teens 13 or older,1,,,,
Ravex in Tezuka World,,5.59,12126,11290,1,OVA,1,Finished Airing,"Apr 29, 2009",Avex Entertainment,"None found, add some","None found, add some",Unknown,,18 min.,G - All Ages,1,"Music, Space",,,
Seisen Cerberus: Ryuukoku no Fatalités,Cerberus,5.59,2055,11291,102,TV,13,Finished Airing,"Apr 5, 2016 to Jun 28, 2016","TV Tokyo,       Genco,       Pony Canyon,       Tohokushinsha Film Corporation,       Children's Playground Entertainment,       GREE","None found, add some",Bridge,Game,"Adventure, Fantasy",24 min. per ep.,R - 17+ (violence & profanity),109,,Spring 2016,Tuesdays at 01:35 (JST),
Sennin Buraku,Hermit Village,5.59,12946,11292,1,TV,23,Finished Airing,"Sep 4, 1963 to Feb 23, 1964","None found, add some","None found, add some",Eiken,4-koma manga,"Comedy, Ecchi",15 min. per ep.,PG-13 - Teens 13 or older,3,,Fall 1963,Unknown,
Shaman King (2021): Funbari Onsen Hanjouki,,5.59,12005,11293,1,ONA,10,Finished Airing,"Aug 2, 2021 to Aug 11, 2021","None found, add some","None found, add some",AQUA ARIS,Manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,4,,,,
Shounen to Sakura,The Cherry Tree,5.59,14783,11294,701,Movie,1,Finished Airing,Jul 1983,Shinano Kikaku,"None found, add some",Toei Animation,Picture book,Drama,25 min.,G - All Ages,1,Historical,,,Kids
Wind,,5.59,18771,11295,296,Movie,1,Finished Airing,Apr 2000,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,5 min.,G - All Ages,0,,,,
Xi Yangyang Yu Hui Tailang: Kaixin Chuang Long Nian,Pleasant Goat and Big Big Wolf: Mission Incredible: Adventures on the Dragon's Trail,5.59,15976,11297,524,Movie,1,Finished Airing,"Jan 12, 2012","Creative Power Entertaining,       Alpha Group Co. Ltd.","None found, add some","None found, add some",Unknown,"Adventure, Comedy",1 hr. 27 min.,G - All Ages,0,,,,Kids
Xi Yangyang Yu Hui Tailang: Hu Hu Sheng Wei,Pleasant Goat and Big Big Wolf: The Tiger Prowess,5.59,15408,11296,598,Movie,1,Finished Airing,"Jan 29, 2010","Creative Power Entertaining,       Alpha Group Co. Ltd.","None found, add some","None found, add some",Other,"Adventure, Comedy",1 hr. 28 min.,G - All Ages,0,,,,Kids
Xi Yangyang Yu Hui Tailang: Tu Nian Ding Gua Gua,Pleasant Goat and Big Big Wolf: Moon Castle - The Space Adventure,5.59,15704,11298,555,Movie,1,Finished Airing,"Jan 21, 2011","Creative Power Entertaining,       Alpha Group Co. Ltd.","None found, add some","None found, add some",Unknown,"Adventure, Comedy",1 hr. 27 min.,G - All Ages,0,,,,Kids
Zenmaiji-kake no Truffe,A Clockwork Truffe,5.59,18332,11299,324,ONA,2,Finished Airing,"Mar 28, 2014 to Oct 14, 2014",Kamio Japan,"None found, add some","None found, add some",Original,Fantasy,1 min. per ep.,G - All Ages,0,,,,
Ano Yama ni Noborou yo,Rainbow Mountain,5.59,16769,11301,441,OVA,1,Finished Airing,2003,Shinano Kikaku,"None found, add some",Toei Animation,Unknown,"Adventure, Fantasy",30 min.,PG - Children,1,,,,Kids
Alexandros no Ketsudan,Alexander's Decision,5.59,14295,11300,821,OVA,1,Finished Airing,Jun 2003,Shinano Kikaku,"None found, add some",Toei Animation,Unknown,,45 min.,PG-13 - Teens 13 or older,1,Historical,,,
Armed Blue Gunvolt,,5.59,6990,11302,8,OVA,1,Finished Airing,"Feb 9, 2017","None found, add some","None found, add some",LandQ studios,Game,"Action, Sci-Fi",21 min.,PG-13 - Teens 13 or older,18,Super Power,,,
Bakugan: Battle Planet Short Anime,Bakugan: Beyond the Brawl,5.59,14093,11303,873,ONA,50,Finished Airing,"Apr 18, 2019 to Oct 17, 2019","None found, add some","None found, add some",TMS Entertainment,Original,"Action, Comedy, Fantasy",2 min. per ep.,PG - Children,0,Strategy Game,,,
Dies Irae: Irasshai Zonnenji,,5.59,9778,11304,3,ONA,18,Finished Airing,"Jun 28, 2017 to Oct 18, 2017","None found, add some","None found, add some",A.C.G.T.,Visual novel,Comedy,5 min. per ep.,PG-13 - Teens 13 or older,1,Parody,,,
Dimension Loop,,5.59,9885,11305,3,OVA,1,Finished Airing,2001,"None found, add some","None found, add some",Studio 4°C,Original,Sci-Fi,4 min.,PG-13 - Teens 13 or older,3,,,,
Drifters: Kokuou-sama Goranshin,,5.59,8231,11306,5,Special,1,Finished Airing,"Dec 30, 2016",Rakuonsha,"None found, add some",Hoods Entertainment,Manga,Comedy,8 min.,PG-13 - Teens 13 or older,0,Parody,,,
