Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Premiered,Broadcast,Demographics
Destiny Child,,5.53,12176,11494,1,ONA,1,Finished Airing,"May 1, 2018",LIDENFILMS,"None found, add some",Yumeta Company,Game,"Action, Supernatural",26 min.,PG-13 - Teens 13 or older,2,Mythology,,,
Divine Gate,,5.53,1412,11495,168,TV,12,Finished Airing,"Jan 8, 2016 to Mar 25, 2016","None found, add some",Funimation,Pierrot,Game,"Action, Fantasy, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,213,,Winter 2016,Fridays at 22:30 (JST),
Dragon Slayer Eiyuu Densetsu: Ouji no Tabidachi,,5.53,10638,11496,2,OVA,2,Finished Airing,"Oct 21, 1992 to Nov 21, 1992","Nihon Falcom,       Anime R,       Studio Curtain,       Nakamura Production",Urban Vision,"None found, add some",Game,"Action, Fantasy",22 min. per ep.,R - 17+ (violence & profanity),4,,,,
Field ni Soyogu Kaze,The Winds of Victory,5.53,16452,11497,473,OVA,1,Finished Airing,"Jul 25, 1997",Shinano Kikaku,"None found, add some",Toei Animation,Unknown,Sports,25 min.,PG-13 - Teens 13 or older,0,Team Sports,,,Shounen
Frypan Jiisan,,5.53,18144,11498,336,Movie,1,Finished Airing,1981,NHK,"None found, add some","None found, add some",Original,Adventure,21 min.,G - All Ages,0,,,,Kids
Gokicha!!,Cockroach Girls,5.53,5446,11500,15,ONA,2,Finished Airing,"Sep 14, 2012","Movic,       Marine Entertainment","None found, add some","WAO World,       MooGoo",Manga,Comedy,8 min. per ep.,G - All Ages,19,Anthropomorphic,,,
"Go! Go! 575: Meippai ni, Hajiketeru?",,5.53,9612,11499,3,Special,1,Finished Airing,"Oct 22, 2014","Sega,       Half H.P Studio","None found, add some","C2C,       Lay-duce",Game,Slice of Life,3 min.,PG-13 - Teens 13 or older,1,,,,
Hana to Mogura,The Flower and the Mole,5.53,15010,11501,664,Movie,1,Finished Airing,1970,"None found, add some","None found, add some","None found, add some",Original,"Award Winning, Comedy",15 min.,G - All Ages,0,,,,
Hei Mao Jing Zhang,Black Cat Detective,5.53,14389,11502,796,TV,5,Finished Airing,Jan 1984 to Dec 1984,"None found, add some","None found, add some",Shanghai Animation Film Studio,Original,"Action, Adventure, Comedy",18 min. per ep.,PG - Children,0,"Detective, Racing",Winter 1984,Unknown,Kids
Iwaki Meisei Daigaku,,5.53,17603,11503,379,ONA,3,Finished Airing,"Jul 6, 2014 to Oct 30, 2016","None found, add some","None found, add some",Production I.G,Original,Slice of Life,1 min. per ep.,G - All Ages,0,School,,,
Jantama Pong☆ Web Special,,5.53,12427,11504,1,ONA,1,Finished Airing,"Mar 29, 2022","None found, add some","None found, add some",Scooter Films,Game,Comedy,1 min.,PG-13 - Teens 13 or older,0,,,,
AIKa Zero Picture Drama,,5.52,7984,11505,5,Special,3,Finished Airing,"Aug 25, 2009 to Dec 22, 2009","None found, add some","None found, add some",Studio Fantasia,Original,Ecchi,4 min. per ep.,R+ - Mild Nudity,7,,,,
And2! And2!,And2 Girls,5.52,14963,11506,671,ONA,1,Finished Airing,"Aug 15, 2018","None found, add some","None found, add some",Seven Stone Entertainment,Other,Slice of Life,34 min.,PG-13 - Teens 13 or older,0,"Idols (Female), Music",,,
Anisava,,5.52,14065,11507,877,TV,13,Finished Airing,"Aug 26, 2013 to Jan 13, 2014","None found, add some","None found, add some","TMS Entertainment,       DLE",Unknown,"Comedy, Romance",5 min. per ep.,PG-13 - Teens 13 or older,0,Anthropomorphic,Summer 2013,Unknown,
Aozora Under Girls!,Aozora Under Girls,5.52,15026,11508,659,ONA,2,Finished Airing,"May 29, 2017 to Aug 28, 2018","None found, add some","None found, add some","None found, add some",Game,,2 min. per ep.,G - All Ages,0,"Idols (Female), Music",,,
Cap Kakumei Bottleman,Cap Revolution Bottleman,5.52,13463,11509,1,ONA,25,Finished Airing,"Oct 9, 2020 to Feb 5, 2021","None found, add some","None found, add some",Gaina,Game,Action,5 min. per ep.,G - All Ages,1,Strategy Game,,,Kids
Chein Kuro-Nikuru!!,,5.52,13897,11510,921,Special,12,Finished Airing,"Jan 8, 2017 to Apr 4, 2017","None found, add some","None found, add some",Studio PuYUKAI,Game,Comedy,30 sec. per ep.,G - All Ages,0,Parody,,,
Cyborg 009: The Reopening,,5.52,11175,11511,2,Special,1,Finished Airing,"Oct 5, 2010","None found, add some","None found, add some",Production I.G,Manga,"Action, Adventure, Sci-Fi",4 min.,PG-13 - Teens 13 or older,0,Mecha,,,Shounen
"Diabolik Lovers More,Blood","Diabolik Lovers II: More,Blood",5.52,1472,11512,160,TV,12,Finished Airing,"Sep 24, 2015 to Dec 10, 2015",Frontier Works,Sentai Filmworks,Zexcs,Visual novel,"Drama, Supernatural",12 min. per ep.,R - 17+ (violence & profanity),571,"Reverse Harem, School, Vampire",Fall 2015,Thursdays at 00:30 (JST),Josei
DinoZone,DinoZaurs,5.52,12660,11513,1,OVA,5,Finished Airing,"Nov 27, 1998 to Jan 2000","None found, add some","None found, add some",Sunrise,Other,"Adventure, Sci-Fi",20 min. per ep.,G - All Ages,2,,,,
Duel Masters!!,,5.52,12915,11514,1,TV,51,Finished Airing,"Apr 7, 2019 to Mar 29, 2020","TV Tokyo,       Shueisha,       Shogakukan","None found, add some","Brain's Base,       Shogakukan Music & Digital Entertainment",Original,"Action, Adventure, Comedy, Fantasy",24 min. per ep.,G - All Ages,2,,Spring 2019,Sundays at 08:30 (JST),Kids
Fruity Samurai,,5.52,13907,11515,916,TV,13,Finished Airing,"Aug 13, 2013 to Dec 14, 2013",Kids Station,"None found, add some",happyproject,Original,"Action, Comedy",3 min. per ep.,PG - Children,3,"Historical, Samurai",Summer 2013,Unknown,
Gakuen Tokusou Hikaruon,Campus Special Investigator Hikaruon,5.52,9494,11516,3,OVA,1,Finished Airing,"Jan 28, 1987",Network,"None found, add some",AIC,Original,Action,29 min.,R+ - Mild Nudity,6,"Martial Arts, School, Super Power",,,
Gekidol: Actidol Project,Gekidol,5.52,5371,11517,15,TV,12,Finished Airing,"Jan 5, 2021 to Mar 3, 2021","None found, add some",Funimation,Hoods Entertainment,Original,"Drama, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,30,"Idols (Female), Music, Performing Arts",Winter 2021,Tuesdays at 21:00 (JST),
Get Up! Get Live! #Geragera,,5.52,12916,11518,1,TV,10,Finished Airing,"Jul 11, 2020 to Sep 12, 2020","None found, add some","None found, add some",Spell Bound,Other,"Comedy, Slice of Life",1 min. per ep.,PG-13 - Teens 13 or older,2,,Summer 2020,Saturdays at 01:50 (JST),
Gundam: Mission to the Rise,,5.52,8194,11519,5,Special,1,Finished Airing,"Aug 1, 1998","None found, add some","None found, add some",Sunrise,Original,"Action, Sci-Fi",2 min.,PG-13 - Teens 13 or older,3,Mecha,,,
Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,,5.52,15617,11520,566,Movie,1,Finished Airing,"Mar 17, 2007","None found, add some","None found, add some",DLE,Original,Comedy,1 hr. 13 min.,G - All Ages,0,"Parody, Super Power",,,
Himitsukessha Taka no Tsume: Christmas Daisakusen,,5.52,17173,11521,410,Special,1,Finished Airing,"Oct 11, 2007","None found, add some","None found, add some","None found, add some",Original,Comedy,9 min.,PG-13 - Teens 13 or older,0,"Parody, Super Power",,,
Hopiwa Chadolbawi,,5.52,16703,11522,448,Movie,1,Finished Airing,"Aug 15, 1967","None found, add some","None found, add some","None found, add some",Unknown,"Action, Adventure",1 hr. 15 min.,PG - Children,1,Historical,,,
Kenda Master Ken (TV),,5.52,14025,11524,884,TV,10,Finished Airing,"Apr 1, 2022 to Jun 3, 2022","None found, add some","None found, add some",Studio Kingyoiro,Original,Comedy,13 min. per ep.,PG-13 - Teens 13 or older,4,,Spring 2022,Fridays at Unknown,
Kamiusagi Rope,Paper Rabbit Rope,5.52,15295,11523,615,Movie,14,Finished Airing,Jun 2009 to Dec 2010,"None found, add some","None found, add some","None found, add some",Original,"Comedy, Slice of Life",2 min. per ep.,G - All Ages,0,,,,
Kuroi Neko,A Black Cat,5.52,16684,11525,450,Movie,1,Finished Airing,2015,Geidai Animation,"None found, add some","None found, add some",Original,Avant Garde,2 min.,G - All Ages,0,"Music, Pets",,,
Makeruna! Makendou,,5.52,11226,11527,2,OVA,1,Finished Airing,"Mar 25, 1995",Datam Polystar,"None found, add some",OLM,Game,Comedy,26 min.,R+ - Mild Nudity,2,,,,
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,Legend of Lemnear,5.52,6785,11526,8,OVA,1,Finished Airing,"Jul 25, 1989",81 Produce,Central Park Media,AIC,Original,"Action, Adventure, Fantasy",42 min.,R+ - Mild Nudity,9,,,,
Mikan-Seijin,Extraterrestrial Oranges,5.52,14742,11528,711,TV,26,Finished Airing,1992,"None found, add some","None found, add some","None found, add some",Unknown,Comedy,22 sec. per ep.,G - All Ages,3,,?,Unknown,
Nanja Monja Obake,,5.52,17435,11529,391,TV Special,1,Finished Airing,"Dec 6, 1994",NHK,"None found, add some","None found, add some",Original,Horror,5 min.,PG - Children,0,,,,Kids
Neo Faust,,5.52,14830,11530,691,TV Special,1,Finished Airing,"Jan 15, 1999",Tezuka Productions,"None found, add some","None found, add some",Manga,Supernatural,6 min.,R+ - Mild Nudity,0,,,,
Obake no Dokurou,Dokuro the Ghost,5.52,12476,11531,1,ONA,1,Finished Airing,"Mar 4, 2015",Cyclone Graphics,"None found, add some","None found, add some",Original,Supernatural,11 min.,G - All Ages,0,,,,Kids
Oretacha Youkai Ningen,,5.52,11486,11532,1,TV,25,Finished Airing,"Oct 4, 2017 to Mar 28, 2018",Nihon Ad Systems,"None found, add some",DLE,Original,Horror,2 min. per ep.,PG-13 - Teens 13 or older,0,"Mythology, Parody",Fall 2017,Wednesdays at 23:30 (JST),
Pi Po Pa Po Patrol-kun,Pi Po Pa Po Patrol,5.52,14466,11533,779,TV,65,Finished Airing,"Dec 4, 2000 to Mar 7, 2001","None found, add some","None found, add some",Toei Animation,Unknown,Comedy,5 min. per ep.,G - All Ages,1,"Detective, Racing",Winter 2001,Not scheduled once per week,Kids
"Pikachu, Pochama to Fushigi na Nendo","Pokémon Kids TV: Pikachu, Piplup and the Playful Clay!",5.52,14814,11534,695,ONA,1,Finished Airing,"Jan 7, 2022","None found, add some","None found, add some","None found, add some",Game,,8 min.,PG - Children,0,,,,Kids
"Pokemon de Manabi, Asobu",Pokémon Kids TV: Learn and play with Pokémon,5.52,14487,11535,775,ONA,Unknown,Currently Airing,"Jun 12, 2019 to ?","None found, add some","None found, add some","None found, add some",Game,Comedy,3 min.,PG - Children,0,Educational,,,Kids
School Days,,5.52,308,11536,669,TV,12,Finished Airing,"Jul 4, 2007 to Sep 27, 2007","Avex Entertainment,       Marvelous Entertainment,       Lantis,       Pony Canyon",Discotek Media,TNK,Visual novel,"Drama, Romance",24 min. per ep.,R+ - Mild Nudity,"3,343","Harem, School",Summer 2007,Wednesdays at 02:15 (JST),
Shin Shinka no Mi Gekijou Special,,5.52,15410,11537,598,Special,1,Finished Airing,"May 26, 2023","None found, add some","None found, add some",AQUA ARIS,Light novel,Comedy,1 min.,PG-13 - Teens 13 or older,0,,,,
Sylvanian Families,Sylvanian Families - Magic Tricks And Other Adventures,5.52,16016,11538,519,TV Special,3,Finished Airing,"Apr 21, 2007 to May 5, 2007","Shogakukan-Shueisha Productions,       Epoch","None found, add some",Dyna Method,Other,"Comedy, Fantasy",25 min. per ep.,G - All Ages,1,,,,Kids
Tentai Fu,Heavenly Bodies' Score,5.52,19892,11540,234,Movie,1,Finished Airing,1987,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,2 min.,G - All Ages,0,,,,
Tanjou!! KKT21,,5.52,18449,11539,316,ONA,1,Finished Airing,"Mar 28, 2019","None found, add some","None found, add some","None found, add some",Original,Slice of Life,5 min.,G - All Ages,0,,,,
Toukiden Kiwami,,5.52,12846,11541,1,ONA,1,Finished Airing,"Aug 8, 2014","None found, add some","None found, add some",Studio 4°C,Game,"Action, Fantasy",5 min.,PG-13 - Teens 13 or older,0,Martial Arts,,,
Ugoite Hamidase! Machikado Mazoku,,5.52,13640,11542,996,ONA,12,Finished Airing,"Aug 1, 2019 to Oct 17, 2019","None found, add some","None found, add some",AQUA ARIS,4-koma manga,Comedy,35 sec. per ep.,PG-13 - Teens 13 or older,1,Mahou Shoujo,,,
W'z,,5.52,4357,11543,26,TV,13,Finished Airing,"Jan 6, 2019 to Mar 31, 2019","Frontier Works,       Mainichi Broadcasting System,       Movic,       Sony Music Communications,       Glovision,       Hakuhodo DY Music & Pictures,       Medicos Entertainment,       Kadokawa Media House,       Sega Interactive,       GOON TRAX,       Fabtone",Sentai Filmworks,GoHands,Original,Action,23 min. per ep.,PG-13 - Teens 13 or older,37,Music,Winter 2019,Sundays at 01:30 (JST),
Tang Lang Bu Chan,The Praying Mantis,5.51,15129,11545,641,Movie,1,Finished Airing,1988,"None found, add some","None found, add some",Shanghai Animation Film Studio,Other,,5 min.,G - All Ages,0,,,,Kids
SpoGomi: World Cup Exhibition Match-hen,SpoGomi: World Cup Exhibition Match Arc,5.51,14604,11544,746,ONA,1,Finished Airing,"Mar 17, 2022",Aoni Production,"None found, add some",AION Studio,Original,Sports,28 min.,G - All Ages,2,,,,
Uchurei!,,5.51,12213,11546,1,TV,12,Finished Airing,"Aug 9, 2009 to Sep 19, 2009",AC Create,"None found, add some",Robot Communications,Original,"Comedy, Sci-Fi, Slice of Life",3 min. per ep.,PG-13 - Teens 13 or older,0,,Summer 2009,Unknown,
Umi no Uta,Sea Roar,5.51,17676,11547,374,Movie,1,Finished Airing,1988,"None found, add some","None found, add some","None found, add some",Original,Avant Garde,30 min.,G - All Ages,0,,,,
Virtual-san wa Miteiru Specials,Virtual-san Looking,5.51,13530,11548,1,Special,2,Finished Airing,"May 24, 2019","None found, add some","None found, add some","None found, add some",Original,Comedy,18 min. per ep.,PG-13 - Teens 13 or older,0,Music,,,
X Maiden,,5.51,13202,11549,1,ONA,8,Finished Airing,"Feb 28, 2014 to Jun 20, 2014",Lambert,"None found, add some","None found, add some",Game,"Comedy, Slice of Life",11 min. per ep.,PG-13 - Teens 13 or older,0,School,,,
Xabungle Graffiti,,5.51,12480,11550,1,Movie,1,Finished Airing,"Jul 9, 1983","None found, add some",Maiden Japan,Sunrise,Unknown,,1 hr. 23 min.,PG-13 - Teens 13 or older,0,Mecha,,,
Yousei Dick,Fairy Dick,5.51,13398,11551,1,TV,26,Finished Airing,"Jun 7, 1992 to Dec 6, 1992","Marubeni,       Grouper Productions,       Zuiyo","None found, add some","None found, add some",Unknown,Fantasy,20 min. per ep.,PG - Children,5,,Summer 1992,Unknown,Kids
Bakugan: Battle Planet,,5.51,7139,11552,7,TV,50,Finished Airing,"Apr 1, 2019 to Jan 19, 2020",Nelvana,"None found, add some",TMS Entertainment,Original,"Action, Fantasy",24 min. per ep.,PG - Children,21,Strategy Game,Spring 2019,Mondays at 17:55 (JST),
Bounty Dog: Getsumen no Eve,,5.51,8866,11553,4,OVA,2,Finished Airing,"Oct 1, 1994 to Nov 1, 1994","Starchild Records,       Movic,       TOHO",Manga Entertainment,animate Film,Original,"Action, Sci-Fi",29 min. per ep.,R+ - Mild Nudity,4,Space,,,
Bousou Sengokushi,,5.51,14895,11554,678,OVA,2,Finished Airing,"Feb 1, 1991 to Nov 21, 1991","None found, add some","None found, add some","None found, add some",Manga,Action,45 min. per ep.,PG-13 - Teens 13 or older,1,,,,
Chou Kousoku Gran Doll,Hyper Speed GranDoll,5.51,10403,11555,2,OVA,3,Finished Airing,"Aug 23, 1997 to Dec 18, 1997",Bandai Visual,"None found, add some",Zero-G Room,Unknown,"Action, Comedy",29 min. per ep.,R+ - Mild Nudity,2,"Mecha, School",,,
Cybervenus FeiFei,Virtually Real: Cybervenus FeiFei,5.51,16875,11556,434,OVA,6,Finished Airing,"Nov 21, 2001","Pony Canyon,       Fuji TV,       Digital Media Lab,       Blue Moon Studio Inc.","None found, add some","None found, add some",Unknown,"Avant Garde, Sci-Fi",5 min. per ep.,R+ - Mild Nudity,0,,,,
Fune wo Amu Yokoku,,5.51,12401,11557,1,ONA,10,Finished Airing,"Oct 13, 2016 to Dec 18, 2016","None found, add some","None found, add some",Zexcs,Novel,Comedy,41 sec. per ep.,G - All Ages,1,Adult Cast,,,
Gaza: Changing the World,,5.51,15833,11558,541,ONA,1,Finished Airing,"Jun 27, 2015","None found, add some","None found, add some","None found, add some",Original,"Drama, Supernatural",2 min.,PG-13 - Teens 13 or older,7,,,,
God Eater Reso Nantoka Gekijou: Episode EX,,5.51,10768,11559,2,ONA,2,Finished Airing,"Aug 6, 2018 to Aug 8, 2018","Bandai Namco Entertainment,       DMM.futureworks,       Aoni Production","None found, add some","Passione,       Creators in Pack",Game,"Fantasy, Sci-Fi",3 min. per ep.,PG-13 - Teens 13 or older,0,"Military, Parody",,,
Hana no Asukagumi! 2: Lonely Cats Battle Royale,,5.51,13016,11560,1,OVA,1,Finished Airing,"Mar 23, 1990","None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Drama",53 min.,PG-13 - Teens 13 or older,2,Delinquents,,,Shoujo
High Score,,5.51,6852,11561,8,TV,8,Finished Airing,"Nov 28, 2011 to Jan 30, 2012","None found, add some","None found, add some",DLE,4-koma manga,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,7,School,Fall 2011,Mondays at 20:56 (JST),Shoujo
Jikuu Tenshou Nazca,Dimension Movement of Nazca,5.51,7054,11562,8,TV,12,Finished Airing,"Apr 6, 1998 to Jun 29, 1998","Genco,       Kadokawa Shoten,       Pioneer LDC",Geneon Entertainment USA,Radix,Original,"Action, Adventure, Drama, Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,12,Reincarnation,Spring 1998,Tuesdays at 01:15 (JST),
Kamishibai Itazura Tanuki no Maki,Rascal Racoon,5.51,15085,11563,647,Movie,1,Finished Airing,1933,"None found, add some","None found, add some","None found, add some",Other,"Action, Supernatural",5 min.,G - All Ages,0,Historical,,,
Kennosuke-sama,,5.51,11527,11564,1,OVA,1,Finished Airing,"Jul 7, 1990","None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Comedy",20 min.,PG-13 - Teens 13 or older,1,,,,
Life no Color,,5.51,10354,11565,2,Movie,1,Finished Airing,"Jan 25, 2003",GODxDOG Production,"None found, add some","None found, add some",Unknown,,4 min.,G - All Ages,1,"Music, School",,,
Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,,5.51,17282,11566,402,ONA,2,Finished Airing,"Mar 16, 2017 to Aug 25, 2017","None found, add some","None found, add some",DLE,Original,"Comedy, Horror",5 min. per ep.,G - All Ages,0,"Historical, Parody",,,
"Mini Toji: Kanami-Mihono no ""Toji Miko Taidou-hen"" 205-byou de Shoukai Tokuban!",Katana Maidens ~ Mini Toji – Katana Maidens Quickening Arc 205-Second Introduction Special!,5.51,11403,11567,2,Special,1,Finished Airing,"Jan 6, 2019","Square Enix,       Genco,       Mainichi Broadcasting System,       AT-X,       Studio Gokumi,       Glovision,       Crunchyroll,       Kadokawa,       My Theater D.D.","None found, add some",Project No.9,Original,Action,3 min.,G - All Ages,3,"CGDCT, Parody",,,
Minion,,5.51,16782,11568,441,ONA,3,Finished Airing,"Dec 12, 2014 to Sep 9, 2019","None found, add some","None found, add some","None found, add some",Original,"Fantasy, Slice of Life",2 min. per ep.,G - All Ages,1,Music,,,
Nanashi Kaidan,,5.51,8719,11569,4,TV,10,Finished Airing,"Aug 8, 2022 to Aug 19, 2022","Shogakukan-Shueisha Productions,       Tokyo Animator Gakuin","None found, add some","None found, add some",Original,Horror,3 min. per ep.,G - All Ages,46,,Summer 2022,Not scheduled once per week,
Nanatsu no Bitoku Specials,The Seven Heavenly Virtues Specials,5.51,6162,11570,11,Special,2,Finished Airing,"Apr 27, 2018",Hobby Japan,Sentai Filmworks,Bridge,Other,"Fantasy, Ecchi",4 min. per ep.,R+ - Mild Nudity,11,Mythology,,,
Ninjala (TV),,5.51,10432,11572,2,TV,Unknown,Currently Airing,"Jan 8, 2022 to ?",TV Tokyo,Sentai Filmworks,OLM,Game,Action,23 min.,PG - Children,20,,Winter 2022,Saturdays at 07:00 (JST),
Nayuta,,5.51,10740,11571,2,OVA,1,Finished Airing,"Jul 31, 1986",OB Planning,"None found, add some",Circus Production,Manga,"Action, Sci-Fi",1 hr. 19 min.,R+ - Mild Nudity,3,,,,Shoujo
Oniku Daisuki! Zeushi-kun,,5.51,15067,11573,650,TV,12,Finished Airing,"Jan 6, 2014 to Mar 24, 2014","None found, add some","None found, add some",DLE,Original,"Comedy, Gourmet",1 min. per ep.,G - All Ages,0,,Winter 2014,Mondays at Unknown,
Relic Armor Legaciam,,5.51,10385,11574,2,OVA,1,Finished Airing,"Nov 28, 1987","Kadokawa Shoten,       Network","None found, add some","None found, add some",Original,"Action, Sci-Fi",49 min.,PG-13 - Teens 13 or older,0,Mecha,,,
Shadowverse Recaps,,5.51,13754,11575,967,TV Special,3,Finished Airing,"Jun 30, 2020 to Mar 30, 2021","TV Tokyo,       Sonilude","None found, add some",Zexcs,Card game,Fantasy,24 min. per ep.,PG-13 - Teens 13 or older,0,Strategy Game,,,
Kanadian Families: Episode Zero,,5.50,14999,11577,666,OVA,1,Finished Airing,"Jul 10, 2015","Aniplex,       Rakuonsha","None found, add some","None found, add some",Original,"Comedy, Slice of Life",17 min.,G - All Ages,2,,,,
Kakyuusei (TV): Hajimemashite Tina!,,5.50,12528,11576,1,Special,1,Finished Airing,"Mar 24, 2000",Pink Pineapple,"None found, add some",PP Project,Visual novel,"Romance, Sci-Fi",26 min.,R+ - Mild Nudity,0,School,,,
Kansatsu! Pokemon Zukan,Pokémon Kids TV: Pokédex Info,5.50,14553,11578,760,ONA,2,Finished Airing,"Oct 23, 2020 to Dec 4, 2020","None found, add some","None found, add some","None found, add some",Game,,5 min. per ep.,PG - Children,2,,,,Kids
Kkoma Bus Tayo 3,Tayo the Little Bus Season 3,5.50,17922,11580,354,TV,26,Finished Airing,"Feb 26, 2014 to May 22, 2014","None found, add some","None found, add some","Iconix Entertainment,       Studio Gale",Original,,11 min. per ep.,G - All Ages,0,Racing,Winter 2014,Not scheduled once per week,Kids
Katsudou Shashin,,5.50,6987,11579,8,Movie,1,Finished Airing,Not available,"None found, add some","None found, add some","None found, add some",Original,,3 sec.,G - All Ages,22,,,,
Lupin Shanshei,,5.50,11018,11581,2,OVA,10,Finished Airing,"Dec 19, 2012","None found, add some","None found, add some",TMS Entertainment,Manga,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,1,"Adult Cast, Parody",,,
Maze,,5.50,17214,11582,406,Movie,1,Finished Airing,2012,"None found, add some","None found, add some","None found, add some",Original,,2 min.,G - All Ages,1,,,,
Neeko ga Vtuber shitemita,,5.50,12757,11583,1,ONA,4,Finished Airing,"Mar 27, 2018 to Mar 29, 2018","None found, add some","None found, add some","None found, add some",Web manga,Slice of Life,3 min. per ep.,G - All Ages,1,,,,
Noobow: Kieta Medal,,5.50,17262,11584,404,OVA,1,Finished Airing,"Mar 28, 1990",Toshiba EMI,"None found, add some","None found, add some",Unknown,Slice of Life,25 min.,PG - Children,0,,,,Kids
Onnanoko tte.,,5.50,16126,11585,508,Special,4,Finished Airing,"Feb 5, 2015 to Feb 26, 2015","None found, add some","None found, add some","None found, add some",Manga,"Comedy, Slice of Life",1 min. per ep.,G - All Ages,0,,,,Shoujo
OTMGirls no Yokiyoki Channel: Birthday Special Story,,5.50,15595,11586,571,Special,2,Finished Airing,"Nov 5, 2020 to Nov 5, 2021","None found, add some","None found, add some","None found, add some",Other,"Comedy, Slice of Life",1 min. per ep.,G - All Ages,0,,,,
Otona no Bouguya-san II,Armor Shop for Ladies and Gentlemen II,5.50,5626,11587,13,ONA,12,Finished Airing,"Jan 2, 2021 to Mar 20, 2021","None found, add some","None found, add some",IMAGICA Lab.,4-koma manga,"Comedy, Fantasy, Ecchi",6 min. per ep.,PG-13 - Teens 13 or older,9,,,,
Porong Porong Pororo 4,Pororo the Little Penguin 4,5.50,15959,11588,526,TV,26,Finished Airing,"Feb 29, 2012 to May 24, 2012","None found, add some","None found, add some","None found, add some",Unknown,,11 min. per ep.,G - All Ages,0,Racing,Winter 2012,Unknown,Kids
Princess Minerva,,5.50,10497,11589,2,OVA,1,Finished Airing,"May 1, 1995",Group TAC,ADV Films,"None found, add some",Game,"Adventure, Comedy, Fantasy",44 min.,R+ - Mild Nudity,2,Parody,,,
Q Transformers: Saranaru Ninki Mono e no Michi,,5.50,14047,11590,880,TV,13,Finished Airing,"Jul 6, 2015 to Oct 1, 2015","None found, add some","None found, add some",DLE,Other,Slice of Life,3 min. per ep.,PG-13 - Teens 13 or older,0,"Mecha, Parody",Summer 2015,Mondays at 18:55 (JST),
