Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics,Premiered,Broadcast
Mahoutsukai Tai! vs. Shamanic Princess,,5.68,11661,10939,1,OVA,1,Finished Airing,1998,Bandai Visual,NYAV Post,Triangle Staff,Original,"Comedy, Fantasy",,5 min.,PG-13 - Teens 13 or older,2,,,
Mashiro no Oto Mini,,5.68,12685,10940,1,ONA,33,Finished Airing,"Jan 15, 2021 to Jun 21, 2021",IMAGICA Lab.,"None found, add some",AQUA ARIS,Manga,Slice of Life,,1 min. per ep.,PG-13 - Teens 13 or older,1,,,
Mizu no Tane,The Water Seed,5.68,16358,10941,481,Movie,1,Finished Airing,1975,"None found, add some","None found, add some","None found, add some",Other,Award Winning,Historical,19 min.,PG-13 - Teens 13 or older,0,,,
Neko no Sakusen,,5.68,17352,10942,397,TV Special,1,Finished Airing,"Jan 3, 2012",NHK,"None found, add some",Robot Communications,Unknown,Sports,Team Sports,5 min.,PG - Children,0,Kids,,
One Room: Second Season Special,,5.68,6326,10943,10,Special,1,Finished Airing,"Nov 30, 2018","None found, add some","None found, add some",Zero-G,Original,Ecchi,,11 min.,PG-13 - Teens 13 or older,5,,,
"Ore, Tsushima x Na Mo Naki Nezumi",,5.68,16492,10944,469,ONA,2,Finished Airing,"Feb 1, 2022",Asmik Ace,"None found, add some",AQUA ARIS,Original,"Comedy, Slice of Life",,2 min. per ep.,G - All Ages,0,,,
Platonic Chain,,5.68,8393,10945,5,TV,24,Finished Airing,"Oct 5, 2002 to Mar 29, 2003","None found, add some","None found, add some",ACiD FiLM,Novel,"Sci-Fi, Slice of Life",,6 min. per ep.,PG-13 - Teens 13 or older,25,,Fall 2002,Saturdays at 02:25 (JST)
"Right Places: Sono Toki, Boku no Irubeki Basho",Right Places,5.68,13697,10946,980,ONA,1,Finished Airing,"Oct 25, 2013","None found, add some","None found, add some","None found, add some",Original,"Fantasy, Supernatural",,5 min.,G - All Ages,0,,,
Romantica Clock,,5.68,5696,10947,13,Special,3,Finished Airing,"Feb 4, 2014 to Feb 25, 2014",TV Tokyo,"None found, add some","None found, add some",Manga,,,1 min. per ep.,G - All Ages,11,Shoujo,,
SD Gundam World: Sangoku Souketsuden,SD Gundam World: Sangoku Soketsuden,5.68,10239,10948,2,ONA,10,Finished Airing,"Jul 26, 2019 to Mar 25, 2021","None found, add some",Nozomi Entertainment,Sunrise,Original,Action,"Historical, Mecha",15 min. per ep.,PG - Children,5,,,
Sore dake ga Neck,That is the Bottleneck,5.68,7625,10949,6,TV,12,Finished Airing,"Oct 13, 2020 to Jan 5, 2021","None found, add some","None found, add some",Toho Interactive Animation,Original,Mystery,Workplace,3 min. per ep.,PG-13 - Teens 13 or older,4,,Fall 2020,Tuesdays at 02:30 (JST)
THE iDOLM@STER Cinderella Girls: Starlight Stage - Shinshun! Happy New Year Campaign,,5.68,12749,10950,1,Special,1,Finished Airing,"Dec 31, 2017","None found, add some","None found, add some","None found, add some",Game,,"Idols (Female), Music, Strategy Game",15 sec.,G - All Ages,2,,,
Bakumatsu,,5.72,4482,10751,24,TV,12,Finished Airing,"Oct 5, 2018 to Dec 21, 2018","TBS,       MAGES.,       FuRyu","None found, add some",Studio Deen,Game,Action,"Historical, Samurai, Time Travel",24 min. per ep.,PG-13 - Teens 13 or older,34,,Fall 2018,Fridays at 01:58 (JST)
Bakumatsu Crisis,,5.72,5894,10752,12,TV,12,Finished Airing,"Apr 5, 2019 to Jun 21, 2019","TBS,       MAGES.,       FuRyu","None found, add some",Studio Deen,Game,Action,"Historical, Samurai, Time Travel",24 min. per ep.,PG-13 - Teens 13 or older,16,,Spring 2019,Fridays at 01:58 (JST)
Big Order,,5.72,3498,10753,41,OVA,1,Finished Airing,"Oct 3, 2015","Lantis,       Kadokawa",Discotek Media,asread.,Manga,Action,Super Power,38 min.,R+ - Mild Nudity,39,Shounen,,
Bijutsu Kyouiku,The art education,5.72,17665,10754,374,Movie,1,Finished Airing,"Jan 14, 2013","None found, add some","None found, add some","None found, add some",Original,"Comedy, Drama, Romance",,6 min.,G - All Ages,0,,,
Cyclops Shoujo Saipuu,,5.72,3319,10755,45,ONA,12,Finished Airing,"Mar 12, 2013 to May 30, 2013","None found, add some","None found, add some","None found, add some",4-koma manga,"Comedy, Slice of Life, Ecchi",School,2 min. per ep.,PG-13 - Teens 13 or older,40,,,
Dennou Sentai Voogie's★Angel: Forever and Ever,,5.72,14570,10756,756,OVA,1,Finished Airing,"Jan 25, 1999",BEAM Entertainment,"None found, add some",J.C.Staff,Unknown,"Action, Comedy, Drama, Sci-Fi",Mecha,1 hr. 15 min.,PG-13 - Teens 13 or older,2,,,
Duel Masters Movie 1: Yami no Shiro no Maryuuou,,5.72,12258,10757,1,Movie,1,Finished Airing,"Mar 12, 2005",Shogakukan-Shueisha Productions,"None found, add some",Studio Hibari,Original,"Adventure, Fantasy",Strategy Game,45 min.,PG - Children,1,Kids,,
Feed,,5.72,18623,10758,305,Movie,1,Finished Airing,2016,Tamabi,"None found, add some","None found, add some",Original,Avant Garde,Music,6 min.,PG - Children,0,,,
Futatsu no Sekai,Two Worlds,5.72,14722,10759,715,Movie,1,Finished Airing,1929,"None found, add some","None found, add some","None found, add some",Book,,,16 min.,G - All Ages,1,Kids,,
G-9,,5.72,10100,10760,2,OVA,1,Finished Airing,"Sep 27, 2006",Gentosha Comics,"None found, add some",Toei Animation,Unknown,Fantasy,,17 min.,PG-13 - Teens 13 or older,1,,,
Ghibli ga Ippai Special Short Short,,5.72,10566,10761,2,Special,10,Finished Airing,"Nov 16, 2005","None found, add some","None found, add some",Studio Ghibli,Other,Slice of Life,,1 min. per ep.,G - All Ages,2,,,
Hito no Kita Tooku Nagai Michi,,5.72,18599,10762,307,Movie,1,Finished Airing,1982,"None found, add some","None found, add some","None found, add some",Original,,Historical,21 min.,G - All Ages,0,,,
Hoshi no Umi no Amuri,,5.72,9502,10763,3,OVA,3,Finished Airing,"Apr 1, 2008 to Sep 26, 2008",Bandai Visual,"None found, add some",Studio Hibari,Original,"Adventure, Fantasy, Sci-Fi",,29 min. per ep.,PG-13 - Teens 13 or older,4,,,
Iya na Kao sare nagara Opantsu Misete Moraitai,I Want You To Show Me Your Panties With a Disgusted Face,5.72,2163,10764,95,ONA,6,Finished Airing,"Jul 14, 2018 to Aug 13, 2018",Toranoana,"None found, add some",UWAN Pictures,Other,Ecchi,,4 min. per ep.,PG-13 - Teens 13 or older,412,,,
Justeen,,5.72,13368,10765,1,OVA,1,Finished Airing,"Dec 29, 2011",G-mode,"None found, add some",AIC,Original,"Action, Sci-Fi",Mecha,24 min.,PG-13 - Teens 13 or older,0,,,
Kamigami no Ki: Xmas Special,,5.72,17392,10766,395,ONA,1,Finished Airing,"Dec 22, 2016","None found, add some","None found, add some",Sotsu,Original,"Comedy, Supernatural",Historical,2 min.,PG - Children,0,,,
