Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics,Premiered,Broadcast
Henkei Shoujo,Henkei Shojo,5.70,4160,10845,28,ONA,5,Finished Airing,"Mar 26, 2017 to Oct 24, 2017",Bushiroad,Ascendent Animation,DLE,Original,Sci-Fi,Anthropomorphic,1 min. per ep.,PG-13 - Teens 13 or older,93,,,
Hoshizora Kiseki,,5.70,5976,10846,12,ONA,1,Finished Airing,"Jul 10, 2006","None found, add some",Sentai Filmworks,CoMix Wave Films,Original,"Romance, Sci-Fi",,27 min.,PG-13 - Teens 13 or older,8,,,
Idol Jihen,Idol Incidents,5.70,5489,10847,14,TV,12,Finished Airing,"Jan 8, 2017 to Mar 26, 2017","BS Fuji,       MAGES.,       Docomo Anime Store,       bilibili,       Crunchyroll SC Anime Fund","None found, add some","MAPPA,       Studio VOLN",Original,,"Idols (Female), Music",23 min. per ep.,PG-13 - Teens 13 or older,18,,Winter 2017,Sundays at 23:30 (JST)
Inzai Aru Aru Monogatari,,5.70,15434,10848,593,ONA,1,Finished Airing,"Jan 14, 2022",Pony Canyon,"None found, add some",Asura Film,4-koma manga,Slice of Life,,18 min.,G - All Ages,1,,,
Jewelpet: Attack Chance!?,,5.70,13031,10849,1,ONA,3,Finished Airing,"Feb 19, 2016 to May 30, 2016",Sanrio,"None found, add some",AIC Project,Original,"Comedy, Fantasy",Mahou Shoujo,4 min. per ep.,PG - Children,1,,,
Juusenki L-Gaim II: Farewell My Lovely + Pentagona Dolls,,5.70,12504,10850,1,OVA,1,Finished Airing,"Jan 10, 1987",Starchild Records,"None found, add some",Sunrise,Unknown,"Action, Adventure, Drama, Sci-Fi","Mecha, Space",56 min.,PG-13 - Teens 13 or older,1,,,
Kerokero Keroppi no Gulliver no Bouken,Keroppi in The Adventures of Gulliver,5.70,15340,10851,607,OVA,1,Finished Airing,"Aug 21, 1993",Sanrio,"None found, add some","None found, add some",Book,"Adventure, Fantasy",,26 min.,G - All Ages,0,Kids,,
Koukou,,5.70,17260,10852,404,Movie,1,Finished Airing,"Mar 12, 2013","None found, add some","None found, add some","None found, add some",Original,,Music,6 min.,G - All Ages,0,,,
Magical Hat,,5.70,14340,10853,811,TV,33,Finished Airing,"Oct 18, 1989 to Jul 6, 1990","Yomiko Advertising,       E&G Films,       Fuji TV","None found, add some",Pierrot,Manga,"Adventure, Comedy, Fantasy",,22 min. per ep.,G - All Ages,1,Kids,Fall 1989,Unknown
Man with a Mission Animated Short Movie,,5.70,17960,10854,351,ONA,1,Finished Airing,"Mar 25, 2019",Tower Records,"None found, add some","None found, add some",Original,Comedy,Music,2 min.,PG-13 - Teens 13 or older,0,,,
Masamune Datenicle,,5.70,9179,10855,4,ONA,6,Finished Airing,"May 2, 2016 to Mar 30, 2018",JTB Entertainment,"None found, add some","Gainax,       Gaina",Original,Action,"Historical, Samurai, Super Power",14 min. per ep.,PG-13 - Teens 13 or older,4,,,
Momon's Sand Witch Episode 0,,5.70,17686,10856,373,ONA,1,Finished Airing,"Mar 2, 2014","None found, add some","None found, add some","None found, add some",Original,Comedy,,5 min.,G - All Ages,1,Kids,,
My Melody no Akazukin (OVA),My Melody in Little Red Riding Hood,5.70,15893,10857,533,OVA,1,Finished Airing,"Aug 24, 2001",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,10 min.,G - All Ages,1,Kids,,
Princess Lover!: Magical Knight Maria-chan,,5.70,6245,10858,10,Special,6,Finished Airing,"Oct 23, 2009 to Mar 25, 2010","None found, add some","None found, add some",GoHands,Visual novel,,Parody,30 sec. per ep.,PG-13 - Teens 13 or older,2,,,
Project HAL,,5.70,14375,10859,803,ONA,3,Finished Airing,"May 31, 2015 to Jul 30, 2015","None found, add some","None found, add some","None found, add some",Original,Action,Mecha,39 sec. per ep.,G - All Ages,0,,,
Ribbon no Kishi Pilot,,5.70,14915,10860,677,Special,1,Finished Airing,"Nov 28, 1966","None found, add some","None found, add some",Mushi Production,Unknown,Adventure,,28 min.,G - All Ages,0,,,
Ryuukyuu Timeline: Mirai Shoujo to Inishie no Ou,Ryukyu Timeline: The Girl from Future and the Ancient King,5.70,13292,10861,1,ONA,1,Finished Airing,"Mar 8, 2021","None found, add some","None found, add some",Gyorai Eizo Inc.,Other,Fantasy,"Historical, Time Travel",8 min.,G - All Ages,3,,,
Sekai de Ichiban Tsuyoku Naritai! Specials,Wanna Be the Strongest in the World Specials,5.70,6869,10862,8,Special,6,Finished Airing,"Dec 12, 2013 to May 12, 2014","Movic,       Earth Star Entertainment",Funimation,Arms,Manga,"Sports, Ecchi",Combat Sports,4 min. per ep.,R+ - Mild Nudity,5,,,
Sekai Monoshiri Ryoko,,5.70,14362,10863,807,TV,1006,Finished Airing,"Oct 1, 1971 to Dec 31, 1974","None found, add some","None found, add some","None found, add some",Unknown,Comedy,,5 min. per ep.,G - All Ages,1,,Fall 1971,Unknown
Senjuushi: Kijuushi-tachi no Happy Birthday!,,5.70,12794,10864,1,OVA,1,Finished Airing,"Mar 6, 2019","None found, add some","None found, add some",TMS Entertainment,Game,Action,"Anthropomorphic, Military",24 min.,PG-13 - Teens 13 or older,2,,,
Shadowverse Flame Recaps,Shadowverse Flame Special Episodes,5.70,15702,10865,556,TV Special,2,Finished Airing,"Sep 24, 2022 to Jul 1, 2023","None found, add some","None found, add some",Zexcs,Card game,Fantasy,Strategy Game,24 min. per ep.,PG-13 - Teens 13 or older,0,,,
Shijin no Shougai,A Poet's Life,5.70,11659,10866,1,Movie,1,Finished Airing,"Jan 1, 1974","None found, add some","None found, add some","None found, add some",Original,"Award Winning, Drama, Fantasy",Psychological,19 min.,PG - Children,6,,,
Shinkalion: Change the World,,5.70,8912,10867,4,TV,Unknown,Currently Airing,"Apr 7, 2024 to ?","Shogakukan-Shueisha Productions,       Shogakukan Music & Digital Entertainment","None found, add some","Production I.G,       Signal.MD",Other,"Action, Sci-Fi","Mecha, School",23 min.,PG-13 - Teens 13 or older,23,Kids,Spring 2024,Sundays at 08:30 (JST)
Shinseiki Duel Masters Flash,,5.70,14096,10868,872,TV,24,Finished Airing,"Apr 10, 2006 to Mar 23, 2007",G&G Entertainment,"None found, add some",SynergySP,Original,Comedy,,21 min. per ep.,G - All Ages,0,Kids,Spring 2006,Unknown
Soukou Kyojin Z-Knight,,5.70,16558,10869,461,OVA,1,Finished Airing,"Dec 30, 1991","None found, add some","None found, add some",Sunrise,Other,,Mecha,9 min.,PG - Children,1,,,
Subarashii Shigoto,Decent Work,5.70,17390,10870,395,ONA,1,Finished Airing,"Sep 28, 2015","None found, add some","None found, add some","None found, add some",Original,Avant Garde,,7 min.,PG-13 - Teens 13 or older,0,,,
Super Short Comics,,5.70,14927,10871,676,ONA,8,Finished Airing,"Nov 2, 2015 to Dec 21, 2015",comico,"None found, add some",Steve N' Steven,Web manga,Comedy,Parody,5 min. per ep.,G - All Ages,1,,,
Tonari no 801-chan R,,5.70,9797,10872,3,OVA,1,Finished Airing,"Sep 10, 2009","None found, add some","None found, add some",A-1 Pictures,4-koma manga,Comedy,Music,1 min.,G - All Ages,0,,,
Toukiden: The Age of Demons - Introduction,,5.70,12847,10873,1,Special,1,Finished Airing,"Jun 26, 2013","None found, add some","None found, add some",Studio 4°C,Game,Action,Mythology,4 min.,PG-13 - Teens 13 or older,0,,,
Wellber no Monogatari: Kanashimi no Senshi Galahad no Banka,Sisters of Wellber - Elegy for a Sad Warrior,5.70,13101,10874,1,OVA,1,Finished Airing,"Nov 11, 2007",Production I.G,"None found, add some",Trans Arts,Original,"Action, Adventure, Comedy, Fantasy",,1 hr. 22 min.,R - 17+ (violence & profanity),1,,,
Ys IV: The Dawn of Ys,,5.70,13719,10875,974,Special,1,Finished Airing,1993,"None found, add some","None found, add some","None found, add some",Game,"Action, Adventure, Fantasy",Strategy Game,3 min.,PG-13 - Teens 13 or older,2,,,
Yukiguni no Oujisama,The Snow Country Prince,5.70,16143,10876,506,Movie,1,Finished Airing,"Dec 21, 1985",Shinano Kikaku,"None found, add some",Toei Animation,Book,Slice of Life,,1 hr. 30 min.,G - All Ages,0,,,
Yuukan Club,,5.70,12789,10877,1,OVA,2,Finished Airing,"Jul 25, 1991 to Dec 14, 1991",Magic Bus,"None found, add some",Madhouse,Manga,"Comedy, Mystery",School,35 min. per ep.,PG-13 - Teens 13 or older,2,Shoujo,,
Shin Strange+ Special,,5.69,11280,10878,2,Special,1,Finished Airing,"Oct 19, 2014",Dream Creation,"None found, add some",Seven,Manga,Comedy,"Adult Cast, Crossdressing, Detective, Parody",3 min.,PG-13 - Teens 13 or older,0,Josei,,
Shinrabanshou.mp3,,5.69,16621,10879,457,Special,1,Finished Airing,"Feb 22, 2018",Pie in the sky,"None found, add some","None found, add some",Original,Avant Garde,Music,30 sec.,G - All Ages,0,,,
Shinsengumi,Shinsen-gumi,5.69,16000,10880,522,Movie,1,Finished Airing,"Jul 20, 1999",Tezuka Productions,"None found, add some","None found, add some",Manga,,Historical,4 min.,R - 17+ (violence & profanity),1,,,
Stitch!: Piko Kara no Chousenjou,Stitch vs. Penny,5.69,12497,10882,1,Special,1,Finished Airing,"Jun 26, 2009","None found, add some","None found, add some",Madhouse,Other,"Adventure, Comedy",,25 min.,PG - Children,0,Kids,,
Stitch!: Zutto Saikou no Tomodachi Special,Stitch: Heroes are Hard,5.69,13947,10883,907,Special,1,Finished Airing,"Jun 19, 2011","None found, add some","None found, add some",Shin-Ei Animation,Other,"Adventure, Comedy",,25 min.,PG - Children,1,Kids,,
Shitasaki kara Koi,,5.69,15128,10881,641,ONA,3,Finished Airing,"Mar 10, 2023 to Mar 24, 2023","None found, add some","None found, add some",AQUA ARIS,Manga,"Boys Love, Comedy",,1 min. per ep.,PG-13 - Teens 13 or older,0,,,
The Gift,,5.69,18121,10884,338,ONA,1,Finished Airing,"Apr 4, 2016","None found, add some","None found, add some",Marza Animation Planet,Original,Fantasy,,5 min.,G - All Ages,0,Kids,,
Transformers: Choujin Master Force Soushuuhen,,5.69,16677,10885,451,OVA,4,Finished Airing,Not available,"None found, add some","None found, add some","None found, add some",Other,Sci-Fi,Mecha,28 min. per ep.,G - All Ages,0,,,
Xiong Chumo,Boonie Bears,5.69,15735,10886,552,TV,104,Finished Airing,"Jan 22, 2012 to 2012",Fantawild Animation,"None found, add some","None found, add some",Original,Comedy,,13 min. per ep.,PG - Children,2,Kids,?,Unknown
Xiong Chumo: Chunri Dui Dui Peng,Boonie Bears: Spring into Action,5.69,17011,10887,422,TV,52,Finished Airing,"Nov 27, 2014 to Jan 15, 2015",Fantawild Animation,"None found, add some","None found, add some",Original,"Adventure, Comedy",,13 min. per ep.,PG - Children,0,Kids,Fall 2014,Unknown
Xue Haizi,,5.69,16223,10888,497,Movie,1,Finished Airing,Dec 1980,Shanghai Animation Film Studio,"None found, add some","None found, add some",Original,Fantasy,,21 min.,G - All Ages,0,Kids,,
Yonhyaku-nijuu Renpai Girl,"If I don't successfully pick up 420 girls, I am going to die in a lot of different ways.",5.69,7912,10889,6,ONA,1,Finished Airing,"Jan 25, 2013","None found, add some",Kadokawa,Trigger,Light novel,"Comedy, Romance",School,2 min.,PG-13 - Teens 13 or older,10,,,
Yu Tong,,5.69,19544,10890,252,Movie,1,Finished Airing,1959,Shanghai Animation Film Studio,"None found, add some","None found, add some",Other,Adventure,Historical,23 min.,G - All Ages,0,,,
Yuki no Joou,The Snow Queen,5.69,16949,10891,427,Movie,1,Finished Airing,1978,Gakken,"None found, add some","None found, add some",Book,Fantasy,,19 min.,G - All Ages,0,,,
Yuusei Kamen,,5.69,14696,10892,724,TV,39,Finished Airing,"Jun 3, 1966 to Feb 21, 1967","None found, add some","None found, add some",Eiken,Unknown,Sci-Fi,,25 min. per ep.,PG-13 - Teens 13 or older,0,,Summer 1966,Unknown
Zetsubou no Kaibutsu,Despair of the Monster,5.69,12394,10893,1,Movie,1,Finished Airing,"Jun 10, 2019","None found, add some","None found, add some","None found, add some",Original,"Drama, Horror",,29 min.,R - 17+ (violence & profanity),3,,,
Ai City,Love City,5.69,7324,10894,7,Movie,1,Finished Airing,"Jul 26, 1986","Movic,       TOHO","None found, add some","AIC,       Magic Bus,       Ashi Productions",Manga,"Action, Sci-Fi",Super Power,1 hr. 26 min.,PG-13 - Teens 13 or older,16,,,
Bad Badtz-Maru no Ari to Kirigirisu,Bad Badtz-Maru in the Ants and the Grasshopper,5.69,15752,10895,548,OVA,1,Finished Airing,"Sep 21, 2001",Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,,10 min.,G - All Ages,2,Kids,,
Bad Badtz-Maru no Ore wa Yuutousei,,5.69,17541,10896,383,OVA,1,Finished Airing,"Oct 21, 1995",Sanrio,"None found, add some","None found, add some",Unknown,Comedy,,9 min.,G - All Ages,1,Kids,,
Bakugan: Armored Alliance,,5.69,9039,10897,4,TV,52,Finished Airing,"Apr 3, 2020 to Mar 26, 2021","None found, add some","None found, add some",TMS Entertainment,Original,"Action, Fantasy",Strategy Game,24 min. per ep.,PG - Children,5,,Spring 2020,Fridays at 03:04 (JST)
Boushoku no Berserk Mini,Berserk of Gluttony Mini,5.69,12599,10898,1,ONA,6,Finished Airing,"Sep 27, 2023 to Nov 1, 2023","None found, add some","None found, add some",AQUA ARIS,Light novel,Comedy,,2 min. per ep.,PG-13 - Teens 13 or older,2,,,
Candy Caries,,5.69,14627,10899,740,ONA,1,Finished Airing,"Mar 21, 2021","None found, add some","None found, add some",Wit Studio,Original,Fantasy,,1 min.,PG-13 - Teens 13 or older,1,,,
Dimension W: W no Tobira Online - Rose no Onayami Soudanshitsu,Dimension W: W Gate Online - Rose's Counseling Room,5.69,6071,10900,11,Special,5,Finished Airing,"Mar 25, 2016 to Aug 26, 2016","None found, add some",Funimation,Studio 3Hz,Manga,Sci-Fi,,3 min. per ep.,G - All Ages,8,Seinen,,
Duel Masters King,,5.69,13685,10901,982,TV,47,Finished Airing,"Apr 5, 2020 to Mar 28, 2021","None found, add some","None found, add some","Brain's Base,       Shogakukan Music & Digital Entertainment",Original,"Action, Adventure, Comedy, Fantasy",,24 min. per ep.,G - All Ages,1,Kids,Spring 2020,Sundays at 08:30 (JST)
Grand Marche no Meikyuu,,5.69,18439,10902,317,ONA,1,Finished Airing,"Aug 31, 2016","None found, add some","None found, add some","None found, add some",Game,Fantasy,Strategy Game,2 min.,G - All Ages,0,,,
H'or Cafe,,5.69,17093,10903,416,Special,1,Finished Airing,"Nov 3, 2014","None found, add some","None found, add some","None found, add some",Other,,Music,1 min.,G - All Ages,2,,,
Hacka Doll,,5.69,6666,10904,9,ONA,2,Finished Airing,"Aug 15, 2014 to Sep 18, 2014","None found, add some","None found, add some",Trigger,Other,Fantasy,,1 min. per ep.,PG-13 - Teens 13 or older,5,,,
Hana no Zundamaru,,5.69,16241,10905,495,ONA,8,Finished Airing,"Oct 22, 2013 to Dec 9, 2013",CoMix Wave Films,"None found, add some","None found, add some",Manga,Comedy,"Martial Arts, Parody",5 min. per ep.,G - All Ages,0,,,
Himote House: Dai Panic! Minna de Gokiburi Taiji,,5.69,12055,10906,1,OVA,1,Finished Airing,"Feb 20, 2021","None found, add some","None found, add some",Bouncy,Original,Comedy,,16 min.,PG-13 - Teens 13 or older,0,,,
Hisui Kobanashi,Pokémon Kids TV: Hisuian Voltorb is Berry Sorry,5.69,14970,10907,671,ONA,2,Finished Airing,"Dec 10, 2021 to Dec 14, 2021","None found, add some","None found, add some",dwarf,Game,Comedy,,1 min. per ep.,PG - Children,0,Kids,,
Hoshi to Tsubasa no Paradox,Starwing Paradox,5.69,13993,10908,895,ONA,2,Finished Airing,"Feb 7, 2018 to Nov 7, 2018","Square Enix,       Q-Tec,       dugout","None found, add some",Sunrise,Game,"Action, Sci-Fi",Mecha,3 min. per ep.,PG-13 - Teens 13 or older,0,,,
Hyakuren no Haou to Seiyaku no Valkyria,The Master of Ragnarok & Blesser of Einherjar,5.69,1234,10909,195,TV,12,Finished Airing,"Jul 8, 2018 to Sep 23, 2018","Sotsu,       Crunchyroll SC Anime Fund",Funimation,EMT Squared,Light novel,"Action, Adventure, Fantasy, Romance","Harem, Isekai, Military",23 min. per ep.,PG-13 - Teens 13 or older,319,,Summer 2018,Sundays at 01:30 (JST)
Hyouga Senshi Gaislugger,,5.69,12907,10910,1,TV,20,Finished Airing,"Apr 12, 1977 to Aug 30, 1977",TV Asahi,"None found, add some",Toei Animation,Original,"Action, Sci-Fi",Mecha,30 min. per ep.,PG-13 - Teens 13 or older,0,,Spring 1977,Unknown
I Think You're a Little Confused,,5.69,14747,10911,709,Movie,1,Finished Airing,"Jul 30, 2016",Geidai Animation,"None found, add some","None found, add some",Unknown,Horror,,8 min.,G - All Ages,5,,,
Ikiteirutte Subarashii!,,5.69,18217,10912,331,Movie,1,Finished Airing,1972,"None found, add some","None found, add some",Toei Animation,Original,,,20 min.,G - All Ages,0,Kids,,
Kamiusagi Rope x Panasonic Collaboration,Paper Rabbit Rope x Panasonic Collaboration,5.69,16427,10913,475,Movie,1,Finished Airing,"Mar 19, 2012","None found, add some","None found, add some","None found, add some",Original,"Comedy, Slice of Life",,2 min.,G - All Ages,0,,,
Kiss wa Hitomi ni Shite,,5.69,11712,10914,1,OVA,1,Finished Airing,"Aug 27, 1993",Shueisha,"None found, add some",Madhouse,Manga,"Drama, Romance",,31 min.,PG-13 - Teens 13 or older,0,Shoujo,,
Kizuna (ONA),,5.69,15621,10915,566,ONA,1,Finished Airing,"Sep 19, 2013","None found, add some","None found, add some","None found, add some",Original,Drama,,3 min.,G - All Ages,0,,,
Koi-ken!: Watashitachi Anime ni Nacchatta!,,5.69,8149,10916,5,ONA,12,Finished Airing,"Mar 1, 2012 to May 24, 2012","None found, add some","None found, add some",Marvy Jack,Manga,Ecchi,"Idols (Female), Music",4 min. per ep.,R+ - Mild Nudity,4,,,
Lao Fu Zi: Xiao Shui Hu Chuan Qi,Old Master Q and Little Ocean Tiger,5.69,17771,10917,366,Movie,1,Finished Airing,"Jan 27, 2011",Huayi Brothers Animation,"None found, add some","None found, add some",Unknown,Comedy,,1 hr. 26 min.,G - All Ages,1,Seinen,,
Marvel Future Avengers 2nd Season,,5.69,11307,10918,2,TV,13,Finished Airing,"Jul 30, 2018 to Oct 22, 2018","None found, add some","None found, add some",Madhouse,Other,Action,Super Power,22 min. per ep.,PG - Children,4,Kids,Summer 2018,Mondays at 18:00 (JST)
Matsubara-kun,,5.69,18521,10919,312,ONA,5,Finished Airing,"May 18, 2015 to May 22, 2015",Osaka University of Arts,"None found, add some","None found, add some",Original,Comedy,,1 min. per ep.,G - All Ages,0,,,
Misute♡naide Daisy,"Don't Leave Me Alone, Daisy",5.69,10662,10920,2,TV,12,Finished Airing,"Jul 3, 1997 to Sep 18, 1997","None found, add some",Bandai Entertainment,Studio Deen,Manga,"Comedy, Romance, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,9,Shounen,Summer 1997,Thursdays at 01:45 (JST)
Nenga no Kizuna,,5.69,15560,10923,576,ONA,1,Finished Airing,"Nov 24, 2014","None found, add some","None found, add some","None found, add some",Original,Slice of Life,,4 min.,G - All Ages,0,,,
Musha Knight Commando: SD Gundam Scramble,"Musha, Knight, Commando: SD Gundam Emergency Sortie",5.69,11168,10921,2,Movie,2,Finished Airing,"Mar 16, 1991 to Aug 22, 1991","None found, add some","None found, add some",Sunrise,Original,"Action, Comedy, Fantasy","Mecha, Parody",15 min. per ep.,PG - Children,0,,,
Nakedyouth,,5.69,7030,10922,8,ONA,1,Finished Airing,2006,Kojiro Shishido Animation Works,"None found, add some","None found, add some",Original,"Boys Love, Slice of Life, Sports",,9 min.,R+ - Mild Nudity,12,,,
Pikachu no Asa no Nikka,Pokémon Kids TV: Pikachu's Morning Routine,5.69,14728,10924,714,ONA,1,Finished Airing,"Jul 10, 2020","None found, add some","None found, add some","None found, add some",Game,,,2 min.,PG - Children,2,Kids,,
Rail Romanesque 2,,5.69,7613,10925,6,TV,13,Finished Airing,"Oct 6, 2023 to Dec 29, 2023","None found, add some","None found, add some","Yokohama Animation Lab,       Cloud Hearts",Visual novel,Slice of Life,,3 min. per ep.,PG-13 - Teens 13 or older,9,,Fall 2023,Fridays at 01:00 (JST)
Saa Ikou! Tamagotchi,,5.69,13085,10927,1,TV,12,Finished Airing,"Nov 29, 2007 to Feb 14, 2008",Bandai,"None found, add some",OLM,Unknown,,,2 min. per ep.,G - All Ages,0,Kids,Fall 2007,Unknown
RErideD: Tokigoe no Derrida,"RErideD: Derrida, who leaps through time",5.69,3555,10926,40,TV,12,Finished Airing,"Sep 22, 2018 to Nov 21, 2018","Half H.P Studio,       Kadokawa,       MediaLink Entertainment Limited",Funimation,Geek Toys,Original,"Action, Drama, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older,20,,Fall 2018,Thursdays at 01:05 (JST)
Sekaikei Sekai Ron,,5.69,12809,10928,1,OVA,1,Finished Airing,2009,"None found, add some",Sentai Filmworks,"None found, add some",Original,Sci-Fi,Psychological,4 min.,G - All Ages,2,,,
Kaze no Matasaburou,,5.68,11799,10930,1,OVA,1,Finished Airing,"Aug 20, 1988",Konami,"None found, add some",Madhouse,Novel,"Fantasy, Slice of Life",,29 min.,G - All Ages,0,Kids,,
Seoul-yeok,Seoul Station,5.69,6916,10929,8,Movie,1,Finished Airing,"Aug 18, 2016","None found, add some","None found, add some",Studio Dadashow,Other,"Horror, Suspense",,1 hr. 32 min.,R - 17+ (violence & profanity),10,,,
Ki de Tsukurou,,5.68,18531,10931,311,ONA,1,Finished Airing,"Nov 27, 2013","None found, add some","None found, add some","None found, add some",Original,Slice of Life,,1 min.,G - All Ages,0,,,
Kidou Senshi Gundam 0083: Stardust Memory Picture Drama - Uchuu no Kagerou 2,Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,5.68,10066,10932,3,Special,1,Finished Airing,"Jan 29, 2016","None found, add some","None found, add some",Sunrise,Other,"Action, Sci-Fi, Ecchi","Mecha, Space",11 min.,PG-13 - Teens 13 or older,0,,,
Kiki to Lala no Hoshi no Dance Shoes,,5.68,16859,10933,435,OVA,1,Finished Airing,"Dec 21, 1993",Sanrio,"None found, add some","None found, add some",Unknown,,Music,29 min.,G - All Ages,0,Kids,,
Kikumana,,5.68,6665,10934,9,ONA,1,Finished Airing,"Jul 14, 2001","None found, add some","None found, add some",Studio Rikka,Original,Avant Garde,Psychological,6 min.,PG-13 - Teens 13 or older,8,,,
Kizuna no Allele Season 2,,5.68,8886,10935,4,TV,12,Finished Airing,"Oct 5, 2023 to Dec 21, 2023","TV Tokyo,       Shogakukan-Shueisha Productions,       Animax,       Movic,       Bandai,       Shogakukan Music & Digital Entertainment,       NTT Docomo,       Legs,       NetEase,       Kizuna AI","None found, add some","Wit Studio,       Signal.MD",Original,,"Music, School",22 min. per ep.,PG-13 - Teens 13 or older,12,,Fall 2023,Thursdays at 00:00 (JST)
Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),,5.68,14599,10936,748,TV,12,Finished Airing,"Oct 7, 2014 to Dec 23, 2014",Tokyo MX,"None found, add some","None found, add some",Unknown,Comedy,,15 min. per ep.,PG - Children,1,,Fall 2014,Tuesdays at 01:05 (JST)
Kuroi Ame ni Utarete,,5.68,13557,10937,1,Movie,1,Finished Airing,"Aug 12, 1984",GEN Productions,"None found, add some",Tsuchida Productions,Manga,"Drama, Slice of Life",Historical,1 hr. 34 min.,R+ - Mild Nudity,0,Seinen,,
Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama,,5.68,12510,10938,1,Special,1,Finished Airing,"Feb 25, 2015","None found, add some","None found, add some","None found, add some",Original,Comedy,"Parody, School",7 min.,G - All Ages,1,,,
