Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Favorites,Demographics
Amnesia OVA,,6.32,3896,7782,33,OVA,1,Finished Airing,25-Sep-13,,,"None found, add some","None found, add some",Brain's Base,Visual novel,Fantasy,,25 min.,PG-13 - Teens 13 or older,28,Josei
Ashita e Attack!,Attack on Tomorrow,6.32,10412,7783,2,TV,23,Finished Airing,"Apr 4, 1977 to Sep 5, 1977",Spring 1977,Unknown,"None found, add some","None found, add some",Nippon Animation,Original,"Drama, Sports","School, Team Sports",24 min. per ep.,PG-13 - Teens 13 or older,6,
Bannou Bunka Neko-Musume Specials,,6.32,11012,7784,2,Special,2,Finished Airing,01-Aug-99,,,Movic,"None found, add some",Ashi Productions,Manga,"Action, Adventure, Comedy, Sci-Fi",Mecha,23 min. per ep.,PG-13 - Teens 13 or older,1,Seinen
Battle Spirits: Mirage,,6.32,13383,7785,1,ONA,4,Finished Airing,"Oct 29, 2021 to Apr 1, 2022",,,"None found, add some","None found, add some",Bandai Namco Pictures,Card game,"Adventure, Sci-Fi","Military, Mythology, Strategy Game",24 min. per ep.,PG-13 - Teens 13 or older,4,
Berserk,Berserk (2016),6.32,651,7786,364,TV,12,Finished Airing,"Jul 1, 2016 to Sep 16, 2016",Summer 2016,Fridays at 22:30 (JST),"WOWOW,       Mainichi Broadcasting System,       Hakusensha,       Ultra Super Pictures,       LIDENFILMS,       NBCUniversal Entertainment Japan,       Lucent Pictures Entertainment,       Docomo Anime Store,       Koei Tecmo Games","Funimation,       Crunchyroll","Millepensee,       GEMBA",Manga,"Action, Adventure, Drama, Fantasy, Horror","Gore, Military",24 min. per ep.,R+ - Mild Nudity,"2,550",Seinen
Beyond Creation,,6.32,11907,7787,1,ONA,1,Finished Airing,16-Feb-19,,,"None found, add some","None found, add some",Live2D Creative Studio,Original,Fantasy,,4 min.,G - All Ages,2,
Captain Tsubasa no Koutsuu Anzen,,6.32,13995,7788,894,OVA,1,Finished Airing,1987,,,"None found, add some","None found, add some","None found, add some",Manga,Sports,Educational,14 min.,G - All Ages,0,Kids
Casshern: Robot Hunter,Casshan: Robot Hunter,6.32,6640,7789,9,OVA,4,Finished Airing,"Aug 21, 1993 to Feb 21, 1994",,,"Artmic,       Tokyo Kids,       Harmony Gold,       Streamline Pictures","ADV Films,       Discotek Media",Tatsunoko Production,Unknown,"Adventure, Sci-Fi",Mecha,27 min. per ep.,PG-13 - Teens 13 or older,13,
Cinderella Girls Gekijou: Extra Stage,,6.32,11924,7790,1,ONA,48,Finished Airing,"Mar 24, 2020 to Apr 13, 2021",,,"None found, add some","None found, add some",Zero-G,4-koma manga,"Comedy, Slice of Life",,2 min. per ep.,PG-13 - Teens 13 or older,3,
Da Wang Bu Gaoxing,The Furious Yama,6.32,9172,7791,4,ONA,12,Finished Airing,"Jan 1, 2020 to Mar 11, 2020",,,bilibili,"None found, add some",Haoliners Animation League,Web manga,"Comedy, Fantasy","Mythology, School",7 min. per ep.,PG-13 - Teens 13 or older,12,
Deca-Dence: Install,,6.32,7325,7792,7,ONA,1,Finished Airing,07-Aug-20,,,Kadokawa,"None found, add some",Nut,Original,"Action, Adventure, Sci-Fi",,20 min.,PG-13 - Teens 13 or older,3,
Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,Tamagotchi: Happiest Story in the Universe!,6.32,15191,7793,629,Movie,1,Finished Airing,20-Dec-08,,,"None found, add some","None found, add some",OLM,Unknown,,,1 hr. 30 min.,G - All Ages,1,Kids
Fate/Grand Order: Moonlight/Lostroom,,6.32,2861,7794,59,TV Special,1,Finished Airing,31-Dec-17,,,"None found, add some","None found, add some",Lay-duce,Game,"Action, Fantasy, Supernatural",,32 min.,PG-13 - Teens 13 or older,37,
Futari Ecchi,Step Up Love Story,6.32,3684,7795,37,OVA,4,Finished Airing,"Jul 26, 2002 to Jan 22, 2004",,,Half H.P Studio,Media Blasters,Chaos Project,Manga,"Comedy, Romance, Ecchi",Adult Cast,27 min. per ep.,R+ - Mild Nudity,74,Seinen
Future GPX Cyber Formula: Early Days Renewal,,6.32,13058,7796,1,OVA,2,Finished Airing,"Apr 1, 1996 to Jun 1, 1996",,,"None found, add some","None found, add some",Sunrise,Unknown,"Drama, Sci-Fi, Sports",,58 min. per ep.,PG-13 - Teens 13 or older,1,
Gall Force 3: Stardust War,,6.32,9482,7797,3,OVA,1,Finished Airing,02-Nov-88,,,"Movic,       CBS",Central Park Media,"AIC,       Artmic,       animate Film",Original,"Action, Sci-Fi","Military, Space",1 hr.,R+ - Mild Nudity,5,
Ginga Tetsudou 999: Hoshizora wa Time Machine,,6.32,13237,7798,1,Movie,1,Finished Airing,14-Jul-07,,,"None found, add some","None found, add some",Toei Animation,Unknown,"Drama, Sci-Fi",,32 min.,G - All Ages,0,
Guomin Laogong Dai Huijia 2nd season,,6.32,7810,7799,6,ONA,12,Finished Airing,"May 1, 2017 to Jul 3, 2017",,,"Tencent Penguin Pictures,       China Literature Limited","None found, add some",B.CMAY PICTURES,Novel,"Drama, Romance",School,12 min. per ep.,PG-13 - Teens 13 or older,9,
Hana yori Dango (Movie),Hana Yori Dango The Movie,6.32,6942,7800,8,Movie,1,Finished Airing,08-Mar-97,,,"None found, add some",Discotek Media,Toei Animation,Manga,"Drama, Romance",Performing Arts,30 min.,PG-13 - Teens 13 or older,17,Shoujo
Hua Jianghu: Bu Liang Ren II,,6.32,13137,7801,1,ONA,40,Finished Airing,"Jul 21, 2016 to Apr 20, 2017",,,"None found, add some","None found, add some",Rocen,Original,"Adventure, Drama, Romance","Historical, Martial Arts",20 min. per ep.,R - 17+ (violence & profanity),1,
Idol Tenshi Youkoso Youko,Idol Angel Welcome Yoko,6.32,11120,7802,2,TV,43,Finished Airing,"Apr 2, 1990 to Feb 4, 1991",Spring 1990,Mondays at 18:00 (JST),Ashi Productions,"None found, add some","None found, add some",Original,"Comedy, Drama",,22 min. per ep.,G - All Ages,4,
Ikoku Meiro no Croisée: Yune & Alice,La croisée dans un labyrinthe étranger: Yune & Alice,6.32,8608,7803,4,Special,7,Finished Airing,"Sep 21, 2011 to Mar 21, 2012",,,"None found, add some","None found, add some",Satelight,Manga,Slice of Life,"Historical, Iyashikei",2 min. per ep.,G - All Ages,2,Seinen
Inazma Delivery: Dougyousha Attack-hen,,6.32,13999,7804,893,TV,10,Finished Airing,"Dec 8, 2017 to Mar 2, 2018",Winter 2018,Unknown,"None found, add some","None found, add some",Kanaban Graphics,Original,"Action, Comedy, Sci-Fi",,2 min. per ep.,PG-13 - Teens 13 or older,2,
Jack to Mame no Ki,Jack and the Beanstalk,6.32,11463,7805,1,Movie,1,Finished Airing,20-Jul-74,,,Group TAC,"None found, add some","None found, add some",Unknown,Fantasy,,1 hr. 37 min.,G - All Ages,12,Kids
Juushinki Pandora,Last Hope,6.32,3564,7806,39,TV,26,Finished Airing,"Mar 29, 2018 to Sep 20, 2018",Spring 2018,Wednesdays at 23:30 (JST),"None found, add some","None found, add some",Satelight,Original,Sci-Fi,Mecha,23 min. per ep.,PG-13 - Teens 13 or older,43,
Katte ni Kaizou Specials,,6.32,9969,7807,3,Special,3,Finished Airing,"May 25, 2011 to Oct 26, 2011",,,"None found, add some","None found, add some",Shaft,Manga,"Comedy, Sci-Fi","Parody, School",7 min. per ep.,R+ - Mild Nudity,2,Shounen
Kidou Senshi Gundam SEED MSV Astray,Mobile Suit Gundam SEED MSV Astray,6.32,5725,7808,13,OVA,2,Finished Airing,"Mar 1, 2004 to Jul 1, 2004",,,"None found, add some","None found, add some",Sunrise,Original,Sci-Fi,"Mecha, Military, Space",5 min. per ep.,PG-13 - Teens 13 or older,10,
King of Prism by Pretty Rhythm Short Anime,,6.32,13309,7809,1,Special,1,Finished Airing,17-Jun-16,,,"None found, add some","None found, add some","None found, add some",Original,"Comedy, Fantasy","Idols (Male), Music",19 min.,PG - Children,1,
Kouya no Shounen Isamu,,6.32,12048,7810,1,TV,52,Finished Airing,"Apr 4, 1973 to Mar 27, 1974",Spring 1973,Wednesdays at 19:00 (JST),"Fuji TV,       Shin-Ei Animation","None found, add some",Tokyo Movie Shinsha,Unknown,"Action, Adventure",,24 min. per ep.,G - All Ages,4,Shounen
Kyoukai Senki,AMAIM Warrior at the Borderline,6.32,3918,7811,32,TV,13,Finished Airing,"Oct 5, 2021 to Dec 28, 2021",Fall 2021,Tuesdays at 01:30 (JST),Bandai Spirits,Funimation,Sunrise Beyond,Original,"Action, Sci-Fi",Mecha,24 min. per ep.,PG-13 - Teens 13 or older,132,
Larva 2nd Season,,6.32,12041,7812,1,TV,52,Finished Airing,"Jan 5, 2013 to Sep 21, 2013",Winter 2013,Unknown,TUBA,"None found, add some","None found, add some",Original,Comedy,,4 min. per ep.,G - All Ages,3,
Larva 3rd Season,Larva 3,6.32,13213,7813,1,TV,104,Finished Airing,"Aug 4, 2014 to Dec 7, 2015",Summer 2014,Unknown,TUBA,"None found, add some","None found, add some",Original,Comedy,,2 min. per ep.,G - All Ages,2,
Liar Liar,,6.32,1597,7814,144,TV,12,Finished Airing,"Jul 8, 2023 to Sep 23, 2023",Summer 2023,Saturdays at 22:30 (JST),"Shochiku,       Tokyo MX,       CyberAgent,       Kadokawa,       BS Asahi,       Bushiroad Move,       Geek Pictures,       qooop","None found, add some",Geek Toys,Light novel,Suspense,"Psychological, School, Strategy Game",23 min. per ep.,PG-13 - Teens 13 or older,684,
Mad★Bull 34,Mad Bull 34,6.32,5885,7815,12,OVA,4,Finished Airing,"Dec 21, 1990 to Aug 21, 1992",,,Pony Canyon,"Discotek Media,       Manga Entertainment",Magic Bus,Manga,Action,"Detective, Gore",47 min. per ep.,R+ - Mild Nudity,69,
Meiji Gekken: 1874,,6.32,5789,7816,13,TV,10,Finished Airing,"Jan 14, 2024 to Mar 17, 2024",Winter 2024,Sundays at 23:00 (JST),"Ai Addiction,       Crunchyroll","None found, add some",Tsumugi Akita Animation Lab,Original,Action,"Historical, Samurai",27 min. per ep.,R - 17+ (violence & profanity),39,
Meimon! Daisan Yakyuu-bu,Meimon! The Third Baseball Club,6.32,13223,7817,1,TV,40,Finished Airing,"Oct 20, 1988 to Sep 29, 1989",Fall 1988,Unknown,"Studio Comet,       Nihon Ad Systems,       Fuji TV","None found, add some","None found, add some",Unknown,Sports,Team Sports,24 min. per ep.,PG-13 - Teens 13 or older,1,Shounen
Miyamoto Musashi: Souken ni Haseru Yume,Musashi: The Dream of the Last Samurai,6.32,7522,7818,6,Movie,1,Finished Airing,13-Jun-09,,,"None found, add some","None found, add some",Production I.G,Unknown,Action,"Historical, Martial Arts, Samurai",1 hr. 12 min.,R - 17+ (violence & profanity),5,
Monster Strike the Movie: Sora no Kanata,,6.32,9729,7819,3,Movie,1,Finished Airing,05-Oct-18,,,XFLAG,"None found, add some",Orange,Game,"Action, Fantasy",Video Game,1 hr. 37 min.,,4,
Mori no Youki na Kobito-tachi: Belfy to Lillibit,The Littl' Bits,6.32,11769,7820,1,TV,26,Finished Airing,"Jan 7, 1980 to Jun 30, 1980",Winter 1980,Unknown,Meruhensha,Saban Entertainment,Tatsunoko Production,Unknown,"Adventure, Comedy, Fantasy",,25 min. per ep.,G - All Ages,4,
Ojamajo Doremi: Owarai Gekijou,,6.32,11353,7821,2,ONA,26,Finished Airing,"Mar 23, 2019 to Mar 22, 2020",,,Toei Animation,"None found, add some","None found, add some",Unknown,Comedy,,1 min. per ep.,G - All Ages,2,
Okusama wa Mahou Shoujo,Madam is a Magical Girl,6.32,6318,7822,10,TV,13,Finished Airing,"Jul 4, 2005 to Sep 26, 2005",Summer 2005,Mondays at 00:00 (JST),"Media Factory,       Amber Film Works","None found, add some",J.C.Staff,Original,"Fantasy, Romance",Mahou Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,15,
Oneechan ga Kita,,6.32,1830,7823,120,TV,12,Finished Airing,"Jan 9, 2014 to Mar 27, 2014",Winter 2014,Unknown,"Takeshobo,       Studio CHANT","None found, add some",C2C,4-koma manga,"Comedy, Slice of Life",,3 min. per ep.,PG-13 - Teens 13 or older,102,
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,OreImo 2 Specials,6.32,1617,7824,142,ONA,3,Finished Airing,18-Aug-13,,,"Aniplex,       Movic,       ASCII Media Works,       Bandai Namco Games",Aniplex of America,A-1 Pictures,Light novel,"Comedy, Romance",Otaku Culture,24 min. per ep.,PG-13 - Teens 13 or older,181,
Osomatsu-san Movie: Gekijou Koukai Kinen - Original Tanpen Gekijou,,6.32,12626,7825,1,ONA,7,Finished Airing,"Mar 1, 2019 to Mar 15, 2019",,,"None found, add some","None found, add some",Pierrot,Manga,Comedy,Parody,2 min. per ep.,R - 17+ (violence & profanity),0,
Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami,,6.32,7270,7826,7,Special,1,Finished Airing,01-Apr-13,,,Aniplex,"None found, add some",AIC ASTA,Game,,School,1 min.,PG-13 - Teens 13 or older,5,
Pinocchio yori Piccolino no Bouken,The Adventures of Piccolino,6.32,10617,7827,2,TV,52,Finished Airing,"Apr 27, 1976 to May 31, 1977",Spring 1976,Unknown,"None found, add some","None found, add some",Nippon Animation,Novel,Adventure,,24 min. per ep.,G - All Ages,3,Kids
Pokemon Diamond & Pearl Atsumare! Pokemon Hoshi Matsuri,,6.32,13760,7828,964,Movie,1,Finished Airing,31-May-08,,,"None found, add some","None found, add some","None found, add some",Game,"Action, Adventure, Comedy, Fantasy",,22 min.,PG - Children,0,Kids
Princess Principal Picture Drama,,6.32,6958,7829,8,Special,6,Finished Airing,"Sep 27, 2017 to Feb 23, 2018",,,"Bandai Visual,       Lantis,       Movic,       Medicos Entertainment",Sentai Filmworks,"Actas,       Studio 3Hz",Original,Slice of Life,,3 min. per ep.,PG-13 - Teens 13 or older,4,
Qin Shi Mingyue 3D: Dianying Longteng Wanli,The Legend of Qin 3D Ancient Dragon Spirit,6.32,12860,7830,1,Movie,1,Finished Airing,08-Aug-14,,,Beijing Enlight Pictures,"None found, add some",Sparkly Key Animation Studio,Novel,"Action, Fantasy","Historical, Martial Arts",1 hr. 38 min.,PG-13 - Teens 13 or older,3,
Rikujou Bouei-tai Mao-chan,Ground Defense Force! Mao-chan,6.32,7966,7831,5,TV,26,Finished Airing,"Jul 4, 2002 to Dec 26, 2002",Summer 2002,Thursdays at 02:35 (JST),"None found, add some",Geneon Entertainment USA,Xebec,Original,"Comedy, Sci-Fi",Military,12 min. per ep.,G - All Ages,12,Kids
Sanrio Anime Sekai Meisaku Gekijou,Hello Kitty's Furry Tale Theater,6.32,11335,7832,2,TV,13,Finished Airing,"Sep 19, 1987 to Dec 12, 1987",Fall 1987,Unknown,Sanrio,"None found, add some",Toei Animation,Unknown,"Adventure, Fantasy",,24 min. per ep.,G - All Ages,3,Kids
Seikimatsu★Darling,,6.32,6919,7833,8,OVA,1,Finished Airing,16-Feb-96,,,Magic Bus,"None found, add some",Horannabi,Manga,"Boys Love, Comedy, Drama",,30 min.,PG-13 - Teens 13 or older,8,
Senkou no Night Raid: Yogen,Night Raid 1931: The Prophecy,6.32,9144,7834,4,Special,1,Finished Airing,18-May-10,,,Aniplex,Sentai Filmworks,A-1 Pictures,Original,Action,"Historical, Military, Super Power",23 min.,R - 17+ (violence & profanity),4,
Senran Kagura Shinovi Master: Tokyo Youma-hen,Senran Kagura: Shinovi Master,6.32,3309,7835,45,TV,12,Finished Airing,"Oct 13, 2018 to Dec 29, 2018",Fall 2018,Saturdays at 00:00 (JST),"Sotsu,       Lantis,       AT-X,       Crunchyroll SC Anime Fund",Funimation,TNK,Game,"Action, Comedy, Ecchi",School,23 min. per ep.,R+ - Mild Nudity,102,
Shakotan★Boogie,,6.32,10939,7836,2,OVA,4,Finished Airing,"Feb 6, 1991 to Jul 17, 1992",,,Pony Canyon,"None found, add some",Pierrot,Manga,"Action, Comedy","Delinquents, Racing, School",55 min. per ep.,PG-13 - Teens 13 or older,16,Seinen
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su - Saishin Wa made Maruwakari! Chousoku Digest",Shangri-La Frontier: Get Yourselves Caught up With This Light-Speed Recap!,6.32,9132,7837,4,TV Special,1,Finished Airing,14-Jan-24,,,"None found, add some","None found, add some",C2C,Manga,"Action, Adventure, Fantasy",Video Game,23 min.,PG-13 - Teens 13 or older,15,Shounen
Kaze no Na wa Amnesia,A Wind Named Amnesia,6.31,4834,7838,20,Movie,1,Finished Airing,22-Dec-90,,,Japan Home Video,"Central Park Media,       Discotek Media",Madhouse,Light novel,"Action, Avant Garde, Drama, Sci-Fi",,1 hr. 20 min.,R+ - Mild Nudity,53,
Koi☆Sento,Coicent,6.31,6930,7839,8,OVA,1,Finished Airing,27-Nov-10,,,Showgate,Sentai Filmworks,Sunrise,Original,"Comedy, Romance, Sci-Fi",,25 min.,PG-13 - Teens 13 or older,3,
Koukaku Kidoutai: Ghost Chaser,Ghost in the Shell: Ghost Chaser,6.31,10316,7840,2,Movie,1,Finished Airing,02-Nov-18,,,Khaki,"None found, add some",Production I.G,Manga,"Action, Mystery, Sci-Fi",Detective,8 min.,PG-13 - Teens 13 or older,5,Seinen
Kuma Miko,Kumamiko: Girl Meets Bear,6.31,2485,7841,75,TV,12,Finished Airing,"Apr 3, 2016 to Jun 19, 2016",Spring 2016,Sundays at 23:30 (JST),"AT-X,       Sony Music Communications,       Kadokawa",Funimation,"Kinema Citrus,       EMT Squared",Manga,"Comedy, Slice of Life",,24 min. per ep.,PG-13 - Teens 13 or older,86,Seinen
Kuusen Madoushi Kouhosei no Kyoukan,Sky Wizards Academy,6.31,948,7842,258,TV,12,Finished Airing,"Jul 9, 2015 to Sep 24, 2015",Summer 2015,Thursdays at 00:30 (JST),"flying DOG,       Kadokawa",Funimation,Diomedéa,Light novel,"Action, Drama, Fantasy",School,23 min. per ep.,PG-13 - Teens 13 or older,345,
Kyouryuu Shoujo Gauko 2nd Season,Dino Girl Gauko Season 2,6.31,13265,7843,1,ONA,19,Finished Airing,20-Mar-20,,,"None found, add some","None found, add some",Ascension,Original,Comedy,Super Power,9 min. per ep.,G - All Ages,3,
Lupin III: Pilot Film (1978),,6.31,7905,7844,6,Movie,1,Finished Airing,16-Dec-78,,,"Tokyo Movie Shinsha,       TOHO","None found, add some","None found, add some",Manga,"Action, Adventure, Comedy, Mystery",Adult Cast,12 min.,R+ - Mild Nudity,2,Seinen
Magikano,,6.31,3772,7845,35,TV,13,Finished Airing,"Jan 1, 2006 to Apr 1, 2006",Winter 2006,Unknown,"Lantis,       DAX Production","ADV Films,       Funimation",Tokyo Kids,Manga,"Comedy, Fantasy, Romance",Harem,24 min. per ep.,PG-13 - Teens 13 or older,42,Shounen
Maken-Ki!,,6.31,830,7846,295,TV,12,Finished Airing,"Oct 5, 2011 to Dec 21, 2011",Fall 2011,Wednesdays at 01:45 (JST),"AIC,       Kadokawa Shoten,       Nippon Columbia",Funimation,AIC Spirits,Manga,"Action, Ecchi","Harem, Martial Arts, School, Super Power",24 min. per ep.,R+ - Mild Nudity,452,Shounen
Maroko,,6.31,11465,7847,1,Movie,1,Finished Airing,19-Mar-90,,,"None found, add some","None found, add some",Pierrot,Original,"Comedy, Drama, Sci-Fi",Psychological,1 hr. 29 min.,R - 17+ (violence & profanity),2,
Midnight Grand Mos Burger,,6.31,19195,7848,271,ONA,1,Finished Airing,14-Sep-22,,,"None found, add some","None found, add some","YURUPPE Inc.,       CHOCOLATE",Original,"Action, Gourmet, Sci-Fi",Music,45 sec.,G - All Ages,0,
MiniPato,Mobile Police Patlabor Minimum,6.31,9585,7849,3,Movie,3,Finished Airing,"Mar 30, 2002 to Apr 13, 2002",,,"Bandai Visual,       Tohokushinsha Film Corporation","Maiden Japan,       Geneon Entertainment USA",Production I.G,Original,,Parody,12 min. per ep.,PG - Children,3,
Mizuiro (2003),,6.31,8958,7850,4,OVA,2,Finished Airing,"Apr 25, 2003 to Oct 10, 2003",,,NEC Avenue,"None found, add some",OLM,Visual novel,"Drama, Romance, Supernatural",,29 min. per ep.,PG-13 - Teens 13 or older,2,
Nangoku Shounen Papuwa-kun,,6.31,12395,7851,1,TV,42,Finished Airing,"Oct 10, 1992 to Oct 2, 1993",Fall 1992,Saturdays at 19:30 (JST),TV Asahi,"None found, add some",Nippon Animation,Manga,"Adventure, Comedy",,25 min. per ep.,PG-13 - Teens 13 or older,0,Shounen
Pokemon Best Wishes! Season 2: Decolora Adventure,Pokémon: Black & White: Adventures in Unova and Beyond,6.31,3257,7852,46,TV,20,Finished Airing,"Apr 25, 2013 to Sep 26, 2013",Spring 2013,Thursdays at 19:00 (JST),TV Tokyo,The Pokemon Company International,OLM,Game,"Action, Adventure, Comedy, Fantasy",,22 min. per ep.,PG - Children,24,Kids
Poputepipikku Kinen,Pop Team Epic Kinen,6.31,7817,7853,6,ONA,1,Finished Airing,14-Jun-18,,,"None found, add some","None found, add some",Space Neko Company,4-koma manga,Sports,Parody,2 min.,PG-13 - Teens 13 or older,5,
Queen's Blade OVA,,6.31,5173,7854,17,OVA,2,Finished Airing,"Oct 29, 2011 to Jan 28, 2012",,,"Genco,       Media Factory,       Hobby Japan","None found, add some",Arms,Other,"Action, Adventure, Fantasy, Ecchi",,21 min. per ep.,R+ - Mild Nudity,17,
Red Garden: Dead Girls,,6.31,6993,7855,8,OVA,1,Finished Airing,08-Aug-07,,,"GDH,       Sotsu Music Publishing","ADV Films,       Funimation",Gonzo,Original,Mystery,Mecha,44 min.,R - 17+ (violence & profanity),9,
Ring ni Kakero 1: Sekai Taikai-hen,,6.31,11497,7856,1,TV,6,Finished Airing,"Apr 10, 2011 to Jun 12, 2011",Spring 2011,Unknown,"None found, add some","None found, add some",Toei Animation,Manga,Sports,Combat Sports,24 min. per ep.,PG-13 - Teens 13 or older,2,
Robot Girls Z Specials,,6.31,9780,7857,3,Special,3,Finished Airing,"Jun 13, 2014 to Aug 8, 2014",,,"Nippon Columbia,       LandQ studios","None found, add some",Toei Animation,Original,Comedy,"Anthropomorphic, Parody",9 min. per ep.,PG-13 - Teens 13 or older,0,
Romeo no Aoi Sora Specials,,6.31,13549,7858,1,TV Special,2,Finished Airing,2001,,,"None found, add some","None found, add some",Nippon Animation,Novel,"Adventure, Drama",Historical,45 min. per ep.,G - All Ages,2,
Seven Knights Revolution: Eiyuu no Keishousha,Seven Knights Revolution: Hero Successor,6.31,2908,7859,57,TV,12,Finished Airing,"Apr 5, 2021 to Jun 21, 2021",Spring 2021,Mondays at 00:00 (JST),"Rakuonsha,       TOHO animation","None found, add some","LIDENFILMS,       domerica",Game,"Action, Adventure, Fantasy",,23 min. per ep.,R - 17+ (violence & profanity),183,
Shin Minashigo Hutch,The New Adventures of Hutch the Honeybee,6.31,12225,7860,1,TV,26,Finished Airing,"Apr 5, 1974 to Sep 27, 1974",Spring 1974,Unknown,"None found, add some","None found, add some",Tatsunoko Production,Unknown,"Adventure, Comedy, Drama",,24 min. per ep.,G - All Ages,2,
Shiyan Pin Jiating,Frankenstein Family,6.31,3211,7861,47,ONA,12,Finished Airing,"Apr 9, 2018 to Jun 19, 2018",,,"Tencent Penguin Pictures,       KJJ Animation,       Da Huoniao Donghua","None found, add some",Big Firebird Culture,Web manga,"Sci-Fi, Slice of Life",,16 min. per ep.,PG-13 - Teens 13 or older,55,
Shoujo-tachi wa Kouya wo Mezasu,Girls Beyond the Wasteland,6.31,1834,7862,120,TV,12,Finished Airing,"Jan 7, 2016 to Mar 24, 2016",Winter 2016,Thursdays at 22:30 (JST),"Sotsu,       Lantis,       Barnum Studio,       Magic Capsule,       Warner Bros. Japan,       KlockWorx,       Cospa,       ASCII Media Works,       Medicos Entertainment,       Hakuhodo DY Media Partners,       Kadokawa,       Hawkeye",Sentai Filmworks,Project No.9,Visual novel,,"Otaku Culture, School",24 min. per ep.,PG-13 - Teens 13 or older,174,
Super Zugan,,6.31,12869,7863,1,TV,21,Finished Airing,"Oct 9, 1992 to Mar 13, 1993",Fall 1992,Fridays at 01:10 (JST),"Kitty Films,       Fuji TV","None found, add some",Studio Deen,Manga,Comedy,Strategy Game,25 min. per ep.,PG-13 - Teens 13 or older,3,Shounen
Tatakae!! Ramenman,Fight!! Ramenman,6.31,11506,7864,1,TV,35,Finished Airing,"Jan 10, 1988 to Sep 11, 1988",Winter 1988,Unknown,Yomiko Advertising,"None found, add some",Toei Animation,Manga,"Action, Adventure",Martial Arts,23 min. per ep.,R - 17+ (violence & profanity),9,Shounen
Trapp Ikka Monogatari Specials,,6.31,15295,7865,615,TV Special,2,Finished Airing,Jun-01,,,Bandai Visual,"None found, add some",Nippon Animation,Unknown,"Drama, Romance","Childcare, Historical, Music",45 min. per ep.,G - All Ages,0,
Triage X,,6.31,1431,7866,165,TV,10,Finished Airing,"Apr 9, 2015 to Jun 11, 2015",Spring 2015,Thursdays at 01:05 (JST),"DAX Production,       Nippon Columbia,       Kadokawa",Sentai Filmworks,Xebec,Manga,"Action, Adventure, Ecchi",,23 min. per ep.,R+ - Mild Nudity,302,Shounen
Twilight Q,,6.31,6974,7867,8,OVA,2,Finished Airing,"Feb 28, 1987 to Aug 28, 1987",,,"None found, add some","None found, add some","Ajia-do,       Studio Deen",Original,"Mystery, Sci-Fi",Psychological,30 min. per ep.,PG-13 - Teens 13 or older,8,
Usavich Special,,6.31,11254,7868,2,Special,1,Finished Airing,31-Oct-08,,,"None found, add some","None found, add some",Kanaban Graphics,Original,"Adventure, Comedy",,1 min.,G - All Ages,0,
Warau Salesman Dai SP-banashi,,6.31,14368,7869,806,Special,8,Finished Airing,"Jan 23, 1990 to Jul 7, 1992",,,"None found, add some","None found, add some",Shin-Ei Animation,Manga,"Comedy, Drama, Supernatural","Adult Cast, Psychological",30 min. per ep.,PG-13 - Teens 13 or older,0,Seinen
Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,,6.31,8065,7870,5,OVA,4,Finished Airing,"Dec 26, 2007 to Mar 26, 2008",,,Starchild Records,"None found, add some",Chaos Project,Manga,"Comedy, Ecchi",,26 min. per ep.,R+ - Mild Nudity,8,
100-man no Inochi no Ue ni Ore wa Tatteiru Recap,,6.31,10250,7871,2,TV Special,1,Finished Airing,02-Jul-21,,,"None found, add some","None found, add some",Maho Film,Manga,"Action, Drama, Fantasy, Suspense","Isekai, Survival",24 min.,PG-13 - Teens 13 or older,3,Shounen
Aoi Hitomi no Onnanoko no Ohanashi,,6.31,13841,7872,937,TV Special,1,Finished Airing,13-Aug-09,,,TV Asahi,"None found, add some",Shin-Ei Animation,Novel,Drama,Historical,44 min.,PG - Children,0,
Aru Tabibito no Nikki Specials,A Traveller's Diary Specials,6.31,7097,7873,7,Special,3,Finished Airing,11-Feb-06,,,Robot Communications,"None found, add some","None found, add some",Original,"Adventure, Fantasy",,4 min. per ep.,G - All Ages,5,
Buta no Liver wa Kanetsu Shiro,Butareba -The Story of a Man Who Turned into a Pig-,6.31,3526,7874,40,TV,12,Finished Airing,"Oct 8, 2023 to Feb 6, 2024",Fall 2023,Sundays at 00:30 (JST),"Aniplex,       BS11,       Kadokawa","None found, add some",Project No.9,Light novel,"Adventure, Fantasy",Isekai,24 min. per ep.,PG-13 - Teens 13 or older,88,
ChäoS;Child,,6.31,1693,7875,133,TV,12,Finished Airing,"Jan 11, 2017 to Mar 29, 2017",Winter 2017,Wednesdays at 23:30 (JST),"AT-X,       MAGES.,       Glovision,       5pb.,       Kadokawa","Funimation,       Crunchyroll",SILVER LINK.,Visual novel,"Mystery, Sci-Fi, Supernatural","Gore, Psychological",23 min. per ep.,R - 17+ (violence & profanity),219,
