anime_links
https://myanimelist.net/anime/52991/Sousou_no_Frieren
https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood
https://myanimelist.net/anime/9253/Steins_Gate
https://myanimelist.net/anime/28977/Gintama°
https://myanimelist.net/anime/38524/Shingeki_no_Kyojin_Season_3_Part_2
https://myanimelist.net/anime/39486/Gintama__The_Final
https://myanimelist.net/anime/9969/Gintama
https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011
https://myanimelist.net/anime/820/Ginga_Eiyuu_Densetsu
https://myanimelist.net/anime/15417/Gintama__Enchousen
https://myanimelist.net/anime/41467/Bleach__Sennen_Kessen-hen
https://myanimelist.net/anime/43608/Kaguya-sama_wa_Kokurasetai__Ultra_Romantic
https://myanimelist.net/anime/34096/Gintama
https://myanimelist.net/anime/42938/Fruits_Basket__The_Final
https://myanimelist.net/anime/918/Gintama
https://myanimelist.net/anime/4181/Clannad__After_Story
https://myanimelist.net/anime/28851/Koe_no_Katachi
https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season
https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2
https://myanimelist.net/anime/54492/Kusuriya_no_Hitorigoto
https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare
https://myanimelist.net/anime/51535/Shingeki_no_Kyojin__The_Final_Season_-_Kanketsu-hen
https://myanimelist.net/anime/19/Monster
https://myanimelist.net/anime/37491/Gintama__Shirogane_no_Tamashii-hen_-_Kouhan-sen
https://myanimelist.net/anime/37987/Violet_Evergarden_Movie
https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season
https://myanimelist.net/anime/55690/Boku_no_Kokoro_no_Yabai_Yatsu_2nd_Season
https://myanimelist.net/anime/32281/Kimi_no_Na_wa
https://myanimelist.net/anime/51009/Jujutsu_Kaisen_2nd_Season
https://myanimelist.net/anime/40682/Kingdom_3rd_Season
https://myanimelist.net/anime/36838/Gintama__Shirogane_no_Tamashii-hen
https://myanimelist.net/anime/49387/Vinland_Saga_Season_2
https://myanimelist.net/anime/37510/Mob_Psycho_100_II
https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen
https://myanimelist.net/anime/40028/Shingeki_no_Kyojin__The_Final_Season
https://myanimelist.net/anime/47917/Bocchi_the_Rock
https://myanimelist.net/anime/32935/Haikyuu_Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou
https://myanimelist.net/anime/263/Hajime_no_Ippo
https://myanimelist.net/anime/52198/Kaguya-sama_wa_Kokurasetai__First_Kiss_wa_Owaranai
https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi
https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season
https://myanimelist.net/anime/48583/Shingeki_no_Kyojin__The_Final_Season_Part_2
https://myanimelist.net/anime/45649/The_First_Slam_Dunk
https://myanimelist.net/anime/37521/Vinland_Saga
https://myanimelist.net/anime/1/Cowboy_Bebop
https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen
https://myanimelist.net/anime/50160/Kingdom_4th_Season
https://myanimelist.net/anime/53223/Kingdom_5th_Season
https://myanimelist.net/anime/44074/Shiguang_Dailiren
https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season
https://myanimelist.net/anime/21/One_Piece
https://myanimelist.net/anime/2921/Ashita_no_Joe_2
https://myanimelist.net/anime/48569/86_Part_2
https://myanimelist.net/anime/33095/Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen
https://myanimelist.net/anime/50172/Mob_Psycho_100_III
