anime_links
https://myanimelist.net/anime/1645/Herlock_Saga__Nibelung_no_Yubiwa
https://myanimelist.net/anime/34834/Hina_Logi__From_Luck___Logic
https://myanimelist.net/anime/25689/Hyakka_Ryouran__Samurai_After
https://myanimelist.net/anime/51207/Jiuzhou_Piaomiao_Lu
https://myanimelist.net/anime/40554/Uchuu_Senkan_Yamato_to_Iu_Jidai__Seireki_2202-nen_no_Sentaku
https://myanimelist.net/anime/13029/Arashi_no_Yoru_ni__Himitsu_no_Tomodachi
https://myanimelist.net/anime/3081/Attacker_You
https://myanimelist.net/anime/20543/Bayonetta__Bloody_Fate
https://myanimelist.net/anime/40167/Cardfight_Vanguard__Shinemon-hen
https://myanimelist.net/anime/1962/Chikyuu_Bouei_Kazoku
https://myanimelist.net/anime/1149/Choujuushin_Gravion_Zwei
https://myanimelist.net/anime/42220/Condom_Battler_Gorou
https://myanimelist.net/anime/2055/Coo__Tooi_Umi_kara_Kita_Coo
https://myanimelist.net/anime/14893/Dakara_Boku_wa_H_ga_Dekinai_Mie_Sugi_Mizugi_Contest
https://myanimelist.net/anime/1756/Di_Gi_Charat_Natsuyasumi_Special
https://myanimelist.net/anime/1752/Di_Gi_Charat__Hoshi_no_Tabi
https://myanimelist.net/anime/33069/Dimension_W__Short_Track_Robot_wa_Sentou_no_Yume_wo_Miruka
https://myanimelist.net/anime/563/DNA²
https://myanimelist.net/anime/894/Dragon_Ball_Z_Movie_01__Ora_no_Gohan_wo_Kaese
https://myanimelist.net/anime/12565/Fate_Prototype
https://myanimelist.net/anime/782/Gasaraki
https://myanimelist.net/anime/49854/Getsuyoubi_no_Tawawa_2
https://myanimelist.net/anime/771/Ginyuu_Mokushiroku_Meine_Liebe_Wieder
https://myanimelist.net/anime/38429/Girls___Panzer__Fushou_Akiyama_Yukari_no_Sensha_Kouza_-_Extra
https://myanimelist.net/anime/31629/Granblue_Fantasy_The_Animation
https://myanimelist.net/anime/43204/Gundam__G_no_Reconguista_Movie_III_-_Uchuu_kara_no_Isan
https://myanimelist.net/anime/28351/Hikari_no_Megami
https://myanimelist.net/anime/54449/Ishura
https://myanimelist.net/anime/52031/Itou_Junji__Maniac
https://myanimelist.net/anime/10359/Jewelpet_Sunshine
https://myanimelist.net/anime/7479/Karate_Baka_Ichidai
https://myanimelist.net/anime/36368/Katasumi_no_Uroko
https://myanimelist.net/anime/17655/Kidou_Senshi_Gundam_AGE__Memory_of_Eden
https://myanimelist.net/anime/7333/Koisuru_Tenshi_Angelique__Kagayaki_no_Ashita_Special
https://myanimelist.net/anime/35135/Koukyoushihen_Eureka_Seven_Hi-Evolution_2__Anemone
https://myanimelist.net/anime/37139/Koyomi_History
https://myanimelist.net/anime/1660/Kurogane_Communication
https://myanimelist.net/anime/4320/Lupin_III__Green_vs_Red
https://myanimelist.net/anime/9335/Megane_na_Kanojo
https://myanimelist.net/anime/222/Mezzo_DSA
https://myanimelist.net/anime/2231/Miyuki
https://myanimelist.net/anime/11615/Morita-san_wa_Mukuchi_2
https://myanimelist.net/anime/44585/Nihon_Chinbotsu_2020_Gekijou_Henshuuban__Shizumanu_Kibou
https://myanimelist.net/anime/921/Nurse_Witch_Komugi-chan_Magikarte_Z
https://myanimelist.net/anime/6890/Ontama
https://myanimelist.net/anime/9917/Pokemon_Movie_14_White__Victini_to_Kuroki_Eiyuu_Zekrom
https://myanimelist.net/anime/31231/Pokemon_Movie_19__Volcanion_to_Karakuri_no_Magearna
https://myanimelist.net/anime/40152/Porte
https://myanimelist.net/anime/13173/Pukapuka_Juju
https://myanimelist.net/anime/55015/Qing_Lian_Jian_Xian_Chuan
https://myanimelist.net/anime/11491/Recorder_to_Randoseru_Do♪
https://myanimelist.net/anime/34927/Rilu_Rilu_Fairilu__Mahou_no_Kagami
https://myanimelist.net/anime/7697/Sangokushi__Dai_Ni_Bu_-_Choukou_Moyu
https://myanimelist.net/anime/4515/Seton_Doubutsuki__Risu_no_Banner
https://myanimelist.net/anime/50521/Shenyi_Jiu_Xiaojie
https://myanimelist.net/anime/55829/Shi_Fang_Jian_Sheng
https://myanimelist.net/anime/2497/Shin_Cutie_Honey
https://myanimelist.net/anime/421/Stratos_4
https://myanimelist.net/anime/1532/Suki_na_Mono_wa_Suki_Dakara_Shou_ga_Nai
https://myanimelist.net/anime/36952/Tennis_no_Oujisama__Best_Games
https://myanimelist.net/anime/58592/Tensei_shitara_Slime_Datta_Ken_3rd_Season__Kanwa_-_Diablo_Nikki
https://myanimelist.net/anime/50760/Teppen
https://myanimelist.net/anime/57100/The_New_Gate
https://myanimelist.net/anime/3686/Tokimeki_Memorial__Only_Love_Specials
https://myanimelist.net/anime/11787/Toriko__Barbarian_Ivy_wo_Hokaku_Seyo
https://myanimelist.net/anime/179/Ultra_Maniac_OVA
https://myanimelist.net/anime/39935/Ultraman_Season_2
https://myanimelist.net/anime/1481/Urusei_Yatsura__Haru_da_Tobidase
https://myanimelist.net/anime/30437/Wakako-zake
https://myanimelist.net/anime/37433/Wakaokami_wa_Shougakusei
https://myanimelist.net/anime/347/Wild_Arms__Twilight_Venom
https://myanimelist.net/anime/41660/Yesterday_wo_Utatte__Haishin-ban_Episode
https://myanimelist.net/anime/19157/Youkai_Watch
